SEASON,SEASON_TYPE,TEAM_ABB,GP,G,FREQ_WHOLE_NUM,FGM_LT_06,FGA_LT_06,LT_06_PCT,NS_LT_06_PCT,PLUSMINUS
2023-24,regular-season,-,82,32.4,18.3,28.1,65.0,62.8,2.2,0
2023-24,regular-season,-,82,31.4,17.6,27.0,65.2,62.9,2.3,0
2023-24,regular-season,-,82,36.2,21.4,32.6,65.4,63.0,2.4,0
2023-24,regular-season,-,82,36.4,21.7,33.2,65.3,62.7,2.6,0
2023-24,regular-season,-,82,38.3,23.3,35.5,65.5,62.8,2.7,0
2023-24,regular-season,-,82,35.3,20.5,31.0,66.3,62.8,3.5,0
2023-24,regular-season,-,82,36.2,21.1,31.4,67.1,63.1,4.1,0
2023-24,playoffs,-,10,31.6,14.8,26.8,55.2,64.8,-9.6,0
2023-24,playoffs,-,22,32.4,15.6,27.4,56.6,63.7,-7.1,0
2023-24,playoffs,-,4,30.8,14.8,25.3,58.4,63.8,-5.4,0
2023-24,playoffs,-,6,27.4,13.7,24.5,55.8,60.7,-4.9,0
2023-24,playoffs,-,16,33.5,16.1,26.7,60.2,63.8,-3.6,0
2023-24,playoffs,-,19,32.9,17.3,28.1,61.7,64.3,-2.6,0
2023-24,playoffs,-,12,30.6,15.8,25.4,62.0,64.4,-2.5,0
2023-24,playoffs,-,4,33.0,17.3,28.3,61.1,63.6,-2.5,0
2023-24,playoffs,-,13,35.3,18.2,29.9,61.1,63.3,-2.2,0
2023-24,playoffs,-,17,31.7,17.2,27.6,62.1,64.0,-1.9,0
2023-24,playoffs,-,6,28.0,15.0,23.0,65.2,66.3,-1.1,0
2023-24,playoffs,-,7,38.2,19.3,31.0,62.2,63.2,-1.0,0
2023-24,playoffs,-,12,34.8,18.5,28.6,64.7,65.0,-0.3,0
2023-24,playoffs,-,5,31.7,17.2,25.8,66.7,66.3,0.4,0
2023-24,playoffs,-,5,34.9,20.8,31.8,65.4,62.7,2.7,0
2023-24,playoffs,-,6,25.1,16.5,22.7,72.8,65.4,7.4,0
2023-24,play-in,-,1,31.6,14.0,31.0,45.2,64.3,-19.1,0
2023-24,play-in,-,2,35.4,16.5,31.5,52.4,60.7,-8.3,0
2023-24,play-in,-,1,28.9,15.0,26.0,57.7,61.7,-4.0,0
2023-24,play-in,-,2,24.9,13.0,21.5,60.5,60.8,-0.4,0
2023-24,play-in,-,2,30.2,17.0,26.0,65.4,65.6,-0.2,0
2023-24,play-in,-,2,38.2,20.5,31.5,65.1,62.9,2.1,0
2023-24,play-in,-,1,38.7,25.0,36.0,69.4,62.6,6.8,0
2023-24,play-in,-,1,41.1,29.0,39.0,74.4,61.4,13.0,0
2023-24,ist,-,4,32.8,15.0,28.0,53.6,63.4,-9.8,0
2023-24,ist,-,4,35.3,17.8,33.0,53.8,61.9,-8.1,0
2023-24,ist,-,4,30.3,15.8,27.8,56.8,63.6,-6.8,0
2023-24,ist,-,4,29.3,15.5,27.0,57.4,63.9,-6.5,0
2023-24,ist,-,7,30.4,15.0,26.3,57.1,62.0,-4.9,0
2023-24,ist,-,5,38.1,19.8,33.6,58.9,63.2,-4.3,0
2023-24,ist,-,4,36.2,17.3,29.8,58.0,61.7,-3.8,0
2023-24,ist,-,6,35.6,17.3,29.2,59.4,63.3,-3.8,0
2023-24,ist,-,4,41.5,21.5,36.8,58.5,62.2,-3.7,0
2023-24,ist,-,5,35.4,18.4,31.0,59.4,63.0,-3.7,0
2023-24,ist,-,5,29.9,16.0,25.8,62.0,64.7,-2.7,0
2023-24,ist,-,4,32.2,17.5,28.5,61.4,63.8,-2.4,0
2023-24,ist,-,4,34.5,17.8,29.5,60.2,62.4,-2.3,0
2023-24,ist,-,4,34.9,19.3,31.0,62.1,63.9,-1.8,0
2023-24,ist,-,6,33.3,19.5,31.7,61.6,62.9,-1.3,0
2023-24,ist,-,4,39.8,22.3,36.0,61.8,62.8,-1.0,0
2023-24,ist,-,7,45.3,26.0,41.1,63.2,63.5,-0.3,0
2023-24,ist,-,4,36.2,19.5,31.3,62.4,62.6,-0.2,0
2023-24,ist,-,5,29.7,16.2,25.6,63.3,63.5,-0.2,0
2023-24,ist,-,4,33.3,19.3,30.3,63.6,63.0,0.7,0
2023-24,ist,-,4,34.8,19.3,29.8,64.7,63.8,0.9,0
2023-24,ist,-,4,34.0,17.3,26.8,64.5,63.4,1.1,0
2023-24,ist,-,4,30.7,17.5,26.8,65.4,63.3,2.2,0
2023-24,ist,-,4,35.2,20.5,31.8,64.6,61.7,2.8,0
2023-24,ist,-,4,36.1,22.5,32.5,69.2,61.8,7.5,0
2023-24,ist,-,4,35.9,22.0,31.3,70.4,62.7,7.7,0
2023-24,ist,-,4,41.1,26.5,37.5,70.7,62.9,7.8,0
2023-24,ist,-,4,35.0,21.0,29.0,72.4,63.9,8.5,0
2023-24,ist,-,4,34.5,21.8,30.0,72.5,63.7,8.8,0
2023-24,ist,-,4,38.1,25.8,35.5,72.5,63.5,9.0,0
2024-25,regular-season,-,82,33.3,17.6,29.7,59.1,62.7,-3.5,0
2024-25,regular-season,-,82,31.2,16.1,27.1,59.5,62.7,-3.2,0
2024-25,regular-season,-,82,31.8,17.4,28.9,60.1,62.7,-2.7,0
2024-25,regular-season,-,82,31.8,17.0,27.9,60.9,62.9,-2.0,0
2024-25,regular-season,-,82,35.7,19.3,31.5,61.2,63.0,-1.7,0
2024-25,regular-season,-,81,32.9,18.3,29.9,61.2,62.7,-1.6,0
2024-25,regular-season,-,82,32.7,17.6,28.8,61.2,62.8,-1.6,0
2024-25,regular-season,-,82,35.9,20.1,32.9,61.1,62.7,-1.6,0
2024-25,regular-season,-,82,32.5,17.5,28.3,62.0,62.9,-0.9,0
2024-25,regular-season,-,82,34.0,18.7,30.0,62.2,63.0,-0.8,0
2024-25,regular-season,-,82,36.6,20.4,32.9,62.0,62.7,-0.7,0
2024-25,regular-season,-,82,31.5,17.9,28.7,62.4,62.8,-0.5,0
2024-25,regular-season,-,82,34.3,17.5,28.0,62.5,62.9,-0.4,0
2024-25,regular-season,-,82,34.6,20.0,32.0,62.6,62.9,-0.3,0
2024-25,regular-season,-,82,35.7,19.9,31.5,63.3,63.0,0.3,0
2024-25,regular-season,-,82,32.7,18.2,28.6,63.5,62.8,0.6,0
2024-25,regular-season,-,82,34.5,20.3,32.0,63.5,62.9,0.6,0
2024-25,regular-season,-,82,33.9,19.4,30.6,63.6,62.9,0.7,0
2024-25,regular-season,-,82,33.4,18.9,29.8,63.6,62.8,0.8,0
2024-25,regular-season,-,82,31.7,18.1,28.2,64.2,62.9,1.3,0
2024-25,regular-season,-,82,32.3,19.3,30.1,64.2,62.8,1.3,0
2024-25,regular-season,-,82,32.9,19.1,29.6,64.4,62.8,1.6,0
2024-25,regular-season,-,82,34.2,21.0,32.5,64.6,62.9,1.7,0
2024-25,regular-season,-,82,32.0,17.8,27.5,64.7,62.9,1.8,0
2024-25,regular-season,-,82,35.9,19.6,30.2,64.8,63.0,1.9,0
2024-25,regular-season,-,81,33.8,18.9,29.2,64.7,62.8,2.0,0
2024-25,regular-season,-,82,34.7,21.1,32.3,65.3,63.0,2.4,0
2024-25,regular-season,-,82,31.7,18.3,28.0,65.3,62.9,2.4,0
2024-25,regular-season,-,82,35.0,20.8,31.6,65.7,63.0,2.8,0
2024-25,regular-season,-,82,35.4,20.4,30.7,66.3,62.8,3.4,0
2024-25,playoffs,-,23,29.3,14.4,25.0,57.6,64.5,-7.0,0
2024-25,playoffs,-,5,37.0,18.0,32.0,56.3,63.1,-6.9,0
2024-25,playoffs,-,11,30.8,15.2,26.3,57.8,63.1,-5.3,0
2024-25,playoffs,-,7,39.0,19.9,33.3,59.7,64.8,-5.1,0
2024-25,playoffs,-,6,31.4,16.2,27.5,58.8,63.5,-4.7,0
2024-25,playoffs,-,23,33.9,17.6,29.3,60.2,64.5,-4.3,0
2024-25,playoffs,-,5,34.9,17.2,27.2,63.2,65.4,-2.2,0
2024-25,playoffs,-,12,36.7,17.8,30.2,59.1,61.1,-2.0,0
2024-25,playoffs,-,18,31.0,16.6,26.3,63.0,64.8,-1.8,0
2024-25,playoffs,-,7,31.1,15.7,27.0,58.2,59.8,-1.6,0
2024-25,playoffs,-,14,33.2,18.8,29.4,63.8,63.6,0.2,0
2024-25,playoffs,-,15,30.8,16.3,25.7,63.6,63.2,0.5,0
2024-25,playoffs,-,4,28.3,17.5,27.0,64.8,63.9,0.9,0
2024-25,playoffs,-,5,27.8,16.2,24.2,66.9,65.8,1.1,0
2024-25,playoffs,-,4,30.7,18.3,26.3,69.5,66.1,3.4,0
2024-25,playoffs,-,9,27.1,15.8,22.6,70.0,64.9,5.1,0
2024-25,play-in,-,1,44.0,17.0,37.0,45.9,62.8,-16.9,0
2024-25,play-in,-,1,36.1,16.0,30.0,53.3,64.9,-11.6,0
2024-25,play-in,-,2,36.2,19.5,34.0,57.4,64.2,-6.8,0
2024-25,play-in,-,2,31.4,18.0,29.0,62.1,62.7,-0.6,0
2024-25,play-in,-,1,36.1,19.0,30.0,63.3,63.2,0.1,0
2024-25,play-in,-,1,37.2,21.0,32.0,65.6,63.5,2.1,0
2024-25,play-in,-,2,31.4,18.0,27.0,66.7,62.0,4.7,0
2024-25,play-in,-,2,29.9,20.5,28.0,73.2,62.9,10.3,0
2024-25,ist,-,4,32.5,14.5,29.5,49.2,62.7,-13.6,0
2024-25,ist,-,7,36.7,16.7,31.6,52.9,62.8,-9.9,0
2024-25,ist,-,4,35.0,17.8,31.8,55.9,61.8,-5.9,0
2024-25,ist,-,5,31.7,16.6,29.2,56.8,62.7,-5.8,0
2024-25,ist,-,4,35.3,17.0,30.0,56.7,62.1,-5.4,0
2024-25,ist,-,4,30.3,16.8,27.8,60.4,64.4,-4.0,0
2024-25,ist,-,4,32.2,16.3,27.5,59.1,63.0,-3.9,0
2024-25,ist,-,4,35.4,19.3,32.8,58.8,62.6,-3.8,0
2024-25,ist,-,7,28.0,13.4,22.3,60.3,63.4,-3.1,0
2024-25,ist,-,6,32.6,17.3,29.0,59.8,62.5,-2.8,0
2024-25,ist,-,4,34.0,19.3,31.3,61.6,63.8,-2.2,0
2024-25,ist,-,4,33.7,19.0,30.8,61.8,63.9,-2.1,0
2024-25,ist,-,4,34.3,17.5,29.3,59.8,61.9,-2.0,0
2024-25,ist,-,4,35.7,21.5,34.8,61.9,63.9,-2.0,0
2024-25,ist,-,6,32.5,18.2,29.0,62.6,63.8,-1.2,0
2024-25,ist,-,4,37.9,22.0,35.5,62.0,62.7,-0.7,0
2024-25,ist,-,5,30.5,16.6,27.0,61.5,61.7,-0.2,0
2024-25,ist,-,4,38.0,22.5,35.5,63.4,63.2,0.2,0
2024-25,ist,-,5,34.2,17.0,27.0,63.0,62.1,0.8,0
2024-25,ist,-,4,32.6,19.3,30.8,62.6,61.4,1.2,0
2024-25,ist,-,4,32.2,19.3,29.8,64.7,63.2,1.5,0
2024-25,ist,-,4,29.1,17.0,25.5,66.7,64.4,2.2,0
2024-25,ist,-,4,31.0,16.5,25.8,64.1,61.7,2.4,0
2024-25,ist,-,4,39.6,23.8,36.0,66.0,63.3,2.6,0
2024-25,ist,-,5,32.7,18.8,28.8,65.3,62.7,2.6,0
2024-25,ist,-,4,32.5,19.8,29.0,68.1,64.7,3.4,0
2024-25,ist,-,4,32.5,17.5,26.8,65.4,62.1,3.4,0
2024-25,ist,-,4,35.3,20.3,30.0,67.5,62.6,4.9,0
2024-25,ist,-,4,31.9,18.5,26.8,69.2,63.0,6.2,0
2024-25,ist,-,4,32.5,18.0,26.3,68.6,61.7,6.9,0
2025-26,pre-season,-,1,31.3,13.0,26.0,50.0,61.7,-11.7,0
2025-26,pre-season,-,1,33.3,18.0,30.0,60.0,65.7,-5.7,0
2025-26,pre-season,-,1,39.2,27.0,38.0,71.1,64.6,6.5,0
2025-26,pre-season,-,1,28.7,20.0,27.0,74.1,66.1,8.0,0
2025-26,pre-season,-,1,26.6,17.0,25.0,68.0,58.6,9.4,0
2025-26,pre-season,-,1,24.7,17.0,22.0,77.3,61.3,16.0,0
2025-26,regular-season,-,34,28.5,14.3,24.6,57.9,62.7,-4.8,0
2025-26,regular-season,-,34,32.0,15.9,27.6,57.8,62.6,-4.7,0
2025-26,regular-season,-,34,33.5,18.0,30.2,59.5,63.1,-3.6,0
2025-26,regular-season,-,33,32.6,16.6,28.0,59.4,62.6,-3.2,0
2025-26,regular-season,-,33,36.1,20.8,34.3,60.5,63.4,-2.9,0
2025-26,regular-season,-,34,34.4,18.5,30.3,61.1,63.0,-1.9,0
2025-26,regular-season,-,35,36.7,21.0,34.4,60.9,62.7,-1.8,0
2025-26,regular-season,-,36,33.2,18.1,29.6,61.3,63.0,-1.7,0
2025-26,regular-season,-,33,34.9,19.5,31.5,61.9,63.4,-1.4,0
2025-26,regular-season,-,34,34.9,19.3,31.2,61.8,62.8,-1.0,0
2025-26,regular-season,-,33,31.8,18.1,29.1,62.1,63.0,-0.9,0
2025-26,regular-season,-,34,30.6,17.1,27.5,62.4,63.1,-0.7,0
2025-26,regular-season,-,34,32.3,17.6,28.4,62.1,62.6,-0.5,0
2025-26,regular-season,-,33,34.5,18.6,29.6,62.9,63.5,-0.5,0
2025-26,regular-season,-,32,35.5,20.2,32.1,62.9,63.5,-0.5,0
2025-26,regular-season,-,34,34.2,19.3,30.5,63.3,63.5,-0.3,0
2025-26,regular-season,-,33,30.9,17.0,27.0,63.0,62.7,0.3,0
2025-26,regular-season,-,35,34.6,18.9,29.7,63.7,63.2,0.4,0
2025-26,regular-season,-,33,32.3,17.9,28.1,63.7,63.2,0.4,0
2025-26,regular-season,-,31,32.8,18.4,28.8,63.9,63.2,0.7,0
2025-26,regular-season,-,35,36.0,20.9,32.6,64.0,63.1,0.9,0
2025-26,regular-season,-,35,36.2,20.7,32.1,64.5,63.2,1.3,0
2025-26,regular-season,-,34,31.8,19.4,29.8,65.2,63.6,1.6,0
2025-26,regular-season,-,33,36.3,22.0,34.0,64.6,62.5,2.0,0
2025-26,regular-season,-,32,38.4,21.5,32.8,65.4,62.9,2.5,0
2025-26,regular-season,-,33,31.9,19.8,29.3,67.6,64.1,3.5,0
2025-26,regular-season,-,34,35.6,21.7,32.0,67.8,64.2,3.6,0
2025-26,regular-season,-,35,35.2,21.9,32.3,67.8,64.0,3.9,0
2025-26,regular-season,-,34,31.1,18.8,28.2,66.6,62.5,4.2,0
2025-26,regular-season,-,31,32.7,18.9,28.2,67.0,62.8,4.3,0
2025-26,ist,-,4,34.4,18.0,31.8,56.7,64.6,-7.9,0
2025-26,ist,-,6,31.2,15.8,27.7,57.2,64.9,-7.6,0
2025-26,ist,-,6,29.2,14.2,25.2,56.3,63.2,-6.9,0
2025-26,ist,-,5,32.8,16.2,28.2,57.4,63.2,-5.8,0
2025-26,ist,-,4,35.5,17.8,31.0,57.3,62.8,-5.5,0
2025-26,ist,-,4,32.8,16.8,29.0,57.8,62.8,-5.0,0
2025-26,ist,-,4,35.5,17.0,29.8,57.1,62.1,-5.0,0
2025-26,ist,-,4,39.2,21.8,37.0,58.8,63.3,-4.6,0
2025-26,ist,-,5,32.6,16.6,27.8,59.7,64.1,-4.4,0
2025-26,ist,-,4,40.8,23.0,38.8,59.4,63.1,-3.7,0
2025-26,ist,-,5,34.7,19.6,32.8,59.8,63.4,-3.7,0
2025-26,ist,-,4,34.2,18.5,30.3,61.2,63.9,-2.8,0
2025-26,ist,-,4,32.3,18.5,30.0,61.7,63.7,-2.0,0
2025-26,ist,-,4,32.2,17.8,28.8,61.7,63.0,-1.3,0
2025-26,ist,-,4,35.8,19.3,31.5,61.1,62.3,-1.1,0
2025-26,ist,-,5,31.6,17.2,27.8,61.9,62.9,-1.0,0
2025-26,ist,-,4,33.7,18.5,29.3,63.2,64.0,-0.8,0
2025-26,ist,-,4,35.5,21.8,34.8,62.6,63.0,-0.5,0
2025-26,ist,-,4,29.3,16.8,27.0,62.0,62.2,-0.1,0
2025-26,ist,-,4,35.6,19.0,29.8,63.9,63.5,0.4,0
2025-26,ist,-,4,33.9,19.3,30.3,63.6,62.5,1.1,0
2025-26,ist,-,4,39.2,22.8,35.0,65.0,63.8,1.2,0
2025-26,ist,-,4,32.4,19.0,29.0,65.5,64.0,1.5,0
2025-26,ist,-,6,34.9,19.8,30.7,64.7,62.7,1.9,0
2025-26,ist,-,6,32.6,18.5,28.3,65.3,62.6,2.7,0
2025-26,ist,-,4,34.4,21.0,30.5,68.9,64.3,4.5,0
2025-26,ist,-,4,34.5,21.3,30.5,69.7,64.7,4.9,0
2025-26,ist,-,4,39.3,25.0,36.3,69.0,62.8,6.2,0
2025-26,ist,-,4,27.3,17.3,24.0,71.9,63.5,8.4,0
2025-26,ist,-,4,41.6,26.0,35.5,73.2,62.6,10.6,0
