SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,MIN,CATCH_SHOOT_PTS,CATCH_SHOOT_FGM,CATCH_SHOOT_FGA,CATCH_SHOOT_FG_PCT,CATCH_SHOOT_FG3M,CATCH_SHOOT_FG3A,CATCH_SHOOT_FG3_PCT,CATCH_SHOOT_EFG_PCT
2024-25,IST,NYK,New York Knicks,5,16.7,27.8,9.6,27.6,34.8,8.6,25.6,33.6,50.4
2024-25,IST,OKC,Oklahoma City Thunder,6,17.2,34.0,11.7,33.7,34.7,10.7,31.5,33.9,50.5
2024-25,IST,ORL,Orlando Magic,5,16.6,25.0,8.8,28.0,31.4,7.4,25.8,28.7,44.6
2024-25,IST,PHI,Philadelphia 76ers,4,17.0,28.3,9.5,27.3,34.9,9.3,24.8,37.4,51.8
2024-25,IST,PHX,Phoenix Suns,4,16.4,33.0,11.3,28.5,39.5,10.5,26.5,39.6,57.9
2024-25,IST,POR,Portland Trail Blazers,4,16.8,32.3,11.0,28.8,38.3,10.3,26.8,38.3,56.1
2024-25,IST,SAC,Sacramento Kings,4,16.0,32.5,11.5,32.0,35.9,9.5,28.8,33.0,50.8
2024-25,IST,SAS,San Antonio Spurs,4,17.2,34.3,11.5,33.8,34.1,11.3,33.3,33.8,50.7
2024-25,IST,TOR,Toronto Raptors,4,15.1,28.5,10.3,27.0,38.0,8.0,23.0,34.8,52.8
2024-25,IST,UTA,Utah Jazz,4,17.0,21.8,7.3,21.0,34.5,7.3,20.8,34.9,51.8
2024-25,IST,WAS,Washington Wizards,4,15.5,18.5,6.5,24.3,26.8,5.5,22.3,24.7,38.1
2025-26,Pre+Season,ATL,Atlanta Hawks,4,246.3,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,BOS,Boston Celtics,4,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,BKN,Brooklyn Nets,4,246.3,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,CHA,Charlotte Hornets,5,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,CHI,Chicago Bulls,5,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,CLE,Cleveland Cavaliers,4,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,DAL,Dallas Mavericks,4,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,DEN,Denver Nuggets,5,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,DET,Detroit Pistons,4,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,GSW,Golden State Warriors,5,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,Guangzhou Loong-Lions,Guangzhou Loong-Lions,3,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,Hapoel Jerusalem B.C.,Hapoel Jerusalem B.C.,1,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,HOU,Houston Rockets,4,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,IND,Indiana Pacers,4,246.3,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,LAC,LA Clippers,4,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,LAL,Los Angeles Lakers,6,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,Melbourne United,Melbourne United,1,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,MEM,Memphis Grizzlies,5,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,MIA,Miami Heat,6,244.2,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,MIL,Milwaukee Bucks,4,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,MIN,Minnesota Timberwolves,6,248.3,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,NOP,New Orleans Pelicans,4,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,NYK,New York Knicks,5,245.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,OKC,Oklahoma City Thunder,6,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,ORL,Orlando Magic,4,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,PHI,Philadelphia 76ers,4,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,PHX,Phoenix Suns,4,246.3,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,POR,Portland Trail Blazers,4,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,SAC,Sacramento Kings,4,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,SAS,San Antonio Spurs,5,245.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,South East Melbourne Phoenix,South East Melbourne Phoenix,1,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,TOR,Toronto Raptors,6,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,UTA,Utah Jazz,4,246.3,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,WAS,Washington Wizards,3,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Regular+Season,ATL,Atlanta Hawks,39,241.3,38.5,13.1,32.5,40.3,12.3,30.6,40.2,59.2
2025-26,Regular+Season,BOS,Boston Celtics,36,240.0,31.6,10.6,28.3,37.7,10.3,27.4,37.6,55.9
2025-26,Regular+Season,BKN,Brooklyn Nets,34,240.7,33.1,11.2,32.0,34.9,10.7,30.8,34.9,51.7
2025-26,Regular+Season,CHA,Charlotte Hornets,38,242.0,34.1,11.5,29.4,39.2,11.1,28.6,38.7,58.0
2025-26,Regular+Season,CHI,Chicago Bulls,37,241.4,37.8,13.0,34.8,37.3,11.8,32.7,35.9,54.2
2025-26,Regular+Season,CLE,Cleveland Cavaliers,39,241.3,31.5,10.7,29.8,35.8,10.2,28.3,35.8,52.8
2025-26,Regular+Season,DAL,Dallas Mavericks,38,243.3,24.6,8.4,24.5,34.4,7.7,22.9,33.8,50.2
2025-26,Regular+Season,DEN,Denver Nuggets,37,242.7,32.4,11.3,27.0,41.8,9.8,24.5,40.1,60.0
2025-26,Regular+Season,DET,Detroit Pistons,37,241.4,25.2,8.6,23.9,35.9,8.1,22.8,35.5,52.8
2025-26,Regular+Season,GSW,Golden State Warriors,38,241.3,37.5,12.7,34.8,36.6,12.0,33.0,36.4,53.9
2025-26,Regular+Season,HOU,Houston Rockets,34,244.4,30.9,10.6,27.1,39.2,9.6,24.9,38.8,57.0
2025-26,Regular+Season,IND,Indiana Pacers,38,241.3,29.5,10.1,28.7,35.2,9.3,26.9,34.4,51.4
2025-26,Regular+Season,LAC,LA Clippers,36,241.4,28.2,9.6,25.5,37.6,9.0,23.8,37.8,55.3
2025-26,Regular+Season,LAL,Los Angeles Lakers,35,240.0,24.1,8.4,22.9,36.8,7.2,20.7,34.8,52.5
2025-26,Regular+Season,MEM,Memphis Grizzlies,37,241.4,33.0,11.4,31.0,36.6,10.3,28.7,35.8,53.2
2025-26,Regular+Season,MIA,Miami Heat,37,240.7,31.4,10.6,27.8,38.4,10.1,26.5,38.0,56.5
2025-26,Regular+Season,MIL,Milwaukee Bucks,37,241.4,34.7,11.8,28.6,41.4,11.1,26.8,41.2,60.7
2025-26,Regular+Season,MIN,Minnesota Timberwolves,38,242.0,28.8,9.7,25.8,37.6,9.4,25.0,37.7,55.9
2025-26,Regular+Season,NOP,New Orleans Pelicans,39,242.6,23.0,7.8,22.5,34.7,7.4,21.4,34.8,51.3
2025-26,Regular+Season,NYK,New York Knicks,37,240.0,35.6,12.0,30.7,39.1,11.6,29.5,39.4,58.1
2025-26,Regular+Season,OKC,Oklahoma City Thunder,38,243.3,32.6,11.2,30.6,36.5,10.3,28.6,35.9,53.3
2025-26,Regular+Season,ORL,Orlando Magic,38,242.0,26.5,9.1,24.3,37.4,8.3,22.6,36.9,54.6
2025-26,Regular+Season,PHI,Philadelphia 76ers,35,244.3,31.1,10.6,27.7,38.1,10.0,26.3,38.0,56.1
2025-26,Regular+Season,PHX,Phoenix Suns,37,240.7,30.7,10.5,27.0,38.8,9.7,25.4,38.3,56.8
2025-26,Regular+Season,POR,Portland Trail Blazers,38,241.3,31.6,10.6,30.1,35.3,10.4,29.6,35.1,52.5
2025-26,Regular+Season,SAC,Sacramento Kings,37,242.0,25.0,8.9,24.2,36.6,7.3,21.1,34.5,51.6
2025-26,Regular+Season,SAS,San Antonio Spurs,37,240.7,32.9,11.3,30.6,36.8,10.4,29.0,35.8,53.8
2025-26,Regular+Season,TOR,Toronto Raptors,38,241.3,32.3,11.2,30.9,36.3,9.9,28.0,35.4,52.4
2025-26,Regular+Season,UTA,Utah Jazz,37,244.1,33.3,11.4,29.9,38.0,10.6,28.3,37.4,55.7
2025-26,Regular+Season,WAS,Washington Wizards,36,241.4,27.7,9.5,25.1,37.8,8.7,23.5,37.1,55.2
2025-26,IST,ATL,Atlanta Hawks,4,15.7,33.3,11.3,32.5,34.6,10.8,30.8,35.0,51.2
2025-26,IST,BOS,Boston Celtics,4,18.3,32.8,11.3,28.8,39.1,10.3,27.0,38.0,57.0
2025-26,IST,BKN,Brooklyn Nets,4,17.2,31.0,10.5,30.3,34.7,10.0,29.8,33.6,51.2
2025-26,IST,CHA,Charlotte Hornets,4,18.3,29.5,10.0,30.5,32.8,9.5,29.3,32.5,48.4
2025-26,IST,CHI,Chicago Bulls,4,17.0,29.0,10.0,32.0,31.3,9.0,30.0,30.0,45.3
2025-26,IST,CLE,Cleveland Cavaliers,4,16.5,34.5,11.8,30.0,39.2,11.0,28.3,38.9,57.5
2025-26,IST,DAL,Dallas Mavericks,4,16.8,33.5,11.5,30.5,37.7,10.5,28.5,36.8,54.9
2025-26,IST,DEN,Denver Nuggets,4,16.3,30.0,10.5,27.8,37.8,9.0,23.8,37.9,54.1
2025-26,IST,DET,Detroit Pistons,4,15.4,18.5,6.3,24.0,26.0,6.0,23.5,25.5,38.5
2025-26,IST,GSW,Golden State Warriors,4,17.8,31.8,11.0,33.3,33.1,9.8,31.0,31.5,47.7
2025-26,IST,HOU,Houston Rockets,4,18.2,35.0,12.0,33.0,36.4,11.0,30.0,36.7,53.0
2025-26,IST,IND,Indiana Pacers,4,16.9,28.0,9.5,29.8,31.9,9.0,28.8,31.3,47.1
2025-26,IST,LAC,LA Clippers,4,18.6,18.8,6.5,22.0,29.5,5.8,20.3,28.4,42.6
2025-26,IST,LAL,Los Angeles Lakers,5,15.8,27.0,9.2,21.6,42.6,8.6,20.4,42.2,62.5
2025-26,IST,MEM,Memphis Grizzlies,4,16.3,40.0,13.8,32.0,43.0,12.5,29.3,42.7,62.5
2025-26,IST,MIA,Miami Heat,4,16.5,30.5,10.3,28.3,36.3,10.0,27.8,36.0,54.0
2025-26,IST,MIL,Milwaukee Bucks,3,17.1,45.0,15.0,30.7,48.9,15.0,30.3,49.5,73.4
2025-26,IST,MIN,Minnesota Timberwolves,4,15.9,30.8,10.3,23.8,43.2,10.3,23.8,43.2,64.7
2025-26,IST,NOP,New Orleans Pelicans,4,16.9,31.3,10.5,27.0,38.9,10.3,25.5,40.2,57.9
2025-26,IST,NYK,New York Knicks,6,18.0,34.0,11.3,27.5,41.2,11.3,26.5,42.8,61.8
2025-26,IST,OKC,Oklahoma City Thunder,6,16.7,37.0,12.8,29.3,43.8,11.3,26.3,43.0,63.1
2025-26,IST,ORL,Orlando Magic,6,16.9,30.3,10.3,26.0,39.7,9.7,24.7,39.2,58.3
2025-26,IST,PHI,Philadelphia 76ers,4,16.0,30.5,10.3,24.0,42.7,10.0,22.8,44.0,63.5
2025-26,IST,PHX,Phoenix Suns,5,15.9,31.2,10.8,29.2,37.0,9.6,27.0,35.6,53.4
2025-26,IST,POR,Portland Trail Blazers,4,15.7,23.0,7.8,27.8,27.9,7.5,27.0,27.8,41.4
2025-26,IST,SAC,Sacramento Kings,4,17.2,32.0,11.5,28.0,41.1,9.0,23.0,39.1,57.1
2025-26,IST,SAS,San Antonio Spurs,6,16.4,38.3,13.2,33.0,39.9,12.0,30.5,39.3,58.1
2025-26,IST,TOR,Toronto Raptors,5,16.9,30.0,10.4,29.6,35.1,9.2,27.0,34.1,50.7
2025-26,IST,UTA,Utah Jazz,4,15.5,30.8,10.5,31.8,33.1,9.8,29.8,32.8,48.4
2025-26,IST,WAS,Washington Wizards,4,16.2,26.0,9.0,26.0,34.6,8.0,24.3,33.0,50.0
