SEASON,SEASON_TYPE,TEAM_ABB,TEAM_ID,TEAM_NAME,PLAYER_NAME,PLAYER_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,GP,G,FREQ,D_FGM,D_FGA,D_FG_PCT,NORMAL_FG_PCT,PCT_PLUSMINUS
2024-25,Regular+Season,LAL,1610612747,Los Angeles Lakers,Armel Traore,1642422,LAL,F,8,8,100,1.5,2.9,52.2,47.2,5.0
2024-25,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Joe Ingles,204060,MIN,F-G,11,11,100,0.9,2.8,32.3,45.6,-13.4
2024-25,Regular+Season,NYK,1610612752,New York Knicks,Pacôme Dadiet,1642359,NYK,F,16,16,100,1.4,2.8,51.1,43.0,8.1
2024-25,Regular+Season,GSW,1610612744,Golden State Warriors,Jackson Rowe,1642050,GSW,F,5,5,100,1.0,2.8,35.7,45.0,-9.3
2024-25,Regular+Season,MIL,1610612749,Milwaukee Bucks,Tyler Smith,1641890,MIL,F,16,16,100,1.0,2.8,36.4,45.2,-8.8
2024-25,Regular+Season,HOU,1610612745,Houston Rockets,Jack McVeigh,1629098,HOU,G-F,8,8,100,1.3,2.8,45.5,43.3,2.1
2024-25,Regular+Season,SAS,1610612759,San Antonio Spurs,Jordan McLaughlin,1629162,SAS,G,39,39,100,1.3,2.7,48.6,43.3,5.3
2024-25,Regular+Season,DEN,1610612743,Denver Nuggets,PJ Hall,1641790,DEN,C,12,12,100,0.7,2.7,25.0,45.2,-20.2
2024-25,Regular+Season,TOR,1610612761,Toronto Raptors,D.J. Carton,1630618,TOR,G,3,3,100,1.7,2.7,62.5,44.1,18.4
2024-25,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Tristen Newton,1641803,MIN,G,3,3,100,1.0,2.7,37.5,48.9,-11.4
2024-25,Regular+Season,MIA,1610612748,Miami Heat,Josh Christopher,1630528,MIA,G,9,9,100,0.9,2.6,34.8,44.1,-9.4
2024-25,Regular+Season,DEN,1610612743,Denver Nuggets,Spencer Jones,1642461,DEN,F,13,13,100,0.8,2.5,30.3,43.8,-13.5
2024-25,Regular+Season,LAC,1610612746,Los Angeles Clippers,Trentyn Flowers,1642280,LAC,F,4,4,100,1.3,2.5,50.0,40.2,9.8
2024-25,Regular+Season,LAC,1610612746,Los Angeles Clippers,Cam Christie,1642353,LAC,G,7,7,100,0.9,2.4,35.3,48.1,-12.8
2024-25,Regular+Season,MIL,1610612749,Milwaukee Bucks,Stanley Umude,1630649,MIL,G,16,16,100,1.1,2.3,48.6,46.2,2.5
2024-25,Regular+Season,DAL,1610612742,Dallas Mavericks,Jazian Gortman,1641789,DAL,G,10,10,100,1.3,2.3,56.5,45.9,10.7
2024-25,Regular+Season,MEM,1610612763,Memphis Grizzlies,Yuki Kawamura,1642530,MEM,G,14,14,100,1.4,2.3,62.5,43.5,19.0
2024-25,Regular+Season,CHI,1610612741,Chicago Bulls,Jahmir Young,1642443,CHI,G,4,4,100,2.0,2.3,88.9,44.4,44.5
2024-25,Regular+Season,NYK,1610612752,New York Knicks,MarJon Beauchamp,1630699,NYK,F,28,28,100,0.7,2.2,32.8,43.4,-10.6
2024-25,Regular+Season,POR,1610612757,Portland Trail Blazers,Sidy Cissoko,1631321,POR,G,13,13,100,1.3,2.1,60.7,41.2,19.5
2024-25,Regular+Season,DET,1610612765,Detroit Pistons,Bobi Klintman,1641752,DET,F,5,5,100,1.2,2.0,60.0,42.1,17.9
2024-25,Regular+Season,BKN,1610612751,Brooklyn Nets,Cui Cui,1642385,BKN,F,2,2,100,1.0,2.0,50.0,43.4,6.6
2024-25,Regular+Season,SAC,1610612758,Sacramento Kings,Isaiah Crawford,1642384,SAC,F,7,7,100,0.7,2.0,35.7,47.7,-12.0
2024-25,Regular+Season,BOS,1610612738,Boston Celtics,JD Davison,1631120,BOS,G,11,11,100,0.6,2.0,31.8,46.4,-14.6
2024-25,Regular+Season,SAS,1610612759,San Antonio Spurs,Harrison Ingram,1631127,SAS,F,4,4,100,1.3,2.0,62.5,48.2,14.3
2024-25,Regular+Season,NOP,1610612740,New Orleans Pelicans,Matt Ryan,1630346,NOP,F,12,12,100,1.0,2.0,50.0,43.9,6.1
2024-25,Regular+Season,GSW,1610612744,Golden State Warriors,Yuri Collins,1641879,GSW,G,2,2,100,1.5,2.0,75.0,52.0,23.1
2024-25,Regular+Season,SAS,1610612759,San Antonio Spurs,Riley Minix,1642434,SAS,F,1,1,100,0.0,2.0,0.0,36.8,-36.8
2024-25,Regular+Season,DET,1610612765,Detroit Pistons,Ron Harper Jr.,1631199,DET,G-F,1,1,100,0.0,2.0,0.0,32.6,-32.6
2024-25,Regular+Season,BOS,1610612738,Boston Celtics,Miles Norris,1641936,BOS,F,3,3,100,0.3,2.0,16.7,42.0,-25.4
2024-25,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Jesse Edwards,1642399,MIN,C,1,1,100,2.0,2.0,100,43.0,57.0
2024-25,Regular+Season,MIL,1610612749,Milwaukee Bucks,Liam Robbins,1641857,MIL,C,10,10,100,0.9,1.9,47.4,45.0,2.4
2024-25,Regular+Season,MIN,1610612750,Minnesota Timberwolves,PJ Dozier,1628408,MIN,G-F,5,5,100,0.8,1.8,44.4,44.1,0.4
2024-25,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Malevy Leons,1642502,OKC,F,4,4,100,1.0,1.8,57.1,44.2,12.9
2024-25,Regular+Season,LAC,1610612746,Los Angeles Clippers,Patrick Baldwin Jr.,1631116,LAC,F,17,17,100,0.8,1.7,48.3,45.4,2.9
2024-25,Regular+Season,SAC,1610612758,Sacramento Kings,Mason Jones,1630222,SAC,G,7,7,100,0.9,1.7,50.0,41.7,8.3
2024-25,Regular+Season,IND,1610612754,Indiana Pacers,James Johnson,201949,IND,F,8,8,100,0.6,1.6,38.5,45.2,-6.7
2024-25,Regular+Season,DET,1610612765,Detroit Pistons,Daniss Jenkins,1642450,DET,G,5,5,100,0.8,1.6,50.0,44.8,5.2
2024-25,Regular+Season,LAL,1610612747,Los Angeles Lakers,Quincy Olivari,1642439,LAL,G,2,2,100,1.0,1.5,66.7,41.5,25.1
2024-25,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Daishen Nix,1630227,MIN,G,2,2,100,0.5,1.5,33.3,40.8,-7.5
2024-25,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Leonard Miller,1631159,MIN,F,7,7,100,0.6,1.3,44.4,43.8,0.6
2024-25,Regular+Season,POR,1610612757,Portland Trail Blazers,Bryce McGowens,1631121,POR,G,11,11,100,0.7,1.3,57.1,40.0,17.2
2024-25,Regular+Season,PHX,1610612756,Phoenix Suns,Jalen Bridges,1641779,PHX,F,4,4,100,0.3,1.3,20.0,42.7,-22.7
2024-25,Regular+Season,NYK,1610612752,New York Knicks,Anton Watson,1641817,NYK,F,6,6,100,0.7,1.2,57.1,43.3,13.8
2024-25,Regular+Season,ORL,1610612753,Orlando Magic,Mac McClung,1630644,ORL,G,2,2,100,0.5,1.0,50.0,42.5,7.5
2024-25,Regular+Season,MEM,1610612763,Memphis Grizzlies,Zyon Pullin,1642389,MEM,G,2,2,100,0.5,1.0,50.0,45.5,4.5
2024-25,Regular+Season,SAC,1610612758,Sacramento Kings,Skal Labissiere,1627746,SAC,F-C,1,1,100,1.0,1.0,100,41.5,58.5
2024-25,Regular+Season,SAC,1610612758,Sacramento Kings,Terry Taylor,1630678,SAC,F,1,1,100,0.0,1.0,0.0,35.7,-35.7
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Donovan Clingan,1642270,POR,C,37,37,100,8.7,19.0,45.9,49.7,-3.9
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,Alex Sarr,1642259,WAS,C,29,29,100,8.9,18.7,47.8,49.5,-1.7
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,Nikola Jokić,203999,DEN,C,32,32,100,9.5,18.3,51.9,48.5,3.4
2025-26,Regular+Season,HOU,1610612745,Houston Rockets,Alperen Sengun,1630578,HOU,C,29,29,100,8.8,18.3,48.1,49.1,-1.0
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,Kyshawn George,1642273,WAS,F,29,29,100,8.1,17.7,46.0,46.6,-0.6
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Evan Mobley,1630596,CLE,C,35,35,100,7.4,17.2,43.2,48.9,-5.7
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Luke Kornet,1628436,SAS,C-F,32,32,100,7.7,17.1,44.9,49.8,-4.9
2025-26,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Rudy Gobert,203497,MIN,C,40,40,100,7.4,17.1,43.3,49.4,-6.1
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Nikola Vučević,202696,CHI,C,38,38,100,8.3,16.9,49.4,49.3,0.1
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Luka Dončić,1629029,LAL,F-G,31,31,100,8.3,16.7,49.9,46.9,3.0
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Domantas Sabonis,1627734,SAC,F-C,11,11,100,9.6,16.1,59.3,53.6,5.7
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Derik Queen,1642852,NOP,C,41,41,100,7.7,15.9,48.0,49.6,-1.6
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Joel Embiid,203954,PHI,C-F,20,20,100,7.2,15.8,45.3,47.8,-2.6
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Anthony Davis,203076,DAL,F-C,20,20,100,7.2,15.7,46.0,50.0,-4.0
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,Ivica Zubac,1627826,LAC,C,34,34,100,7.3,15.5,47.2,49.8,-2.6
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Cooper Flagg,1642843,DAL,F,39,39,100,7.2,15.5,46.6,46.8,-0.2
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Victor Wembanyama,1641705,SAS,F-C,26,26,100,6.1,15.4,39.4,49.4,-9.9
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Walker Kessler,1631117,UTA,C,5,5,100,7.0,15.4,45.5,50.4,-4.9
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,Onyeka Okongwu,1630168,ATL,F-C,40,40,100,7.7,15.3,50.3,49.2,1.1
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,P.J. Washington,1629023,DAL,F,30,30,100,6.8,15.2,44.5,48.1,-3.6
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Jaren Jackson Jr.,1628991,MEM,F-C,37,37,100,6.3,15.2,41.8,48.0,-6.2
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,Ryan Kalkbrenner,1641750,CHA,C,28,28,100,7.2,15.1,47.4,49.8,-2.4
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Kevin Porter Jr.,1629645,MIL,G-F,21,21,100,6.6,15.1,43.7,46.2,-2.5
2025-26,Regular+Season,PHX,1610612756,Phoenix Suns,Mark Williams,1631109,PHX,C,35,35,100,7.6,14.9,51.0,49.5,1.5
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Toumani Camara,1641739,POR,F,41,41,100,7.6,14.8,51.6,47.5,4.0
2025-26,Regular+Season,BOS,1610612738,Boston Celtics,Derrick White,1628401,BOS,G,38,38,100,6.5,14.7,44.1,46.3,-2.2
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Myles Turner,1626167,MIL,C-F,39,39,100,7.0,14.7,48.1,49.2,-1.1
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,Dyson Daniels,1630700,ATL,G,41,41,100,6.9,14.5,47.3,47.4,0.0
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Deandre Ayton,1629028,LAL,C,34,34,100,6.8,14.5,47.3,48.5,-1.3
2025-26,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Jaden McDaniels,1630183,MIN,F,39,39,100,6.4,14.5,44.4,47.3,-2.9
2025-26,Regular+Season,MIA,1610612748,Miami Heat,Andrew Wiggins,203952,MIA,F,36,36,100,6.6,14.4,45.5,47.4,-1.9
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,Scottie Barnes,1630567,TOR,F-G,40,40,100,6.8,14.3,47.2,47.2,0.0
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Keegan Murray,1631099,SAC,F,19,19,100,7.5,14.3,52.4,49.0,3.4
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Matas Buzelis,1641824,CHI,F,39,39,100,6.8,14.2,48.2,47.5,0.7
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Cade Cunningham,1630595,DET,G,33,33,100,6.0,14.2,42.4,46.8,-4.4
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Noah Clowney,1641730,BKN,F-C,37,37,100,7.4,14.1,52.9,47.9,5.0
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Pascal Siakam,1627783,IND,F,39,39,100,7.0,14.0,49.6,48.0,1.7
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Austin Reaves,1630559,LAL,G,23,23,100,6.9,13.9,49.4,47.1,2.3
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Josh Giddey,1630581,CHI,G,30,30,100,6.3,13.9,45.2,46.0,-0.8
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Chet Holmgren,1631096,OKC,C-F,35,35,100,5.6,13.8,40.8,47.6,-6.9
2025-26,Regular+Season,NYK,1610612752,New York Knicks,Josh Hart,1628404,NYK,G,29,29,100,6.6,13.8,47.8,47.5,0.3
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Nic Claxton,1629651,BKN,C,35,35,100,6.2,13.8,44.8,48.9,-4.0
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Santi Aldama,1630583,MEM,F-C,39,39,100,6.6,13.7,48.2,47.7,0.6
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Trey Murphy III,1630530,NOP,F,38,38,100,6.9,13.7,50.4,47.5,2.9
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,Kristaps Porziņģis,204001,ATL,F-C,17,17,100,5.7,13.7,41.4,49.7,-8.3
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Keyonte George,1641718,UTA,G,38,38,100,7.1,13.6,52.3,46.9,5.5
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,Jamal Murray,1627750,DEN,G,36,36,100,6.4,13.6,47.2,45.8,1.5
2025-26,Regular+Season,ORL,1610612753,Orlando Magic,Franz Wagner,1630532,ORL,F,24,24,100,6.5,13.5,47.7,47.7,0.0
2025-26,Regular+Season,MIA,1610612748,Miami Heat,Jaime Jaquez Jr.,1631170,MIA,G,37,37,100,6.0,13.5,45.0,46.4,-1.4
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,Jakob Poeltl,1627751,TOR,C,21,21,100,6.5,13.4,48.2,48.0,0.2
2025-26,Regular+Season,ORL,1610612753,Orlando Magic,Anthony Black,1641710,ORL,G,40,40,100,6.5,13.4,48.9,46.3,2.6
2025-26,Regular+Season,NYK,1610612752,New York Knicks,Karl-Anthony Towns,1626157,NYK,C-F,36,36,100,6.3,13.4,46.9,48.3,-1.4
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Deni Avdija,1630166,POR,F,40,40,100,6.5,13.3,49.1,47.5,1.6
2025-26,Regular+Season,ORL,1610612753,Orlando Magic,Paolo Banchero,1631094,ORL,F,30,30,100,6.3,13.3,47.1,47.2,0.0
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Jusuf Nurkić,203994,UTA,C,32,32,100,6.6,13.3,49.6,50.4,-0.8
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,Nickeil Alexander-Walker,1629638,ATL,G,40,40,100,7.0,13.3,53.0,46.4,6.6
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,Kon Knueppel,1642851,CHA,G-F,39,39,100,5.8,13.2,44.0,47.2,-3.3
2025-26,Regular+Season,MIA,1610612748,Miami Heat,Tyler Herro,1629639,MIA,G,10,10,100,5.9,13.2,44.7,45.7,-1.0
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,VJ Edgecombe,1642845,PHI,G,34,34,100,5.9,13.2,45.0,46.4,-1.5
2025-26,Regular+Season,MIA,1610612748,Miami Heat,Kel'el Ware,1642276,MIA,C,40,40,100,6.5,13.2,49.0,50.6,-1.5
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,Peyton Watson,1631212,DEN,G,38,38,100,6.3,13.1,47.7,46.8,0.9
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Maxime Raynaud,1642875,SAC,C,32,32,100,6.7,13.1,51.3,49.6,1.8
2025-26,Regular+Season,ORL,1610612753,Orlando Magic,Wendell Carter Jr.,1628976,ORL,C-F,38,38,100,6.0,13.0,45.9,49.1,-3.2
2025-26,Regular+Season,NYK,1610612752,New York Knicks,OG Anunoby,1628384,NYK,F-G,29,29,100,5.9,13.0,45.5,47.5,-2.1
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,Jalen Johnson,1630552,ATL,F,38,38,100,6.3,12.9,48.4,47.8,0.6
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,Moussa Diabaté,1631217,CHA,F,37,37,100,6.3,12.9,49.0,48.7,0.3
2025-26,Regular+Season,MIA,1610612748,Miami Heat,Bam Adebayo,1628389,MIA,C-F,32,32,100,5.6,12.9,43.2,48.9,-5.6
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Jalen Duren,1631105,DET,C,31,31,100,6.0,12.8,47.0,48.9,-2.0
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,Brandon Miller,1641706,CHA,F,23,23,100,5.6,12.8,43.7,47.1,-3.4
2025-26,Regular+Season,NYK,1610612752,New York Knicks,Mikal Bridges,1628969,NYK,G-F,39,39,100,5.9,12.8,46.2,46.9,-0.7
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Tyrese Maxey,1630178,PHI,G,36,36,100,5.8,12.8,45.3,45.5,-0.1
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,RJ Barrett,1629628,TOR,F-G,23,23,100,6.0,12.8,46.6,46.9,-0.3
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,Draymond Green,203110,GSW,F,34,34,100,5.6,12.8,43.8,48.5,-4.8
2025-26,Regular+Season,NYK,1610612752,New York Knicks,Jalen Brunson,1628973,NYK,G,36,36,100,6.6,12.8,51.4,46.4,5.0
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Lauri Markkanen,1628374,UTA,F-C,33,33,100,5.9,12.7,46.8,47.9,-1.1
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Ryan Rollins,1631157,MIL,G,40,40,100,5.7,12.5,45.7,46.0,-0.3
2025-26,Regular+Season,HOU,1610612745,Houston Rockets,Jabari Smith Jr.,1631095,HOU,F,36,36,100,5.9,12.4,47.7,46.9,0.8
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,CJ McCollum,203468,ATL,G,37,37,100,5.8,12.3,46.6,45.7,0.9
2025-26,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Julius Randle,203944,MIN,F-C,41,41,100,5.9,12.3,47.9,48.5,-0.5
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Dominick Barlow,1631230,PHI,F,28,28,100,5.6,12.3,45.6,47.1,-1.5
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Jarrett Allen,1628386,CLE,C,29,29,100,5.7,12.2,46.3,50.7,-4.4
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,AJ Green,1631260,MIL,G,37,37,100,5.7,12.2,46.8,46.4,0.4
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,James Harden,201935,LAC,G,36,36,100,5.9,12.2,48.7,47.0,1.8
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Andrew Nembhard,1629614,IND,G-F,31,31,100,6.3,12.2,52.3,46.6,5.6
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Isaiah Stewart,1630191,DET,F-C,34,34,100,5.1,12.2,41.6,47.4,-5.8
2025-26,Regular+Season,BOS,1610612738,Boston Celtics,Neemias Queta,1629674,BOS,C,36,36,100,5.7,12.1,46.9,49.6,-2.7
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Zach Edey,1641744,MEM,C,11,11,100,5.2,12.1,42.9,49.2,-6.3
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Jake LaRavia,1631222,LAL,F,38,38,100,6.0,12.1,49.9,46.9,3.0
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Jrue Holiday,201950,POR,G,14,14,100,5.6,12.1,46.2,47.5,-1.3
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Isaiah Hartenstein,1628392,OKC,C-F,24,24,100,5.0,12.0,41.7,48.5,-6.8
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,Miles Bridges,1628970,CHA,F,39,39,100,5.6,12.0,46.5,48.2,-1.7
2025-26,Regular+Season,BOS,1610612738,Boston Celtics,Jaylen Brown,1627759,BOS,G-F,36,36,100,5.1,11.9,42.8,46.9,-4.1
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,De'Aaron Fox,1628368,SAS,G,31,31,100,5.5,11.9,45.9,46.2,-0.3
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Cason Wallace,1641717,OKC,G,39,39,100,5.2,11.9,43.2,46.5,-3.3
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Zach LaVine,203897,SAC,G,28,28,100,6.0,11.9,50.8,48.0,2.8
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Darius Garland,1629636,CLE,G,25,25,100,6.1,11.9,51.2,46.2,5.0
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Jaylon Tyson,1642281,CLE,G-F,36,36,100,5.3,11.8,44.6,46.4,-1.8
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,Christian Braun,1631128,DEN,G,14,14,100,5.0,11.8,42.4,46.6,-4.1
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Cedric Coward,1642907,MEM,G,36,36,100,5.1,11.8,43.6,46.5,-2.9
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Jeremiah Fears,1642847,NOP,G,42,42,100,6.3,11.7,53.8,46.9,6.9
2025-26,Regular+Season,HOU,1610612745,Houston Rockets,Steven Adams,203500,HOU,C,30,30,100,5.0,11.7,43.0,49.6,-6.6
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Kelly Oubre Jr.,1626162,PHI,F-G,16,16,100,5.1,11.7,43.3,46.8,-3.5
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,Kawhi Leonard,202695,LAC,F,29,29,100,6.0,11.7,51.0,46.9,4.1
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Shai Gilgeous-Alexander,1628983,OKC,G,39,39,100,4.9,11.7,42.1,45.8,-3.7
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,Aaron Gordon,203932,DEN,F,18,18,100,5.2,11.7,44.3,48.4,-4.1
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,John Collins,1628381,LAC,F-C,38,38,100,4.9,11.7,42.0,46.5,-4.5
2025-26,Regular+Season,HOU,1610612745,Houston Rockets,Kevin Durant,201142,HOU,F,35,35,100,4.8,11.7,40.9,46.5,-5.6
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Aaron Nesmith,1630174,IND,G-F,20,20,100,4.7,11.7,39.9,46.9,-6.9
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Stephon Castle,1642264,SAS,G,31,31,100,5.3,11.6,46.0,47.1,-1.2
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Max Christie,1631108,DAL,G,38,38,100,5.3,11.5,46.3,46.7,-0.3
2025-26,Regular+Season,ORL,1610612753,Orlando Magic,Desmond Bane,1630217,ORL,G,40,40,100,4.9,11.4,43.1,46.3,-3.2
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Kyle Filipowski,1642271,UTA,C,38,38,100,5.3,11.4,46.4,47.6,-1.2
2025-26,Regular+Season,MIA,1610612748,Miami Heat,Davion Mitchell,1630558,MIA,G,38,38,100,5.3,11.4,46.4,46.2,0.2
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Daniel Gafford,1629655,DAL,F-C,28,28,100,5.5,11.4,48.4,49.5,-1.1
2025-26,Regular+Season,HOU,1610612745,Houston Rockets,Reed Sheppard,1642263,HOU,G,37,37,100,5.3,11.3,47.1,45.8,1.3
2025-26,Regular+Season,MIA,1610612748,Miami Heat,Nikola Jović,1631107,MIA,F,27,27,100,4.9,11.3,43.6,46.6,-3.0
2025-26,Regular+Season,ORL,1610612753,Orlando Magic,Jalen Suggs,1630591,ORL,G,23,23,100,5.6,11.3,49.4,46.5,2.9
2025-26,Regular+Season,PHX,1610612756,Phoenix Suns,Dillon Brooks,1628415,PHX,G-F,34,34,100,5.2,11.3,46.2,47.5,-1.3
2025-26,Regular+Season,PHX,1610612756,Phoenix Suns,Collin Gillespie,1631221,PHX,G,40,40,100,5.5,11.2,49.1,46.4,2.7
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Duncan Robinson,1629130,DET,F,36,36,100,5.2,11.1,47.1,46.0,1.1
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,Immanuel Quickley,1630193,TOR,G,40,40,100,4.8,11.0,43.6,45.8,-2.2
2025-26,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Donte DiVincenzo,1628978,MIN,G,41,41,100,5.1,11.0,46.7,46.3,0.4
2025-26,Regular+Season,PHX,1610612756,Phoenix Suns,Devin Booker,1626164,PHX,G,37,37,100,4.8,10.9,44.0,46.3,-2.3
2025-26,Regular+Season,NYK,1610612752,New York Knicks,Miles McBride,1630540,NYK,G,28,28,100,5.0,10.9,45.9,45.8,0.1
2025-26,Regular+Season,PHX,1610612756,Phoenix Suns,Royce O'Neale,1626220,PHX,F,40,40,100,4.9,10.9,45.3,47.8,-2.5
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Rui Hachimura,1629060,LAL,F,28,28,100,5.7,10.8,53.0,46.8,6.2
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Naji Marshall,1630230,DAL,F,40,40,100,5.0,10.8,46.2,47.7,-1.6
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Paul George,202331,PHI,F,21,21,100,5.1,10.8,47.3,46.9,0.4
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Michael Porter Jr.,1629008,BKN,F,30,30,100,5.2,10.7,48.4,47.6,0.8
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Ja Morant,1629630,MEM,G,18,18,100,5.4,10.7,50.3,46.2,4.1
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,Cameron Johnson,1629661,DEN,F,28,28,100,4.9,10.7,45.7,46.1,-0.4
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Jay Huff,1630643,IND,C,40,40,100,4.7,10.7,43.9,48.8,-4.9
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,Sandro Mamukelashvili,1630572,TOR,F-C,40,40,100,5.0,10.7,47.2,47.3,-0.1
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,Sion James,1642883,CHA,G,40,40,100,4.9,10.7,45.9,47.4,-1.5
