SEASON,SEASON_TYPE,TEAM_ABB,TEAM_ID,TEAM_NAME,PLAYER_NAME,PLAYER_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,GP,G,FREQ,D_FGM,D_FGA,D_FG_PCT,NORMAL_FG_PCT,PCT_PLUSMINUS
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,Brandon Ingram,1627742,TOR,F,39,39,100,4.7,10.7,43.8,46.1,-2.4
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Andre Drummond,203083,PHI,C,33,33,100,5.4,10.7,50.9,50.2,0.6
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Jaylen Wells,1642377,MEM,F,39,39,100,5.0,10.6,47.3,46.8,0.6
2025-26,Regular+Season,PHX,1610612756,Phoenix Suns,Grayson Allen,1628960,PHX,G,23,23,100,4.9,10.6,46.1,46.4,-0.4
2025-26,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Anthony Edwards,1630162,MIN,G,33,33,100,4.8,10.6,45.4,47.1,-1.7
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,Vít Krejčí,1630249,ATL,G,38,38,100,5.2,10.6,49.6,45.6,4.0
2025-26,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Naz Reid,1629675,MIN,C-F,41,41,100,4.7,10.5,44.9,47.0,-2.1
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Jordan Poole,1629673,NOP,G,23,23,100,4.8,10.5,45.5,45.6,-0.1
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,LeBron James,2544,LAL,F,21,21,100,4.8,10.5,45.9,46.6,-0.7
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Luguentz Dort,1629652,OKC,G,31,31,100,4.8,10.5,45.5,46.2,-0.7
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Julian Champagnie,1630577,SAS,F,40,40,100,4.9,10.5,46.5,46.7,-0.2
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Zion Williamson,1629627,NOP,F,26,26,100,4.9,10.4,46.9,47.5,-0.7
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,DeMar DeRozan,201942,SAC,G-F,40,40,100,5.4,10.4,51.9,48.4,3.5
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,Zaccharie Risacher,1642258,ATL,F,36,36,100,5.1,10.4,49.5,46.4,3.1
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Coby White,1629632,CHI,G,18,18,100,4.9,10.4,47.6,45.8,1.8
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Dean Wade,1629731,CLE,F-C,33,33,100,4.3,10.3,41.3,46.8,-5.4
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Obi Toppin,1630167,IND,F,3,3,100,4.7,10.3,45.2,48.1,-3.0
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,Al Horford,201143,GSW,C-F,22,22,100,5.0,10.3,48.5,48.8,-0.3
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Marcus Smart,203935,LAL,G,29,29,100,4.6,10.3,44.5,46.2,-1.7
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Micah Potter,1630695,IND,C,10,10,100,5.8,10.3,56.3,47.8,8.5
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Shaedon Sharpe,1631101,POR,G,37,37,100,5.3,10.3,52.0,46.4,5.6
2025-26,Regular+Season,NYK,1610612752,New York Knicks,Mitchell Robinson,1629011,NYK,C-F,27,27,100,4.5,10.3,43.9,48.4,-4.5
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,Quinten Post,1642366,GSW,C,41,41,100,4.4,10.3,42.4,48.1,-5.7
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Bennedict Mathurin,1631097,IND,G-F,24,24,100,5.1,10.3,49.8,47.2,2.6
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,Stephen Curry,201939,GSW,G,31,31,100,5.3,10.3,51.3,46.0,5.3
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Bobby Portis,1626171,MIL,F,40,40,100,5.3,10.3,51.7,48.1,3.6
2025-26,Regular+Season,BOS,1610612738,Boston Celtics,Payton Pritchard,1630202,BOS,G,39,39,100,4.7,10.2,45.6,46.0,-0.4
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Kevin Huerter,1628989,CHI,G-F,34,34,100,4.7,10.2,45.8,46.1,-0.3
2025-26,Regular+Season,HOU,1610612745,Houston Rockets,Amen Thompson,1641708,HOU,G-F,37,37,100,4.3,10.1,42.6,46.7,-4.1
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,Jimmy Butler III,202710,GSW,F,36,36,100,5.1,10.1,50.3,46.8,3.5
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Precious Achiuwa,1630173,SAC,F,32,32,100,4.4,10.1,43.8,49.8,-6.0
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Ausar Thompson,1641709,DET,G-F,34,34,100,4.4,10.0,44.3,47.0,-2.7
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Dennis Schröder,203471,SAC,G,31,31,100,5.0,10.0,50.2,46.8,3.3
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Quentin Grimes,1629656,PHI,G,36,36,100,4.5,10.0,44.7,46.0,-1.2
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Isaac Okoro,1630171,CHI,F-G,31,31,100,4.7,10.0,47.4,47.9,-0.5
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,Trae Young,1629027,WAS,G,10,10,100,5.4,10.0,54.0,45.7,8.3
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Tre Jones,1630200,CHI,G,33,33,100,5.0,10.0,50.3,46.1,4.3
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Giannis Antetokounmpo,203507,MIL,F,26,26,100,4.5,10.0,45.2,47.9,-2.7
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Sam Merrill,1630241,CLE,G,23,23,100,4.6,9.9,46.7,47.0,-0.3
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Harrison Barnes,203084,SAS,F,40,40,100,4.8,9.8,48.6,48.0,0.6
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,De'Andre Hunter,1629631,CLE,F-G,36,36,100,5.0,9.8,50.7,47.7,3.0
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,Kris Dunn,1627739,LAC,G,39,39,100,4.4,9.8,45.0,46.6,-1.6
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Ziaire Williams,1630533,BKN,F,29,29,100,4.7,9.7,48.2,46.1,2.1
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Dereck Lively II,1641726,DAL,C,7,7,100,5.1,9.7,52.9,49.1,3.8
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,Bruce Brown,1628971,DEN,G-F,40,40,100,4.5,9.7,47.0,46.3,0.8
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,Bogdan Bogdanović,203992,LAC,G,15,15,100,4.9,9.7,50.3,46.7,3.6
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Jerami Grant,203924,POR,F,26,26,100,4.5,9.7,47.0,47.4,-0.4
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,Tim Hardaway Jr.,203501,DEN,G-F,39,39,100,5.0,9.6,52.3,46.2,6.1
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Terance Mann,1629611,BKN,G-F,33,33,100,4.4,9.6,45.7,46.5,-0.8
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Russell Westbrook,201566,SAC,G,40,40,100,5.0,9.6,51.8,48.0,3.8
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Aaron Wiggins,1630598,OKC,G,28,28,100,4.4,9.6,45.9,46.1,-0.2
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Tobias Harris,202699,DET,F,23,23,100,4.3,9.6,45.5,47.6,-2.2
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Vince Williams Jr.,1631246,MEM,G,25,25,100,4.0,9.6,41.8,46.8,-4.9
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,Moses Moody,1630541,GSW,G,39,39,100,4.2,9.5,44.4,46.1,-1.7
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,Marvin Bagley III,1628963,WAS,F,32,32,100,4.1,9.5,43.4,48.7,-5.2
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,Collin Murray-Boyles,1642867,TOR,F,34,34,100,4.7,9.5,49.1,48.3,0.7
2025-26,Regular+Season,NYK,1610612752,New York Knicks,Landry Shamet,1629013,NYK,G,14,14,100,4.6,9.4,48.5,45.3,3.1
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Svi Mykhailiuk,1629004,UTA,G-F,35,35,100,4.5,9.4,47.9,47.3,0.6
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Kyle Kuzma,1628398,MIL,F,38,38,100,4.1,9.4,43.9,47.2,-3.3
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Devin Vassell,1630170,SAS,G-F,32,32,100,4.7,9.4,50.2,47.3,2.9
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Isaiah Jackson,1630543,IND,F,29,29,100,4.9,9.4,52.6,49.6,3.0
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,Bub Carrington,1642267,WAS,G,38,38,100,4.6,9.3,49.3,46.5,2.8
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,Khris Middleton,203114,WAS,F,26,26,100,4.2,9.3,45.2,47.5,-2.3
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Egor Dëmin,1642856,BKN,G,33,33,100,4.6,9.2,50.0,46.1,3.9
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Yves Missi,1642274,NOP,C,34,34,100,4.0,9.2,43.6,48.1,-4.5
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,Brandin Podziemski,1641764,GSW,G,41,41,100,4.5,9.2,48.7,47.0,1.6
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Jock Landale,1629111,MEM,C,37,37,100,4.6,9.1,50.4,49.3,1.2
2025-26,Regular+Season,PHX,1610612756,Phoenix Suns,Oso Ighodaro,1642345,PHX,F,40,40,100,4.0,9.0,44.0,47.9,-3.9
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Dylan Cardwell,1642928,SAC,C,13,13,100,4.5,9.0,50.4,50.3,0.2
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,Brook Lopez,201572,LAC,C,32,32,100,3.9,9.0,43.4,49.0,-5.6
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,Derrick Jones Jr.,1627884,LAC,F,17,17,100,3.3,9.0,36.6,47.8,-11.2
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Lonzo Ball,1628366,CLE,G,27,27,100,3.7,9.0,41.7,46.2,-4.4
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Jaylin Williams,1631119,OKC,F,27,27,100,3.8,9.0,42.1,47.1,-5.0
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Danny Wolf,1642874,BKN,F,22,22,100,3.7,8.9,41.1,47.0,-5.9
2025-26,Regular+Season,MIA,1610612748,Miami Heat,Pelle Larsson,1641796,MIA,G,31,31,100,3.8,8.9,43.0,45.7,-2.7
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Herbert Jones,1630529,NOP,F,23,23,100,4.6,8.9,51.7,47.4,4.3
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Adem Bona,1641737,PHI,F,29,29,100,3.9,8.9,43.6,48.0,-4.5
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Donovan Mitchell,1628378,CLE,G,37,37,100,4.7,8.9,52.4,46.8,5.7
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,Jonathan Kuminga,1630228,GSW,F,18,18,100,4.3,8.8,49.1,46.8,2.3
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,De'Anthony Melton,1629001,GSW,G,16,16,100,4.8,8.8,53.9,46.4,7.5
2025-26,Regular+Season,BOS,1610612738,Boston Celtics,Luka Garza,1630568,BOS,C,30,30,100,4.4,8.8,49.6,48.3,1.3
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Jalen Williams,1631114,OKC,G-F,22,22,100,4.0,8.8,45.1,46.3,-1.2
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Ace Bailey,1642846,UTA,F,32,32,100,4.1,8.8,47.1,47.0,0.2
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,D'Angelo Russell,1626156,DAL,G,26,26,100,4.0,8.7,45.8,45.8,0.0
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,Bilal Coulibaly,1641731,WAS,G,24,24,100,4.1,8.7,46.9,48.7,-1.8
2025-26,Regular+Season,ORL,1610612753,Orlando Magic,Tristan da Silva,1641783,ORL,F,35,35,100,4.1,8.6,47.7,45.8,1.8
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Saddiq Bey,1630180,NOP,G-F,35,35,100,4.1,8.5,48.2,47.7,0.5
2025-26,Regular+Season,MIA,1610612748,Miami Heat,Norman Powell,1626181,MIA,G,34,34,100,4.5,8.5,52.4,47.0,5.4
2025-26,Regular+Season,BOS,1610612738,Boston Celtics,Jordan Walsh,1641775,BOS,G,32,32,100,3.8,8.5,45.1,47.0,-2.0
2025-26,Regular+Season,HOU,1610612745,Houston Rockets,Tari Eason,1631106,HOU,F,21,21,100,4.0,8.5,47.5,46.8,0.7
2025-26,Regular+Season,BOS,1610612738,Boston Celtics,Josh Minott,1631169,BOS,F,28,28,100,3.8,8.5,44.1,47.3,-3.1
2025-26,Regular+Season,BOS,1610612738,Boston Celtics,Sam Hauser,1630573,BOS,F,38,38,100,4.0,8.5,46.7,46.1,0.6
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,LaMelo Ball,1630163,CHA,G,30,30,100,4.4,8.5,51.4,46.0,5.4
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,Spencer Jones,1642461,DEN,F,33,33,100,3.7,8.5,43.9,46.8,-2.8
2025-26,Regular+Season,ORL,1610612753,Orlando Magic,Goga Bitadze,1629048,ORL,C-F,36,36,100,3.9,8.5,46.2,48.5,-2.3
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Christian Koloko,1631132,MEM,C,13,13,100,4.2,8.5,50.0,48.8,1.2
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Ayo Dosunmu,1630245,CHI,G,33,33,100,3.5,8.4,40.9,45.8,-5.0
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,Tre Johnson,1642848,WAS,G,31,31,100,4.1,8.4,48.9,45.5,3.4
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Isaiah Collier,1642268,UTA,G,31,31,100,4.7,8.4,55.6,46.8,8.7
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Brandon Williams,1630314,DAL,G,34,34,100,4.0,8.4,47.9,45.2,2.7
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Zach Collins,1628380,CHI,F-C,10,10,100,3.7,8.4,44.0,48.3,-4.2
2025-26,Regular+Season,PHX,1610612756,Phoenix Suns,Ryan Dunn,1642346,PHX,F,33,33,100,3.6,8.4,43.0,46.9,-3.9
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Ben Sheppard,1641767,IND,G,29,29,100,3.7,8.3,44.2,45.7,-1.5
2025-26,Regular+Season,BOS,1610612738,Boston Celtics,Anfernee Simons,1629014,BOS,G,39,39,100,3.6,8.3,43.5,45.6,-2.1
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Craig Porter Jr.,1641854,CLE,G,35,35,100,3.8,8.3,45.7,45.6,0.1
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Jalen Smith,1630188,CHI,F-C,31,31,100,3.9,8.3,47.5,48.5,-1.0
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Nique Clifford,1642363,SAC,G,36,36,100,3.7,8.3,45.0,46.8,-1.8
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Jaxson Hayes,1629637,LAL,C-F,32,32,100,3.8,8.3,46.4,48.7,-2.3
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,Justin Champagnie,1630551,WAS,G-F,34,34,100,4.2,8.2,50.5,47.2,3.3
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Kevin Love,201567,UTA,F-C,22,22,100,4.8,8.2,58.3,49.2,9.2
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Keon Ellis,1631165,SAC,G,38,38,100,3.8,8.2,47.1,46.8,0.3
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Robert Williams III,1629057,POR,C-F,28,28,100,3.6,8.1,44.5,47.3,-2.8
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,KJ Simpson,1642354,CHA,G,12,12,100,3.7,8.1,45.4,46.1,-0.8
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Caris LeVert,1627747,DET,G,28,28,100,3.7,8.1,46.0,45.8,0.2
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Kevon Looney,1626172,NOP,F,16,16,100,4.0,8.1,49.6,49.2,0.4
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Bryce McGowens,1631121,NOP,G,24,24,100,4.0,8.0,49.7,46.6,3.1
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Quenton Jackson,1631245,IND,G,15,15,100,3.1,8.0,38.3,46.0,-7.7
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,Will Richard,1642954,GSW,G,34,34,100,3.8,8.0,47.1,46.2,0.9
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Hunter Dickinson,1630621,NOP,C,1,1,100,4.0,8.0,50.0,46.0,4.0
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Oscar Tshiebwe,1631131,UTA,F-C,1,1,100,4.0,8.0,50.0,49.2,0.8
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Ajay Mitchell,1642349,OKC,G,39,39,100,3.1,8.0,38.6,45.2,-6.6
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Jose Alvarado,1630631,NOP,G,35,35,100,4.0,8.0,50.5,45.9,4.6
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Taylor Hendricks,1641707,UTA,F,25,25,100,3.8,8.0,47.7,47.3,0.4
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Jeremiah Robinson-Earl,1630526,IND,F,16,16,100,4.6,7.9,58.3,45.5,12.8
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Ryan Nembhard,1642948,DAL,G,27,27,100,3.4,7.9,43.5,46.3,-2.8
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,DaRon Holmes II,1641747,DEN,F,9,9,100,3.3,7.9,42.3,47.5,-5.2
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Trendon Watford,1630570,PHI,G-F,17,17,100,3.7,7.9,47.0,46.3,0.7
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,PJ Hall,1641790,CHA,C,12,12,100,3.1,7.8,39.4,48.0,-8.6
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Keldon Johnson,1629640,SAS,F-G,40,40,100,3.5,7.8,44.9,47.2,-2.4
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Cam Spencer,1642285,MEM,G,38,38,100,4.0,7.8,51.9,46.2,5.7
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Walter Clayton Jr.,1642383,UTA,G,34,34,100,3.2,7.7,41.8,45.4,-3.7
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Cam Thomas,1630560,BKN,G,15,15,100,4.3,7.7,56.5,47.6,8.9
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,Buddy Hield,1627741,GSW,G,35,35,100,3.7,7.7,48.5,46.1,2.4
2025-26,Regular+Season,MIA,1610612748,Miami Heat,Dru Smith,1630696,MIA,G,40,40,100,3.3,7.6,43.8,45.8,-2.1
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,Ja'Kobe Walter,1642266,TOR,G,37,37,100,3.6,7.6,47.7,47.2,0.5
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Johnny Furphy,1642277,IND,G,21,21,100,3.9,7.6,51.6,45.6,6.0
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Ronald Holland II,1641842,DET,F,36,36,100,3.2,7.5,42.8,46.3,-3.5
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,Tidjane Salaün,1642275,CHA,F,25,25,100,3.8,7.5,51.1,46.1,5.0
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Kris Murray,1631200,POR,F,34,34,100,3.2,7.5,43.1,46.6,-3.5
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,Grant Williams,1629684,CHA,F,2,2,100,2.0,7.5,26.7,45.6,-18.9
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Isaiah Joe,1630198,OKC,G,32,32,100,3.5,7.5,47.3,45.5,1.8
2025-26,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Mike Conley,201144,MIN,G,35,35,100,3.5,7.4,47.3,46.3,1.0
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Drew Eubanks,1629234,SAC,F-C,30,30,100,3.9,7.4,52.0,50.4,1.6
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,Trayce Jackson-Davis,1631218,GSW,F,28,28,100,3.3,7.4,43.8,47.1,-3.3
2025-26,Regular+Season,PHX,1610612756,Phoenix Suns,Jordan Goodwin,1630692,PHX,G,37,37,100,3.7,7.4,50.2,46.5,3.7
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Javonte Green,1629750,DET,G,37,37,100,3.4,7.4,46.2,48.0,-1.8
2025-26,Regular+Season,MIA,1610612748,Miami Heat,Kasparas Jakučionis,1642857,MIA,G,11,11,100,3.9,7.4,53.1,46.8,6.2
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Day'Ron Sharpe,1630549,BKN,C,36,36,100,3.7,7.3,50.8,47.9,2.9
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,Jonas Valančiūnas,202685,DEN,C,33,33,100,3.6,7.3,49.6,48.9,0.6
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,Collin Sexton,1629012,CHA,G,31,31,100,3.2,7.3,44.1,46.2,-2.1
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Brice Sensabaugh,1641729,UTA,F,37,37,100,3.5,7.3,48.5,46.8,1.7
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Jarace Walker,1641716,IND,F,40,40,100,3.5,7.3,47.4,46.5,0.9
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Taurean Prince,1627752,MIL,F,8,8,100,3.9,7.3,53.4,45.4,8.0
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Jared McCain,1642272,PHI,G,29,29,100,3.5,7.2,48.3,45.4,3.0
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,Alijah Martin,1642918,TOR,G,5,5,100,3.0,7.2,41.7,45.9,-4.3
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,Nicolas Batum,201587,LAC,G-F,37,37,100,3.7,7.2,51.5,46.7,4.8
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,Jamal Shead,1642347,TOR,G,41,41,100,3.3,7.1,45.9,46.1,-0.3
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,Jordan Miller,1641757,LAC,G,17,17,100,2.9,7.1,41.3,44.7,-3.4
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Gary Trent Jr.,1629018,MIL,G,37,37,100,3.5,7.1,49.0,45.5,3.5
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Alex Caruso,1627936,OKC,G,29,29,100,3.2,7.1,44.7,47.0,-2.3
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Tyrese Martin,1631213,BKN,F,31,31,100,3.2,7.1,44.5,45.4,-0.9
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Sidy Cissoko,1631321,POR,G,34,34,100,3.5,7.1,49.4,46.4,3.0
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,Luke Kennard,1628379,ATL,G,36,36,100,3.5,7.1,49.8,45.0,4.8
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Kyle Anderson,203937,UTA,F-G,12,12,100,4.3,7.1,60.0,45.7,14.3
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,Tristan Vukcevic,1641774,WAS,F,28,28,100,3.5,7.1,50.0,49.1,1.0
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Dwight Powell,203939,DAL,F-C,24,24,100,3.7,7.0,52.7,49.1,3.6
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,Kobe Sanders,1642920,LAC,G,31,31,100,3.5,7.0,49.1,45.6,3.5
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Patrick Williams,1630172,CHI,F,37,37,100,3.7,7.0,53.1,47.9,5.2
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,Jamir Watkins,1642364,WAS,F,11,11,100,3.3,7.0,46.8,46.7,0.1
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Malik Monk,1628370,SAC,G,32,32,100,3.6,7.0,50.9,45.5,5.4
2025-26,Regular+Season,ORL,1610612753,Orlando Magic,Noah Penda,1642869,ORL,G-F,24,24,100,3.4,7.0,48.8,46.7,2.1
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Olivier-Maxence Prosper,1641765,MEM,F,15,15,100,3.3,7.0,47.6,47.1,0.5
2025-26,Regular+Season,NYK,1610612752,New York Knicks,Jordan Clarkson,203903,NYK,G,39,39,100,3.5,7.0,50.0,45.4,4.6
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,Corey Kispert,1630557,ATL,F,21,21,100,2.9,7.0,41.8,46.6,-4.9
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Ben Saraf,1642879,BKN,G,12,12,100,3.8,6.9,54.2,46.3,8.0
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,Tre Mann,1630544,CHA,G,26,26,100,4.0,6.9,57.8,46.7,11.1
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,Zeke Nnaji,1630192,DEN,F-C,23,23,100,2.9,6.9,42.1,47.8,-5.7
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,Mouhamed Gueye,1631243,ATL,F,40,40,100,3.0,6.9,42.8,48.7,-5.9
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Branden Carlson,1642382,OKC,C,27,27,100,3.3,6.9,47.8,45.4,2.4
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Kelly Olynyk,203482,SAS,F-C,24,24,100,3.2,6.8,46.3,47.5,-1.2
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,GG Jackson,1641713,MEM,F,15,15,100,3.4,6.8,50.0,45.7,4.3
2025-26,Regular+Season,MIA,1610612748,Miami Heat,Simone Fontecchio,1631323,MIA,F,36,36,100,2.9,6.8,43.0,45.7,-2.7
