SEASON,SEASON_TYPE,TEAM_ABB,MATCHUP,GDATE,WL,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM
2020-21,play-in,-,05/19/2021,L,48,77.3,22.7,54.2,14.6,25.0,2.1,20.8,8.3,39.6,46.2,53.8,100,0.0,58.8,41.2,0
2020-21,play-in,-,05/19/2021,W,48,65.9,34.1,52.4,5.8,29.1,13.6,18.4,28.2,46.6,66.7,33.3,90.0,10.0,73.0,27.0,0
2020-21,play-in,-,05/18/2021,L,48,77.2,22.8,74.0,18.0,9.0,14.0,17.0,6.0,56.0,40.5,59.5,66.7,33.3,42.5,57.5,0
2020-21,play-in,-,05/18/2021,W,48,53.1,46.9,39.0,6.8,38.1,9.3,22.9,16.9,32.2,43.5,56.5,66.7,33.3,52.6,47.4,0
2020-21,play-in,-,05/18/2021,W,48,66.7,33.3,58.3,6.9,33.3,17.4,8.3,11.8,51.4,47.6,52.4,93.8,6.3,60.3,39.7,0
2020-21,play-in,-,05/18/2021,L,48,57.4,42.6,53.0,5.1,30.8,27.4,16.2,22.2,47.9,58.1,41.9,66.7,33.3,60.5,39.5,0
2021-22,pre-season,-,10/15/2021,L,48,66.0,34.0,55.1,4.1,18.4,10.2,26.5,14.3,51.0,37.0,63.0,83.3,16.7,45.5,54.5,0
2021-22,pre-season,-,10/15/2021,W,48,66.3,33.7,47.9,5.0,29.8,9.1,22.3,24.0,43.0,31.0,69.0,83.3,16.7,46.3,53.7,0
2021-22,pre-season,-,10/15/2021,L,48,67.4,32.6,50.0,1.9,33.3,14.8,16.7,21.3,48.1,40.7,59.3,75.0,25.0,51.3,48.7,0
2021-22,pre-season,-,10/15/2021,L,48,54.0,46.0,54.4,15.5,32.0,16.5,13.6,17.5,38.8,46.4,53.6,72.7,27.3,53.8,46.2,0
2021-22,pre-season,-,10/15/2021,L,48,49.4,50.6,48.0,16.0,36.0,12.0,16.0,28.0,32.0,41.7,58.3,83.3,16.7,55.6,44.4,0
2021-22,pre-season,-,10/15/2021,L,48,56.5,43.5,55.7,6.2,30.9,17.5,13.4,22.7,49.5,48.1,51.9,80.0,20.0,56.8,43.2,0
2021-22,pre-season,-,10/15/2021,W,48,58.8,41.2,47.0,12.2,39.1,11.3,13.9,13.9,34.8,44.4,55.6,80.0,20.0,57.1,42.9,0
2021-22,pre-season,-,10/15/2021,W,48,60.0,40.0,52.7,14.5,35.5,14.5,11.8,15.5,38.2,41.4,58.6,92.3,7.7,57.1,42.9,0
2021-22,pre-season,-,10/15/2021,W,48,71.0,29.0,54.2,13.6,28.0,12.7,17.8,18.6,40.7,53.1,46.9,81.8,18.2,60.5,39.5,0
2021-22,pre-season,-,10/15/2021,L,48,57.5,42.5,51.4,0.0,37.1,15.2,11.4,16.2,51.4,51.9,48.1,84.6,15.4,62.5,37.5,0
2021-22,pre-season,-,10/15/2021,L,48,56.8,43.2,46.0,7.1,37.2,15.0,16.8,11.5,38.9,46.2,53.8,92.9,7.1,62.5,37.5,0
2021-22,pre-season,-,10/15/2021,W,48,64.5,35.5,50.0,7.1,24.1,10.7,25.9,17.0,42.9,57.1,42.9,88.9,11.1,64.9,35.1,0
2021-22,pre-season,-,10/15/2021,W,48,59.4,40.6,47.6,11.1,35.7,14.3,16.7,19.0,36.5,50.0,50.0,100,0.0,66.7,33.3,0
2021-22,pre-season,-,10/15/2021,W,48,60.2,39.8,52.6,5.3,36.8,18.4,10.5,19.3,47.4,60.0,40.0,85.7,14.3,68.2,31.8,0
2021-22,pre-season,-,10/15/2021,W,48,54.5,45.5,48.7,0.0,40.3,13.4,10.9,17.6,48.7,58.6,41.4,87.5,12.5,68.9,31.1,0
2021-22,pre-season,-,10/15/2021,L,48,47.0,53.0,42.6,2.1,44.7,17.0,12.8,16.0,40.4,70.0,30.0,85.7,14.3,76.5,23.5,0
2021-22,pre-season,-,10/14/2021,W,53,44.8,55.2,30.1,8.8,55.8,9.7,14.2,15.0,21.2,17.6,82.4,71.4,28.6,47.4,52.6,0
2021-22,pre-season,-,10/14/2021,L,53,51.0,49.0,48.6,1.9,42.1,12.1,9.3,19.6,46.7,57.7,42.3,93.3,6.7,70.7,29.3,0
2021-22,pre-season,-,10/14/2021,W,48,52.0,48.0,37.9,3.4,44.0,12.9,18.1,17.2,34.5,45.5,54.5,70.6,29.4,56.4,43.6,0
2021-22,pre-season,-,10/14/2021,L,48,69.1,30.9,62.5,7.1,24.1,15.2,13.4,16.1,55.4,51.4,48.6,77.8,22.2,56.8,43.2,0
2021-22,pre-season,-,10/14/2021,L,48,52.2,47.8,53.5,4.0,32.7,24.8,13.9,28.7,49.5,55.6,44.4,72.7,27.3,60.5,39.5,0
2021-22,pre-season,-,10/14/2021,W,48,56.1,43.9,43.0,5.6,42.1,8.4,15.0,19.6,37.4,43.5,56.5,93.3,6.7,63.2,36.8,0
2021-22,pre-season,-,10/14/2021,L,48,58.2,41.8,47.8,4.3,42.4,12.0,9.8,13.0,43.5,54.5,45.5,84.6,15.4,65.7,34.3,0
2021-22,pre-season,-,10/14/2021,W,48,54.5,45.5,47.2,7.9,44.9,14.2,7.9,15.7,39.4,60.0,40.0,78.9,21.1,67.3,32.7,0
2021-22,pre-season,-,10/13/2021,L,48,77.4,22.6,67.8,6.8,15.3,13.6,16.9,11.9,61.0,35.0,65.0,100,0.0,43.5,56.5,0
2021-22,pre-season,-,10/13/2021,L,48,62.1,37.9,53.3,16.7,40.0,13.3,6.7,13.3,36.7,37.5,62.5,62.5,37.5,45.8,54.2,0
2021-22,pre-season,-,10/13/2021,W,48,63.1,36.9,58.3,13.6,26.2,19.4,15.5,13.6,44.7,40.0,60.0,66.7,33.3,46.2,53.8,0
2021-22,pre-season,-,10/13/2021,L,48,53.6,46.4,51.4,10.8,24.3,5.4,24.3,17.6,40.5,36.8,63.2,83.3,16.7,48.0,52.0,0
2021-22,pre-season,-,10/13/2021,W,48,57.5,42.5,48.1,13.0,36.1,3.7,15.7,16.7,35.2,34.6,65.4,76.9,23.1,48.7,51.3,0
2021-22,pre-season,-,10/13/2021,L,48,51.1,48.9,43.0,5.6,44.9,14.0,12.1,11.2,37.4,43.5,56.5,68.8,31.3,53.8,46.2,0
2021-22,pre-season,-,10/13/2021,W,48,73.7,26.3,67.9,9.2,13.8,11.9,18.3,18.3,58.7,51.4,48.6,80.0,20.0,54.8,45.2,0
2021-22,pre-season,-,10/13/2021,W,48,47.7,52.3,37.1,6.5,48.4,12.9,14.5,7.3,30.6,39.1,60.9,75.0,25.0,55.8,44.2,0
2021-22,pre-season,-,10/13/2021,L,48,57.1,42.9,51.0,19.6,38.2,9.8,10.8,16.7,31.4,38.5,61.5,100,0.0,59.0,41.0,0
2021-22,pre-season,-,10/13/2021,W,48,50.0,50.0,45.7,11.0,42.5,19.7,11.8,26.0,34.6,55.2,44.8,72.2,27.8,61.7,38.3,0
2021-22,pre-season,-,10/13/2021,L,48,51.1,48.9,50.5,8.1,33.3,6.1,16.2,10.1,42.4,52.0,48.0,90.9,9.1,63.9,36.1,0
2021-22,pre-season,-,10/13/2021,L,48,58.4,41.6,50.0,6.0,33.0,10.0,17.0,12.0,44.0,60.0,40.0,81.8,18.2,66.7,33.3,0
2021-22,pre-season,-,10/13/2021,W,48,54.9,45.1,48.7,6.7,40.3,11.8,10.9,24.4,42.0,55.2,44.8,87.5,12.5,66.7,33.3,0
2021-22,pre-season,-,10/13/2021,W,48,63.7,36.3,51.9,18.5,36.1,5.6,12.0,12.0,33.3,60.7,39.3,84.6,15.4,68.3,31.7,0
2021-22,pre-season,-,10/12/2021,L,48,64.4,35.6,52.5,16.2,30.3,10.1,17.2,7.1,36.4,53.8,46.2,80.0,20.0,61.1,38.9,0
2021-22,pre-season,-,10/12/2021,W,48,63.2,36.8,42.5,8.8,39.8,1.8,17.7,16.8,33.6,45.8,54.2,100,0.0,66.7,33.3,0
2021-22,pre-season,-,10/12/2021,W,48,50.5,49.5,55.9,12.6,29.7,3.6,14.4,13.5,43.2,61.3,38.7,90.9,9.1,69.0,31.0,0
2021-22,pre-season,-,10/12/2021,L,48,51.1,48.9,38.9,5.6,47.2,5.6,13.9,10.2,33.3,57.1,42.9,88.2,11.8,71.1,28.9,0
2021-22,pre-season,-,10/11/2021,L,48,53.2,46.8,46.2,11.5,43.3,14.4,10.6,11.5,34.6,45.8,54.2,46.7,53.3,46.2,53.8,0
2021-22,pre-season,-,10/11/2021,L,48,59.2,40.8,60.2,8.6,19.4,8.6,20.4,10.8,51.6,46.4,53.6,66.7,33.3,50.0,50.0,0
2021-22,pre-season,-,10/11/2021,L,48,65.4,34.6,58.7,4.3,22.8,12.0,18.5,13.0,54.3,40.7,59.3,85.7,14.3,50.0,50.0,0
2021-22,pre-season,-,10/11/2021,W,48,53.3,46.7,48.6,3.7,42.1,32.7,9.3,29.9,44.9,50.0,50.0,60.0,40.0,53.7,46.3,0
2021-22,pre-season,-,10/11/2021,L,48,66.7,33.3,58.3,16.7,31.3,13.5,10.4,15.6,41.7,46.4,53.6,80.0,20.0,55.3,44.7,0
2021-22,pre-season,-,10/11/2021,W,48,59.6,40.4,53.9,5.2,33.9,13.9,12.2,21.7,48.7,48.4,51.6,76.9,23.1,56.8,43.2,0
2021-22,pre-season,-,10/11/2021,W,48,58.8,41.2,47.2,4.7,35.4,22.0,17.3,21.3,42.5,43.3,56.7,86.7,13.3,57.8,42.2,0
2021-22,pre-season,-,10/11/2021,W,48,54.8,45.2,48.1,7.7,40.4,5.8,11.5,12.5,40.4,44.0,56.0,85.7,14.3,59.0,41.0,0
2021-22,regular-season,-,04/10/2022,W,53,54.3,45.7,38.4,2.7,32.9,14.4,28.8,11.0,35.6,46.4,53.6,81.3,18.8,59.1,40.9,0
2021-22,regular-season,-,04/10/2022,L,53,53.0,47.0,48.2,9.9,31.9,14.9,19.9,14.9,38.3,64.7,35.3,73.3,26.7,67.3,32.7,0
2021-22,regular-season,-,04/10/2022,L,48,65.3,34.7,63.6,6.8,30.7,10.2,5.7,9.1,56.8,42.9,57.1,55.6,44.4,45.9,54.1,0
2021-22,regular-season,-,04/10/2022,L,48,46.8,53.2,37.8,7.2,51.4,17.1,10.8,13.5,30.6,33.3,66.7,68.4,31.6,50.0,50.0,0
2021-22,regular-season,-,04/10/2022,W,48,74.7,25.3,54.8,9.7,24.2,12.1,21.0,11.3,45.2,38.2,61.8,90.0,10.0,50.0,50.0,0
2021-22,regular-season,-,04/10/2022,W,48,71.6,28.4,69.5,0.0,12.7,16.1,17.8,22.9,69.5,48.8,51.2,100,0.0,54.3,45.7,0
2021-22,regular-season,-,04/10/2022,L,48,59.6,40.4,52.3,9.3,39.3,24.3,8.4,21.5,43.0,42.9,57.1,85.7,14.3,57.1,42.9,0
2021-22,regular-season,-,04/10/2022,W,48,72.8,27.2,65.7,10.4,17.9,13.4,16.4,7.5,55.2,54.5,45.5,75.0,25.0,57.7,42.3,0
2021-22,regular-season,-,04/10/2022,L,48,48.3,51.7,42.1,1.8,44.7,11.4,13.2,13.2,40.4,50.0,50.0,70.6,29.4,58.5,41.5,0
2021-22,regular-season,-,04/10/2022,L,48,75.5,24.5,63.0,11.1,22.2,18.5,14.8,23.1,51.9,50.0,50.0,100,0.0,59.5,40.5,0
2021-22,regular-season,-,04/10/2022,L,48,65.2,34.8,53.3,10.0,27.5,15.8,19.2,17.5,43.3,46.9,53.1,100,0.0,60.5,39.5,0
2021-22,regular-season,-,04/10/2022,W,48,56.1,43.9,50.5,3.6,24.3,16.2,25.2,15.3,46.8,57.1,42.9,77.8,22.2,62.2,37.8,0
2021-22,regular-season,-,04/10/2022,W,48,51.5,48.5,51.8,2.9,38.8,10.8,9.4,8.6,48.9,58.3,41.7,72.2,27.8,63.0,37.0,0
2021-22,regular-season,-,04/10/2022,W,48,63.9,36.1,52.2,15.9,39.1,16.7,8.7,10.9,36.2,55.6,44.4,77.8,22.2,63.0,37.0,0
2021-22,regular-season,-,04/10/2022,L,48,54.4,45.6,51.4,7.3,38.5,8.3,10.1,13.8,44.0,50.0,50.0,92.9,7.1,64.3,35.7,0
2021-22,regular-season,-,04/10/2022,W,48,56.3,43.7,36.9,6.2,48.5,10.8,14.6,12.3,30.8,50.0,50.0,81.0,19.0,64.4,35.6,0
2021-22,regular-season,-,04/10/2022,W,48,65.8,34.2,44.8,6.9,36.2,3.4,19.0,16.4,37.9,57.7,42.3,78.6,21.4,65.0,35.0,0
2021-22,regular-season,-,04/10/2022,L,48,65.9,34.1,58.3,5.0,27.5,13.3,14.2,23.3,53.3,57.1,42.9,90.9,9.1,65.2,34.8,0
2021-22,regular-season,-,04/10/2022,W,48,59.3,40.7,46.9,15.6,44.5,6.3,8.6,10.2,31.3,46.7,53.3,100,0.0,67.3,32.7,0
2021-22,regular-season,-,04/10/2022,L,48,59.0,41.0,55.0,10.0,33.8,17.5,11.3,18.8,45.0,63.6,36.4,77.8,22.2,67.7,32.3,0
2021-22,regular-season,-,04/10/2022,L,48,55.8,44.2,44.4,6.3,45.2,20.6,10.3,21.4,38.1,60.7,39.3,78.9,21.1,68.1,31.9,0
2021-22,regular-season,-,04/10/2022,L,48,59.0,41.0,50.9,7.5,31.1,11.3,17.9,15.1,43.4,66.7,33.3,72.7,27.3,68.4,31.6,0
2021-22,regular-season,-,04/10/2022,L,48,65.9,34.1,47.0,5.2,31.3,9.6,21.7,11.3,41.7,66.7,33.3,75.0,25.0,69.2,30.8,0
2021-22,regular-season,-,04/10/2022,L,48,53.9,46.1,43.6,5.5,40.9,20.0,15.5,12.7,38.2,58.3,41.7,86.7,13.3,69.2,30.8,0
2021-22,regular-season,-,04/10/2022,W,48,62.9,37.1,48.4,1.6,43.5,23.4,8.1,10.5,46.8,66.7,33.3,77.8,22.2,70.8,29.2,0
2021-22,regular-season,-,04/10/2022,W,48,36.3,63.7,35.2,6.4,55.2,8.8,9.6,9.6,28.8,45.5,54.5,100,0.0,73.3,26.7,0
2021-22,regular-season,-,04/10/2022,W,48,57.6,42.4,40.0,3.1,46.2,10.8,13.8,13.8,36.9,57.7,42.3,95.0,5.0,73.9,26.1,0
2021-22,regular-season,-,04/10/2022,L,48,54.3,45.7,51.1,6.4,38.3,14.9,10.6,19.1,44.7,66.7,33.3,91.7,8.3,75.0,25.0,0
2021-22,regular-season,-,04/10/2022,W,48,59.6,40.4,48.1,0.0,42.9,20.3,9.0,12.8,48.1,68.8,31.3,89.5,10.5,76.5,23.5,0
2021-22,regular-season,-,04/10/2022,W,48,50.6,49.4,47.6,1.9,42.9,16.2,9.5,11.4,45.7,76.0,24.0,86.7,13.3,80.0,20.0,0
2021-22,regular-season,-,04/09/2022,L,48,67.0,33.0,61.4,12.3,15.8,10.5,22.8,18.4,49.1,57.1,42.9,50.0,50.0,56.1,43.9,0
2021-22,regular-season,-,04/09/2022,L,48,61.3,38.8,46.8,10.6,31.9,11.7,21.3,17.0,36.2,45.5,54.5,90.0,10.0,59.4,40.6,0
2021-22,regular-season,-,04/09/2022,L,48,67.4,32.6,63.3,16.3,21.4,9.2,15.3,18.4,46.9,54.8,45.2,100,0.0,63.2,36.8,0
2021-22,regular-season,-,04/09/2022,L,48,70.5,29.5,51.7,10.0,25.0,16.7,23.3,15.8,41.7,58.1,41.9,100,0.0,68.3,31.7,0
2021-22,regular-season,-,04/09/2022,W,48,50.0,50.0,35.9,6.8,53.8,10.3,10.3,9.4,29.1,71.4,28.6,66.7,33.3,69.0,31.0,0
2021-22,regular-season,-,04/09/2022,W,48,60.5,39.5,50.0,4.0,24.0,6.0,26.0,7.0,46.0,60.0,40.0,100,0.0,69.7,30.3,0
2021-22,regular-season,-,04/09/2022,W,48,62.2,37.8,57.1,9.0,27.1,8.3,15.8,13.5,48.1,71.1,28.9,83.3,16.7,74.0,26.0,0
2021-22,regular-season,-,04/09/2022,W,48,61.1,38.9,49.6,1.4,38.3,17.0,12.1,17.7,48.2,65.7,34.3,100,0.0,77.4,22.6,0
2021-22,regular-season,-,04/08/2022,L,48,61.4,38.6,62.4,23.9,22.0,11.0,15.6,20.2,38.5,32.4,67.6,75.0,25.0,40.5,59.5,0
2021-22,regular-season,-,04/08/2022,W,48,69.8,30.2,63.2,6.8,17.9,18.8,18.8,19.7,56.4,37.8,62.2,85.7,14.3,45.5,54.5,0
2021-22,regular-season,-,04/08/2022,L,48,67.1,32.9,59.8,3.7,22.4,7.5,17.8,8.4,56.1,40.6,59.4,75.0,25.0,47.5,52.5,0
2021-22,regular-season,-,04/08/2022,W,48,63.9,36.1,51.3,8.8,29.2,13.3,19.5,14.2,42.5,44.8,55.2,63.6,36.4,50.0,50.0,0
2021-22,regular-season,-,04/08/2022,L,48,67.0,33.0,67.3,4.0,17.8,5.0,14.9,10.9,63.4,47.1,52.9,83.3,16.7,52.5,47.5,0
2021-22,regular-season,-,04/08/2022,L,48,64.2,35.8,57.4,1.7,26.1,18.3,16.5,11.3,55.7,51.5,48.5,70.0,30.0,55.8,44.2,0
2021-22,regular-season,-,04/08/2022,W,48,62.2,37.8,53.3,5.0,22.5,17.5,24.2,14.2,48.3,50.0,50.0,77.8,22.2,56.1,43.9,0
2021-22,regular-season,-,04/08/2022,L,48,70.7,29.3,53.0,12.0,33.3,14.5,13.7,14.5,41.0,48.4,51.6,76.9,23.1,56.8,43.2,0
2021-22,regular-season,-,04/08/2022,L,48,56.8,43.2,45.7,5.7,31.4,13.3,22.9,14.3,40.0,54.2,45.8,63.6,36.4,57.1,42.9,0
2021-22,regular-season,-,04/08/2022,W,48,63.4,36.6,59.5,4.6,25.2,1.5,15.3,10.7,55.0,51.3,48.7,81.8,18.2,58.0,42.0,0
2021-22,regular-season,-,04/08/2022,W,48,79.3,20.7,72.1,21.6,16.2,11.7,11.7,8.1,50.5,57.5,42.5,66.7,33.3,58.7,41.3,0
2021-22,regular-season,-,04/08/2022,W,48,43.0,57.0,34.4,1.6,46.9,10.9,18.8,18.8,32.8,59.1,40.9,60.0,40.0,59.5,40.5,0
2021-22,playoffs,-,06/16/2022,W,48,50.0,50.0,36.9,5.8,55.3,12.6,7.8,19.4,31.1,52.6,47.4,89.5,10.5,71.1,28.9,0
2021-22,playoffs,-,06/16/2022,L,48,65.0,35.0,51.1,8.9,36.7,13.3,12.2,30.0,42.2,73.9,26.1,90.9,9.1,79.4,20.6,0
2021-22,playoffs,-,06/13/2022,W,48,54.5,45.5,61.5,13.5,26.0,11.5,12.5,21.2,48.1,50.0,50.0,77.8,22.2,56.1,43.9,0
2021-22,playoffs,-,06/13/2022,L,48,57.3,42.7,42.6,4.3,35.1,8.5,22.3,9.6,38.3,50.0,50.0,72.7,27.3,58.1,41.9,0
2021-22,playoffs,-,06/10/2022,W,48,52.7,47.3,46.7,11.2,42.1,7.5,11.2,17.8,35.5,40.0,60.0,66.7,33.3,50.0,50.0,0
2021-22,playoffs,-,06/10/2022,L,48,55.3,44.7,39.2,6.2,46.4,14.4,14.4,17.5,33.0,42.1,57.9,93.3,6.7,64.7,35.3,0
2021-22,playoffs,-,06/08/2022,L,48,48.7,51.3,42.0,16.0,45.0,18.0,13.0,19.0,26.0,52.4,47.6,73.3,26.7,61.1,38.9,0
2021-22,playoffs,-,06/08/2022,W,48,60.7,39.3,51.7,6.9,33.6,3.4,14.7,14.7,44.8,56.7,43.3,84.6,15.4,65.1,34.9,0
2021-22,playoffs,-,06/05/2022,W,48,57.0,43.0,44.9,7.5,42.1,11.2,13.1,30.8,37.4,66.7,33.3,60.0,40.0,64.1,35.9,0
2021-22,playoffs,-,06/05/2022,L,48,53.8,46.3,34.1,6.8,51.1,14.8,14.8,17.0,27.3,80.0,20.0,80.0,20.0,80.0,20.0,0
2021-22,playoffs,-,06/02/2022,L,48,48.9,51.1,37.0,13.0,52.8,10.2,10.2,9.3,24.1,55.0,45.0,68.4,31.6,61.5,38.5,0
2021-22,playoffs,-,06/02/2022,W,48,51.8,48.2,36.7,8.3,52.5,10.0,10.8,17.5,28.3,59.1,40.9,95.2,4.8,76.7,23.3,0
2021-22,playoffs,-,05/29/2022,L,48,65.9,34.1,64.6,6.3,18.8,13.5,16.7,13.5,58.3,41.9,58.1,50.0,50.0,43.2,56.8,0
2021-22,playoffs,-,05/29/2022,W,48,62.4,37.6,48.0,2.0,33.0,20.0,19.0,14.0,46.0,50.0,50.0,90.9,9.1,62.9,37.1,0
2021-22,playoffs,-,05/27/2022,L,48,54.2,45.8,40.8,3.9,32.0,13.6,27.2,22.3,36.9,66.7,33.3,72.7,27.3,68.8,31.3,0
2021-22,playoffs,-,05/27/2022,W,48,55.1,44.9,37.8,7.2,40.5,11.7,21.6,19.8,30.6,47.6,52.4,100,0.0,69.4,30.6,0
2021-22,playoffs,-,05/26/2022,L,48,48.8,51.2,36.4,7.3,46.4,8.2,17.3,6.4,29.1,50.0,50.0,70.6,29.4,59.5,40.5,0
2021-22,playoffs,-,05/26/2022,W,48,59.1,40.9,51.7,10.0,35.0,8.3,13.3,13.3,41.7,74.2,25.8,92.9,7.1,80.0,20.0,0
2021-22,playoffs,-,05/25/2022,L,48,52.1,47.9,57.5,7.5,26.3,6.3,16.3,21.3,50.0,39.1,60.9,71.4,28.6,46.7,53.3,0
2021-22,playoffs,-,05/25/2022,W,48,53.5,46.5,49.5,10.8,32.3,14.0,18.3,15.1,38.7,60.9,39.1,100,0.0,72.7,27.3,0
2021-22,playoffs,-,05/24/2022,L,48,66.7,33.3,56.9,16.5,27.5,10.1,15.6,5.5,40.4,58.1,41.9,80.0,20.0,63.4,36.6,0
2021-22,playoffs,-,05/24/2022,W,48,47.6,52.4,35.3,5.0,50.4,8.4,14.3,7.6,30.3,61.9,38.1,85.0,15.0,73.2,26.8,0
2021-22,playoffs,-,05/23/2022,W,48,56.4,43.6,45.1,7.8,23.5,8.8,31.4,12.7,37.3,56.5,43.5,100,0.0,67.7,32.3,0
2021-22,playoffs,-,05/23/2022,L,48,60.0,40.0,39.0,4.9,51.2,14.6,9.8,8.5,34.1,68.8,31.3,78.6,21.4,73.3,26.7,0
2021-22,playoffs,-,05/22/2022,L,48,40.0,60.0,34.0,0.0,39.0,5.0,27.0,10.0,34.0,47.1,52.9,76.9,23.1,60.0,40.0,0
2021-22,playoffs,-,05/22/2022,W,48,60.5,39.5,49.5,7.3,30.3,4.6,20.2,7.3,42.2,70.4,29.6,81.8,18.2,73.7,26.3,0
2021-22,playoffs,-,05/21/2022,W,48,64.1,35.9,58.7,14.7,30.3,13.8,11.0,30.3,44.0,40.6,59.4,81.8,18.2,51.2,48.8,0
2021-22,playoffs,-,05/21/2022,L,48,54.3,45.7,42.7,9.7,35.0,7.8,22.3,8.7,33.0,45.5,54.5,91.7,8.3,61.8,38.2,0
2021-22,playoffs,-,05/20/2022,L,48,42.3,57.7,27.4,1.7,53.8,8.5,18.8,9.4,25.6,25.0,75.0,85.7,14.3,59.5,40.5,0
2021-22,playoffs,-,05/20/2022,W,48,65.9,34.1,50.8,1.6,33.3,10.3,15.9,8.7,49.2,65.6,34.4,85.7,14.3,71.7,28.3,0
2021-22,playoffs,-,05/19/2022,L,48,60.5,39.5,54.9,13.7,29.4,7.8,15.7,8.8,41.2,46.4,53.6,80.0,20.0,55.3,44.7,0
2021-22,playoffs,-,05/19/2022,W,48,52.4,47.6,36.2,12.6,47.2,9.4,16.5,15.7,23.6,47.8,52.2,85.0,15.0,65.1,34.9,0
2021-22,playoffs,-,05/18/2022,L,48,44.2,55.8,46.0,9.2,37.9,8.0,16.1,20.7,36.8,25.0,75.0,81.8,18.2,45.2,54.8,0
2021-22,playoffs,-,05/18/2022,W,48,64.6,35.4,64.3,25.0,26.8,16.1,8.9,13.4,39.3,41.7,58.3,90.0,10.0,52.2,47.8,0
2021-22,playoffs,-,05/17/2022,W,48,62.5,37.5,49.2,15.3,25.4,11.0,25.4,16.1,33.9,37.9,62.1,70.0,30.0,46.2,53.8,0
2021-22,playoffs,-,05/17/2022,L,48,57.0,43.0,46.7,1.9,30.8,17.8,22.4,15.9,44.9,68.0,32.0,45.5,54.5,61.1,38.9,0
2021-22,playoffs,-,05/15/2022,W,48,51.9,48.1,43.9,11.4,46.3,2.4,9.8,12.2,32.5,18.5,81.5,47.4,52.6,30.4,69.6,0
2021-22,playoffs,-,05/15/2022,L,48,63.3,36.7,71.6,12.3,14.8,21.0,13.6,22.2,59.3,55.2,44.8,100,0.0,60.6,39.4,0
2021-22,playoffs,-,05/15/2022,L,48,60.9,39.1,46.7,4.4,40.0,10.0,13.3,14.4,42.2,61.9,38.1,75.0,25.0,66.7,33.3,0
2021-22,playoffs,-,05/15/2022,W,48,37.5,62.5,27.5,3.7,60.6,7.3,11.9,10.1,23.9,60.0,40.0,90.9,9.1,78.4,21.6,0
2021-22,playoffs,-,05/13/2022,L,48,67.0,33.0,61.1,10.5,22.1,15.8,16.8,10.5,50.5,41.4,58.6,42.9,57.1,41.7,58.3,0
2021-22,playoffs,-,05/13/2022,W,48,50.6,49.4,38.9,7.4,47.2,5.6,13.9,7.4,31.5,42.9,57.1,76.5,23.5,57.9,42.1,0
2021-22,playoffs,-,05/13/2022,W,48,49.0,51.0,38.2,5.5,54.5,20.9,7.3,6.4,32.7,42.9,57.1,75.0,25.0,58.5,41.5,0
2021-22,playoffs,-,05/13/2022,L,48,62.5,37.5,39.6,4.2,46.9,15.6,13.5,18.8,35.4,57.9,42.1,66.7,33.3,61.8,38.2,0
2021-22,playoffs,-,05/12/2022,W,48,67.8,32.2,70.7,8.1,21.2,13.1,8.1,22.2,62.6,37.1,62.9,85.7,14.3,45.2,54.8,0
2021-22,playoffs,-,05/12/2022,W,48,49.4,50.6,33.6,3.5,42.5,18.6,23.9,25.7,30.1,42.1,57.9,62.5,37.5,51.4,48.6,0
2021-22,playoffs,-,05/12/2022,L,48,76.9,23.1,58.1,7.0,20.9,9.3,20.9,7.0,51.2,52.0,48.0,83.3,16.7,58.1,41.9,0
2021-22,playoffs,-,05/12/2022,L,48,57.5,42.5,53.3,0.0,40.0,12.2,6.7,14.4,53.3,54.2,45.8,66.7,33.3,58.3,41.7,0
2021-22,playoffs,-,05/11/2022,W,48,68.5,31.5,49.1,9.1,35.5,6.4,15.5,14.5,40.0,40.7,59.3,84.6,15.4,55.0,45.0,0
2021-22,playoffs,-,05/11/2022,L,48,62.2,37.8,59.8,13.1,28.0,14.0,12.1,12.1,46.7,62.5,37.5,50.0,50.0,59.5,40.5,0
2021-22,all-star,-,02/20/2022,W,48,47.9,52.1,49.1,7.4,49.7,20.2,1.2,14.1,41.7,57.5,42.5,63.0,37.0,59.7,40.3,0
2021-22,all-star,-,02/20/2022,L,48,51.6,48.4,56.3,3.8,39.4,18.8,4.4,10.6,52.5,64.4,35.6,57.1,42.9,62.1,37.9,0
2021-22,all-star,-,02/18/2022,L,1,54.5,45.5,58.3,12.5,37.5,6.3,4.2,0.0,45.8,21.4,78.6,83.3,16.7,40.0,60.0,0
2021-22,all-star,-,02/18/2022,W,1,74.4,25.6,72.0,0.0,18.0,12.0,10.0,0.0,72.0,44.4,55.6,66.7,33.3,47.6,52.4,0
2021-22,all-star,-,02/18/2022,L,1,41.7,58.3,49.0,4.1,49.0,6.1,2.0,0.0,44.9,66.7,33.3,50.0,50.0,60.0,40.0,0
2021-22,all-star,-,02/18/2022,L,1,45.8,54.2,30.0,10.0,60.0,0.0,10.0,0.0,20.0,66.7,33.3,75.0,25.0,71.4,28.6,0
