SEASON,SEASON_TYPE,TEAM_ABB,MATCHUP,GDATE,WL,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM
2015-16,pre-season,-,10/23/2015,L,48,68.8,31.3,51.9,16.7,19.4,15.7,28.7,9.3,35.2,35.7,64.3,71.4,28.6,42.9,57.1,0
2015-16,pre-season,-,10/23/2015,L,48,72.3,27.7,64.6,0.0,13.8,16.9,21.5,24.6,64.6,42.9,57.1,66.7,33.3,45.8,54.2,0
2015-16,pre-season,-,10/23/2015,L,48,80.6,19.4,55.6,17.8,16.7,4.4,27.8,7.8,37.8,40.0,60.0,100,0.0,50.0,50.0,0
2015-16,pre-season,-,10/23/2015,L,48,76.3,23.8,59.8,20.7,24.1,11.5,16.1,11.5,39.1,46.2,53.8,71.4,28.6,51.5,48.5,0
2015-16,pre-season,-,10/23/2015,W,48,72.0,28.0,71.6,19.8,22.2,13.6,6.2,12.3,51.9,51.7,48.3,83.3,16.7,57.1,42.9,0
2015-16,pre-season,-,10/23/2015,W,48,75.0,25.0,56.5,17.4,22.8,5.4,20.7,15.2,39.1,46.2,53.8,100,0.0,57.6,42.4,0
2015-16,pre-season,-,10/23/2015,W,48,72.8,27.2,62.1,23.3,26.2,16.5,11.7,17.5,38.8,50.0,50.0,100,0.0,61.0,39.0,0
2015-16,pre-season,-,10/23/2015,W,48,69.2,30.8,52.3,21.6,29.7,9.9,18.0,15.3,30.6,55.2,44.8,90.9,9.1,65.0,35.0,0
2015-16,pre-season,-,10/23/2015,W,48,78.3,21.7,55.4,21.4,24.1,17.0,20.5,14.3,33.9,54.8,45.2,100,0.0,65.0,35.0,0
2015-16,pre-season,-,10/23/2015,W,48,65.4,34.6,30.1,12.9,41.9,7.5,28.0,18.3,17.2,50.0,50.0,84.6,15.4,66.7,33.3,0
2015-16,pre-season,-,10/23/2015,L,48,79.5,20.5,60.8,29.4,17.6,8.8,21.6,19.6,31.4,64.5,35.5,83.3,16.7,67.6,32.4,0
2015-16,pre-season,-,10/23/2015,L,48,69.7,30.3,52.6,23.7,19.7,6.6,27.6,11.8,28.9,65.0,35.0,80.0,20.0,68.0,32.0,0
2015-16,pre-season,-,10/23/2015,W,48,57.0,43.0,52.2,12.2,41.7,9.6,6.1,18.3,40.0,56.7,43.3,93.8,6.3,69.6,30.4,0
2015-16,pre-season,-,10/23/2015,L,48,67.1,32.9,63.4,19.5,18.3,19.5,18.3,12.2,43.9,65.4,34.6,100,0.0,71.0,29.0,0
2015-16,pre-season,-,10/23/2015,W,48,64.3,35.7,51.2,7.0,34.9,20.9,14.0,27.9,44.2,68.2,31.8,90.0,10.0,75.0,25.0,0
2015-16,pre-season,-,10/23/2015,L,48,68.7,31.3,55.8,11.6,27.9,26.7,16.3,15.1,44.2,75.0,25.0,87.5,12.5,78.1,21.9,0
2015-16,pre-season,-,10/22/2015,W,48,71.0,29.0,61.2,20.4,21.4,15.3,17.3,21.4,40.8,40.0,60.0,71.4,28.6,45.9,54.1,0
2015-16,pre-season,-,10/22/2015,L,48,71.1,28.9,62.8,27.9,24.4,7.0,12.8,16.3,34.9,33.3,66.7,100,0.0,47.1,52.9,0
2015-16,pre-season,-,10/22/2015,L,48,72.1,27.9,58.8,16.5,28.2,9.4,12.9,16.5,42.4,40.0,60.0,87.5,12.5,51.5,48.5,0
2015-16,pre-season,-,10/22/2015,L,48,68.8,31.3,51.3,12.8,34.6,25.6,14.1,28.2,38.5,35.0,65.0,88.9,11.1,51.7,48.3,0
2015-16,pre-season,-,10/22/2015,L,48,70.0,30.0,51.5,16.5,24.7,14.4,23.7,25.8,35.1,40.0,60.0,100,0.0,54.5,45.5,0
2015-16,pre-season,-,10/22/2015,L,48,68.2,31.8,55.0,14.7,24.8,23.9,20.2,17.4,40.4,43.3,56.7,100,0.0,56.4,43.6,0
2015-16,pre-season,-,10/22/2015,W,48,67.4,32.6,52.9,16.2,35.3,15.4,11.8,19.9,36.8,44.4,55.6,93.8,6.3,59.6,40.4,0
2015-16,pre-season,-,10/22/2015,W,48,72.1,27.9,57.1,14.3,27.6,29.6,15.3,10.2,42.9,53.6,46.4,88.9,11.1,62.2,37.8,0
2015-16,pre-season,-,10/22/2015,W,48,76.7,23.3,62.6,14.1,21.2,10.1,16.2,17.2,48.5,71.0,29.0,85.7,14.3,73.7,26.3,0
2015-16,pre-season,-,10/22/2015,W,48,67.5,32.5,52.2,19.1,36.5,26.1,11.3,13.9,33.0,73.3,26.7,85.7,14.3,77.3,22.7,0
2015-16,pre-season,-,10/21/2015,L,53,66.2,33.8,37.4,11.2,22.4,12.1,40.2,18.7,26.2,30.0,70.0,50.0,50.0,35.7,64.3,0
2015-16,pre-season,-,10/21/2015,W,53,78.4,21.6,56.4,16.4,21.8,9.1,21.8,16.4,40.0,61.3,38.7,100,0.0,69.2,30.8,0
2015-16,pre-season,-,10/21/2015,L,48,72.9,27.1,66.7,18.4,6.9,16.1,26.4,17.2,48.3,48.3,51.7,100,0.0,51.6,48.4,0
2015-16,pre-season,-,10/21/2015,L,48,72.1,27.9,53.3,7.6,22.9,19.0,23.8,10.5,45.7,42.9,57.1,87.5,12.5,52.8,47.2,0
2015-16,pre-season,-,10/21/2015,W,48,67.5,32.5,42.4,22.2,27.3,9.1,30.3,15.2,20.2,42.9,57.1,88.9,11.1,56.7,43.3,0
2015-16,pre-season,-,10/21/2015,W,48,75.6,24.4,53.7,19.5,22.0,12.2,24.4,18.3,34.1,54.5,45.5,83.3,16.7,60.7,39.3,0
2015-16,pre-season,-,10/21/2015,L,48,67.4,32.6,61.7,6.4,16.0,21.3,22.3,25.5,55.3,58.6,41.4,80.0,20.0,61.8,38.2,0
2015-16,pre-season,-,10/21/2015,W,48,74.2,25.8,54.5,12.7,21.8,10.0,23.6,16.4,41.8,53.3,46.7,100,0.0,63.2,36.8,0
2015-16,pre-season,-,10/21/2015,W,48,69.7,30.3,58.6,10.1,27.3,11.1,14.1,21.2,48.5,62.1,37.9,77.8,22.2,65.8,34.2,0
2015-16,pre-season,-,10/21/2015,L,48,68.3,31.7,56.8,14.8,29.6,22.2,13.6,11.1,42.0,56.5,43.5,100,0.0,67.7,32.3,0
2015-16,pre-season,-,10/20/2015,L,48,78.5,21.5,62.7,7.8,14.7,19.6,22.5,23.5,54.9,21.9,78.1,80.0,20.0,29.7,70.3,0
2015-16,pre-season,-,10/20/2015,L,48,72.1,27.9,57.4,21.3,19.1,14.9,23.4,18.1,36.2,40.7,59.3,66.7,33.3,45.5,54.5,0
2015-16,pre-season,-,10/20/2015,W,48,69.6,30.4,58.4,21.2,31.9,10.6,9.7,11.5,37.2,39.4,60.6,66.7,33.3,46.7,53.3,0
2015-16,pre-season,-,10/20/2015,W,48,67.9,32.1,60.4,17.0,25.5,17.9,14.2,10.4,43.4,46.9,53.1,66.7,33.3,51.2,48.8,0
2015-16,pre-season,-,10/20/2015,W,48,74.4,25.6,55.4,26.2,20.8,10.8,23.8,20.0,29.2,55.6,44.4,77.8,22.2,60.0,40.0,0
2015-16,pre-season,-,10/20/2015,L,48,78.2,21.8,58.9,21.1,12.6,5.3,28.4,13.7,37.9,57.1,42.9,100,0.0,62.5,37.5,0
2015-16,pre-season,-,10/20/2015,W,48,66.7,33.3,44.7,17.5,35.0,9.7,20.4,3.9,27.2,47.8,52.2,91.7,8.3,62.9,37.1,0
2015-16,pre-season,-,10/20/2015,L,48,84.0,16.0,71.4,19.0,10.7,7.1,17.9,19.0,52.4,63.3,36.7,100,0.0,66.7,33.3,0
2015-16,pre-season,-,10/20/2015,W,48,73.1,26.9,57.7,23.1,31.7,23.1,10.6,22.1,34.6,60.0,40.0,90.9,9.1,68.3,31.7,0
2015-16,pre-season,-,10/20/2015,L,48,71.2,28.8,45.5,13.6,13.6,14.8,40.9,18.2,31.8,80.0,20.0,100,0.0,83.3,16.7,0
2015-16,pre-season,-,10/19/2015,L,48,67.0,33.0,52.9,3.9,29.4,12.7,17.6,16.7,49.0,29.6,70.4,80.0,20.0,43.2,56.8,0
2015-16,pre-season,-,10/19/2015,L,48,72.2,27.8,58.0,12.0,24.0,15.0,18.0,17.0,46.0,48.3,51.7,50.0,50.0,48.6,51.4,0
2015-16,pre-season,-,10/19/2015,W,48,59.7,40.3,46.8,19.1,31.9,12.8,21.3,17.0,27.7,36.4,63.6,80.0,20.0,50.0,50.0,0
2015-16,pre-season,-,10/19/2015,W,48,58.4,41.6,53.3,13.3,30.0,16.7,16.7,20.0,40.0,37.5,62.5,83.3,16.7,50.0,50.0,0
2015-16,regular-season,-,04/13/2016,L,53,81.4,18.6,70.9,25.5,19.1,6.4,10.0,9.1,45.5,41.0,59.0,71.4,28.6,45.7,54.3,0
2015-16,regular-season,-,04/13/2016,W,53,61.2,38.8,37.5,16.1,42.9,6.3,19.6,12.5,21.4,61.9,38.1,68.8,31.3,64.9,35.1,0
2015-16,regular-season,-,04/13/2016,L,48,78.4,21.6,81.8,22.7,6.8,6.8,11.4,9.1,59.1,33.3,66.7,100,0.0,36.8,63.2,0
2015-16,regular-season,-,04/13/2016,W,48,70.6,29.4,69.3,9.9,17.8,19.8,12.9,18.8,59.4,45.7,54.3,50.0,50.0,46.3,53.7,0
2015-16,regular-season,-,04/13/2016,W,48,59.6,40.4,52.3,13.1,30.8,15.0,16.8,21.5,39.3,32.1,67.9,90.9,9.1,48.7,51.3,0
2015-16,regular-season,-,04/13/2016,L,48,70.3,29.7,66.0,15.5,23.3,20.4,10.7,13.6,50.5,47.1,52.9,75.0,25.0,52.4,47.6,0
2015-16,regular-season,-,04/13/2016,L,48,67.7,32.3,64.8,21.0,25.7,11.4,9.5,10.5,43.8,41.2,58.8,100,0.0,53.5,46.5,0
2015-16,regular-season,-,04/13/2016,W,48,83.7,16.3,65.3,4.1,15.3,18.4,19.4,17.3,61.2,50.0,50.0,80.0,20.0,54.1,45.9,0
2015-16,regular-season,-,04/13/2016,W,48,73.7,26.3,66.7,14.0,18.4,19.3,14.9,19.3,52.6,50.0,50.0,100,0.0,57.8,42.2,0
2015-16,regular-season,-,04/13/2016,W,48,60.2,39.8,54.4,5.8,37.9,15.5,7.8,13.6,48.5,42.9,57.1,92.3,7.7,58.5,41.5,0
2015-16,regular-season,-,04/13/2016,W,48,68.2,31.8,60.6,14.7,24.8,21.1,14.7,14.7,45.9,60.6,39.4,55.6,44.4,59.5,40.5,0
2015-16,regular-season,-,04/13/2016,L,48,75.5,24.5,65.4,21.2,23.1,9.6,11.5,16.3,44.2,52.9,47.1,87.5,12.5,59.5,40.5,0
2015-16,regular-season,-,04/13/2016,L,48,73.4,26.6,66.7,14.1,21.2,19.2,12.1,17.2,52.5,51.5,48.5,100,0.0,60.0,40.0,0
2015-16,regular-season,-,04/13/2016,L,48,73.6,26.4,65.2,13.0,22.8,19.6,12.0,22.8,52.2,60.0,40.0,71.4,28.6,62.2,37.8,0
2015-16,regular-season,-,04/13/2016,L,48,49.4,50.6,41.8,19.8,39.6,6.6,18.7,25.3,22.0,47.4,52.6,91.7,8.3,64.5,35.5,0
2015-16,regular-season,-,04/13/2016,L,48,61.5,38.5,51.9,4.9,40.7,21.0,7.4,25.9,46.9,57.1,42.9,81.8,18.2,65.6,34.4,0
2015-16,regular-season,-,04/13/2016,L,48,70.8,29.2,60.4,10.4,31.3,18.8,8.3,7.3,50.0,62.1,37.9,80.0,20.0,66.7,33.3,0
2015-16,regular-season,-,04/13/2016,W,48,66.3,33.7,61.5,25.6,28.2,6.0,10.3,12.0,35.9,58.3,41.7,100,0.0,68.1,31.9,0
2015-16,regular-season,-,04/13/2016,W,48,68.9,31.1,60.4,16.7,18.8,11.5,20.8,14.6,43.8,62.1,37.9,100,0.0,68.6,31.4,0
2015-16,regular-season,-,04/13/2016,L,48,63.0,37.0,42.9,10.2,33.7,19.4,23.5,13.3,32.7,57.1,42.9,90.9,9.1,68.8,31.3,0
2015-16,regular-season,-,04/13/2016,L,48,63.9,36.1,62.5,6.3,28.1,14.6,9.4,13.5,56.3,63.3,36.7,88.9,11.1,69.2,30.8,0
2015-16,regular-season,-,04/13/2016,W,48,71.1,28.9,41.7,8.7,39.1,7.8,19.1,15.7,33.0,54.2,45.8,93.3,6.7,69.2,30.8,0
2015-16,regular-season,-,04/13/2016,W,48,63.9,36.1,63.8,6.9,25.9,25.9,10.3,25.0,56.9,70.3,29.7,70.0,30.0,70.2,29.8,0
2015-16,regular-season,-,04/13/2016,W,48,73.3,26.7,57.7,4.1,34.0,14.4,8.2,16.5,53.6,60.7,39.3,100,0.0,71.8,28.2,0
2015-16,regular-season,-,04/13/2016,W,48,67.4,32.6,59.7,4.2,27.1,18.1,13.2,16.7,55.6,72.1,27.9,76.9,23.1,73.2,26.8,0
2015-16,regular-season,-,04/13/2016,L,48,56.8,43.2,38.1,7.6,48.6,13.3,13.3,23.8,30.5,55.0,45.0,100,0.0,75.7,24.3,0
2015-16,regular-season,-,04/13/2016,W,48,46.0,54.0,41.6,11.2,48.0,27.2,10.4,15.2,30.4,65.4,34.6,90.0,10.0,76.1,23.9,0
2015-16,regular-season,-,04/13/2016,L,48,67.4,32.6,53.2,11.0,30.3,16.5,16.5,10.1,42.2,79.3,20.7,72.7,27.3,77.5,22.5,0
2015-16,regular-season,-,04/12/2016,W,53,83.9,16.1,64.7,23.5,11.8,8.8,23.5,19.6,41.2,39.4,60.6,50.0,50.0,40.5,59.5,0
2015-16,regular-season,-,04/12/2016,L,53,71.3,28.7,59.2,16.3,18.4,7.1,22.4,7.1,42.9,44.8,55.2,83.3,16.7,51.4,48.6,0
2015-16,regular-season,-,04/12/2016,W,48,74.4,25.6,62.6,26.3,21.2,4.0,16.2,14.1,36.4,25.8,74.2,100,0.0,39.5,60.5,0
2015-16,regular-season,-,04/12/2016,L,48,78.6,21.4,62.4,10.8,16.1,7.5,21.5,16.1,51.6,34.5,65.5,100,0.0,44.1,55.9,0
2015-16,regular-season,-,04/12/2016,L,48,76.7,23.3,71.4,19.0,17.9,7.1,10.7,16.7,52.4,43.3,56.7,60.0,40.0,45.7,54.3,0
2015-16,regular-season,-,04/12/2016,W,48,73.7,26.3,62.3,19.7,24.6,12.3,13.1,16.4,42.6,42.1,57.9,90.0,10.0,52.1,47.9,0
2015-16,regular-season,-,04/12/2016,W,48,76.3,23.8,68.6,23.5,17.6,17.6,13.7,16.7,45.1,60.0,40.0,83.3,16.7,63.4,36.6,0
2015-16,regular-season,-,04/12/2016,L,48,54.5,45.5,40.8,4.1,45.9,2.0,13.3,18.4,36.7,45.0,55.0,100,0.0,68.6,31.4,0
2015-16,regular-season,-,04/12/2016,W,48,66.7,33.3,52.7,9.1,32.7,20.0,14.5,21.8,43.6,69.0,31.0,75.0,25.0,70.7,29.3,0
2015-16,regular-season,-,04/12/2016,L,48,66.3,33.8,57.8,28.9,33.3,4.4,8.9,13.3,28.9,65.4,34.6,100,0.0,75.0,25.0,0
2015-16,regular-season,-,04/11/2016,W,48,65.1,34.9,53.2,12.8,30.3,6.4,16.5,18.3,40.4,31.0,69.0,72.7,27.3,42.5,57.5,0
2015-16,regular-season,-,04/11/2016,L,48,80.8,19.2,77.6,16.3,9.2,6.1,13.3,12.2,61.2,42.1,57.9,66.7,33.3,43.9,56.1,0
2015-16,regular-season,-,04/11/2016,L,48,73.0,27.0,52.0,10.0,24.0,14.0,24.0,19.0,42.0,46.2,53.8,62.5,37.5,50.0,50.0,0
2015-16,regular-season,-,04/11/2016,L,48,78.0,22.0,71.3,19.8,14.9,9.9,13.9,26.7,51.5,44.4,55.6,100,0.0,51.2,48.8,0
2015-16,regular-season,-,04/11/2016,W,48,60.5,39.5,49.5,15.8,32.7,4.0,17.8,16.8,33.7,40.0,60.0,81.8,18.2,52.8,47.2,0
2015-16,regular-season,-,04/11/2016,L,48,68.4,31.6,61.3,12.6,27.0,33.3,11.7,21.6,48.6,52.9,47.1,60.0,40.0,54.5,45.5,0
2015-16,regular-season,-,04/11/2016,W,48,60.5,39.5,47.4,12.3,36.8,7.0,15.8,9.6,35.1,37.0,63.0,92.9,7.1,56.1,43.9,0
2015-16,regular-season,-,04/11/2016,W,48,65.1,34.9,51.2,9.3,34.9,13.2,14.0,14.0,41.9,48.5,51.5,80.0,20.0,58.3,41.7,0
2015-16,regular-season,-,04/11/2016,W,48,71.9,28.1,61.7,13.3,22.5,25.8,15.8,12.5,48.3,48.6,51.4,100,0.0,58.7,41.3,0
2015-16,regular-season,-,04/11/2016,L,48,65.5,34.5,66.0,17.0,25.5,13.8,8.5,20.2,48.9,48.4,51.6,100,0.0,59.0,41.0,0
2015-16,regular-season,-,04/11/2016,L,48,57.1,42.9,56.5,4.3,29.3,12.0,14.1,7.6,52.2,46.2,53.8,100,0.0,60.0,40.0,0
2015-16,regular-season,-,04/11/2016,W,48,79.5,20.5,66.7,17.1,17.1,14.3,16.2,13.3,49.5,57.1,42.9,83.3,16.7,61.0,39.0,0
2015-16,playoffs,-,06/19/2016,W,48,69.5,30.5,58.1,6.5,19.4,19.4,22.6,17.2,51.6,51.9,48.1,50.0,50.0,51.5,48.5,0
2015-16,playoffs,-,06/19/2016,L,48,50.6,49.4,38.2,6.7,50.6,7.9,11.2,11.2,31.5,47.1,52.9,93.3,6.7,68.8,31.3,0
2015-16,playoffs,-,06/16/2016,L,48,52.4,47.6,35.6,5.9,44.6,9.9,19.8,15.8,29.7,50.0,50.0,66.7,33.3,57.6,42.4,0
2015-16,playoffs,-,06/16/2016,W,48,64.9,35.1,52.2,15.7,26.1,16.5,21.7,13.0,36.5,60.0,40.0,60.0,40.0,60.0,40.0,0
2015-16,playoffs,-,06/13/2016,W,48,71.1,28.9,60.7,17.9,26.8,25.0,12.5,16.1,42.9,23.5,76.5,70.0,30.0,34.1,65.9,0
2015-16,playoffs,-,06/13/2016,L,48,51.1,48.9,37.1,6.2,43.3,9.3,19.6,11.3,30.9,44.4,55.6,71.4,28.6,56.3,43.8,0
2015-16,playoffs,-,06/10/2016,L,48,69.1,30.9,66.0,16.5,18.6,6.2,15.5,9.3,49.5,31.3,68.8,83.3,16.7,39.5,60.5,0
2015-16,playoffs,-,06/10/2016,W,48,55.6,44.4,29.6,11.1,47.2,8.3,23.1,16.7,18.5,56.3,43.8,82.4,17.6,69.7,30.3,0
2015-16,playoffs,-,06/08/2016,W,48,72.5,27.5,60.0,15.0,30.0,12.5,10.0,28.3,45.0,38.9,61.1,75.0,25.0,47.9,52.1,0
2015-16,playoffs,-,06/08/2016,L,48,56.6,43.4,51.1,15.6,30.0,8.9,18.9,8.9,35.6,60.9,39.1,77.8,22.2,65.6,34.4,0
2015-16,playoffs,-,06/05/2016,L,48,70.9,29.1,59.7,7.8,19.5,14.3,20.8,26.0,51.9,47.8,52.2,80.0,20.0,53.6,46.4,0
2015-16,playoffs,-,06/05/2016,W,48,59.3,40.7,52.7,7.3,40.9,12.7,6.4,23.6,45.5,51.7,48.3,73.3,26.7,59.1,40.9,0
2015-16,playoffs,-,06/02/2016,L,48,75.0,25.0,56.2,9.0,23.6,20.2,20.2,13.5,47.2,48.0,52.0,71.4,28.6,53.1,46.9,0
2015-16,playoffs,-,06/02/2016,W,48,69.0,31.0,65.4,13.5,26.0,8.7,8.7,24.0,51.9,64.7,35.3,77.8,22.2,67.4,32.6,0
2015-16,playoffs,-,05/30/2016,W,48,56.5,43.5,41.7,8.3,53.1,12.5,5.2,10.4,33.3,55.0,45.0,52.9,47.1,54.1,45.9,0
2015-16,playoffs,-,05/30/2016,L,48,69.7,30.3,61.4,27.3,23.9,9.1,14.8,13.6,34.1,48.1,51.9,100,0.0,58.8,41.2,0
2015-16,playoffs,-,05/28/2016,L,48,74.4,25.6,69.3,17.8,8.9,14.9,21.8,15.8,51.5,37.1,62.9,100,0.0,42.1,57.9,0
2015-16,playoffs,-,05/28/2016,W,48,48.9,51.1,27.8,1.9,58.3,13.0,13.9,17.6,25.9,40.0,60.0,81.0,19.0,63.9,36.1,0
2015-16,playoffs,-,05/27/2016,L,48,68.4,31.6,57.5,18.4,27.6,5.7,14.9,10.3,39.1,24.0,76.0,50.0,50.0,30.3,69.7,0
2015-16,playoffs,-,05/27/2016,W,48,58.1,41.9,40.7,8.8,45.1,15.0,14.2,13.3,31.9,39.1,60.9,76.5,23.5,55.0,45.0,0
2015-16,playoffs,-,05/26/2016,L,48,67.0,33.0,46.8,19.8,35.1,13.5,18.0,14.4,27.0,46.2,53.8,84.6,15.4,59.0,41.0,0
2015-16,playoffs,-,05/26/2016,W,48,71.8,28.2,51.7,11.7,22.5,23.3,25.8,16.7,40.0,51.6,48.4,100,0.0,62.5,37.5,0
2015-16,playoffs,-,05/25/2016,W,48,72.7,27.3,58.6,19.0,25.9,18.1,15.5,25.9,39.7,47.1,52.9,70.0,30.0,52.3,47.7,0
2015-16,playoffs,-,05/25/2016,L,48,75.4,24.6,61.5,20.5,11.5,17.9,26.9,24.4,41.0,66.7,33.3,100,0.0,70.4,29.6,0
2015-16,playoffs,-,05/24/2016,L,48,62.5,37.5,51.1,10.6,28.7,17.0,20.2,19.1,40.4,37.5,62.5,66.7,33.3,45.5,54.5,0
2015-16,playoffs,-,05/24/2016,W,48,71.1,28.9,50.8,10.2,22.9,12.7,26.3,15.3,40.7,60.0,40.0,55.6,44.4,59.0,41.0,0
2015-16,playoffs,-,05/23/2016,W,48,71.8,28.2,66.7,24.8,20.0,4.8,13.3,16.2,41.9,31.4,68.6,85.7,14.3,40.5,59.5,0
2015-16,playoffs,-,05/23/2016,L,48,50.6,49.4,52.5,16.2,39.4,4.0,8.1,10.1,36.4,50.0,50.0,76.9,23.1,59.0,41.0,0
2015-16,playoffs,-,05/22/2016,W,48,72.8,27.2,57.1,10.5,18.0,21.8,24.8,13.5,46.6,39.5,60.5,75.0,25.0,45.7,54.3,0
2015-16,playoffs,-,05/22/2016,L,48,65.2,34.8,53.3,11.4,28.6,12.4,18.1,13.3,41.9,42.9,57.1,70.0,30.0,50.0,50.0,0
2015-16,playoffs,-,05/21/2016,W,48,62.7,37.3,52.5,16.2,36.4,17.2,11.1,11.1,36.4,26.9,73.1,66.7,33.3,39.5,60.5,0
2015-16,playoffs,-,05/21/2016,L,48,48.1,51.9,33.3,9.5,50.0,16.7,16.7,19.0,23.8,35.7,64.3,71.4,28.6,53.6,46.4,0
2015-16,playoffs,-,05/19/2016,L,48,59.8,40.2,53.9,22.5,30.3,2.2,15.7,9.0,31.5,37.5,62.5,88.9,11.1,51.5,48.5,0
2015-16,playoffs,-,05/19/2016,W,48,72.4,27.6,57.4,11.1,19.4,7.4,23.1,9.3,46.3,54.8,45.2,100,0.0,63.2,36.8,0
2015-16,playoffs,-,05/18/2016,W,48,67.1,32.9,50.8,10.2,33.1,8.5,16.1,19.5,40.7,50.0,50.0,84.6,15.4,60.5,39.5,0
2015-16,playoffs,-,05/18/2016,L,48,70.5,29.5,61.5,15.4,23.1,14.3,15.4,13.2,46.2,57.1,42.9,85.7,14.3,62.9,37.1,0
2015-16,playoffs,-,05/17/2016,W,48,73.0,27.0,59.1,10.4,18.3,13.9,22.6,16.5,48.7,44.1,55.9,100,0.0,53.7,46.3,0
2015-16,playoffs,-,05/17/2016,L,48,68.4,31.6,64.3,21.4,17.9,8.3,17.9,20.2,42.9,51.9,48.1,100,0.0,59.4,40.6,0
2015-16,playoffs,-,05/16/2016,W,48,80.9,19.1,57.4,20.4,22.2,19.4,20.4,18.5,37.0,48.4,51.6,87.5,12.5,56.4,43.6,0
2015-16,playoffs,-,05/16/2016,L,48,67.0,33.0,56.9,11.8,32.4,22.5,10.8,16.7,45.1,62.1,37.9,72.7,27.3,65.0,35.0,0
2015-16,playoffs,-,05/15/2016,W,48,76.5,23.5,51.7,15.5,23.3,13.8,25.0,14.7,36.2,43.3,56.7,44.4,55.6,43.6,56.4,0
2015-16,playoffs,-,05/15/2016,L,48,65.3,34.7,56.2,11.2,23.6,6.7,20.2,13.5,44.9,40.0,60.0,85.7,14.3,50.0,50.0,0
2015-16,playoffs,-,05/13/2016,L,48,80.5,19.5,65.9,15.4,13.2,13.2,20.9,6.6,50.5,23.3,76.7,75.0,25.0,29.4,70.6,0
2015-16,playoffs,-,05/13/2016,W,48,75.0,25.0,64.1,21.4,20.4,4.9,15.5,5.8,42.7,27.3,72.7,85.7,14.3,37.5,62.5,0
2015-16,playoffs,-,05/12/2016,L,48,81.7,18.3,68.7,12.1,18.2,5.1,13.1,11.1,56.6,38.2,61.8,100,0.0,47.5,52.5,0
2015-16,playoffs,-,05/12/2016,W,48,74.1,25.9,60.2,10.6,15.9,18.6,23.9,11.5,49.6,50.0,50.0,66.7,33.3,52.5,47.5,0
2015-16,playoffs,-,05/11/2016,L,48,72.7,27.3,54.9,17.6,19.8,5.5,25.3,11.0,37.4,28.0,72.0,83.3,16.7,38.7,61.3,0
2015-16,playoffs,-,05/11/2016,W,48,79.0,21.0,56.6,14.1,21.2,8.1,22.2,14.1,42.4,42.9,57.1,57.1,42.9,45.7,54.3,0
2015-16,playoffs,-,05/11/2016,L,48,60.9,39.1,36.4,11.6,39.7,21.5,24.0,13.2,24.8,27.3,72.7,87.5,12.5,52.6,47.4,0
2015-16,playoffs,-,05/11/2016,W,48,61.9,38.1,46.4,12.8,33.6,14.4,20.0,7.2,33.6,62.1,37.9,71.4,28.6,65.1,34.9,0
2015-16,all-star,-,02/14/2016,L,48,56.9,43.1,63.6,8.1,34.7,17.3,1.7,11.0,55.5,41.8,58.2,55.0,45.0,45.3,54.7,0
2015-16,all-star,-,02/14/2016,W,48,46.3,53.7,52.0,7.1,47.4,22.4,0.5,12.8,44.9,68.6,31.4,51.6,48.4,62.2,37.8,0
2015-16,all-star,-,02/12/2016,W,40,60.3,39.7,58.6,5.1,36.3,9.6,5.1,21.0,53.5,63.0,37.0,36.8,63.2,55.4,44.6,0
2015-16,all-star,-,02/12/2016,W,40,76.9,23.1,75.7,8.1,16.2,10.8,8.1,21.6,67.6,60.7,39.3,50.0,50.0,59.4,40.6,0
2015-16,all-star,-,02/12/2016,L,40,54.8,45.2,54.0,6.3,28.6,6.3,17.5,7.9,47.6,52.9,47.1,83.3,16.7,60.9,39.1,0
2015-16,all-star,-,02/12/2016,L,40,65.8,34.2,67.5,2.6,29.2,9.7,3.2,8.4,64.9,65.4,34.6,73.3,26.7,67.2,32.8,0
2016-17,pre-season,-,10/21/2016,L,48,75.6,24.4,61.0,9.8,14.6,19.5,24.4,23.2,51.2,16.0,84.0,100,0.0,27.6,72.4,0
2016-17,pre-season,-,10/21/2016,L,48,72.2,27.8,59.5,24.3,12.2,9.5,28.4,18.9,35.1,31.8,68.2,33.3,66.7,32.0,68.0,0
2016-17,pre-season,-,10/21/2016,L,48,72.6,27.4,58.2,18.2,13.6,8.2,28.2,14.5,40.0,25.0,75.0,80.0,20.0,32.4,67.6,0
2016-17,pre-season,-,10/21/2016,W,48,78.9,21.1,58.4,17.7,18.6,10.6,23.0,23.0,40.7,30.3,69.7,42.9,57.1,32.5,67.5,0
2016-17,pre-season,-,10/21/2016,W,48,79.8,20.2,61.2,16.3,15.3,19.4,23.5,27.6,44.9,43.3,56.7,80.0,20.0,48.6,51.4,0
2016-17,pre-season,-,10/21/2016,W,48,71.4,28.6,58.7,14.7,24.8,22.9,16.5,28.4,44.0,40.6,59.4,88.9,11.1,51.2,48.8,0
2016-17,pre-season,-,10/21/2016,L,48,62.4,37.6,60.6,22.2,24.2,22.2,15.2,17.2,38.4,43.3,56.7,87.5,12.5,52.6,47.4,0
