SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,G,FREQ_WHOLE_NUM,FGM_GT_15,FGA_GT_15,GT_15_PCT,NS_GT_15_PCT,PLUSMINUS
2022-23,Playoffs,ATL,Atlanta Hawks,6,6,50.1,17.8,45.2,39.5,37.7,1.8
2022-23,Playoffs,LAC,LA Clippers,5,5,43.9,16.0,38.0,42.1,39.2,2.9
2022-23,Playoffs,MIL,Milwaukee Bucks,5,5,50.1,20.8,45.0,46.2,36.4,9.8
2022-23,PlayIn,MIA,Miami Heat,2,2,52.2,13.0,46.5,28.0,38.3,-10.3
2022-23,PlayIn,NOP,New Orleans Pelicans,1,1,47.8,13.0,44.0,29.5,36.7,-7.2
2022-23,PlayIn,TOR,Toronto Raptors,1,1,46.5,13.0,40.0,32.5,38.8,-6.3
2022-23,PlayIn,MIN,Minnesota Timberwolves,2,2,46.4,14.0,42.0,33.3,36.1,-2.8
2022-23,PlayIn,OKC,Oklahoma City Thunder,2,2,45.3,14.5,38.5,37.7,37.1,0.6
2022-23,PlayIn,CHI,Chicago Bulls,2,2,44.8,13.5,37.0,36.5,35.6,0.9
2022-23,PlayIn,ATL,Atlanta Hawks,1,1,46.2,16.0,42.0,38.1,36.4,1.7
2022-23,PlayIn,LAL,Los Angeles Lakers,1,1,54.2,19.0,45.0,42.2,37.2,5.0
2023-24,Regular+Season,NOP,New Orleans Pelicans,82,82,51.8,16.0,44.9,35.5,37.2,-1.6
2023-24,Regular+Season,HOU,Houston Rockets,82,82,48.5,15.3,42.6,36.0,37.4,-1.4
2023-24,Regular+Season,DEN,Denver Nuggets,81,81,43.7,13.8,38.4,35.9,37.2,-1.3
2023-24,Regular+Season,POR,Portland Trail Blazers,82,82,46.8,14.7,40.5,36.2,37.4,-1.2
2023-24,Regular+Season,MIN,Minnesota Timberwolves,82,82,47.1,14.8,40.8,36.4,37.2,-0.8
2023-24,Regular+Season,PHI,Philadelphia 76ers,82,82,46.4,14.6,40.1,36.3,37.2,-0.8
2023-24,Regular+Season,BOS,Boston Celtics,82,82,48.4,16.1,44.3,36.4,37.2,-0.8
2023-24,Regular+Season,MIA,Miami Heat,82,82,50.7,15.9,43.6,36.4,37.2,-0.7
2023-24,Regular+Season,OKC,Oklahoma City Thunder,82,82,49.5,16.1,44.2,36.5,37.2,-0.7
2023-24,Regular+Season,GSW,Golden State Warriors,82,82,49.0,16.2,44.3,36.6,37.3,-0.7
2023-24,Regular+Season,MIL,Milwaukee Bucks,82,82,47.1,15.8,43.3,36.6,37.2,-0.7
2023-24,Regular+Season,ORL,Orlando Magic,82,82,47.4,14.6,39.8,36.7,37.2,-0.5
2023-24,Regular+Season,PHX,Phoenix Suns,82,82,48.6,16.2,44.1,36.8,37.1,-0.4
2023-24,Regular+Season,LAC,LA Clippers,82,82,48.2,15.9,42.8,37.3,37.3,0.0
2023-24,Regular+Season,DAL,Dallas Mavericks,82,82,48.1,16.2,43.5,37.2,37.3,0.0
2023-24,Regular+Season,NYK,New York Knicks,82,82,48.7,15.6,41.7,37.5,37.2,0.2
2023-24,Regular+Season,WAS,Washington Wizards,82,82,44.3,15.4,41.1,37.5,37.3,0.2
2023-24,Regular+Season,CLE,Cleveland Cavaliers,82,82,46.9,15.4,41.0,37.6,37.2,0.4
2023-24,Regular+Season,CHA,Charlotte Hornets,82,82,48.5,16.1,42.5,37.9,37.3,0.6
2023-24,Regular+Season,BKN,Brooklyn Nets,81,81,47.9,16.1,42.3,38.0,37.2,0.7
2023-24,Regular+Season,TOR,Toronto Raptors,82,82,47.7,16.5,43.5,38.1,37.3,0.7
2023-24,Regular+Season,SAS,San Antonio Spurs,82,82,46.0,16.2,42.5,38.2,37.5,0.7
2023-24,Regular+Season,IND,Indiana Pacers,82,82,41.0,14.0,36.8,38.1,37.3,0.8
2023-24,Regular+Season,CHI,Chicago Bulls,82,82,53.0,17.4,45.9,37.9,37.2,0.8
2023-24,Regular+Season,LAL,Los Angeles Lakers,82,82,49.8,17.9,46.4,38.6,37.4,1.2
2023-24,Regular+Season,MEM,Memphis Grizzlies,82,82,48.9,16.5,42.5,38.8,37.4,1.4
2023-24,Regular+Season,DET,Detroit Pistons,82,82,44.9,15.4,40.0,38.6,37.2,1.4
2023-24,Regular+Season,SAC,Sacramento Kings,82,82,47.2,16.0,40.9,39.0,37.5,1.5
2023-24,Regular+Season,ATL,Atlanta Hawks,82,82,47.6,16.8,43.0,39.0,37.1,1.9
2023-24,Regular+Season,UTA,Utah Jazz,82,82,48.5,17.8,44.4,40.1,37.5,2.6
2024-25,Regular+Season,OKC,Oklahoma City Thunder,82,82,52.0,15.7,45.2,34.7,36.6,-2.0
2024-25,Regular+Season,HOU,Houston Rockets,82,82,46.3,14.5,40.9,35.5,36.8,-1.3
2024-25,Regular+Season,TOR,Toronto Raptors,82,82,48.9,15.3,43.1,35.5,36.5,-1.0
2024-25,Regular+Season,CHI,Chicago Bulls,82,82,48.6,16.4,46.1,35.7,36.6,-0.9
2024-25,Regular+Season,LAC,LA Clippers,82,82,50.5,15.6,43.3,35.9,36.8,-0.8
2024-25,Regular+Season,LAL,Los Angeles Lakers,82,82,49.0,15.8,43.8,36.1,36.7,-0.6
2024-25,Regular+Season,BOS,Boston Celtics,82,82,49.1,15.7,43.9,35.8,36.4,-0.6
2024-25,Regular+Season,MIL,Milwaukee Bucks,82,82,49.9,16.3,45.4,35.8,36.4,-0.6
2024-25,Regular+Season,MIA,Miami Heat,82,82,50.0,15.9,44.2,36.0,36.4,-0.4
2024-25,Regular+Season,CLE,Cleveland Cavaliers,82,82,48.4,15.9,44.0,36.0,36.5,-0.4
2024-25,Regular+Season,DEN,Denver Nuggets,82,82,48.6,16.5,45.3,36.5,36.7,-0.2
2024-25,Regular+Season,MIN,Minnesota Timberwolves,82,82,47.9,15.4,42.1,36.6,36.7,-0.1
2024-25,Regular+Season,BKN,Brooklyn Nets,82,82,47.9,14.7,40.4,36.5,36.6,-0.1
2024-25,Regular+Season,MEM,Memphis Grizzlies,82,82,50.7,16.9,46.0,36.7,36.7,0.0
2024-25,Regular+Season,NOP,New Orleans Pelicans,82,82,50.8,16.9,45.9,36.9,36.8,0.0
2024-25,Regular+Season,IND,Indiana Pacers,82,82,46.8,15.4,42.0,36.5,36.4,0.1
2024-25,Regular+Season,DAL,Dallas Mavericks,82,82,45.6,15.4,41.8,36.9,36.7,0.2
2024-25,Regular+Season,SAS,San Antonio Spurs,82,82,50.0,17.1,46.2,37.0,36.7,0.3
2024-25,Regular+Season,CHA,Charlotte Hornets,82,82,51.9,17.0,46.1,36.8,36.5,0.3
2024-25,Regular+Season,WAS,Washington Wizards,82,82,48.5,16.7,45.0,37.1,36.6,0.5
2024-25,Regular+Season,UTA,Utah Jazz,82,82,50.8,17.6,47.2,37.3,36.8,0.5
2024-25,Regular+Season,GSW,Golden State Warriors,82,82,49.1,15.9,42.7,37.3,36.8,0.5
2024-25,Regular+Season,POR,Portland Trail Blazers,82,82,47.5,15.8,41.9,37.6,36.9,0.7
2024-25,Regular+Season,ORL,Orlando Magic,82,82,45.8,13.9,37.3,37.4,36.7,0.8
2024-25,Regular+Season,NYK,New York Knicks,82,82,48.2,15.5,41.7,37.2,36.4,0.8
2024-25,Regular+Season,PHX,Phoenix Suns,82,82,50.2,17.0,45.2,37.7,36.6,1.1
2024-25,Regular+Season,DET,Detroit Pistons,82,82,49.5,16.4,43.5,37.8,36.6,1.2
2024-25,Regular+Season,SAC,Sacramento Kings,82,82,49.9,16.7,43.7,38.2,36.7,1.5
2024-25,Regular+Season,PHI,Philadelphia 76ers,82,82,48.5,16.0,42.1,38.1,36.6,1.5
2024-25,Regular+Season,ATL,Atlanta Hawks,82,82,49.1,16.9,44.2,38.3,36.6,1.7
2024-25,Playoffs,LAL,Los Angeles Lakers,5,5,45.7,12.6,39.6,31.8,37.4,-5.6
2024-25,Playoffs,MEM,Memphis Grizzlies,4,4,54.3,17.3,51.8,33.3,37.8,-4.5
2024-25,Playoffs,IND,Indiana Pacers,23,23,47.8,14.0,41.4,33.9,38.2,-4.3
2024-25,Playoffs,BOS,Boston Celtics,11,11,48.3,13.4,41.3,32.6,35.2,-2.6
2024-25,Playoffs,OKC,Oklahoma City Thunder,23,23,52.6,16.1,45.0,35.8,38.0,-2.2
2024-25,Playoffs,DEN,Denver Nuggets,14,14,46.5,14.8,41.2,35.9,37.8,-1.9
2024-25,Playoffs,NYK,New York Knicks,18,18,51.1,15.7,43.3,36.3,37.3,-1.0
2024-25,Playoffs,MIN,Minnesota Timberwolves,15,15,52.0,15.9,43.4,36.6,37.2,-0.6
2024-25,Playoffs,DET,Detroit Pistons,6,6,45.8,15.0,40.2,37.3,37.2,0.1
2024-25,Playoffs,CLE,Cleveland Cavaliers,9,9,51.3,16.3,42.7,38.3,38.0,0.2
2024-25,Playoffs,GSW,Golden State Warriors,12,12,43.3,13.1,35.6,36.8,36.5,0.2
2024-25,Playoffs,HOU,Houston Rockets,7,7,56.8,18.1,49.3,36.8,36.4,0.4
2024-25,Playoffs,ORL,Orlando Magic,5,5,47.7,14.2,37.2,38.2,36.9,1.3
2024-25,Playoffs,LAC,LA Clippers,7,7,46.9,16.0,40.0,40.0,38.1,1.9
2024-25,Playoffs,MIL,Milwaukee Bucks,5,5,53.8,20.0,46.8,42.7,38.8,3.9
2024-25,Playoffs,MIA,Miami Heat,4,4,53.8,20.5,46.0,44.6,38.0,6.6
2024-25,PlayIn,ORL,Orlando Magic,1,1,27.4,5.0,23.0,21.7,35.9,-14.2
2024-25,PlayIn,MIA,Miami Heat,2,2,49.2,14.5,45.5,31.9,36.2,-4.4
2024-25,PlayIn,CHI,Chicago Bulls,1,1,44.6,13.0,37.0,35.1,37.2,-2.1
2024-25,PlayIn,MEM,Memphis Grizzlies,2,2,52.3,16.0,45.0,35.6,36.9,-1.3
2024-25,PlayIn,DAL,Dallas Mavericks,2,2,41.0,15.5,38.5,40.3,37.4,2.9
2024-25,PlayIn,ATL,Atlanta Hawks,2,2,55.6,20.0,52.0,38.5,35.0,3.4
2024-25,PlayIn,SAC,Sacramento Kings,1,1,44.6,16.0,37.0,43.2,37.4,5.8
2024-25,PlayIn,GSW,Golden State Warriors,1,1,37.2,14.0,32.0,43.8,37.3,6.5
2024-25,IST,PHX,Phoenix Suns,4,4,51.1,13.5,47.0,28.7,36.7,-8.0
2024-25,IST,GSW,Golden State Warriors,5,5,46.7,12.6,41.2,30.6,36.9,-6.3
2024-25,IST,TOR,Toronto Raptors,4,4,54.1,16.0,49.5,32.3,38.0,-5.6
2024-25,IST,HOU,Houston Rockets,6,6,48.1,13.7,42.8,31.9,37.0,-5.1
2024-25,IST,BOS,Boston Celtics,4,4,44.1,13.0,41.3,31.5,36.2,-4.7
2024-25,IST,NOP,New Orleans Pelicans,4,4,45.3,13.5,41.3,32.7,37.3,-4.6
2024-25,IST,OKC,Oklahoma City Thunder,7,7,57.7,15.4,46.0,33.5,37.4,-3.9
2024-25,IST,DEN,Denver Nuggets,4,4,44.5,13.8,41.8,32.9,36.7,-3.7
2024-25,IST,MIL,Milwaukee Bucks,7,7,43.0,12.1,37.0,32.8,36.3,-3.5
2024-25,IST,ATL,Atlanta Hawks,6,6,54.4,16.3,48.5,33.7,37.0,-3.4
2024-25,IST,WAS,Washington Wizards,4,4,50.7,15.5,46.3,33.5,36.9,-3.4
2024-25,IST,NYK,New York Knicks,5,5,51.7,15.0,45.8,32.8,34.6,-1.8
2024-25,IST,PHI,Philadelphia 76ers,4,4,49.2,13.5,39.8,34.0,34.8,-0.8
2024-25,IST,LAC,LA Clippers,4,4,54.5,16.5,45.3,36.5,36.5,-0.1
2024-25,IST,LAL,Los Angeles Lakers,4,4,51.6,18.3,47.8,38.2,37.4,0.8
2024-25,IST,MEM,Memphis Grizzlies,4,4,49.5,17.3,45.8,37.7,36.9,0.8
2024-25,IST,DAL,Dallas Mavericks,5,5,50.2,17.6,46.2,38.1,37.1,1.0
2024-25,IST,SAS,San Antonio Spurs,4,4,55.4,18.8,48.5,38.7,37.5,1.1
2024-25,IST,SAC,Sacramento Kings,4,4,51.2,18.3,48.3,37.8,36.6,1.2
2024-25,IST,CHI,Chicago Bulls,4,4,48.6,18.8,47.3,39.7,36.3,3.4
2024-25,IST,POR,Portland Trail Blazers,4,4,52.9,17.8,43.5,40.8,37.2,3.7
2024-25,IST,ORL,Orlando Magic,5,5,48.1,15.2,38.0,40.0,36.3,3.7
2024-25,IST,DET,Detroit Pistons,4,4,49.3,19.0,44.8,42.5,38.0,4.5
2024-25,IST,MIA,Miami Heat,4,4,50.1,17.8,42.0,42.3,37.7,4.6
2024-25,IST,CLE,Cleveland Cavaliers,4,4,48.8,17.0,41.8,40.7,36.0,4.7
2024-25,IST,UTA,Utah Jazz,4,4,52.4,20.0,46.8,42.8,37.9,4.9
2024-25,IST,MIN,Minnesota Timberwolves,4,4,46.6,17.8,42.3,42.0,36.6,5.4
2024-25,IST,CHA,Charlotte Hornets,4,4,53.7,19.0,45.8,41.5,34.7,6.8
2024-25,IST,IND,Indiana Pacers,4,4,49.4,19.3,42.0,45.8,37.2,8.6
2024-25,IST,BKN,Brooklyn Nets,4,4,52.1,19.5,44.3,44.1,35.0,9.1
2025-26,Regular+Season,DAL,Dallas Mavericks,37,37,44.5,14.3,41.8,34.2,36.8,-2.6
2025-26,Regular+Season,TOR,Toronto Raptors,38,38,50.7,15.1,43.6,34.7,36.9,-2.2
2025-26,Regular+Season,MIA,Miami Heat,37,37,49.6,16.0,46.3,34.5,36.5,-2.0
2025-26,Regular+Season,PHI,Philadelphia 76ers,35,35,47.0,15.0,42.3,35.6,36.8,-1.2
2025-26,Regular+Season,DET,Detroit Pistons,37,37,49.1,14.9,42.0,35.3,36.6,-1.2
2025-26,Regular+Season,HOU,Houston Rockets,34,34,48.9,15.2,42.6,35.8,36.6,-0.8
2025-26,Regular+Season,SAC,Sacramento Kings,37,37,47.1,15.5,42.3,36.5,37.3,-0.8
2025-26,Regular+Season,MIN,Minnesota Timberwolves,37,37,47.2,15.4,42.5,36.1,36.9,-0.7
2025-26,Regular+Season,IND,Indiana Pacers,37,37,45.9,14.8,40.8,36.2,36.9,-0.7
2025-26,Regular+Season,PHX,Phoenix Suns,37,37,48.2,14.8,41.2,36.0,36.6,-0.6
2025-26,Regular+Season,BKN,Brooklyn Nets,34,34,43.9,13.7,37.7,36.4,37.0,-0.6
2025-26,Regular+Season,GSW,Golden State Warriors,38,38,46.4,14.9,41.3,36.2,36.7,-0.5
2025-26,Regular+Season,NOP,New Orleans Pelicans,39,39,51.2,17.1,47.0,36.3,36.6,-0.3
2025-26,Regular+Season,POR,Portland Trail Blazers,38,38,45.8,14.9,40.9,36.5,36.6,-0.2
2025-26,Regular+Season,ATL,Atlanta Hawks,39,39,47.4,15.6,43.0,36.4,36.6,-0.2
2025-26,Regular+Season,DEN,Denver Nuggets,37,37,49.9,16.5,45.5,36.2,36.3,0.0
2025-26,Regular+Season,ORL,Orlando Magic,38,38,44.8,14.6,39.5,36.9,36.9,0.0
2025-26,Regular+Season,SAS,San Antonio Spurs,37,37,50.1,16.6,44.8,37.0,36.4,0.6
2025-26,Regular+Season,MEM,Memphis Grizzlies,37,37,52.3,17.9,47.7,37.5,36.7,0.7
2025-26,Regular+Season,CLE,Cleveland Cavaliers,38,38,47.6,16.1,42.7,37.6,37.0,0.7
2025-26,Regular+Season,CHI,Chicago Bulls,37,37,47.4,16.6,44.4,37.4,36.5,0.9
2025-26,Regular+Season,MIL,Milwaukee Bucks,37,37,50.2,16.4,43.9,37.4,36.4,1.0
2025-26,Regular+Season,LAC,LA Clippers,36,36,50.1,16.5,43.9,37.6,36.6,1.0
2025-26,Regular+Season,WAS,Washington Wizards,36,36,48.0,17.2,45.4,37.8,36.7,1.1
2025-26,Regular+Season,BOS,Boston Celtics,36,36,51.6,16.6,44.3,37.5,36.4,1.1
2025-26,Regular+Season,CHA,Charlotte Hornets,37,37,46.4,15.9,41.9,38.0,36.9,1.2
2025-26,Regular+Season,LAL,Los Angeles Lakers,35,35,49.4,16.2,42.9,37.7,36.4,1.3
2025-26,Regular+Season,NYK,New York Knicks,37,37,51.9,17.2,45.4,37.8,36.4,1.4
2025-26,Regular+Season,OKC,Oklahoma City Thunder,38,38,53.5,17.5,46.5,37.7,36.2,1.5
2025-26,Regular+Season,UTA,Utah Jazz,36,36,51.8,18.2,47.6,38.3,36.6,1.6
2025-26,IST,IND,Indiana Pacers,4,4,43.4,12.0,38.8,31.0,36.7,-5.7
2025-26,IST,MIA,Miami Heat,5,5,48.8,15.2,46.2,32.9,37.4,-4.5
2025-26,IST,DEN,Denver Nuggets,4,4,49.3,14.8,46.0,32.1,36.5,-4.4
2025-26,IST,TOR,Toronto Raptors,5,5,52.6,14.8,45.2,32.7,36.8,-4.0
2025-26,IST,ORL,Orlando Magic,6,6,42.5,12.3,37.3,33.0,36.7,-3.7
2025-26,IST,MIN,Minnesota Timberwolves,4,4,46.0,13.5,40.0,33.8,36.8,-3.1
2025-26,IST,SAC,Sacramento Kings,4,4,49.6,15.0,44.0,34.1,37.2,-3.1
2025-26,IST,BKN,Brooklyn Nets,4,4,43.1,12.3,36.8,33.3,36.3,-3.0
2025-26,IST,DET,Detroit Pistons,4,4,52.0,15.5,46.0,33.7,35.9,-2.2
2025-26,IST,MIL,Milwaukee Bucks,4,4,46.8,14.8,41.8,35.3,37.2,-1.9
2025-26,IST,POR,Portland Trail Blazers,4,4,49.6,16.8,45.8,36.6,38.3,-1.7
2025-26,IST,CLE,Cleveland Cavaliers,4,4,48.0,15.0,42.3,35.5,36.5,-1.0
2025-26,IST,OKC,Oklahoma City Thunder,6,6,54.5,17.0,47.0,36.2,36.8,-0.6
2025-26,IST,PHI,Philadelphia 76ers,4,4,47.5,16.0,45.0,35.6,35.9,-0.3
2025-26,IST,HOU,Houston Rockets,4,4,52.7,16.3,44.0,36.9,37.0,-0.1
2025-26,IST,GSW,Golden State Warriors,4,4,52.0,17.5,46.0,38.0,37.7,0.3
2025-26,IST,NYK,New York Knicks,6,6,51.3,16.7,44.7,37.3,36.9,0.4
2025-26,IST,SAS,San Antonio Spurs,6,6,50.9,17.3,45.2,38.4,37.5,0.9
2025-26,IST,DAL,Dallas Mavericks,4,4,47.3,15.3,41.0,37.2,35.8,1.4
2025-26,IST,MEM,Memphis Grizzlies,4,4,54.3,17.8,47.8,37.2,35.5,1.7
2025-26,IST,ATL,Atlanta Hawks,4,4,52.0,18.3,48.0,38.0,36.0,2.0
2025-26,IST,NOP,New Orleans Pelicans,4,4,49.2,16.5,43.5,37.9,35.7,2.2
2025-26,IST,CHA,Charlotte Hornets,4,4,41.7,15.5,38.5,40.3,38.0,2.2
2025-26,IST,PHX,Phoenix Suns,5,5,50.1,17.0,42.8,39.7,37.0,2.7
2025-26,IST,CHI,Chicago Bulls,4,4,48.1,19.3,47.0,41.0,38.2,2.8
2025-26,IST,LAL,Los Angeles Lakers,5,5,48.6,16.6,42.8,38.8,35.6,3.2
2025-26,IST,BOS,Boston Celtics,4,4,48.4,15.8,40.5,38.9,35.5,3.4
2025-26,IST,WAS,Washington Wizards,4,4,43.2,16.8,41.0,40.9,36.0,4.8
2025-26,IST,LAC,LA Clippers,4,4,47.6,17.0,42.5,40.0,35.0,5.0
2025-26,IST,UTA,Utah Jazz,4,4,47.8,18.8,42.8,43.9,37.2,6.7
