SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,POSS,POSS_PCT,PPP,PTS,FGM,FGA,FG_PCT,EFG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,PERCENTILE
2023-24,Pre+Season,SAC,Sacramento Kings,5,3.4,2.9,0.88,3.0,1.4,2.6,53.8,53.8,5.9,17.6,5.9,0.0,47.1,12.9
2023-24,Pre+Season,Cairns Taipans,Cairns Taipans,2,5.5,4.5,1.27,7.0,3.0,5.5,54.5,59.1,9.1,0.0,9.1,9.1,54.5,71.0
2023-24,Pre+Season,Ra'anana Maccabi Ra'anana,Ra'anana Maccabi Ra'anana,3,5.3,4.7,0.81,4.3,2.0,4.7,42.9,42.9,6.3,6.3,6.3,0.0,43.8,9.7
2023-24,Pre+Season,ORL,Orlando Magic,4,4.3,3.8,0.71,3.0,1.3,3.5,35.7,35.7,11.8,5.9,11.8,0.0,41.2,0.0
2023-24,Pre+Season,Madrid Baloncesto,Madrid Baloncesto,1,7.0,5.7,1.43,10.0,4.0,6.0,66.7,66.7,14.3,0.0,0.0,0.0,71.4,0.0
2023-24,Pre+Season,New Zealand Breakers,New Zealand Breakers,2,3.0,2.8,1.33,4.0,2.0,2.5,80.0,80.0,0.0,16.7,0.0,0.0,66.7,0.0
2023-24,Pre+Season,Flamengo Flamengo,Flamengo Flamengo,1,4.0,3.8,0.00,0.0,0.0,2.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
2023-24,Regular+Season,POR,Portland Trail Blazers,82,8.0,7.1,1.15,9.2,4.1,7.0,59.2,59.4,9.4,5.6,9.0,2.0,58.1,72.4
2023-24,Regular+Season,UTA,Utah Jazz,82,7.3,6.3,1.21,8.8,3.7,5.9,62.2,62.4,12.9,8.6,12.3,3.4,60.2,89.7
2023-24,Regular+Season,ATL,Atlanta Hawks,82,8.0,6.9,1.06,8.4,3.4,6.6,52.1,52.6,12.7,6.9,12.6,2.6,53.1,13.8
2023-24,Regular+Season,DEN,Denver Nuggets,82,7.2,6.6,1.12,8.0,3.4,6.1,55.2,55.6,13.1,4.3,12.1,2.2,56.6,51.7
2023-24,Regular+Season,PHI,Philadelphia 76ers,82,6.9,6.2,1.13,7.7,3.2,5.7,56.1,56.4,13.0,6.7,12.3,3.0,55.8,55.2
2023-24,Regular+Season,HOU,Houston Rockets,82,6.6,5.8,1.14,7.5,3.2,5.6,56.9,57.2,12.4,7.2,12.0,4.2,56.1,65.5
2023-24,Regular+Season,NYK,New York Knicks,81,6.6,6.0,1.10,7.2,3.1,5.2,58.6,59.0,14.4,9.6,12.9,3.4,56.5,27.6
2023-24,Regular+Season,BKN,Brooklyn Nets,82,6.2,5.7,1.13,7.0,3.0,5.2,57.3,58.7,12.1,6.6,10.9,2.5,56.4,58.6
2023-24,Regular+Season,NOP,New Orleans Pelicans,81,6.1,5.5,1.17,7.1,2.9,5.0,58.2,58.6,14.9,5.9,13.8,4.1,58.7,79.3
2023-24,Regular+Season,MIN,Minnesota Timberwolves,82,5.7,5.2,1.23,7.0,2.9,4.7,62.0,62.0,17.2,4.7,16.4,4.7,62.1,96.6
2023-24,Regular+Season,ORL,Orlando Magic,82,6.1,5.6,1.13,6.9,2.8,5.0,57.1,57.6,14.1,7.4,12.9,2.6,57.3,62.1
