SEASON,SEASON_TYPE,LINEUP,TEAM_ABB,GROUP_NAME,TEAM_ABBREVIATION,GP,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,PIE
2023-24,Regular+Season,J. Valanciunas - C. McCollum - Z. Williamson - D. Daniels - J. Hawkins,NOP,4,17,148.5,118.2,30.3,72.2,3.25,24.5,46.7,78.9,64.7,0.1,65.2,67.9,95.14,60.1,0,0
2023-24,Regular+Season,J. Wiseman - I. Stewart - C. Cunningham - J. Ivey - A. Thompson,DET,6,17,121.1,107.5,13.6,61.1,1.83,22.4,0.0,72.2,44.8,0.2,73.2,74.0,110.23,53.9,0,0
2023-24,Regular+Season,K. Dunn - W. Kessler - T. Hendricks - K. George - B. Sensabaugh,UTA,1,17,81.1,102.7,-21.6,45.5,0.71,11.1,15.0,95.0,55.0,0.2,40.0,44.7,102.09,36.5,0,0
2023-24,Regular+Season,K. Durant - E. Gordon - J. Okogie - D. Eubanks - N. Little,PHX,5,17,111.1,113.9,-2.8,40.0,2.00,13.0,23.5,81.3,51.5,0.1,51.6,56.5,99.96,49.7,0,0
2023-24,Regular+Season,K. Irving - D. Powell - L. Doncic - G. Williams - J. Green,DAL,5,17,130.3,128.6,1.7,60.0,2.25,20.5,18.2,76.5,53.6,0.1,74.0,73.1,98.49,53.3,0,0
2023-24,Regular+Season,K. Irving - T. Hardaway Jr. - D. Powell - G. Williams - J. Green,DAL,9,17,87.2,104.7,-17.5,91.7,2.20,20.0,23.8,64.7,42.1,0.1,46.9,49.1,116.91,39.8,0,0
2023-24,Regular+Season,K. Lowry - J. Butler - J. Richardson - B. Adebayo - H. Highsmith,MIA,4,17,135.1,81.1,54.1,76.5,3.25,24.5,33.3,76.5,61.5,0.1,76.9,79.9,103.03,79.6,0,0
2023-24,Regular+Season,K. Lowry - J. Richardson - B. Adebayo - C. Martin - D. Robinson,MIA,3,17,111.8,91.2,20.6,71.4,1.67,21.7,15.4,88.2,56.7,0.2,61.1,65.1,98.51,59.4,0,0
2023-24,Regular+Season,K. Olynyk - B. Brown - R. Barrett - O. Agbaji - G. Dick,TOR,2,17,132.4,125.0,7.4,61.1,2.20,21.2,33.3,73.3,55.6,0.1,63.3,70.3,101.58,52.2,0,0
2023-24,Regular+Season,K. Thompson - J. Kuminga - T. Jackson-Davis - L. Quinones - B. Podziemski,GSW,5,17,110.3,97.4,12.9,70.6,3.00,21.8,25.0,89.5,60.0,0.1,56.3,59.1,106.01,63.4,0,0
2023-24,Regular+Season,L. James - C. Wood - J. Vanderbilt - R. Hachimura - A. Reaves,LAL,5,17,112.5,97.4,15.1,81.3,1.86,23.6,15.4,73.7,50.0,0.2,68.5,70.7,111.31,63.4,0,0
2023-24,Regular+Season,L. Kennard - J. Jackson Jr. - S. Aldama - S. Pippen Jr. - G. Jackson,MEM,1,17,116.7,125.7,-9.0,71.4,2.00,20.8,14.3,76.9,44.4,0.1,61.1,66.9,99.07,47.8,0,0
2023-24,Regular+Season,L. Nance Jr. - B. Ingram - T. Murphy III - J. Alvarado - D. Daniels,NOP,4,17,154.3,91.4,62.9,61.9,13.00,24.5,35.7,75.0,58.8,0.0,79.4,79.4,96.08,75.6,0,0
2023-24,Regular+Season,M. Fultz - W. Carter Jr. - C. Anthony - J. Suggs - P. Banchero,ORL,4,17,69.4,113.9,-44.4,71.4,0.63,11.6,10.5,90.0,37.9,0.2,33.3,42.7,100.17,18.3,0,0
2023-24,Regular+Season,M. Morris - B. Williams - A. Lawson - J. Hardy - O. Prosper,DAL,5,17,76.7,86.7,-9.9,53.8,0.78,12.7,21.7,90.0,53.5,0.2,41.2,43.5,122.67,41.2,0,0
2023-24,Regular+Season,M. Turner - B. Brown - A. Nembhard - A. Nesmith - J. Smith,IND,2,17,128.1,121.2,6.9,75.0,2.00,23.5,43.8,85.7,63.3,0.2,59.7,61.7,92.02,51.3,0,0
2023-24,Regular+Season,O. Anunoby - C. Boucher - J. McDaniels - M. Flynn - S. Barnes,TOR,4,17,112.5,103.0,9.5,64.3,1.80,20.0,25.0,45.0,36.1,0.2,56.7,58.3,92.31,53.0,0,0
2023-24,Regular+Season,P. Beverley - D. Lillard - G. Antetokounmpo - B. Portis - P. Connaughton,MIL,9,17,93.8,100.0,-6.3,70.0,2.33,16.3,28.6,61.1,46.9,0.1,47.9,54.5,90.90,61.2,0,0
2023-24,Regular+Season,P. Mills - B. Bogdanovic - D. Murray - O. Okongwu - S. Bey,ATL,7,17,95.2,130.6,-35.3,62.5,2.00,16.1,41.7,88.9,54.5,0.1,43.8,46.9,110.17,36.8,0,0
2023-24,Regular+Season,P. Mills - J. Butler - T. Bryant - C. Martin - J. Jaquez Jr.,MIA,2,17,105.4,82.9,22.5,60.0,2.25,17.6,29.4,82.4,55.9,0.1,50.0,55.8,99.55,65.6,0,0
2023-24,Regular+Season,P. Tucker - R. Westbrook - P. George - N. Powell - I. Zubac,LAC,7,17,100.0,139.5,-39.5,50.0,0.56,9.8,50.0,64.3,55.9,0.3,43.3,50.4,102.07,25.0,0,0
2023-24,Regular+Season,P. Washington - L. Ball - T. Maledon - N. Richards - B. McGowens,CHA,4,17,102.8,139.5,-36.7,57.1,2.00,15.1,45.0,70.6,56.8,0.1,46.9,50.8,103.16,39.9,0,0
2023-24,Regular+Season,R. Jackson - K. Caldwell-Pope - A. Gordon - N. Jokic - P. Watson,DEN,11,17,75.0,117.1,-42.1,50.0,1.67,11.4,25.0,83.3,46.9,0.1,37.9,41.0,98.12,24.3,0,0
2023-24,Regular+Season,S. Curry - D. Green - G. Payton II - J. Kuminga - B. Podziemski,GSW,5,17,128.2,102.6,25.6,60.0,2.00,20.7,41.2,73.3,56.3,0.2,67.1,66.4,108.30,60.2,0,0
2023-24,Regular+Season,S. Curry - D. Saric - J. Kuminga - M. Moody - B. Podziemski,GSW,6,17,102.6,125.0,-22.4,25.0,0.27,6.3,50.0,84.6,68.0,0.3,56.3,65.4,106.33,37.5,0,0
2023-24,Regular+Season,S. Curry - K. Thompson - D. Green - A. Wiggins - M. Moody,GSW,8,17,109.3,120.5,-11.2,66.7,1.33,20.0,27.8,70.6,48.6,0.2,61.8,64.1,113.06,47.5,0,0
2023-24,Regular+Season,S. Gilgeous-Alexander - I. Joe - C. Holmgren - O. Dieng - C. Wallace,OKC,10,17,108.3,120.0,-11.7,61.5,4.00,15.4,38.1,75.0,54.1,0.1,42.6,50.2,105.20,42.0,0,0
2023-24,Regular+Season,T. Hardaway Jr. - D. Exum - L. Doncic - G. Williams - D. Lively II,DAL,4,17,160.0,133.3,26.7,57.9,0.00,25.6,16.7,58.3,37.5,0.0,74.2,75.3,89.20,52.9,0,0
2023-24,Regular+Season,T. Jones - D. Gafford - J. Poole - D. Avdija - B. Coulibaly,WAS,3,17,92.9,137.5,-44.6,83.3,2.14,25.9,7.1,70.6,41.9,0.2,60.9,60.9,117.68,38.3,0,0
2023-24,Regular+Season,T. Jones - K. Kuzma - L. Shamet - D. Gafford - B. Coulibaly,WAS,6,17,141.7,107.9,33.8,57.9,11.00,22.0,21.4,66.7,46.9,0.0,68.8,71.8,105.61,60.1,0,0
2023-24,Regular+Season,T. Jones - K. Kuzma - M. Bagley III - L. Shamet - B. Coulibaly,WAS,3,17,108.3,92.1,16.2,68.8,1.57,19.6,47.4,76.9,59.4,0.2,50.0,51.4,102.07,54.8,0,0
2023-24,Regular+Season,T. Lyles - D. Sabonis - D. Fox - M. Monk - A. Vezenkov,SAC,6,17,121.1,100.0,21.1,52.9,1.80,14.8,50.0,81.3,61.4,0.1,47.6,49.6,105.47,50.7,0,0
2023-24,Regular+Season,T. McConnell - O. Toppin - A. Nesmith - I. Jackson - B. Mathurin,IND,8,17,84.6,117.5,-32.9,54.5,0.67,10.9,45.5,57.1,51.2,0.2,35.9,43.2,108.59,22.4,0,0
2023-24,Regular+Season,V. Micic - I. Joe - C. Holmgren - J. Williams - C. Wallace,OKC,5,17,136.4,115.2,21.2,55.0,2.75,22.9,40.0,62.5,53.8,0.1,73.3,73.9,95.14,61.0,0,0
2023-24,Regular+Season,V. Micic - K. Williams - C. Holmgren - J. Williams - C. Wallace,OKC,4,17,96.9,112.5,-15.6,50.0,1.00,14.3,26.7,50.0,40.0,0.2,51.9,53.9,90.44,43.6,0,0
2023-24,Regular+Season,W. Carter Jr. - C. Anthony - F. Wagner - P. Banchero - A. Black,ORL,5,17,115.2,105.9,9.3,60.0,9.00,19.1,25.0,71.4,44.1,0.0,52.9,52.5,96.15,55.8,0,0
2023-24,Regular+Season,W. Matthews - C. Capela - D. Murray - T. Young - S. Bey,ATL,4,17,108.3,144.7,-36.4,73.3,3.67,20.8,27.3,64.3,41.7,0.1,47.2,50.5,106.88,33.2,0,0
2023-24,Regular+Season,A. Coffey - T. Mann - B. Hyland - M. Diabate - K. Brown,LAC,2,16,136.4,109.1,27.3,50.0,1.60,15.1,63.2,61.9,62.5,0.2,53.0,58.8,96.40,61.5,0,0
2023-24,Regular+Season,A. Horford - J. Brown - D. White - P. Pritchard - X. Tillman,BOS,4,16,133.3,110.0,23.3,46.7,2.33,14.9,50.0,66.7,57.1,0.1,52.9,54.6,88.34,54.6,0,0
2023-24,Regular+Season,A. Horford - J. Holiday - J. Tatum - O. Brissett - S. Hauser,BOS,2,16,146.9,97.1,49.7,62.5,2.50,21.3,33.3,83.3,60.6,0.1,70.0,72.0,100.60,63.2,0,0
2023-24,Regular+Season,A. Horford - K. Porzingis - J. Brown - J. Tatum - P. Pritchard,BOS,4,16,102.9,134.3,-31.3,26.7,1.00,8.5,40.9,58.3,47.1,0.1,45.5,47.9,106.43,30.1,0,0
2023-24,Regular+Season,B. Biyombo - J. Jackson Jr. - J. Nowell - D. Bane - D. Roddy,MEM,4,16,126.5,88.9,37.6,33.3,1.20,13.6,28.6,78.9,57.6,0.1,64.1,65.4,104.22,56.1,0,0
2023-24,Regular+Season,B. Biyombo - M. Smart - L. Kennard - J. Jackson Jr. - D. Bane,MEM,3,16,111.1,77.8,33.3,56.3,0.90,19.1,22.2,69.6,56.3,0.3,74.0,76.0,106.55,74.8,0,0
2023-24,Regular+Season,B. Bogdanovic - D. Murray - D. Hunter - O. Okongwu - J. Johnson,ATL,10,16,105.7,105.9,-0.2,53.8,2.33,15.6,17.6,68.8,42.4,0.1,53.7,57.3,105.25,52.7,0,0
2023-24,Regular+Season,B. Bogdanovic - J. Hart - D. DiVincenzo - M. Robinson - M. McBride,NYK,6,16,131.3,116.1,15.1,43.8,2.33,14.9,53.3,50.0,51.9,0.1,61.3,63.3,95.09,55.5,0,0
2023-24,Regular+Season,B. Bogdanovic - M. Bagley III - C. Cunningham - J. Ivey - A. Thompson,DET,4,16,89.5,158.3,-68.9,61.5,1.14,15.1,35.0,81.8,51.6,0.2,43.5,48.6,111.93,27.3,0,0
2023-24,Regular+Season,B. Bogdanovic - T. Young - O. Okongwu - J. Johnson - A. Griffin,ATL,3,16,102.6,110.5,-7.9,69.2,3.00,17.0,33.3,85.7,54.3,0.1,46.9,51.7,114.48,45.8,0,0
2023-24,Regular+Season,B. Clarke - S. Pippen Jr. - J. Goodwin - G. Jackson - T. Jemison,MEM,1,16,85.3,91.4,-6.1,61.5,2.00,16.0,34.8,77.8,53.7,0.1,36.1,38.4,104.37,40.2,0,0
2023-24,Regular+Season,B. Lopez - D. Lillard - G. Antetokounmpo - M. Beasley - A. Green,MIL,5,16,75.0,128.6,-53.6,66.7,2.00,13.6,10.0,82.4,43.2,0.1,41.1,44.1,105.29,26.9,0,0
2023-24,Regular+Season,B. Lopez - K. Middleton - G. Antetokounmpo - P. Connaughton - M. Beasley,MIL,5,16,108.8,102.9,6.0,80.0,2.40,26.1,0.0,72.2,44.8,0.1,68.8,66.2,106.47,55.8,0,0
2023-24,Regular+Season,B. Lopez - P. Beverley - K. Middleton - B. Portis - M. Beasley,MIL,3,16,130.3,121.9,8.4,57.9,0.00,25.0,0.0,75.0,48.0,0.0,73.2,74.4,98.63,59.8,0,0
2023-24,Regular+Season,C. Cunningham - S. Umude - J. Ivey - J. Duren - T. Evbuomwan,DET,1,16,91.4,111.1,-19.7,75.0,3.00,18.4,22.7,94.1,53.8,0.1,40.3,44.1,106.06,38.5,0,0
2023-24,Regular+Season,C. LeVert - D. Mitchell - J. Allen - D. Garland - E. Mobley,CLE,8,16,97.4,94.4,2.9,61.5,1.33,15.7,31.3,70.6,51.5,0.2,46.6,55.4,111.35,58.4,0,0
2023-24,Regular+Season,C. LeVert - G. Niang - J. Allen - M. Strus - C. Porter Jr.,CLE,5,16,91.4,91.2,0.3,63.6,1.40,15.9,14.3,68.8,43.3,0.1,52.0,57.9,101.39,55.4,0,0
2023-24,Regular+Season,C. McCollum - L. Nance Jr. - Z. Williamson - N. Marshall - J. Hawkins,NOP,5,16,128.2,102.6,25.6,61.1,2.75,21.6,8.3,73.3,44.4,0.1,70.0,73.6,112.57,62.6,0,0
2023-24,Regular+Season,C. Osman - C. Bassey - T. Jones - M. Branham - V. Wembanyama,SAS,6,16,102.8,89.2,13.6,46.7,1.00,14.9,31.3,64.7,48.5,0.2,54.8,57.2,110.00,53.9,0,0
2023-24,Regular+Season,C. Osman - D. Vassell - T. Jones - J. Champagnie - V. Wembanyama,SAS,5,16,78.9,138.9,-59.9,58.3,0.70,13.2,38.1,62.5,48.6,0.3,42.2,43.9,112.29,24.7,0,0
2023-24,Regular+Season,C. Osman - K. Johnson - C. Bassey - D. Vassell - T. Jones,SAS,6,16,117.6,121.2,-3.6,64.3,3.00,19.1,25.0,63.2,45.7,0.1,55.0,60.5,99.16,52.4,0,0
2023-24,Regular+Season,C. Osman - K. Johnson - D. Vassell - T. Jones - D. Barlow,SAS,8,16,125.7,133.3,-7.6,58.8,5.00,20.4,22.2,64.7,42.9,0.1,58.6,59.8,104.86,44.9,0,0
2023-24,Regular+Season,C. Paul - K. Thompson - A. Wiggins - D. Saric - J. Kuminga,GSW,4,16,109.1,136.4,-27.3,64.3,1.29,19.6,30.8,62.5,48.3,0.2,59.3,62.6,98.28,41.0,0,0
2023-24,Regular+Season,D. Ayton - S. Henderson - J. Walker - K. Murray - J. Minaya,POR,2,16,74.2,137.5,-63.3,88.9,1.14,17.0,38.1,69.2,50.0,0.2,33.9,37.5,93.53,16.7,0,0
2023-24,Regular+Season,D. Booker - C. Metu - Y. Watanabe - D. Eubanks - J. Goodwin,PHX,3,16,111.8,136.4,-24.6,71.4,1.67,19.6,46.7,75.0,61.3,0.2,55.2,59.2,100.07,43.5,0,0
2023-24,Regular+Season,D. DeRozan - A. Drummond - J. Carter - C. White - A. Dosunmu,CHI,11,16,100.0,105.7,-5.7,41.7,2.50,11.9,18.8,53.3,35.5,0.1,46.3,52.7,106.28,45.5,0,0
2023-24,Regular+Season,D. DeRozan - A. Drummond - T. Craig - C. White - A. Dosunmu,CHI,8,16,165.6,118.8,46.9,50.0,2.25,20.9,22.2,63.6,45.0,0.1,83.3,84.4,94.43,63.9,0,0
2023-24,Regular+Season,D. Finney-Smith - D. Smith Jr. - M. Bridges - N. Claxton - C. Thomas,BKN,8,16,111.8,72.2,39.5,66.7,1.43,21.7,20.0,70.6,51.9,0.2,66.0,69.9,106.46,74.8,0,0
2023-24,Regular+Season,D. Lillard - G. Antetokounmpo - B. Portis - M. Beauchamp - A. Jackson Jr.,MIL,5,16,122.2,102.6,19.6,42.1,2.67,17.0,21.4,75.0,50.0,0.1,65.6,66.9,111.06,53.8,0,0
2023-24,Regular+Season,D. Lillard - G. Antetokounmpo - B. Portis - P. Connaughton - A. Green,MIL,8,16,120.6,102.7,17.9,62.5,2.00,21.3,23.1,61.1,45.2,0.1,66.7,68.2,105.84,54.0,0,0
2023-24,Regular+Season,D. McDermott - K. Johnson - D. Vassell - T. Jones - V. Wembanyama,SAS,8,16,105.6,108.1,-2.6,73.3,5.50,20.4,31.8,76.5,51.3,0.1,43.2,46.9,109.73,53.1,0,0
2023-24,Regular+Season,D. Rose - J. Jackson Jr. - D. Bane - S. Aldama - D. Roddy,MEM,2,16,125.0,121.2,3.8,93.3,7.00,29.8,6.3,71.4,36.7,0.1,64.5,64.5,99.36,45.9,0,0
2023-24,Regular+Season,D. Sabonis - M. Monk - D. Mitchell - K. Murray - K. Ellis,SAC,6,16,100.0,76.5,23.5,57.1,1.33,17.0,13.3,80.0,46.7,0.2,55.4,59.5,105.40,70.8,0,0
2023-24,Regular+Season,D. Theis - A. Coffey - B. Boston Jr. - B. Hyland - K. Brown,LAC,3,16,87.9,143.8,-55.9,75.0,2.25,18.8,31.6,50.0,40.0,0.1,45.0,45.7,96.49,24.8,0,0
2023-24,Regular+Season,E. Fournier - J. Wiseman - M. Sasser - S. Fontecchio - A. Thompson,DET,3,16,100.0,102.7,-2.7,53.3,2.00,16.7,22.2,63.6,37.9,0.1,48.5,51.8,107.85,44.0,0,0
2023-24,Regular+Season,F. VanVleet - J. Green - J. Tate - A. Sengun - T. Eason,HOU,4,16,179.3,130.0,49.3,55.6,0.00,22.2,46.2,66.7,58.1,0.0,71.7,74.6,91.01,66.9,0,0
2023-24,Regular+Season,I. Smith - T. Rozier - M. Bridges - C. Martin - P. Washington,CHA,4,16,92.7,105.0,-12.3,93.3,4.67,23.7,17.4,81.8,38.2,0.1,48.6,49.7,119.35,42.5,0,0
2023-24,Regular+Season,J. Brown - J. Tatum - L. Kornet - P. Pritchard - S. Hauser,BOS,7,16,96.8,100.0,-3.2,63.6,1.17,16.7,26.7,78.6,51.7,0.2,51.9,54.9,93.75,43.5,0,0
2023-24,Regular+Season,J. Butler - T. Rozier - J. Richardson - B. Adebayo - C. Martin,MIA,3,16,108.1,125.0,-16.9,60.0,3.00,17.0,31.8,85.7,52.8,0.1,44.6,49.9,107.17,41.9,0,0
2023-24,Regular+Season,J. Collins - C. Sexton - L. Samanic - K. George - B. Sensabaugh,UTA,2,16,157.1,127.3,29.9,50.0,1.43,20.8,37.5,72.2,61.5,0.2,85.2,86.4,103.62,64.7,0,0
2023-24,Regular+Season,J. Goodwin - J. LaRavia - G. Jackson - T. Allen - T. Jemison,MEM,2,16,106.5,109.4,-2.9,30.8,1.33,10.3,23.5,62.5,42.4,0.1,50.0,52.0,95.29,42.5,0,0
2023-24,Regular+Season,J. Holiday - J. Brown - J. Tatum - D. White - L. Kornet,BOS,7,16,115.8,121.6,-5.8,61.1,1.83,19.3,42.1,62.5,51.4,0.2,56.8,58.1,111.91,49.2,0,0
2023-24,Regular+Season,J. Ingles - M. Fultz - W. Carter Jr. - J. Suggs - P. Banchero,ORL,8,16,102.6,135.1,-32.5,75.0,3.00,24.0,0.0,83.3,43.5,0.1,66.7,67.8,113.73,40.2,0,0
2023-24,Regular+Season,J. Valanciunas - B. Ingram - H. Jones - J. Alvarado - J. Hawkins,NOP,6,16,125.0,109.4,15.6,72.2,3.25,26.5,28.6,90.0,54.2,0.1,61.3,61.1,96.71,54.5,0,0
2023-24,Regular+Season,J. Valanciunas - C. McCollum - Z. Williamson - H. Jones - J. Hawkins,NOP,2,16,106.7,133.3,-26.7,60.0,3.00,14.3,30.0,64.3,44.1,0.1,38.3,46.5,92.21,29.5,0,0
2023-24,Regular+Season,J. Valanciunas - C. McCollum - Z. Williamson - N. Marshall - T. Murphy III,NOP,9,16,94.3,80.6,13.7,50.0,2.00,14.0,12.5,78.3,51.3,0.1,50.0,53.1,107.06,58.5,0,0
2023-24,Regular+Season,K. Bates-Diop - C. Metu - Y. Watanabe - N. Little - J. Goodwin,PHX,3,16,85.7,114.7,-29.0,76.9,1.00,20.8,27.3,52.4,43.8,0.3,56.3,59.2,105.70,48.5,0,0
2023-24,Regular+Season,K. Hayes - I. Stewart - C. Cunningham - M. Sasser - A. Thompson,DET,3,16,94.1,122.9,-28.7,50.0,0.71,10.6,40.0,50.0,44.1,0.2,37.9,47.3,104.81,26.4,0,0
2023-24,Regular+Season,K. Irving - T. Hardaway Jr. - D. Exum - M. Kleber - D. Lively II,DAL,6,16,105.9,111.4,-5.5,50.0,1.40,15.6,25.0,78.6,50.0,0.1,53.3,56.7,106.72,40.4,0,0
2023-24,Regular+Season,K. Irving - T. Hardaway Jr. - D. Jones Jr. - D. Gafford - J. Hardy,DAL,4,16,105.7,131.4,-25.7,56.3,1.80,19.6,14.3,46.7,31.0,0.1,61.7,59.9,106.39,36.8,0,0
2023-24,Regular+Season,K. Johnson - T. Jones - M. Branham - J. Sochan - V. Wembanyama,SAS,8,16,64.9,118.9,-54.1,60.0,0.86,12.5,22.7,66.7,40.5,0.2,36.7,38.3,111.12,17.5,0,0
2023-24,Regular+Season,K. Lowry - B. Adebayo - D. Robinson - H. Highsmith - J. Jaquez Jr.,MIA,1,16,109.1,106.1,3.0,66.7,2.50,22.7,7.7,81.3,48.3,0.1,57.1,59.6,101.11,55.7,0,0
2023-24,Regular+Season,K. Lowry - B. Adebayo - T. Herro - J. Jaquez Jr. - J. Cain,MIA,2,16,93.5,132.3,-38.7,72.7,2.00,19.0,20.0,72.7,42.3,0.1,46.2,50.6,95.79,31.9,0,0
2023-24,Regular+Season,K. Lowry - J. Butler - B. Adebayo - D. Robinson - J. Jaquez Jr.,MIA,4,16,100.0,92.1,7.9,66.7,1.00,16.7,13.3,73.7,47.1,0.2,57.7,62.5,110.90,52.6,0,0
2023-24,Regular+Season,K. Lowry - K. Love - J. Butler - T. Bryant - T. Herro,MIA,2,16,91.7,113.5,-21.8,69.2,1.80,20.0,0.0,70.6,38.7,0.1,53.7,57.4,107.74,44.0,0,0
2023-24,Regular+Season,K. Lowry - T. Harris - J. Embiid - K. Oubre Jr. - T. Maxey,PHI,1,16,136.1,100.0,36.1,56.3,3.00,18.8,18.8,84.2,54.3,0.1,59.7,65.9,105.73,67.3,0,0
2023-24,Regular+Season,K. Olynyk - G. Trent Jr. - R. Barrett - O. Agbaji - J. Freeman-Liberty,TOR,2,16,111.8,102.9,8.9,33.3,1.00,11.4,27.8,50.0,37.5,0.1,51.6,54.8,106.27,49.5,0,0
2023-24,Regular+Season,K. Olynyk - J. Clarkson - J. Collins - C. Sexton - O. Agbaji,UTA,8,16,97.4,136.8,-39.4,57.1,1.60,15.7,20.0,100,50.0,0.1,47.0,52.0,113.84,34.8,0,0
2023-24,Regular+Season,K. Olynyk - K. Dunn - J. Collins - C. Sexton - S. Fontecchio,UTA,2,16,125.0,128.6,-3.6,81.3,2.60,24.5,33.3,60.0,45.5,0.1,66.1,70.4,107.17,51.1,0,0
2023-24,Regular+Season,K. Thompson - A. Wiggins - D. Saric - K. Looney - B. Podziemski,GSW,1,16,138.7,115.6,23.1,50.0,8.00,18.6,25.0,70.6,48.5,0.0,65.6,66.3,94.58,52.5,0,0
2023-24,Regular+Season,K. Thompson - D. Saric - J. Kuminga - L. Quinones - B. Podziemski,GSW,6,16,88.2,111.8,-23.5,81.8,2.25,20.5,6.7,62.5,35.5,0.1,48.0,51.8,102.57,40.3,0,0
2023-24,Regular+Season,L. James - A. Davis - J. Vanderbilt - A. Reaves - M. Christie,LAL,9,16,102.7,111.8,-9.1,56.3,1.13,18.4,33.3,82.4,65.4,0.2,70.8,70.2,108.19,53.8,0,0
2023-24,Regular+Season,L. James - A. Davis - S. Dinwiddie - D. Russell - A. Reaves,LAL,7,16,112.2,113.2,-1.0,58.8,3.33,18.2,23.5,76.9,46.7,0.1,57.6,63.0,119.40,49.4,0,0
2023-24,Regular+Season,L. James - T. Prince - J. Hayes - A. Reaves - M. Christie,LAL,3,16,78.1,150.0,-71.9,36.4,0.80,10.3,17.6,57.1,35.5,0.2,41.1,43.3,98.08,12.8,0,0
2023-24,Regular+Season,M. Brogdon - D. Ayton - M. Thybulle - S. Sharpe - T. Camara,POR,2,16,130.0,100.0,30.0,56.3,4.50,20.5,31.3,68.8,50.0,0.1,59.4,60.1,92.08,62.9,0,0
2023-24,Regular+Season,M. Conley - K. Anderson - K. Towns - N. Reid - A. Edwards,MIN,8,16,97.6,87.2,10.4,66.7,1.25,17.2,36.8,68.8,51.4,0.2,47.1,52.7,116.65,55.9,0,0
2023-24,Regular+Season,M. Conley - K. Anderson - K. Towns - S. Milton - N. Reid,MIN,6,16,84.8,100.0,-15.2,70.0,1.17,16.3,17.6,60.0,37.5,0.2,40.7,46.5,101.47,36.8,0,0
2023-24,Regular+Season,M. Conley - R. Gobert - K. Anderson - N. Alexander-Walker - J. McDaniels,MIN,10,16,100.0,82.4,17.6,36.4,1.33,9.3,29.4,100,64.7,0.1,48.0,55.3,102.84,63.1,0,0
2023-24,Regular+Season,M. Turner - B. Brown - A. Nembhard - T. Haliburton - A. Nesmith,IND,5,16,123.5,111.1,12.4,58.8,3.33,21.3,27.3,55.6,44.8,0.1,69.6,70.6,106.88,61.3,0,0
2023-24,Regular+Season,N. Vucevic - Z. LaVine - A. Caruso - T. Craig - C. White,CHI,5,16,106.1,115.2,-9.1,53.3,1.33,18.2,25.0,59.1,47.1,0.2,61.1,62.8,96.19,52.2,0,0
2023-24,Regular+Season,P. Beverley - M. Morris Sr. - T. Harris - D. Melton - P. Reed,PHI,3,16,120.6,130.3,-9.7,29.4,1.25,11.9,20.0,73.3,46.7,0.1,57.8,60.7,98.65,44.9,0,0
2023-24,Regular+Season,P. Beverley - T. Harris - K. Oubre Jr. - M. Bamba - T. Maxey,PHI,5,16,85.3,142.9,-57.6,40.0,1.00,9.3,23.8,80.0,47.2,0.1,38.7,43.7,106.26,12.8,0,0
2023-24,Regular+Season,P. George - K. Leonard - N. Powell - I. Zubac - B. Hyland,LAC,5,16,126.5,94.3,32.2,26.7,0.80,9.5,36.4,70.6,57.1,0.1,69.2,71.8,102.01,67.3,0,0
2023-24,Regular+Season,P. Mills - B. Bogdanovic - O. Okongwu - T. Forrest - J. Johnson,ATL,3,16,75.8,102.9,-27.2,100,1.67,21.7,15.8,86.7,47.1,0.2,41.4,42.5,98.85,38.5,0,0
2023-24,Regular+Season,R. Gobert - J. McLaughlin - N. Alexander-Walker - N. Reid - J. McDaniels,MIN,10,16,97.1,97.0,0.1,81.8,9.00,18.4,33.3,80.0,52.8,0.0,45.0,47.4,103.24,54.3,0,0
2023-24,Regular+Season,R. Gobert - K. Anderson - N. Reid - A. Edwards - J. McDaniels,MIN,12,16,100.0,86.5,13.5,83.3,2.50,19.2,26.3,83.3,54.1,0.1,45.0,53.1,112.39,59.9,0,0
2023-24,Regular+Season,R. Gobert - K. Anderson - S. Milton - N. Alexander-Walker - N. Reid,MIN,8,16,63.9,97.3,-33.4,33.3,0.50,6.8,27.3,70.6,46.2,0.2,31.0,34.9,107.45,15.2,0,0
2023-24,Regular+Season,R. Holmes - B. Williams - A. Lawson - J. Hardy - O. Prosper,DAL,3,16,108.3,138.9,-30.6,60.0,2.25,18.4,20.0,75.0,40.6,0.1,53.1,54.2,106.34,34.9,0,0
2023-24,Regular+Season,R. Jackson - K. Caldwell-Pope - A. Gordon - J. Murray - M. Porter Jr.,DEN,3,16,94.4,127.8,-33.3,45.5,1.25,11.1,23.5,47.6,36.8,0.1,46.4,51.1,105.45,32.8,0,0
2023-24,Regular+Season,R. Westbrook - J. Harden - P. George - K. Leonard - A. Coffey,LAC,3,16,133.3,127.0,6.3,73.3,5.50,21.6,8.3,70.6,44.8,0.1,67.3,73.8,116.72,63.5,0,0
2023-24,Regular+Season,S. Curry - A. Wiggins - D. Saric - T. Jackson-Davis - B. Podziemski,GSW,5,16,120.6,87.9,32.7,56.3,1.80,18.8,35.7,87.5,63.3,0.1,65.5,66.6,102.10,63.3,0,0
