SEASON,SEASON_TYPE,LINEUP,TEAM_ABB,GROUP_NAME,TEAM_ABBREVIATION,GP,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,PIE
2023-24,Regular+Season,C. LeVert - G. Niang - S. Merrill - E. Mobley - C. Porter Jr.,CLE,4,12,100.0,92.0,8.0,81.8,0.00,23.7,18.8,78.6,46.7,0.0,48.1,49.2,101.05,59.6,0,0
2023-24,Regular+Season,C. LeVert - J. Allen - M. Strus - D. Wade - S. Merrill,CLE,3,12,130.8,89.3,41.5,72.7,0.00,21.6,23.1,90.0,52.2,0.0,56.3,59.9,108.97,70.5,0,0
2023-24,Regular+Season,C. McCollum - L. Nance Jr. - B. Ingram - Z. Williamson - T. Murphy III,NOP,9,12,74.2,129.6,-55.4,55.6,2.50,13.2,17.6,60.0,33.3,0.1,40.4,40.8,114.21,25.2,0,0
2023-24,Regular+Season,C. McCollum - L. Nance Jr. - N. Marshall - D. Daniels - J. Hawkins,NOP,3,12,131.8,100.0,31.8,54.5,1.50,17.1,58.3,42.9,50.0,0.2,61.4,61.0,89.87,64.5,0,0
2023-24,Regular+Season,C. Metu - J. Wiseman - J. Ivey - J. Rhoden - M. Sasser,DET,4,12,65.5,79.3,-13.8,37.5,1.00,8.6,17.6,68.8,42.4,0.1,34.0,36.7,112.26,37.7,0,0
2023-24,Regular+Season,C. Osman - Z. Collins - K. Johnson - M. Branham - J. Sochan,SAS,6,12,103.8,103.8,0.0,45.5,2.50,15.2,15.4,78.6,48.1,0.1,52.1,54.3,106.51,48.1,0,0
2023-24,Regular+Season,C. Paul - D. Saric - G. Payton II - T. Jackson-Davis - B. Podziemski,GSW,2,12,129.2,79.2,50.0,53.8,3.50,17.1,58.8,91.7,72.4,0.1,50.0,50.4,96.54,75.9,0,0
2023-24,Regular+Season,C. Paul - K. Thompson - G. Payton II - T. Jackson-Davis - B. Podziemski,GSW,5,12,130.4,159.1,-28.7,83.3,5.00,26.3,50.0,46.7,48.0,0.1,66.7,67.2,92.57,52.1,0,0
2023-24,Regular+Season,C. Paul - S. Curry - D. Šarić - G. Payton II - J. Kuminga,GSW,8,12,111.5,103.8,7.7,87.5,1.17,19.4,33.3,85.7,56.3,0.2,58.8,69.2,107.16,45.1,0,0
2023-24,Regular+Season,C. Paul - S. Curry - K. Thompson - A. Wiggins - T. Jackson-Davis,GSW,7,12,114.3,177.8,-63.5,66.7,2.67,21.1,20.0,38.5,30.4,0.1,68.4,65.9,107.14,31.8,0,0
2023-24,Regular+Season,C. Paul - S. Curry - K. Thompson - D. Šarić - J. Kuminga,GSW,10,12,113.8,115.4,-1.6,76.9,1.67,24.4,25.0,66.7,47.1,0.2,71.4,73.9,107.81,52.6,0,0
2023-24,Regular+Season,C. Sexton - K. Lewis Jr. - M. Potter - W. Kessler - B. Sensabaugh,UTA,1,12,129.2,76.0,53.2,54.5,6.00,19.4,9.1,68.8,44.4,0.0,60.0,64.7,99.52,83.8,0,0
2023-24,Regular+Season,D. Avdija - J. Butler - A. Gill - C. Kispert - J. Davis,WAS,4,12,96.0,108.3,-12.3,71.4,1.67,14.7,28.6,72.7,48.0,0.1,40.5,48.9,99.80,42.5,0,0
2023-24,Regular+Season,D. Banton - S. Henderson - J. Walker - J. Minaya - D. Reath,POR,4,12,117.4,116.0,1.4,80.0,2.67,21.1,46.7,63.6,53.8,0.1,46.0,50.4,93.03,42.0,0,0
2023-24,Regular+Season,D. Bertans - M. Bridges - N. Richards - T. Mann - B. Miller,CHA,8,12,65.5,111.1,-45.6,60.0,0.43,8.3,28.6,66.7,48.3,0.2,32.4,46.3,116.20,23.9,0,0
2023-24,Regular+Season,D. DeRozan - A. Caruso - C. White - P. Williams - A. Dosunmu,CHI,5,12,69.2,146.2,-76.9,80.0,4.00,12.9,6.3,58.3,28.6,0.0,35.0,39.8,106.51,13.9,0,0
2023-24,Regular+Season,D. DeRozan - A. Drummond - A. Caruso - T. Craig - A. Dosunmu,CHI,6,12,116.7,95.8,20.8,70.0,0.00,20.0,38.5,66.7,53.6,0.0,50.0,54.6,95.21,69.0,0,0
2023-24,Regular+Season,D. Exum - D. Jones Jr. - L. Doncic - J. Hardy - D. Lively II,DAL,2,12,134.8,104.2,30.6,35.7,5.00,17.2,12.5,69.2,47.6,0.0,68.2,66.5,97.10,55.0,0,0
2023-24,Regular+Season,D. Finney-Smith - D. Smith Jr. - L. Walker IV - D. Sharpe - C. Thomas,BKN,3,12,84.0,50.0,34.0,37.5,1.00,9.7,20.0,83.3,54.5,0.1,38.6,43.4,104.19,90.0,0,0
2023-24,Regular+Season,D. Gallinari - P. Beverley - K. Middleton - B. Portis - P. Connaughton,MIL,1,12,118.2,140.0,-21.8,33.3,1.00,14.3,40.0,77.8,64.3,0.2,73.5,74.5,86.40,52.3,0,0
2023-24,Regular+Season,D. Graham - S. Mamukelashvili - J. Champagnie - B. Wesley - S. Cissoko,SAS,3,12,113.3,70.0,43.3,72.7,2.00,19.0,30.8,84.6,57.7,0.1,52.2,60.1,119.67,78.1,0,0
2023-24,Regular+Season,D. Jones - C. LeVert - D. Wade - S. Merrill - C. Porter Jr.,CLE,2,12,54.2,130.4,-76.3,33.3,0.67,6.7,23.5,88.9,46.2,0.1,26.1,27.2,95.86,-5.8,0,0
2023-24,Regular+Season,D. Lillard - G. Antetokounmpo - B. Portis - M. Beauchamp - A. Green,MIL,3,12,153.8,125.0,28.8,73.3,5.50,26.8,36.4,60.0,50.0,0.1,69.2,72.0,103.72,60.7,0,0
2023-24,Regular+Season,D. McDermott - C. Osman - T. Jones - M. Branham - V. Wembanyama,SAS,3,12,66.7,111.5,-44.9,85.7,1.20,16.7,17.6,61.5,36.7,0.2,37.0,37.0,103.98,16.9,0,0
2023-24,Regular+Season,D. McDermott - K. Johnson - M. Branham - J. Sochan - V. Wembanyama,SAS,4,12,96.0,136.0,-40.0,80.0,1.60,21.6,33.3,78.6,57.7,0.2,45.5,50.5,101.12,42.6,0,0
2023-24,Regular+Season,D. McDermott - Z. Collins - M. Branham - J. Sochan - V. Wembanyama,SAS,6,12,104.3,158.3,-54.0,50.0,1.00,15.6,36.4,54.5,45.5,0.2,57.5,57.5,95.73,31.7,0,0
2023-24,Regular+Season,D. Murray - B. Fernando - D. Hunter - G. Mathews - T. Forrest,ATL,3,12,125.9,133.3,-7.4,69.2,2.25,24.3,11.1,50.0,26.7,0.1,70.5,72.9,107.40,44.0,0,0
2023-24,Regular+Season,D. Rose - J. Jackson Jr. - J. Konchar - Z. Williams - D. Roddy,MEM,3,12,82.8,92.6,-9.8,50.0,1.33,11.8,23.1,92.3,57.7,0.1,45.0,51.0,116.20,51.2,0,0
2023-24,Regular+Season,D. Sabonis - M. Monk - A. Vezenkov - D. Mitchell - K. Murray,SAC,5,12,114.8,122.2,-7.4,83.3,3.33,26.3,10.0,90.9,52.4,0.1,68.2,69.1,103.82,47.8,0,0
2023-24,Regular+Season,D. Schroder - J. Poeltl - P. Siakam - I. Quickley - S. Barnes,TOR,3,12,127.6,100.0,27.6,58.3,3.50,17.9,27.3,64.3,48.0,0.1,60.0,66.3,109.82,72.2,0,0
2023-24,Regular+Season,D. Schroder - J. Poeltl - R. Barrett - I. Quickley - S. Barnes,TOR,3,12,108.7,100.0,8.7,62.5,1.25,14.3,58.3,80.0,70.4,0.2,50.0,55.8,92.29,60.0,0,0
2023-24,Regular+Season,D. Schroder - M. Bridges - N. Claxton - C. Johnson - J. Wilson,BKN,4,12,85.7,103.8,-18.1,70.0,1.40,17.9,26.7,70.0,44.0,0.2,45.8,47.4,107.55,44.6,0,0
2023-24,Regular+Season,D. Smith Jr. - M. Bridges - N. Claxton - C. Johnson - C. Thomas,BKN,6,12,134.6,107.1,27.5,42.9,6.00,18.2,12.5,50.0,36.4,0.0,69.0,71.4,105.22,59.1,0,0
2023-24,Regular+Season,D. White - L. Kornet - O. Brissett - P. Pritchard - S. Hauser,BOS,4,12,100.0,122.7,-22.7,100,3.50,23.3,8.3,76.9,44.0,0.1,47.4,51.9,91.43,40.6,0,0
2023-24,Regular+Season,D. Wright - B. Adebayo - H. Highsmith - T. Herro - J. Jaquez Jr.,MIA,1,12,108.0,96.0,12.0,63.6,1.40,21.9,0.0,64.7,44.0,0.2,75.0,73.2,97.04,64.6,0,0
2023-24,Regular+Season,E. Fournier - C. Metu - J. Ivey - J. Duren - M. Sasser,DET,2,12,80.0,107.7,-27.7,55.6,0.83,15.2,25.0,64.3,46.2,0.2,47.6,47.6,102.28,25.3,0,0
2023-24,Regular+Season,E. Gordon - B. Beal - D. Booker - K. Bates-Diop - D. Eubanks,PHX,5,12,121.4,83.3,38.1,33.3,1.00,10.8,33.3,78.6,55.2,0.1,50.0,56.7,113.48,62.1,0,0
2023-24,Regular+Season,E. Gordon - D. Booker - R. O'Neale - G. Allen - D. Eubanks,PHX,9,12,109.7,100.0,9.7,50.0,2.00,14.0,41.2,80.0,55.6,0.1,46.4,53.2,112.71,55.9,0,0
2023-24,Regular+Season,F. VanVleet - D. Brooks - A. Sengun - J. Smith Jr. - C. Whitmore,HOU,5,12,157.1,150.0,7.1,61.5,8.00,23.5,50.0,45.5,47.6,0.0,65.9,68.2,89.09,52.8,0,0
2023-24,Regular+Season,G. Antetokounmpo - C. Payne - B. Portis - P. Connaughton - M. Beasley,MIL,6,12,107.7,100.0,7.7,30.0,0.00,9.1,25.0,68.8,46.9,0.0,45.8,51.7,108.05,54.9,0,0
2023-24,Regular+Season,G. Niang - M. Strus - D. Garland - S. Merrill - E. Mobley,CLE,4,12,117.4,125.0,-7.6,90.0,4.50,25.7,25.0,54.5,39.1,0.1,54.5,57.9,96.00,38.2,0,0
2023-24,Regular+Season,G. Payton II - J. Robinson - G. Santos - T. Jackson-Davis - L. Quinones,GSW,1,12,96.3,92.6,3.7,63.6,1.40,17.9,33.3,80.0,56.7,0.2,50.0,50.2,108.00,52.0,0,0
2023-24,Regular+Season,G. Temple - J. McDaniels - J. Nwora - J. Freeman-Liberty - M. Gueye,TOR,2,12,88.0,96.2,-8.2,71.4,2.50,15.2,18.8,66.7,36.0,0.1,40.5,46.5,101.51,26.8,0,0
2023-24,Regular+Season,H. Barnes - D. Sabonis - D. Fox - K. Murray - C. Jones,SAC,7,12,139.3,69.0,70.3,33.3,1.33,10.8,50.0,66.7,60.0,0.1,65.9,72.7,117.80,88.9,0,0
2023-24,Regular+Season,H. Barnes - D. Sabonis - M. Monk - K. Huerter - K. Ellis,SAC,5,12,136.0,85.2,50.8,92.9,4.33,31.7,33.3,75.0,60.0,0.1,69.6,69.9,103.86,66.9,0,0
2023-24,Regular+Season,H. Barnes - T. Lyles - D. Fox - M. Monk - K. Murray,SAC,7,12,59.3,119.2,-60.0,100,0.67,11.1,41.2,50.0,45.5,0.2,21.1,32.9,101.83,-7.3,0,0
2023-24,Regular+Season,H. Giles III - A. Brooks - D. Sharpe - T. Watford - J. Wilson,BKN,1,12,136.0,130.8,5.2,78.6,3.67,25.6,50.0,68.8,60.0,0.1,55.4,58.0,102.00,53.8,0,0
2023-24,Regular+Season,I. Hartenstein - J. Hart - J. Brunson - P. Achiuwa - M. McBride,NYK,3,12,100.0,111.1,-11.1,42.9,1.50,9.4,50.0,100,68.2,0.1,38.1,42.6,80.85,41.3,0,0
2023-24,Regular+Season,I. Smith - P. Washington - N. Richards - B. McGowens - N. Smith Jr.,CHA,6,12,92.0,142.3,-50.3,75.0,6.00,17.1,25.0,55.6,36.0,0.0,45.5,46.7,104.93,24.6,0,0
2023-24,Regular+Season,I. Smith - T. Rozier - M. Bridges - P. Washington - N. Mensah,CHA,3,12,78.3,160.9,-82.6,87.5,1.40,21.9,18.2,62.5,36.8,0.2,44.7,46.3,91.64,19.8,0,0
2023-24,Regular+Season,I. Stewart - I. Livers - C. Cunningham - J. Duren - M. Sasser,DET,3,12,116.0,116.0,0.0,45.5,0.83,14.7,36.4,61.5,50.0,0.2,66.7,67.6,102.42,43.7,0,0
2023-24,Regular+Season,J. Brunson - D. DiVincenzo - Q. Grimes - P. Achiuwa - J. Sims,NYK,2,12,145.8,76.0,69.8,61.5,0.00,22.9,23.1,68.8,48.3,0.0,60.0,63.3,97.67,83.5,0,0
2023-24,Regular+Season,J. Clarkson - J. Collins - T. Horton-Tucker - T. Hendricks - K. George,UTA,1,12,125.9,148.1,-22.2,81.8,0.00,21.4,37.5,88.9,56.0,0.0,48.1,53.6,104.24,43.9,0,0
2023-24,Regular+Season,J. Clarkson - K. Dunn - L. Markkanen - O. Agbaji - W. Kessler,UTA,1,12,169.6,78.3,91.3,71.4,10.00,27.0,44.4,86.7,70.8,0.0,73.9,77.4,94.82,88.8,0,0
2023-24,Regular+Season,J. Clarkson - L. Markkanen - J. Collins - T. Hendricks - K. George,UTA,5,12,69.2,96.3,-27.1,85.7,1.20,18.8,0.0,86.7,48.1,0.2,42.1,45.3,104.71,36.0,0,0
2023-24,Regular+Season,J. Grant - A. Simons - S. Henderson - S. Sharpe - D. Reath,POR,3,12,100.0,166.7,-66.7,30.0,1.50,10.3,23.1,44.4,31.8,0.1,47.8,47.3,94.92,14.9,0,0
2023-24,Regular+Season,J. Grant - D. Ayton - M. Thybulle - S. Mays - T. Camara,POR,4,12,96.0,155.6,-59.6,55.6,1.25,15.2,26.7,83.3,42.9,0.2,45.5,48.7,102.59,21.2,0,0
2023-24,Regular+Season,J. Grant - M. Brogdon - A. Simons - D. Ayton - S. Henderson,POR,4,12,81.5,114.8,-33.3,50.0,2.00,11.4,25.0,69.2,44.8,0.1,39.6,42.7,109.64,26.0,0,0
2023-24,Regular+Season,J. Green - F. VanVleet - A. Holiday - J. Tate - J. Smith Jr.,HOU,5,12,103.8,111.1,-7.3,75.0,2.00,15.8,42.9,61.1,53.1,0.1,38.6,51.1,105.17,56.6,0,0
2023-24,Regular+Season,J. Green - F. VanVleet - J. Landale - J. Smith Jr. - C. Whitmore,HOU,5,12,166.7,100.0,66.7,64.3,3.00,25.0,42.9,57.1,52.4,0.1,85.7,87.9,100.14,72.9,0,0
2023-24,Regular+Season,J. Green - F. VanVleet - J. Smith Jr. - A. Thompson - C. Whitmore,HOU,7,12,70.0,84.6,-14.6,57.1,0.80,10.8,17.6,64.3,38.7,0.2,35.4,40.1,109.39,39.1,0,0
2023-24,Regular+Season,J. Harden - P. George - K. Leonard - A. Coffey - T. Mann,LAC,9,12,85.2,96.0,-10.8,50.0,2.00,11.1,35.7,71.4,53.6,0.1,42.9,48.6,102.28,50.6,0,0
2023-24,Regular+Season,J. Harden - P. George - N. Powell - D. Theis - K. Brown,LAC,3,12,163.6,112.5,51.1,66.7,8.00,25.0,25.0,53.3,43.5,0.0,72.5,78.0,93.16,70.1,0,0
2023-24,Regular+Season,J. Holiday - J. Brown - J. Tatum - D. White - L. Stevens,BOS,1,12,92.6,88.5,4.1,55.6,1.25,14.3,21.4,70.0,41.7,0.1,45.7,48.8,110.45,57.6,0,0
2023-24,All+Star,M. Parsons - P. Nacua - W. Hayes - S.   - J. Loyd,-,1,12,100.0,127.3,-27.3,70.0,2.33,21.2,23.1,66.7,44.0,0.1,45.7,48.2,89.38,46.7,0,0
2023-24,All+Star,D. Lillard - G. Antetokounmpo - J. Tatum - B. Adebayo - T. Haliburton,EST,1,11,196.4,141.4,55.0,55.0,11.00,26.2,30.0,52.9,44.4,0.0,93.1,92.0,119.13,59.8,0,0
2023-24,All+Star,C. Stroud - G. Tamberi - M. Hardman Jr. - T. Jass - N. Cloud,-,1,8,131.3,93.8,37.5,50.0,1.67,20.0,66.7,80.0,75.0,0.2,66.7,68.0,102.40,71.4,0,0
2023-24,All+Star,D. Mitchell - J. Brunson - T. Maxey - S. Barnes - P. Banchero,EST,1,8,134.8,91.3,43.5,61.5,2.67,24.2,25.0,78.6,59.1,0.1,73.8,73.8,139.16,64.0,0,0
2023-24,All+Star,A. AA - M. Parsons - P. Nacua - D. Wang - J. Loyd,-,1,7,140.0,70.0,70.0,50.0,3.00,18.8,42.9,80.0,58.3,0.1,50.0,50.4,68.25,69.0,0,0
2023-24,All+Star,A. Davis - N. Jokic - K. Towns - S. Gilgeous-Alexander - L. Doncic,WST,1,7,157.1,160.0,-2.9,85.7,6.00,33.3,42.9,46.2,45.0,0.1,78.6,78.6,142.61,57.0,0,0
2023-24,All+Star,C. Holmgren - B. Mathurin - J. Williams - J. Hawkins - D. Lively II,-,2,7,163.2,80.0,83.2,71.4,5.00,33.3,25.0,70.0,57.1,0.1,86.1,86.1,129.70,79.1,0,0
2023-24,All+Star,M. McClung - O. Tshiebwe - A. Williams - E. Bates - M. Buzelis,-,2,7,111.8,100.0,11.8,55.6,1.25,17.9,60.0,62.5,61.1,0.2,52.8,51.5,115.07,49.3,0,0
2023-24,All+Star,M. Parsons - Q. Isaiah - P. Nacua - L. Singh - J. Loyd,-,1,7,111.1,133.3,-22.2,20.0,1.00,8.3,33.3,57.1,46.2,0.1,45.5,45.5,62.31,42.4,0,0
2023-24,All+Star,C. Holmgren - B. Mathurin - J. Sochan - J. Williams - W. Kessler,-,2,6,75.0,86.7,-11.7,50.0,0.33,10.0,33.3,57.1,46.2,0.4,40.0,51.0,117.78,37.2,0,0
2023-24,All+Star,C. Stroud - J. Hudson - T. Jass - M. World Peace - N. Cloud,-,1,6,150.0,125.0,25.0,0.0,0.00,0.0,50.0,60.0,54.5,0.1,54.5,52.4,60.16,54.3,0,0
2023-24,All+Star,A. McLean - A. Blackstone - J. Ryan - T. Jass - N. Cloud,-,1,5,122.2,200.0,-77.8,40.0,1.00,16.7,33.3,60.0,50.0,0.2,68.8,68.8,79.75,34.4,0,0
2023-24,All+Star,A. McLean - C. Stroud - G. Tamberi - K. Onwuachi - M. Hardman Jr.,-,1,5,150.0,112.5,37.5,25.0,0.00,10.0,25.0,50.0,33.3,0.0,50.0,61.5,83.78,82.8,0,0
2023-24,All+Star,C. Stroud - G. Tamberi - K. Onwuachi - T. Jass - N. Cloud,-,1,5,88.9,150.0,-61.1,0.0,0.00,0.0,16.7,20.0,18.2,0.1,33.3,38.8,85.00,3.7,0,0
2023-24,All+Star,C. Stroud - G. Tamberi - T. Jass - M. World Peace - N. Cloud,-,1,5,166.7,116.7,50.0,20.0,0.50,11.1,100,100,100,0.3,71.4,71.4,60.42,61.8,0,0
2023-24,All+Star,D. Lillard - G. Antetokounmpo - J. Brown - T. Young - T. Haliburton,EST,1,5,164.3,142.9,21.4,44.4,0.00,18.2,44.4,50.0,46.7,0.0,63.9,63.9,145.56,47.9,0,0
2023-24,All+Star,K. Cenat - C. Daly - D. Wang - S.   - J. Loyd,-,1,5,200.0,122.2,77.8,33.3,0.00,21.4,40.0,66.7,50.0,0.0,69.2,64.8,79.75,65.6,0,0
2023-24,All+Star,K. Durant - S. Curry - N. Jokic - S. Gilgeous-Alexander - L. Doncic,WST,1,5,123.1,215.4,-92.3,100,6.00,26.1,40.0,50.0,42.9,0.1,50.0,50.0,113.80,28.9,0,0
2023-24,All+Star,L. James - K. Durant - N. Jokic - S. Gilgeous-Alexander - L. Doncic,WST,1,5,157.1,192.3,-35.2,70.0,0.00,28.0,57.1,80.0,66.7,0.0,64.7,64.7,123.04,47.8,0,0
2023-24,All+Star,S. Curry - A. Davis - K. Towns - D. Booker - A. Edwards,WST,1,5,113.3,135.7,-22.4,87.5,7.00,29.2,28.6,66.7,46.2,0.1,56.7,56.7,136.47,48.9,0,0
2023-24,All+Star,A. Blackstone - C. Stroud - M. Hardman Jr. - T. Jass - M. World Peace,-,1,4,50.0,100.0,-50.0,0.0,0.00,0.0,20.0,50.0,33.3,0.2,16.7,23.3,62.61,16.7,0,0
2023-24,All+Star,J. Brown - D. Mitchell - J. Brunson - T. Maxey - P. Banchero,EST,1,4,100.0,108.3,-8.3,50.0,2.00,12.5,25.0,80.0,46.2,0.1,41.7,46.6,158.53,37.3,0,0
2023-24,All+Star,J. Brown - D. Mitchell - T. Young - S. Barnes - P. Banchero,EST,1,4,153.8,130.8,23.1,62.5,5.00,26.3,20.0,100,55.6,0.1,76.9,76.9,169.41,51.6,0,0
2023-24,All+Star,J. Smith Jr. - J. Jaquez Jr. - V. Wembanyama - B. Miller - B. Podziemski,-,1,4,80.0,166.7,-86.7,75.0,3.00,21.4,20.0,25.0,22.2,0.1,44.4,44.4,118.44,26.0,0,0
2023-24,All+Star,M. McClung - A. Williams - E. Bates - T. Smith - I. Almansa,-,1,4,100.0,116.7,-16.7,33.3,0.67,11.1,50.0,100,69.2,0.3,46.2,44.6,133.95,37.3,0,0
2024-25,Regular+Season,K. Towns - O. Anunoby - J. Hart - M. Bridges - J. Brunson,NYK,48,940,117.7,114.4,3.3,66.1,2.29,20.8,28.3,72.6,50.9,0.1,56.9,60.1,98.76,52.8,0,0
2024-25,Regular+Season,M. Conley - R. Gobert - J. Randle - A. Edwards - J. McDaniels,MIN,55,714,113.4,110.2,3.2,63.0,1.71,19.1,26.9,74.5,51.4,0.2,57.0,59.9,97.48,52.0,0,0
2024-25,Regular+Season,T. Harris - T. Hardaway Jr. - C. Cunningham - J. Duren - A. Thompson,DET,39,491,115.5,109.4,6.1,59.3,1.82,19.1,34.7,75.9,55.5,0.2,55.6,58.0,103.18,53.7,0,0
2024-25,Regular+Season,F. VanVleet - D. Brooks - J. Green - A. Sengun - J. Smith Jr.,HOU,37,450,109.3,104.1,5.2,56.8,1.89,16.2,31.1,75.3,51.9,0.1,49.1,53.0,100.34,51.1,0,0
2024-25,Regular+Season,M. Turner - P. Siakam - A. Nembhard - T. Haliburton - B. Mathurin,IND,37,435,114.1,102.2,11.9,69.7,2.49,21.2,22.9,78.1,52.0,0.1,57.1,60.4,101.58,57.2,0,0
2024-25,Regular+Season,D. DeRozan - D. Sabonis - D. Fox - M. Monk - K. Murray,SAC,28,431,114.9,114.7,0.2,64.3,2.58,20.0,26.2,73.9,49.2,0.1,54.2,57.9,103.63,50.5,0,0
2024-25,Regular+Season,A. Gordon - N. Jokić - J. Murray - M. Porter Jr. - C. Braun,DEN,26,426,125.0,114.4,10.6,69.3,2.56,22.5,29.5,73.5,52.9,0.1,61.5,64.3,102.57,55.8,0,0
2024-25,Regular+Season,M. Turner - P. Siakam - A. Nembhard - T. Haliburton - A. Nesmith,IND,26,383,118.8,107.7,11.1,71.4,2.87,22.6,18.8,69.4,45.1,0.1,59.6,61.8,100.65,56.0,0,0
2024-25,Regular+Season,R. Westbrook - N. Jokić - J. Murray - M. Porter Jr. - C. Braun,DEN,27,368,125.1,122.2,2.9,71.2,3.02,23.3,31.0,69.8,51.0,0.1,59.8,62.7,102.12,51.9,0,0
2024-25,Regular+Season,J. Holiday - K. Porziņģis - J. Brown - J. Tatum - D. White,BOS,24,357,114.1,114.1,0.0,68.5,2.44,20.4,20.5,74.0,47.6,0.1,55.4,58.6,103.05,50.9,0,0
2024-25,Regular+Season,J. Harden - N. Powell - K. Dunn - I. Zubac - D. Jones Jr.,LAC,26,326,114.7,103.9,10.8,59.3,1.85,18.5,27.9,72.4,50.3,0.1,55.4,58.3,101.22,54.7,0,0
2024-25,Regular+Season,F. VanVleet - D. Brooks - J. Green - A. Sengun - A. Thompson,HOU,27,323,107.3,114.9,-7.6,57.3,2.15,16.9,24.8,63.8,42.7,0.1,50.3,53.5,99.46,45.3,0,0
2024-25,Regular+Season,I. Hartenstein - S. Gilgeous-Alexander - L. Dort - J. Williams - C. Wallace,OKC,29,316,117.0,101.0,15.9,58.9,2.71,19.2,25.2,71.7,49.5,0.1,55.5,58.6,102.81,59.0,0,0
2024-25,Regular+Season,B. Lopez - D. Lillard - G. Antetokounmpo - T. Prince - A. Jackson Jr.,MIL,30,311,110.2,112.7,-2.5,62.0,1.76,18.9,23.6,77.4,50.6,0.1,57.1,58.6,101.61,49.0,0,0
2024-25,Regular+Season,J. Harden - K. Leonard - N. Powell - K. Dunn - I. Zubac,LAC,18,286,117.3,107.9,9.5,65.5,2.33,21.2,24.0,79.3,52.4,0.1,58.3,61.0,98.54,55.6,0,0
2024-25,Regular+Season,C. Capela - T. Young - J. Johnson - D. Daniels - Z. Risacher,ATL,26,282,111.5,111.7,-0.2,71.2,2.13,21.7,31.0,74.2,52.2,0.1,55.5,57.2,106.35,50.2,0,0
2024-25,Regular+Season,A. Horford - J. Holiday - J. Brown - J. Tatum - D. White,BOS,24,268,122.1,104.4,17.7,70.3,2.71,21.5,21.4,73.3,49.1,0.1,61.4,63.8,100.60,57.9,0,0
2024-25,Regular+Season,T. Harris - T. Hardaway Jr. - C. Cunningham - J. Ivey - J. Duren,DET,21,261,119.8,122.0,-2.1,65.3,1.90,20.6,33.2,76.2,55.0,0.2,59.8,61.7,97.66,48.4,0,0
2024-25,Regular+Season,J. Grant - A. Simons - D. Ayton - D. Avdija - T. Camara,POR,20,251,102.5,116.2,-13.6,60.2,1.64,16.4,28.7,69.8,48.1,0.1,47.9,51.6,99.34,42.4,0,0
2024-25,Regular+Season,N. Vučević - Z. LaVine - C. White - P. Williams - J. Giddey,CHI,22,250,106.7,111.8,-5.1,67.5,1.90,19.8,23.5,77.7,51.1,0.1,55.2,57.9,107.56,48.3,0,0
2024-25,Regular+Season,T. Young - O. Okongwu - D. Daniels - M. Gueye - Z. Risacher,ATL,25,248,117.2,109.4,7.9,71.1,2.03,21.9,30.6,73.9,51.2,0.2,57.6,59.6,107.19,53.0,0,0
2024-25,Regular+Season,D. Mitchell - J. Allen - M. Strus - D. Garland - E. Mobley,CLE,22,243,118.9,106.4,12.5,65.7,1.99,20.3,31.5,76.2,54.8,0.1,58.2,61.1,103.92,55.0,0,0
2024-25,Regular+Season,J. Jackson Jr. - J. Morant - D. Bane - Z. Edey - J. Wells,MEM,25,222,127.8,101.4,26.4,53.6,2.02,18.0,33.8,78.8,57.6,0.1,58.4,62.5,108.66,61.0,0,0
2024-25,Regular+Season,C. McCollum - D. Murray - H. Jones - T. Murphy III - Y. Missi,NOP,13,221,112.6,120.1,-7.5,61.7,1.64,18.4,30.6,69.3,49.0,0.2,55.1,58.9,102.16,45.1,0,0
2024-25,Regular+Season,D. DeRozan - Z. LaVine - D. Sabonis - K. Murray - K. Ellis,SAC,16,220,112.6,113.5,-0.9,61.0,2.13,19.7,19.1,75.3,48.5,0.1,57.4,59.8,97.31,51.2,0,0
2024-25,Regular+Season,C. Joseph - K. Caldwell-Pope - W. Carter Jr. - F. Wagner - P. Banchero,ORL,16,216,116.0,104.6,11.5,59.5,2.08,18.6,23.9,74.0,48.9,0.1,55.4,58.8,96.39,54.3,0,0
2024-25,Regular+Season,R. Gobert - J. Randle - D. DiVincenzo - A. Edwards - J. McDaniels,MIN,36,213,115.4,110.8,4.6,62.4,1.79,18.4,37.0,68.7,53.9,0.1,56.6,59.0,100.05,54.2,0,0
2024-25,Regular+Season,S. Curry - J. Butler III - D. Green - M. Moody - B. Podziemski,GSW,21,211,120.6,104.2,16.4,77.9,2.45,22.8,26.0,76.2,51.2,0.1,59.2,63.5,103.88,60.7,0,0
2024-25,Regular+Season,K. Kuzma - J. Poole - B. Coulibaly - A. Sarr - B. Carrington,WAS,17,208,86.7,120.3,-33.5,63.6,1.43,15.7,18.5,73.0,42.6,0.1,44.4,46.4,108.15,31.5,0,0
2024-25,Regular+Season,B. Lopez - D. Lillard - G. Antetokounmpo - T. Prince - K. Kuzma,MIL,14,205,113.4,109.1,4.3,58.4,1.82,18.6,23.5,78.7,53.3,0.1,58.1,60.6,102.97,52.6,0,0
2024-25,Regular+Season,D. DeRozan - D. Sabonis - M. Monk - K. Murray - K. Ellis,SAC,38,201,119.3,102.2,17.1,65.8,2.67,20.5,29.9,71.9,51.9,0.1,56.2,60.0,99.30,59.3,0,0
