SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,G,FREQ_WHOLE_NUM,D_FGM,D_FGA,D_FG_PCT,NORMAL_FG_PCT,PCT_PLUSMINUS
2023-24,Regular+Season,DEN,Denver Nuggets,81,81,100%,40.6,87.9,46.2,47.2,-1.0
2023-24,Regular+Season,NOP,New Orleans Pelicans,82,82,100%,40.2,86.7,46.3,47.3,-1.0
2023-24,Regular+Season,PHX,Phoenix Suns,82,82,100%,42.0,90.6,46.4,47.3,-0.9
2023-24,Regular+Season,CLE,Cleveland Cavaliers,82,82,100%,40.5,87.5,46.3,47.2,-0.9
2023-24,Regular+Season,GSW,Golden State Warriors,82,82,100%,42.1,90.4,46.6,47.4,-0.8
2023-24,Regular+Season,MIA,Miami Heat,82,82,100%,40.2,86.0,46.7,47.2,-0.5
2023-24,Regular+Season,LAC,LA Clippers,82,82,100%,41.6,88.8,46.8,47.3,-0.4
2023-24,Regular+Season,PHI,Philadelphia 76ers,82,82,100%,40.4,86.3,46.8,47.2,-0.4
2023-24,Regular+Season,BKN,Brooklyn Nets,81,81,100%,41.5,88.3,47.0,47.3,-0.3
2023-24,Regular+Season,NYK,New York Knicks,82,82,100%,40.3,85.7,47.0,47.3,-0.3
2023-24,Regular+Season,MIL,Milwaukee Bucks,82,82,100%,43.2,91.9,47.0,47.3,-0.3
2023-24,Regular+Season,MEM,Memphis Grizzlies,82,82,100%,41.2,86.9,47.4,47.5,0.0
2023-24,Regular+Season,CHI,Chicago Bulls,82,82,100%,41.0,86.7,47.3,47.3,0.0
2023-24,Regular+Season,LAL,Los Angeles Lakers,82,82,100%,44.2,93.2,47.4,47.3,0.1
2023-24,Regular+Season,ORL,Orlando Magic,82,82,100%,39.8,84.0,47.4,47.2,0.2
2023-24,Regular+Season,DAL,Dallas Mavericks,82,82,100%,43.0,90.4,47.5,47.2,0.3
2023-24,Regular+Season,SAC,Sacramento Kings,82,82,100%,41.6,86.8,48.0,47.5,0.5
2023-24,Regular+Season,UTA,Utah Jazz,82,82,100%,44.5,91.5,48.7,47.4,1.3
2023-24,Regular+Season,SAS,San Antonio Spurs,82,82,100%,44.9,92.3,48.7,47.4,1.3
2023-24,Regular+Season,POR,Portland Trail Blazers,82,82,100%,42.5,86.6,49.1,47.5,1.6
2023-24,Regular+Season,DET,Detroit Pistons,82,82,100%,43.6,89.0,49.0,47.3,1.7
2023-24,Regular+Season,TOR,Toronto Raptors,82,82,100%,44.7,91.2,49.1,47.3,1.8
2023-24,Regular+Season,ATL,Atlanta Hawks,82,82,100%,44.6,90.2,49.5,47.3,2.2
2023-24,Regular+Season,CHA,Charlotte Hornets,82,82,100%,43.4,87.7,49.5,47.3,2.2
2023-24,Regular+Season,WAS,Washington Wizards,82,82,100%,46.1,92.9,49.6,47.2,2.4
2023-24,Regular+Season,IND,Indiana Pacers,82,82,100%,44.5,89.8,49.6,47.2,2.5
2023-24,IST,LAL,Los Angeles Lakers,7,7,100%,34.3,86.4,39.7,47.2,-7.5
2023-24,IST,HOU,Houston Rockets,4,4,100%,36.0,85.3,42.2,48.4,-6.2
2023-24,IST,CLE,Cleveland Cavaliers,4,4,100%,39.8,93.5,42.5,47.4,-4.9
2023-24,IST,BKN,Brooklyn Nets,4,4,100%,39.8,91.5,43.4,47.4,-4.0
2023-24,IST,OKC,Oklahoma City Thunder,4,4,100%,39.0,88.5,44.1,47.4,-3.3
2023-24,IST,MIN,Minnesota Timberwolves,4,4,100%,41.5,92.0,45.1,47.7,-2.6
2023-24,IST,NOP,New Orleans Pelicans,6,6,100%,37.3,82.0,45.5,48.0,-2.4
2023-24,IST,PHX,Phoenix Suns,5,5,100%,39.6,87.6,45.2,46.8,-1.6
2023-24,IST,NYK,New York Knicks,5,5,100%,39.6,86.2,45.9,47.3,-1.4
2023-24,IST,BOS,Boston Celtics,5,5,100%,41.0,88.2,46.5,47.6,-1.1
2023-24,IST,MIL,Milwaukee Bucks,6,6,100%,44.0,95.0,46.3,47.2,-0.9
2023-24,IST,SAC,Sacramento Kings,5,5,100%,41.0,86.2,47.6,48.0,-0.4
2023-24,IST,DEN,Denver Nuggets,4,4,100%,41.0,85.5,48.0,47.7,0.3
2023-24,IST,PHI,Philadelphia 76ers,4,4,100%,43.5,90.5,48.1,47.8,0.3
2023-24,IST,DET,Detroit Pistons,4,4,100%,42.8,88.5,48.3,47.9,0.4
2023-24,IST,ORL,Orlando Magic,4,4,100%,37.5,78.8,47.6,47.0,0.6
2023-24,IST,GSW,Golden State Warriors,4,4,100%,43.0,88.8,48.5,47.8,0.7
2023-24,IST,TOR,Toronto Raptors,4,4,100%,43.5,90.8,47.9,47.1,0.9
2023-24,IST,LAC,LA Clippers,4,4,100%,42.5,86.3,49.3,47.7,1.5
2023-24,IST,UTA,Utah Jazz,4,4,100%,44.3,90.3,49.0,46.4,2.6
2023-24,IST,CHA,Charlotte Hornets,4,4,100%,43.3,87.0,49.7,47.1,2.6
2023-24,IST,CHI,Chicago Bulls,4,4,100%,43.3,87.0,49.7,47.0,2.7
2023-24,IST,DAL,Dallas Mavericks,4,4,100%,45.8,90.0,50.8,48.0,2.8
2023-24,IST,POR,Portland Trail Blazers,4,4,100%,43.5,87.0,50.0,47.1,2.9
2023-24,IST,SAS,San Antonio Spurs,4,4,100%,43.8,85.5,51.2,48.2,2.9
2023-24,IST,IND,Indiana Pacers,7,7,100%,46.1,90.9,50.8,47.6,3.2
2023-24,IST,MEM,Memphis Grizzlies,4,4,100%,41.5,82.3,50.5,47.2,3.3
2023-24,IST,MIA,Miami Heat,4,4,100%,42.0,82.8,50.8,47.0,3.7
2023-24,IST,WAS,Washington Wizards,4,4,100%,47.8,93.3,51.2,46.8,4.4
2023-24,IST,ATL,Atlanta Hawks,4,4,100%,49.3,91.3,54.0,47.7,6.2
2025-26,Pre+Season,BOS,Boston Celtics,1,1,100%,32.0,83.0,38.6,45.4,-6.8
2025-26,Pre+Season,MEM,Memphis Grizzlies,1,1,100%,41.0,94.0,43.6,47.3,-3.7
2025-26,Pre+Season,IND,Indiana Pacers,1,1,100%,43.0,90.0,47.8,48.0,-0.2
2025-26,Pre+Season,MIN,Minnesota Timberwolves,1,1,100%,45.0,94.0,47.9,44.1,3.8
2025-26,Pre+Season,UTA,Utah Jazz,1,1,100%,52.0,97.0,53.6,48.5,5.1
2025-26,Pre+Season,HOU,Houston Rockets,1,1,100%,50.0,89.0,56.2,46.3,9.9
2025-26,Regular+Season,OKC,Oklahoma City Thunder,38,38,100%,37.7,86.8,43.5,46.3,-2.9
2025-26,Regular+Season,DET,Detroit Pistons,37,37,100%,38.0,85.7,44.3,46.7,-2.4
2025-26,Regular+Season,BOS,Boston Celtics,36,36,100%,38.7,85.9,45.0,46.8,-1.7
2025-26,Regular+Season,MIN,Minnesota Timberwolves,37,37,100%,41.1,90.2,45.6,47.0,-1.4
2025-26,Regular+Season,MIA,Miami Heat,37,37,100%,42.9,93.4,45.9,47.0,-1.2
2025-26,Regular+Season,DAL,Dallas Mavericks,37,37,100%,43.2,94.1,45.9,47.0,-1.0
2025-26,Regular+Season,TOR,Toronto Raptors,38,38,100%,39.5,86.0,45.8,46.7,-0.9
2025-26,Regular+Season,CLE,Cleveland Cavaliers,38,38,100%,41.4,89.7,46.1,46.9,-0.8
2025-26,Regular+Season,MEM,Memphis Grizzlies,37,37,100%,42.3,91.1,46.5,47.2,-0.7
2025-26,Regular+Season,SAS,San Antonio Spurs,37,37,100%,41.2,89.3,46.2,46.9,-0.7
2025-26,Regular+Season,HOU,Houston Rockets,34,34,100%,40.3,87.0,46.3,46.9,-0.6
2025-26,Regular+Season,PHI,Philadelphia 76ers,35,35,100%,42.1,90.0,46.8,47.0,-0.3
2025-26,Regular+Season,POR,Portland Trail Blazers,38,38,100%,42.1,89.3,47.1,47.3,-0.2
2025-26,Regular+Season,PHX,Phoenix Suns,37,37,100%,40.2,85.6,47.0,47.2,-0.2
2025-26,Regular+Season,NYK,New York Knicks,37,37,100%,41.0,87.6,46.7,46.8,0.0
2025-26,Regular+Season,GSW,Golden State Warriors,38,38,100%,41.9,89.0,47.1,46.9,0.1
2025-26,Regular+Season,LAC,LA Clippers,36,36,100%,41.4,87.7,47.2,47.0,0.2
2025-26,Regular+Season,MIL,Milwaukee Bucks,37,37,100%,40.8,87.4,46.7,46.5,0.3
2025-26,Regular+Season,WAS,Washington Wizards,36,36,100%,44.7,94.7,47.2,46.9,0.4
2025-26,Regular+Season,CHI,Chicago Bulls,37,37,100%,44.4,93.8,47.3,46.7,0.6
2025-26,Regular+Season,ATL,Atlanta Hawks,39,39,100%,43.3,90.8,47.7,47.0,0.6
2025-26,Regular+Season,DEN,Denver Nuggets,37,37,100%,43.0,91.2,47.2,46.5,0.7
2025-26,Regular+Season,ORL,Orlando Magic,38,38,100%,41.9,88.1,47.5,46.8,0.8
2025-26,Regular+Season,CHA,Charlotte Hornets,37,37,100%,43.6,90.2,48.3,47.2,1.1
2025-26,Regular+Season,IND,Indiana Pacers,37,37,100%,43.1,88.7,48.6,47.1,1.5
2025-26,Regular+Season,BKN,Brooklyn Nets,34,34,100%,41.6,85.9,48.5,47.0,1.5
2025-26,Regular+Season,NOP,New Orleans Pelicans,39,39,100%,44.6,91.7,48.6,47.1,1.5
2025-26,Regular+Season,SAC,Sacramento Kings,37,37,100%,44.5,89.9,49.5,47.6,1.9
2025-26,Regular+Season,UTA,Utah Jazz,36,36,100%,45.1,92.1,49.0,47.2,1.9
2025-26,Regular+Season,LAL,Los Angeles Lakers,35,35,100%,42.3,87.0,48.6,46.7,2.0
2025-26,IST,OKC,Oklahoma City Thunder,6,6,100%,36.8,86.2,42.7,46.8,-4.0
2025-26,IST,MIA,Miami Heat,5,5,100%,41.2,94.6,43.6,47.1,-3.5
2025-26,IST,TOR,Toronto Raptors,5,5,100%,37.0,86.0,43.0,46.5,-3.5
2025-26,IST,DET,Detroit Pistons,4,4,100%,37.8,88.5,42.7,46.2,-3.5
2025-26,IST,MIN,Minnesota Timberwolves,4,4,100%,38.3,87.0,44.0,46.8,-2.8
2025-26,IST,DEN,Denver Nuggets,4,4,100%,41.3,93.3,44.2,46.6,-2.4
2025-26,IST,SAS,San Antonio Spurs,6,6,100%,40.5,88.7,45.7,48.0,-2.3
2025-26,IST,IND,Indiana Pacers,4,4,100%,40.5,89.3,45.4,47.1,-1.7
2025-26,IST,ATL,Atlanta Hawks,4,4,100%,41.0,92.3,44.4,46.1,-1.6
2025-26,IST,POR,Portland Trail Blazers,4,4,100%,43.0,92.3,46.6,48.1,-1.4
2025-26,IST,PHI,Philadelphia 76ers,4,4,100%,43.3,94.8,45.6,46.8,-1.2
2025-26,IST,GSW,Golden State Warriors,4,4,100%,41.5,88.5,46.9,47.9,-1.0
2025-26,IST,CHI,Chicago Bulls,4,4,100%,46.0,97.8,47.1,47.1,-0.1
2025-26,IST,PHX,Phoenix Suns,5,5,100%,40.6,85.4,47.5,47.6,-0.1
2025-26,IST,NYK,New York Knicks,6,6,100%,40.8,87.0,46.9,47.0,-0.1
2025-26,IST,HOU,Houston Rockets,4,4,100%,39.3,83.5,47.0,47.0,0.0
2025-26,IST,MIL,Milwaukee Bucks,4,4,100%,42.0,89.3,47.1,46.7,0.3
2025-26,IST,ORL,Orlando Magic,6,6,100%,41.3,87.8,47.1,46.7,0.4
2025-26,IST,MEM,Memphis Grizzlies,4,4,100%,42.3,88.0,48.0,47.3,0.7
2025-26,IST,BOS,Boston Celtics,4,4,100%,39.5,83.8,47.2,46.4,0.7
2025-26,IST,CLE,Cleveland Cavaliers,4,4,100%,41.5,88.0,47.2,46.4,0.7
2025-26,IST,LAL,Los Angeles Lakers,5,5,100%,41.8,88.0,47.5,46.6,0.9
2025-26,IST,LAC,LA Clippers,4,4,100%,43.3,89.3,48.5,47.0,1.5
2025-26,IST,SAC,Sacramento Kings,4,4,100%,43.8,88.8,49.3,47.4,1.9
2025-26,IST,BKN,Brooklyn Nets,4,4,100%,42.5,85.3,49.9,46.9,2.9
2025-26,IST,DAL,Dallas Mavericks,4,4,100%,43.3,86.8,49.9,47.0,2.9
2025-26,IST,WAS,Washington Wizards,4,4,100%,47.8,95.0,50.3,46.5,3.8
2025-26,IST,NOP,New Orleans Pelicans,4,4,100%,45.5,88.5,51.4,47.2,4.2
2025-26,IST,UTA,Utah Jazz,4,4,100%,46.8,89.5,52.2,47.2,5.0
2025-26,IST,CHA,Charlotte Hornets,4,4,100%,50.5,92.3,54.7,47.5,7.3
