SEASON,SEASON_TYPE,PLAYER_NAME,PLAYER_ID,TEAM_ABB,AGE,GP,W,L,MIN,E_OFF_RATING,E_DEF_RATING,E_NET_RATING,E_AST_RATIO,E_OREB_PCT,E_DREB_PCT,E_REB_PCT,E_TOV_PCT,E_USG_PCT,E_PACE
2015-16,Pre+Season,KJ McDaniels,203909,8,3,5,18,94.0,103.8,-9.7,11.7,6.8,18.2,12.3,11.7,22.0,107.86,0,0
2015-16,Pre+Season,Sam Dekker,1626155,8,3,5,19,93.8,100.2,-6.3,11.6,7.2,5.8,6.6,6.6,13.4,106.72,0,0
2015-16,Pre+Season,Cody Zeller,203469,8,7,1,22,97.4,94.1,3.2,18.6,4.2,20.9,12.9,12.4,13.2,101.93,0,0
2015-16,Pre+Season,Doug McDermott,203926,8,4,4,28,105.8,107.5,-1.6,8.9,1.3,15.9,8.4,3.9,16.5,101.34,0,0
2015-16,Pre+Season,Stanley Johnson,1626169,8,3,5,27,104.1,99.8,4.3,12.3,4.0,13.6,8.8,11.6,23.5,99.90,0,0
2015-16,Pre+Season,Gerald Green,101123,8,4,4,22,100.9,94.5,6.4,5.8,3.8,17.0,10.7,8.0,31.8,99.78,0,0
2015-16,Pre+Season,E'Twaun Moore,202734,8,4,4,25,99.3,110.7,-11.4,18.6,3.0,7.3,5.1,10.6,19.4,99.56,0,0
2015-16,Pre+Season,Tyler Johnson,204020,8,4,4,17,110.8,81.4,29.5,13.0,3.1,10.7,7.1,8.7,18.9,99.25,0,0
2015-16,Pre+Season,Spencer Dinwiddie,203915,8,3,5,20,107.1,98.6,8.5,36.3,1.6,14.6,8.4,17.6,16.1,99.19,0,0
2015-16,Pre+Season,Anthony Tolliver,201229,8,3,5,18,105.3,99.2,6.1,18.7,3.3,14.9,9.4,7.5,13.5,98.54,0,0
2015-16,Pre+Season,Aaron Brooks,201166,8,4,4,19,107.7,106.1,1.6,18.0,3.8,8.3,6.0,12.9,25.3,98.50,0,0
2015-16,Pre+Season,Nick Young,201156,8,3,5,21,110.6,107.1,3.5,7.8,2.5,7.1,4.8,3.4,20.9,98.07,0,0
2015-16,Pre+Season,Nikola Mirotic,202703,8,4,4,23,96.2,99.7,-3.5,12.1,3.8,26.6,14.3,16.4,24.9,98.01,0,0
2015-16,Pre+Season,Victor Oladipo,203506,8,6,2,24,96.2,90.2,6.0,20.8,3.3,14.1,8.7,8.9,18.8,97.51,0,0
2015-16,Pre+Season,Frank Kaminsky,1626163,8,7,1,20,97.9,90.4,7.5,10.8,6.3,21.4,14.2,12.0,21.5,97.36,0,0
2015-16,Pre+Season,Roy Hibbert,201579,8,3,5,22,101.0,111.6,-10.6,20.3,14.3,30.1,21.7,8.7,13.5,97.34,0,0
2015-16,Pre+Season,Andre Drummond,203083,8,3,5,29,102.2,97.0,5.1,4.4,16.3,30.2,23.2,8.1,24.6,97.15,0,0
2015-16,Pre+Season,Julius Randle,203944,8,3,5,21,101.2,109.6,-8.5,15.1,7.2,23.1,14.6,16.7,26.6,97.14,0,0
2015-16,Pre+Season,Jimmy Butler III,202710,8,4,4,27,101.2,102.5,-1.3,23.3,4.5,11.8,7.9,5.5,22.3,96.55,0,0
2015-16,Pre+Season,Marcus Morris Sr.,202694,8,3,5,24,112.5,98.5,14.0,10.7,4.3,20.6,12.3,7.8,21.5,96.10,0,0
2015-16,Pre+Season,Mario Hezonja,1626209,8,6,2,22,101.0,103.9,-2.9,12.1,5.1,11.3,8.1,15.1,22.3,95.67,0,0
2015-16,Pre+Season,Jordan Clarkson,203903,8,3,5,22,104.7,110.4,-5.7,14.1,5.8,12.8,9.0,10.8,25.2,95.58,0,0
2015-16,Pre+Season,Josh Harrellson,202725,7,4,3,7,97.1,99.9,-2.8,13.4,5.3,18.8,11.4,13.4,21.2,108.64,0,0
2015-16,Pre+Season,Robert Covington,203496,7,2,5,24,95.6,95.0,0.7,14.1,7.1,16.3,11.5,16.7,23.0,108.58,0,0
2015-16,Pre+Season,Richaun Holmes,1626158,7,2,5,15,89.6,97.7,-8.2,8.5,7.7,15.8,11.6,21.3,17.2,107.55,0,0
2015-16,Pre+Season,Draymond Green,203110,7,3,4,21,114.8,105.3,9.5,20.0,2.7,27.6,17.0,12.2,20.9,107.41,0,0
2015-16,Pre+Season,Marreese Speights,201578,7,3,4,15,93.2,98.1,-4.9,10.2,7.2,26.9,16.7,11.4,26.4,107.07,0,0
2015-16,Pre+Season,Brandon Rush,201575,7,3,4,19,96.4,108.5,-12.1,9.7,0.8,11.8,6.3,15.6,14.6,107.04,0,0
2015-16,Pre+Season,Jordan McRae,203895,7,2,5,20,91.0,102.1,-11.1,12.5,2.2,11.0,6.5,15.9,23.2,106.30,0,0
2015-16,Pre+Season,James Michael McAdoo,203949,7,3,4,13,90.9,99.0,-8.1,7.0,7.3,19.8,13.2,14.0,17.8,105.93,0,0
2015-16,Pre+Season,Ian Clark,203546,7,3,4,13,87.2,100.4,-13.2,16.4,2.0,6.8,4.3,14.7,22.2,105.69,0,0
2015-16,Pre+Season,Festus Ezeli,203105,7,3,4,16,103.2,104.0,-0.8,16.7,10.6,22.9,16.7,18.4,18.3,105.59,0,0
2015-16,Pre+Season,Mason Plumlee,203486,7,3,4,21,100.6,102.5,-1.9,17.7,5.7,23.1,14.1,24.2,14.3,105.03,0,0
2015-16,Pre+Season,Otto Porter Jr.,203490,7,4,3,25,110.7,94.7,16.0,20.0,2.7,11.6,7.6,8.9,17.1,104.95,0,0
2015-16,Pre+Season,Meyers Leonard,203086,7,3,4,25,95.8,98.6,-2.8,12.3,1.2,25.4,13.8,17.3,17.4,104.70,0,0
2015-16,Pre+Season,Jonas Jerebko,201973,7,6,1,16,95.7,85.1,10.6,2.0,9.4,12.7,11.2,20.2,17.9,104.66,0,0
2015-16,Pre+Season,Marcin Gortat,101162,7,4,3,25,113.8,103.3,10.5,12.5,6.7,21.3,14.8,9.4,20.2,104.62,0,0
2015-16,Pre+Season,Joshua Smith,1626288,7,3,4,16,99.0,105.7,-6.7,12.1,16.4,20.4,18.3,22.5,18.1,104.60,0,0
2015-16,Pre+Season,Jrue Holiday,201950,7,3,4,13,112.3,89.8,22.5,21.9,4.5,15.5,10.2,13.7,26.2,104.28,0,0
2015-16,Pre+Season,Ryan Kelly,203527,7,3,4,16,110.8,100.7,10.1,8.0,3.1,24.6,14.7,6.0,18.0,103.76,0,0
2015-16,Pre+Season,James Young,203923,7,6,1,14,93.2,91.7,1.6,7.1,1.0,9.5,5.2,9.4,17.1,103.73,0,0
2015-16,Pre+Season,Leandro Barbosa,2571,7,3,4,12,104.3,100.4,3.9,11.4,2.4,14.1,7.7,4.9,26.7,103.32,0,0
2015-16,Pre+Season,Kris Humphries,2743,7,4,3,25,109.0,100.2,8.8,6.7,7.8,26.7,18.0,9.4,17.2,103.20,0,0
2015-16,Pre+Season,Jamil Wilson,203966,7,0,7,18,74.0,97.8,-23.8,25.2,0.0,9.8,4.4,9.2,11.4,103.18,0,0
2015-16,Pre+Season,Justin Anderson,1626147,7,0,7,24,80.3,100.6,-20.3,7.3,2.2,10.2,6.1,16.7,22.3,103.12,0,0
2015-16,Pre+Season,Gary Neal,202390,7,4,3,22,100.9,92.0,8.9,7.4,0.7,5.5,3.2,9.9,20.8,102.87,0,0
2015-16,Pre+Season,Jordan Mickey,1626175,7,6,1,10,97.9,90.6,7.4,4.9,15.5,13.9,14.7,7.4,23.6,102.62,0,0
2015-16,Pre+Season,RJ Hunter,1626154,7,6,1,19,90.9,92.8,-1.9,27.1,0.0,9.8,5.0,12.7,15.0,102.55,0,0
2015-16,Pre+Season,Patrick Beverley,201976,7,2,5,24,96.7,104.4,-7.7,29.1,4.0,11.6,7.5,10.1,15.2,102.54,0,0
2015-16,Pre+Season,Jared Sullinger,203096,7,6,1,16,98.0,87.0,11.0,15.6,13.0,29.7,21.5,13.4,27.5,102.38,0,0
2015-16,Pre+Season,Brandon Ashley,1626165,7,0,7,12,71.6,85.9,-14.2,17.8,0.0,22.5,10.7,17.8,14.4,102.35,0,0
2015-16,Pre+Season,D'Angelo Russell,1626156,7,3,4,17,103.0,106.5,-3.5,28.0,3.2,11.3,7.1,11.0,20.8,102.17,0,0
2015-16,Pre+Season,Jeremy Evans,202379,7,0,7,19,100.6,97.0,3.5,11.4,3.0,18.4,10.7,9.1,12.1,102.11,0,0
2015-16,Pre+Season,Bryce Dejean-Jones,1626214,7,3,4,18,90.9,111.7,-20.8,15.7,1.4,9.0,4.6,7.9,17.9,102.09,0,0
2015-16,Pre+Season,Tyler Zeller,203092,7,6,1,15,111.1,100.1,11.0,9.9,10.2,14.6,12.4,6.6,22.0,102.03,0,0
2015-16,Pre+Season,Ryan Anderson,201583,7,3,4,24,98.4,109.9,-11.5,3.0,9.8,18.4,13.9,11.0,23.7,101.82,0,0
2015-16,Pre+Season,Dante Cunningham,201967,7,3,4,29,101.9,100.7,1.1,12.9,4.3,16.9,10.7,14.7,10.2,101.82,0,0
2015-16,Pre+Season,Nikola Jokić,203999,7,4,3,22,98.3,91.5,6.8,5.8,10.3,15.4,12.8,14.4,18.0,101.73,0,0
2015-16,Pre+Season,Ramon Sessions,201196,7,4,3,20,108.2,98.6,9.6,42.9,3.9,10.4,7.2,10.2,17.0,101.66,0,0
2015-16,Pre+Season,John Jenkins,203098,7,0,7,28,82.7,100.8,-18.2,7.6,1.5,12.4,6.8,13.8,29.4,101.57,0,0
2015-16,Pre+Season,CJ McCollum,203468,7,3,4,31,103.9,97.1,6.8,18.1,2.0,6.5,4.3,8.8,27.7,101.47,0,0
2015-16,Pre+Season,Tony Snell,203503,7,4,3,29,99.1,99.7,-0.5,13.5,1.5,12.6,7.1,6.7,16.3,101.40,0,0
2015-16,Pre+Season,Jared Cunningham,203099,7,1,6,25,93.3,100.7,-7.5,20.9,2.6,7.8,5.2,9.6,22.2,101.21,0,0
2015-16,Pre+Season,Bobby Portis,1626171,7,3,4,22,106.3,107.4,-1.1,7.6,13.9,27.6,20.8,10.9,22.9,101.18,0,0
2015-16,Pre+Season,Kendrick Perkins,2570,7,3,4,16,102.1,88.7,13.4,8.2,9.6,19.5,14.9,24.5,12.8,101.00,0,0
2015-16,Pre+Season,Anthony Brown,1626148,7,3,4,19,95.8,103.1,-7.3,4.5,1.7,2.5,2.1,8.9,7.1,100.99,0,0
2015-16,Pre+Season,Kemba Walker,202689,7,6,1,23,99.2,89.1,10.1,19.2,0.6,5.6,3.1,10.9,27.0,100.80,0,0
2015-16,Pre+Season,Allen Crabbe,203459,7,3,4,28,99.2,93.6,5.7,16.3,1.2,6.6,4.0,6.1,18.1,100.77,0,0
2015-16,Pre+Season,Chris Bosh,2547,7,4,3,26,90.7,102.9,-12.2,11.8,3.1,18.3,11.1,9.1,24.4,100.59,0,0
2015-16,Pre+Season,Joe Harris,203925,7,1,6,19,98.4,104.3,-5.9,9.4,2.7,7.0,4.9,14.2,19.3,100.41,0,0
2015-16,Pre+Season,Pat Connaughton,1626192,7,3,4,19,90.6,96.2,-5.6,19.9,1.6,19.8,10.5,9.9,13.0,100.32,0,0
2015-16,Pre+Season,James Jones,2592,7,1,6,20,95.0,92.8,2.2,11.9,0.8,8.5,4.9,8.5,17.0,100.03,0,0
2015-16,Pre+Season,Dwyane Wade,2548,7,4,3,22,87.7,98.9,-11.2,16.3,2.7,12.3,7.6,12.7,26.6,100.01,0,0
2015-16,Pre+Season,Will Barton,203115,7,4,3,25,103.1,97.8,5.3,13.3,4.7,18.6,11.8,10.0,19.0,99.85,0,0
2015-16,Pre+Season,Paul George,202331,7,5,2,24,108.8,100.1,8.7,8.0,5.1,22.9,14.0,9.4,32.8,99.83,0,0
2015-16,Pre+Season,Jodie Meeks,201975,7,2,5,22,99.9,105.8,-6.0,16.0,0.0,3.6,1.8,4.0,17.8,99.53,0,0
2015-16,Pre+Season,Tim Hardaway Jr.,203501,7,4,3,19,88.0,95.5,-7.6,9.8,1.5,10.4,6.0,8.2,18.2,99.52,0,0
2015-16,Pre+Season,Marvin Williams,101107,7,7,0,21,103.7,84.4,19.3,15.7,3.5,17.7,11.0,8.7,14.4,99.40,0,0
2015-16,Pre+Season,Rodney Hood,203918,7,3,4,23,98.5,96.2,2.3,11.8,0.7,11.9,6.3,9.8,25.0,98.98,0,0
2015-16,Pre+Season,Evan Fournier,203095,7,6,1,24,94.5,89.5,5.0,14.9,1.1,7.5,4.2,7.5,20.5,98.69,0,0
2015-16,Pre+Season,Nikola Vučević,202696,7,6,1,24,97.4,85.8,11.6,8.9,9.0,22.9,16.0,9.7,29.9,98.68,0,0
2015-16,Pre+Season,Alec Burks,202692,7,3,4,28,104.1,99.7,4.3,19.7,2.9,17.7,10.4,11.6,20.6,98.53,0,0
2015-16,Pre+Season,Tobias Harris,202699,7,5,2,26,101.9,98.0,3.9,12.8,4.3,22.7,13.7,10.7,20.4,98.52,0,0
2015-16,Pre+Season,Elijah Millsap,202407,7,3,4,17,101.0,87.9,13.1,12.6,2.0,13.4,8.0,12.6,13.8,98.41,0,0
2015-16,Pre+Season,Ed Davis,202334,7,3,4,22,98.5,96.1,2.4,13.0,11.5,22.9,17.6,11.1,13.1,98.26,0,0
2015-16,Pre+Season,Shabazz Muhammad,203498,7,2,5,18,107.9,105.2,2.7,12.2,6.1,8.3,7.1,4.9,25.7,98.13,0,0
2015-16,Pre+Season,Devyn Marble,203906,7,5,2,19,101.4,99.9,1.5,17.8,7.4,9.6,8.4,13.0,21.6,97.82,0,0
2015-16,Pre+Season,Chris Andersen,2365,7,3,4,15,98.6,94.7,3.9,15.1,10.9,21.1,16.2,0.0,11.5,97.68,0,0
2015-16,Pre+Season,Ryan Hollins,200797,7,6,1,12,107.5,88.6,18.9,8.7,10.2,16.7,14.1,20.2,17.4,97.52,0,0
2015-16,Pre+Season,Jeff Withey,203481,7,3,4,11,118.8,104.8,14.1,18.1,9.1,18.8,14.4,4.5,10.5,97.21,0,0
2015-16,Pre+Season,Gorgui Dieng,203476,7,2,5,25,104.2,109.9,-5.8,10.2,7.1,18.0,12.1,10.2,19.9,97.20,0,0
2015-16,Pre+Season,Nemanja Bjelica,202357,7,2,5,20,107.3,105.0,2.3,12.2,8.3,24.8,15.8,24.5,18.4,97.13,0,0
2015-16,Pre+Season,Andrew Wiggins,203952,7,2,5,24,91.2,107.8,-16.6,11.5,6.0,8.7,7.2,10.6,27.5,97.10,0,0
2015-16,Pre+Season,Noah Vonleh,203943,7,3,4,23,106.1,94.8,11.4,5.2,17.7,20.3,19.0,10.4,14.9,97.09,0,0
2015-16,Pre+Season,Jason Smith,201160,7,6,1,17,107.9,105.3,2.6,19.5,7.3,14.1,10.5,7.1,16.3,96.95,0,0
2015-16,Pre+Season,Karl-Anthony Towns,1626157,7,2,5,23,90.3,108.2,-17.9,6.0,9.2,31.1,19.0,13.1,22.8,96.90,0,0
2015-16,Pre+Season,Shayne Whittington,203963,7,5,2,8,117.1,107.1,10.0,10.7,9.6,18.0,14.2,14.3,19.4,96.90,0,0
2015-16,Pre+Season,Patrick Patterson,202335,7,5,2,19,93.8,93.8,0.0,12.2,3.3,9.3,6.3,14.7,11.7,96.69,0,0
2015-16,Pre+Season,Damjan Rudez,204014,7,2,5,18,108.0,103.3,4.6,15.9,0.0,3.2,1.6,10.6,12.0,96.64,0,0
2015-16,Pre+Season,Brian Roberts,203148,7,6,1,20,97.5,86.5,11.1,23.8,2.5,7.5,5.3,12.5,22.5,96.55,0,0
2015-16,Pre+Season,Kentavious Caldwell-Pope,203484,7,2,5,24,102.2,94.7,7.5,14.2,0.7,13.4,7.3,12.9,17.7,96.45,0,0
2015-16,Pre+Season,Zach LaVine,203897,7,2,5,23,93.7,106.7,-13.0,22.2,1.3,14.6,7.2,14.8,20.4,96.35,0,0
2015-16,Pre+Season,Trevor Booker,202344,7,3,4,17,96.8,103.8,-7.0,13.0,7.8,19.4,13.7,16.7,18.3,96.27,0,0
2015-16,Pre+Season,Channing Frye,101112,7,6,1,18,104.5,100.7,3.8,15.1,4.3,15.0,9.4,15.1,17.7,95.73,0,0
2015-16,Pre+Season,Lavoy Allen,202730,7,5,2,18,93.4,102.9,-9.5,8.2,10.5,24.6,16.9,8.2,15.7,95.16,0,0
2015-16,Pre+Season,Jonas Valančiūnas,202685,7,5,2,20,105.0,99.9,5.1,1.4,9.4,29.1,19.2,17.9,22.8,94.62,0,0
2015-16,Pre+Season,Raul Neto,203526,7,3,4,17,99.2,89.0,10.1,30.1,5.3,6.4,5.9,8.4,16.9,94.17,0,0
2015-16,Pre+Season,Cory Joseph,202709,7,5,2,21,90.6,86.1,4.5,24.6,2.4,7.2,4.8,9.6,21.5,94.16,0,0
2015-16,Pre+Season,Bismack Biyombo,202687,7,5,2,21,89.3,87.2,2.1,9.5,12.6,28.3,20.5,11.3,15.2,93.92,0,0
2015-16,Pre+Season,DeMarre Carroll,201960,7,5,2,24,106.6,98.7,7.9,9.3,5.5,14.2,9.9,5.8,20.5,93.80,0,0
2015-16,Pre+Season,Dewayne Dedmon,203473,7,5,2,16,99.6,92.2,7.5,5.1,14.7,26.5,20.7,20.4,15.9,93.22,0,0
2015-16,Pre+Season,Delon Wright,1626153,7,5,2,10,91.4,111.5,-20.1,18.3,3.3,17.5,10.2,20.9,19.8,92.26,0,0
2015-16,Pre+Season,Jaron Johnson,204189,6,4,2,5,99.0,113.5,-14.5,0.0,5.3,3.3,4.4,7.0,18.3,118.51,0,0
2015-16,Pre+Season,Will Cummings,1626270,6,3,3,13,97.2,96.8,0.5,30.0,3.4,11.1,6.9,16.0,17.8,111.96,0,0
2015-16,Pre+Season,Klay Thompson,202691,6,3,3,24,111.8,102.8,8.9,13.8,0.0,10.3,5.8,10.8,25.4,109.61,0,0
2015-16,Pre+Season,Henry Sims,203156,6,4,2,5,98.7,73.4,25.3,6.5,3.6,22.2,12.7,19.6,20.2,109.27,0,0
2015-16,Pre+Season,Stephen Curry,201939,6,3,3,23,114.4,102.3,12.0,26.6,4.2,6.9,5.7,13.3,29.4,109.10,0,0
2015-16,Pre+Season,Mirza Teletovic,203141,6,4,2,18,98.3,93.2,5.1,11.7,4.2,18.1,10.7,11.7,20.9,108.91,0,0
2015-16,Pre+Season,JJ Redick,200755,6,3,3,22,99.8,90.5,9.4,4.0,0.0,7.1,3.3,16.2,22.6,108.52,0,0
2015-16,Pre+Season,Furkan Aldemir,203128,6,2,4,18,96.3,102.4,-6.1,22.3,14.8,22.6,18.2,20.1,12.7,107.87,0,0
2015-16,Pre+Season,Blake Griffin,201933,6,3,3,26,98.9,96.5,2.4,16.1,4.6,25.0,14.3,11.9,31.7,107.60,0,0
2015-16,Pre+Season,JaKarr Sampson,203960,6,2,4,19,84.1,90.0,-5.9,8.7,6.9,10.4,8.6,19.1,19.1,107.27,0,0
2015-16,Pre+Season,DeAndre Jordan,201599,6,3,3,26,103.8,93.2,10.7,6.4,4.9,37.0,20.4,15.0,11.9,107.27,0,0
2015-16,Pre+Season,Kelly Olynyk,203482,6,5,1,18,108.1,84.6,23.5,14.2,8.4,20.6,14.9,10.6,18.3,107.19,0,0
2015-16,Pre+Season,Hollis Thompson,203138,6,2,4,27,90.3,101.5,-11.2,4.4,0.6,17.0,8.2,14.6,16.4,106.96,0,0
2015-16,Pre+Season,Devin Booker,1626164,6,4,2,18,84.2,86.0,-1.8,7.3,3.7,6.3,5.1,17.4,24.3,106.89,0,0
2015-16,Pre+Season,Paul Pierce,1718,6,3,3,16,95.0,90.4,4.6,15.7,1.3,13.8,8.0,13.5,17.7,106.60,0,0
2015-16,Pre+Season,Archie Goodwin,203462,6,4,2,16,95.8,97.8,-2.0,21.7,3.2,4.3,3.7,11.8,16.9,106.15,0,0
2015-16,Pre+Season,Jae Crowder,203109,6,5,1,20,107.2,89.6,17.6,26.4,2.8,17.4,10.5,5.6,13.6,106.00,0,0
2015-16,Pre+Season,Shaun Livingston,2733,6,3,3,17,100.9,102.9,-2.0,34.7,1.3,7.8,4.7,8.7,12.9,105.92,0,0
2015-16,Pre+Season,Terrence Jones,203093,6,1,5,24,99.3,109.7,-10.4,11.6,9.9,19.8,14.0,12.7,23.6,105.91,0,0
2015-16,Pre+Season,John Wall,202322,6,3,3,23,109.2,99.4,9.7,39.8,2.7,10.6,7.1,17.2,23.5,105.90,0,0
2015-16,Pre+Season,Charlie Villanueva,101111,6,0,6,17,92.2,98.2,-6.1,7.8,4.3,23.3,13.3,10.9,23.3,105.69,0,0
2015-16,Pre+Season,Chris Babb,203569,6,2,4,11,81.7,101.0,-19.3,21.7,0.0,4.5,2.0,8.7,11.0,105.61,0,0
2015-16,Pre+Season,Montrezl Harrell,1626149,6,2,4,22,111.0,102.9,8.1,14.6,7.1,12.1,9.5,18.7,12.9,105.53,0,0
2015-16,Pre+Season,T.J. Warren,203933,6,4,2,25,100.5,94.3,6.2,11.7,10.1,10.2,10.1,8.8,24.1,105.51,0,0
2015-16,Pre+Season,Alonzo Gee,202087,6,2,4,21,93.4,105.0,-11.6,15.8,1.4,14.9,7.5,11.3,12.4,104.95,0,0
2015-16,Pre+Season,Josh Smith,2746,6,3,3,19,88.1,106.0,-17.9,9.9,3.7,22.2,12.6,13.6,28.0,104.89,0,0
2015-16,Pre+Season,Jerami Grant,203924,6,2,4,25,90.1,101.1,-11.0,6.9,3.3,20.3,11.2,8.3,18.9,104.81,0,0
2015-16,Pre+Season,Bradley Beal,203078,6,4,2,23,113.6,103.9,9.7,13.2,3.9,10.0,7.3,17.2,26.1,104.76,0,0
2015-16,Pre+Season,Corey Brewer,201147,6,2,4,23,105.7,110.4,-4.7,10.3,1.6,13.5,7.0,11.3,26.2,104.64,0,0
2015-16,Pre+Season,Andre Iguodala,2738,6,3,3,15,106.7,100.6,6.1,20.0,1.1,9.5,5.2,17.8,16.3,104.64,0,0
2015-16,Pre+Season,Wesley Johnson,202325,6,3,3,19,102.3,97.4,4.9,14.1,0.9,12.6,6.4,11.3,11.8,104.59,0,0
2015-16,Pre+Season,Jason Thompson,201574,6,2,4,13,83.7,97.6,-13.9,7.0,15.9,26.7,20.9,16.3,20.9,104.56,0,0
2015-16,Pre+Season,Kelly Oubre Jr.,1626162,6,3,3,21,104.5,107.4,-2.9,6.7,3.2,9.5,6.2,6.7,19.0,104.52,0,0
2015-16,Pre+Season,Amir Johnson,101161,6,5,1,18,94.0,85.5,8.5,8.1,6.5,21.4,14.1,14.6,21.8,104.38,0,0
2015-16,Pre+Season,Sonny Weems,201603,6,4,2,22,107.0,98.9,8.0,37.9,0.9,9.7,5.7,6.6,12.0,103.95,0,0
2015-16,Pre+Season,O.J. Mayo,201564,6,2,4,17,109.6,94.7,14.9,30.7,1.3,12.1,7.3,12.3,18.5,103.87,0,0
2015-16,Pre+Season,Rashad Vaughn,1626173,6,2,4,23,99.5,104.4,-4.8,8.0,0.0,6.3,3.3,10.6,21.3,103.86,0,0
2015-16,Pre+Season,Lance Stephenson,202362,6,3,3,22,87.1,101.9,-14.8,28.0,3.0,11.0,6.6,9.9,14.1,103.71,0,0
2015-16,Pre+Season,Trevor Ariza,2772,6,2,4,27,110.0,98.4,11.7,14.3,2.0,14.8,8.0,6.6,20.0,103.65,0,0
2015-16,Pre+Season,Justin Harper,202712,6,2,4,19,103.4,94.0,9.5,11.0,4.5,27.0,15.8,7.3,18.4,103.53,0,0
2015-16,Pre+Season,Zaza Pachulia,2585,6,0,6,19,92.1,99.3,-7.2,8.9,12.6,24.1,18.5,14.3,18.7,103.42,0,0
2015-16,Pre+Season,J.J. Barea,200826,6,0,6,18,103.0,97.2,5.8,35.0,0.9,6.8,3.8,8.4,21.0,103.40,0,0
2015-16,Pre+Season,Avery Bradley,202340,6,5,1,19,105.7,93.5,12.2,15.2,1.9,13.1,8.0,6.1,20.2,103.34,0,0
2015-16,Pre+Season,Brandon Knight,202688,6,4,2,26,96.1,99.5,-3.4,21.7,1.4,11.8,6.5,18.0,22.7,103.17,0,0
2015-16,Pre+Season,Anthony Davis,203076,6,3,3,29,104.2,97.4,6.7,6.6,8.8,25.1,17.3,7.3,34.7,102.80,0,0
2015-16,Pre+Season,Clint Capela,203991,6,3,3,24,108.4,94.3,14.1,9.9,12.1,28.1,19.8,18.2,15.4,102.78,0,0
2015-16,Pre+Season,Cleanthony Early,203921,6,4,2,20,99.3,87.3,12.0,13.1,1.9,11.8,7.3,13.1,17.1,102.61,0,0
2015-16,Pre+Season,JaMychal Green,203210,6,5,1,14,101.0,75.8,25.3,11.6,11.1,23.9,18.1,18.5,19.8,102.40,0,0
2015-16,Pre+Season,Devin Harris,2734,6,0,6,17,99.0,95.1,3.9,20.3,1.9,8.8,5.3,11.8,20.0,102.34,0,0
2015-16,Pre+Season,Darren Collison,201954,6,5,1,27,103.9,95.3,8.6,28.3,3.4,10.7,7.3,13.7,22.3,102.29,0,0
2015-16,Pre+Season,Joffrey Lauvergne,203530,6,4,2,25,95.4,93.5,2.0,4.1,11.3,24.7,18.2,12.3,19.5,102.27,0,0
2015-16,Pre+Season,Gary Harris,203914,6,4,2,28,106.7,88.3,18.4,9.3,4.5,6.0,5.2,8.0,16.7,101.95,0,0
2015-16,Pre+Season,Luol Deng,2736,6,4,2,23,88.4,107.6,-19.2,12.2,1.6,14.4,8.1,8.7,16.2,101.88,0,0
2015-16,Pre+Season,Nicolas Batum,201587,6,6,0,24,102.7,91.4,11.3,15.7,2.2,21.9,12.5,12.8,25.9,101.85,0,0
2015-16,Pre+Season,Jon Leuer,202720,6,4,2,17,102.7,90.5,12.1,16.3,9.6,28.0,19.4,9.0,19.2,101.85,0,0
2015-16,Pre+Season,John Henson,203089,6,2,4,14,113.1,103.8,9.3,8.0,20.3,24.7,22.9,17.9,22.6,101.78,0,0
2015-16,Pre+Season,Jabari Brown,203913,6,3,3,14,98.5,96.7,1.8,10.9,2.7,7.6,5.5,17.5,20.9,101.69,0,0
2015-16,Pre+Season,Khris Middleton,203114,6,2,4,24,102.9,98.7,4.1,8.3,0.0,11.1,6.2,11.1,19.9,101.64,0,0
2015-16,Pre+Season,Derrick Williams,202682,6,4,2,21,99.9,91.3,8.6,6.5,2.6,16.1,9.5,16.1,29.4,101.62,0,0
2015-16,Pre+Season,Jerian Grant,1626170,6,4,2,23,96.6,83.9,12.6,27.7,0.8,10.5,6.2,12.6,18.2,101.57,0,0
2015-16,Pre+Season,CJ Miles,101139,6,4,2,18,110.9,96.6,14.4,4.3,0.9,8.7,4.7,4.3,26.3,101.55,0,0
2015-16,Pre+Season,Markieff Morris,202693,6,4,2,23,98.3,105.7,-7.4,14.0,5.2,14.4,10.0,13.0,26.8,101.45,0,0
2015-16,Pre+Season,Kenneth Faried,202702,6,4,2,20,95.2,88.5,6.6,4.6,10.1,23.8,17.3,12.3,21.2,101.43,0,0
2015-16,Pre+Season,Tyus Jones,1626145,6,2,4,16,104.1,113.3,-9.2,36.9,1.2,11.9,6.0,10.5,16.2,101.33,0,0
2015-16,Pre+Season,Langston Galloway,204038,6,4,2,27,99.6,92.3,7.3,31.7,3.4,13.1,8.5,1.6,11.8,101.30,0,0
2015-16,Pre+Season,Al Jefferson,2744,6,6,0,24,103.5,90.3,13.3,4.8,2.9,20.4,12.0,8.4,24.4,101.23,0,0
2015-16,Pre+Season,Al Horford,201143,6,4,2,24,97.8,86.8,11.0,16.9,3.9,22.4,14.2,12.1,22.3,101.01,0,0
2015-16,Pre+Season,Edy Tavares,204002,6,4,2,17,102.2,89.6,12.6,4.0,14.5,23.2,19.1,16.0,20.4,101.01,0,0
2015-16,Pre+Season,Dion Waiters,203079,6,5,1,21,112.3,101.6,10.7,16.5,3.3,14.8,9.7,14.4,27.9,100.97,0,0
2015-16,Pre+Season,Drew Gooden,2400,6,4,2,18,109.1,96.0,13.1,0.0,2.9,22.9,13.3,6.6,17.8,100.93,0,0
