SEASON,SEASON_TYPE,TEAM_ABB,GP,WIN,LOSE,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM
2017-18,pre-season,BOS,2,2,0,2.6,54.5,45.5,66.7,0.0,25.0,16.7,8.3,33.3,66.7,50.0,50.0,100,0.0,60.0,40.0
2017-18,pre-season,DAL,2,2,0,3.4,69.2,30.8,42.9,0.0,21.4,14.3,35.7,0.0,42.9,33.3,66.7,100,0.0,50.0,50.0
2017-18,pre-season,DEN,2,2,0,0.5,100,0.0,66.7,0.0,0.0,0.0,33.3,0.0,66.7,0.0,100,0.0,0.0,0.0,100
2017-18,pre-season,LAL,4,2,2,3.6,78.3,21.7,64.3,35.7,10.7,7.1,25.0,14.3,28.6,55.6,44.4,100,0.0,60.0,40.0
2017-18,pre-season,MIA,3,2,1,4.8,61.5,38.5,32.4,5.4,48.6,24.3,18.9,29.7,27.0,50.0,50.0,83.3,16.7,66.7,33.3
2017-18,pre-season,ORL,4,2,2,2.9,66.7,33.3,60.0,6.7,30.0,6.7,10.0,20.0,53.3,55.6,44.4,100,0.0,66.7,33.3
2017-18,pre-season,UTA,2,2,0,2.6,66.7,33.3,62.5,0.0,18.8,0.0,18.8,37.5,62.5,0.0,100,100,0.0,16.7,83.3
2017-18,pre-season,WAS,3,2,1,2.7,68.4,31.6,63.2,21.1,15.8,0.0,21.1,21.1,42.1,50.0,50.0,100,0.0,57.1,42.9
2017-18,pre-season,BKN,1,1,0,2.2,80.0,20.0,0.0,0.0,75.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,100,0.0,100
2017-18,pre-season,CHA,3,1,2,5.0,63.3,36.7,72.0,24.0,12.0,0.0,16.0,20.0,48.0,44.4,55.6,100,0.0,50.0,50.0
2017-18,pre-season,CHI,1,1,0,5.2,88.9,11.1,72.7,18.2,27.3,0.0,0.0,0.0,54.5,50.0,50.0,100,0.0,60.0,40.0
2017-18,pre-season,DET,3,1,2,3.9,78.3,21.7,76.9,7.7,11.5,0.0,11.5,15.4,69.2,50.0,50.0,100,0.0,54.5,45.5
2017-18,pre-season,GSW,3,1,2,1.2,62.5,37.5,100,50.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0
2017-18,pre-season,IND,2,1,1,4.1,60.0,40.0,28.6,0.0,42.9,0.0,28.6,21.4,28.6,50.0,50.0,100,0.0,75.0,25.0
2017-18,pre-season,MEM,1,1,0,0.8,66.7,33.3,100,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,100,0.0
2017-18,pre-season,MIL,2,1,1,4.2,73.3,26.7,57.1,28.6,14.3,9.5,28.6,19.0,28.6,100,0.0,100,0.0,100,0.0
2017-18,pre-season,MIN,1,1,0,3.1,75.0,25.0,57.1,28.6,42.9,0.0,0.0,0.0,28.6,100,0.0,100,0.0,100,0.0
2017-18,pre-season,OKC,1,1,0,4.8,57.1,42.9,66.7,0.0,0.0,0.0,33.3,0.0,66.7,50.0,50.0,0.0,0.0,50.0,50.0
2017-18,pre-season,PHX,2,1,1,2.3,66.7,33.3,38.1,19.0,28.6,23.8,33.3,9.5,19.0,25.0,75.0,100,0.0,50.0,50.0
2017-18,pre-season,POR,2,1,1,2.6,40.0,60.0,18.2,18.2,27.3,0.0,54.5,0.0,0.0,0.0,100,0.0,100,0.0,100
2017-18,pre-season,SAS,2,1,1,2.8,66.7,33.3,40.0,0.0,60.0,0.0,0.0,40.0,40.0,0.0,100,100,0.0,50.0,50.0
2017-18,pre-season,CLE,1,0,1,5.0,71.4,28.6,0.0,0.0,0.0,0.0,100,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-18,pre-season,HOU,1,0,1,0.8,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-18,pre-season,LAC,1,0,1,4.3,85.7,14.3,66.7,66.7,0.0,0.0,33.3,0.0,0.0,50.0,50.0,0.0,0.0,50.0,50.0
2017-18,pre-season,-,1,0,1,4.8,57.1,42.9,40.0,0.0,60.0,0.0,0.0,0.0,40.0,0.0,100,100,0.0,50.0,50.0
2017-18,pre-season,NOP,1,0,1,5.2,63.6,36.4,83.3,50.0,0.0,0.0,16.7,0.0,33.3,20.0,80.0,0.0,0.0,20.0,80.0
2017-18,pre-season,NYK,3,0,3,1.7,75.0,25.0,66.7,66.7,0.0,0.0,33.3,0.0,0.0,0.0,100,0.0,0.0,0.0,100
2017-18,pre-season,PHI,1,0,1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-18,pre-season,SAC,2,0,2,2.6,16.7,83.3,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,100,0.0
2017-18,pre-season,TOR,1,0,1,0.9,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-18,regular-season,CLE,45,30,15,3.4,53.6,46.4,44.7,9.1,28.2,7.1,27.2,11.7,35.5,30.7,69.3,67.6,32.4,41.6,58.4
2017-18,regular-season,NOP,50,30,20,4.5,73.0,27.0,59.3,13.9,19.7,4.0,21.0,14.8,45.5,50.0,50.0,79.4,20.6,55.3,44.7
2017-18,regular-season,BOS,46,29,17,3.9,61.3,38.7,48.5,11.4,32.1,5.9,19.5,11.4,37.1,48.0,52.0,82.2,17.8,58.5,41.5
2017-18,regular-season,MIA,53,29,24,4.3,66.9,33.1,49.3,7.4,27.6,8.4,23.1,15.9,41.9,44.4,55.6,80.9,19.1,54.3,45.7
2017-18,regular-season,IND,44,26,18,3.5,63.5,36.5,45.9,14.6,25.1,8.6,28.9,20.5,31.4,24.7,75.3,51.6,48.4,31.9,68.1
2017-18,regular-season,MIL,47,26,21,3.8,68.8,31.3,53.6,16.9,17.9,6.7,28.5,10.2,36.7,42.6,57.4,79.2,20.8,49.2,50.8
2017-18,regular-season,PHI,45,26,19,3.3,60.8,39.2,41.9,5.8,26.3,6.6,31.8,11.9,36.1,63.3,36.7,97.0,3.0,73.2,26.8
2017-18,regular-season,HOU,35,25,10,3.1,54.1,45.9,36.4,6.3,31.5,4.9,32.2,16.8,30.1,28.8,71.2,66.7,33.3,42.7,57.3
2017-18,regular-season,POR,45,25,20,3.9,68.1,31.9,47.9,8.8,24.7,4.6,27.3,12.9,39.2,29.0,71.0,65.6,34.4,38.4,61.6
2017-18,regular-season,TOR,44,25,19,3.7,69.3,30.7,47.9,12.5,20.3,2.9,31.8,13.8,35.4,32.6,67.4,73.1,26.9,41.5,58.5
2017-18,regular-season,OKC,46,24,22,4.1,61.0,39.0,49.8,14.0,29.0,11.1,21.3,13.3,35.7,23.3,76.7,87.5,12.5,41.3,58.7
2017-18,regular-season,DEN,43,22,21,4.2,65.7,34.3,46.5,8.4,22.7,6.8,30.8,15.7,38.1,52.8,47.2,72.4,27.6,57.6,42.4
2017-18,regular-season,MIN,42,22,20,4.2,71.4,28.6,49.4,14.4,21.6,3.3,29.0,11.1,35.0,41.7,58.3,67.9,32.1,47.6,52.4
2017-18,regular-season,SAC,42,22,20,3.6,71.5,28.5,53.5,14.5,23.5,6.4,23.0,16.0,39.0,39.1,60.9,74.1,25.9,47.1,52.9
2017-18,regular-season,CHI,41,21,20,4.4,65.2,34.8,48.1,9.8,26.4,7.5,25.6,11.6,38.2,46.2,53.8,76.5,23.5,54.3,45.7
2017-18,regular-season,LAC,41,21,20,3.2,58.6,41.4,40.3,6.6,29.7,7.6,30.0,12.9,33.7,34.4,65.6,63.3,36.7,44.0,56.0
2017-18,regular-season,WAS,45,21,24,4.1,68.0,32.0,47.1,9.4,23.8,8.7,29.0,14.6,37.7,50.5,49.5,90.6,9.4,60.6,39.4
2017-18,regular-season,LAL,42,20,22,4.4,60.5,39.5,45.1,7.2,30.8,7.2,24.1,8.7,37.9,44.3,55.7,85.0,15.0,57.0,43.0
2017-18,regular-season,SAS,37,20,17,3.7,60.1,39.9,45.3,10.6,23.3,6.5,31.4,11.8,34.8,37.0,63.0,80.0,20.0,48.0,52.0
2017-18,regular-season,BKN,50,19,31,3.9,58.4,41.6,43.2,5.8,30.2,4.1,26.6,8.4,37.4,40.0,60.0,71.4,28.6,50.0,50.0
2017-18,regular-season,DET,41,19,22,3.6,66.5,33.5,51.2,6.6,25.9,4.0,22.9,8.0,44.5,33.8,66.2,84.6,15.4,46.6,53.4
2017-18,regular-season,GSW,29,19,10,3.8,52.2,47.8,42.8,13.0,30.4,18.8,26.8,8.3,29.7,66.1,33.9,64.3,35.7,65.5,34.5
2017-18,regular-season,ATL,44,17,27,3.4,66.2,33.8,44.1,7.3,28.0,11.0,28.0,15.5,36.7,43.6,56.4,84.8,15.2,55.9,44.1
2017-18,regular-season,CHA,41,16,25,3.7,61.9,38.1,45.5,7.9,23.6,4.8,30.9,15.8,37.6,38.7,61.3,65.4,34.6,45.5,54.5
2017-18,regular-season,PHX,38,16,22,3.0,69.1,30.9,43.9,12.7,22.8,5.9,33.3,13.5,31.2,46.2,53.8,83.3,16.7,55.7,44.3
2017-18,regular-season,UTA,29,16,13,3.7,59.2,40.8,47.3,3.8,24.0,13.7,28.6,15.3,43.5,48.4,51.6,66.7,33.3,53.0,47.0
2017-18,regular-season,ORL,41,14,27,3.1,51.8,48.2,42.0,8.4,32.1,6.1,26.0,9.9,33.6,34.5,65.5,89.3,10.7,53.0,47.0
2017-18,regular-season,DAL,50,12,38,3.4,54.1,45.9,46.8,10.1,31.3,8.2,21.8,13.0,36.7,29.7,70.3,75.8,24.2,43.9,56.1
2017-18,regular-season,MEM,41,12,29,3.6,60.2,39.8,40.0,5.2,26.7,10.4,33.3,19.6,34.8,40.7,59.3,83.3,16.7,53.8,46.2
2017-18,regular-season,NYK,35,12,23,4.0,72.1,27.9,53.2,17.0,22.3,7.4,24.5,13.1,36.2,45.3,54.7,85.7,14.3,54.2,45.8
2017-18,playoffs,CLE,10,7,3,4.1,51.4,48.6,35.6,6.7,36.7,5.6,27.8,15.6,28.9,25.0,75.0,72.7,27.3,44.4,55.6
2017-18,playoffs,BOS,8,5,3,4.9,66.1,33.9,45.5,7.9,17.8,2.0,36.6,11.9,37.6,65.2,34.8,50.0,50.0,62.1,37.9
2017-18,playoffs,GSW,7,4,3,3.1,64.7,35.3,44.0,12.0,30.0,16.0,26.0,22.0,32.0,45.5,54.5,60.0,40.0,50.0,50.0
2017-18,playoffs,HOU,4,4,0,3.2,43.5,56.5,28.6,7.1,42.9,10.7,28.6,14.3,21.4,0.0,100,50.0,50.0,25.0,75.0
2017-18,playoffs,NOP,4,3,1,2.8,52.2,47.8,27.8,5.6,50.0,0.0,22.2,11.1,22.2,20.0,80.0,83.3,16.7,54.5,45.5
2017-18,playoffs,MIL,4,2,2,4.1,65.5,34.5,51.2,4.7,27.9,16.3,20.9,7.0,46.5,45.5,54.5,100,0.0,60.0,40.0
2017-18,playoffs,TOR,5,2,3,4.1,69.4,30.6,54.5,12.1,18.2,15.2,27.3,6.1,42.4,55.6,44.4,100,0.0,63.6,36.4
2017-18,playoffs,UTA,4,2,2,2.9,56.3,43.8,40.0,8.0,24.0,0.0,36.0,0.0,32.0,40.0,60.0,100,0.0,57.1,42.9
2017-18,playoffs,IND,5,1,4,2.6,54.5,45.5,62.5,12.5,18.8,0.0,18.8,0.0,50.0,80.0,20.0,100,0.0,83.3,16.7
2017-18,playoffs,MIA,2,1,1,2.5,100,0.0,80.0,20.0,0.0,20.0,20.0,40.0,60.0,75.0,25.0,0.0,0.0,75.0,25.0
2017-18,playoffs,OKC,3,1,2,3.3,57.7,42.3,60.0,20.0,30.0,10.0,10.0,0.0,40.0,50.0,50.0,50.0,50.0,50.0,50.0
2017-18,playoffs,PHI,5,1,4,4.9,71.1,28.9,61.5,19.2,17.3,5.8,21.2,3.8,42.3,50.0,50.0,100,0.0,57.9,42.1
2017-18,playoffs,SAS,2,1,1,1.2,33.3,66.7,0.0,0.0,66.7,0.0,33.3,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0
2017-18,playoffs,WAS,3,1,2,2.1,80.0,20.0,83.3,16.7,0.0,58.3,16.7,16.7,66.7,60.0,40.0,0.0,0.0,60.0,40.0
2017-18,playoffs,MIN,1,0,1,2.1,100,0.0,50.0,0.0,0.0,50.0,50.0,0.0,50.0,0.0,100,0.0,0.0,0.0,100
2017-18,playoffs,POR,3,0,3,3.7,64.7,35.3,41.7,8.3,37.5,29.2,20.8,8.3,33.3,0.0,100,66.7,33.3,25.0,75.0
2017-18,all-star,-,1,1,0,4.8,81.8,18.2,70.6,11.8,17.6,11.8,11.8,23.5,58.8,66.7,33.3,0.0,100,57.1,42.9
2017-18,all-star,-,1,0,1,4.8,70.0,30.0,88.9,0.0,0.0,0.0,11.1,0.0,88.9,50.0,50.0,0.0,0.0,50.0,50.0
2018-19,pre-season,CHA,4,3,1,3.6,53.6,46.4,36.4,4.5,27.3,13.6,36.4,15.9,31.8,25.0,75.0,100,0.0,50.0,50.0
2018-19,pre-season,NYK,4,3,1,4.2,80.8,19.2,48.8,24.4,22.0,17.1,29.3,24.4,24.4,60.0,40.0,100,0.0,69.2,30.8
2018-19,pre-season,BKN,3,2,1,5.1,60.9,39.1,47.4,5.3,23.7,5.3,28.9,10.5,42.1,44.4,55.6,66.7,33.3,50.0,50.0
2018-19,pre-season,DEN,3,2,1,3.8,38.9,61.1,23.1,7.7,46.2,19.2,30.8,15.4,15.4,33.3,66.7,100,0.0,71.4,28.6
2018-19,pre-season,LAL,3,2,1,3.6,72.2,27.8,62.5,6.3,18.8,12.5,18.8,28.1,56.3,20.0,80.0,100,0.0,33.3,66.7
2018-19,pre-season,MIA,4,2,2,3.4,50.0,50.0,34.5,0.0,31.0,3.4,34.5,3.4,34.5,20.0,80.0,66.7,33.3,37.5,62.5
2018-19,pre-season,WAS,3,2,1,6.3,66.7,33.3,74.5,15.7,11.8,9.8,13.7,17.6,58.8,57.9,42.1,100,0.0,61.9,38.1
2018-19,pre-season,ATL,2,1,1,4.3,66.7,33.3,70.0,20.0,30.0,0.0,0.0,10.0,50.0,28.6,71.4,0.0,100,22.2,77.8
2018-19,pre-season,BOS,3,1,2,2.6,86.7,13.3,88.9,0.0,0.0,11.1,11.1,22.2,88.9,50.0,50.0,0.0,0.0,50.0,50.0
2018-19,pre-season,CLE,1,1,0,0.4,100,0.0,100,0.0,0.0,0.0,0.0,0.0,100,0.0,100,0.0,0.0,0.0,100
2018-19,pre-season,DAL,3,1,2,3.7,76.5,23.5,52.9,17.6,17.6,11.8,29.4,26.5,35.3,33.3,66.7,100,0.0,45.5,54.5
2018-19,pre-season,DET,3,1,2,6.5,57.9,42.1,57.9,21.1,23.7,0.0,18.4,21.1,36.8,63.6,36.4,66.7,33.3,64.3,35.7
2018-19,pre-season,LAC,1,1,0,2.3,71.4,28.6,88.9,44.4,0.0,22.2,11.1,0.0,44.4,50.0,50.0,0.0,0.0,50.0,50.0
2018-19,pre-season,MEM,1,1,0,9.9,75.0,25.0,50.0,10.0,15.0,0.0,35.0,25.0,40.0,20.0,80.0,100,0.0,33.3,66.7
2018-19,pre-season,MIN,1,1,0,5.0,66.7,33.3,85.7,0.0,0.0,0.0,14.3,0.0,85.7,33.3,66.7,0.0,0.0,33.3,66.7
2018-19,pre-season,OKC,2,1,1,6.7,60.0,40.0,13.8,0.0,51.7,13.8,34.5,27.6,13.8,50.0,50.0,100,0.0,85.7,14.3
2018-19,pre-season,PHI,2,1,1,3.0,50.0,50.0,71.4,0.0,21.4,0.0,7.1,0.0,71.4,20.0,80.0,0.0,100,16.7,83.3
2018-19,pre-season,PHX,2,1,1,2.8,60.0,40.0,62.5,12.5,0.0,12.5,37.5,12.5,50.0,20.0,80.0,0.0,0.0,20.0,80.0
2018-19,pre-season,POR,2,1,1,3.4,61.5,38.5,80.0,13.3,0.0,6.7,20.0,6.7,66.7,16.7,83.3,0.0,0.0,16.7,83.3
2018-19,pre-season,SAC,3,1,2,4.9,59.3,40.7,29.3,0.0,29.3,0.0,41.5,29.3,29.3,50.0,50.0,50.0,50.0,50.0,50.0
2018-19,pre-season,SAS,2,1,1,2.9,81.8,18.2,66.7,19.0,14.3,19.0,19.0,19.0,47.6,71.4,28.6,0.0,100,62.5,37.5
2018-19,pre-season,UTA,1,1,0,1.8,20.0,80.0,15.4,0.0,69.2,15.4,15.4,30.8,15.4,100,0.0,66.7,33.3,75.0,25.0
2018-19,pre-season,CHI,2,0,2,2.9,44.4,55.6,28.6,0.0,42.9,28.6,28.6,0.0,28.6,0.0,100,100,0.0,50.0,50.0
2018-19,pre-season,GSW,2,0,2,2.7,50.0,50.0,100,0.0,0.0,0.0,0.0,0.0,100,0.0,100,0.0,0.0,0.0,100
2018-19,pre-season,IND,1,0,1,9.9,70.6,29.4,46.2,0.0,23.1,15.4,30.8,15.4,46.2,66.7,33.3,0.0,100,50.0,50.0
2018-19,pre-season,MIL,1,0,1,8.7,43.8,56.3,20.0,10.0,60.0,0.0,20.0,10.0,10.0,50.0,50.0,50.0,50.0,50.0,50.0
2018-19,pre-season,NOP,1,0,1,1.3,0.0,100,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-19,pre-season,-,1,0,1,1.2,66.7,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-19,pre-season,ORL,1,0,1,5.2,62.5,37.5,40.0,0.0,60.0,0.0,0.0,60.0,40.0,0.0,100,0.0,100,0.0,100
2018-19,regular-season,DEN,46,31,15,3.3,68.9,31.1,52.7,6.2,23.5,4.5,23.8,15.7,46.5,53.2,46.8,85.7,14.3,60.7,39.3
2018-19,regular-season,PHI,45,30,15,3.7,59.6,40.4,40.0,9.2,27.5,5.1,32.5,8.7,30.8,43.4,56.6,86.8,13.2,57.0,43.0
2018-19,regular-season,LAC,43,27,16,3.6,64.5,35.5,43.2,8.5,25.6,7.3,31.2,16.3,34.7,34.9,65.1,88.2,11.8,50.0,50.0
2018-19,regular-season,POR,42,25,17,3.4,64.1,35.9,47.5,9.3,26.2,6.0,26.2,9.3,38.3,36.8,63.2,81.3,18.8,48.7,51.3
2018-19,regular-season,BKN,44,24,20,4.2,60.1,39.9,43.0,6.0,34.6,3.7,22.4,12.5,37.0,39.8,60.2,66.0,34.0,49.0,51.0
2018-19,regular-season,HOU,41,24,17,3.6,43.3,56.7,32.3,3.5,32.6,7.3,35.2,9.4,28.7,32.7,67.3,54.1,45.9,41.3,58.7
2018-19,regular-season,SAC,49,24,25,3.3,67.5,32.5,47.2,8.5,25.5,12.2,27.3,18.0,38.7,42.7,57.3,87.5,12.5,54.5,45.5
2018-19,regular-season,SAS,40,24,16,4.0,72.1,27.9,52.2,17.8,25.1,8.1,22.7,9.4,34.5,38.0,62.0,84.4,15.6,49.2,50.8
2018-19,regular-season,BOS,42,23,19,3.5,61.5,38.5,46.4,11.5,28.4,8.0,25.2,13.2,34.9,39.8,60.2,73.7,26.3,49.6,50.4
2018-19,regular-season,IND,41,23,18,3.0,66.0,34.0,51.0,15.9,29.0,6.9,20.0,12.4,35.2,47.3,52.7,67.9,32.1,52.9,47.1
2018-19,regular-season,TOR,38,23,15,4.6,61.3,38.7,49.6,16.9,28.4,9.2,22.0,18.2,32.7,37.1,62.9,83.8,16.2,50.0,50.0
2018-19,regular-season,MIL,36,22,14,3.8,61.2,38.8,48.7,1.8,29.9,10.3,21.4,17.0,46.9,48.2,51.8,67.6,32.4,53.8,46.2
2018-19,regular-season,OKC,46,22,24,3.8,55.2,44.8,40.6,7.3,27.9,8.3,31.5,15.4,33.3,42.2,57.8,68.4,31.6,50.4,49.6
2018-19,regular-season,ORL,47,22,25,3.5,62.5,37.5,53.4,10.3,23.3,5.2,23.3,11.8,43.1,50.5,49.5,88.9,11.1,59.2,40.8
2018-19,regular-season,LAL,43,21,22,3.3,59.5,40.5,48.0,4.5,25.1,14.5,26.8,13.1,43.6,47.7,52.3,70.0,30.0,53.4,46.6
2018-19,regular-season,MIA,45,21,24,3.5,60.1,39.9,53.9,9.4,22.6,9.4,23.5,15.0,44.5,50.0,50.0,79.2,20.8,56.4,43.6
2018-19,regular-season,ATL,41,20,21,4.0,61.8,38.2,49.9,3.7,26.8,6.0,23.4,13.1,46.2,47.4,52.6,67.6,32.4,52.7,47.3
2018-19,regular-season,DAL,46,20,26,3.7,55.0,45.0,45.7,7.4,28.7,7.4,25.5,12.5,38.3,31.4,68.6,63.9,36.1,41.0,59.0
2018-19,regular-season,DET,42,20,22,4.1,65.9,34.1,44.8,6.5,29.9,4.5,25.4,10.7,38.3,34.4,65.6,65.0,35.0,43.8,56.2
2018-19,regular-season,GSW,35,20,15,3.9,57.1,42.9,37.8,11.1,37.2,7.7,25.1,14.9,26.6,49.2,50.8,62.5,37.5,54.5,45.5
2018-19,regular-season,MEM,47,19,28,4.1,61.9,38.1,45.4,10.5,28.4,4.2,26.2,15.7,34.9,37.4,62.6,76.3,23.7,48.8,51.2
2018-19,regular-season,MIN,45,19,26,3.8,62.9,37.1,54.1,11.6,23.5,7.0,22.4,12.8,42.4,41.9,58.1,81.5,18.5,50.8,49.2
2018-19,regular-season,CHA,39,18,21,4.1,52.9,47.1,41.0,12.0,34.4,4.9,24.6,10.9,29.0,41.3,58.7,61.9,38.1,48.7,51.3
2018-19,regular-season,NOP,45,17,28,3.2,64.3,35.7,53.9,8.0,21.4,4.3,24.8,17.0,45.8,41.4,58.6,78.3,21.7,49.1,50.9
2018-19,regular-season,CHI,39,15,24,4.2,66.9,33.1,49.1,8.0,30.4,6.1,20.6,13.8,41.1,36.3,63.8,60.6,39.4,43.4,56.6
2018-19,regular-season,UTA,33,15,18,3.3,62.8,37.2,47.3,2.9,21.8,10.5,30.9,12.0,44.4,36.9,63.1,65.0,35.0,43.5,56.5
2018-19,regular-season,WAS,39,15,24,4.6,59.7,40.3,49.8,5.8,26.8,9.9,23.4,12.8,44.0,52.4,47.6,89.2,10.8,62.1,37.9
2018-19,regular-season,CLE,34,13,21,3.0,63.8,36.2,48.3,10.4,32.7,10.0,19.0,13.3,37.9,27.5,72.5,60.9,39.1,37.8,62.2
2018-19,regular-season,PHX,33,12,21,4.5,66.0,34.0,55.6,12.3,23.7,9.4,20.8,12.0,43.3,43.2,56.8,74.1,25.9,50.0,50.0
2018-19,regular-season,NYK,34,11,23,3.8,61.5,38.5,42.4,9.0,26.0,9.4,31.6,12.5,33.3,39.3,60.7,76.0,24.0,50.0,50.0
2018-19,playoffs,GSW,13,8,5,4.5,55.3,44.7,35.9,4.7,39.8,5.5,24.2,15.6,31.3,65.2,34.8,82.4,17.6,72.5,27.5
2018-19,playoffs,TOR,12,7,5,4.8,53.7,46.3,40.9,13.6,29.5,7.6,29.5,23.5,27.3,18.5,81.5,76.9,23.1,37.5,62.5
2018-19,playoffs,POR,9,5,4,5.9,65.7,34.3,54.7,23.9,28.2,5.1,17.1,20.5,30.8,18.8,81.3,72.7,27.3,32.6,67.4
2018-19,playoffs,HOU,8,4,4,4.3,58.8,41.2,32.8,0.0,31.3,9.0,35.8,3.0,32.8,36.4,63.6,57.1,42.9,44.4,55.6
2018-19,playoffs,BOS,4,3,1,1.9,56.3,43.8,56.0,24.0,36.0,0.0,8.0,20.0,32.0,57.1,42.9,66.7,33.3,60.0,40.0
2018-19,playoffs,DEN,7,3,4,6.3,62.9,37.1,52.3,13.6,23.9,4.5,23.9,8.0,38.6,52.2,47.8,71.4,28.6,56.7,43.3
2018-19,playoffs,LAC,2,2,0,4.3,63.6,36.4,48.0,8.0,24.0,16.0,28.0,36.0,40.0,33.3,66.7,50.0,50.0,37.5,62.5
2018-19,playoffs,MIL,5,2,3,5.8,64.4,35.6,49.1,0.0,28.3,7.5,22.6,7.5,49.1,46.2,53.8,100,0.0,61.1,38.9
2018-19,playoffs,PHI,4,2,2,4.4,57.7,42.3,37.2,4.7,27.9,9.3,34.9,18.6,32.6,62.5,37.5,100,0.0,75.0,25.0
2018-19,playoffs,OKC,3,1,2,1.7,66.7,33.3,46.2,0.0,46.2,7.7,7.7,7.7,46.2,66.7,33.3,100,0.0,80.0,20.0
2018-19,playoffs,ORL,2,1,1,3.1,50.0,50.0,40.0,0.0,60.0,26.7,0.0,26.7,40.0,33.3,66.7,66.7,33.3,50.0,50.0
2018-19,playoffs,SAS,3,1,2,3.5,78.6,21.4,44.4,33.3,16.7,0.0,38.9,11.1,11.1,50.0,50.0,100,0.0,60.0,40.0
2018-19,playoffs,BKN,1,0,1,5.1,75.0,25.0,57.1,0.0,42.9,0.0,0.0,71.4,57.1,100,0.0,100,0.0,100,0.0
2018-19,playoffs,IND,3,0,3,2.6,44.4,55.6,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,66.7,33.3,66.7,33.3
2018-19,playoffs,UTA,2,0,2,4.7,57.9,42.1,55.6,11.1,33.3,0.0,11.1,0.0,44.4,0.0,100,50.0,50.0,14.3,85.7
2018-19,all-star,-,1,1,0,0.9,50.0,50.0,40.0,0.0,60.0,0.0,0.0,60.0,40.0,0.0,100,0.0,100,0.0,100
2018-19,all-star,-,1,0,1,0.9,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-20,pre-season,DEN,5,4,1,1.8,66.7,33.3,36.4,9.1,27.3,22.7,36.4,22.7,27.3,50.0,50.0,100,0.0,66.7,33.3
2019-20,pre-season,IND,5,3,2,2.5,75.0,25.0,53.3,0.0,30.0,0.0,16.7,0.0,53.3,37.5,62.5,66.7,33.3,45.5,54.5
2019-20,pre-season,LAL,5,3,2,2.0,69.6,30.4,42.9,14.3,42.9,7.1,14.3,17.9,28.6,50.0,50.0,100,0.0,70.0,30.0
2019-20,pre-season,MIL,3,3,0,2.6,66.7,33.3,50.0,8.3,37.5,8.3,12.5,4.2,41.7,66.7,33.3,100,0.0,77.8,22.2
2019-20,pre-season,NOP,3,3,0,4.1,65.0,35.0,40.0,8.0,36.0,36.0,24.0,20.0,32.0,40.0,60.0,66.7,33.3,50.0,50.0
2019-20,pre-season,BKN,3,2,1,4.4,45.0,55.0,34.3,5.7,42.9,17.1,22.9,20.0,28.6,50.0,50.0,80.0,20.0,63.6,36.4
2019-20,pre-season,DAL,4,2,2,4.0,63.3,36.7,51.2,0.0,34.9,4.7,14.0,14.0,51.2,45.5,54.5,80.0,20.0,56.3,43.8
2019-20,pre-season,DET,2,2,0,1.6,66.7,33.3,40.0,0.0,20.0,13.3,40.0,13.3,40.0,66.7,33.3,100,0.0,75.0,25.0
2019-20,pre-season,HOU,3,2,1,3.7,48.0,52.0,42.9,0.0,32.1,0.0,25.0,21.4,42.9,66.7,33.3,100,0.0,77.8,22.2
2019-20,pre-season,LAC,3,2,1,3.3,52.9,47.1,35.7,0.0,32.1,7.1,32.1,7.1,35.7,40.0,60.0,66.7,33.3,50.0,50.0
2019-20,pre-season,TOR,3,2,1,3.4,70.0,30.0,53.3,0.0,10.0,33.3,36.7,26.7,53.3,50.0,50.0,100,0.0,55.6,44.4
2019-20,pre-season,UTA,4,2,2,3.7,65.4,34.6,59.5,0.0,24.3,16.2,16.2,21.6,59.5,54.5,45.5,66.7,33.3,57.1,42.9
