SEASON,SEASON_TYPE,TEAM_ABB,TEAM_ID,TEAM_NAME,PLAYER_NAME,PLAYER_ID,GP,MIN,CATCH_SHOOT_PTS,CATCH_SHOOT_FGM,CATCH_SHOOT_FGA,CATCH_SHOOT_FG_PCT,CATCH_SHOOT_FG3M,CATCH_SHOOT_FG3A,CATCH_SHOOT_FG3_PCT,CATCH_SHOOT_EFG_PCT
2020-21,Playoffs,PHX,1610612756,Phoenix Suns,Dario Šarić,203967,14,10.5,1.6,0.6,1.6,34.8,0.5,1.2,41.2,50.0
2020-21,Playoffs,WAS,1610612764,Washington Wizards,Davis Bertans,202722,4,26.5,6.0,2.0,5.5,36.4,2.0,5.5,36.4,54.5
2020-21,Playoffs,ATL,1610612737,Atlanta Hawks,De'Andre Hunter,1629631,5,30.3,3.6,1.2,2.8,42.9,1.2,2.8,42.9,64.3
2020-21,Playoffs,MEM,1610612763,Memphis Grizzlies,De'Anthony Melton,1629001,5,16.7,3.0,1.0,2.8,35.7,1.0,2.8,35.7,53.6
2020-21,Playoffs,LAC,1610612746,Los Angeles Clippers,DeMarcus Cousins,202326,7,8.3,1.7,0.6,1.4,40.0,0.6,1.4,40.0,60.0
2020-21,Playoffs,PHX,1610612756,Phoenix Suns,Deandre Ayton,1629028,22,36.4,1.0,0.5,1.1,44.0,-,-,-,44.0
2020-21,Playoffs,LAL,1610612747,Los Angeles Lakers,Dennis Schröder,203471,6,32.7,2.5,0.8,3.5,23.8,0.8,3.5,23.8,35.7
2020-21,Playoffs,UTA,1610612762,Utah Jazz,Derrick Favors,202324,11,13.1,0.0,0.0,0.2,0.0,-,-,-,0.0
2020-21,Playoffs,POR,1610612757,Portland Trail Blazers,Derrick Jones Jr.,1627884,2,5.2,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
2020-21,Playoffs,NYK,1610612752,New York Knicks,Derrick Rose,201565,5,35.0,3.0,1.0,1.6,62.5,1.0,1.6,62.5,93.8
2020-21,Playoffs,MEM,1610612763,Memphis Grizzlies,Desmond Bane,1630217,5,19.8,3.6,1.2,2.0,60.0,1.2,2.0,60.0,90.0
2020-21,Playoffs,PHX,1610612756,Phoenix Suns,Devin Booker,1626164,22,40.4,2.8,1.0,3.0,34.8,0.7,2.2,33.3,47.0
2020-21,Playoffs,MIA,1610612748,Miami Heat,Dewayne Dedmon,203473,4,14.3,0.8,0.3,0.8,33.3,0.3,0.8,33.3,50.0
2020-21,Playoffs,MEM,1610612763,Memphis Grizzlies,Dillon Brooks,1628415,5,34.9,4.2,1.4,3.2,43.8,1.4,3.0,46.7,65.6
2020-21,Playoffs,UTA,1610612762,Utah Jazz,Donovan Mitchell,1628378,10,34.6,2.4,0.8,2.4,33.3,0.8,2.3,34.8,50.0
2020-21,Playoffs,MIL,1610612749,Milwaukee Bucks,Donte DiVincenzo,1628978,3,23.3,1.0,0.3,3.0,11.1,0.3,3.0,11.1,16.7
2020-21,Playoffs,DAL,1610612742,Dallas Mavericks,Dorian Finney-Smith,1627827,7,38.7,6.9,2.3,5.0,45.7,2.3,5.0,45.7,68.6
2020-21,Playoffs,MIA,1610612748,Miami Heat,Duncan Robinson,1629130,4,24.9,3.0,1.0,3.5,28.6,1.0,3.5,28.6,42.9
2020-21,Playoffs,PHI,1610612755,Philadelphia 76ers,Dwight Howard,2730,12,12.4,0.0,0.0,0.0,-,0.0,0.0,-,-
2020-21,Playoffs,DAL,1610612742,Dallas Mavericks,Dwight Powell,203939,7,7.5,0.0,0.0,0.1,0.0,-,-,-,0.0
2020-21,Playoffs,PHX,1610612756,Phoenix Suns,E'Twaun Moore,202734,7,6.6,0.4,0.1,0.6,25.0,0.1,0.6,25.0,37.5
2020-21,Playoffs,NYK,1610612752,New York Knicks,Elfrid Payton,203901,2,6.5,0.0,0.0,0.0,-,-,-,-,-
2020-21,Playoffs,MIL,1610612749,Milwaukee Bucks,Elijah Bryant,1629091,11,4.5,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
2020-21,Playoffs,POR,1610612757,Portland Trail Blazers,Enes Freedom,202683,5,11.2,0.0,0.0,0.0,-,-,-,-,-
2020-21,Playoffs,UTA,1610612762,Utah Jazz,Ersan Ilyasova,101141,1,3.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-21,Playoffs,BOS,1610612738,Boston Celtics,Evan Fournier,203095,5,33.3,6.0,2.0,3.2,62.5,2.0,3.0,66.7,93.8
2020-21,Playoffs,DEN,1610612743,Denver Nuggets,Facundo Campazzo,1630267,10,27.0,4.8,1.6,3.6,44.4,1.6,3.6,44.4,66.7
2020-21,Playoffs,PHX,1610612756,Phoenix Suns,Frank Kaminsky,1626163,10,6.8,0.3,0.1,0.6,16.7,0.1,0.5,20.0,25.0
2020-21,Playoffs,NYK,1610612752,New York Knicks,Frank Ntilikina,1628373,3,1.2,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
2020-21,Playoffs,PHI,1610612755,Philadelphia 76ers,Furkan Korkmaz,1627788,12,16.2,2.9,1.0,2.9,34.3,0.9,2.8,32.4,50.0
2020-21,Playoffs,MIA,1610612748,Miami Heat,Gabe Vincent,1629216,3,4.7,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
2020-21,Playoffs,WAS,1610612764,Washington Wizards,Garrison Mathews,1629726,3,5.7,0.0,0.0,1.3,0.0,0.0,1.3,0.0,0.0
2020-21,Playoffs,PHI,1610612755,Philadelphia 76ers,George Hill,201588,12,17.1,1.4,0.5,1.1,46.2,0.4,1.0,41.7,65.4
2020-21,Playoffs,UTA,1610612762,Utah Jazz,Georges Niang,1627777,11,11.7,2.5,0.8,2.7,30.0,0.8,2.7,30.0,45.0
2020-21,Playoffs,MIL,1610612749,Milwaukee Bucks,Giannis Antetokounmpo,203507,21,38.1,0.5,0.2,0.6,33.3,0.1,0.4,25.0,41.7
2020-21,Playoffs,MIA,1610612748,Miami Heat,Goran Dragic,201609,4,29.2,6.3,2.3,6.3,36.0,1.8,5.5,31.8,50.0
2020-21,Playoffs,BOS,1610612738,Boston Celtics,Grant Williams,1629684,5,11.4,0.6,0.2,0.6,33.3,0.2,0.4,50.0,50.0
2020-21,Playoffs,MEM,1610612763,Memphis Grizzlies,Grayson Allen,1628960,5,23.1,4.2,1.4,3.0,46.7,1.4,3.0,46.7,70.0
2020-21,Playoffs,POR,1610612757,Portland Trail Blazers,Harry Giles III,1628385,1,3.6,0.0,0.0,0.0,-,-,-,-,-
2020-21,Playoffs,NYK,1610612752,New York Knicks,Immanuel Quickley,1630193,5,15.4,0.0,0.0,0.8,0.0,0.0,0.8,0.0,0.0
2020-21,Playoffs,WAS,1610612764,Washington Wizards,Isaac Bonga,1629067,4,2.4,0.0,0.0,0.8,0.0,0.0,0.8,0.0,0.0
2020-21,Playoffs,PHI,1610612755,Philadelphia 76ers,Isaiah Joe,1630198,4,2.4,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
2020-21,Playoffs,WAS,1610612764,Washington Wizards,Ish Smith,202397,5,22.3,0.6,0.2,1.0,20.0,0.2,1.0,20.0,30.0
2020-21,Playoffs,LAC,1610612746,Los Angeles Clippers,Ivica Zubac,1627826,17,17.7,0.0,0.0,0.1,0.0,-,-,-,0.0
2020-21,Playoffs,MEM,1610612763,Memphis Grizzlies,Ja Morant,1629630,5,40.5,0.6,0.2,1.8,11.1,0.2,1.8,11.1,16.7
2020-21,Playoffs,DEN,1610612743,Denver Nuggets,JaMychal Green,203210,10,19.0,2.0,0.7,2.1,33.3,0.6,1.9,31.6,47.6
2020-21,Playoffs,DEN,1610612743,Denver Nuggets,JaVale McGee,201580,4,8.5,0.0,0.0,0.8,0.0,0.0,0.5,0.0,0.0
2020-21,Playoffs,BOS,1610612738,Boston Celtics,Jabari Parker,203953,4,14.8,2.0,0.8,1.8,42.9,0.5,1.3,40.0,57.1
2020-21,Playoffs,PHX,1610612756,Phoenix Suns,Jae Crowder,203109,22,33.1,6.7,2.3,5.9,39.2,2.0,5.3,38.5,56.5
2020-21,Playoffs,DAL,1610612742,Dallas Mavericks,Jalen Brunson,1628973,7,16.3,1.7,0.6,1.4,40.0,0.6,1.4,40.0,60.0
2020-21,Playoffs,PHX,1610612756,Phoenix Suns,Jalen Smith,1630188,6,2.9,0.5,0.2,0.2,100,0.2,0.2,100,150.0
2020-21,Playoffs,BKN,1610612751,Brooklyn Nets,James Harden,201935,9,35.7,0.3,0.1,0.9,12.5,0.1,0.9,12.5,18.8
2020-21,Playoffs,LAL,1610612747,Los Angeles Lakers,Jared Dudley,201162,2,2.5,0.0,0.0,0.0,-,-,-,-,-
2020-21,Playoffs,MEM,1610612763,Memphis Grizzlies,Jaren Jackson Jr.,1628991,5,27.5,4.8,1.6,5.4,29.6,1.6,5.4,29.6,44.4
2020-21,Playoffs,UTA,1610612762,Utah Jazz,Jarrell Brantley,1629714,2,1.7,0.0,0.0,0.0,-,-,-,-,-
2020-21,Playoffs,LAC,1610612746,Los Angeles Clippers,Jay Scrubb,1630206,6,1.3,0.0,0.0,0.0,-,-,-,-,-
2020-21,Playoffs,BOS,1610612738,Boston Celtics,Jayson Tatum,1628369,5,36.9,1.2,0.4,1.6,25.0,0.4,1.4,28.6,37.5
2020-21,Playoffs,BKN,1610612751,Brooklyn Nets,Jeff Green,201145,6,24.7,5.0,1.7,3.0,55.6,1.7,3.0,55.6,83.3
2020-21,Playoffs,MIL,1610612749,Milwaukee Bucks,Jeff Teague,201952,16,7.5,0.8,0.3,0.4,57.1,0.3,0.4,57.1,85.7
2020-21,Playoffs,PHX,1610612756,Phoenix Suns,Jevon Carter,1628975,7,3.1,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
2020-21,Playoffs,MIA,1610612748,Miami Heat,Jimmy Butler III,202710,4,38.5,2.8,1.0,3.0,33.3,0.8,2.3,33.3,45.8
2020-21,Playoffs,BKN,1610612751,Brooklyn Nets,Joe Harris,203925,12,36.2,7.0,2.3,5.5,42.4,2.3,5.3,43.8,63.6
2020-21,Playoffs,UTA,1610612762,Utah Jazz,Joe Ingles,204060,11,27.8,4.1,1.4,3.1,44.1,1.4,3.1,44.1,66.2
2020-21,Playoffs,PHI,1610612755,Philadelphia 76ers,Joel Embiid,203954,11,32.4,4.7,1.6,3.3,50.0,1.5,2.9,50.0,72.2
2020-21,Playoffs,ATL,1610612737,Atlanta Hawks,John Collins,1628381,18,32.0,3.9,1.4,3.8,37.7,1.1,3.1,34.5,51.4
2020-21,Playoffs,MEM,1610612763,Memphis Grizzlies,John Konchar,1629723,1,2.8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-21,Playoffs,MEM,1610612763,Memphis Grizzlies,Jonas Valančiūnas,202685,5,33.1,2.0,0.8,2.4,33.3,0.4,1.6,25.0,41.7
2020-21,Playoffs,UTA,1610612762,Utah Jazz,Jordan Clarkson,203903,11,27.1,3.3,1.1,3.9,27.9,1.1,3.8,28.6,41.9
2020-21,Playoffs,MIL,1610612749,Milwaukee Bucks,Jordan Nwora,1629670,5,6.2,1.2,0.4,0.8,50.0,0.4,0.8,50.0,75.0
2020-21,Playoffs,DAL,1610612742,Dallas Mavericks,Josh Green,1630182,1,4.2,0.0,0.0,0.0,-,-,-,-,-
2020-21,Playoffs,DAL,1610612742,Dallas Mavericks,Josh Richardson,1626196,7,13.4,0.9,0.3,1.3,22.2,0.3,1.1,25.0,33.3
2020-21,Playoffs,MIL,1610612749,Milwaukee Bucks,Jrue Holiday,201950,23,39.6,2.2,0.7,2.4,30.9,0.7,2.3,31.5,46.4
2020-21,Playoffs,NYK,1610612752,New York Knicks,Julius Randle,203944,5,36.1,3.6,1.2,3.2,37.5,1.2,3.0,40.0,56.3
2020-21,Playoffs,MIL,1610612749,Milwaukee Bucks,Justin Jackson,1628382,5,3.0,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0
2020-21,Playoffs,MEM,1610612763,Memphis Grizzlies,Justise Winslow,1626159,1,2.8,0.0,0.0,0.0,-,-,-,-,-
2020-21,Playoffs,POR,1610612757,Portland Trail Blazers,Jusuf Nurkić,203994,6,28.9,0.5,0.2,1.0,16.7,0.2,0.8,20.0,25.0
2020-21,Playoffs,UTA,1610612762,Utah Jazz,Juwan Morgan,1629752,2,2.9,0.0,0.0,0.0,-,-,-,-,-
2020-21,Playoffs,MIA,1610612748,Miami Heat,KZ Okpala,1629644,2,2.9,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
2020-21,Playoffs,LAC,1610612746,Los Angeles Clippers,Kawhi Leonard,202695,11,39.2,4.4,1.6,3.5,46.2,1.1,2.8,38.7,61.5
2020-21,Playoffs,POR,1610612757,Portland Trail Blazers,Keljin Blevins,1629833,2,1.9,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
2020-21,Playoffs,OKC,1610612760,Oklahoma City Thunder,Kemba Walker,202689,3,30.3,1.0,0.3,1.3,25.0,0.3,1.3,25.0,37.5
2020-21,Playoffs,MIA,1610612748,Miami Heat,Kendrick Nunn,1629134,4,23.3,0.8,0.3,2.8,9.1,0.3,2.8,9.1,13.6
2020-21,Playoffs,LAL,1610612747,Los Angeles Lakers,Kentavious Caldwell-Pope,203484,5,29.1,1.8,0.6,3.4,17.6,0.6,3.4,17.6,26.5
2020-21,Playoffs,BKN,1610612751,Brooklyn Nets,Kevin Durant,201142,12,40.4,4.4,1.6,3.5,45.2,1.3,2.7,46.9,63.1
2020-21,Playoffs,ATL,1610612737,Atlanta Hawks,Kevin Huerter,1628989,18,31.0,4.2,1.4,3.7,37.3,1.4,3.6,38.5,56.0
2020-21,Playoffs,NYK,1610612752,New York Knicks,Kevin Knox II,1628995,1,3.5,0.0,0.0,0.0,-,-,-,-,-
2020-21,Playoffs,MIL,1610612749,Milwaukee Bucks,Khris Middleton,203114,23,40.1,4.3,1.5,4.1,36.8,1.3,3.6,35.4,52.1
2020-21,Playoffs,ATL,1610612737,Atlanta Hawks,Kris Dunn,1627739,5,6.6,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0
2020-21,Playoffs,DAL,1610612742,Dallas Mavericks,Kristaps Porziņģis,204001,7,33.3,4.4,1.7,4.3,40.0,1.0,3.3,30.4,51.7
2020-21,Playoffs,MEM,1610612763,Memphis Grizzlies,Kyle Anderson,203937,5,28.4,1.8,0.6,1.8,33.3,0.6,1.8,33.3,50.0
2020-21,Playoffs,LAL,1610612747,Los Angeles Lakers,Kyle Kuzma,1628398,6,21.6,1.5,0.5,3.0,16.7,0.5,3.0,16.7,25.0
2020-21,Playoffs,BKN,1610612751,Brooklyn Nets,Kyrie Irving,202681,9,36.1,4.9,1.7,3.2,51.7,1.6,3.1,50.0,75.9
2020-21,Playoffs,BKN,1610612751,Brooklyn Nets,Landry Shamet,1629013,12,17.2,1.8,0.6,1.5,38.9,0.6,1.5,38.9,58.3
2020-21,Playoffs,PHX,1610612756,Phoenix Suns,Langston Galloway,204038,2,7.4,0.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0
2020-21,Playoffs,LAL,1610612747,Los Angeles Lakers,LeBron James,2544,6,37.3,3.5,1.2,3.2,36.8,1.2,3.2,36.8,55.3
2020-21,Playoffs,ATL,1610612737,Atlanta Hawks,Lou Williams,101150,18,15.4,0.7,0.2,0.5,44.4,0.2,0.5,44.4,66.7
2020-21,Playoffs,DAL,1610612742,Dallas Mavericks,Luka Dončić,1629029,7,40.1,0.9,0.3,1.3,22.2,0.3,1.3,22.2,33.3
2020-21,Playoffs,LAC,1610612746,Los Angeles Clippers,Luke Kennard,1628379,15,14.6,3.4,1.1,2.8,40.5,1.1,2.8,40.5,60.7
2020-21,Playoffs,BOS,1610612738,Boston Celtics,Luke Kornet,1628436,2,2.7,0.0,0.0,0.0,-,-,-,-,-
2020-21,Playoffs,MIL,1610612749,Milwaukee Bucks,Mamadi Diakite,1629603,7,5.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
2020-21,Playoffs,LAL,1610612747,Los Angeles Lakers,Marc Gasol,201188,5,17.5,3.6,1.2,2.0,60.0,1.2,2.0,60.0,90.0
2020-21,Playoffs,LAC,1610612746,Los Angeles Clippers,Marcus Morris Sr.,202694,19,31.8,5.4,1.9,4.6,41.4,1.6,4.2,39.2,59.2
2020-21,Playoffs,BOS,1610612738,Boston Celtics,Marcus Smart,203935,5,36.6,7.8,2.6,6.2,41.9,2.6,6.2,41.9,62.9
2020-21,Playoffs,LAL,1610612747,Los Angeles Lakers,Markieff Morris,202693,4,9.5,0.8,0.3,1.0,25.0,0.3,1.0,25.0,37.5
2020-21,Playoffs,DEN,1610612743,Denver Nuggets,Markus Howard,1630210,9,12.4,3.0,1.0,1.9,52.9,1.0,1.9,52.9,79.4
2020-21,Playoffs,PHI,1610612755,Philadelphia 76ers,Matisse Thybulle,1629680,12,18.3,2.8,0.9,2.8,33.3,0.9,2.8,33.3,50.0
2020-21,Playoffs,UTA,1610612762,Utah Jazz,Matt Thomas,1629744,3,2.3,0.0,0.0,0.0,-,-,-,-,-
2020-21,Playoffs,MIA,1610612748,Miami Heat,Max Strus,1629622,2,2.9,0.0,0.0,0.5,0.0,-,-,-,0.0
2020-21,Playoffs,DAL,1610612742,Dallas Mavericks,Maxi Kleber,1628467,7,26.8,3.4,1.1,2.7,42.1,1.1,2.7,42.1,63.2
2020-21,Playoffs,DEN,1610612743,Denver Nuggets,Michael Porter Jr.,1629008,10,33.2,7.1,2.5,5.8,43.1,2.1,5.1,41.2,61.2
2020-21,Playoffs,PHX,1610612756,Phoenix Suns,Mikal Bridges,1628969,22,32.1,4.5,1.5,4.2,36.6,1.5,3.9,37.2,53.8
2020-21,Playoffs,UTA,1610612762,Utah Jazz,Mike Conley,201144,6,29.3,3.8,1.3,2.7,50.0,1.2,2.5,46.7,71.9
2020-21,Playoffs,BKN,1610612751,Brooklyn Nets,Mike James,1628455,9,11.4,0.7,0.2,0.3,66.7,0.2,0.2,100,100
2020-21,Playoffs,PHI,1610612755,Philadelphia 76ers,Mike Scott,203118,5,6.9,1.2,0.4,1.4,28.6,0.4,1.4,28.6,42.9
2020-21,Playoffs,UTA,1610612762,Utah Jazz,Miye Oni,1629671,8,5.2,0.0,0.0,0.6,0.0,0.0,0.6,0.0,0.0
2020-21,Playoffs,DEN,1610612743,Denver Nuggets,Monte Morris,1628420,10,28.6,2.7,0.9,2.5,36.0,0.9,2.2,40.9,54.0
2020-21,Playoffs,LAL,1610612747,Los Angeles Lakers,Montrezl Harrell,1626149,4,9.8,0.0,0.0,0.0,-,-,-,-,-
2020-21,Playoffs,POR,1610612757,Portland Trail Blazers,Nassir Little,1629642,3,3.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
2020-21,Playoffs,ATL,1610612737,Atlanta Hawks,Nathan Knight,1630233,6,2.3,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0
2020-21,Playoffs,MIA,1610612748,Miami Heat,Nemanja Bjelica,202357,2,15.1,6.0,2.0,3.0,66.7,2.0,3.0,66.7,100
2020-21,Playoffs,NYK,1610612752,New York Knicks,Nerlens Noel,203457,5,18.4,0.4,0.2,0.4,50.0,-,-,-,50.0
2020-21,Playoffs,BKN,1610612751,Brooklyn Nets,Nic Claxton,1629651,12,10.8,0.0,0.0,0.0,-,-,-,-,-
2020-21,Playoffs,LAC,1610612746,Los Angeles Clippers,Nicolas Batum,201587,19,29.2,4.2,1.4,3.6,39.1,1.3,3.5,37.3,57.2
2020-21,Playoffs,DAL,1610612742,Dallas Mavericks,Nicolo Melli,1629740,3,6.4,0.0,0.0,0.7,0.0,0.0,0.7,0.0,0.0
2020-21,Playoffs,DEN,1610612743,Denver Nuggets,Nikola Jokić,203999,10,34.5,7.0,2.7,5.4,50.0,1.6,3.7,43.2,64.8
2020-21,Playoffs,POR,1610612757,Portland Trail Blazers,Norman Powell,1626181,6,36.0,3.5,1.2,3.7,31.8,1.2,3.3,35.0,47.7
2020-21,Playoffs,NYK,1610612752,New York Knicks,Obi Toppin,1630167,5,13.1,1.8,0.6,1.8,33.3,0.6,1.8,33.3,50.0
2020-21,Playoffs,ATL,1610612737,Atlanta Hawks,Onyeka Okongwu,1630168,18,9.2,0.3,0.2,0.3,60.0,0.0,0.1,0.0,60.0
2020-21,Playoffs,MIL,1610612749,Milwaukee Bucks,P.J. Tucker,200782,23,29.6,2.3,0.8,2.5,31.0,0.8,2.5,31.0,46.6
2020-21,Playoffs,MIL,1610612749,Milwaukee Bucks,Pat Connaughton,1626192,23,23.7,4.8,1.6,4.1,39.4,1.6,4.1,39.4,59.0
2020-21,Playoffs,LAC,1610612746,Los Angeles Clippers,Patrick Beverley,201976,17,19.0,2.3,0.8,1.9,39.4,0.8,1.9,39.4,59.1
2020-21,Playoffs,LAC,1610612746,Los Angeles Clippers,Paul George,202331,19,40.9,3.3,1.1,3.1,35.6,1.1,2.9,37.5,53.4
2020-21,Playoffs,DEN,1610612743,Denver Nuggets,Paul Millsap,200794,9,12.1,2.0,0.7,2.1,31.6,0.7,2.1,31.6,47.4
2020-21,Playoffs,PHI,1610612755,Philadelphia 76ers,Paul Reed,1630194,3,3.5,0.0,0.0,0.0,-,-,-,-,-
2020-21,Playoffs,BOS,1610612738,Boston Celtics,Payton Pritchard,1630202,5,13.5,0.6,0.2,1.2,16.7,0.2,1.2,16.7,25.0
2020-21,Playoffs,MIA,1610612748,Miami Heat,Precious Achiuwa,1630173,3,4.1,0.0,0.0,0.0,-,-,-,-,-
2020-21,Playoffs,NYK,1610612752,New York Knicks,RJ Barrett,1629628,5,32.3,4.0,1.4,5.4,25.9,1.2,4.8,25.0,37.0
2020-21,Playoffs,LAC,1610612746,Los Angeles Clippers,Rajon Rondo,200765,13,16.9,1.6,0.5,1.1,50.0,0.5,1.1,50.0,75.0
2020-21,Playoffs,WAS,1610612764,Washington Wizards,Raul Neto,203526,5,22.5,1.8,0.6,2.2,27.3,0.6,2.2,27.3,40.9
2020-21,Playoffs,PHI,1610612755,Philadelphia 76ers,Rayjon Tucker,1629730,1,1.7,0.0,0.0,0.0,-,-,-,-,-
2020-21,Playoffs,NYK,1610612752,New York Knicks,Reggie Bullock Jr.,203493,5,32.5,5.2,1.8,4.6,39.1,1.6,4.4,36.4,56.5
2020-21,Playoffs,LAC,1610612746,Los Angeles Clippers,Reggie Jackson,202704,19,32.7,6.3,2.1,4.6,45.5,2.1,4.6,46.0,68.2
2020-21,Playoffs,BKN,1610612751,Brooklyn Nets,Reggie Perry,1629617,5,4.4,1.6,0.6,1.2,50.0,0.4,1.0,40.0,66.7
2020-21,Playoffs,POR,1610612757,Portland Trail Blazers,Robert Covington,203496,6,38.0,5.5,1.8,3.7,50.0,1.8,3.7,50.0,75.0
2020-21,Playoffs,BOS,1610612738,Boston Celtics,Robert Williams III,1629057,3,15.2,0.0,0.0,0.0,-,-,-,-,-
2020-21,Playoffs,WAS,1610612764,Washington Wizards,Robin Lopez,201577,5,14.6,0.0,0.0,0.0,-,-,-,-,-
2020-21,Playoffs,BOS,1610612738,Boston Celtics,Romeo Langford,1629641,4,27.2,4.5,1.5,3.8,40.0,1.5,3.8,40.0,60.0
2020-21,Playoffs,POR,1610612757,Portland Trail Blazers,Rondae Hollis-Jefferson,1626178,5,7.1,0.0,0.0,0.0,-,-,-,-,-
2020-21,Playoffs,UTA,1610612762,Utah Jazz,Royce O'Neale,1626220,11,36.7,7.4,2.5,4.8,50.9,2.5,4.8,50.9,76.4
2020-21,Playoffs,UTA,1610612762,Utah Jazz,Rudy Gobert,203497,11,34.2,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
2020-21,Playoffs,WAS,1610612764,Washington Wizards,Rui Hachimura,1629060,5,34.6,5.8,2.0,3.6,55.6,1.8,3.0,60.0,80.6
2020-21,Playoffs,WAS,1610612764,Washington Wizards,Russell Westbrook,201566,5,37.2,3.4,1.2,3.4,35.3,1.0,3.2,31.3,50.0
2020-21,Playoffs,MIL,1610612749,Milwaukee Bucks,Sam Merrill,1630241,8,3.7,0.4,0.1,0.5,25.0,0.1,0.5,25.0,37.5
2020-21,Playoffs,BOS,1610612738,Boston Celtics,Semi Ojeleye,1628400,2,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-21,Playoffs,LAC,1610612746,Los Angeles Clippers,Serge Ibaka,201586,2,9.2,1.0,0.5,1.5,33.3,0.0,1.0,0.0,33.3
2020-21,Playoffs,PHI,1610612755,Philadelphia 76ers,Seth Curry,203552,12,31.8,8.3,2.8,5.2,54.8,2.7,4.9,54.2,80.6
2020-21,Playoffs,PHI,1610612755,Philadelphia 76ers,Shake Milton,1629003,12,10.1,0.5,0.2,0.6,28.6,0.2,0.6,28.6,42.9
2020-21,Playoffs,DEN,1610612743,Denver Nuggets,Shaquille Harrison,1627885,9,4.5,0.3,0.1,0.1,100,0.1,0.1,100,150.0
2020-21,Playoffs,ATL,1610612737,Atlanta Hawks,Skylar Mays,1630219,7,2.4,0.0,0.0,0.0,-,-,-,-,-
2020-21,Playoffs,ATL,1610612737,Atlanta Hawks,Solomon Hill,203524,14,10.4,0.6,0.2,1.3,16.7,0.2,1.3,16.7,25.0
2020-21,Playoffs,POR,1610612757,Portland Trail Blazers,T.J. Leaf,1628388,3,2.5,0.0,0.0,0.0,-,-,-,-,-
2020-21,Playoffs,BOS,1610612738,Boston Celtics,Tacko Fall,1629605,1,0.9,0.0,0.0,0.0,-,-,-,-,-
2020-21,Playoffs,NYK,1610612752,New York Knicks,Taj Gibson,201959,5,27.6,0.0,0.0,0.4,0.0,-,-,-,0.0
2020-21,Playoffs,LAL,1610612747,Los Angeles Lakers,Talen Horton-Tucker,1629659,4,12.1,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
2020-21,Playoffs,LAC,1610612746,Los Angeles Clippers,Terance Mann,1629611,19,19.9,2.2,0.7,1.7,43.8,0.7,1.6,45.2,65.6
2020-21,Playoffs,MIL,1610612749,Milwaukee Bucks,Thanasis Antetokounmpo,203648,13,3.4,0.0,0.0,0.0,-,-,-,-,-
2020-21,Playoffs,DAL,1610612742,Dallas Mavericks,Tim Hardaway Jr.,203501,7,37.4,6.3,2.1,5.7,37.5,2.0,5.3,37.8,55.0
2020-21,Playoffs,BKN,1610612751,Brooklyn Nets,Timothe Luwawu-Cabarrot,1627789,7,3.5,0.4,0.1,0.6,25.0,0.1,0.6,25.0,37.5
2020-21,Playoffs,PHI,1610612755,Philadelphia 76ers,Tobias Harris,202699,12,36.5,3.3,1.2,2.3,50.0,1.0,2.0,50.0,71.4
2020-21,Playoffs,ATL,1610612737,Atlanta Hawks,Tony Snell,203503,9,7.3,0.3,0.1,1.1,10.0,0.1,1.1,10.0,15.0
2020-21,Playoffs,PHX,1610612756,Phoenix Suns,Torrey Craig,1628470,22,12.1,1.8,0.6,1.5,38.2,0.6,1.5,40.6,57.4
2020-21,Playoffs,ATL,1610612737,Atlanta Hawks,Trae Young,1629027,16,37.7,0.8,0.3,1.2,21.1,0.3,1.1,22.2,31.6
2020-21,Playoffs,BOS,1610612738,Boston Celtics,Tremont Waters,1629682,3,2.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
2020-21,Playoffs,UTA,1610612762,Utah Jazz,Trent Forrest,1630235,4,2.4,0.0,0.0,0.0,-,-,-,-,-
2020-21,Playoffs,MIA,1610612748,Miami Heat,Trevor Ariza,2772,4,24.0,3.0,1.0,4.0,25.0,1.0,4.0,25.0,37.5
2020-21,Playoffs,DAL,1610612742,Dallas Mavericks,Trey Burke,203504,2,8.3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-21,Playoffs,BOS,1610612738,Boston Celtics,Tristan Thompson,202684,5,26.4,0.0,0.0,0.0,-,-,-,-,-
