SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,W,L,MIN,DRIVES,DRIVE_FGM,DRIVE_FGA,DRIVE_FG_PCT,DRIVE_FTM,DRIVE_FTA,DRIVE_FT_PCT,DRIVE_PTS,DRIVE_PTS_PCT,DRIVE_PASSES,DRIVE_PASSES_PCT,DRIVE_AST,DRIVE_AST_PCT,DRIVE_TOV,DRIVE_TOV_PCT,DRIVE_PF,DRIVE_PF_PCT
2025-26,IST,NYK,New York Knicks,6,5,1,240.0,49.3,12.8,24.8,51.7,6.8,9.3,73.2,33.7,68.2,16.0,32.4,4.5,9.1,2.8,5.7,4.7,9.5
2025-26,IST,OKC,Oklahoma City Thunder,6,5,1,240.0,49.8,11.0,22.0,50.0,4.0,4.3,92.3,27.0,54.2,20.3,40.8,5.5,11.0,4.0,8.0,2.2,4.3
2025-26,IST,ORL,Orlando Magic,6,5,1,240.0,46.0,13.2,26.3,50.0,5.7,6.7,85.0,33.3,72.5,13.2,28.6,2.8,6.2,2.2,4.7,3.3,7.2
2025-26,IST,PHI,Philadelphia 76ers,4,1,3,240.0,51.0,12.3,24.3,50.5,6.0,7.5,80.0,31.3,61.3,16.3,31.9,3.5,6.9,4.5,8.8,4.0,7.8
2025-26,IST,PHX,Phoenix Suns,5,3,2,240.0,44.4,7.6,18.0,42.2,4.6,5.6,82.1,20.8,46.8,18.2,41.0,4.2,9.5,3.6,8.1,2.8,6.3
2025-26,IST,POR,Portland Trail Blazers,4,2,2,240.0,61.8,9.8,20.3,48.1,7.5,10.0,75.0,28.5,46.2,30.0,48.6,7.3,11.7,5.0,8.1,5.0,8.1
2025-26,IST,SAC,Sacramento Kings,4,0,4,240.0,50.0,8.0,20.3,39.5,4.5,6.0,75.0,20.8,41.5,21.3,42.5,5.5,11.0,4.0,8.0,3.0,6.0
2025-26,IST,SAS,San Antonio Spurs,6,5,1,240.0,48.8,9.5,21.0,45.2,5.2,6.7,77.5,24.8,50.9,20.0,41.0,3.7,7.5,3.7,7.5,3.3,6.8
2025-26,IST,TOR,Toronto Raptors,5,4,1,240.0,41.6,9.2,19.2,47.9,5.4,7.6,71.1,24.4,58.7,16.0,38.5,4.2,10.1,2.4,5.8,3.8,9.1
2025-26,IST,UTA,Utah Jazz,4,1,3,240.0,35.3,9.3,17.8,52.1,4.8,5.5,86.4,24.0,68.1,11.3,31.9,2.5,7.1,2.5,7.1,3.0,8.5
2025-26,IST,WAS,Washington Wizards,4,1,3,240.0,43.8,11.0,21.0,52.4,5.3,7.0,75.0,27.5,62.9,15.3,34.9,2.0,4.6,2.5,5.7,3.8,8.6
