SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
2024-25,Playoffs,LAL,Los Angeles Lakers,5,5,40.2,16.2,35.0,46.3,59.4,13.1,7.0,11.4,61.4,27.1,9.2,23.6,39.0
2024-25,Playoffs,NYK,New York Knicks,18,18,40.8,17.4,34.6,50.2,62.6,14.8,8.8,12.6,70.4,26.0,8.6,22.1,38.8
2024-25,Playoffs,IND,Indiana Pacers,23,23,39.1,15.0,33.8,44.5,55.9,13.5,7.3,11.7,62.5,25.6,7.7,22.1,35.0
2024-25,Playoffs,GSW,Golden State Warriors,12,12,40.6,15.6,33.4,46.6,58.5,16.3,7.7,13.4,57.1,24.3,7.9,20.0,39.6
2024-25,Playoffs,DET,Detroit Pistons,6,6,38.0,15.7,33.3,47.0,59.0,14.2,7.7,12.5,61.3,23.7,8.0,20.8,38.4
2024-25,Playoffs,BOS,Boston Celtics,11,11,38.4,13.9,32.8,42.4,53.3,13.6,6.7,11.6,57.8,24.8,7.2,21.2,33.9
2024-25,Playoffs,ORL,Orlando Magic,5,5,40.3,15.0,31.4,47.8,59.2,15.4,7.8,12.0,65.0,24.9,7.2,19.4,37.1
2024-25,PlayIn,MEM,Memphis Grizzlies,2,2,55.8,21.5,48.0,44.8,54.2,19.8,12.5,17.0,73.5,36.0,9.0,31.0,29.0
2024-25,PlayIn,ATL,Atlanta Hawks,2,2,49.2,24.0,46.0,52.2,63.0,17.1,14.0,16.0,87.5,32.1,10.0,30.0,33.3
2024-25,PlayIn,SAC,Sacramento Kings,1,1,55.4,23.0,46.0,50.0,64.1,25.3,10.0,21.0,47.6,30.1,13.0,25.0,52.0
