SEASON,SEASON_TYPE,LINEUP,TEAM_ABB,GROUP_NAME,TEAM_ABBREVIATION,GP,MIN,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS,PLUS_MINUS
2025-26,Regular+Season,D. Booker - D. Brooks - G. Allen - O. Ighodaro - R. Dunn,PHX,3,12.5,10.3,22.3,46.3,1.7,7.0,23.8,6.0,7.0,85.7,3.3,8.7,12.0,6.3,4.7,1.3,1.0,1.7,5.3,7.3,28.3,1.0,0,0
2025-26,Regular+Season,J. Harden - K. Leonard - K. Dunn - I. Zubac - J. Collins,LAC,20,12.5,11.4,22.7,50.2,3.6,9.2,39.3,3.4,4.4,77.3,2.7,7.8,10.4,7.2,4.0,2.4,1.1,0.9,4.9,4.2,29.8,-0.5,0,0
2025-26,Regular+Season,K. Middleton - B. Coulibaly - A. Sarr - K. George - T. Johnson,WAS,3,12.5,11.7,21.7,53.8,5.3,12.7,42.1,6.3,8.0,79.2,1.3,11.0,12.3,8.0,4.0,3.3,0.7,1.0,4.7,7.3,35.0,9.7,0,0
2025-26,Regular+Season,K. Middleton - C. McCollum - M. Bagley III - B. Coulibaly - K. George,WAS,3,12.5,10.0,20.3,49.2,4.7,11.7,40.0,5.7,8.0,70.8,2.3,7.3,9.7,8.0,4.7,1.0,1.3,0.3,5.3,5.7,30.3,-2.7,0,0
2025-26,Regular+Season,S. Gilgeous-Alexander - C. Holmgren - J. Williams - J. Williams - C. Wallace,OKC,1,12.5,10.0,21.0,47.6,2.0,7.0,28.6,2.0,2.0,100,1.0,4.0,5.0,7.0,3.0,2.0,0.0,0.0,3.0,4.0,24.0,-12.0,0,0
2025-26,Regular+Season,A. Gordon - N. Jokić - J. Murray - C. Johnson - P. Watson,DEN,2,12.3,12.5,24.5,51.0,4.5,11.5,39.1,2.0,4.5,44.4,2.5,8.5,11.0,8.0,1.0,0.5,1.5,2.0,3.5,3.5,31.5,-4.0,0,0
2025-26,Regular+Season,L. James - D. Ayton - R. Hachimura - A. Reaves - J. LaRavia,LAL,1,12.3,11.0,24.0,45.8,3.0,10.0,30.0,1.0,1.0,100,5.0,8.0,13.0,9.0,4.0,1.0,2.0,1.0,6.0,1.0,26.0,-2.0,0,0
2025-26,Regular+Season,J. Champagnie - M. Branham - T. Vukcevic - B. Carrington - A. Johnson,WAS,1,12.1,8.0,24.0,33.3,1.0,7.0,14.3,5.0,7.0,71.4,2.0,11.0,13.0,5.0,4.0,2.0,1.0,3.0,4.0,4.0,22.0,-8.0,0,0
2025-26,Regular+Season,L. James - D. Ayton - L. Dončić - R. Hachimura - A. Reaves,LAL,7,12.1,12.7,24.3,52.4,4.1,10.4,39.7,2.4,3.3,73.9,2.4,8.3,10.7,8.1,2.7,3.0,0.9,1.0,3.9,3.1,32.0,4.1,0,0
2025-26,Regular+Season,P. Siakam - A. Nembhard - J. Huff - E. Thompson - B. Mathurin,IND,8,12.0,10.4,21.4,48.5,2.8,7.5,36.7,3.8,4.9,76.9,2.3,10.6,12.9,6.1,3.3,1.3,1.4,1.8,4.8,4.0,27.3,2.0,0,0
2025-26,Regular+Season,D. DeRozan - D. Schröder - Z. LaVine - D. Sabonis - P. Achiuwa,SAC,2,11.8,13.0,23.0,56.5,3.0,11.5,26.1,3.0,3.0,100,2.0,9.0,11.0,7.5,1.5,1.5,3.5,0.0,4.0,3.0,32.0,7.0,0,0
2025-26,Regular+Season,D. Sharpe - J. Wilson - T. Martin - N. Traore - D. Wolf,BKN,1,11.8,9.0,19.0,47.4,4.0,7.0,57.1,1.0,2.0,50.0,2.0,11.0,13.0,9.0,6.0,1.0,2.0,2.0,5.0,3.0,23.0,5.0,0,0
2025-26,Regular+Season,J. Harden - B. Beal - K. Dunn - I. Zubac - D. Jones Jr.,LAC,1,11.8,10.0,17.0,58.8,1.0,4.0,25.0,12.0,13.0,92.3,2.0,9.0,11.0,7.0,4.0,1.0,0.0,0.0,4.0,8.0,33.0,4.0,0,0
2025-26,Regular+Season,K. Porziņģis - N. Alexander-Walker - J. Johnson - D. Daniels - Z. Risacher,ATL,11,11.8,10.7,23.0,46.6,3.7,9.0,41.4,4.5,5.7,79.4,2.7,8.2,10.9,7.2,2.9,2.0,0.8,1.5,5.5,4.9,29.7,-1.7,0,0
2025-26,Regular+Season,P. George - J. Embiid - T. Maxey - D. Barlow - V. Edgecombe,PHI,11,11.8,11.3,22.0,51.2,2.7,7.2,38.0,2.6,3.4,78.4,2.9,7.7,10.6,7.2,3.5,1.5,1.2,1.0,4.0,3.9,27.9,-1.4,0,0
2025-26,Regular+Season,R. Westbrook - D. DeRozan - Z. LaVine - D. Sabonis - P. Achiuwa,SAC,1,11.8,13.0,19.0,68.4,4.0,7.0,57.1,9.0,11.0,81.8,0.0,8.0,8.0,10.0,3.0,1.0,0.0,0.0,7.0,8.0,39.0,3.0,0,0
2025-26,Regular+Season,P. Siakam - A. Nesmith - I. Jackson - Q. Jackson - J. Walker,IND,3,11.6,8.7,21.0,41.3,1.3,8.7,15.4,4.0,6.0,66.7,1.7,9.3,11.0,3.7,4.3,1.0,2.3,0.0,5.0,5.7,22.7,-6.7,0,0
2025-26,Regular+Season,K. Love - S. Mykhailiuk - K. George - I. Collier - A. Bailey,UTA,1,11.5,7.0,22.0,31.8,0.0,6.0,0.0,6.0,10.0,60.0,7.0,7.0,14.0,4.0,5.0,1.0,1.0,1.0,7.0,8.0,20.0,-14.0,0,0
2025-26,Regular+Season,P. Siakam - O. Toppin - B. Mathurin - J. Walker - B. Sheppard,IND,1,11.5,8.0,17.0,47.1,0.0,4.0,0.0,10.0,12.0,83.3,1.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0,26.0,-1.0,0,0
2025-26,Regular+Season,T. Harris - D. Robinson - C. Cunningham - J. Duren - A. Thompson,DET,20,11.5,9.6,21.6,44.4,3.2,8.9,35.4,5.4,6.7,79.9,2.9,7.1,10.0,6.1,3.5,2.5,1.4,1.3,5.1,6.0,27.7,-2.0,0,0
2025-26,Regular+Season,M. Porter Jr. - Z. Williams - D. Sharpe - N. Clowney - E. Dëmin,BKN,3,11.4,8.3,18.3,45.5,1.3,7.0,19.0,3.3,3.7,90.9,2.0,6.3,8.3,5.0,5.3,2.7,0.7,0.7,3.7,4.3,21.3,-7.7,0,0
2025-26,Regular+Season,G. Harris - G. Trent Jr. - J. Sims - R. Rollins - A. Jackson Jr.,MIL,1,11.3,9.0,14.0,64.3,2.0,7.0,28.6,3.0,7.0,42.9,0.0,6.0,6.0,6.0,4.0,2.0,0.0,0.0,4.0,6.0,23.0,-7.0,0,0
2025-26,Regular+Season,J. Jackson Jr. - V. Williams Jr. - Z. Edey - J. Wells - C. Coward,MEM,9,11.3,8.7,21.9,39.6,3.8,10.1,37.4,2.3,2.9,80.8,1.9,7.0,8.9,5.3,2.6,2.1,1.3,1.4,4.1,4.1,23.4,-3.0,0,0
2025-26,Regular+Season,J. Pickett - C. Braun - P. Watson - D. Holmes II - H. Tyson,DEN,1,11.3,8.0,22.0,36.4,4.0,14.0,28.6,0.0,0.0,0.0,1.0,8.0,9.0,6.0,2.0,6.0,3.0,1.0,2.0,2.0,20.0,1.0,0,0
2025-26,Regular+Season,D. Mitchell - D. Hunter - D. Garland - E. Mobley - J. Tyson,CLE,8,11.2,10.5,20.4,51.5,3.3,7.6,42.6,5.8,6.1,93.9,2.6,8.8,11.4,6.6,2.8,1.8,1.3,0.8,4.6,4.9,30.0,3.5,0,0
2025-26,Regular+Season,H. Barnes - D. Vassell - J. Champagnie - V. Wembanyama - S. Castle,SAS,11,11.2,8.9,20.7,43.0,3.4,7.5,44.6,3.7,4.6,80.4,2.5,6.4,8.8,6.0,3.5,2.5,0.6,2.2,5.4,3.8,24.9,-2.9,0,0
2025-26,Regular+Season,I. Hartenstein - S. Gilgeous-Alexander - L. Dort - C. Holmgren - C. Wallace,OKC,10,11.2,8.5,19.4,43.8,3.3,8.6,38.4,3.8,5.1,74.5,2.9,6.0,8.9,5.4,4.6,2.6,1.0,1.6,4.1,5.2,24.1,-4.2,0,0
2025-26,Regular+Season,K. Durant - J. Okogie - A. Sengun - J. Smith Jr. - A. Thompson,HOU,21,11.2,9.8,20.2,48.5,3.4,7.4,45.8,3.0,4.6,66.7,2.8,6.0,8.8,5.6,3.8,2.1,1.1,1.0,4.4,3.8,26.0,-1.8,0,0
2025-26,Regular+Season,R. Westbrook - D. DeRozan - P. Achiuwa - K. Murray - M. Raynaud,SAC,8,11.2,11.3,21.5,52.3,3.8,9.0,41.7,3.4,4.4,77.1,2.3,8.5,10.8,6.6,2.4,2.3,1.4,1.4,3.4,3.8,29.6,7.4,0,0
2025-26,Regular+Season,S. Bey - T. Murphy III - B. McGowens - J. Fears - D. Queen,NOP,8,11.2,12.5,22.5,55.6,5.1,10.5,48.8,3.6,4.5,80.6,2.9,8.5,11.4,8.5,3.6,1.6,1.3,0.1,4.8,4.1,33.8,5.1,0,0
2025-26,Regular+Season,P. Siakam - A. Nembhard - J. Huff - B. Mathurin - Q. Jackson,IND,4,11.1,8.8,20.3,43.2,2.5,7.8,32.3,3.8,6.0,62.5,3.0,9.3,12.3,6.3,4.3,1.0,0.5,1.3,6.8,5.5,23.8,-2.0,0,0
2025-26,Regular+Season,R. Westbrook - D. DeRozan - Z. LaVine - P. Achiuwa - M. Raynaud,SAC,6,11.1,10.2,22.0,46.2,1.3,6.7,20.0,2.3,3.5,66.7,3.5,7.2,10.7,6.0,3.7,1.8,0.8,0.5,4.0,3.2,24.0,-3.3,0,0
2025-26,Regular+Season,T. Mann - D. Sharpe - N. Clowney - E. Dëmin - D. Wolf,BKN,1,11.1,12.0,21.0,57.1,4.0,7.0,57.1,3.0,4.0,75.0,2.0,7.0,9.0,5.0,3.0,1.0,1.0,1.0,8.0,4.0,31.0,8.0,0,0
2025-26,Regular+Season,J. Butler III - D. Green - J. Kuminga - B. Podziemski - Q. Post,GSW,1,11.0,9.0,23.0,39.1,5.0,13.0,38.5,0.0,0.0,0.0,3.0,10.0,13.0,5.0,3.0,1.0,2.0,0.0,6.0,3.0,23.0,-3.0,0,0
2025-26,Regular+Season,N. Batum - K. Leonard - J. Miller - C. Christie - Y. Niederhäuser,LAC,1,11.0,8.0,22.0,36.4,2.0,8.0,25.0,0.0,0.0,0.0,5.0,7.0,12.0,6.0,5.0,1.0,0.0,3.0,1.0,2.0,18.0,-11.0,0,0
2025-26,Regular+Season,T. Hardaway Jr. - N. Jokić - J. Murray - C. Johnson - S. Jones,DEN,4,11.0,9.8,18.5,52.7,2.5,4.5,55.6,2.3,3.0,75.0,2.0,7.8,9.8,6.0,3.5,1.3,2.0,0.3,4.8,4.0,24.3,-2.3,0,0
2025-26,Regular+Season,M. Porter Jr. - N. Claxton - N. Clowney - E. Dëmin - D. Powell,BKN,3,10.9,10.0,23.3,42.9,2.3,7.3,31.8,2.0,2.7,75.0,5.0,7.3,12.3,5.0,3.0,1.3,1.7,1.3,3.3,3.3,24.3,-5.3,0,0
2025-26,Regular+Season,T. Mann - N. Claxton - T. Martin - N. Clowney - E. Dëmin,BKN,1,10.8,9.0,21.0,42.9,1.0,4.0,25.0,7.0,7.0,100,3.0,6.0,9.0,6.0,0.0,2.0,0.0,1.0,7.0,5.0,26.0,2.0,0,0
2025-26,Regular+Season,J. Harden - K. Dunn - I. Zubac - D. Jones Jr. - J. Collins,LAC,6,10.7,8.5,20.3,41.8,2.7,8.2,32.7,4.8,5.3,90.6,2.7,7.0,9.7,5.8,2.8,2.3,1.5,2.2,3.8,4.0,24.5,-0.2,0,0
2025-26,Regular+Season,J. Kuminga - M. Moody - B. Podziemski - Q. Post - W. Richard,GSW,1,10.7,9.0,15.0,60.0,2.0,2.0,100,5.0,8.0,62.5,0.0,9.0,9.0,5.0,5.0,1.0,0.0,2.0,5.0,6.0,25.0,-7.0,0,0
2025-26,Regular+Season,K. Leonard - B. Bogdanović - K. Dunn - I. Zubac - J. Collins,LAC,1,10.7,9.0,22.0,40.9,3.0,7.0,42.9,7.0,8.0,87.5,3.0,4.0,7.0,7.0,1.0,1.0,0.0,1.0,3.0,6.0,28.0,-1.0,0,0
2025-26,Regular+Season,M. Moody - G. Santos - B. Podziemski - Q. Post - W. Richard,GSW,1,10.7,8.0,18.0,44.4,0.0,4.0,0.0,6.0,6.0,100,2.0,11.0,13.0,4.0,4.0,1.0,2.0,2.0,6.0,6.0,22.0,7.0,0,0
2025-26,Regular+Season,T. Harris - C. Cunningham - J. Duren - A. Thompson - D. Jenkins,DET,2,10.7,7.5,17.5,42.9,1.5,7.0,21.4,2.5,2.5,100,1.0,5.5,6.5,4.5,6.5,4.0,1.0,1.0,4.5,2.5,19.0,-2.5,0,0
2025-26,Regular+Season,Z. Williams - D. Sharpe - J. Wilson - T. Martin - D. Wolf,BKN,1,10.7,7.0,16.0,43.8,1.0,6.0,16.7,3.0,5.0,60.0,1.0,9.0,10.0,4.0,3.0,1.0,4.0,0.0,1.0,4.0,18.0,-1.0,0,0
2025-26,Regular+Season,A. Wiggins - N. Powell - B. Adebayo - D. Mitchell - K. Ware,MIA,13,10.6,10.5,20.8,50.7,3.4,8.6,39.3,2.6,3.2,82.9,2.0,8.2,10.2,6.8,3.2,1.5,0.9,1.1,3.9,3.9,27.1,0.6,0,0
2025-26,Regular+Season,D. Mitchell - J. Allen - D. Hunter - D. Garland - D. Wade,CLE,1,10.6,12.0,21.0,57.1,4.0,8.0,50.0,2.0,2.0,100,1.0,9.0,10.0,10.0,2.0,2.0,1.0,0.0,4.0,5.0,30.0,5.0,0,0
2025-26,Regular+Season,I. Quickley - S. Barnes - J. Shead - C. Murray-Boyles - A. Martin,TOR,1,10.6,8.0,16.0,50.0,2.0,8.0,25.0,2.0,3.0,66.7,3.0,5.0,8.0,0.0,7.0,2.0,1.0,1.0,6.0,6.0,20.0,-4.0,0,0
2025-26,Regular+Season,P. Siakam - A. Nembhard - A. Nesmith - J. Huff - J. Furphy,IND,3,10.6,9.3,22.0,42.4,2.3,8.0,29.2,1.0,2.0,50.0,2.0,6.7,8.7,5.3,2.0,2.3,1.0,1.3,3.0,2.3,22.0,-3.7,0,0
2025-26,Regular+Season,W. Carter Jr. - D. Bane - F. Wagner - J. Suggs - P. Banchero,ORL,11,10.6,8.9,19.2,46.4,1.9,5.9,32.3,5.1,6.7,75.7,2.2,6.5,8.7,5.2,3.6,1.9,1.4,0.9,6.1,5.2,24.8,-4.3,0,0
2025-26,Regular+Season,D. Booker - R. O'Neale - G. Allen - M. Williams - R. Dunn,PHX,7,10.5,7.7,20.6,37.5,3.4,10.1,33.8,3.1,3.4,91.7,3.3,8.6,11.9,5.1,4.3,1.4,0.7,1.3,5.3,3.7,22.0,-3.7,0,0
2025-26,Regular+Season,L. Ball - D. Mitchell - D. Garland - D. Wade - J. Tyson,CLE,1,10.5,4.0,15.0,26.7,1.0,5.0,20.0,8.0,8.0,100,1.0,12.0,13.0,1.0,4.0,1.0,0.0,1.0,7.0,5.0,17.0,5.0,0,0
2025-26,Regular+Season,W. Carter Jr. - D. Bane - J. Suggs - P. Banchero - A. Black,ORL,5,10.5,10.2,20.6,49.5,2.2,7.2,30.6,3.6,4.2,85.7,2.0,7.0,9.0,5.0,3.0,2.0,1.4,0.8,5.2,3.8,26.2,-2.4,0,0
2025-26,Regular+Season,J. Embiid - K. Oubre Jr. - T. Maxey - J. Edwards - V. Edgecombe,PHI,1,10.4,14.0,23.0,60.9,3.0,6.0,50.0,8.0,10.0,80.0,3.0,8.0,11.0,6.0,1.0,4.0,0.0,3.0,4.0,7.0,39.0,10.0,0,0
2025-26,Regular+Season,J. Murray - J. Pickett - P. Watson - D. Holmes II - S. Jones,DEN,1,10.4,7.0,17.0,41.2,5.0,11.0,45.5,2.0,7.0,28.6,4.0,6.0,10.0,6.0,4.0,0.0,1.0,2.0,4.0,3.0,21.0,-14.0,0,0
2025-26,Regular+Season,D. DeRozan - D. Schröder - Z. LaVine - D. Sabonis - I. Jones,SAC,1,10.3,8.0,17.0,47.1,5.0,12.0,41.7,6.0,6.0,100,3.0,7.0,10.0,4.0,5.0,2.0,0.0,0.0,3.0,6.0,27.0,15.0,0,0
2025-26,Regular+Season,P. Siakam - A. Nembhard - A. Nesmith - I. Jackson - J. Walker,IND,1,10.3,13.0,22.0,59.1,0.0,4.0,0.0,0.0,0.0,0.0,4.0,6.0,10.0,7.0,5.0,1.0,0.0,0.0,6.0,2.0,26.0,-5.0,0,0
2025-26,Regular+Season,T. Hardaway Jr. - A. Gordon - J. Pickett - Z. Nnaji - P. Watson,DEN,1,10.3,8.0,19.0,42.1,4.0,8.0,50.0,3.0,4.0,75.0,3.0,7.0,10.0,6.0,1.0,1.0,1.0,1.0,4.0,3.0,23.0,-6.0,0,0
2025-26,Regular+Season,D. Sharpe - C. Thomas - N. Traore - D. Wolf - D. Powell,BKN,3,10.2,7.7,15.3,50.0,1.7,5.3,31.3,6.7,8.7,76.9,1.0,6.0,7.0,5.3,2.3,2.0,1.3,0.3,3.0,6.3,23.7,-0.3,0,0
2025-26,Regular+Season,L. Markkanen - S. Mykhailiuk - W. Kessler - K. George - K. Filipowski,UTA,5,10.2,8.8,19.0,46.3,2.2,9.2,23.9,1.6,2.2,72.7,3.2,4.2,7.4,5.0,4.0,2.0,1.0,0.2,4.2,4.6,21.4,-6.8,0,0
2025-26,Regular+Season,M. Porter Jr. - T. Mann - N. Claxton - C. Thomas - B. Saraf,BKN,5,10.2,11.6,20.8,55.8,3.2,7.4,43.2,3.8,4.4,86.4,2.8,7.2,10.0,8.6,3.4,2.0,1.6,0.2,4.2,5.4,30.2,4.8,0,0
2025-26,Regular+Season,A. Wiggins - N. Powell - B. Adebayo - D. Mitchell - P. Larsson,MIA,5,10.1,7.4,16.6,44.6,2.4,6.4,37.5,4.6,5.8,79.3,2.4,6.8,9.2,4.0,4.8,1.0,0.8,0.4,4.6,4.6,21.8,-7.6,0,0
2025-26,Regular+Season,D. Ayton - R. Hachimura - A. Reaves - J. LaRavia - D. Knecht,LAL,2,10.1,9.5,20.5,46.3,3.0,5.5,54.5,2.5,2.5,100,4.5,5.5,10.0,7.0,3.0,2.0,1.5,1.5,5.5,2.5,24.5,4.0,0,0
2025-26,Regular+Season,L. James - M. Kleber - J. Vanderbilt - J. LaRavia - N. Smith Jr.,LAL,1,10.1,8.0,14.0,57.1,2.0,6.0,33.3,6.0,8.0,75.0,3.0,2.0,5.0,4.0,4.0,3.0,1.0,0.0,5.0,4.0,24.0,-5.0,0,0
2025-26,Regular+Season,Z. Williamson - J. Poole - B. McGowens - Y. Missi - J. Fears,NOP,1,10.1,14.0,24.0,58.3,5.0,11.0,45.5,3.0,3.0,100,3.0,6.0,9.0,10.0,1.0,1.0,2.0,4.0,10.0,3.0,36.0,5.0,0,0
2025-26,Regular+Season,C. McCollum - J. Champagnie - B. Coulibaly - A. Sarr - K. George,WAS,2,10.0,9.5,20.5,46.3,2.0,8.5,23.5,3.5,4.5,77.8,4.0,6.0,10.0,8.0,3.5,3.0,1.5,0.5,3.5,5.5,24.5,1.0,0,0
2025-26,Regular+Season,J. Allen - D. Garland - D. Wade - J. Tyson - T. Proctor,CLE,1,10.0,11.0,24.0,45.8,2.0,10.0,20.0,1.0,3.0,33.3,3.0,7.0,10.0,5.0,2.0,3.0,2.0,0.0,2.0,3.0,25.0,-2.0,0,0
2025-26,Regular+Season,N. Alexander-Walker - O. Okongwu - J. Johnson - D. Daniels - Z. Risacher,ATL,25,10.0,9.7,19.6,49.5,3.0,7.7,38.5,3.6,4.5,79.5,2.3,7.2,9.5,6.2,3.3,2.0,1.2,0.8,3.4,4.0,26.0,-0.8,0,0
2025-26,Regular+Season,S. Gilgeous-Alexander - L. Dort - C. Holmgren - J. Williams - C. Wallace,OKC,11,10.0,7.9,18.2,43.5,2.7,7.5,36.1,3.1,4.0,77.3,2.1,7.3,9.4,5.0,4.3,1.3,0.9,1.4,3.9,3.9,21.6,-5.8,0,0
2025-26,Regular+Season,D. Robinson - J. Green - P. Reed - J. Ivey - A. Thompson,DET,1,9.9,7.0,14.0,50.0,3.0,5.0,60.0,4.0,6.0,66.7,2.0,3.0,5.0,6.0,7.0,4.0,1.0,2.0,2.0,6.0,21.0,-5.0,0,0
2025-26,Regular+Season,G. Antetokounmpo - M. Turner - G. Trent Jr. - R. Rollins - A. Green,MIL,17,9.9,9.1,18.7,48.4,2.6,6.7,39.5,4.8,6.5,74.5,2.5,6.6,9.1,5.6,2.2,2.1,0.8,1.4,4.8,5.6,25.6,2.0,0,0
2025-26,Regular+Season,J. Nurkić - L. Markkanen - S. Mykhailiuk - K. George - A. Bailey,UTA,17,9.8,9.4,18.5,50.6,2.8,7.6,37.2,4.5,5.6,79.2,1.5,7.8,9.4,6.1,2.8,1.8,0.8,0.4,3.7,4.2,26.0,1.4,0,0
2025-26,Regular+Season,K. Leonard - K. Dunn - I. Zubac - J. Collins - K. Sanders,LAC,3,9.8,7.0,19.7,35.6,1.7,9.3,17.9,5.3,5.7,94.1,2.3,5.7,8.0,4.7,1.3,4.0,2.0,2.3,4.0,3.3,21.0,-1.0,0,0
2025-26,Regular+Season,D. Avdija - S. Sharpe - K. Murray - T. Camara - D. Clingan,POR,11,9.7,8.5,18.6,45.9,2.3,7.3,31.3,3.2,3.7,85.4,2.6,5.1,7.7,5.3,2.7,2.8,1.1,0.7,4.4,2.6,22.5,-1.4,0,0
2025-26,Regular+Season,L. James - M. Smart - D. Ayton - J. LaRavia - N. Smith Jr.,LAL,1,9.7,10.0,16.0,62.5,3.0,8.0,37.5,6.0,7.0,85.7,1.0,6.0,7.0,7.0,3.0,2.0,1.0,0.0,4.0,7.0,29.0,2.0,0,0
2025-26,Regular+Season,M. Smart - D. Ayton - R. Hachimura - G. Vincent - A. Reaves,LAL,1,9.7,7.0,19.0,36.8,5.0,11.0,45.5,0.0,0.0,0.0,1.0,6.0,7.0,6.0,3.0,2.0,0.0,0.0,7.0,0.0,19.0,-12.0,0,0
2025-26,Regular+Season,Z. Williamson - T. Murphy III - K. Matković - J. Fears - D. Queen,NOP,1,9.7,11.0,19.0,57.9,8.0,13.0,61.5,3.0,4.0,75.0,1.0,3.0,4.0,8.0,3.0,1.0,1.0,0.0,5.0,3.0,33.0,6.0,0,0
2025-26,Regular+Season,B. Adebayo - D. Smith - J. Jaquez Jr. - S. Fontecchio - M. Gardner,MIA,1,9.6,12.0,16.0,75.0,6.0,7.0,85.7,1.0,2.0,50.0,0.0,8.0,8.0,8.0,4.0,4.0,0.0,0.0,3.0,1.0,31.0,12.0,0,0
2025-26,Regular+Season,D. Robinson - I. Stewart - P. Reed - J. Ivey - A. Thompson,DET,1,9.6,13.0,19.0,68.4,3.0,7.0,42.9,1.0,1.0,100,1.0,8.0,9.0,12.0,1.0,1.0,3.0,1.0,1.0,2.0,30.0,8.0,0,0
2025-26,Regular+Season,I. Hartenstein - S. Gilgeous-Alexander - C. Holmgren - C. Wallace - A. Mitchell,OKC,5,9.6,6.8,17.6,38.6,2.6,7.4,35.1,3.2,4.6,69.6,1.4,4.8,6.2,5.4,2.6,2.8,0.6,1.2,4.4,4.0,19.4,-6.6,0,0
2025-26,Regular+Season,K. Middleton - C. McCollum - A. Sarr - B. Carrington - K. George,WAS,9,9.6,8.7,18.3,47.3,3.7,8.8,41.8,3.4,4.2,81.6,2.1,7.3,9.4,4.9,2.2,1.4,1.3,1.0,3.3,4.3,24.4,0.7,0,0
2025-26,Regular+Season,M. Bridges - L. Ball - B. Miller - P. Hall - K. Knueppel,CHA,2,9.6,9.0,16.0,56.3,2.5,6.0,41.7,4.5,5.0,90.0,1.0,6.0,7.0,7.0,2.5,1.0,3.0,0.5,3.0,4.5,25.0,0.0,0,0
2025-26,Regular+Season,T. Herro - D. Smith - J. Jaquez Jr. - S. Fontecchio - K. Ware,MIA,2,9.6,10.5,20.5,51.2,4.0,8.5,47.1,2.5,5.5,45.5,3.0,9.0,12.0,7.0,3.0,0.5,1.5,2.0,3.5,4.5,27.5,7.5,0,0
2025-26,Regular+Season,D. Booker - R. O'Neale - G. Allen - J. Green - M. Williams,PHX,1,9.5,7.0,15.0,46.7,1.0,4.0,25.0,6.0,6.0,100,2.0,4.0,6.0,3.0,4.0,2.0,0.0,0.0,5.0,4.0,21.0,-13.0,0,0
2025-26,Regular+Season,H. Barnes - D. Fox - L. Kornet - D. Vassell - J. Champagnie,SAS,12,9.5,8.8,18.9,46.7,2.5,6.4,39.0,2.3,2.8,81.8,2.1,7.6,9.7,5.3,2.6,1.1,1.2,1.0,4.0,3.3,22.4,-1.5,0,0
2025-26,Regular+Season,K. Anderson - L. Markkanen - S. Mykhailiuk - W. Kessler - K. George,UTA,1,9.5,6.0,18.0,33.3,1.0,7.0,14.3,3.0,4.0,75.0,2.0,9.0,11.0,4.0,3.0,1.0,0.0,1.0,7.0,3.0,16.0,-4.0,0,0
2025-26,Regular+Season,K. Towns - O. Anunoby - M. Bridges - J. Brunson - A. Hukporti,NYK,2,9.5,8.5,17.5,48.6,3.5,7.5,46.7,4.5,5.5,81.8,1.5,8.0,9.5,5.5,2.0,1.0,0.5,1.0,4.5,6.5,25.0,0.0,0,0
2025-26,Regular+Season,P. Siakam - T. Bradley - A. Nembhard - A. Nesmith - J. Robinson-Earl,IND,3,9.5,10.3,17.3,59.6,4.3,8.7,50.0,5.3,5.3,100,1.3,2.7,4.0,6.3,2.0,0.7,0.7,0.0,5.7,6.7,30.3,-0.3,0,0
2025-26,Regular+Season,T. Herro - N. Jović - J. Jaquez Jr. - P. Larsson - K. Ware,MIA,1,9.5,11.0,20.0,55.0,4.0,11.0,36.4,0.0,0.0,0.0,0.0,10.0,10.0,9.0,3.0,3.0,2.0,1.0,5.0,0.0,26.0,5.0,0,0
2025-26,Regular+Season,A. Coffey - C. Anthony - J. Sims - P. Nance - A. Jackson Jr.,MIL,1,9.4,6.0,12.0,50.0,4.0,6.0,66.7,3.0,3.0,100,0.0,10.0,10.0,5.0,4.0,3.0,0.0,0.0,2.0,2.0,19.0,13.0,0,0
2025-26,Regular+Season,C. McCollum - B. Coulibaly - A. Sarr - J. Watkins - T. Johnson,WAS,1,9.4,9.0,17.0,52.9,4.0,10.0,40.0,1.0,2.0,50.0,2.0,7.0,9.0,7.0,4.0,1.0,0.0,0.0,3.0,2.0,23.0,5.0,0,0
2025-26,Regular+Season,J. Holiday - D. Avdija - S. Sharpe - T. Camara - D. Clingan,POR,13,9.4,8.7,18.3,47.5,3.2,7.7,42.0,3.2,3.5,89.1,2.2,6.0,8.2,6.0,3.1,2.9,0.8,1.0,4.5,3.4,23.8,0.0,0,0
2025-26,Regular+Season,K. Looney - S. Bey - H. Jones - T. Murphy III - J. Fears,NOP,6,9.4,7.8,16.5,47.5,3.2,8.2,38.8,3.0,3.3,90.0,1.2,7.2,8.3,5.3,3.8,1.8,1.3,0.7,3.0,4.0,21.8,2.0,0,0
2025-26,Regular+Season,N. Alexander-Walker - O. Okongwu - V. Krejčí - D. Daniels - Z. Risacher,ATL,2,9.4,14.5,22.5,64.4,3.0,6.5,46.2,1.5,1.5,100,3.0,9.5,12.5,7.5,2.5,1.5,1.5,1.5,2.5,3.0,33.5,13.5,0,0
2025-26,Regular+Season,S. Curry - J. Butler III - B. Hield - P. Spencer - Q. Post,GSW,1,9.4,11.0,19.0,57.9,3.0,8.0,37.5,0.0,1.0,0.0,1.0,5.0,6.0,8.0,1.0,2.0,0.0,0.0,3.0,4.0,25.0,1.0,0,0
