SEASON,SEASON_TYPE,LINEUP,TEAM_ABB,GROUP_NAME,TEAM_ABBREVIATION,GP,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT
2015-16,Playoffs,M. Morris - T. Harris - R. Jackson - A. Drummond - K. Caldwell-Pope,DET,4,21.6,5.8,3.5,4.5,18.5,6.0,4.8,4.5,14.0,0,0
2015-16,Playoffs,L. James - J. Smith - K. Love - K. Irving - T. Thompson,CLE,20,18.6,6.8,7.1,5.7,14.4,4.2,4.3,3.4,15.2,0,0
2015-16,Playoffs,V. Carter - Z. Randolph - M. Barnes - T. Allen - J. Farmar,MEM,2,18.2,2.0,6.0,3.0,13.0,6.0,2.5,9.0,16.0,0,0
2015-16,Playoffs,K. Durant - R. Westbrook - S. Ibaka - A. Roberson - S. Adams,OKC,18,15.4,4.7,4.1,4.6,13.9,3.6,2.6,3.7,11.1,0,0
2015-16,Playoffs,A. Aminu - D. Lillard - M. Harkless - C. McCollum - M. Plumlee,POR,11,15.2,2.9,4.5,5.5,11.1,3.6,4.1,2.5,11.3,0,0
2015-16,Playoffs,C. Paul - J. Redick - D. Jordan - L. Mbah a Moute - B. Griffin,LAC,4,14.8,2.0,3.8,2.3,12.5,3.8,3.5,3.0,11.5,0,0
2015-16,Playoffs,D. Howard - T. Ariza - J. Harden - P. Beverley - D. Motiejunas,HOU,4,14.1,5.5,7.8,3.3,12.5,4.8,2.8,3.8,13.0,0,0
2015-16,Playoffs,J. Johnson - D. Wade - L. Deng - G. Dragic - H. Whiteside,MIA,10,13.9,1.6,4.0,2.6,13.2,4.7,2.1,2.4,11.4,0,0
2015-16,Playoffs,K. Korver - P. Millsap - A. Horford - J. Teague - K. Bazemore,ATL,10,13.6,5.9,3.5,5.0,12.4,4.0,4.2,3.4,10.2,0,0
2015-16,Playoffs,V. Carter - Z. Randolph - C. Andersen - M. Barnes - J. Farmar,MEM,2,13.5,2.0,1.0,1.5,4.0,5.5,0.0,4.5,8.0,0,0
2015-16,Playoffs,T. Duncan - T. Parker - L. Aldridge - D. Green - K. Leonard,SAS,10,13.1,3.8,1.9,4.6,10.6,2.2,1.9,2.9,7.6,0,0
2015-16,Playoffs,A. Jefferson - M. Williams - C. Lee - K. Walker - F. Kaminsky,CHA,5,12.6,4.8,1.8,2.2,12.0,2.6,4.2,2.4,8.8,0,0
2015-16,Playoffs,J. Johnson - D. Wade - L. Deng - G. Dragic - J. Winslow,MIA,3,12.4,2.7,2.7,2.3,11.3,3.7,6.3,4.0,9.3,0,0
2015-16,Playoffs,L. Scola - K. Lowry - D. DeRozan - D. Carroll - J. Valanciunas,TOR,3,11.7,4.0,1.7,1.3,8.0,2.3,1.0,2.3,8.7,0,0
2015-16,Playoffs,I. Mahinmi - M. Ellis - G. Hill - P. George - M. Turner,IND,5,11.4,3.2,1.0,4.4,10.0,4.2,3.8,2.8,7.6,0,0
2015-16,Playoffs,L. Scola - K. Lowry - D. DeRozan - D. Carroll - B. Biyombo,TOR,6,10.1,2.0,2.2,1.8,6.3,5.3,3.0,4.3,9.7,0,0
2015-16,Playoffs,D. Nowitzki - Z. Pachulia - R. Felton - J. Barea - W. Matthews,DAL,3,10.0,0.7,1.0,0.7,8.7,3.7,3.0,3.7,11.3,0,0
2015-16,Playoffs,K. Durant - R. Westbrook - S. Ibaka - D. Waiters - A. Roberson,OKC,6,9.8,4.3,3.7,5.0,10.7,2.5,1.5,3.2,8.7,0,0
2015-16,Playoffs,P. Pierce - J. Crawford - J. Redick - D. Jordan - A. Rivers,LAC,1,9.7,0.0,0.0,0.0,4.0,3.0,4.0,9.0,6.0,0,0
2015-16,Playoffs,J. Terry - D. Howard - C. Brewer - M. Beasley - J. Harden,HOU,1,9.4,0.0,3.0,0.0,4.0,5.0,0.0,4.0,4.0,0,0
2015-16,Playoffs,A. Johnson - J. Jerebko - E. Turner - I. Thomas - J. Crowder,BOS,4,9.2,3.0,2.5,1.8,7.5,3.8,3.0,3.3,7.0,0,0
2015-16,Playoffs,J. Redick - J. Green - D. Jordan - L. Mbah a Moute - A. Rivers,LAC,1,8.9,3.0,4.0,5.0,12.0,0.0,2.0,3.0,6.0,0,0
2015-16,Playoffs,K. Lowry - D. DeRozan - D. Carroll - P. Patterson - B. Biyombo,TOR,15,8.9,2.6,2.7,1.9,9.3,1.5,2.3,1.1,6.7,0,0
2015-16,Playoffs,C. Andersen - M. Barnes - L. Stephenson - J. Green - X. Munford,MEM,2,8.8,0.0,2.0,2.0,11.0,6.5,4.0,4.0,7.0,0,0
2015-16,Playoffs,K. Hinrich - K. Humphries - M. Muscala - T. Hardaway Jr. - L. Patterson,ATL,2,8.8,1.0,2.0,2.0,8.0,2.5,3.0,1.0,3.0,0,0
2015-16,All+Star,Z. LaVine - J. Clarkson - M. Smart - J. Parker - K. Towns,USA,1,21.7,15.0,6.0,8.0,44.0,4.0,10.0,11.0,52.0,0,0
2015-16,All+Star,K. Bryant - K. Durant - R. Westbrook - S. Curry - K. Leonard,WST,1,20.9,21.0,17.0,22.0,46.0,8.0,19.0,13.0,52.0,0,0
2015-16,All+Star,E. Payton - R. Hood - J. Okafor - D. Russell - D. Booker,USA,1,16.3,18.0,8.0,7.0,36.0,7.0,8.0,4.0,40.0,0,0
2015-16,All+Star,C. Paul - L. Aldridge - J. Harden - K. Thompson - A. Davis,WST,1,14.2,2.0,6.0,11.0,24.0,7.0,5.0,10.0,22.0,0,0
2015-16,All+Star,L. James - C. Anthony - D. Wade - K. Lowry - P. George,EST,1,14.1,8.0,9.0,4.0,26.0,19.0,8.0,18.0,36.0,0,0
2015-16,All+Star,J. Sudeikis - C. Billups - O. Jackson Jr - E. Delle Donne - M. Bogues,USA,1,13.7,0.0,2.0,0.0,10.0,0.0,8.0,0.0,14.0,0,0
2015-16,All+Star,D. Powell - A. Wiggins - K. Porzingis - E. Mudiay - M. Hezonja,WLD,1,8.0,8.0,7.0,2.0,22.0,4.0,0.0,0.0,14.0,0,0
2015-16,All+Star,J. Jordan - S. James - T. Cavanagh - T. Sutton-Brown - T. McGrady,CAN,1,7.9,2.0,2.0,2.0,6.0,5.0,7.0,2.0,6.0,0,0
2015-16,All+Star,B. Bogdanovic - A. Wiggins - N. Jokic - K. Porzingis - E. Mudiay,WLD,1,7.5,4.0,2.0,4.0,24.0,2.0,3.0,0.0,12.0,0,0
2015-16,All+Star,J. Moore - J. Sudeikis - C. Billups - E. Delle Donne - K. Hart,USA,1,5.8,5.0,5.0,2.0,2.0,0.0,0.0,2.0,6.0,0,0
2015-16,All+Star,C. Paul - J. Harden - D. Cousins - K. Thompson - D. Green,WST,1,5.0,0.0,3.0,5.0,2.0,4.0,2.0,0.0,8.0,0,0
2015-16,All+Star,J. Jordan - D. Scott - J. Scott - S. James - T. Cavanagh,CAN,1,5.0,8.0,3.0,2.0,8.0,0.0,0.0,0.0,2.0,0,0
2015-16,All+Star,J. Scott - K. Wu - M. Raonic - T. Sutton-Brown - R. Fox,CAN,1,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0,0
2015-16,All+Star,K. Wu - M. Raonic - T. Sutton-Brown - T. McGrady - B. Eugenie,CAN,1,5.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,6.0,0,0
2015-16,All+Star,A. Anderson - M. Lasry - J. Moore -  - K. Hart,USA,1,4.6,0.0,2.0,2.0,10.0,2.0,2.0,2.0,6.0,0,0
2015-16,All+Star,A. Anderson - M. Lasry - J. Moore - N. Cannon -,USA,1,4.6,0.0,0.0,0.0,2.0,8.0,3.0,2.0,8.0,0,0
2015-16,All+Star,P. Millsap - A. Horford - D. DeRozan - J. Wall - I. Thomas,EST,1,4.6,3.0,0.0,6.0,2.0,0.0,4.0,2.0,8.0,0,0
2015-16,All+Star,J. Jordan - S. James - T. Cavanagh - T. Sutton-Brown - B. Eugenie,CAN,1,4.3,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0,0
2015-16,All+Star,K. Bryant - S. Curry - D. Cousins - K. Leonard - D. Green,WST,1,4.0,2.0,2.0,4.0,12.0,0.0,5.0,5.0,8.0,0,0
2015-16,All+Star,P. Gasol - P. Millsap - D. DeRozan - J. Wall - I. Thomas,EST,1,4.0,0.0,3.0,0.0,8.0,2.0,0.0,6.0,8.0,0,0
2015-16,All+Star,K. Lowry - P. Millsap - P. George - I. Thomas - A. Drummond,EST,1,3.8,0.0,6.0,4.0,10.0,2.0,5.0,4.0,8.0,0,0
2015-16,All+Star,R. Neto - D. Powell - A. Wiggins - C. Capela - M. Hezonja,WLD,1,3.8,0.0,2.0,0.0,14.0,3.0,2.0,0.0,8.0,0,0
2015-16,All+Star,J. Jordan - T. Cavanagh - T. Sutton-Brown - T. McGrady - R. Fox,CAN,1,3.6,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0,0
2015-16,All+Star,M. Lasry - C. Billups - O. Jackson Jr - E. Delle Donne - K. Hart,USA,1,3.4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0,0
2015-16,All+Star,C. Anthony - D. Wade - D. DeRozan - J. Wall - P. George,EST,1,3.2,2.0,2.0,4.0,8.0,0.0,0.0,0.0,4.0,0,0
2015-16,All+Star,R. Neto - A. Wiggins - C. Capela - K. Porzingis - E. Mudiay,WLD,1,3.0,0.0,0.0,5.0,2.0,7.0,4.0,0.0,6.0,0,0
2015-16,All+Star,B. Bogdanovic - R. Neto - C. Capela - K. Porzingis - T. Lyles,WLD,1,2.4,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,0,0
2015-16,All+Star,B. Bogdanovic - R. Neto - N. Jokic - T. Lyles - M. Hezonja,WLD,1,2.4,0.0,2.0,2.0,6.0,2.0,0.0,0.0,8.0,0,0
2015-16,All+Star,A. Anderson - M. Lasry - J. Moore - M. Bogues -,USA,1,2.3,0.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,0,0
2015-16,All+Star,B. Bogdanovic - R. Neto - A. Wiggins - C. Capela - K. Porzingis,WLD,1,2.3,0.0,0.0,2.0,6.0,0.0,2.0,0.0,4.0,0,0
2015-16,All+Star,J. Moore - N. Cannon - J. Sudeikis - C. Billups - E. Delle Donne,USA,1,2.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0,0
2015-16,All+Star,K. Wu - M. Raonic - T. Sutton-Brown - T. McGrady - R. Fox,CAN,1,2.3,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0
2015-16,All+Star,L. James - C. Anthony - D. Wade - J. Wall - P. George,EST,1,2.3,0.0,2.0,3.0,10.0,0.0,4.0,0.0,2.0,0,0
2015-16,All+Star,L. James - C. Anthony - D. Wade - K. Lowry - A. Drummond,EST,1,2.3,0.0,2.0,5.0,8.0,2.0,2.0,4.0,12.0,0,0
2015-16,All+Star,P. Gasol - D. DeRozan - J. Wall - I. Thomas - A. Drummond,EST,1,2.3,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0,0
2015-16,All+Star,D. Scott - J. Scott - K. Wu - M. Raonic - T. McGrady,CAN,1,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
2015-16,All+Star,R. Neto - D. Powell - C. Capela - T. Lyles - M. Hezonja,WLD,1,2.2,0.0,2.0,0.0,6.0,0.0,0.0,5.0,2.0,0,0
2015-16,All+Star,A. Wiggins - N. Jokic - T. Lyles - E. Mudiay - M. Hezonja,WLD,1,2.0,0.0,6.0,0.0,8.0,2.0,0.0,2.0,4.0,0,0
2015-16,All+Star,J. Scott - K. Wu - M. Raonic - T. Cavanagh - T. McGrady,CAN,1,2.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,6.0,0,0
2015-16,All+Star,R. Neto - D. Powell - N. Jokic - T. Lyles - M. Hezonja,WLD,1,2.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,2.0,0,0
2015-16,All+Star,J. Harden - S. Curry - D. Cousins - K. Thompson - D. Green,WST,1,1.9,0.0,3.0,2.0,4.0,0.0,0.0,2.0,4.0,0,0
2015-16,All+Star,P. Gasol - K. Lowry - D. DeRozan - I. Thomas - A. Drummond,EST,1,1.9,0.0,0.0,2.0,4.0,0.0,3.0,2.0,4.0,0,0
2015-16,All+Star,P. Gasol - K. Lowry - P. Millsap - A. Horford - A. Drummond,EST,1,1.9,2.0,0.0,0.0,4.0,0.0,3.0,2.0,2.0,0,0
2015-16,All+Star,P. Gasol - K. Lowry - P. George - I. Thomas - A. Drummond,EST,1,1.8,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0,0
2015-16,All+Star,A. Wiggins - N. Jokic - K. Porzingis - E. Mudiay - M. Hezonja,WLD,1,1.6,0.0,0.0,0.0,4.0,2.0,0.0,2.0,6.0,0,0
2015-16,All+Star,L. James - K. Lowry - P. Millsap - A. Horford - A. Drummond,EST,1,1.6,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2015-16,All+Star,Z. LaVine - J. Clarkson - J. Parker - J. Okafor - D. Booker,USA,1,1.6,0.0,0.0,0.0,2.0,2.0,2.0,0.0,4.0,0,0
2015-16,All+Star,A. Wiggins - C. Capela - K. Porzingis - E. Mudiay - M. Hezonja,WLD,1,1.5,1.0,1.0,0.0,2.0,0.0,0.0,2.0,6.0,0,0
2015-16,All+Star,B. Bogdanovic - N. Jokic - K. Porzingis - T. Lyles - E. Mudiay,WLD,1,1.4,0.0,0.0,0.0,2.0,6.0,0.0,2.0,8.0,0,0
2015-16,All+Star,P. Gasol - P. Millsap - A. Horford - J. Wall - A. Drummond,EST,1,1.4,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0
2015-16,All+Star,P. Gasol - P. Millsap - D. DeRozan - J. Wall - A. Drummond,EST,1,1.3,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0,0
2015-16,All+Star,A. Anderson - M. Lasry - J. Moore - C. Billups -,USA,1,1.2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0
2015-16,All+Star,C. Anthony - D. Wade - K. Lowry - D. DeRozan - P. George,EST,1,1.1,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0,0
2015-16,All+Star,K. Durant - R. Westbrook - S. Curry - A. Davis - D. Green,WST,1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2015-16,All+Star,M. Lasry - J. Moore - O. Jackson Jr - M. Bogues -,USA,1,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0,0
2015-16,All+Star,D. Scott - J. Scott - M. Raonic - T. McGrady - B. Eugenie,CAN,1,0.9,2.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0,0
2015-16,All+Star,A. Anderson - M. Lasry - O. Jackson Jr -  - K. Hart,USA,1,0.8,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0
2015-16,All+Star,J. Jordan - J. Scott - S. James - T. Cavanagh - T. McGrady,CAN,1,0.8,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0
2015-16,All+Star,K. Bryant - K. Durant - S. Curry - D. Cousins - K. Leonard,WST,1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
2015-16,All+Star,J. Jordan - M. Raonic - S. James - T. McGrady - B. Eugenie,CAN,1,0.6,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0,0
2015-16,All+Star,P. Millsap - D. DeRozan - J. Wall - P. George - I. Thomas,EST,1,0.6,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0,0
2015-16,All+Star,A. Anderson - M. Lasry - J. Moore - C. Billups - K. Hart,USA,1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2015-16,All+Star,D. Scott - M. Raonic - S. James - T. McGrady - B. Eugenie,CAN,1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2015-16,All+Star,Z. LaVine - J. Clarkson - R. Hood - J. Parker - D. Booker,USA,1,0.4,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0,0
2015-16,All+Star,K. Bryant - K. Durant - R. Westbrook - S. Curry - D. Green,WST,1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2016-17,Playoffs,S. Ibaka - D. DeRozan - J. Valanciunas - C. Joseph - N. Powell,TOR,1,19.7,5.0,0.0,0.0,16.0,0.0,6.0,5.0,16.0,0,0
2016-17,Playoffs,M. Gortat - J. Wall - M. Morris - B. Beal - O. Porter Jr.,WAS,13,19.3,8.2,5.6,8.9,18.5,5.2,4.2,4.4,15.1,0,0
2016-17,Playoffs,L. James - J. Smith - K. Love - K. Irving - T. Thompson,CLE,18,17.9,4.4,5.9,4.9,15.7,5.8,4.3,3.8,15.8,0,0
2016-17,Playoffs,R. Westbrook - T. Gibson - A. Roberson - S. Adams - V. Oladipo,OKC,5,16.2,7.6,5.0,6.4,16.8,5.0,6.6,2.6,15.6,0,0
2016-17,Playoffs,C. Paul - J. Redick - D. Jordan - L. Mbah a Moute - B. Griffin,LAC,3,15.6,5.7,4.3,5.0,18.0,5.3,4.0,2.7,13.3,0,0
2016-17,Playoffs,D. Wade - R. Rondo - R. Lopez - N. Mirotic - J. Butler,CHI,2,15.6,8.5,8.0,7.5,19.0,3.0,4.5,4.0,16.0,0,0
2016-17,Playoffs,D. Wade - R. Lopez - N. Mirotic - J. Butler - I. Canaan,CHI,3,14.9,2.7,2.7,0.7,15.3,4.0,5.0,0.0,16.0,0,0
2016-17,Playoffs,D. Howard - P. Millsap - D. Schroder - T. Hardaway Jr. - T. Prince,ATL,6,14.6,4.2,4.7,3.7,13.3,2.7,3.3,5.3,9.3,0,0
2016-17,Playoffs,K. Middleton - T. Snell - G. Antetokounmpo - T. Maker - M. Brogdon,MIL,6,14.6,3.2,1.5,4.5,12.3,5.7,2.8,4.8,11.0,0,0
2016-17,Playoffs,K. Lowry - S. Ibaka - D. DeRozan - D. Carroll - N. Powell,TOR,3,14.5,7.3,3.0,5.3,10.7,4.0,1.7,4.0,12.7,0,0
2016-17,Playoffs,M. Ellis - T. Young - J. Teague - P. George - M. Turner,IND,3,13.0,7.0,2.3,3.0,9.3,3.7,3.0,0.3,10.0,0,0
2016-17,Playoffs,M. Gortat - J. Wall - B. Beal - O. Porter Jr. - K. Oubre Jr.,WAS,2,12.4,3.5,5.0,5.0,14.0,5.0,7.0,4.0,9.0,0,0
2016-17,Playoffs,Z. Pachulia - K. Durant - S. Curry - K. Thompson - D. Green,GSW,13,11.5,5.1,3.2,6.0,10.3,4.7,3.7,2.5,9.5,0,0
2016-17,Playoffs,B. Diaw - G. Hill - D. Favors - G. Hayward - J. Ingles,UTA,4,11.2,2.3,2.3,3.5,8.0,2.3,2.5,3.3,10.5,0,0
2016-17,Playoffs,V. Carter - Z. Randolph - M. Conley - M. Gasol - J. Ennis III,MEM,6,11.1,2.8,1.3,2.8,8.7,3.2,3.0,1.5,8.3,0,0
2016-17,Playoffs,K. Lowry - S. Ibaka - D. DeRozan - D. Carroll - J. Valanciunas,TOR,4,10.9,1.3,1.3,4.3,11.5,3.3,1.0,4.3,11.0,0,0
2016-17,Playoffs,G. Green - A. Horford - A. Bradley - I. Thomas - J. Crowder,BOS,8,10.7,3.4,1.8,1.5,8.8,2.8,4.6,2.4,10.8,0,0
2016-17,Playoffs,E. Turner - A. Aminu - D. Lillard - C. McCollum - N. Vonleh,POR,2,10.4,1.5,4.0,0.5,8.0,5.0,0.0,3.5,7.0,0,0
2016-17,Playoffs,B. Diaw - G. Hayward - S. Mack - R. Gobert - J. Ingles,UTA,2,10.1,3.5,0.5,2.5,8.0,4.0,4.0,2.0,8.0,0,0
2016-17,Playoffs,E. Turner - D. Lillard - M. Harkless - C. McCollum - N. Vonleh,POR,3,10.1,3.7,4.7,3.7,9.3,5.3,3.0,7.0,12.7,0,0
2016-17,Playoffs,T. Parker - D. Lee - L. Aldridge - D. Green - K. Leonard,SAS,6,10.1,3.2,1.8,1.5,6.7,3.3,1.2,1.7,10.0,0,0
2016-17,Playoffs,Z. Pachulia - S. Curry - K. Thompson - D. Green - P. McCaw,GSW,2,10.1,6.0,2.0,7.0,7.0,5.0,1.0,5.0,9.0,0,0
2016-17,Playoffs,C. Miles - T. Young - J. Teague - P. George - M. Turner,IND,3,10.0,2.7,1.0,0.7,8.7,2.0,3.3,0.0,6.7,0,0
2016-17,Playoffs,T. Ariza - R. Anderson - J. Harden - P. Beverley - C. Capela,HOU,11,10.0,3.8,3.8,2.1,8.4,4.3,3.5,3.4,9.5,0,0
2016-17,Playoffs,P. Gasol - L. Aldridge - D. Green - K. Leonard - D. Murray,SAS,2,9.6,1.0,3.0,2.0,9.0,7.0,3.0,3.0,7.0,0,0
2016-17,All+Star,L. James - D. DeRozan - K. Irving - J. Butler - G. Antetokounmpo,EST,1,12.2,12.0,2.0,27.0,32.0,6.0,7.0,30.0,32.0,0,0
2016-17,All+Star,K. Durant - J. Harden - S. Curry - K. Leonard - A. Davis,WST,1,11.2,6.0,7.0,30.0,28.0,14.0,2.0,26.0,34.0,0,0
2016-17,All+Star,B. Armstrong - W. Butler - P. Rosenberg - L. Whalen - J. Williams,EST,1,11.0,5.0,4.0,0.0,12.0,0.0,2.0,0.0,8.0,0,0
2016-17,All+Star,D. Russell - K. Towns - D. Booker - M. Turner - M. Chriss,USA,1,11.0,2.0,5.0,11.0,22.0,8.0,5.0,16.0,32.0,0,0
2016-17,All+Star,D. Exum - D. Saric - N. Jokic - K. Porzingis - B. Hield,WLD,1,10.6,13.0,7.0,11.0,28.0,6.0,5.0,7.0,18.0,0,0
2016-17,All+Star,K. Durant - M. Gasol - J. Harden - S. Curry - A. Davis,WST,1,10.3,2.0,7.0,18.0,22.0,6.0,0.0,22.0,16.0,0,0
2016-17,All+Star,J. Simmons - J. Okafor - F. Kaminsky - B. Ingram - M. Brogdon,USA,1,9.0,0.0,7.0,10.0,18.0,6.0,2.0,13.0,20.0,0,0
2016-17,All+Star,K. Lowry - P. Millsap - J. Wall - P. George - I. Thomas,EST,1,7.8,6.0,6.0,21.0,18.0,4.0,3.0,20.0,14.0,0,0
2016-17,All+Star,K. Towns - D. Booker - M. Turner - M. Chriss - M. Brogdon,USA,1,7.3,4.0,4.0,4.0,18.0,7.0,2.0,10.0,10.0,0,0
2016-17,All+Star,D. Saric - N. Jokic - K. Porzingis - B. Hield - J. Murray,WLD,1,6.9,5.0,5.0,6.0,12.0,7.0,2.0,2.0,12.0,0,0
2016-17,All+Star,M. Gasol - R. Westbrook - J. Harden - G. Hayward - A. Davis,WST,1,6.4,7.0,4.0,16.0,18.0,2.0,2.0,17.0,12.0,0,0
2016-17,All+Star,R. Westbrook - D. Jordan - G. Hayward - K. Thompson - D. Green,WST,1,6.1,2.0,0.0,21.0,14.0,3.0,0.0,14.0,12.0,0,0
2016-17,All+Star,J. Simmons - J. Okafor - D. Russell - F. Kaminsky - B. Ingram,USA,1,5.6,2.0,0.0,8.0,8.0,0.0,0.0,2.0,4.0,0,0
2016-17,All+Star,A. Abrines - T. Lyles - W. Hernangomez - D. Sabonis - J. Murray,WLD,1,5.4,3.0,0.0,5.0,6.0,0.0,3.0,4.0,8.0,0,0
2016-17,All+Star,B. Armstrong - A. Elgort - O. Schmidt - L. Whalen - J. Williams,EST,1,5.3,2.0,0.0,5.0,6.0,2.0,0.0,2.0,4.0,0,0
2016-17,All+Star,M. Cuban - B. Davis - R. Miller -  . Master P - C. Parker,WST,1,5.3,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0,0
2016-17,All+Star,L. James - C. Anthony - K. Walker - J. Butler - G. Antetokounmpo,EST,1,5.2,0.0,0.0,10.0,10.0,4.0,0.0,10.0,10.0,0,0
2016-17,All+Star,C. Anthony - K. Lowry - J. Wall - K. Walker - I. Thomas,EST,1,5.1,2.0,2.0,14.0,12.0,5.0,4.0,9.0,14.0,0,0
2016-17,All+Star,M. Gasol - R. Westbrook - G. Hayward - K. Thompson - D. Green,WST,1,4.8,4.0,3.0,9.0,12.0,3.0,6.0,11.0,10.0,0,0
2016-17,All+Star,N. Ogwumike - B. Davis - R. Miller - H. Minhaj -  . Master P,WST,1,4.7,2.0,2.0,1.0,2.0,2.0,6.0,6.0,12.0,0,0
2016-17,All+Star,W. Butler - N. Cannon - M. Lasry - L. Whalen - J. Williams,EST,1,4.7,2.0,6.0,6.0,12.0,2.0,2.0,1.0,2.0,0,0
2016-17,All+Star,M. Cuban - A. Mackie - R. Miller - H. Minhaj -  . Master P,WST,1,4.5,4.0,0.0,4.0,4.0,2.0,0.0,1.0,4.0,0,0
2016-17,All+Star,C. Anthony - D. DeRozan - P. George - K. Irving - K. Walker,EST,1,4.3,2.0,0.0,13.0,6.0,0.0,3.0,9.0,8.0,0,0
2016-17,All+Star,D. Exum - D. Saric - K. Porzingis - W. Hernangomez - B. Hield,WLD,1,4.2,3.0,2.0,11.0,14.0,0.0,2.0,8.0,14.0,0,0
2016-17,All+Star,B. Armstrong - W. Butler - M. Lasry - L. Whalen - J. Williams,EST,1,3.8,0.0,4.0,4.0,12.0,0.0,0.0,2.0,2.0,0,0
2016-17,All+Star,N. Ogwumike - B. Davis - A. Mackie - H. Minhaj - C. Parker,WST,1,3.8,6.0,0.0,8.0,10.0,2.0,1.0,2.0,2.0,0,0
2016-17,All+Star,T. Cavanagh - B. Davis - A. Grammer - J. Jinfu - R. Miller,WST,1,3.8,2.0,0.0,2.0,4.0,2.0,0.0,5.0,4.0,0,0
2016-17,All+Star,A. Grammer - J. Jinfu - A. Mackie - R. Miller - A. Sanchez,WST,1,3.7,4.0,2.0,2.0,4.0,0.0,2.0,0.0,2.0,0,0
2016-17,All+Star,D. Rachel - A. Elgort - C. McLaughlin - O. Schmidt - K. Wu,EST,1,3.7,0.0,2.0,0.0,2.0,4.0,2.0,2.0,4.0,0,0
2016-17,All+Star,B. Davis - J. Jinfu - A. Mackie - R. Miller -  . Master P,WST,1,3.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0,0
2016-17,All+Star,W. Butler - D. Rachel - M. Lasry - P. Rosenberg - K. Wu,EST,1,3.4,0.0,0.0,0.0,2.0,2.0,0.0,2.0,4.0,0,0
2016-17,All+Star,J. Simmons - K. Towns - F. Kaminsky - D. Booker - M. Brogdon,USA,1,3.3,3.0,0.0,0.0,0.0,5.0,5.0,0.0,10.0,0,0
2016-17,All+Star,C. Anthony - J. Wall - P. George - K. Walker - I. Thomas,EST,1,3.1,0.0,0.0,4.0,4.0,2.0,0.0,10.0,12.0,0,0
2016-17,All+Star,K. Porzingis - T. Lyles - W. Hernangomez - B. Hield - J. Murray,WLD,1,3.0,2.0,0.0,6.0,8.0,0.0,2.0,7.0,6.0,0,0
2016-17,All+Star,A. Abrines - K. Porzingis - T. Lyles - D. Sabonis - J. Murray,WLD,1,2.9,0.0,0.0,2.0,2.0,2.0,0.0,5.0,6.0,0,0
2016-17,All+Star,K. Durant - D. Jordan - S. Curry - K. Thompson - D. Green,WST,1,2.9,0.0,2.0,3.0,8.0,0.0,2.0,4.0,8.0,0,0
2016-17,All+Star,N. Ogwumike - M. Cuban - B. Davis - R. Miller - C. Parker,WST,1,2.9,0.0,0.0,0.0,4.0,2.0,2.0,0.0,6.0,0,0
2016-17,All+Star,P. Millsap - J. Wall - P. George - I. Thomas - G. Antetokounmpo,EST,1,2.9,0.0,2.0,4.0,8.0,0.0,2.0,3.0,8.0,0,0
