SEASON,SEASON_TYPE,LINEUP,TEAM_ABB,GROUP_NAME,TEAM_ABBREVIATION,GP,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT
2018-19,Playoffs,D. Carroll - S. Napier - S. Dinwiddie - C. LeVert - R. Kurucs,BKN,1,4.6,0.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,0,0
2018-19,Playoffs,A. Aminu - E. Kanter - D. Lillard - C. McCollum - J. Layman,POR,1,4.5,0.0,2.0,0.0,2.0,5.0,0.0,4.0,8.0,0,0
2018-19,Playoffs,D. Carroll - S. Dinwiddie - D. Russell - R. Hollis-Jefferson - C. LeVert,BKN,2,4.5,0.0,0.0,2.0,2.0,3.5,0.0,2.5,9.0,0,0
2018-19,Playoffs,J. Redick - G. Monroe - M. Scott - J. Ennis III - B. Simmons,PHI,1,4.5,0.0,0.0,2.0,2.0,6.0,2.0,0.0,8.0,0,0
2018-19,Playoffs,K. Korver - R. Rubio - D. Favors - J. Ingles - G. Niang,UTA,1,4.5,0.0,2.0,0.0,4.0,0.0,5.0,0.0,4.0,0,0
2018-19,Playoffs,R. Felton - R. Westbrook - S. Adams - J. Grant - T. Ferguson,OKC,1,4.5,2.0,0.0,6.0,0.0,2.0,5.0,0.0,2.0,0,0
2018-19,Playoffs,R. Rubio - D. Favors - J. Ingles - R. O'Neale - G. Niang,UTA,1,4.5,3.0,0.0,2.0,6.0,4.0,0.0,0.0,6.0,0,0
2018-19,Playoffs,A. Horford - G. Hayward - M. Morris - T. Rozier - J. Tatum,BOS,6,4.4,1.2,1.2,1.2,3.7,2.5,0.3,0.3,3.0,0,0
2018-19,Playoffs,B. Lopez - G. Hill - K. Middleton - G. Antetokounmpo - M. Brogdon,MIL,5,4.4,0.2,2.8,1.6,4.8,2.0,2.0,0.4,2.8,0,0
2018-19,Playoffs,D. Augustin - N. Vucevic - T. Ross - E. Fournier - A. Gordon,ORL,5,4.4,0.8,0.4,0.4,3.6,1.4,1.4,1.6,7.2,0,0
2018-19,Playoffs,J. Redick - T. Harris - J. Butler - J. Ennis III - J. Embiid,PHI,6,4.4,1.5,1.8,2.2,4.0,1.8,1.7,1.3,4.0,0,0
2018-19,Playoffs,P. Millsap - G. Harris - N. Jokic - M. Beasley - J. Murray,DEN,11,4.4,1.1,1.8,0.6,4.7,0.7,1.9,0.4,4.2,0,0
2018-19,Playoffs,S. Curry - K. Thompson - D. Green - K. Looney - A. McKinnie,GSW,5,4.4,0.4,2.0,0.4,3.2,2.0,0.8,1.0,4.4,0,0
2018-19,Playoffs,S. Dinwiddie - J. Harris - D. Russell - C. LeVert - J. Allen,BKN,2,4.4,2.5,1.5,2.0,3.0,2.0,2.0,0.0,6.0,0,0
2018-19,Playoffs,S. Napier - R. Hollis-Jefferson - T. Pinson - D. Musa - R. Kurucs,BKN,2,4.4,2.0,1.0,4.0,5.0,0.0,1.5,2.5,5.0,0,0
2018-19,Playoffs,A. Horford - G. Hayward - K. Irving - M. Morris - M. Smart,BOS,2,4.3,2.0,2.0,1.0,3.0,1.0,0.0,2.0,3.0,0,0
2018-19,Playoffs,A. Iguodala - A. Bogut - K. Durant - K. Thompson - D. Green,GSW,1,4.3,2.0,6.0,3.0,4.0,0.0,2.0,0.0,4.0,0,0
2018-19,Playoffs,C. Paul - P. Tucker - J. Harden - C. Capela - D. House Jr.,HOU,1,4.3,3.0,0.0,0.0,6.0,2.0,0.0,4.0,4.0,0,0
2018-19,Playoffs,J. Calderon - L. Galloway - T. Maker - L. Kennard - K. Thomas,DET,1,4.3,8.0,0.0,5.0,4.0,0.0,0.0,0.0,4.0,0,0
2018-19,Playoffs,K. Lowry - S. Ibaka - D. Green - K. Leonard - P. Siakam,TOR,12,4.3,1.5,0.9,2.5,4.8,1.2,0.8,1.4,3.0,0,0
2018-19,Playoffs,N. Mirotic - T. Snell - T. Frazier - P. Connaughton - D. Wilson,MIL,1,4.3,0.0,0.0,0.0,4.0,8.0,0.0,5.0,4.0,0,0
2018-19,Playoffs,Nene - P. Tucker - J. Harden - I. Shumpert - D. House Jr.,HOU,1,4.3,5.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,0,0
2018-19,Playoffs,W. Ellington - I. Smith - R. Jackson - A. Drummond - L. Kennard,DET,1,4.3,4.0,2.0,0.0,6.0,0.0,0.0,2.0,4.0,0,0
2018-19,Playoffs,Z. Pachulia - I. Smith - L. Galloway - L. Kennard - K. Thomas,DET,1,4.3,5.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0
2018-19,Playoffs,D. Lillard - M. Leonard - M. Harkless - C. McCollum - S. Curry,POR,2,4.2,3.0,1.0,3.0,4.0,1.5,1.5,6.5,6.0,0,0
2018-19,Playoffs,G. Monroe - T. McConnell - F. Korkmaz - J. Bolden - Z. Smith,PHI,1,4.2,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0,0
2018-19,Playoffs,S. Livingston - A. Iguodala - S. Curry - D. Cousins - D. Green,GSW,4,4.2,1.0,1.3,0.0,2.0,1.8,2.3,1.3,4.5,0,0
2018-19,Playoffs,A. Bogut - S. Curry - J. Jerebko - D. Green - A. McKinnie,GSW,1,4.1,5.0,9.0,1.0,2.0,0.0,3.0,0.0,2.0,0,0
2018-19,Playoffs,C. Paul - G. Green - K. Faried - A. Rivers - D. House Jr.,HOU,5,4.1,2.2,1.4,0.2,2.4,1.2,1.0,0.0,1.6,0,0
2018-19,Playoffs,E. Kanter - D. Lillard - M. Harkless - C. McCollum - R. Hood,POR,3,4.1,0.7,1.3,0.0,4.0,1.0,0.0,0.7,2.7,0,0
2018-19,Playoffs,K. Lowry - S. Ibaka - K. Leonard - N. Powell - F. VanVleet,TOR,14,4.1,1.6,1.3,1.2,3.6,1.4,0.9,0.5,3.1,0,0
2018-19,Playoffs,N. Vucevic - T. Ross - M. Carter-Williams - J. Isaac - W. Iwundu,ORL,1,4.1,2.0,2.0,0.0,6.0,2.0,0.0,0.0,6.0,0,0
2018-19,Playoffs,P. Tucker - E. Gordon - J. Harden - C. Capela - D. House Jr.,HOU,6,4.1,1.2,0.3,0.7,2.7,2.3,1.7,0.8,3.7,0,0
2018-19,Playoffs,Z. Pachulia - I. Smith - L. Galloway - T. Maker - L. Kennard,DET,1,4.1,3.0,0.0,5.0,4.0,4.0,0.0,4.0,6.0,0,0
2018-19,Playoffs,A. Iguodala - K. Durant - K. Thompson - D. Green - K. Looney,GSW,4,4.0,0.5,2.3,1.3,3.5,1.8,2.0,1.5,3.5,0,0
2018-19,Playoffs,B. Wanamaker - T. Rozier - G. Yabusele - S. Ojeleye - D. Theis,BOS,1,4.0,2.0,2.0,7.0,8.0,0.0,0.0,2.0,4.0,0,0
2018-19,Playoffs,C. Paul - E. Gordon - J. Harden - A. Rivers - C. Capela,HOU,2,4.0,0.0,0.0,1.5,3.0,2.0,1.0,1.0,4.0,0,0
2018-19,Playoffs,D. Carroll - S. Dinwiddie - R. Hollis-Jefferson - T. Graham - C. LeVert,BKN,3,4.0,2.0,0.7,1.7,4.7,0.0,1.7,0.7,6.0,0,0
2018-19,Playoffs,D. Favors - J. Ingles - G. Niang - D. Mitchell - G. Allen,UTA,1,4.0,4.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,0,0
2018-19,Playoffs,E. Ilyasova - B. Lopez - G. Hill - K. Middleton - P. Connaughton,MIL,10,4.0,1.4,0.7,2.5,3.0,1.9,0.6,0.7,2.8,0,0
2018-19,Playoffs,K. Birch - J. Grant - J. Martin - W. Iwundu - M. Frazier Jr.,ORL,2,4.0,1.5,1.0,0.5,6.0,0.0,0.0,0.0,1.0,0,0
2018-19,Playoffs,P. Tucker - E. Gordon - J. Harden - A. Rivers - D. House Jr.,HOU,1,4.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0,0
2018-19,Playoffs,S. Livingston - J. Jerebko - K. Thompson - K. Looney - Q. Cook,GSW,2,4.0,0.0,0.0,0.0,2.0,1.5,0.0,0.0,2.0,0,0
2018-19,Playoffs,A. Iguodala - S. Curry - D. Cousins - D. Green - Q. Cook,GSW,2,3.9,0.0,0.5,0.0,0.0,4.0,1.0,2.0,3.0,0,0
2018-19,Playoffs,A. Johnson - J. Simmons - T. McConnell - B. Marjanovic - J. Bolden,PHI,3,3.9,0.7,1.3,0.0,5.3,4.0,1.0,2.0,3.3,0,0
2018-19,Playoffs,D. Carroll - D. Russell - T. Graham - C. LeVert - J. Allen,BKN,1,3.9,5.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,0,0
2018-19,Playoffs,E. Kanter - D. Lillard - M. Leonard - M. Harkless - C. McCollum,POR,1,3.9,0.0,6.0,0.0,10.0,0.0,2.0,0.0,4.0,0,0
2018-19,Playoffs,G. Hayward - M. Morris - A. Baynes - T. Rozier - J. Brown,BOS,2,3.9,1.0,1.0,1.0,2.0,0.0,4.5,2.0,1.0,0,0
2018-19,Playoffs,S. Livingston - A. Iguodala - A. Bogut - K. Thompson - A. McKinnie,GSW,2,3.9,1.5,1.0,0.0,4.0,1.0,0.0,2.0,5.0,0,0
2018-19,Playoffs,S. Livingston - A. Iguodala - A. Bogut - S. Curry - J. Jerebko,GSW,1,3.9,0.0,2.0,2.0,2.0,1.0,0.0,1.0,4.0,0,0
2018-19,Playoffs,A. Aminu - E. Kanter - D. Lillard - C. McCollum - R. Hood,POR,9,3.8,1.1,1.2,0.0,2.7,0.9,1.7,1.3,5.8,0,0
2018-19,Playoffs,A. Horford - K. Irving - M. Smart - J. Brown - J. Tatum,BOS,1,3.8,2.0,0.0,2.0,2.0,2.0,0.0,0.0,6.0,0,0
2018-19,Playoffs,A. Iguodala - K. Durant - S. Curry - D. Green - K. Looney,GSW,9,3.8,2.6,1.6,2.7,3.8,0.8,1.0,1.2,1.8,0,0
2018-19,Playoffs,J. Dudley - D. Carroll - S. Dinwiddie - T. Graham - C. LeVert,BKN,1,3.8,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0,0
2018-19,Playoffs,Nene - C. Paul - P. Tucker - E. Gordon - I. Shumpert,HOU,1,3.8,2.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0,0
2018-19,Playoffs,S. Livingston - D. Cousins - K. Thompson - K. Looney - Q. Cook,GSW,1,3.8,0.0,0.0,0.0,4.0,0.0,2.0,2.0,2.0,0,0
2018-19,Playoffs,S. Livingston - K. Durant - S. Curry - K. Thompson - D. Green,GSW,6,3.8,1.5,0.7,1.7,4.7,1.5,0.7,1.0,2.3,0,0
2018-19,Playoffs,S. Livingston - S. Curry - D. Green - K. Looney - A. McKinnie,GSW,9,3.8,1.2,1.9,0.9,4.0,0.7,0.7,1.2,2.4,0,0
2018-19,Playoffs,Z. Pachulia - J. Calderon - J. Leuer - G. Robinson III - K. Thomas,DET,1,3.8,2.0,3.0,0.0,4.0,0.0,2.0,0.0,10.0,0,0
2018-19,Playoffs,D. Carroll - E. Davis - J. Harris - D. Russell - R. Kurucs,BKN,1,3.7,0.0,2.0,2.0,4.0,0.0,0.0,0.0,4.0,0,0
2018-19,Playoffs,D. Carroll - E. Davis - S. Dinwiddie - T. Graham - C. LeVert,BKN,2,3.7,1.5,3.5,0.0,4.0,1.0,3.5,0.0,2.0,0,0
2018-19,Playoffs,E. Turner - M. Leonard - S. Curry - R. Hood - Z. Collins,POR,5,3.7,1.0,2.0,0.6,2.0,1.2,1.6,0.8,4.0,0,0
2018-19,Playoffs,G. Hayward - K. Irving - M. Morris - J. Tatum - S. Ojeleye,BOS,1,3.7,0.0,0.0,2.0,0.0,8.0,0.0,2.0,4.0,0,0
2018-19,Playoffs,J. Redick - J. Ennis III - T. McConnell - B. Simmons - J. Bolden,PHI,1,3.7,2.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0,0
2018-19,Playoffs,M. Leonard - C. McCollum - S. Curry - R. Hood - Z. Collins,POR,1,3.7,0.0,0.0,0.0,6.0,0.0,3.0,0.0,4.0,0,0
2018-19,Playoffs,W. Barton - N. Jokic - M. Beasley - M. Morris - T. Craig,DEN,3,3.7,0.0,2.0,1.7,1.3,1.3,0.7,1.3,2.7,0,0
2018-19,Playoffs,A. Horford - G. Hayward - M. Morris - T. Rozier - J. Brown,BOS,2,3.6,0.0,0.0,1.0,2.0,1.0,1.0,1.0,4.0,0,0
2018-19,Playoffs,E. Kanter - D. Lillard - C. McCollum - R. Hood - Z. Collins,POR,6,3.6,0.8,1.2,0.7,4.3,0.7,1.3,0.7,4.3,0,0
2018-19,Playoffs,J. Meeks - N. Powell - M. Miller - P. McCaw - F. VanVleet,TOR,1,3.6,6.0,0.0,2.0,6.0,0.0,0.0,0.0,4.0,0,0
2018-19,Playoffs,J. Redick - T. Harris - J. Butler - M. Scott - J. Embiid,PHI,2,3.6,3.0,1.5,1.0,5.0,2.0,2.5,2.0,3.0,0,0
2018-19,Playoffs,K. Durant - K. Thompson - D. Green - Q. Cook - J. Bell,GSW,1,3.6,0.0,0.0,6.0,2.0,5.0,2.0,3.0,8.0,0,0
2018-19,Playoffs,K. Durant - S. Curry - K. Thompson - D. Green - K. Looney,GSW,10,3.6,1.7,0.7,1.5,4.6,1.1,1.0,0.9,2.8,0,0
2018-19,Playoffs,K. Lowry - M. Gasol - S. Ibaka - K. Leonard - P. Siakam,TOR,4,3.6,0.5,0.8,0.5,1.5,0.8,0.0,1.5,2.0,0,0
2018-19,Playoffs,L. Aldridge - M. Belinelli - D. DeRozan - P. Mills - B. Forbes,SAS,1,3.6,0.0,3.0,2.0,6.0,0.0,0.0,2.0,4.0,0,0
2018-19,Playoffs,L. Williams - D. Gallinari - P. Beverley - M. Harrell - L. Shamet,LAC,4,3.6,2.8,2.3,1.5,4.5,2.8,0.8,2.3,3.0,0,0
2018-19,Playoffs,S. Livingston - S. Curry - D. Green - K. Looney - J. Evans,GSW,1,3.6,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0
2018-19,Playoffs,T. Evans - C. Joseph - B. Bogdanovic - D. Sabonis - A. Holiday,IND,2,3.6,2.0,0.0,0.0,4.0,1.0,2.0,1.0,4.0,0,0
2018-19,Playoffs,A. Aminu - E. Kanter - D. Lillard - M. Harkless - S. Curry,POR,1,3.5,0.0,5.0,1.0,6.0,0.0,5.0,0.0,2.0,0,0
2018-19,Playoffs,A. Horford - G. Hayward - T. Rozier - J. Brown - J. Tatum,BOS,5,3.5,0.0,1.0,0.4,3.2,1.6,0.4,1.6,2.4,0,0
2018-19,Playoffs,E. Gordon - J. Harden - I. Shumpert - A. Rivers - C. Capela,HOU,1,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,0
2018-19,Playoffs,J. Jerebko - Q. Cook - A. McKinnie - J. Bell - J. Evans,GSW,3,3.5,0.0,0.0,1.0,1.3,0.7,3.0,1.3,6.0,0,0
2018-19,Playoffs,L. Williams - D. Gallinari - G. Temple - M. Harrell - J. Robinson,LAC,1,3.5,2.0,0.0,4.0,6.0,3.0,0.0,0.0,4.0,0,0
2018-19,Playoffs,M. Plumlee - G. Harris - N. Jokic - M. Beasley - J. Murray,DEN,4,3.5,1.8,1.5,1.5,5.0,0.8,0.5,0.0,1.5,0,0
2018-19,Playoffs,P. Tucker - E. Gordon - J. Harden - I. Shumpert - A. Rivers,HOU,3,3.5,1.7,1.0,1.7,3.3,0.7,0.0,1.3,4.7,0,0
2018-19,Playoffs,R. Felton - N. Noel - A. Nader - T. Ferguson - D. Burton,OKC,1,3.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0
2018-19,Playoffs,R. Rubio - D. Favors - J. Ingles - G. Niang - D. Mitchell,UTA,2,3.5,3.0,0.0,1.0,6.0,0.0,1.0,0.0,2.0,0,0
2018-19,Playoffs,R. Westbrook - P. George - N. Noel - D. Schroder - J. Grant,OKC,1,3.5,0.0,0.0,0.0,6.0,2.0,2.0,0.0,6.0,0,0
2018-19,Playoffs,S. Dinwiddie - J. Harris - R. Hollis-Jefferson - T. Graham - C. LeVert,BKN,1,3.5,2.0,0.0,2.0,6.0,2.0,4.0,0.0,12.0,0,0
2018-19,Playoffs,A. Iguodala - S. Curry - K. Thompson - D. Green - A. McKinnie,GSW,1,3.4,4.0,3.0,2.0,6.0,0.0,0.0,2.0,6.0,0,0
2018-19,Playoffs,D. Carroll - S. Dinwiddie - J. Harris - C. LeVert - J. Allen,BKN,1,3.4,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0,0
2018-19,Playoffs,E. Ilyasova - T. Snell - T. Frazier - P. Connaughton - D. Wilson,MIL,1,3.4,2.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0,0
2018-19,Playoffs,E. Turner - D. Lillard - M. Leonard - C. McCollum - S. Curry,POR,3,3.4,1.0,2.0,0.0,2.7,1.7,1.3,0.7,5.3,0,0
2018-19,Playoffs,G. Harris - N. Jokic - M. Beasley - J. Murray - T. Craig,DEN,5,3.4,0.8,1.0,0.8,2.8,0.8,1.4,1.2,2.8,0,0
2018-19,Playoffs,G. Hayward - K. Irving - M. Morris - A. Baynes - J. Brown,BOS,4,3.4,0.5,0.5,0.8,2.5,1.0,2.0,2.0,2.0,0,0
2018-19,Playoffs,J. Dudley - D. Carroll - J. Harris - C. LeVert - J. Allen,BKN,1,3.4,5.0,2.0,0.0,6.0,0.0,0.0,0.0,2.0,0,0
2018-19,Playoffs,J. Dudley - S. Dinwiddie - J. Harris - D. Russell - T. Graham,BKN,1,3.4,0.0,0.0,0.0,4.0,2.0,4.0,0.0,4.0,0,0
2018-19,Playoffs,L. Aldridge - R. Gay - M. Belinelli - P. Mills - D. White,SAS,1,3.4,0.0,0.0,0.0,4.0,0.0,2.0,2.0,4.0,0,0
2018-19,Playoffs,L. Williams - P. Beverley - G. Temple - J. Green - M. Harrell,LAC,1,3.4,0.0,0.0,0.0,4.0,0.0,2.0,3.0,4.0,0,0
2018-19,Playoffs,P. Millsap - M. Plumlee - M. Beasley - J. Murray - M. Morris,DEN,3,3.4,0.7,1.0,0.0,4.0,1.7,1.0,2.0,6.0,0,0
2018-19,Playoffs,R. Gay - M. Belinelli - D. DeRozan - P. Mills - J. Poeltl,SAS,5,3.4,0.0,1.0,0.4,5.2,0.4,2.2,2.0,4.0,0,0
2018-19,Playoffs,T. Evans - C. Joseph - B. Bogdanovic - D. McDermott - D. Sabonis,IND,2,3.4,1.5,0.0,0.0,1.0,0.0,3.5,0.0,4.0,0,0
2018-19,Playoffs,W. Barton - M. Plumlee - M. Beasley - J. Murray - M. Morris,DEN,1,3.4,0.0,0.0,2.0,4.0,0.0,2.0,0.0,2.0,0,0
2018-19,Playoffs,A. Horford - K. Irving - J. Brown - J. Tatum - D. Theis,BOS,1,3.3,2.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,0,0
2018-19,Playoffs,A. Iguodala - K. Durant - J. Jerebko - K. Thompson - D. Green,GSW,1,3.3,4.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0,0
2018-19,Playoffs,B. Lopez - G. Hill - N. Mirotic - K. Middleton - M. Brogdon,MIL,2,3.3,0.0,1.0,1.0,5.0,3.5,0.0,1.0,2.0,0,0
2018-19,Playoffs,C. Paul - G. Green - E. Gordon - K. Faried - D. House Jr.,HOU,2,3.3,0.0,0.0,1.5,1.0,1.0,2.0,0.0,6.0,0,0
2018-19,Playoffs,K. Lowry - M. Gasol - S. Ibaka - P. Siakam - F. VanVleet,TOR,3,3.3,1.3,1.3,0.7,2.7,0.0,0.0,1.0,0.7,0,0
2018-19,Playoffs,K. Lowry - S. Ibaka - D. Green - P. Siakam - F. VanVleet,TOR,4,3.3,0.8,1.8,1.5,2.5,0.8,1.8,1.3,2.5,0,0
2018-19,Playoffs,M. Gasol - K. Leonard - N. Powell - P. Siakam - F. VanVleet,TOR,6,3.3,2.7,1.0,1.3,3.0,1.0,0.0,0.3,3.0,0,0
2018-19,Playoffs,R. Gay - M. Belinelli - P. Mills - J. Poeltl - D. White,SAS,3,3.3,1.7,1.0,2.0,3.3,0.7,1.7,0.7,3.3,0,0
2018-19,Playoffs,R. Rubio - J. Crowder - R. Gobert - J. Ingles - R. O'Neale,UTA,3,3.3,2.0,0.0,1.3,5.3,0.0,1.0,0.0,1.3,0,0
2018-19,Playoffs,S. Livingston - A. Iguodala - A. Bogut - S. Curry - A. McKinnie,GSW,1,3.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0,0
2018-19,Playoffs,S. Livingston - S. Curry - J. Jerebko - K. Thompson - D. Green,GSW,2,3.3,1.0,0.0,3.0,2.0,0.0,1.0,1.5,5.0,0,0
2018-19,Playoffs,T. Harris - J. Butler - J. Embiid - B. Simmons - J. Bolden,PHI,1,3.3,4.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0,0
2018-19,Playoffs,T. Young - D. Collison - C. Joseph - B. Bogdanovic - D. Sabonis,IND,1,3.3,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0,0
2018-19,Playoffs,W. Barton - M. Plumlee - M. Beasley - M. Morris - T. Craig,DEN,7,3.3,0.9,1.0,1.1,4.0,0.6,2.0,0.0,6.3,0,0
2018-19,Playoffs,W. Ellington - I. Smith - T. Maker - L. Kennard - B. Brown,DET,1,3.3,2.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,0,0
2018-19,Playoffs,B. Lopez - G. Hill - E. Bledsoe - G. Antetokounmpo - S. Brown,MIL,1,3.2,2.0,0.0,2.0,4.0,0.0,2.0,0.0,4.0,0,0
2018-19,Playoffs,C. Paul - G. Green - P. Tucker - J. Harden - A. Rivers,HOU,1,3.2,5.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0
2018-19,Playoffs,E. Ilyasova - E. Bledsoe - K. Middleton - G. Antetokounmpo - M. Brogdon,MIL,5,3.2,0.8,0.4,1.4,3.6,0.8,0.8,0.4,2.4,0,0
2018-19,Playoffs,E. Turner - A. Aminu - E. Kanter - D. Lillard - C. McCollum,POR,2,3.2,0.0,2.0,0.0,4.0,0.0,1.0,0.0,4.0,0,0
2018-19,Playoffs,G. Hill - E. Bledsoe - N. Mirotic - G. Antetokounmpo - P. Connaughton,MIL,4,3.2,0.5,1.5,1.8,2.0,0.5,0.0,0.8,1.0,0,0
2018-19,Playoffs,I. Smith - A. Drummond - G. Robinson III - L. Galloway - L. Kennard,DET,3,3.2,0.7,0.7,0.7,2.7,0.0,1.3,1.7,3.3,0,0
2018-19,Playoffs,J. Redick - T. Harris - M. Scott - J. Embiid - B. Simmons,PHI,7,3.2,0.6,0.7,0.3,2.9,2.0,0.7,1.0,3.7,0,0
2018-19,Playoffs,K. Korver - J. Crowder - R. Gobert - R. O'Neale - D. Mitchell,UTA,1,3.2,0.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0,0,0
2018-19,Playoffs,K. Lowry - M. Gasol - S. Ibaka - N. Powell - P. McCaw,TOR,1,3.2,2.0,3.0,2.0,4.0,3.0,0.0,3.0,4.0,0,0
2018-19,Playoffs,T. Snell - T. Frazier - P. Connaughton - D. Wilson - S. Brown,MIL,2,3.2,0.5,1.0,2.0,2.0,2.0,0.0,1.0,2.0,0,0
2018-19,Playoffs,W. Barton - G. Harris - N. Jokic - J. Murray - T. Craig,DEN,5,3.2,0.4,1.8,0.0,3.2,0.0,2.4,0.0,2.4,0,0
2018-19,Playoffs,W. Ellington - R. Jackson - A. Drummond - G. Robinson III - L. Galloway,DET,1,3.2,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0,0
2018-19,Playoffs,A. Iguodala - S. Curry - D. Green - Q. Cook - J. Bell,GSW,1,3.1,0.0,0.0,0.0,4.0,2.0,0.0,2.0,4.0,0,0
2018-19,Playoffs,C. Paul - E. Gordon - J. Harden - I. Shumpert - C. Capela,HOU,1,3.1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0
2018-19,Playoffs,E. Ilyasova - B. Lopez - G. Hill - N. Mirotic - K. Middleton,MIL,1,3.1,3.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0,0
2018-19,Playoffs,E. Kanter - D. Lillard - S. Curry - R. Hood - Z. Collins,POR,5,3.1,0.8,0.6,0.6,1.6,1.2,0.4,0.4,2.4,0,0
2018-19,Playoffs,E. Turner - D. Lillard - C. McCollum - S. Curry - Z. Collins,POR,2,3.1,0.0,2.5,0.0,4.0,0.0,3.5,0.0,4.0,0,0
2018-19,Playoffs,E. Turner - M. Harkless - S. Curry - R. Hood - Z. Collins,POR,2,3.1,1.0,1.0,0.0,2.0,2.0,0.0,1.0,3.0,0,0
2018-19,Playoffs,E. Udoh - R. Neto - R. O'Neale - G. Niang - G. Allen,UTA,1,3.1,0.0,0.0,2.0,6.0,0.0,2.0,0.0,4.0,0,0
2018-19,Playoffs,G. Hill - N. Mirotic - K. Middleton - G. Antetokounmpo - P. Connaughton,MIL,4,3.1,1.3,0.5,1.3,2.0,1.0,1.0,0.8,2.5,0,0
2018-19,Playoffs,L. Williams - P. Beverley - M. Harrell - S. Gilgeous-Alexander - J. Robinson,LAC,1,3.1,0.0,0.0,0.0,4.0,2.0,0.0,0.0,6.0,0,0
2018-19,Playoffs,M. Gasol - D. Green - K. Leonard - P. Siakam - F. VanVleet,TOR,14,3.1,0.9,0.8,1.0,2.0,1.1,1.3,1.5,2.7,0,0
2018-19,Playoffs,Nene - C. Paul - P. Tucker - E. Gordon - J. Harden,HOU,4,3.1,0.5,1.0,0.5,2.0,0.0,1.5,0.0,4.0,0,0
2018-19,Playoffs,S. Curry - K. Thompson - D. Green - K. Looney - Q. Cook,GSW,2,3.1,1.0,0.0,3.0,7.0,2.0,0.0,1.0,4.0,0,0
2018-19,Playoffs,S. Dinwiddie - J. Harris - D. Russell - T. Graham - J. Allen,BKN,4,3.1,1.8,2.8,0.5,4.0,0.5,1.3,0.0,4.5,0,0
2018-19,Playoffs,S. Livingston - A. Iguodala - J. Jerebko - D. Cousins - Q. Cook,GSW,1,3.1,0.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0,0
2018-19,Playoffs,W. Ellington - R. Jackson - L. Galloway - T. Maker - B. Brown,DET,1,3.1,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0,0
2018-19,Playoffs,C. Paul - G. Green - P. Tucker - E. Gordon - C. Capela,HOU,1,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0,0
2018-19,Playoffs,C. Paul - P. Tucker - J. Harden - A. Rivers - C. Capela,HOU,2,3.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,4.0,0,0
2018-19,Playoffs,D. Lillard - M. Harkless - C. McCollum - R. Hood - Z. Collins,POR,2,3.0,2.0,0.0,0.0,3.0,3.5,0.0,1.0,2.0,0,0
2018-19,Playoffs,E. Ilyasova - B. Lopez - G. Hill - P. Connaughton - M. Brogdon,MIL,4,3.0,0.8,1.0,0.5,4.0,0.0,1.0,1.0,4.0,0,0
2018-19,Playoffs,E. Ilyasova - B. Lopez - G. Hill - P. Connaughton - S. Brown,MIL,4,3.0,1.0,1.5,2.0,5.5,0.5,0.5,1.8,1.5,0,0
2018-19,Playoffs,E. Ilyasova - N. Mirotic - K. Middleton - G. Antetokounmpo - P. Connaughton,MIL,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,0
2018-19,Playoffs,G. Green - I. Shumpert - K. Faried - A. Rivers - D. House Jr.,HOU,1,3.0,2.0,0.0,5.0,4.0,0.0,0.0,2.0,2.0,0,0
