SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,Less Than 5 ft. FGM,Less Than 5 ft. FGA,Less Than 5 ft. FG PCT,5-9 ft. FGM,5-9 ft. FGA,5-9 ft. FG PCT,10-14 ft. FGM,10-14 ft. FGA,10-14 ft. FG PCT,15-19 ft. FGM,15-19 ft. FGA,15-19 ft. FG PCT,20-24 ft. FGM,20-24 ft. FGA,20-24 ft. FG PCT,25-29 ft. FGM,25-29 ft. FGA,25-29 ft. FG PCT
2016-17,Regular+Season,BKN,Brooklyn Nets,17.8,30.2,58.8,3.9,9.3,42.0,3.2,7.8,41.1,5.5,13.1,41.9,7.0,18.6,37.5,4.3,11.4,37.5
2016-17,Regular+Season,CHA,Charlotte Hornets,16.5,27.9,59.1,3.0,7.2,41.7,2.4,5.7,42.1,5.0,11.5,43.0,7.6,19.6,38.9,4.9,13.9,35.4
2016-17,Regular+Season,CHI,Chicago Bulls,18.7,32.1,58.3,3.1,7.9,39.6,2.7,6.6,41.0,4.1,9.7,42.6,6.4,17.0,37.7,4.3,12.9,33.3
2016-17,Regular+Season,CLE,Cleveland Cavaliers,18.0,29.4,61.2,3.7,9.6,38.6,2.9,6.9,41.6,4.6,11.4,40.5,6.4,16.8,38.3,5.0,14.1,35.2
2016-17,Regular+Season,DAL,Dallas Mavericks,15.7,24.8,63.5,3.4,8.1,41.6,2.7,6.7,39.9,4.5,10.8,41.5,7.3,19.2,37.8,3.4,8.9,37.5
2016-17,Regular+Season,DEN,Denver Nuggets,18.9,30.8,61.3,3.7,8.1,45.6,3.0,6.9,43.8,5.2,12.6,41.6,6.7,17.4,38.3,4.6,12.2,37.6
2016-17,Regular+Season,DET,Detroit Pistons,15.6,25.6,61.1,4.0,10.4,38.8,3.3,7.4,45.0,5.1,11.8,43.2,5.1,12.8,39.7,5.1,15.0,34.1
2016-17,Regular+Season,GSW,Golden State Warriors,18.4,31.6,58.2,3.4,8.9,37.6,2.4,6.9,35.3,4.3,10.7,40.1,5.0,14.3,35.4,5.2,16.1,32.2
2016-17,Regular+Season,HOU,Houston Rockets,20.0,31.0,64.5,3.9,9.6,40.5,2.1,5.7,37.6,3.8,9.7,39.0,6.3,17.5,36.1,5.0,14.7,33.9
2016-17,Regular+Season,IND,Indiana Pacers,16.2,27.4,59.1,2.9,7.0,42.1,2.7,6.1,44.0,4.5,11.5,39.4,5.9,15.2,38.8,5.6,16.5,34.1
2016-17,Regular+Season,LAC,LA Clippers,16.8,26.8,62.5,3.5,8.6,41.2,3.2,8.1,39.2,4.9,12.6,39.0,5.8,16.0,36.0,4.2,12.6,33.4
2016-17,Regular+Season,LAL,Los Angeles Lakers,19.5,30.4,64.2,3.5,8.0,43.6,2.4,5.8,40.4,4.7,11.3,41.9,6.7,16.9,39.6,4.6,12.9,35.5
2016-17,Regular+Season,MEM,Memphis Grizzlies,15.3,25.8,59.2,3.0,7.3,40.9,2.1,5.6,37.7,3.3,8.3,39.5,6.3,16.9,37.2,4.9,14.5,34.1
2016-17,Regular+Season,MIA,Miami Heat,16.8,29.8,56.3,4.1,9.6,42.6,3.7,8.1,45.7,4.8,11.5,41.4,5.4,15.3,35.4,3.1,9.4,32.6
2016-17,Regular+Season,MIL,Milwaukee Bucks,18.6,31.3,59.4,3.0,6.8,43.2,2.2,5.7,38.6,3.6,9.0,39.9,5.4,14.3,37.8,5.1,15.0,34.1
2016-17,Regular+Season,MIN,Minnesota Timberwolves,19.2,30.7,62.7,3.2,7.3,44.1,2.4,5.8,41.0,3.5,9.0,38.6,7.5,19.4,38.5,3.8,10.6,35.5
2016-17,Regular+Season,NOP,New Orleans Pelicans,18.4,30.5,60.1,3.1,8.2,38.3,2.7,6.8,39.4,4.1,10.4,39.3,5.9,15.7,37.3,5.9,16.8,35.3
2016-17,Regular+Season,NYK,New York Knicks,19.6,33.6,58.4,3.1,7.6,41.3,2.1,5.7,37.6,3.9,9.4,41.7,6.7,17.9,37.5,4.2,12.7,32.6
2016-17,Regular+Season,OKC,Oklahoma City Thunder,19.4,33.4,58.1,3.8,8.8,42.9,2.9,6.7,42.3,3.5,9.0,38.6,6.4,17.5,36.5,3.3,9.4,35.1
2016-17,Regular+Season,ORL,Orlando Magic,18.6,30.4,61.3,4.0,9.1,43.6,2.5,6.8,37.2,4.5,10.8,41.2,5.6,14.4,39.2,5.0,14.3,35.0
2016-17,Regular+Season,PHI,Philadelphia 76ers,18.5,30.9,59.9,3.3,8.5,38.8,2.9,7.0,41.6,5.0,12.0,41.3,5.4,13.6,39.3,4.4,13.2,33.3
2016-17,Regular+Season,PHX,Phoenix Suns,18.2,30.4,59.7,2.9,7.5,38.9,3.0,7.0,42.5,4.5,11.1,40.7,6.7,16.2,41.2,4.9,13.5,36.6
2016-17,Regular+Season,POR,Portland Trail Blazers,16.4,29.4,55.6,3.9,9.0,43.2,3.2,7.3,43.9,4.7,11.3,41.6,6.8,17.6,38.7,4.2,11.0,38.1
2016-17,Regular+Season,SAC,Sacramento Kings,16.3,26.0,62.7,3.7,8.4,43.9,2.4,5.6,42.1,3.9,9.8,40.0,7.2,18.4,39.2,4.9,14.4,33.8
2016-17,Regular+Season,SAS,San Antonio Spurs,16.3,28.9,56.3,3.4,9.4,36.7,2.7,6.6,41.2,5.2,12.1,43.1,5.5,15.2,36.1,3.8,10.7,35.2
2016-17,Regular+Season,TOR,Toronto Raptors,17.2,29.2,58.8,3.1,7.9,39.5,2.1,5.8,36.3,4.0,9.7,41.0,6.0,16.3,36.7,4.8,13.5,35.7
2016-17,Regular+Season,UTA,Utah Jazz,16.2,29.0,55.8,3.4,8.4,40.0,2.7,7.3,36.9,4.5,10.9,41.5,6.7,17.8,37.6,2.8,8.2,34.6
2016-17,Regular+Season,WAS,Washington Wizards,17.7,29.3,60.4,3.4,8.3,41.0,2.8,6.4,44.1,4.6,11.0,41.8,5.1,12.9,39.7,5.7,16.1,35.3
2016-17,Playoffs,ATL,Atlanta Hawks,15.2,25.0,60.7,3.3,7.3,45.5,3.7,8.5,43.1,6.2,14.5,42.5,6.3,17.5,36.2,4.7,12.8,36.4
2016-17,Playoffs,BOS,Boston Celtics,18.7,31.0,60.2,3.5,7.5,46.7,2.9,6.3,45.6,3.5,8.3,42.3,5.3,15.6,34.3,5.8,14.8,39.0
2016-17,Playoffs,CHI,Chicago Bulls,20.0,31.0,64.5,2.0,4.5,44.4,1.5,3.8,39.1,1.7,4.3,38.5,6.2,20.7,29.8,7.2,19.7,36.4
2016-17,Playoffs,CLE,Cleveland Cavaliers,17.4,28.8,60.4,3.2,7.7,41.0,2.8,7.6,37.5,4.1,9.8,41.2,6.1,15.6,39.1,6.6,17.6,37.3
2016-17,Playoffs,GSW,Golden State Warriors,17.9,31.5,56.7,3.6,8.3,43.3,2.6,8.2,31.4,3.2,8.7,36.5,5.5,15.8,34.7,5.5,16.4,33.8
2016-17,Playoffs,HOU,Houston Rockets,20.3,34.5,58.7,3.7,7.5,50.0,3.2,8.1,39.3,4.1,10.3,39.8,6.2,17.6,35.1,3.3,10.6,30.8
2016-17,Playoffs,IND,Indiana Pacers,15.0,26.3,57.1,4.5,9.3,48.6,1.8,4.5,38.9,3.8,7.5,50.0,9.8,17.5,55.7,5.0,16.8,29.9
2016-17,Playoffs,LAC,LA Clippers,14.7,21.6,68.2,5.6,10.0,55.7,2.7,9.4,28.8,2.7,7.7,35.2,6.6,15.1,43.4,3.6,11.0,32.5
2016-17,Playoffs,MEM,Memphis Grizzlies,13.0,21.3,60.9,3.8,9.0,42.6,4.8,8.3,58.0,4.3,10.0,43.3,7.7,18.2,42.2,3.5,10.0,35.0
2016-17,Playoffs,MIL,Milwaukee Bucks,15.3,27.8,55.1,2.8,5.8,48.6,1.5,4.2,36.0,2.8,9.0,31.5,5.8,14.3,40.7,3.8,12.3,31.1
2016-17,Playoffs,OKC,Oklahoma City Thunder,22.0,37.0,59.5,3.2,4.8,66.7,2.0,3.2,62.5,1.2,4.2,28.6,6.2,19.2,32.3,3.6,15.0,24.0
2016-17,Playoffs,POR,Portland Trail Blazers,18.3,30.0,60.8,3.5,6.3,56.0,2.8,6.5,42.3,4.5,11.0,40.9,4.3,10.0,42.5,8.5,22.3,38.2
2016-17,Playoffs,SAS,San Antonio Spurs,15.3,26.6,57.6,3.8,8.9,43.0,2.6,5.7,46.2,2.7,5.8,46.2,7.7,18.4,41.7,6.0,16.4,36.5
2016-17,Playoffs,TOR,Toronto Raptors,15.8,27.6,57.2,2.7,7.0,38.6,2.1,5.9,35.6,3.5,9.4,37.2,6.6,15.4,42.9,5.9,12.7,46.5
2016-17,Playoffs,UTA,Utah Jazz,17.4,26.2,66.3,2.5,5.5,45.9,3.1,8.2,37.8,4.5,11.1,41.0,5.5,14.9,37.2,4.6,12.3,37.8
2016-17,Playoffs,WAS,Washington Wizards,18.3,30.6,59.8,2.2,5.7,39.2,2.8,5.8,48.0,3.4,9.0,37.6,5.8,15.5,37.1,5.8,16.5,35.0
2016-17,All+Star,East NBA All Stars East,East NBA All Stars East,60.0,73.0,82.2,0.0,0.0,0.0,1.0,3.0,33.3,1.0,3.0,33.3,7.0,16.0,43.8,13.0,39.0,33.3
2016-17,All+Star,West NBA All Stars West,West NBA All Stars West,53.0,68.0,77.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,33.3,10.0,27.0,37.0,12.0,32.0,37.5
2017-18,Pre+Season,ATL,Atlanta Hawks,14.0,22.4,62.5,3.8,7.6,50.0,3.6,8.2,43.9,5.2,12.0,43.3,5.2,13.2,39.4,6.4,20.2,31.7
2017-18,Pre+Season,BOS,Boston Celtics,17.3,30.5,56.6,3.3,8.8,37.1,1.8,6.0,29.2,3.0,8.0,37.5,3.0,9.5,31.6,7.3,20.5,35.4
2017-18,Pre+Season,Brisbane Bullets,Brisbane Bullets,19.0,33.0,57.6,0.0,5.0,0.0,3.0,7.0,42.9,5.0,11.0,45.5,2.0,10.0,20.0,11.0,22.0,50.0
2017-18,Pre+Season,BKN,Brooklyn Nets,13.8,25.8,53.4,4.3,11.8,36.2,3.8,10.3,36.6,5.0,11.5,43.5,5.3,13.3,39.6,4.3,14.8,28.8
2017-18,Pre+Season,CHA,Charlotte Hornets,16.2,25.8,62.8,2.0,7.4,27.0,2.2,5.8,37.9,5.8,14.2,40.8,4.6,11.6,39.7,8.2,19.6,41.8
2017-18,Pre+Season,CHI,Chicago Bulls,16.3,25.8,63.2,2.0,6.0,33.3,2.2,6.3,34.2,2.5,6.8,36.6,7.5,17.2,43.7,6.3,17.5,36.2
2017-18,Pre+Season,CLE,Cleveland Cavaliers,14.6,22.2,65.8,3.0,6.0,50.0,3.4,8.0,42.5,4.6,12.6,36.5,4.6,12.0,38.3,9.0,23.8,37.8
2017-18,Pre+Season,DAL,Dallas Mavericks,12.2,21.3,57.0,3.3,8.3,40.0,3.7,8.2,44.9,3.8,11.8,32.4,6.5,14.0,46.4,7.2,19.7,36.4
2017-18,Pre+Season,DEN,Denver Nuggets,17.0,24.4,69.7,5.0,9.8,51.0,3.2,8.8,36.4,4.2,10.4,40.4,4.8,13.0,36.9,5.8,17.4,33.3
2017-18,Pre+Season,DET,Detroit Pistons,16.0,21.6,74.1,4.2,10.6,39.6,2.6,8.4,31.0,2.6,9.0,28.9,5.2,13.6,38.2,7.2,17.8,40.4
2017-18,Pre+Season,GSW,Golden State Warriors,16.0,25.5,62.7,4.0,12.3,32.7,3.8,9.3,40.5,2.0,7.3,27.6,5.5,11.8,46.8,6.3,14.0,44.6
2017-18,Pre+Season,Guangzhou Long-Lions,Guangzhou Long-Lions,33.0,42.0,78.6,2.0,6.0,33.3,2.0,5.0,40.0,3.0,5.0,60.0,4.0,12.0,33.3,4.0,10.0,40.0
2017-18,Pre+Season,Haifa Maccabi Haifa,Haifa Maccabi Haifa,21.0,32.3,64.9,1.0,6.7,15.0,2.0,5.3,37.5,2.3,5.7,41.2,7.0,14.0,50.0,7.0,12.0,58.3
2017-18,Pre+Season,HOU,Houston Rockets,15.8,25.4,62.2,4.4,9.0,48.9,1.8,7.4,24.3,1.8,6.6,27.3,5.8,13.2,43.9,5.6,18.2,30.8
2017-18,Pre+Season,IND,Indiana Pacers,14.0,24.3,57.7,5.5,12.3,44.9,2.0,6.3,32.0,4.8,9.8,48.7,3.5,7.0,50.0,6.3,21.0,29.8
2017-18,Pre+Season,LAC,LA Clippers,16.8,23.8,70.6,2.8,6.4,43.8,2.4,6.6,36.4,3.6,8.0,45.0,6.0,14.6,41.1,5.4,20.6,26.2
2017-18,Pre+Season,LAL,Los Angeles Lakers,15.8,26.3,60.1,4.0,9.0,44.4,2.3,7.7,30.4,3.5,10.5,33.3,4.0,10.2,39.3,6.7,18.0,37.0
2017-18,Pre+Season,Melbourne United,Melbourne United,17.0,28.0,60.7,1.0,5.0,20.0,1.0,8.0,12.5,1.0,12.0,8.3,3.0,7.0,42.9,5.0,22.0,22.7
2017-18,Pre+Season,MEM,Memphis Grizzlies,15.8,27.6,57.2,3.2,8.8,36.4,2.0,5.4,37.0,2.2,7.2,30.6,5.8,13.8,42.0,4.4,20.6,21.4
2017-18,Pre+Season,MIA,Miami Heat,17.3,29.8,58.1,3.7,9.5,38.6,3.7,7.2,51.2,6.3,11.7,54.3,3.7,12.3,29.7,5.0,17.3,28.8
2017-18,Pre+Season,MIL,Milwaukee Bucks,15.0,26.0,57.7,4.3,11.3,37.8,2.3,7.5,30.0,4.0,8.8,45.7,5.8,13.3,43.4,8.5,20.5,41.5
2017-18,Pre+Season,MIN,Minnesota Timberwolves,18.7,28.0,66.7,2.3,5.3,43.8,3.7,7.7,47.8,3.3,9.3,35.7,7.7,15.0,51.1,7.3,20.0,36.7
2017-18,Pre+Season,NOP,New Orleans Pelicans,16.5,25.3,65.3,2.3,7.0,32.1,2.0,5.5,36.4,3.3,7.3,44.8,6.3,15.3,41.0,9.0,21.3,42.4
2017-18,Pre+Season,NYK,New York Knicks,16.8,27.0,62.2,1.4,3.6,38.9,2.8,7.8,35.9,3.4,6.6,51.5,6.8,14.8,45.9,9.0,21.8,41.3
2017-18,Pre+Season,OKC,Oklahoma City Thunder,11.8,25.0,47.0,2.8,7.8,35.5,1.3,4.5,27.8,0.5,4.0,12.5,5.8,16.8,34.3,8.5,22.3,38.2
2017-18,Pre+Season,ORL,Orlando Magic,15.0,27.7,54.2,2.3,6.7,35.0,3.7,8.5,43.1,4.5,10.8,41.5,5.3,15.2,35.2,4.3,15.0,28.9
2017-18,Pre+Season,PHI,Philadelphia 76ers,15.2,26.8,56.7,4.2,11.2,37.5,3.8,9.2,41.3,4.4,9.4,46.8,4.6,14.2,32.4,6.0,19.6,30.6
2017-18,Pre+Season,PHX,Phoenix Suns,14.2,29.4,48.3,4.8,11.2,42.9,5.0,11.0,45.5,4.6,12.6,36.5,6.6,14.6,45.2,6.4,17.8,36.0
2017-18,Pre+Season,POR,Portland Trail Blazers,12.3,22.8,54.0,2.8,8.3,34.0,3.7,8.0,45.8,3.2,10.0,31.7,5.8,15.7,37.2,5.5,18.5,29.7
2017-18,Pre+Season,SAC,Sacramento Kings,18.0,26.2,68.8,2.0,5.7,35.3,2.5,8.7,28.8,4.2,9.0,46.3,5.5,12.7,43.4,5.5,17.8,30.8
2017-18,Pre+Season,SAS,San Antonio Spurs,17.6,28.2,62.6,3.8,9.4,40.4,4.2,8.9,47.7,2.8,7.8,36.2,3.4,11.0,30.8,5.2,18.9,27.3
2017-18,Pre+Season,Shanghai Sharks,Shanghai Sharks,31.0,36.0,86.1,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,100,10.0,16.0,62.5,12.0,36.0,33.3
2017-18,Pre+Season,SAC,Sacramento Kings,27.0,36.0,75.0,5.0,7.0,71.4,0.0,0.0,0.0,2.0,6.0,33.3,4.0,15.0,26.7,6.0,13.0,46.2
2017-18,Pre+Season,TOR,Toronto Raptors,15.4,26.6,57.9,3.8,8.8,43.2,2.6,6.6,39.4,4.0,10.2,39.2,4.2,9.8,42.9,6.2,16.8,36.9
2017-18,Pre+Season,UTA,Utah Jazz,14.0,23.8,58.8,2.4,7.2,33.3,1.4,5.6,25.0,2.4,9.4,25.5,5.6,15.6,35.9,5.2,16.6,31.3
2017-18,Pre+Season,WAS,Washington Wizards,16.6,25.8,64.3,3.0,7.0,42.9,2.0,6.6,30.3,3.6,10.6,34.0,3.6,10.0,36.0,7.4,19.2,38.5
2017-18,Regular+Season,ATL,Atlanta Hawks,17.1,27.6,61.9,2.9,6.9,41.7,3.7,8.5,43.3,4.1,9.4,44.1,6.6,16.9,39.1,6.3,17.1,36.8
2017-18,Regular+Season,BOS,Boston Celtics,17.9,29.7,60.3,3.0,8.4,35.5,2.5,6.9,36.4,3.6,9.4,38.2,4.7,12.1,38.5,5.7,17.9,32.1
2017-18,Regular+Season,BKN,Brooklyn Nets,17.3,29.1,59.5,4.5,10.7,42.3,4.2,9.9,42.4,4.9,11.1,44.7,5.5,14.2,39.1,5.1,14.0,36.4
2017-18,Regular+Season,CHA,Charlotte Hornets,17.3,27.1,63.8,3.4,8.5,39.8,3.8,8.6,44.0,4.1,10.1,40.4,5.1,13.2,38.9,7.3,19.5,37.3
2017-18,Regular+Season,CHI,Chicago Bulls,18.7,29.3,63.9,2.7,6.7,41.1,2.6,6.4,41.1,3.2,7.5,42.6,6.7,17.3,38.8,7.0,19.1,36.4
2017-18,Regular+Season,CLE,Cleveland Cavaliers,19.0,30.0,63.4,3.4,8.0,41.7,3.1,7.3,43.2,3.4,8.4,41.0,5.5,13.4,40.8,7.2,20.0,35.9
2017-18,Regular+Season,DAL,Dallas Mavericks,16.2,25.0,64.9,3.5,9.0,38.6,3.6,7.6,47.0,3.8,9.4,40.6,6.1,15.1,40.3,6.0,17.1,35.4
2017-18,Regular+Season,DEN,Denver Nuggets,19.2,30.9,62.1,3.5,8.9,38.9,3.0,7.0,43.2,3.5,8.1,43.3,6.6,17.0,38.7,5.4,14.3,38.0
2017-18,Regular+Season,DET,Detroit Pistons,17.3,27.3,63.3,3.4,9.1,36.8,2.9,7.0,41.3,3.4,8.2,41.0,5.4,14.1,38.5,6.7,18.9,35.6
2017-18,Regular+Season,GSW,Golden State Warriors,18.5,30.5,60.6,3.5,9.5,37.2,3.3,8.7,38.0,3.4,9.0,37.8,4.9,13.4,36.5,6.5,18.4,35.6
2017-18,Regular+Season,HOU,Houston Rockets,19.5,31.0,62.9,3.5,8.5,41.2,2.8,7.1,39.0,2.5,6.8,37.2,5.1,13.9,36.6,6.2,17.9,34.7
2017-18,Regular+Season,IND,Indiana Pacers,17.8,28.0,63.6,3.4,7.7,43.6,2.9,7.0,41.7,3.7,8.9,41.8,4.5,11.6,38.9,6.9,20.7,33.3
2017-18,Regular+Season,LAC,LA Clippers,17.9,28.9,62.0,3.0,7.8,38.0,3.3,7.7,42.9,3.9,9.9,39.0,5.9,15.1,38.7,6.2,17.9,34.8
2017-18,Regular+Season,LAL,Los Angeles Lakers,19.6,32.5,60.5,3.6,8.9,40.4,2.8,6.8,41.3,3.5,8.9,39.6,4.8,13.3,35.9,6.7,18.9,35.3
2017-18,Regular+Season,MEM,Memphis Grizzlies,17.1,27.3,62.6,2.6,7.0,38.1,2.8,7.0,40.3,2.7,6.9,38.6,5.6,13.6,41.3,6.3,18.2,34.7
2017-18,Regular+Season,MIA,Miami Heat,17.0,29.1,58.4,3.7,10.0,36.7,2.8,7.1,39.0,3.3,7.9,42.1,4.8,12.5,38.0,6.1,16.7,36.4
2017-18,Regular+Season,MIL,Milwaukee Bucks,20.0,32.7,61.0,2.5,6.9,36.8,2.7,6.7,40.1,3.0,8.0,38.3,4.0,10.6,37.7,6.8,18.2,37.3
2017-18,Regular+Season,MIN,Minnesota Timberwolves,19.1,29.4,64.7,3.0,7.7,38.6,2.7,6.5,40.9,3.0,7.5,40.3,6.6,17.1,38.8,5.8,15.8,36.5
2017-18,Regular+Season,NOP,New Orleans Pelicans,18.5,30.4,60.8,4.0,9.4,42.2,3.2,8.1,40.1,3.9,9.8,39.6,5.0,14.3,35.4,7.0,19.5,36.0
2017-18,Regular+Season,NYK,New York Knicks,17.3,29.6,58.6,3.2,7.8,41.5,2.6,6.5,40.6,3.5,8.3,41.9,6.1,15.4,39.5,6.5,18.1,36.2
2017-18,Regular+Season,OKC,Oklahoma City Thunder,17.9,29.3,61.1,3.0,8.1,36.7,2.8,6.8,42.0,2.4,6.2,39.0,6.8,18.1,37.2,5.5,14.7,37.4
2017-18,Regular+Season,ORL,Orlando Magic,19.7,31.4,62.6,3.1,8.8,35.2,3.2,7.1,44.7,3.6,9.2,39.8,5.4,13.6,39.4,6.0,16.9,35.2
2017-18,Regular+Season,PHI,Philadelphia 76ers,15.9,27.3,58.4,3.4,9.1,37.2,3.4,8.4,40.6,4.0,10.2,39.3,4.4,11.7,37.9,6.8,20.4,33.6
2017-18,Regular+Season,PHX,Phoenix Suns,18.9,31.0,60.8,3.4,7.9,42.7,3.5,7.9,43.7,3.8,9.0,42.2,5.6,14.4,38.8,6.6,17.8,37.1
2017-18,Regular+Season,POR,Portland Trail Blazers,15.9,29.3,54.2,3.6,7.9,45.5,3.3,8.4,39.2,4.4,10.1,43.4,5.8,14.9,38.6,5.4,14.5,37.0
2017-18,Regular+Season,SAC,Sacramento Kings,17.1,27.2,62.8,3.4,7.9,42.5,2.4,5.6,43.0,2.7,6.7,40.4,6.4,16.3,38.9,6.8,18.2,37.4
2017-18,Regular+Season,SAS,San Antonio Spurs,16.8,28.2,59.5,3.6,9.1,39.7,3.6,8.4,42.9,3.9,9.6,41.0,4.8,13.1,36.3,5.5,15.4,35.6
2017-18,Regular+Season,TOR,Toronto Raptors,17.9,31.1,57.5,3.3,9.5,34.4,3.7,8.5,43.2,3.7,8.7,42.1,4.0,11.2,35.6,5.9,15.9,37.0
2017-18,Regular+Season,UTA,Utah Jazz,15.9,26.5,59.9,3.6,9.4,38.7,3.3,8.5,38.7,3.7,9.2,39.8,5.4,13.8,39.3,5.2,15.0,35.0
2017-18,Regular+Season,WAS,Washington Wizards,18.5,29.0,63.7,3.0,7.7,39.2,2.7,6.9,38.9,3.6,8.7,41.1,4.4,11.9,36.6,6.7,19.5,34.7
2017-18,Playoffs,BOS,Boston Celtics,17.7,27.1,65.4,3.5,8.6,40.2,3.2,7.8,40.3,2.7,7.3,37.4,4.1,11.4,35.9,6.1,18.3,33.1
2017-18,Playoffs,CLE,Cleveland Cavaliers,19.4,31.2,62.0,2.7,6.4,42.6,2.9,6.4,45.4,2.5,6.8,36.2,3.4,9.8,34.3,7.0,19.6,35.5
2017-18,Playoffs,GSW,Golden State Warriors,17.4,27.9,62.3,3.9,10.1,38.7,3.0,8.2,35.8,1.8,6.0,29.1,4.2,12.7,33.1,6.7,21.5,31.0
2017-18,Playoffs,HOU,Houston Rockets,19.5,31.2,62.5,2.6,7.8,34.1,2.2,7.1,31.7,2.3,5.8,39.4,5.5,12.6,43.3,6.2,17.2,35.8
2017-18,Playoffs,IND,Indiana Pacers,14.6,20.7,70.3,1.6,6.1,25.6,2.0,6.0,33.3,3.7,8.1,45.6,4.1,14.7,28.2,6.9,19.6,35.0
2017-18,Playoffs,MIA,Miami Heat,19.8,34.6,57.2,1.6,5.6,28.6,2.4,5.8,41.4,2.2,5.8,37.9,4.6,12.0,38.3,8.6,23.2,37.1
2017-18,Playoffs,MIL,Milwaukee Bucks,18.0,32.3,55.8,2.6,7.0,36.7,3.0,6.9,43.8,2.7,6.3,43.2,4.1,10.7,38.7,6.6,20.1,32.6
2017-18,Playoffs,MIN,Minnesota Timberwolves,17.0,29.0,58.6,2.8,6.0,46.7,3.8,6.0,63.3,0.4,2.6,15.4,7.8,18.2,42.9,7.4,26.0,28.5
2017-18,Playoffs,NOP,New Orleans Pelicans,19.1,28.7,66.7,1.7,5.8,28.8,4.0,11.2,35.6,5.6,11.0,50.5,5.6,14.1,39.4,6.3,21.3,29.7
2017-18,Playoffs,OKC,Oklahoma City Thunder,19.7,33.0,59.6,2.5,7.2,34.9,1.8,5.0,36.7,1.8,5.3,34.4,7.5,18.5,40.5,4.7,14.5,32.2
2017-18,Playoffs,PHI,Philadelphia 76ers,15.8,27.5,57.5,2.2,6.9,31.9,3.3,7.0,47.1,3.2,9.5,33.7,5.7,11.9,47.9,6.9,19.6,35.2
2017-18,Playoffs,POR,Portland Trail Blazers,22.8,32.5,70.0,3.8,7.3,51.7,2.3,7.5,30.0,3.5,8.0,43.8,5.5,14.5,37.9,5.8,13.3,43.4
2017-18,Playoffs,SAS,San Antonio Spurs,13.6,22.2,61.3,2.0,4.6,43.5,5.2,10.2,51.0,8.2,15.0,54.7,3.2,10.0,32.0,7.2,20.0,36.0
2017-18,Playoffs,TOR,Toronto Raptors,18.3,29.3,62.5,3.7,7.8,47.4,4.0,9.5,42.1,5.1,11.9,42.9,5.2,11.0,47.3,5.4,15.5,34.8
2017-18,Playoffs,UTA,Utah Jazz,15.8,28.2,56.1,2.5,7.4,34.6,4.1,8.2,50.0,3.1,8.6,35.8,6.0,15.0,40.0,6.4,18.3,34.8
2017-18,Playoffs,WAS,Washington Wizards,18.0,31.0,58.1,5.7,9.5,59.6,2.0,7.7,26.1,1.8,5.5,33.3,4.0,9.7,41.4,7.5,19.0,39.5
2017-18,All+Star,Team LeBron,Team LeBron,30.0,39.0,76.9,0.0,2.0,0.0,2.0,3.0,66.7,6.0,13.0,46.2,2.0,13.0,15.4,14.0,51.0,27.5
2017-18,All+Star,Team Stephen,Team Stephen,34.0,47.0,72.3,2.0,3.0,66.7,2.0,3.0,66.7,5.0,8.0,62.5,8.0,21.0,38.1,11.0,37.0,29.7
2018-19,Pre+Season,Adelaide 36ers,Adelaide 36ers,26.0,35.0,74.3,2.0,4.0,50.0,3.0,7.0,42.9,1.0,3.0,33.3,11.0,26.0,42.3,5.0,21.0,23.8
2018-19,Pre+Season,ATL,Atlanta Hawks,20.6,33.0,62.4,4.8,10.0,48.0,2.4,6.6,36.4,3.0,6.6,45.5,5.6,15.8,35.4,4.6,18.0,25.6
2018-19,Pre+Season,Beijing Ducks,Beijing Ducks,19.0,28.0,67.9,3.0,11.0,27.3,0.0,1.0,0.0,2.0,6.0,33.3,7.0,13.0,53.8,8.0,16.0,50.0
2018-19,Pre+Season,BOS,Boston Celtics,17.8,32.5,54.6,2.0,6.3,32.0,2.8,7.0,39.3,2.3,6.0,37.5,5.3,12.8,41.2,6.0,19.5,30.8
2018-19,Pre+Season,BKN,Brooklyn Nets,15.8,33.8,46.7,3.5,11.0,31.8,2.8,7.5,36.7,4.5,8.0,56.3,4.3,12.3,34.7,8.3,18.5,44.6
2018-19,Pre+Season,CHA,Charlotte Hornets,18.6,29.8,62.4,3.4,9.8,34.7,1.6,7.2,22.2,2.8,8.0,35.0,3.6,11.6,31.0,8.0,24.2,33.1
2018-19,Pre+Season,CHI,Chicago Bulls,22.0,35.8,61.5,2.4,5.8,41.4,2.0,5.4,37.0,2.2,7.2,30.6,3.4,11.8,28.8,8.6,25.8,33.3
2018-19,Pre+Season,CLE,Cleveland Cavaliers,22.3,32.5,68.5,2.5,7.5,33.3,2.5,5.8,43.5,1.3,7.0,17.9,5.5,12.3,44.9,6.3,22.8,27.5
2018-19,Pre+Season,DAL,Dallas Mavericks,16.3,27.5,59.1,2.3,8.3,27.3,3.3,6.5,50.0,2.0,6.8,29.6,5.5,14.0,39.3,7.3,19.8,36.7
2018-19,Pre+Season,DEN,Denver Nuggets,18.6,30.8,60.4,3.6,8.2,43.9,2.4,6.4,37.5,2.6,9.0,28.9,5.8,15.6,37.2,5.2,16.8,31.0
