SEASON,SEASON_TYPE,TEAM_ABB,TEAM_ID,TEAM_NAME,PLAYER_NAME,PLAYER_ID,G,MIN,SCREEN_ASSISTS,SCREEN_AST_PTS,DEFLECTIONS,OFF_LOOSE_BALLS_RECOVERED,DEF_LOOSE_BALLS_RECOVERED,LOOSE_BALLS_RECOVERED,PCT_LOOSE_BALLS_RECOVERED_OFF,PCT_LOOSE_BALLS_RECOVERED_DEF,CHARGES_DRAWN,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,CONTESTED_SHOTS
2021-22,Regular+Season,BOS,1610612738,Boston Celtics,Matt Ryan,1630346,1,5.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2021-22,Regular+Season,CHI,1610612741,Chicago Bulls,Matt Thomas,1629744,29,14.5,0.4,0.8,0.4,0.1,0.2,0.3,33.3,66.7,0.00,1.1,1.1,2.2
2021-22,Regular+Season,SAC,1610612758,Sacramento Kings,Maurice Harkless,203090,43,19.7,0.3,0.6,1.8,0.1,0.1,0.3,45.5,54.5,0.00,2.3,1.7,4.0
2021-22,Regular+Season,MIA,1610612748,Miami Heat,Max Strus,1629622,67,23.6,0.3,0.8,0.8,0.2,0.3,0.5,41.9,58.1,0.22,2.3,2.6,4.9
2021-22,Regular+Season,DAL,1610612742,Dallas Mavericks,Maxi Kleber,1628467,58,24.9,1.9,4.5,0.8,0.2,0.3,0.4,37.5,62.5,0.17,5.5,2.1,7.6
2021-22,Regular+Season,MIN,1610612750,Minnesota Timberwolves,McKinley Wright IV,1630593,2,3.6,0.0,0.0,0.0,0.5,0.0,0.5,100,0.0,0.00,0.0,1.0,1.0
2021-22,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Melvin Frazier Jr.,1628982,3,39.9,0.0,0.0,1.3,0.3,0.0,0.3,100,0.0,0.00,2.3,1.3,3.7
2021-22,Regular+Season,DET,1610612765,Detroit Pistons,Micah Potter,1630695,3,10.3,0.3,0.7,1.0,0.0,0.3,0.3,0.0,100,0.00,3.3,2.0,5.3
2021-22,Regular+Season,DEN,1610612743,Denver Nuggets,Michael Porter Jr.,1629008,9,29.5,0.4,1.0,2.6,0.2,0.1,0.3,66.7,33.3,0.00,2.2,2.2,4.4
2021-22,Regular+Season,PHX,1610612756,Phoenix Suns,Mikal Bridges,1628969,82,34.8,0.3,0.7,2.0,0.4,0.4,0.8,46.2,53.8,0.01,3.1,2.8,5.9
2021-22,Regular+Season,UTA,1610612762,Utah Jazz,Mike Conley,201144,70,28.6,0.3,0.6,2.1,0.3,0.3,0.6,44.2,55.8,0.01,1.9,2.0,3.9
2021-22,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Mike Muscala,203488,43,13.8,0.8,1.7,0.6,0.1,0.2,0.2,30.0,70.0,0.05,4.1,1.2,5.3
2021-22,Regular+Season,CHA,1610612766,Charlotte Hornets,Miles Bridges,1628970,80,35.5,0.6,1.4,1.5,0.5,0.4,0.8,55.9,44.1,0.00,5.1,3.9,8.9
2021-22,Regular+Season,NYK,1610612752,New York Knicks,Miles McBride,1630540,27,13.0,0.1,0.2,1.1,0.1,0.2,0.3,28.6,71.4,0.04,1.7,1.3,3.0
2021-22,Regular+Season,NYK,1610612752,New York Knicks,Mitchell Robinson,1629011,72,25.7,2.8,6.6,2.0,0.4,0.3,0.8,57.4,42.6,0.01,6.3,2.0,8.3
2021-22,Regular+Season,UTA,1610612762,Utah Jazz,Miye Oni,1629671,8,3.5,0.1,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.00,0.4,0.6,1.0
2021-22,Regular+Season,ORL,1610612753,Orlando Magic,Mo Bamba,1628964,70,25.9,1.7,3.8,1.0,0.2,0.3,0.5,45.5,54.5,0.00,6.7,2.8,9.5
2021-22,Regular+Season,DEN,1610612743,Denver Nuggets,Monte Morris,1628420,74,29.9,0.5,1.1,1.2,0.3,0.3,0.6,46.5,53.5,0.03,1.8,2.0,3.8
2021-22,Regular+Season,CHA,1610612766,Charlotte Hornets,Montrezl Harrell,1626149,71,23.1,2.7,6.1,0.8,0.4,0.1,0.5,73.0,27.0,0.17,5.3,2.2,7.5
2021-22,Regular+Season,ORL,1610612753,Orlando Magic,Moritz Wagner,1629021,61,15.7,1.6,3.8,0.9,0.3,0.2,0.4,60.0,40.0,0.23,2.6,1.6,4.2
2021-22,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Moses Brown,1629650,36,9.1,0.9,1.9,0.3,0.1,0.1,0.2,62.5,37.5,0.00,3.6,0.9,4.5
2021-22,Regular+Season,GSW,1610612744,Golden State Warriors,Moses Moody,1630541,42,13.8,0.1,0.2,0.6,0.2,0.1,0.3,53.8,46.2,0.10,1.3,1.4,2.6
2021-22,Regular+Season,DAL,1610612742,Dallas Mavericks,Moses Wright,1630589,2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,1.5,0.5,2.0
2021-22,Regular+Season,MIA,1610612748,Miami Heat,Mychal Mulder,1628539,14,16.5,0.1,0.3,0.8,0.0,0.1,0.1,0.0,100,0.00,1.4,1.7,3.1
2021-22,Regular+Season,PHI,1610612755,Philadelphia 76ers,Myles Powell,1629619,5,7.4,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.00,0.2,0.6,0.8
2021-22,Regular+Season,IND,1610612754,Indiana Pacers,Myles Turner,1626167,42,29.4,2.1,4.8,1.6,0.3,0.1,0.4,64.7,35.3,0.05,9.0,1.8,10.7
2021-22,Regular+Season,NOP,1610612740,New Orleans Pelicans,Naji Marshall,1630230,46,15.3,0.0,0.1,1.0,0.2,0.2,0.4,52.6,47.4,0.07,1.5,1.1,2.6
2021-22,Regular+Season,POR,1610612757,Portland Trail Blazers,Nassir Little,1629642,42,25.9,0.2,0.5,0.8,0.2,0.2,0.5,50.0,50.0,0.00,3.7,2.8,6.4
2021-22,Regular+Season,IND,1610612754,Indiana Pacers,Nate Hinton,1630207,1,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2021-22,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Nathan Knight,1630233,31,8.4,1.0,2.3,0.5,0.2,0.0,0.3,87.5,12.5,0.00,2.0,1.4,3.4
2021-22,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Naz Reid,1629675,77,15.8,2.0,4.8,1.0,0.2,0.2,0.4,53.3,46.7,0.04,3.7,1.7,5.5
2021-22,Regular+Season,SAC,1610612758,Sacramento Kings,Neemias Queta,1629674,12,9.9,2.0,4.8,0.4,0.1,0.0,0.1,100,0.0,0.00,2.2,0.8,2.9
2021-22,Regular+Season,GSW,1610612744,Golden State Warriors,Nemanja Bjelica,202357,71,16.1,1.3,3.1,0.8,0.3,0.2,0.4,60.0,40.0,0.00,3.9,2.1,6.0
2021-22,Regular+Season,NYK,1610612752,New York Knicks,Nerlens Noel,203457,25,22.5,2.4,5.7,2.8,0.2,0.4,0.6,33.3,66.7,0.12,4.7,1.6,6.2
2021-22,Regular+Season,BKN,1610612751,Brooklyn Nets,Nic Claxton,1629651,47,20.7,2.1,4.9,1.1,0.2,0.1,0.4,64.7,35.3,0.00,5.8,3.3,9.1
2021-22,Regular+Season,CHA,1610612766,Charlotte Hornets,Nick Richards,1630208,43,8.2,1.0,2.1,0.2,0.1,0.1,0.1,50.0,50.0,0.02,2.2,0.7,2.9
2021-22,Regular+Season,UTA,1610612762,Utah Jazz,Nickeil Alexander-Walker,1629638,63,23.1,0.2,0.4,1.7,0.2,0.3,0.5,48.4,51.6,0.03,1.9,1.3,3.2
2021-22,Regular+Season,LAC,1610612746,Los Angeles Clippers,Nicolas Batum,201587,59,24.8,0.5,1.1,2.1,0.1,0.3,0.5,31.0,69.0,0.07,3.6,1.8,5.4
2021-22,Regular+Season,BOS,1610612738,Boston Celtics,Nik Stauskas,203917,4,7.9,0.0,0.0,0.3,0.3,0.0,0.3,100,0.0,0.00,0.5,2.3,2.8
2021-22,Regular+Season,DEN,1610612743,Denver Nuggets,Nikola Jokić,203999,74,33.5,3.2,7.0,2.9,0.4,0.3,0.6,58.7,41.3,0.03,9.3,2.9,12.2
2021-22,Regular+Season,CHI,1610612741,Chicago Bulls,Nikola Vučević,202696,73,33.1,4.8,10.4,2.2,0.4,0.2,0.6,62.2,37.8,0.03,7.8,2.1,9.8
2021-22,Regular+Season,LAC,1610612746,Los Angeles Clippers,Norman Powell,1626181,45,32.4,0.1,0.3,1.8,0.2,0.2,0.5,50.0,50.0,0.00,2.2,2.5,4.7
2021-22,Regular+Season,UTA,1610612762,Utah Jazz,Norvel Pelle,203658,2,8.5,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00,2.5,2.0,4.5
2021-22,Regular+Season,TOR,1610612761,Toronto Raptors,OG Anunoby,1628384,48,36.0,0.4,0.9,2.9,0.5,0.5,0.9,50.0,50.0,0.04,4.4,2.8,7.2
2021-22,Regular+Season,NYK,1610612752,New York Knicks,Obi Toppin,1630167,71,17.2,0.6,1.5,0.7,0.1,0.2,0.3,44.0,56.0,0.00,1.9,1.9,3.8
2021-22,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Olivier Sarr,1630846,21,20.0,2.3,5.5,0.8,0.3,0.1,0.4,66.7,33.3,0.00,5.3,1.9,7.2
2021-22,Regular+Season,MIA,1610612748,Miami Heat,Omer Yurtseven,1630209,53,13.3,1.7,4.1,0.9,0.2,0.1,0.3,58.8,41.2,0.04,3.7,1.3,5.0
2021-22,Regular+Season,ATL,1610612737,Atlanta Hawks,Onyeka Okongwu,1630168,48,20.7,2.7,6.3,1.0,0.3,0.2,0.5,60.0,40.0,0.02,6.2,1.8,8.0
2021-22,Regular+Season,IND,1610612754,Indiana Pacers,Oshae Brissett,1629052,66,23.6,0.3,0.8,1.1,0.4,0.3,0.7,58.1,41.9,0.05,2.3,1.8,4.0
2021-22,Regular+Season,GSW,1610612744,Golden State Warriors,Otto Porter Jr.,203490,63,22.2,0.6,1.6,1.6,0.2,0.4,0.6,36.1,63.9,0.02,2.3,1.3,3.6
2021-22,Regular+Season,MIA,1610612748,Miami Heat,P.J. Tucker,200782,71,27.9,1.5,4.0,1.4,0.4,0.4,0.8,50.8,49.2,0.14,2.6,3.5,6.1
2021-22,Regular+Season,CHA,1610612766,Charlotte Hornets,P.J. Washington,1629023,65,27.2,1.7,4.1,2.1,0.1,0.3,0.5,31.3,68.8,0.02,4.7,3.0,7.7
2021-22,Regular+Season,DEN,1610612743,Denver Nuggets,PJ Dozier,1628408,18,18.9,0.1,0.1,0.9,0.1,0.3,0.3,16.7,83.3,0.11,1.8,2.2,4.0
2021-22,Regular+Season,PHX,1610612756,Phoenix Suns,Paris Bass,1628238,2,3.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2021-22,Regular+Season,TOR,1610612761,Toronto Raptors,Pascal Siakam,1627783,68,37.9,1.0,2.5,2.0,0.6,0.5,1.1,51.3,48.7,0.00,4.5,4.1,8.6
2021-22,Regular+Season,MIL,1610612749,Milwaukee Bucks,Pat Connaughton,1626192,65,26.0,0.5,1.2,1.3,0.2,0.4,0.7,35.7,64.3,0.02,3.0,3.7,6.8
2021-22,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Patrick Beverley,201976,57,25.8,0.6,1.4,2.5,0.5,0.4,0.9,52.0,48.0,0.33,1.7,1.4,3.1
2021-22,Regular+Season,CHI,1610612741,Chicago Bulls,Patrick Williams,1630172,17,24.8,0.3,0.6,1.6,0.3,0.1,0.5,75.0,25.0,0.00,2.8,2.2,5.0
2021-22,Regular+Season,BKN,1610612751,Brooklyn Nets,Patty Mills,201988,79,29.2,0.4,1.0,1.0,0.2,0.2,0.4,45.7,54.3,0.09,0.9,1.6,2.5
2021-22,Regular+Season,LAC,1610612746,Los Angeles Clippers,Paul George,202331,31,34.8,0.4,0.8,3.1,0.6,0.6,1.1,51.4,48.6,0.16,3.1,2.3,5.5
2021-22,Regular+Season,PHI,1610612755,Philadelphia 76ers,Paul Millsap,200794,33,11.4,0.9,2.1,1.1,0.1,0.1,0.2,50.0,50.0,0.06,2.0,1.1,3.1
2021-22,Regular+Season,PHI,1610612755,Philadelphia 76ers,Paul Reed,1630194,33,9.0,0.8,1.9,1.4,0.3,0.2,0.6,55.6,44.4,0.00,2.0,1.2,3.2
2021-22,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Paul Watson,1628778,7,21.3,0.0,0.0,0.7,0.1,0.1,0.3,50.0,50.0,0.00,1.9,2.4,4.3
2021-22,Regular+Season,BOS,1610612738,Boston Celtics,Payton Pritchard,1630202,61,15.7,0.2,0.4,0.7,0.3,0.2,0.4,55.6,44.4,0.02,1.1,1.0,2.1
2021-22,Regular+Season,DEN,1610612743,Denver Nuggets,Petr Cornelie,1627822,10,3.2,0.6,1.5,0.2,0.0,0.1,0.1,0.0,100,0.00,0.6,0.5,1.1
2021-22,Regular+Season,TOR,1610612761,Toronto Raptors,Precious Achiuwa,1630173,73,23.6,1.7,4.0,1.0,0.3,0.4,0.7,45.8,54.2,0.05,5.5,2.5,8.0
2021-22,Regular+Season,NYK,1610612752,New York Knicks,Quentin Grimes,1629656,39,19.6,0.1,0.1,1.6,0.3,0.3,0.6,47.8,52.2,0.00,1.8,2.1,3.9
2021-22,Regular+Season,GSW,1610612744,Golden State Warriors,Quinndary Weatherspoon,1629683,6,11.1,0.0,0.0,0.8,0.0,0.2,0.2,0.0,100,0.00,1.2,0.8,2.0
2021-22,Regular+Season,ORL,1610612753,Orlando Magic,R.J. Hampton,1630181,62,22.3,0.2,0.5,1.3,0.2,0.3,0.5,31.3,68.8,0.03,1.6,2.1,3.7
2021-22,Regular+Season,NYK,1610612752,New York Knicks,RJ Barrett,1629628,70,34.5,0.1,0.3,0.9,0.5,0.5,0.9,50.0,50.0,0.03,3.2,3.4,6.6
2021-22,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Rajon Rondo,200765,39,17.9,0.3,0.9,1.4,0.2,0.2,0.4,47.1,52.9,0.00,0.9,1.4,2.4
2021-22,Regular+Season,WAS,1610612764,Washington Wizards,Raul Neto,203526,68,20.1,0.2,0.4,1.4,0.3,0.3,0.6,48.8,51.2,0.07,2.0,1.9,3.9
2021-22,Regular+Season,MIL,1610612749,Milwaukee Bucks,Rayjon Tucker,1629730,5,14.2,0.0,0.0,0.8,0.4,0.2,0.6,66.7,33.3,0.20,1.0,1.6,2.6
2021-22,Regular+Season,DAL,1610612742,Dallas Mavericks,Reggie Bullock Jr.,203493,68,28.0,0.3,0.6,1.3,0.2,0.3,0.4,37.9,62.1,0.00,1.8,1.4,3.2
2021-22,Regular+Season,LAC,1610612746,Los Angeles Clippers,Reggie Jackson,202704,75,31.2,0.3,0.6,1.1,0.3,0.3,0.6,53.5,46.5,0.09,2.4,3.2,5.7
2021-22,Regular+Season,POR,1610612757,Portland Trail Blazers,Reggie Perry,1629617,10,18.7,2.3,5.6,1.3,0.4,0.2,0.6,66.7,33.3,0.00,4.4,2.1,6.5
2021-22,Regular+Season,SAC,1610612758,Sacramento Kings,Richaun Holmes,1626158,45,23.9,3.6,8.5,1.0,0.3,0.2,0.5,58.3,41.7,0.02,5.3,1.3,6.5
2021-22,Regular+Season,IND,1610612754,Indiana Pacers,Ricky Rubio,201937,34,28.5,0.2,0.6,2.3,0.5,0.5,1.0,48.5,51.5,0.09,1.3,1.5,2.8
2021-22,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Rob Edwards,1630306,1,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2.0,2.0
2021-22,Regular+Season,LAC,1610612746,Los Angeles Clippers,Robert Covington,203496,71,27.3,0.9,2.2,3.1,0.2,0.4,0.6,36.4,63.6,0.04,3.3,2.8,6.1
2021-22,Regular+Season,BOS,1610612738,Boston Celtics,Robert Williams III,1629057,61,29.6,2.9,6.8,1.5,0.6,0.5,1.1,51.5,48.5,0.00,7.4,3.7,11.1
2021-22,Regular+Season,SAS,1610612759,San Antonio Spurs,Robert Woodard II,1630218,6,4.8,0.0,0.0,0.2,0.2,0.2,0.3,50.0,50.0,0.00,0.7,0.5,1.2
2021-22,Regular+Season,ORL,1610612753,Orlando Magic,Robin Lopez,201577,36,17.0,1.9,4.3,0.2,0.1,0.1,0.2,62.5,37.5,0.03,5.3,1.5,6.8
2021-22,Regular+Season,LAC,1610612746,Los Angeles Clippers,Rodney Hood,203918,47,14.2,0.2,0.5,0.6,0.0,0.1,0.1,25.0,75.0,0.04,1.1,1.0,2.1
2021-22,Regular+Season,DET,1610612765,Detroit Pistons,Rodney McGruder,203585,46,15.8,0.1,0.2,1.1,0.1,0.3,0.4,21.1,78.9,0.00,1.0,1.0,2.1
2021-22,Regular+Season,SAS,1610612759,San Antonio Spurs,Romeo Langford,1629641,44,17.1,0.2,0.5,0.7,0.2,0.1,0.3,71.4,28.6,0.09,2.2,1.2,3.4
2021-22,Regular+Season,UTA,1610612762,Utah Jazz,Royce O'Neale,1626220,77,31.2,1.3,2.9,1.8,0.3,0.3,0.5,47.5,52.5,0.00,2.2,2.1,4.3
2021-22,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Ruben Nembhard Jr.,1630612,8,6.4,0.0,0.0,0.8,0.1,0.1,0.3,50.0,50.0,0.00,0.5,0.4,0.9
2021-22,Regular+Season,UTA,1610612762,Utah Jazz,Rudy Gay,200752,55,18.9,0.6,1.3,1.2,0.3,0.2,0.5,64.0,36.0,0.00,2.2,1.7,3.9
2021-22,Regular+Season,UTA,1610612762,Utah Jazz,Rudy Gobert,203497,66,32.1,6.3,15.3,1.3,0.3,0.2,0.4,60.7,39.3,0.03,10.3,2.8,13.1
2021-22,Regular+Season,WAS,1610612764,Washington Wizards,Rui Hachimura,1629060,42,22.5,0.5,1.1,0.9,0.3,0.2,0.5,57.9,42.1,0.00,2.2,2.2,4.4
2021-22,Regular+Season,LAL,1610612747,Los Angeles Lakers,Russell Westbrook,201566,78,34.3,0.2,0.6,1.8,0.4,0.5,0.8,43.1,56.9,0.12,1.6,2.0,3.6
2021-22,Regular+Season,NYK,1610612752,New York Knicks,Ryan Arcidiacono,1627853,6,11.2,0.0,0.0,1.2,0.3,0.2,0.5,66.7,33.3,0.33,0.7,1.3,2.0
2021-22,Regular+Season,DET,1610612765,Detroit Pistons,Saben Lee,1630240,36,16.6,0.1,0.2,1.6,0.3,0.3,0.5,50.0,50.0,0.03,1.2,1.6,2.8
2021-22,Regular+Season,DET,1610612765,Detroit Pistons,Saddiq Bey,1630180,81,33.2,0.2,0.4,1.6,0.4,0.3,0.8,59.0,41.0,0.02,2.0,1.7,3.8
2021-22,Regular+Season,TOR,1610612761,Toronto Raptors,Sam Dekker,1626155,1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,1.0,1.0
2021-22,Regular+Season,BOS,1610612738,Boston Celtics,Sam Hauser,1630573,16,8.1,0.0,0.0,0.3,0.1,0.1,0.1,50.0,50.0,0.00,0.8,0.9,1.7
2021-22,Regular+Season,MEM,1610612763,Memphis Grizzlies,Sam Merrill,1630241,6,9.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.00,1.2,0.7,1.8
2021-22,Regular+Season,MIL,1610612749,Milwaukee Bucks,Sandro Mamukelashvili,1630572,36,11.2,0.6,1.4,0.5,0.2,0.1,0.3,58.3,41.7,0.00,2.2,1.3,3.5
2021-22,Regular+Season,MEM,1610612763,Memphis Grizzlies,Santi Aldama,1630583,29,12.2,0.3,0.8,0.6,0.1,0.1,0.2,40.0,60.0,0.00,2.0,1.7,3.6
2021-22,Regular+Season,TOR,1610612761,Toronto Raptors,Scottie Barnes,1630567,74,35.4,1.1,2.6,2.3,0.4,0.3,0.7,57.7,42.3,0.05,5.3,3.7,9.0
2021-22,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Scotty Hopson,203816,1,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,1.0,1.0,2.0
2021-22,Regular+Season,LAL,1610612747,Los Angeles Lakers,Sekou Doumbouya,1629635,2,8.2,0.0,0.0,1.5,0.5,1.0,1.5,33.3,66.7,0.00,1.5,1.0,2.5
2021-22,Regular+Season,LAC,1610612746,Los Angeles Clippers,Semi Ojeleye,1628400,28,14.1,0.2,0.4,0.4,0.2,0.1,0.4,60.0,40.0,0.07,1.6,1.7,3.3
2021-22,Regular+Season,MIL,1610612749,Milwaukee Bucks,Serge Ibaka,201586,53,16.4,1.9,4.4,0.5,0.2,0.1,0.3,60.0,40.0,0.00,5.6,1.7,7.2
2021-22,Regular+Season,BKN,1610612751,Brooklyn Nets,Seth Curry,203552,64,33.3,0.3,0.6,1.8,0.3,0.5,0.8,41.2,58.8,0.05,1.1,2.0,3.1
2021-22,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Shai Gilgeous-Alexander,1628983,56,34.7,0.2,0.5,2.7,0.4,0.4,0.8,48.9,51.1,0.00,3.3,4.1,7.4
2021-22,Regular+Season,PHI,1610612755,Philadelphia 76ers,Shake Milton,1629003,51,22.4,0.4,0.9,0.9,0.1,0.2,0.3,29.4,70.6,0.08,1.9,1.4,3.3
2021-22,Regular+Season,MEM,1610612763,Memphis Grizzlies,Shaq Buchanan,1629783,1,6.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,1.0,1.0
2021-22,Regular+Season,BKN,1610612751,Brooklyn Nets,Shaquille Harrison,1627885,2,11.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00,2.0,0.5,2.5
2021-22,Regular+Season,ATL,1610612737,Atlanta Hawks,Sharife Cooper,1630536,5,2.7,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.00,0.4,0.8,1.2
2021-22,Regular+Season,ATL,1610612737,Atlanta Hawks,Skylar Mays,1630219,16,11.7,0.2,0.4,1.3,0.1,0.1,0.2,33.3,66.7,0.06,1.1,1.1,2.3
2021-22,Regular+Season,ATL,1610612737,Atlanta Hawks,Solomon Hill,203524,12,11.5,0.3,0.6,0.5,0.3,0.2,0.4,60.0,40.0,0.00,1.3,0.9,2.2
2021-22,Regular+Season,DAL,1610612742,Dallas Mavericks,Spencer Dinwiddie,203915,67,29.6,0.4,0.9,1.0,0.4,0.3,0.6,58.1,41.9,0.04,1.8,2.3,4.0
2021-22,Regular+Season,LAL,1610612747,Los Angeles Lakers,Stanley Johnson,1626169,48,22.8,1.2,3.0,1.9,0.2,0.1,0.3,53.3,46.7,0.00,3.2,2.1,5.3
2021-22,Regular+Season,GSW,1610612744,Golden State Warriors,Stephen Curry,201939,64,34.5,1.1,2.5,2.2,0.6,0.5,1.1,52.9,47.1,0.11,1.8,2.7,4.5
2021-22,Regular+Season,DAL,1610612742,Dallas Mavericks,Sterling Brown,1628425,43,13.9,0.2,0.5,0.8,0.1,0.2,0.3,33.3,66.7,0.00,0.9,1.1,2.0
2021-22,Regular+Season,MEM,1610612763,Memphis Grizzlies,Steven Adams,203500,76,26.3,5.5,12.0,1.6,0.6,0.3,0.8,67.2,32.8,0.03,7.1,1.9,9.0
2021-22,Regular+Season,TOR,1610612761,Toronto Raptors,Svi Mykhailiuk,1629004,44,15.5,0.2,0.5,1.1,0.2,0.2,0.4,41.2,58.8,0.00,1.1,1.3,2.4
2021-22,Regular+Season,IND,1610612754,Indiana Pacers,T.J. McConnell,204456,27,24.2,0.1,0.2,2.7,0.5,0.3,0.8,59.1,40.9,0.04,1.4,1.4,2.8
2021-22,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Tacko Fall,1629605,10,5.9,1.0,2.2,0.1,0.0,0.0,0.0,0.0,0.0,0.00,1.4,0.4,1.8
2021-22,Regular+Season,NYK,1610612752,New York Knicks,Taj Gibson,201959,52,18.2,2.3,5.5,1.0,0.2,0.2,0.4,47.4,52.6,0.08,3.3,1.9,5.2
2021-22,Regular+Season,LAL,1610612747,Los Angeles Lakers,Talen Horton-Tucker,1629659,60,25.2,0.2,0.6,1.8,0.2,0.3,0.5,44.8,55.2,0.02,2.5,2.5,5.1
2021-22,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Taurean Prince,1627752,66,17.4,0.2,0.5,1.3,0.1,0.1,0.2,53.3,46.7,0.15,1.6,1.6,3.2
2021-22,Regular+Season,LAC,1610612746,Los Angeles Clippers,Terance Mann,1629611,81,28.6,0.3,0.7,1.3,0.3,0.2,0.5,57.9,42.1,0.01,2.3,1.4,3.7
2021-22,Regular+Season,SAC,1610612758,Sacramento Kings,Terence Davis,1629056,27,19.4,0.2,0.5,1.5,0.2,0.3,0.5,46.2,53.8,0.00,1.9,1.8,3.6
2021-22,Regular+Season,ORL,1610612753,Orlando Magic,Terrence Ross,203082,61,23.0,0.2,0.4,1.1,0.2,0.1,0.3,57.1,42.9,0.00,1.3,1.6,2.8
2021-22,Regular+Season,CHA,1610612766,Charlotte Hornets,Terry Rozier,1626179,73,33.7,0.3,0.7,2.0,0.3,0.4,0.8,43.6,56.4,0.07,1.5,2.4,4.0
2021-22,Regular+Season,IND,1610612754,Indiana Pacers,Terry Taylor,1630678,31,22.8,1.5,3.4,0.7,0.2,0.3,0.5,40.0,60.0,0.03,3.4,1.9,5.3
2021-22,Regular+Season,TOR,1610612761,Toronto Raptors,Thaddeus Young,201152,52,16.3,1.4,3.0,1.6,0.3,0.3,0.6,50.0,50.0,0.21,2.6,2.2,4.8
2021-22,Regular+Season,MIL,1610612749,Milwaukee Bucks,Thanasis Antetokounmpo,203648,40,11.5,0.8,1.9,1.1,0.1,0.0,0.1,83.3,16.7,0.03,2.0,0.9,3.0
2021-22,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Theo Maledon,1630177,47,18.9,0.1,0.3,0.9,0.2,0.3,0.5,39.1,60.9,0.00,2.2,1.7,3.9
2021-22,Regular+Season,DAL,1610612742,Dallas Mavericks,Theo Pinson,1629033,11,11.5,0.0,0.0,0.6,0.1,0.0,0.1,100,0.0,0.00,0.8,1.0,1.8
2021-22,Regular+Season,WAS,1610612764,Washington Wizards,Thomas Bryant,1628418,27,16.3,2.3,4.9,0.4,0.1,0.1,0.2,66.7,33.3,0.04,4.8,1.3,6.1
2021-22,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Tim Frazier,204025,10,19.4,0.3,0.6,1.0,0.3,0.1,0.4,75.0,25.0,0.10,0.4,0.6,1.0
2021-22,Regular+Season,DAL,1610612742,Dallas Mavericks,Tim Hardaway Jr.,203501,41,29.7,0.4,0.8,1.3,0.1,0.3,0.4,27.8,72.2,0.10,2.0,1.9,3.9
2021-22,Regular+Season,ATL,1610612737,Atlanta Hawks,Timothe Luwawu-Cabarrot,1627789,41,16.1,0.1,0.2,0.8,0.2,0.1,0.3,57.1,42.9,0.02,1.7,1.1,2.9
2021-22,Regular+Season,PHI,1610612755,Philadelphia 76ers,Tobias Harris,202699,73,34.8,0.8,1.8,1.2,0.2,0.3,0.5,44.1,55.9,0.00,3.5,2.0,5.5
2021-22,Regular+Season,WAS,1610612764,Washington Wizards,Tomas Satoransky,203107,53,16.8,0.2,0.5,1.3,0.2,0.2,0.4,45.5,54.5,0.02,1.3,1.4,2.8
2021-22,Regular+Season,CHI,1610612741,Chicago Bulls,Tony Bradley,1628396,50,10.8,1.9,4.0,0.3,0.1,0.2,0.3,43.8,56.3,0.00,4.2,1.0,5.2
2021-22,Regular+Season,NOP,1610612740,New Orleans Pelicans,Tony Snell,203503,50,16.2,0.2,0.5,0.8,0.2,0.1,0.3,53.3,46.7,0.00,1.9,2.3,4.2
