SEASON,SEASON_TYPE,TEAM_ABB,TEAM_ID,TEAM_NAME,PLAYER_NAME,PLAYER_ID,G,MIN,SCREEN_ASSISTS,SCREEN_AST_PTS,DEFLECTIONS,OFF_LOOSE_BALLS_RECOVERED,DEF_LOOSE_BALLS_RECOVERED,LOOSE_BALLS_RECOVERED,PCT_LOOSE_BALLS_RECOVERED_OFF,PCT_LOOSE_BALLS_RECOVERED_DEF,CHARGES_DRAWN,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,CONTESTED_SHOTS
2021-22,Regular+Season,PHX,1610612756,Phoenix Suns,Bismack Biyombo,202687,35,14.4,2.8,6.3,1.0,0.1,0.2,0.3,36.4,63.6,0.00,4.3,0.9,5.2
2021-22,Regular+Season,BKN,1610612751,Brooklyn Nets,Blake Griffin,201933,55,17.4,1.6,3.8,1.0,0.2,0.2,0.4,52.2,47.8,0.47,2.8,1.8,4.6
2021-22,Regular+Season,DAL,1610612742,Dallas Mavericks,Boban Marjanovic,1626246,19,6.5,0.6,1.3,0.1,0.1,0.0,0.1,100,0.0,0.00,1.9,0.4,2.3
2021-22,Regular+Season,MIL,1610612749,Milwaukee Bucks,Bobby Portis,1626171,72,28.2,1.7,4.1,1.6,0.4,0.3,0.7,63.3,36.7,0.00,5.4,3.6,9.0
2021-22,Regular+Season,ATL,1610612737,Atlanta Hawks,Bogdan Bogdanović,203992,63,29.3,0.4,1.0,1.9,0.2,0.2,0.4,40.0,60.0,0.02,2.6,3.2,5.8
2021-22,Regular+Season,UTA,1610612762,Utah Jazz,Bojan Bogdanovic,202711,69,30.9,0.3,0.8,0.7,0.3,0.2,0.5,54.5,45.5,0.01,1.9,2.4,4.3
2021-22,Regular+Season,ORL,1610612753,Orlando Magic,Bol Bol,1629626,9,7.1,0.0,0.0,0.3,0.2,0.3,0.6,40.0,60.0,0.00,0.8,1.8,2.6
2021-22,Regular+Season,DEN,1610612743,Denver Nuggets,Bones Hyland,1630538,67,19.5,0.1,0.3,1.2,0.1,0.3,0.4,31.0,69.0,0.00,1.6,1.9,3.5
2021-22,Regular+Season,WAS,1610612764,Washington Wizards,Brad Wanamaker,202954,20,15.3,0.0,0.0,0.8,0.0,0.2,0.2,0.0,100,0.00,1.1,1.3,2.5
2021-22,Regular+Season,WAS,1610612764,Washington Wizards,Bradley Beal,203078,40,36.0,0.5,1.1,1.9,0.6,0.5,1.1,53.3,46.7,0.18,2.3,2.3,4.6
2021-22,Regular+Season,LAC,1610612746,Los Angeles Clippers,Brandon Boston,1630527,43,16.6,0.0,0.1,1.0,0.2,0.2,0.3,50.0,50.0,0.00,1.2,1.6,2.8
2021-22,Regular+Season,MEM,1610612763,Memphis Grizzlies,Brandon Clarke,1629634,64,19.5,2.0,4.5,1.2,0.3,0.3,0.6,45.7,54.3,0.00,4.2,2.0,6.1
2021-22,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Brandon Goodwin,1629164,31,15.5,0.1,0.2,1.4,0.3,0.4,0.7,42.9,57.1,0.00,1.1,1.0,2.1
2021-22,Regular+Season,NOP,1610612740,New Orleans Pelicans,Brandon Ingram,1627742,55,34.0,0.5,1.1,1.4,0.3,0.3,0.6,54.3,45.7,0.04,3.0,3.0,6.0
2021-22,Regular+Season,DAL,1610612742,Dallas Mavericks,Brandon Knight,202688,5,12.9,0.0,0.0,0.6,0.2,0.2,0.4,50.0,50.0,0.00,0.6,1.4,2.0
2021-22,Regular+Season,POR,1610612757,Portland Trail Blazers,Brandon Williams,1630314,24,26.7,0.1,0.3,1.9,0.7,0.2,0.9,76.2,23.8,0.00,2.2,3.5,5.7
2021-22,Regular+Season,DET,1610612765,Detroit Pistons,Braxton Key,1630296,11,17.9,0.7,1.6,1.8,0.2,0.5,0.6,28.6,71.4,0.18,2.6,1.9,4.5
2021-22,Regular+Season,BOS,1610612738,Boston Celtics,Brodric Thomas,1630271,6,7.1,0.2,0.5,0.8,0.0,0.5,0.5,0.0,100,0.00,0.8,0.7,1.5
2021-22,Regular+Season,MIL,1610612749,Milwaukee Bucks,Brook Lopez,201572,13,23.0,2.9,6.6,1.3,0.3,0.1,0.4,80.0,20.0,0.00,8.1,2.3,10.4
2021-22,Regular+Season,BKN,1610612751,Brooklyn Nets,Bruce Brown,1628971,72,24.6,0.9,2.3,2.3,0.4,0.3,0.7,58.8,41.2,0.00,2.6,2.3,5.0
2021-22,Regular+Season,HOU,1610612745,Houston Rockets,Bruno Fernando,1628981,23,5.9,0.5,1.2,0.3,0.1,0.1,0.3,50.0,50.0,0.00,1.7,0.7,2.4
2021-22,Regular+Season,DEN,1610612743,Denver Nuggets,Bryn Forbes,1627854,69,17.6,0.1,0.2,0.6,0.2,0.2,0.4,53.6,46.4,0.00,0.6,0.8,1.4
2021-22,Regular+Season,IND,1610612754,Indiana Pacers,Buddy Hield,1627741,81,30.8,0.4,1.0,1.7,0.4,0.3,0.7,60.0,40.0,0.00,3.4,2.4,5.8
2021-22,Regular+Season,POR,1610612757,Portland Trail Blazers,CJ Elleby,1629604,50,22.8,0.3,0.7,1.2,0.3,0.3,0.6,46.7,53.3,0.06,2.2,2.1,4.3
2021-22,Regular+Season,NOP,1610612740,New Orleans Pelicans,CJ McCollum,203468,61,35.1,0.2,0.4,1.6,0.5,0.4,0.9,56.6,43.4,0.02,2.9,3.6,6.5
2021-22,Regular+Season,DET,1610612765,Detroit Pistons,Cade Cunningham,1630595,63,33.0,0.4,1.0,2.3,0.5,0.5,1.0,47.7,52.3,0.03,4.0,3.0,7.0
2021-22,Regular+Season,MIA,1610612748,Miami Heat,Caleb Martin,1628997,59,23.2,0.4,1.1,1.9,0.4,0.3,0.7,55.0,45.0,0.15,2.1,2.9,5.0
2021-22,Regular+Season,NYK,1610612752,New York Knicks,Cam Reddish,1629629,48,21.0,0.1,0.2,2.3,0.2,0.4,0.6,36.7,63.3,0.02,1.7,2.4,4.1
2021-22,Regular+Season,BKN,1610612751,Brooklyn Nets,Cam Thomas,1630560,58,19.7,0.1,0.2,0.9,0.1,0.3,0.4,22.7,77.3,0.00,1.8,1.8,3.6
2021-22,Regular+Season,PHX,1610612756,Phoenix Suns,Cameron Johnson,1629661,66,26.2,0.4,0.9,1.3,0.3,0.3,0.6,44.7,55.3,0.09,2.9,2.2,5.1
2021-22,Regular+Season,POR,1610612757,Portland Trail Blazers,Cameron McGriff,1630787,3,15.3,0.7,1.7,0.7,1.0,0.7,1.7,60.0,40.0,0.00,1.0,1.0,2.0
2021-22,Regular+Season,ATL,1610612737,Atlanta Hawks,Cameron Oliver,1628419,2,21.7,4.5,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.00,3.5,1.0,4.5
2021-22,Regular+Season,PHX,1610612756,Phoenix Suns,Cameron Payne,1626166,56,22.3,0.1,0.3,1.7,0.3,0.2,0.5,58.6,41.4,0.09,1.5,1.9,3.4
2021-22,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Caris LeVert,1627747,58,30.7,0.2,0.4,1.6,0.4,0.4,0.9,50.0,50.0,0.03,2.2,2.8,5.0
2021-22,Regular+Season,DEN,1610612743,Denver Nuggets,Carlik Jones,1630637,5,4.7,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.00,0.2,0.2,0.4
2021-22,Regular+Season,LAL,1610612747,Los Angeles Lakers,Carmelo Anthony,2546,69,26.0,0.7,1.7,1.1,0.1,0.2,0.3,40.9,59.1,0.00,2.8,2.4,5.2
2021-22,Regular+Season,DET,1610612765,Detroit Pistons,Carsen Edwards,1629035,4,19.8,0.5,1.0,1.3,0.3,0.5,0.8,33.3,66.7,0.00,1.3,1.8,3.0
2021-22,Regular+Season,DET,1610612765,Detroit Pistons,Cassius Stanley,1630199,9,17.2,0.2,0.6,0.7,0.3,0.1,0.4,75.0,25.0,0.11,1.8,1.3,3.1
2021-22,Regular+Season,WAS,1610612764,Washington Wizards,Cassius Winston,1630216,5,6.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.00,0.6,0.0,0.6
2021-22,Regular+Season,ATL,1610612737,Atlanta Hawks,Cat Barber,1627760,1,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,1.0,0.0,1.0
2021-22,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Cedi Osman,1626224,65,22.4,0.2,0.5,1.3,0.1,0.2,0.3,47.6,52.4,0.02,1.8,1.5,3.3
2021-22,Regular+Season,PHX,1610612756,Phoenix Suns,Chandler Hutchison,1628990,2,5.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.00,0.5,0.5,1.0
2021-22,Regular+Season,PHI,1610612755,Philadelphia 76ers,Charles Bassey,1629646,18,8.8,1.0,2.2,0.4,0.2,0.0,0.2,100,0.0,0.00,2.2,0.4,2.6
2021-22,Regular+Season,PHI,1610612755,Philadelphia 76ers,Charlie Brown Jr.,1629718,11,14.6,0.2,0.4,1.6,0.0,0.3,0.3,0.0,100,0.00,1.9,1.1,3.0
2021-22,Regular+Season,ATL,1610612737,Atlanta Hawks,Chaundee Brown Jr.,1630602,5,20.7,0.4,1.2,0.8,0.0,0.0,0.0,0.0,0.0,0.20,1.6,1.2,2.8
2021-22,Regular+Season,DET,1610612765,Detroit Pistons,Cheick Diallo,1627767,3,10.2,2.0,4.0,0.3,0.7,0.0,0.7,100,0.0,0.00,2.3,0.0,2.3
2021-22,Regular+Season,SAC,1610612758,Sacramento Kings,Chimezie Metu,1629002,59,21.6,0.6,1.3,1.8,0.2,0.2,0.4,54.5,45.5,0.02,3.1,2.7,5.8
2021-22,Regular+Season,TOR,1610612761,Toronto Raptors,Chris Boucher,1628449,80,21.1,0.9,2.2,1.2,0.3,0.1,0.4,62.5,37.5,0.16,4.3,1.9,6.2
2021-22,Regular+Season,GSW,1610612744,Golden State Warriors,Chris Chiozza,1629185,26,12.8,0.2,0.5,0.7,0.1,0.0,0.1,66.7,33.3,0.04,0.8,1.2,2.0
2021-22,Regular+Season,IND,1610612754,Indiana Pacers,Chris Duarte,1630537,54,28.5,0.2,0.5,1.7,0.3,0.4,0.7,36.8,63.2,0.02,2.7,2.8,5.5
2021-22,Regular+Season,PHX,1610612756,Phoenix Suns,Chris Paul,101108,65,32.9,0.4,1.0,2.7,0.3,0.6,0.9,37.1,62.9,0.03,0.9,1.7,2.6
2021-22,Regular+Season,MIA,1610612748,Miami Heat,Chris Silva,1629735,8,11.2,1.3,3.3,1.0,0.0,0.4,0.4,0.0,100,0.25,1.5,0.1,1.6
2021-22,Regular+Season,HOU,1610612745,Houston Rockets,Christian Wood,1626174,68,30.8,1.9,4.5,1.2,0.2,0.3,0.5,42.9,57.1,0.00,6.5,4.0,10.5
2021-22,Regular+Season,ORL,1610612753,Orlando Magic,Chuma Okeke,1629643,70,25.0,0.5,1.2,2.1,0.3,0.4,0.7,40.4,59.6,0.00,3.2,2.5,5.7
2021-22,Regular+Season,ATL,1610612737,Atlanta Hawks,Clint Capela,203991,74,27.6,3.9,8.7,1.4,0.4,0.2,0.6,61.7,38.3,0.19,7.7,2.0,9.7
2021-22,Regular+Season,CHI,1610612741,Chicago Bulls,Coby White,1629632,61,27.5,0.4,0.9,0.9,0.3,0.3,0.6,50.0,50.0,0.05,3.4,2.5,5.9
2021-22,Regular+Season,CHA,1610612766,Charlotte Hornets,Cody Martin,1628998,71,26.3,0.5,1.1,2.3,0.4,0.5,0.9,46.8,53.2,0.27,1.9,2.2,4.1
2021-22,Regular+Season,POR,1610612757,Portland Trail Blazers,Cody Zeller,203469,27,13.1,2.6,6.1,0.8,0.4,0.1,0.5,71.4,28.6,0.04,2.2,0.7,2.9
2021-22,Regular+Season,ORL,1610612753,Orlando Magic,Cole Anthony,1630175,64,32.1,0.2,0.4,1.3,0.4,0.4,0.7,51.1,48.9,0.11,2.3,2.4,4.8
2021-22,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Collin Sexton,1629012,11,28.8,0.0,0.0,1.4,0.3,0.5,0.7,37.5,62.5,0.00,2.4,1.4,3.8
2021-22,Regular+Season,WAS,1610612764,Washington Wizards,Corey Kispert,1630557,75,23.7,0.3,0.7,0.6,0.3,0.3,0.6,48.8,51.2,0.00,3.2,1.6,4.7
2021-22,Regular+Season,DET,1610612765,Detroit Pistons,Cory Joseph,202709,65,24.6,0.3,0.7,1.3,0.3,0.3,0.6,47.2,52.8,0.06,2.5,1.9,4.3
2021-22,Regular+Season,WAS,1610612764,Washington Wizards,Craig Sword,1628591,2,8.7,0.0,0.0,2.0,0.0,1.0,1.0,0.0,100,0.00,0.5,0.5,1.0
2021-22,Regular+Season,MIN,1610612750,Minnesota Timberwolves,D'Angelo Russell,1626156,65,31.9,0.3,0.9,1.9,0.3,0.3,0.5,51.5,48.5,0.08,2.0,2.6,4.5
2021-22,Regular+Season,LAL,1610612747,Los Angeles Lakers,D.J. Augustin,201571,46,17.0,0.1,0.3,0.6,0.2,0.2,0.3,50.0,50.0,0.02,0.4,1.0,1.4
2021-22,Regular+Season,TOR,1610612761,Toronto Raptors,D.J. Wilson,1628391,3,17.7,0.7,1.7,1.7,0.0,0.3,0.3,0.0,100,0.00,5.7,2.0,7.7
2021-22,Regular+Season,MEM,1610612763,Memphis Grizzlies,DaQuan Jeffries,1629610,1,4.3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100,0.00,2.0,0.0,2.0
2021-22,Regular+Season,HOU,1610612745,Houston Rockets,Daishen Nix,1630227,17,13.0,0.1,0.1,1.1,0.0,0.1,0.1,0.0,100,0.00,0.5,0.8,1.3
2021-22,Regular+Season,MEM,1610612763,Memphis Grizzlies,Dakota Mathias,1629751,3,3.9,0.0,0.0,0.3,0.0,0.3,0.3,0.0,100,0.00,0.0,0.3,0.3
2021-22,Regular+Season,TOR,1610612761,Toronto Raptors,Dalano Banton,1630625,58,11.5,0.2,0.5,1.0,0.1,0.3,0.4,34.8,65.2,0.00,1.4,1.3,2.7
2021-22,Regular+Season,SAC,1610612758,Sacramento Kings,Damian Jones,1627745,55,18.4,2.6,6.1,1.0,0.3,0.1,0.3,73.7,26.3,0.02,5.7,2.3,8.0
2021-22,Regular+Season,POR,1610612757,Portland Trail Blazers,Damian Lillard,203081,29,36.4,0.1,0.3,1.4,0.3,0.2,0.6,56.3,43.8,0.07,1.8,2.2,4.0
2021-22,Regular+Season,GSW,1610612744,Golden State Warriors,Damion Lee,1627814,61,20.3,0.3,0.7,0.9,0.2,0.2,0.3,52.4,47.6,0.08,1.5,2.3,3.7
2021-22,Regular+Season,NYK,1610612752,New York Knicks,Damyean Dotson,1628422,2,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.5,0.5
2021-22,Regular+Season,WAS,1610612764,Washington Wizards,Daniel Gafford,1629655,72,20.1,3.4,7.4,1.2,0.3,0.2,0.5,60.0,40.0,0.01,7.3,1.6,8.9
2021-22,Regular+Season,TOR,1610612761,Toronto Raptors,Daniel Oturu,1630187,2,12.8,1.0,2.5,0.5,0.0,0.0,0.0,0.0,0.0,0.00,2.5,1.0,3.5
2021-22,Regular+Season,BOS,1610612738,Boston Celtics,Daniel Theis,1628464,47,20.8,2.0,5.1,1.0,0.2,0.3,0.5,38.1,61.9,0.00,5.2,2.6,7.8
2021-22,Regular+Season,ATL,1610612737,Atlanta Hawks,Danilo Gallinari,201568,66,25.3,0.9,2.2,0.9,0.2,0.2,0.5,50.0,50.0,0.05,2.7,1.9,4.6
2021-22,Regular+Season,PHI,1610612755,Philadelphia 76ers,Danny Green,201980,62,21.8,0.3,0.8,2.0,0.1,0.3,0.4,33.3,66.7,0.03,3.2,2.2,5.3
2021-22,Regular+Season,UTA,1610612762,Utah Jazz,Danuel House Jr.,1627863,41,17.7,0.1,0.4,1.0,0.3,0.2,0.5,52.4,47.6,0.02,2.4,1.4,3.8
2021-22,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Darius Bazley,1629647,69,27.9,1.1,2.3,1.2,0.3,0.3,0.6,51.3,48.7,0.00,4.5,4.2,8.7
2021-22,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Darius Garland,1629636,68,35.7,0.3,0.6,1.9,0.7,0.4,1.1,62.2,37.8,0.04,1.7,2.1,3.9
2021-22,Regular+Season,LAL,1610612747,Los Angeles Lakers,Darren Collison,201954,3,12.4,0.3,0.7,2.0,0.3,0.3,0.7,50.0,50.0,0.00,0.0,2.0,2.0
2021-22,Regular+Season,BKN,1610612751,Brooklyn Nets,David Duke Jr.,1630561,18,18.6,0.2,0.5,1.6,0.3,0.3,0.7,50.0,50.0,0.00,1.3,1.7,3.0
2021-22,Regular+Season,TOR,1610612761,Toronto Raptors,David Johnson,1630525,1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,1.0,0.0,1.0
2021-22,Regular+Season,HOU,1610612745,Houston Rockets,David Nwaba,1628021,41,13.7,0.3,0.7,1.1,0.3,0.1,0.5,73.7,26.3,0.00,1.7,0.8,2.5
2021-22,Regular+Season,SAC,1610612758,Sacramento Kings,Davion Mitchell,1630558,75,27.7,0.0,0.1,1.5,0.3,0.3,0.6,47.9,52.1,0.16,2.1,2.6,4.8
2021-22,Regular+Season,DAL,1610612742,Dallas Mavericks,Davis Bertans,202722,55,14.4,0.4,0.8,0.7,0.1,0.1,0.2,40.0,60.0,0.02,2.4,0.7,3.1
2021-22,Regular+Season,DEN,1610612743,Denver Nuggets,Davon Reed,1628432,39,16.7,0.1,0.4,0.9,0.2,0.2,0.4,50.0,50.0,0.00,2.3,1.4,3.7
2021-22,Regular+Season,BKN,1610612751,Brooklyn Nets,Day'Ron Sharpe,1630549,28,13.7,1.8,4.1,0.6,0.2,0.1,0.3,62.5,37.5,0.00,3.4,1.4,4.8
2021-22,Regular+Season,SAC,1610612758,Sacramento Kings,De'Aaron Fox,1628368,59,35.3,0.4,1.0,2.5,0.4,0.3,0.6,58.3,41.7,0.05,1.9,2.9,4.8
2021-22,Regular+Season,ATL,1610612737,Atlanta Hawks,De'Andre Hunter,1629631,53,29.8,0.4,0.9,1.3,0.2,0.3,0.5,44.0,56.0,0.02,3.5,3.1,6.6
2021-22,Regular+Season,MEM,1610612763,Memphis Grizzlies,De'Anthony Melton,1629001,73,22.7,0.3,0.8,2.8,0.3,0.4,0.8,44.6,55.4,0.01,1.8,1.7,3.5
2021-22,Regular+Season,PHI,1610612755,Philadelphia 76ers,DeAndre Jordan,201599,48,13.0,1.1,2.5,0.5,0.1,0.1,0.2,40.0,60.0,0.00,3.0,0.9,3.9
2021-22,Regular+Season,MIL,1610612749,Milwaukee Bucks,DeAndre' Bembry,1627761,51,19.5,0.1,0.3,2.1,0.3,0.3,0.6,51.6,48.4,0.00,1.2,0.8,2.0
2021-22,Regular+Season,IND,1610612754,Indiana Pacers,DeJon Jarreau,1630610,1,0.9,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2021-22,Regular+Season,CHI,1610612741,Chicago Bulls,DeMar DeRozan,201942,76,36.1,0.1,0.2,1.6,0.3,0.3,0.6,55.6,44.4,0.01,1.7,1.6,3.3
2021-22,Regular+Season,DEN,1610612743,Denver Nuggets,DeMarcus Cousins,202326,48,14.9,1.5,3.7,1.5,0.3,0.2,0.5,56.5,43.5,0.15,3.3,1.5,4.8
2021-22,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Dean Wade,1629731,48,20.2,0.3,0.8,1.3,0.2,0.3,0.4,42.9,57.1,0.00,3.0,1.6,4.6
2021-22,Regular+Season,PHX,1610612756,Phoenix Suns,Deandre Ayton,1629028,58,29.5,5.4,11.6,1.0,0.2,0.3,0.5,33.3,66.7,0.00,8.7,2.7,11.4
2021-22,Regular+Season,DET,1610612765,Detroit Pistons,Deividas Sirvydis,1629686,3,8.9,0.0,0.0,1.7,0.0,0.7,0.7,0.0,100,0.00,1.0,0.7,1.7
2021-22,Regular+Season,SAS,1610612759,San Antonio Spurs,Dejounte Murray,1627749,68,34.8,0.2,0.5,4.0,0.4,0.6,1.0,41.5,58.5,0.01,2.5,2.6,5.1
2021-22,Regular+Season,ATL,1610612737,Atlanta Hawks,Delon Wright,1626153,75,19.0,0.2,0.5,2.0,0.3,0.3,0.7,46.9,53.1,0.03,1.6,1.2,2.8
2021-22,Regular+Season,WAS,1610612764,Washington Wizards,Deni Avdija,1630166,82,24.2,0.3,0.7,1.3,0.3,0.2,0.4,58.3,41.7,0.00,3.9,2.3,6.2
2021-22,Regular+Season,HOU,1610612745,Houston Rockets,Dennis Schröder,203471,64,28.7,0.2,0.4,1.7,0.4,0.3,0.8,57.1,42.9,0.09,2.0,1.6,3.6
