SEASON,SEASON_TYPE,PLAYER_NAME,PLAYER_ID,TEAM_ABB,AGE,VS_PLAYER_NAME,GP,W,L,MIN,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS,PLUS_MINUS
2016-17,All+Star,Harden, James,201935,WST,1,1,0,31.6,50.0,89.6,55.8,15.6,38.5,40.5,4.2,4.2,100,6.3,27.1,33.3,30.2,12.5,12.5,1.0,1.0,4.2,6.3,119.8,-3.1,0,0
2016-17,All+Star,Hayward, Gordon,202330,WST,1,1,0,30.9,51.8,89.3,58.0,19.6,44.6,44.0,3.6,3.6,100,8.9,23.2,32.1,23.2,16.1,10.7,0.0,1.8,3.6,3.6,126.8,-12.5,0,0
2016-17,All+Star,Hernangomez, Willy,1626195,WLD,1,1,0,38.3,55.0,97.5,56.4,12.5,37.5,33.3,0.0,10.0,0.0,15.0,27.5,42.5,20.0,12.5,2.5,0.0,0.0,2.5,10.0,122.5,-17.5,0,0
2016-17,All+Star,Hield, Buddy,1627741,WLD,1,1,0,35.5,53.3,90.7,58.8,14.7,42.7,34.4,4.0,4.0,100,12.0,18.7,30.7,20.0,20.0,8.0,2.7,1.3,6.7,5.3,125.3,-26.7,0,0
2016-17,All+Star,Ingram, Brandon,1627742,USA,1,0,1,38.2,46.5,81.4,57.1,14.0,44.2,31.6,0.0,0.0,0.0,4.7,25.6,30.2,25.6,16.3,4.7,2.3,0.0,7.0,2.3,107.0,-32.6,0,0
2016-17,All+Star,Irving, Kyrie,202681,EST,1,0,1,32.2,52.9,91.2,58.1,8.8,30.9,28.6,1.5,2.9,50.0,8.8,27.9,36.8,36.8,14.7,10.3,1.5,1.5,7.4,4.4,116.2,-17.6,0,0
2016-17,All+Star,James, LeBron,2544,EST,1,0,1,31.4,53.2,95.2,55.9,12.9,45.2,28.6,1.6,3.2,50.0,11.3,30.6,41.9,35.5,12.9,9.7,0.0,1.6,11.3,3.2,121.0,4.8,0,0
2016-17,All+Star,Jokić, Nikola,203999,WLD,1,1,0,36.4,53.4,86.2,62.0,15.5,41.4,37.5,5.2,5.2,100,10.3,20.7,31.0,17.2,20.7,10.3,3.4,1.7,6.9,8.6,127.6,-17.2,0,0
2016-17,All+Star,Jordan, DeAndre,201599,WST,1,1,0,34.7,52.8,97.2,54.3,11.1,47.2,23.5,0.0,0.0,0.0,2.8,33.3,36.1,19.4,11.1,5.6,0.0,0.0,2.8,11.1,116.7,-22.2,0,0
2016-17,All+Star,Kaminsky, Frank,1626163,USA,1,0,1,38.1,57.7,100.0,57.7,15.4,50.0,30.8,1.9,1.9,100,15.4,23.1,38.5,32.7,13.5,9.6,0.0,1.9,5.8,3.8,132.7,-9.6,0,0
2016-17,All+Star,Leonard, Kawhi,202695,WST,1,1,0,30.2,51.0,83.7,61.0,8.2,28.6,28.6,4.1,4.1,100,2.0,28.6,30.6,28.6,14.3,14.3,2.0,0.0,2.0,10.2,114.3,-6.1,0,0
2016-17,All+Star,Lowry, Kyle,200768,EST,1,0,1,30.0,57.6,96.6,59.6,20.3,45.8,44.4,0.0,0.0,0.0,11.9,28.8,40.7,39.0,11.9,11.9,1.7,0.0,1.7,3.4,135.6,6.8,0,0
2016-17,All+Star,Lyles, Trey,1626168,WLD,1,1,0,41.0,67.6,94.1,71.9,26.5,44.1,60.0,0.0,5.9,0.0,8.8,23.5,32.4,32.4,11.8,8.8,2.9,0.0,5.9,8.8,161.8,23.5,0,0
2016-17,All+Star,Millsap, Paul,200794,EST,1,0,1,31.2,55.8,95.3,58.5,16.3,41.9,38.9,0.0,0.0,0.0,9.3,25.6,34.9,37.2,9.3,11.6,0.0,0.0,4.7,2.3,127.9,-7.0,0,0
2016-17,All+Star,Murray, Jamal,1627750,WLD,1,1,0,39.5,62.7,90.2,69.6,21.6,43.1,50.0,2.0,5.9,33.3,7.8,21.6,29.4,27.5,15.7,11.8,2.0,0.0,3.9,9.8,149.0,2.0,0,0
2016-17,All+Star,Okafor, Jahlil,1626143,USA,1,0,1,38.3,50.0,81.6,61.3,15.8,44.7,35.3,0.0,0.0,0.0,5.3,23.7,28.9,28.9,15.8,5.3,0.0,0.0,7.9,2.6,115.8,-23.7,0,0
2016-17,All+Star,Porziņģis, Kristaps,204001,WLD,1,1,0,37.6,55.7,93.2,59.8,17.0,44.3,38.5,3.4,5.7,60.0,11.4,21.6,33.0,19.3,18.2,9.1,2.3,1.1,6.8,6.8,131.8,-14.8,0,0
2016-17,All+Star,Russell, D'Angelo,1626156,USA,1,0,1,40.4,67.4,106.5,63.3,17.4,45.7,38.1,2.2,4.3,50.0,13.0,23.9,37.0,43.5,6.5,4.3,0.0,2.2,6.5,6.5,154.3,10.9,0,0
2016-17,All+Star,Sabonis, Domantas,1627734,WLD,1,1,0,44.0,75.0,95.8,78.3,29.2,41.7,70.0,0.0,8.3,0.0,8.3,25.0,33.3,37.5,12.5,12.5,0.0,0.0,4.2,12.5,179.2,50.0,0,0
2016-17,All+Star,Simmons, Jonathon,203613,USA,1,0,1,38.1,54.4,98.2,55.4,14.0,49.1,28.6,1.8,1.8,100,14.0,24.6,38.6,29.8,14.0,8.8,1.8,1.8,5.3,3.5,124.6,-17.5,0,0
2016-17,All+Star,Thomas, Isaiah,202738,EST,1,0,1,31.9,59.3,98.3,60.3,16.9,47.5,35.7,3.4,3.4,100,11.9,27.1,39.0,40.7,8.5,11.9,0.0,0.0,5.1,3.4,139.0,15.3,0,0
2016-17,All+Star,Thompson, Klay,202691,WST,1,1,0,32.6,55.6,94.4,58.8,13.0,40.7,31.8,0.0,0.0,0.0,7.4,25.9,33.3,25.9,13.0,9.3,0.0,0.0,1.9,9.3,124.1,-13.0,0,0
2016-17,All+Star,Towns, Karl-Anthony,1626157,USA,1,0,1,36.9,63.8,110.1,57.9,18.8,49.3,38.2,7.2,11.6,62.5,21.7,26.1,47.8,37.7,10.1,8.7,1.4,2.9,8.7,7.2,153.6,26.1,0,0
2016-17,All+Star,Turner, Myles,1626167,USA,1,0,1,36.6,64.0,102.0,62.7,22.0,46.0,47.8,8.0,14.0,57.1,18.0,26.0,44.0,40.0,10.0,6.0,0.0,2.0,12.0,8.0,158.0,38.0,0,0
2016-17,All+Star,Walker, Kemba,202689,EST,1,0,1,33.2,57.4,95.1,60.3,14.8,44.3,33.3,3.3,3.3,100,6.6,36.1,42.6,47.5,8.2,11.5,1.6,0.0,8.2,3.3,132.8,27.9,0,0
2016-17,All+Star,Wall, John,202322,EST,1,0,1,31.2,59.7,98.5,60.6,17.9,47.8,37.5,3.0,3.0,100,13.4,31.3,44.8,41.8,10.4,10.4,0.0,0.0,4.5,3.0,140.3,22.4,0,0
2016-17,All+Star,Westbrook, Russell,201566,WST,1,1,0,31.3,50.8,90.5,56.1,20.6,47.6,43.3,3.2,3.2,100,7.9,23.8,31.7,23.8,15.9,9.5,0.0,1.6,4.8,4.8,125.4,-14.3,0,0
2016-17,All+Star,Šarić, Dario,203967,WLD,1,1,0,36.6,53.4,91.8,58.2,15.1,42.5,35.5,4.1,6.8,60.0,12.3,21.9,34.2,16.4,19.2,8.2,1.4,1.4,6.8,8.2,126.0,-19.2,0,0
2018-19,All+Star,, Quavo,63154,-,1,0,1,45.7,37.9,79.3,47.8,5.2,19.0,27.3,12.1,27.6,43.8,12.1,25.9,37.9,13.8,25.9,17.2,8.6,6.9,15.5,20.7,93.1,-3.4,0,0
2018-19,All+Star,, Rapsody,63138,-,1,1,0,43.8,58.6,113.8,51.5,3.4,37.9,9.1,13.8,34.5,40.0,24.1,31.0,55.2,24.1,3.4,20.7,0.0,6.9,6.9,20.7,134.5,72.4,0,0
2018-19,All+Star,2K, Ronnie,63157,-,1,0,1,54.4,31.0,69.0,45.0,3.4,6.9,50.0,20.7,55.2,37.5,20.7,17.2,37.9,3.4,27.6,27.6,13.8,17.2,17.2,34.5,86.2,41.4,0,0
2018-19,All+Star,Aldridge, LaMarcus,200746,-,1,1,0,35.9,40.0,93.3,42.9,13.3,43.3,30.8,6.7,6.7,100,10.0,40.0,50.0,23.3,10.0,3.3,0.0,0.0,3.3,3.3,100.0,-36.7,0,0
2018-19,All+Star,Allen, Jarrett,1628386,-,1,1,0,33.3,57.8,97.8,59.1,20.0,44.4,45.0,2.2,4.4,50.0,4.4,28.9,33.3,51.1,8.9,13.3,0.0,8.9,11.1,11.1,137.8,17.8,0,0
2018-19,All+Star,Allen, Ray,63161,-,1,0,1,48.2,48.3,86.2,56.0,5.2,20.7,25.0,3.4,12.1,28.6,10.3,25.9,36.2,15.5,27.6,17.2,6.9,3.4,17.2,12.1,105.2,-8.6,0,0
2018-19,All+Star,Antetokounmpo, Giannis,203507,-,1,0,1,36.7,47.3,97.3,48.6,24.3,64.9,37.5,9.5,9.5,100,12.2,40.5,52.7,27.0,8.1,5.4,5.4,1.4,9.5,5.4,128.4,9.5,0,0
2018-19,All+Star,Anunoby, OG,1628384,-,1,0,1,31.4,57.1,100.0,57.1,16.1,35.7,45.0,1.8,1.8,100,10.7,32.1,42.9,32.1,10.7,7.1,1.8,0.0,3.6,1.8,132.1,23.2,0,0
2018-19,All+Star,Ayton, Deandre,1629028,-,1,0,1,30.9,59.7,97.2,61.4,15.3,36.1,42.3,4.2,4.2,100,8.3,29.2,37.5,40.3,11.1,18.1,1.4,0.0,4.2,4.2,138.9,30.6,0,0
2018-19,All+Star,Bagley III, Marvin,1628963,-,1,1,0,31.9,49.1,94.3,52.0,13.2,49.1,26.9,1.9,1.9,100,11.3,37.7,49.1,35.8,17.0,7.5,0.0,1.9,1.9,1.9,113.2,-9.4,0,0
2018-19,All+Star,Beal, Bradley,203078,-,1,1,0,37.7,48.9,110.6,44.2,21.3,59.6,35.7,2.1,2.1,100,19.1,36.2,55.3,29.8,8.5,2.1,0.0,2.1,2.1,4.3,121.3,-31.9,0,0
2018-19,All+Star,Bogdanović, Bogdan,203992,-,1,0,1,32.9,52.1,97.3,53.5,16.4,43.8,37.5,4.1,5.5,75.0,13.7,28.8,42.5,35.6,11.0,15.1,5.5,0.0,5.5,6.8,124.7,4.1,0,0
2018-19,All+Star,Buckley, AJ,63151,-,1,0,1,60.2,68.4,105.3,65.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,42.1,57.9,26.3,15.8,5.3,10.5,0.0,21.1,0.0,136.8,31.6,0,0
2018-19,All+Star,Bunny, Bad,63158,-,1,0,1,50.1,50.0,91.7,54.5,0.0,4.2,0.0,20.8,45.8,45.5,20.8,29.2,50.0,12.5,12.5,12.5,12.5,12.5,12.5,25.0,120.8,54.2,0,0
2018-19,All+Star,Collins, John,1628381,-,1,1,0,32.5,54.3,84.8,64.1,15.2,37.0,41.2,0.0,0.0,0.0,4.3,28.3,32.6,41.3,17.4,10.9,0.0,2.2,2.2,4.3,123.9,-8.7,0,0
2018-19,All+Star,Colter, Mike,63142,-,1,1,0,43.0,43.9,109.8,40.0,4.9,34.1,14.3,4.9,14.6,33.3,26.8,26.8,53.7,7.3,12.2,12.2,2.4,4.9,19.5,9.8,97.6,-22.0,0,0
2018-19,All+Star,Curry, Stephen,201939,-,1,0,1,36.8,48.8,97.5,50.0,23.8,63.8,37.3,8.8,8.8,100,12.5,35.0,47.5,28.8,7.5,6.3,6.3,1.3,10.0,5.0,130.0,-1.3,0,0
2018-19,All+Star,Daughtry, Chris,63139,-,1,1,0,53.3,66.7,100.0,66.7,0.0,20.0,0.0,20.0,40.0,50.0,20.0,33.3,53.3,40.0,6.7,6.7,0.0,6.7,0.0,26.7,153.3,60.0,0,0
2018-19,All+Star,Davis, Anthony,203076,-,1,1,0,34.9,50.0,100.0,50.0,21.4,50.0,42.9,0.0,0.0,0.0,21.4,42.9,64.3,42.9,14.3,7.1,0.0,0.0,7.1,0.0,121.4,14.3,0,0
2018-19,All+Star,Dolson, Stefanie,63160,-,1,0,1,39.9,66.7,94.4,70.6,11.1,27.8,40.0,0.0,0.0,0.0,5.6,33.3,38.9,33.3,5.6,11.1,0.0,0.0,11.1,0.0,144.4,44.4,0,0
2018-19,All+Star,Dončić, Luka,1629029,-,1,0,1,33.4,58.3,101.4,57.5,19.4,44.4,43.8,4.2,5.6,75.0,12.5,31.9,44.4,38.9,9.7,15.3,4.2,0.0,5.6,6.9,140.3,23.6,0,0
2018-19,All+Star,Durant, Kevin,201142,-,1,1,0,36.3,52.9,110.0,48.1,18.6,60.0,31.0,2.9,5.7,50.0,18.6,38.6,57.1,37.1,7.1,7.1,1.4,7.1,7.1,8.6,127.1,4.3,0,0
2018-19,All+Star,Embiid, Joel,203954,-,1,0,1,36.8,46.0,93.7,49.2,20.6,61.9,33.3,11.1,11.1,100,11.1,41.3,52.4,28.6,9.5,6.3,6.3,1.6,11.1,6.3,123.8,11.1,0,0
2018-19,All+Star,Fox, De'Aaron,1628368,-,1,1,0,31.4,50.7,91.8,55.2,9.6,38.4,25.0,4.1,4.1,100,9.6,27.4,37.0,35.6,16.4,6.8,0.0,4.1,5.5,2.7,115.1,-27.4,0,0
2018-19,All+Star,George, Paul,202331,-,1,0,1,37.2,53.6,98.6,54.4,26.1,65.2,40.0,10.1,10.1,100,14.5,42.0,56.5,33.3,11.6,7.2,5.8,1.4,8.7,5.8,143.5,31.9,0,0
2018-19,All+Star,Gilgeous-Alexander, Shai,1628983,-,1,0,1,31.0,54.7,96.9,56.5,15.6,37.5,41.7,4.7,4.7,100,10.9,35.9,46.9,32.8,12.5,9.4,3.1,0.0,4.7,3.1,129.7,28.1,0,0
2018-19,All+Star,Griffin, Blake,201933,-,1,0,1,37.1,52.8,111.3,47.5,28.3,77.4,36.6,0.0,1.9,0.0,13.2,30.2,43.4,35.8,1.9,7.5,3.8,0.0,5.7,3.8,134.0,1.9,0,0
2018-19,All+Star,Harden, James,201935,-,1,1,0,36.9,47.9,104.2,45.9,16.9,56.3,30.0,5.6,8.5,66.7,16.9,31.0,47.9,28.2,9.9,9.9,1.4,5.6,5.6,9.9,118.3,-11.3,0,0
2018-19,All+Star,Irving, Kyrie,202681,-,1,1,0,36.4,50.0,101.5,49.3,17.6,54.4,32.4,2.9,5.9,50.0,14.7,30.9,45.6,29.4,10.3,10.3,1.5,5.9,5.9,7.4,120.6,-7.4,0,0
2018-19,All+Star,J, Terrence,63137,-,1,1,0,54.6,32.4,85.3,37.9,0.0,17.6,0.0,8.8,17.6,50.0,26.5,29.4,55.9,2.9,29.4,20.6,11.8,14.7,14.7,23.5,73.5,5.9,0,0
2018-19,All+Star,Jackson Jr., Jaren,1628991,-,1,1,0,33.0,53.2,91.5,58.1,21.3,46.8,45.5,2.1,4.3,50.0,4.3,29.8,34.0,46.8,14.9,12.8,0.0,6.4,10.6,8.5,129.8,12.8,0,0
2018-19,All+Star,James, LeBron,2544,-,1,1,0,37.4,53.5,115.5,46.3,19.7,63.4,31.1,5.6,8.5,66.7,21.1,38.0,59.2,36.6,7.0,5.6,0.0,7.0,7.0,8.5,132.4,4.2,0,0
2018-19,All+Star,Jokić, Nikola,203999,-,1,0,1,35.6,54.1,105.4,51.3,32.4,73.0,44.4,0.0,2.7,0.0,10.8,29.7,40.5,32.4,2.7,8.1,2.7,0.0,0.0,5.4,140.5,10.8,0,0
2018-19,All+Star,Knox II, Kevin,1628995,-,1,1,0,34.3,53.2,93.6,56.8,17.0,44.7,38.1,0.0,0.0,0.0,6.4,34.0,40.4,44.7,10.6,8.5,0.0,6.4,6.4,6.4,123.4,-2.1,0,0
2018-19,All+Star,Kurucs, Rodions,1629066,-,1,0,1,32.4,52.1,102.1,51.0,18.8,41.7,45.0,2.1,2.1,100,10.4,22.9,33.3,33.3,8.3,10.4,2.1,0.0,2.1,2.1,125.0,8.3,0,0
2018-19,All+Star,Kuzma, Kyle,1628398,-,1,1,0,30.6,45.8,87.5,52.4,9.7,40.3,24.1,4.2,5.6,75.0,8.3,29.2,37.5,33.3,19.4,9.7,0.0,2.8,4.2,4.2,105.6,-25.0,0,0
2018-19,All+Star,Lasry, Marc,63152,-,1,0,1,51.0,28.1,84.4,33.3,0.0,12.5,0.0,3.1,15.6,20.0,12.5,34.4,46.9,18.8,21.9,15.6,9.4,3.1,15.6,12.5,59.4,-28.1,0,0
2018-19,All+Star,Leonard, Kawhi,202695,-,1,1,0,37.1,64.0,118.0,54.2,28.0,68.0,41.2,4.0,6.0,66.7,16.0,38.0,54.0,52.0,6.0,6.0,0.0,4.0,4.0,8.0,160.0,26.0,0,0
2018-19,All+Star,Lillard, Damian,203081,-,1,1,0,38.6,45.3,117.2,38.7,17.2,67.2,25.6,3.1,3.1,100,25.0,39.1,64.1,31.3,9.4,1.6,0.0,6.3,3.1,4.7,110.9,-31.3,0,0
2018-19,All+Star,Los, Famous,63143,-,1,1,0,42.7,54.2,110.4,49.1,4.2,29.2,14.3,2.1,8.3,25.0,22.9,25.0,47.9,16.7,12.5,10.4,4.2,4.2,16.7,10.4,114.6,-8.3,0,0
2018-19,All+Star,Lowry, Kyle,200768,-,1,0,1,36.4,45.7,120.0,38.1,28.6,85.7,33.3,0.0,0.0,0.0,22.9,40.0,62.9,28.6,2.9,8.6,0.0,0.0,5.7,2.9,120.0,8.6,0,0
2018-19,All+Star,Markkanen, Lauri,1628374,-,1,0,1,32.5,50.7,94.2,53.8,17.4,44.9,38.7,7.2,8.7,83.3,11.6,27.5,39.1,39.1,10.1,17.4,5.8,0.0,7.2,8.7,126.1,5.8,0,0
2018-19,All+Star,Middleton, Khris,203114,-,1,0,1,37.3,51.7,108.6,47.6,25.9,70.7,36.6,0.0,1.7,0.0,13.8,29.3,43.1,34.5,1.7,8.6,5.2,0.0,5.2,3.4,129.3,-5.2,0,0
2018-19,All+Star,Minhaj, Hasan,63159,-,1,0,1,50.5,31.0,76.2,40.6,0.0,9.5,0.0,16.7,35.7,46.7,16.7,33.3,50.0,11.9,26.2,9.5,11.9,7.1,19.0,23.8,78.6,-28.6,0,0
2018-19,All+Star,Mitchell, Donovan,1628378,-,1,1,0,31.5,47.0,85.5,54.9,8.4,36.1,23.3,4.8,6.0,80.0,6.0,30.1,36.1,36.1,15.7,8.4,0.0,3.6,4.8,6.0,107.2,-27.7,0,0
2018-19,All+Star,Nowitzki, Dirk,1717,-,1,0,1,36.2,72.7,109.1,66.7,36.4,63.6,57.1,0.0,0.0,0.0,18.2,18.2,36.4,36.4,18.2,9.1,0.0,0.0,0.0,0.0,181.8,9.1,0,0
2018-19,All+Star,Okogie, Josh,1629006,-,1,0,1,34.6,51.9,101.9,50.9,22.2,50.0,44.4,5.6,7.4,75.0,14.8,37.0,51.9,33.3,9.3,5.6,7.4,0.0,7.4,7.4,131.5,13.0,0,0
2018-19,All+Star,Osman, Cedi,1626224,-,1,0,1,30.9,51.0,93.9,54.3,14.3,34.7,41.2,6.1,6.1,100,8.2,24.5,32.7,34.7,10.2,10.2,2.0,0.0,6.1,4.1,122.4,4.1,0,0
2018-19,All+Star,Oz, Doctor,63141,-,1,1,0,51.2,34.9,86.0,40.5,0.0,14.0,0.0,7.0,14.0,50.0,18.6,25.6,44.2,2.3,27.9,14.0,9.3,9.3,11.6,20.9,76.7,-32.6,0,0
2018-19,All+Star,Ray, Adam,63155,-,1,0,1,49.7,34.4,75.0,45.8,3.1,12.5,25.0,3.1,12.5,25.0,15.6,25.0,40.6,12.5,34.4,9.4,9.4,6.3,21.9,12.5,75.0,-15.6,0,0
2018-19,All+Star,Reinhart, Bo,63140,-,1,1,0,44.7,51.4,102.9,50.0,5.7,31.4,18.2,8.6,22.9,37.5,25.7,28.6,54.3,20.0,11.4,14.3,2.9,5.7,22.9,14.3,117.1,22.9,0,0
2018-19,All+Star,Russell, D'Angelo,1626156,-,1,0,1,36.6,63.6,115.2,55.3,30.3,69.7,43.5,0.0,0.0,0.0,24.2,24.2,48.5,42.4,9.1,9.1,3.0,3.0,9.1,0.0,157.6,12.1,0,0
2018-19,All+Star,Seales, Amanda,63153,-,1,0,1,43.6,77.3,109.1,70.8,9.1,22.7,40.0,0.0,0.0,0.0,9.1,31.8,40.9,31.8,4.5,13.6,0.0,0.0,13.6,0.0,163.6,31.8,0,0
2018-19,All+Star,Shaw, James,63162,-,1,0,1,49.8,33.3,81.3,41.0,2.1,14.6,14.3,12.5,29.2,42.9,14.6,22.9,37.5,10.4,29.2,14.6,10.4,8.3,22.9,22.9,81.3,-31.3,0,0
2018-19,All+Star,Simmons, Ben,1627732,-,1,1,0,36.9,46.7,97.8,47.7,22.2,55.6,40.0,2.2,2.2,100,11.1,26.7,37.8,24.4,11.1,6.7,2.2,2.2,0.0,6.7,117.8,-42.2,0,0
2018-19,All+Star,Simmons, Ben,1627732,-,1,0,1,32.1,50.0,90.6,55.2,14.1,40.6,34.6,7.8,9.4,83.3,10.9,26.6,37.5,39.1,10.9,15.6,6.3,0.0,9.4,9.4,121.9,-7.8,0,0
2018-19,All+Star,Smith, Steve,63145,-,1,1,0,52.8,34.3,91.4,37.5,2.9,22.9,12.5,11.4,22.9,50.0,28.6,25.7,54.3,5.7,20.0,17.1,8.6,14.3,14.3,22.9,82.9,8.6,0,0
2018-19,All+Star,Smoove, JB,63144,-,1,1,0,51.6,38.5,96.2,40.0,3.8,30.8,12.5,11.5,30.8,37.5,30.8,38.5,69.2,7.7,26.9,23.1,7.7,15.4,15.4,23.1,92.3,34.6,0,0
2018-19,All+Star,Tatum, Jayson,1628369,-,1,1,0,32.1,47.6,86.6,54.9,9.8,40.2,24.2,4.9,4.9,100,8.5,31.7,40.2,34.1,18.3,6.1,0.0,1.2,4.9,4.9,109.8,-24.4,0,0
2018-19,All+Star,Thompson, Klay,202691,-,1,1,0,37.8,50.8,116.9,43.5,22.0,64.4,34.2,5.1,5.1,100,22.0,40.7,62.7,35.6,8.5,1.7,0.0,3.4,3.4,6.8,128.8,-15.3,0,0
2018-19,All+Star,Towns, Karl-Anthony,1626157,-,1,1,0,37.1,53.3,103.3,51.6,30.0,63.3,47.4,3.3,3.3,100,16.7,23.3,40.0,33.3,13.3,10.0,3.3,3.3,0.0,10.0,140.0,-13.3,0,0
2018-19,All+Star,Vučević, Nikola,202696,-,1,0,1,37.5,61.3,119.4,51.4,32.3,77.4,41.7,0.0,0.0,0.0,22.6,29.0,51.6,38.7,6.5,6.5,3.2,0.0,6.5,0.0,154.8,9.7,0,0
2018-19,All+Star,Wade, Dwyane,2548,-,1,1,0,34.8,56.7,86.7,65.4,33.3,46.7,71.4,3.3,6.7,50.0,10.0,20.0,30.0,26.7,13.3,10.0,0.0,3.3,10.0,3.3,150.0,0.0,0,0
2018-19,All+Star,Walker, Kemba,202689,-,1,0,1,36.9,49.1,89.1,55.1,23.6,60.0,39.4,12.7,14.5,87.5,3.6,38.2,41.8,29.1,9.1,3.6,7.3,0.0,5.5,9.1,134.5,5.5,0,0
2018-19,All+Star,Weinmann, Jason,63148,-,1,1,0,54.0,38.9,111.1,35.0,5.6,38.9,14.3,0.0,0.0,0.0,38.9,27.8,66.7,5.6,16.7,11.1,5.6,5.6,33.3,0.0,83.3,-38.9,0,0
2018-19,All+Star,Westbrook, Russell,201566,-,1,0,1,36.5,58.5,111.3,52.5,34.0,77.4,43.9,0.0,1.9,0.0,15.1,35.8,50.9,35.8,5.7,7.5,1.9,0.0,1.9,3.8,150.9,35.8,0,0
2018-19,All+Star,Williams, Brad,63156,-,1,0,1,43.6,64.3,85.7,75.0,7.1,17.9,40.0,0.0,7.1,0.0,7.1,28.6,35.7,21.4,17.9,14.3,3.6,3.6,10.7,3.6,135.7,42.9,0,0
2018-19,All+Star,Williams, Jay,63147,-,1,1,0,47.3,42.9,87.8,48.8,0.0,12.2,0.0,6.1,12.2,50.0,18.4,26.5,44.9,12.2,24.5,10.2,6.1,6.1,18.4,16.3,91.8,-28.6,0,0
2018-19,All+Star,Wilson, A'ja,63146,-,1,1,0,49.2,36.6,90.2,40.5,0.0,14.6,0.0,2.4,4.9,50.0,19.5,24.4,43.9,2.4,29.3,14.6,9.8,9.8,12.2,17.1,75.6,-34.1,0,0
2018-19,All+Star,Young, Trae,1629027,-,1,1,0,33.3,48.6,94.4,51.5,13.9,47.2,29.4,4.2,5.6,75.0,6.9,30.6,37.5,38.9,11.1,8.3,0.0,5.6,6.9,8.3,115.3,-11.1,0,0
2021-22,All+Star,Achiuwa, Precious,1630173,-,2,1,1,50.0,900.0,1600.0,56.3,350.0,650.0,53.8,150.0,350.0,42.9,100.0,800.0,900.0,650.0,400.0,100.0,150.0,150.0,350.0,250.0,2300.0,-150.0,0,0
2021-22,All+Star,Bane, Desmond,1630217,-,2,1,1,100.0,1450.0,2650.0,54.7,600.0,1400.0,42.9,200.0,400.0,50.0,300.0,950.0,1250.0,1050.0,450.0,250.0,200.0,150.0,350.0,350.0,3700.0,200.0,0,0
2021-22,All+Star,Bey, Saddiq,1630180,-,2,1,1,100.0,1100.0,2250.0,48.9,550.0,1300.0,42.3,200.0,400.0,50.0,300.0,750.0,1050.0,700.0,400.0,250.0,150.0,150.0,300.0,300.0,2950.0,-250.0,0,0
2021-22,All+Star,Cunningham, Cade,1630595,-,2,2,0,100.0,1250.0,3250.0,38.5,450.0,1600.0,28.1,150.0,250.0,60.0,500.0,650.0,1150.0,600.0,350.0,350.0,100.0,400.0,500.0,250.0,3100.0,-650.0,0,0
2021-22,All+Star,Daniels, Dyson,1630700,-,2,2,0,50.0,750.0,1850.0,40.5,250.0,950.0,26.3,100.0,150.0,66.7,250.0,400.0,650.0,350.0,200.0,150.0,50.0,250.0,150.0,100.0,1850.0,-300.0,0,0
2021-22,All+Star,Haliburton, Tyrese,1630169,-,2,1,1,100.0,1450.0,2650.0,54.7,600.0,1400.0,42.9,200.0,400.0,50.0,300.0,950.0,1250.0,1050.0,450.0,250.0,200.0,150.0,350.0,350.0,3700.0,200.0,0,0
2021-22,All+Star,Hardy, Jaden,1630702,-,2,1,1,0.0,650.0,1000.0,65.0,250.0,400.0,62.5,50.0,50.0,100,50.0,500.0,550.0,550.0,300.0,150.0,100.0,50.0,200.0,150.0,1600.0,500.0,0,0
2021-22,All+Star,Mobley, Evan,1630596,-,2,2,0,100.0,1150.0,2700.0,42.6,400.0,1150.0,34.8,100.0,250.0,40.0,400.0,700.0,1100.0,550.0,350.0,250.0,150.0,300.0,500.0,250.0,2800.0,-200.0,0,0
2021-22,All+Star,Okoro, Isaac,1630171,-,2,2,0,100.0,1150.0,2700.0,42.6,400.0,1150.0,34.8,100.0,250.0,40.0,400.0,700.0,1100.0,550.0,350.0,250.0,150.0,300.0,500.0,250.0,2800.0,-200.0,0,0
2021-22,All+Star,Sengun, Alperen,1630578,-,2,2,0,0.0,700.0,1950.0,35.9,250.0,950.0,26.3,200.0,300.0,66.7,300.0,300.0,600.0,350.0,150.0,200.0,100.0,200.0,250.0,250.0,1850.0,-350.0,0,0
2021-22,All+Star,Stewart, Isaiah,1630191,-,2,1,1,100.0,1300.0,2200.0,59.1,500.0,1200.0,41.7,200.0,400.0,50.0,250.0,650.0,900.0,1000.0,200.0,200.0,200.0,100.0,200.0,350.0,3300.0,600.0,0,0
2021-22,All+Star,Tate, Jae'Sean,1630256,-,2,2,0,50.0,900.0,2500.0,36.0,350.0,1300.0,26.9,200.0,350.0,57.1,450.0,400.0,850.0,400.0,150.0,300.0,100.0,250.0,550.0,300.0,2350.0,-100.0,0,0
2021-22,All+Star,Wagner, Franz,1630532,-,2,2,0,100.0,850.0,2050.0,41.5,400.0,1150.0,34.8,150.0,200.0,75.0,200.0,600.0,800.0,450.0,200.0,250.0,100.0,300.0,300.0,100.0,2250.0,50.0,0,0
