SEASON,SEASON_TYPE,TEAM_ABB,TEAM_ID,TEAM_NAME,PLAYER_NAME,PLAYER_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,GP,G,FREQ,FGM_LT_06,FGA_LT_06,LT_06_PCT,NS_LT_06_PCT,PLUSMINUS
2023-24,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Craig Porter Jr.,1641854,CLE,G,47,38,41.3,1.4,2.2,61.9,60.5,1.4
2023-24,Regular+Season,POR,1610612757,Portland Trail Blazers,Kevin Knox II,1628995,POR,F,31,29,36.1,1.4,2.2,63.8,62.1,1.7
2023-24,Regular+Season,SAS,1610612759,San Antonio Spurs,Cedi Osman,1626224,SAS,F,72,65,35.5,1.4,2.2,60.6,62.1,-1.5
2023-24,Regular+Season,DET,1610612765,Detroit Pistons,Malachi Flynn,1630201,DET,G,63,52,37.3,1.4,2.2,64.3,61.4,2.9
2023-24,Regular+Season,LAC,1610612746,Los Angeles Clippers,Bones Hyland,1630538,LAC,G,34,26,35.4,1.6,2.2,73.3,60.1,13.2
2023-24,Regular+Season,IND,1610612754,Indiana Pacers,Ben Sheppard,1641767,IND,G,52,41,39.4,1.5,2.2,67.0,63.3,3.7
2023-24,Regular+Season,MEM,1610612763,Memphis Grizzlies,Timmy Allen,1641851,MEM,F,5,5,35.5,2.0,2.2,90.9,62.5,28.4
2023-24,Regular+Season,SAC,1610612758,Sacramento Kings,Sasha Vezenkov,1628426,SAC,F,41,39,42.1,1.2,2.2,54.4,62.5,-8.1
2023-24,Regular+Season,POR,1610612757,Portland Trail Blazers,Justin Minaya,1631303,POR,F,27,19,33.7,1.2,2.2,54.2,61.7,-7.5
2023-24,Regular+Season,NOP,1610612740,New Orleans Pelicans,Jose Alvarado,1630631,NOP,G,55,48,33.0,1.3,2.2,60.0,62.7,-2.7
2023-24,Regular+Season,ORL,1610612753,Orlando Magic,Markelle Fultz,1628365,ORL,G,43,37,29.1,1.6,2.2,75.3,61.2,14.1
2023-24,Regular+Season,DET,1610612765,Detroit Pistons,Stanley Umude,1630649,DET,G,19,14,33.9,1.4,2.2,63.4,61.1,2.3
2023-24,Regular+Season,POR,1610612757,Portland Trail Blazers,Moses Brown,1629650,POR,C,22,19,32.4,1.2,2.1,55.3,62.7,-7.4
2023-24,Regular+Season,DET,1610612765,Detroit Pistons,Buddy Boeheim,1631205,DET,F,7,7,51.7,1.3,2.1,60.0,64.4,-4.4
2023-24,Regular+Season,TOR,1610612761,Toronto Raptors,Jalen McDaniels,1629667,TOR,F,46,36,38.2,1.4,2.1,63.9,63.3,0.6
2023-24,Regular+Season,IND,1610612754,Indiana Pacers,Jarace Walker,1641716,IND,F,28,22,51.3,1.3,2.1,62.7,60.0,2.8
2023-24,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Monte Morris,1628420,MIN,G,32,28,39.4,1.2,2.1,58.2,61.5,-3.3
2023-24,Regular+Season,SAS,1610612759,San Antonio Spurs,Sandro Mamukelashvili,1630572,SAS,F-C,44,35,41.3,1.4,2.1,65.2,62.6,2.7
2023-24,Regular+Season,HOU,1610612745,Houston Rockets,Jae'Sean Tate,1630256,HOU,F,65,53,33.5,1.3,2.1,60.3,63.4,-3.1
2023-24,Regular+Season,BKN,1610612751,Brooklyn Nets,Trendon Watford,1630570,BKN,F,55,45,31.4,1.4,2.1,64.9,63.8,1.1
2023-24,Regular+Season,HOU,1610612745,Houston Rockets,Aaron Holiday,1628988,HOU,G,77,61,36.1,1.4,2.1,65.4,61.2,4.2
2023-24,Regular+Season,PHX,1610612756,Phoenix Suns,Theo Maledon,1630177,PHX,G,16,10,38.4,1.1,2.1,51.5,62.1,-10.6
2023-24,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Tristan Thompson,202684,CLE,C-F,42,33,33.1,1.0,2.0,48.8,63.1,-14.3
2023-24,Regular+Season,MIA,1610612748,Miami Heat,Jamal Cain,1631288,MIA,F,19,16,34.5,1.3,2.0,64.1,59.1,5.0
2023-24,Regular+Season,TOR,1610612761,Toronto Raptors,Garrett Temple,202066,TOR,G-F,25,20,38.1,1.1,2.0,54.9,63.4,-8.5
2023-24,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Sam Merrill,1630241,CLE,G,57,50,35.0,1.1,2.0,55.2,61.6,-6.4
2023-24,Regular+Season,DEN,1610612743,Denver Nuggets,DeAndre Jordan,201599,DEN,C,33,25,36.8,1.3,2.0,64.2,62.7,1.5
2023-24,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Kenrich Williams,1629026,OKC,G-F,69,58,36.8,1.4,2.0,67.1,62.5,4.7
2023-24,Regular+Season,IND,1610612754,Indiana Pacers,Doug McDermott,203926,IND,F,63,53,33.6,1.2,2.0,60.9,62.0,-1.1
2023-24,Regular+Season,WAS,1610612764,Washington Wizards,Johnny Davis,1631098,WAS,G,44,37,42.4,1.4,2.0,67.4,63.0,4.5
2023-24,Regular+Season,DEN,1610612743,Denver Nuggets,Justin Holiday,203200,DEN,F-G,52,38,37.5,1.3,2.0,61.9,60.5,1.5
2023-24,Regular+Season,GSW,1610612744,Golden State Warriors,Gary Payton II,1627780,GSW,G,44,37,34.4,1.4,2.0,67.4,63.1,4.3
2023-24,Regular+Season,ORL,1610612753,Orlando Magic,D.J. Wilson,1628391,ORL,F,2,1,36.4,1.0,2.0,50.0,64.2,-14.2
2023-24,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Ty Jerome,1629660,CLE,G-F,2,1,57.1,1.5,2.0,75.0,63.8,11.2
2023-24,Regular+Season,GSW,1610612744,Golden State Warriors,Gui Santos,1630611,GSW,F,21,17,39.3,1.1,2.0,54.8,59.5,-4.8
2023-24,Regular+Season,CHI,1610612741,Chicago Bulls,Henri Drell,1630929,CHI,F,1,1,33.3,1.0,2.0,50.0,61.0,-11.0
2023-24,Regular+Season,NOP,1610612740,New Orleans Pelicans,Kaiser Gates,1629232,NOP,F,1,1,40.0,1.0,2.0,50.0,62.2,-12.2
2023-24,Regular+Season,NYK,1610612752,New York Knicks,Jacob Toppin,1631210,NYK,F,2,1,44.4,1.5,2.0,75.0,64.6,10.4
2023-24,Regular+Season,NOP,1610612740,New Orleans Pelicans,Izaiah Brockington,1631167,NOP,G,1,1,66.7,1.0,2.0,50.0,64.2,-14.2
2023-24,Regular+Season,PHI,1610612755,Philadelphia 76ers,Cameron Payne,1626166,PHI,G,77,63,36.4,1.3,2.0,62.7,61.8,0.9
2023-24,Regular+Season,MIL,1610612749,Milwaukee Bucks,MarJon Beauchamp,1630699,MIL,F,45,36,34.8,1.2,2.0,58.4,60.4,-1.9
2023-24,Regular+Season,LAC,1610612746,Los Angeles Clippers,P.J. Tucker,200782,LAC,F,31,23,29.6,1.2,2.0,62.3,62.6,-0.3
2023-24,Regular+Season,GSW,1610612744,Golden State Warriors,Lester Quinones,1631311,GSW,G,31,23,41.8,1.2,2.0,62.3,60.5,1.8
2023-24,Regular+Season,WAS,1610612764,Washington Wizards,Jared Butler,1630215,WAS,G,36,28,31.0,1.1,2.0,57.7,60.1,-2.3
2023-24,Regular+Season,PHX,1610612756,Phoenix Suns,Nassir Little,1629642,PHX,F-G,38,28,39.4,1.3,1.9,66.2,63.5,2.7
2023-24,Regular+Season,PHX,1610612756,Phoenix Suns,Bol Bol,1629626,PHX,C-F,39,31,36.5,0.9,1.9,44.7,62.2,-17.5
2023-24,Regular+Season,NOP,1610612740,New Orleans Pelicans,Cody Zeller,203469,NOP,F-C,38,34,47.4,1.3,1.9,64.9,63.4,1.5
2023-24,Regular+Season,HOU,1610612745,Houston Rockets,Cam Whitmore,1641715,HOU,F,44,38,32.6,1.3,1.9,65.1,62.8,2.3
2023-24,Regular+Season,UTA,1610612762,Utah Jazz,Kenneth Lofton Jr.,1631254,UTA,F,18,13,40.2,1.1,1.9,54.3,58.5,-4.2
2023-24,Regular+Season,DEN,1610612743,Denver Nuggets,Collin Gillespie,1631221,DEN,G,18,12,34.3,1.2,1.9,60.0,57.4,2.6
2023-24,Regular+Season,SAS,1610612759,San Antonio Spurs,Blake Wesley,1631104,SAS,G,59,45,33.6,1.3,1.9,66.4,60.8,5.6
2023-24,Regular+Season,PHI,1610612755,Philadelphia 76ers,Danuel House Jr.,1627863,PHI,F-G,34,29,31.3,1.2,1.9,64.6,61.5,3.1
2023-24,Regular+Season,POR,1610612757,Portland Trail Blazers,Ashton Hagans,1630204,POR,G-F,18,15,36.6,0.9,1.9,50.0,60.9,-10.9
2023-24,Regular+Season,MEM,1610612763,Memphis Grizzlies,DeJon Jarreau,1630610,MEM,G,9,7,34.0,1.0,1.9,52.9,64.8,-11.9
2023-24,Regular+Season,DET,1610612765,Detroit Pistons,Jared Rhoden,1631197,DET,G,16,11,34.9,0.9,1.9,50.0,59.8,-9.8
2023-24,Regular+Season,BOS,1610612738,Boston Celtics,Jaden Springer,1630531,BOS,G,39,30,37.4,1.1,1.9,58.9,59.8,-0.9
2023-24,Regular+Season,LAL,1610612747,Los Angeles Lakers,Skylar Mays,1630219,LAL,G,31,19,39.2,1.2,1.9,63.8,63.7,0.1
2023-24,Regular+Season,WAS,1610612764,Washington Wizards,Anthony Gill,1630264,WAS,F,40,27,34.4,1.3,1.9,67.6,64.6,3.0
2023-24,Regular+Season,CHA,1610612766,Charlotte Hornets,Seth Curry,203552,CHA,G,39,31,36.4,1.5,1.9,79.2,61.5,17.7
2023-24,Regular+Season,DAL,1610612742,Dallas Mavericks,Olivier-Maxence Prosper,1641765,DAL,F,29,20,42.4,1.2,1.8,64.2,59.3,4.9
2023-24,Regular+Season,DET,1610612765,Detroit Pistons,Taj Gibson,201959,DET,F,17,14,35.2,1.0,1.8,54.8,64.6,-9.8
2023-24,Regular+Season,WAS,1610612764,Washington Wizards,Jules Bernard,1631262,WAS,G,15,11,45.8,1.3,1.8,74.1,63.7,10.4
2023-24,Regular+Season,MEM,1610612763,Memphis Grizzlies,Derrick Rose,201565,MEM,G,24,19,34.7,1.3,1.8,72.1,61.4,10.7
2023-24,Regular+Season,SAC,1610612758,Sacramento Kings,Davion Mitchell,1630558,SAC,G,68,53,30.5,1.3,1.8,73.8,61.9,11.9
2023-24,Regular+Season,ATL,1610612737,Atlanta Hawks,Wesley Matthews,202083,ATL,G,36,31,35.8,0.9,1.8,51.6,61.9,-10.3
2023-24,Regular+Season,CHI,1610612741,Chicago Bulls,Jevon Carter,1628975,CHI,G,70,57,34.3,1.1,1.8,60.5,62.2,-1.7
2023-24,Regular+Season,BKN,1610612751,Brooklyn Nets,Jalen Wilson,1630592,BKN,F,38,27,30.5,1.1,1.8,64.2,61.2,3.0
2023-24,Regular+Season,PHI,1610612755,Philadelphia 76ers,KJ Martin,1630231,PHI,F,50,37,37.6,1.2,1.8,65.9,62.8,3.1
2023-24,Regular+Season,GSW,1610612744,Golden State Warriors,Pat Spencer,1630311,GSW,G,4,3,58.3,0.8,1.8,42.9,60.4,-17.6
2023-24,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Ousmane Dieng,1631172,OKC,F,31,24,37.0,1.0,1.7,59.3,59.9,-0.7
2023-24,Regular+Season,ATL,1610612737,Atlanta Hawks,AJ Griffin,1631100,ATL,F,19,17,49.3,1.4,1.7,78.8,59.8,19.0
2023-24,Regular+Season,ATL,1610612737,Atlanta Hawks,Garrison Mathews,1629726,ATL,G,66,50,31.7,1.1,1.7,64.0,61.5,2.6
2023-24,Regular+Season,DET,1610612765,Detroit Pistons,Joe Harris,203925,DET,G-F,14,11,43.6,1.2,1.7,70.8,60.7,10.1
2023-24,Regular+Season,UTA,1610612762,Utah Jazz,Luka Samanic,1629677,UTA,F,35,26,39.7,1.2,1.7,70.0,62.0,8.0
2023-24,Regular+Season,BOS,1610612738,Boston Celtics,Jordan Walsh,1641775,BOS,G,7,4,44.4,1.3,1.7,75.0,61.2,13.9
2023-24,Regular+Season,CHA,1610612766,Charlotte Hornets,Nick Smith Jr.,1641733,CHA,G,48,34,33.1,1.0,1.7,58.5,61.2,-2.7
2023-24,Regular+Season,MIL,1610612749,Milwaukee Bucks,Andre Jackson Jr.,1641748,MIL,G,48,36,38.9,1.1,1.7,65.4,63.4,2.0
2023-24,Regular+Season,ATL,1610612737,Atlanta Hawks,Trent Forrest,1630235,ATL,G,37,29,35.8,1.0,1.7,59.7,60.4,-0.7
2023-24,Regular+Season,DAL,1610612742,Dallas Mavericks,Jaden Hardy,1630702,DAL,G,66,51,33.7,1.2,1.7,72.1,61.7,10.4
2023-24,Regular+Season,SAS,1610612759,San Antonio Spurs,Devonte' Graham,1628984,SAS,G,21,15,36.5,1.0,1.7,60.0,62.5,-2.5
2023-24,Regular+Season,GSW,1610612744,Golden State Warriors,Cory Joseph,202709,GSW,G,24,21,34.5,1.1,1.7,67.5,62.2,5.3
2023-24,Regular+Season,SAC,1610612758,Sacramento Kings,Mason Jones,1630222,SAC,G,3,3,45.5,0.7,1.7,40.0,61.6,-21.6
2023-24,Regular+Season,DAL,1610612742,Dallas Mavericks,Markieff Morris,202693,DAL,F,24,18,40.8,1.2,1.7,72.5,59.7,12.8
2023-24,Regular+Season,PHX,1610612756,Phoenix Suns,Udoka Azubuike,1628962,PHX,C-F,15,11,35.2,0.9,1.7,52.0,62.6,-10.6
2023-24,Regular+Season,PHI,1610612755,Philadelphia 76ers,Terquavion Smith,1631173,PHI,G,9,9,45.5,1.4,1.7,86.7,62.4,24.3
2023-24,Regular+Season,BOS,1610612738,Boston Celtics,JD Davison,1631120,BOS,G,6,5,58.8,1.0,1.7,60.0,59.4,0.6
2023-24,Regular+Season,SAC,1610612758,Sacramento Kings,JaVale McGee,201580,SAC,C-F,44,36,43.4,0.9,1.6,52.8,63.5,-10.7
2023-24,Regular+Season,MIL,1610612749,Milwaukee Bucks,Robin Lopez,201577,MIL,C,8,2,27.7,1.0,1.6,61.5,64.8,-3.2
2023-24,Regular+Season,ATL,1610612737,Atlanta Hawks,Seth Lundy,1641754,ATL,G-F,8,5,46.4,1.1,1.6,69.2,55.3,13.9
2023-24,Regular+Season,DAL,1610612742,Dallas Mavericks,A.J. Lawson,1630639,DAL,G,29,21,43.9,1.0,1.6,63.8,60.1,3.8
2023-24,Regular+Season,HOU,1610612745,Houston Rockets,Reggie Bullock Jr.,203493,HOU,G-F,39,32,42.6,1.2,1.6,73.0,61.6,11.5
2023-24,Regular+Season,PHI,1610612755,Philadelphia 76ers,Ricky Council IV,1641741,PHI,G,28,24,44.6,1.0,1.6,62.2,62.8,-0.6
2023-24,Regular+Season,LAC,1610612746,Los Angeles Clippers,Kobe Brown,1641738,LAC,F,34,23,41.2,0.9,1.6,57.4,61.4,-4.0
2023-24,Regular+Season,WAS,1610612764,Washington Wizards,Eugene Omoruyi,1630647,WAS,F,37,25,30.6,1.0,1.6,61.0,64.2,-3.1
2023-24,Regular+Season,BOS,1610612738,Boston Celtics,Oshae Brissett,1629052,BOS,F-G,53,34,37.7,0.9,1.6,54.8,60.6,-5.8
2023-24,Regular+Season,TOR,1610612761,Toronto Raptors,Otto Porter Jr.,203490,TOR,F,14,11,36.1,0.8,1.6,50.0,63.5,-13.5
2023-24,Regular+Season,CHI,1610612741,Chicago Bulls,Dalen Terry,1631207,CHI,F,52,41,36.0,0.8,1.6,53.1,62.2,-9.1
2023-24,Regular+Season,PHX,1610612756,Phoenix Suns,Saben Lee,1630240,PHX,G,18,14,41.2,1.1,1.6,67.9,61.9,5.9
2023-24,Regular+Season,NYK,1610612752,New York Knicks,Shake Milton,1629003,NYK,G-F,45,35,36.1,1.0,1.6,64.3,62.2,2.1
2023-24,Regular+Season,CHI,1610612741,Chicago Bulls,Julian Phillips,1641763,CHI,F,30,25,38.0,1.0,1.5,65.2,63.1,2.2
2023-24,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Damian Jones,1627745,CLE,C,33,23,36.0,0.8,1.5,52.0,62.8,-10.8
2023-24,Regular+Season,BKN,1610612751,Brooklyn Nets,Armoni Brooks,1629717,BKN,G,8,4,27.9,1.1,1.5,75.0,62.4,12.6
2023-24,Regular+Season,LAC,1610612746,Los Angeles Clippers,Joshua Primo,1630563,LAC,G,2,1,60.0,1.0,1.5,66.7,56.6,10.1
2023-24,Regular+Season,BKN,1610612751,Brooklyn Nets,Keon Johnson,1630553,BKN,G,4,3,35.3,1.3,1.5,83.3,64.8,18.5
2023-24,Regular+Season,ATL,1610612737,Atlanta Hawks,Dylan Windler,1629685,ATL,G-F,12,9,36.7,1.0,1.5,66.7,58.2,8.5
2023-24,Regular+Season,ORL,1610612753,Orlando Magic,Caleb Houstan,1631216,ORL,G,52,32,32.3,0.9,1.5,60.5,62.5,-2.0
2023-24,Regular+Season,MIL,1610612749,Milwaukee Bucks,AJ Green,1631260,MIL,G,48,35,30.4,0.9,1.5,61.4,62.5,-1.1
2023-24,Regular+Season,DEN,1610612743,Denver Nuggets,Julian Strawther,1631124,DEN,G,44,32,36.8,0.8,1.4,56.3,59.9,-3.7
2023-24,Regular+Season,LAL,1610612747,Los Angeles Lakers,Gabe Vincent,1629216,LAL,G,11,9,19.5,0.8,1.4,56.3,59.3,-3.0
2023-24,Regular+Season,MIL,1610612749,Milwaukee Bucks,Ryan Rollins,1631157,MIL,G,9,7,46.4,0.6,1.4,38.5,56.8,-18.4
2023-24,Regular+Season,UTA,1610612762,Utah Jazz,Jason Preston,1630554,UTA,G,7,6,27.8,0.9,1.4,60.0,54.4,5.6
2023-24,Regular+Season,ORL,1610612753,Orlando Magic,Joe Ingles,204060,ORL,F-G,68,53,34.9,1.0,1.4,70.1,61.5,8.6
2023-24,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Luka Garza,1630568,MIN,C,19,14,44.3,0.9,1.4,66.7,63.6,3.1
2023-24,Regular+Season,PHI,1610612755,Philadelphia 76ers,Jeff Dowtin Jr.,1630288,PHI,G,10,6,28.6,1.1,1.4,78.6,58.4,20.1
2023-24,Regular+Season,LAL,1610612747,Los Angeles Lakers,Harry Giles III,1628385,LAL,F-C,18,14,51.0,1.0,1.4,72.0,60.1,11.9
2023-24,Regular+Season,LAL,1610612747,Los Angeles Lakers,Colin Castleton,1630658,LAL,C,11,6,42.9,0.9,1.4,66.7,60.0,6.7
2023-24,Regular+Season,PHI,1610612755,Philadelphia 76ers,Furkan Korkmaz,1627788,PHI,G-F,26,18,47.9,1.0,1.4,74.3,63.8,10.4
2023-24,Regular+Season,IND,1610612754,Indiana Pacers,Quenton Jackson,1631245,IND,G,3,3,66.7,0.7,1.3,50.0,47.5,2.5
2023-24,Regular+Season,SAS,1610612759,San Antonio Spurs,RaiQuan Gray,1630564,SAS,F,3,3,19.0,0.3,1.3,25.0,57.2,-32.2
2023-24,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Daishen Nix,1630227,MIN,G,3,2,50.0,1.0,1.3,75.0,59.2,15.8
2023-24,Regular+Season,MIA,1610612748,Miami Heat,Patty Mills,201988,MIA,G,30,21,28.9,0.9,1.3,71.8,60.5,11.3
2023-24,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Lindy Waters III,1630322,OKC,F,29,23,28.7,0.7,1.3,54.1,60.2,-6.2
2023-24,Regular+Season,DAL,1610612742,Dallas Mavericks,Brandon Williams,1630314,DAL,G,15,7,30.2,0.8,1.3,63.2,59.1,4.1
2023-24,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Jordan McLaughlin,1629162,MIN,G,52,36,32.8,0.8,1.3,60.6,61.4,-0.8
2023-24,Regular+Season,DAL,1610612742,Dallas Mavericks,Greg Brown III,1630535,DAL,F,4,3,27.8,0.8,1.3,60.0,52.3,7.7
2023-24,Regular+Season,SAC,1610612758,Sacramento Kings,Kessler Edwards,1630556,SAC,F,41,26,39.5,0.8,1.2,68.6,59.2,9.5
2023-24,Regular+Season,CHI,1610612741,Chicago Bulls,Terry Taylor,1630678,CHI,F,21,15,29.5,0.7,1.2,53.8,61.3,-7.4
2023-24,Regular+Season,HOU,1610612745,Houston Rockets,Nate Hinton,1630207,HOU,G-F,9,5,47.8,0.8,1.2,63.6,71.4,-7.7
2023-24,Regular+Season,CHI,1610612741,Chicago Bulls,Onuralp Bitim,1641931,CHI,F,20,14,21.6,1.0,1.2,83.3,61.1,22.3
2023-24,Regular+Season,CHI,1610612741,Chicago Bulls,Adama Sanogo,1641766,CHI,F,5,4,30.0,0.8,1.2,66.7,61.1,5.6
2023-24,Regular+Season,LAC,1610612746,Los Angeles Clippers,Moussa Diabaté,1631217,LAC,F,10,6,30.8,0.6,1.2,50.0,61.4,-11.4
2023-24,Regular+Season,UTA,1610612762,Utah Jazz,Kira Lewis Jr.,1630184,UTA,G,22,14,30.2,0.7,1.2,61.5,62.8,-1.3
2023-24,Regular+Season,MIA,1610612748,Miami Heat,Cole Swider,1631306,MIA,F,12,10,36.8,0.6,1.2,50.0,58.7,-8.7
2023-24,Regular+Season,LAC,1610612746,Los Angeles Clippers,Jordan Miller,1641757,LAC,G,6,5,58.3,0.8,1.2,71.4,64.8,6.6
2023-24,Regular+Season,CHA,1610612766,Charlotte Hornets,Amari Bailey,1641735,CHA,G,7,3,40.0,0.4,1.1,37.5,55.3,-17.8
2023-24,Regular+Season,ORL,1610612753,Orlando Magic,Chuma Okeke,1629643,ORL,F,40,22,25.7,0.7,1.1,64.4,61.2,3.3
2023-24,Regular+Season,IND,1610612754,Indiana Pacers,Oscar Tshiebwe,1631131,IND,F-C,8,7,45.0,0.9,1.1,77.8,61.0,16.8
2023-24,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Olivier Sarr,1630846,OKC,C,11,5,35.3,0.6,1.1,58.3,58.0,0.4
2023-24,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Leonard Miller,1631159,MIN,F,11,7,66.7,0.6,1.1,58.3,56.9,1.4
2023-24,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Emoni Bates,1641734,CLE,F,12,9,36.1,0.8,1.1,76.9,62.3,14.7
2023-24,Regular+Season,POR,1610612757,Portland Trail Blazers,Taze Moore,1631386,POR,G,4,2,40.0,0.8,1.0,75.0,64.5,10.5
2023-24,Regular+Season,PHI,1610612755,Philadelphia 76ers,Danny Green,201980,PHI,G,2,2,18.2,1.0,1.0,100,64.9,35.1
2023-24,Regular+Season,ORL,1610612753,Orlando Magic,Kevon Harris,1630284,ORL,G,2,1,66.7,0.5,1.0,50.0,59.6,-9.6
2023-24,Regular+Season,LAL,1610612747,Los Angeles Lakers,D'Moi Hodge,1641793,LAL,G,3,1,16.7,0.7,1.0,66.7,59.0,7.6
2023-24,Regular+Season,CHI,1610612741,Chicago Bulls,Andrew Funk,1641847,CHI,G,2,2,50.0,0.5,1.0,50.0,61.0,-11.0
2023-24,Regular+Season,MIN,1610612750,Minnesota Timberwolves,T.J. Warren,203933,MIN,F,9,5,37.5,0.9,1.0,88.9,63.7,25.2
2023-24,Regular+Season,WAS,1610612764,Washington Wizards,Hamidou Diallo,1628977,WAS,G,1,1,100,1.0,1.0,100,61.0,39.0
2023-24,Regular+Season,MEM,1610612763,Memphis Grizzlies,Shaquille Harrison,1627885,MEM,G,2,1,50.0,1.0,1.0,100,58.4,41.7
2023-24,Regular+Season,LAL,1610612747,Los Angeles Lakers,Jalen Hood-Schifino,1641720,LAL,G,15,10,40.5,0.7,1.0,66.7,62.9,3.7
2023-24,Regular+Season,MIL,1610612749,Milwaukee Bucks,TyTy Washington Jr.,1631102,MIL,G,5,3,33.3,0.4,1.0,40.0,62.8,-22.8
2023-24,Regular+Season,PHI,1610612755,Philadelphia 76ers,Filip Petrusev,1630196,PHI,C,2,2,33.3,0.0,1.0,0.0,51.7,-51.7
2023-24,Regular+Season,SAC,1610612758,Sacramento Kings,Jalen Slawson,1641771,SAC,F,8,6,61.5,0.5,1.0,50.0,61.8,-11.8
2023-24,Regular+Season,HOU,1610612745,Houston Rockets,Nate Williams,1631466,HOU,G,19,12,32.7,0.5,0.9,55.6,60.2,-4.6
2023-24,Regular+Season,LAL,1610612747,Los Angeles Lakers,Maxwell Lewis,1641721,LAL,F,19,14,51.4,0.7,0.9,72.2,63.6,8.6
2023-24,Regular+Season,HOU,1610612745,Houston Rockets,Jermaine Samuels Jr.,1631257,HOU,F,10,4,36.0,0.4,0.9,44.4,58.1,-13.7
2023-24,Regular+Season,DEN,1610612743,Denver Nuggets,Braxton Key,1630296,DEN,F,13,8,61.1,0.6,0.8,72.7,58.6,14.1
2023-24,Regular+Season,BOS,1610612738,Boston Celtics,Svi Mykhailiuk,1629004,BOS,G-F,36,21,25.4,0.5,0.8,56.7,61.9,-5.2
2023-24,Regular+Season,MIL,1610612749,Milwaukee Bucks,Chris Livingston,1641753,MIL,F,12,8,32.3,0.4,0.8,50.0,61.4,-11.4
2023-24,Regular+Season,DEN,1610612743,Denver Nuggets,Jalen Pickett,1629618,DEN,G,18,11,33.3,0.6,0.8,73.3,57.6,15.8
2023-24,Regular+Season,IND,1610612754,Indiana Pacers,Kendall Brown,1631112,IND,G,6,5,45.5,0.3,0.8,40.0,51.2,-11.2
2023-24,Regular+Season,NOP,1610612740,New Orleans Pelicans,Dereon Seabron,1631220,NOP,G,6,3,20.0,0.3,0.8,40.0,65.6,-25.6
2023-24,Regular+Season,SAC,1610612758,Sacramento Kings,Colby Jones,1641732,SAC,G,20,11,27.6,0.6,0.8,75.0,58.2,16.8
2023-24,Regular+Season,CHA,1610612766,Charlotte Hornets,Frank Ntilikina,1628373,CHA,G,5,3,36.4,0.2,0.8,25.0,61.3,-36.3
2023-24,Regular+Season,IND,1610612754,Indiana Pacers,James Johnson,201949,IND,F,8,4,28.6,0.5,0.8,66.7,46.3,20.4
2023-24,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Isaiah Mobley,1630600,CLE,F,8,3,17.6,0.6,0.8,83.3,57.3,26.0
2023-24,Regular+Season,CHA,1610612766,Charlotte Hornets,James Bouknight,1630547,CHA,G,12,7,34.6,0.3,0.8,44.4,69.3,-24.9
2023-24,Regular+Season,GSW,1610612744,Golden State Warriors,Jerome Robinson,1629010,GSW,G,12,6,42.9,0.3,0.8,33.3,52.2,-18.9
2023-24,Regular+Season,DAL,1610612742,Dallas Mavericks,Alex Fudge,1641788,DAL,F,4,3,20.0,0.5,0.8,66.7,70.0,-3.3
2023-24,Regular+Season,SAC,1610612758,Sacramento Kings,Juan Toscano-Anderson,1629308,SAC,F,8,5,27.3,0.5,0.8,66.7,52.8,13.8
2023-24,Regular+Season,DEN,1610612743,Denver Nuggets,Jay Huff,1630643,DEN,C,11,7,33.3,0.5,0.7,62.5,60.7,1.8
2023-24,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Keyontae Johnson,1641749,OKC,F,7,3,29.4,0.6,0.7,80.0,55.3,24.7
2023-24,Regular+Season,ORL,1610612753,Orlando Magic,Jett Howard,1641724,ORL,G,10,7,33.3,0.6,0.7,85.7,61.0,24.7
2023-24,Regular+Season,GSW,1610612744,Golden State Warriors,Usman Garuba,1630586,GSW,F,6,4,40.0,0.3,0.7,50.0,53.6,-3.6
2023-24,Regular+Season,NYK,1610612752,New York Knicks,Charlie Brown Jr.,1629718,NYK,G,3,1,22.2,0.7,0.7,100,68.8,31.3
2023-24,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Pete Nance,1631250,CLE,F,3,2,50.0,0.3,0.7,50.0,57.2,-7.2
2023-24,Regular+Season,MIL,1610612749,Milwaukee Bucks,Thanasis Antetokounmpo,203648,MIL,F,24,12,25.0,0.3,0.7,43.8,56.8,-13.0
2023-24,Regular+Season,HOU,1610612745,Houston Rockets,Boban Marjanovic,1626246,HOU,C,13,6,16.7,0.1,0.6,25.0,58.3,-33.3
