SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,W,L,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,PIE,POSS
2015-16,Pre+Season,CHA,Charlotte Hornets,8,7,1,384.0,101.0,90.9,10.1,57.2,1.40,15.2,20.6,79.6,51.5,14.0,48.0,53.4,97.94,55.2,783
2015-16,Pre+Season,BOS,Boston Celtics,7,6,1,336.0,103.0,91.7,11.3,65.3,1.50,18.0,31.0,71.2,51.9,16.8,49.4,52.7,101.14,58.9,709
2015-16,Pre+Season,MEM,Memphis Grizzlies,7,6,1,336.0,94.7,85.9,8.8,58.9,0.94,14.5,31.4,73.1,52.9,20.9,44.7,50.3,94.07,54.3,657
2015-16,Pre+Season,ORL,Orlando Magic,8,6,2,394.0,101.8,97.8,4.0,60.6,1.38,16.6,30.0,71.7,50.5,16.6,48.4,51.9,95.39,51.2,782
2015-16,Pre+Season,IND,Indiana Pacers,7,5,2,336.0,104.7,100.0,4.7,51.6,1.49,14.3,28.1,71.2,50.1,12.8,47.4,52.5,97.86,55.2,685
2015-16,Pre+Season,OKC,Oklahoma City Thunder,6,5,1,288.0,108.4,96.6,11.8,57.2,1.23,17.1,33.7,72.1,54.0,19.3,55.2,57.8,97.33,59.0,586
2015-16,Pre+Season,SAC,Sacramento Kings,6,5,1,293.0,99.3,95.8,3.6,58.3,1.18,15.4,27.7,71.2,49.8,17.4,48.6,53.3,100.51,55.8,614
2015-16,Pre+Season,TOR,Toronto Raptors,7,5,2,336.0,101.2,95.5,5.7,51.1,1.12,13.5,33.1,76.3,53.7,16.2,46.1,51.4,93.29,52.0,655
2015-16,Pre+Season,ATL,Atlanta Hawks,7,4,3,336.0,93.8,94.7,-0.9,62.4,1.14,15.6,21.7,74.2,49.7,17.8,46.6,52.2,99.21,52.0,695
2015-16,Pre+Season,CHI,Chicago Bulls,8,4,4,384.0,103.6,107.3,-3.7,56.6,1.42,15.4,32.7,77.3,53.8,15.1,47.2,51.0,97.81,46.5,783
2015-16,Pre+Season,DEN,Denver Nuggets,7,4,3,336.0,100.6,97.3,3.3,56.4,1.21,15.3,29.8,71.7,51.0,17.2,48.1,52.0,99.36,52.5,696
2015-16,Pre+Season,MIA,Miami Heat,8,4,4,389.0,96.7,96.9,-0.1,59.8,1.27,15.3,26.8,72.0,49.6,16.1,45.3,50.5,98.04,52.4,795
2015-16,Pre+Season,NYK,New York Knicks,6,4,2,288.0,97.5,93.2,4.3,60.1,1.37,16.5,24.5,71.9,48.9,16.3,48.0,51.7,100.67,54.8,603
2015-16,Pre+Season,PHX,Phoenix Suns,6,4,2,293.0,99.4,96.4,2.9,61.2,1.31,16.7,30.4,67.6,48.8,17.4,48.5,51.7,101.32,53.1,620
2015-16,Pre+Season,WAS,Washington Wizards,7,4,3,336.0,108.7,101.0,7.7,66.0,1.74,19.1,25.4,71.3,49.2,15.1,52.2,56.6,103.36,55.6,723
2015-16,Pre+Season,DET,Detroit Pistons,8,3,5,384.0,106.3,100.1,6.2,60.3,1.47,17.1,30.5,72.9,51.7,16.0,51.1,55.1,96.50,54.6,775
2015-16,Pre+Season,GSW,Golden State Warriors,7,3,4,322.0,103.0,104.3,-1.3,66.7,1.38,17.7,25.4,70.5,48.5,17.4,51.4,55.5,104.73,50.0,702
2015-16,Pre+Season,HOU,Houston Rockets,8,3,5,389.0,103.2,104.2,-1.0,58.3,1.33,15.4,35.0,73.3,52.7,16.2,47.7,51.3,102.54,47.6,832
2015-16,Pre+Season,LAC,LA Clippers,6,3,3,288.0,94.2,98.4,-4.2,65.6,1.21,17.5,19.1,75.4,47.0,19.0,49.6,52.9,103.67,47.6,622
2015-16,Pre+Season,LAL,Los Angeles Lakers,8,3,5,375.0,104.5,106.3,-1.8,55.6,1.28,15.0,29.2,68.4,48.8,15.8,48.2,53.4,97.48,48.5,760
2015-16,Pre+Season,NOP,New Orleans Pelicans,7,3,4,341.0,99.7,103.4,-3.7,48.5,1.11,12.3,25.1,71.5,47.6,14.3,45.2,51.5,102.12,46.3,726
2015-16,Pre+Season,POR,Portland Trail Blazers,7,3,4,346.0,100.6,99.0,1.5,55.1,1.12,15.1,29.4,75.0,52.3,18.1,49.6,53.1,100.30,49.2,724
2015-16,Pre+Season,UTA,Utah Jazz,7,3,4,346.0,99.1,98.7,0.4,51.1,1.06,13.5,27.0,71.9,49.9,16.5,46.9,52.1,95.72,51.6,690
2015-16,Pre+Season,BKN,Brooklyn Nets,6,2,4,288.0,99.2,100.5,-1.4,59.5,1.13,15.1,28.6,72.1,50.1,17.8,46.7,52.8,98.33,49.1,591
2015-16,Pre+Season,MIL,Milwaukee Bucks,6,2,4,288.0,102.4,105.4,-3.0,56.3,1.15,15.6,30.0,69.5,50.7,18.4,49.7,54.0,99.17,47.8,594
2015-16,Pre+Season,MIN,Minnesota Timberwolves,7,2,5,336.0,99.9,110.0,-10.1,66.5,1.26,16.6,25.4,66.9,45.6,17.7,47.4,53.6,95.64,44.3,667
2015-16,Pre+Season,PHI,Philadelphia 76ers,7,2,5,336.0,90.4,98.5,-8.1,57.0,0.86,13.6,24.7,74.2,48.5,20.4,44.9,49.6,105.93,42.5,740
2015-16,Pre+Season,SAS,San Antonio Spurs,6,2,4,288.0,95.9,97.1,-1.2,59.3,1.20,15.8,22.2,76.0,49.2,17.2,47.5,52.2,98.17,47.7,587
2015-16,Pre+Season,CLE,Cleveland Cavaliers,7,1,6,336.0,95.4,101.7,-6.3,67.8,1.23,17.0,22.7,73.9,47.8,18.3,48.2,52.9,99.00,44.4,693
2015-16,Pre+Season,Istanbul Fenerbahce Sports Club,Istanbul Fenerbahce Sports Club,2,1,1,96.0,98.4,110.7,-12.3,68.6,1.20,18.1,34.4,65.9,49.7,21.6,48.5,51.6,93.00,40.1,185
2015-16,Pre+Season,Bauru Paschoalotto/Bauru,Bauru Paschoalotto/Bauru,2,0,2,96.0,92.3,120.0,-27.7,56.7,0.93,14.3,32.1,71.1,49.0,20.9,47.0,49.2,97.75,31.3,196
2015-16,Pre+Season,DAL,Dallas Mavericks,7,0,7,336.0,88.8,98.9,-10.1,60.6,1.12,14.9,21.6,70.6,46.4,17.3,42.7,47.9,101.00,43.4,705
2015-16,Pre+Season,Flamengo Flamengo,Flamengo Flamengo,1,0,1,48.0,79.3,96.8,-17.4,80.0,1.11,16.0,25.5,75.0,47.5,19.6,37.2,42.1,92.50,35.2,92
2015-16,Pre+Season,Haifa Maccabi Haifa,Haifa Maccabi Haifa,2,0,2,96.0,86.5,115.5,-29.0,71.0,1.29,16.7,25.5,55.6,38.2,17.6,42.2,45.6,96.50,31.1,193
2015-16,Pre+Season,Madrid Real Madrid,Madrid Real Madrid,1,0,1,48.0,88.1,101.8,-13.8,59.4,0.73,13.2,31.0,68.4,49.6,23.9,43.5,48.7,109.00,38.6,109
2015-16,Pre+Season,Milano Olimpia Milano,Milano Olimpia Milano,1,0,1,48.0,92.9,126.5,-33.7,48.6,0.82,13.8,32.0,-,-,22.4,50.0,50.5,98.00,28.8,98
2015-16,Regular+Season,GSW,Golden State Warriors,82,73,9,3976.0,113.5,102.8,10.6,68.0,1.91,20.4,26.7,72.0,50.7,15.0,56.3,59.3,100.24,56.7,8,303
2015-16,Regular+Season,SAS,San Antonio Spurs,82,67,15,3941.0,109.3,98.2,11.1,61.1,1.88,18.8,26.6,74.6,51.6,13.8,52.6,56.4,94.54,57.8,7,767
2015-16,Regular+Season,CLE,Cleveland Cavaliers,82,57,25,3971.0,110.2,103.9,6.3,58.7,1.67,17.4,29.4,74.2,51.9,14.3,52.4,55.8,93.82,52.8,7,764
2015-16,Regular+Season,TOR,Toronto Raptors,82,56,26,3956.0,109.3,104.8,4.4,51.1,1.43,14.9,30.0,73.6,52.0,13.9,50.4,55.2,93.35,52.5,7,707
2015-16,Regular+Season,OKC,Oklahoma City Thunder,82,55,27,3966.0,112.1,104.8,7.4,55.8,1.44,16.7,34.7,72.0,54.1,16.2,52.4,56.5,97.54,54.6,8,061
2015-16,Regular+Season,LAC,LA Clippers,82,53,29,3966.0,107.2,102.7,4.5,59.6,1.76,17.4,23.4,69.7,47.2,13.3,52.4,55.6,96.81,53.3,7,995
2015-16,Regular+Season,ATL,Atlanta Hawks,82,48,34,3966.0,104.6,100.8,3.9,66.3,1.71,19.0,23.4,69.8,47.4,15.2,51.6,55.2,97.63,52.8,8,059
2015-16,Regular+Season,BOS,Boston Celtics,82,48,34,3956.0,105.8,102.5,3.3,61.6,1.76,17.4,29.0,70.7,49.5,13.8,48.8,53.1,99.43,52.0,8,191
2015-16,Regular+Season,CHA,Charlotte Hornets,82,48,34,3971.0,106.4,103.7,2.7,58.6,1.73,16.7,24.4,75.4,49.9,12.9,50.2,54.5,96.24,51.1,7,966
2015-16,Regular+Season,MIA,Miami Heat,82,48,34,3966.0,105.5,103.7,1.7,54.3,1.48,16.3,28.0,72.9,51.2,14.8,50.8,54.5,94.14,52.5,7,779
2015-16,Regular+Season,IND,Indiana Pacers,82,45,37,3976.0,103.8,102.2,1.6,55.4,1.43,16.1,27.1,71.4,49.4,15.1,49.7,53.6,97.35,51.8,8,068
2015-16,Regular+Season,DET,Detroit Pistons,82,44,38,3976.0,105.3,104.9,0.3,51.2,1.44,14.8,31.3,75.3,52.1,14.0,49.1,52.2,95.75,48.6,7,942
2015-16,Regular+Season,POR,Portland Trail Blazers,82,44,38,3961.0,107.6,106.8,0.8,55.2,1.46,16.0,29.4,72.8,51.0,15.0,51.1,54.8,97.06,49.3,8,012
2015-16,Regular+Season,CHI,Chicago Bulls,82,42,40,3981.0,104.1,105.5,-1.4,59.1,1.64,17.0,29.0,71.4,50.6,14.2,48.7,52.6,96.60,49.4,8,008
2015-16,Regular+Season,DAL,Dallas Mavericks,82,42,40,4001.0,105.5,105.9,-0.4,59.2,1.73,17.0,24.1,72.3,48.4,13.2,50.2,54.4,95.34,50.3,7,950
2015-16,Regular+Season,MEM,Memphis Grizzlies,82,42,40,3966.0,104.7,107.1,-2.4,56.2,1.56,16.0,29.8,70.9,49.5,14.0,47.7,52.4,93.95,48.3,7,763
2015-16,Regular+Season,HOU,Houston Rockets,82,41,41,3966.0,107.3,107.3,0.0,58.9,1.39,16.4,29.7,69.2,49.2,16.1,51.6,55.3,98.42,49.0,8,139
2015-16,Regular+Season,WAS,Washington Wizards,82,41,41,3951.0,104.5,105.1,-0.5,61.9,1.69,18.1,25.0,73.7,49.0,14.5,51.1,54.4,99.16,49.7,8,163
2015-16,Regular+Season,UTA,Utah Jazz,82,40,42,3991.0,105.0,103.2,1.8,52.6,1.27,15.1,30.3,73.1,51.7,16.1,50.1,54.0,91.66,50.8,7,625
2015-16,Regular+Season,ORL,Orlando Magic,82,35,47,3981.0,104.4,106.0,-1.6,59.6,1.67,17.6,27.1,72.6,49.5,14.4,50.0,53.3,96.68,48.8,8,018
2015-16,Regular+Season,DEN,Denver Nuggets,82,33,49,3966.0,104.9,108.2,-3.3,60.1,1.55,16.9,30.4,73.2,51.3,15.1,48.9,53.1,96.34,47.9,7,963
2015-16,Regular+Season,MIL,Milwaukee Bucks,82,33,49,3966.0,103.4,107.8,-4.5,60.3,1.52,17.6,28.6,68.9,49.0,15.9,49.9,53.7,95.05,48.3,7,858
2015-16,Regular+Season,SAC,Sacramento Kings,82,33,49,3961.0,105.3,107.6,-2.3,61.2,1.52,17.6,28.1,71.7,50.0,16.0,51.0,54.6,100.66,49.4,8,302
2015-16,Regular+Season,NYK,New York Knicks,82,32,50,3961.0,103.9,106.7,-2.8,55.7,1.53,16.0,28.0,71.8,50.2,14.2,48.3,52.7,94.12,48.7,7,763
2015-16,Regular+Season,NOP,New Orleans Pelicans,82,30,52,3956.0,104.8,108.4,-3.7,57.7,1.65,16.8,25.2,74.8,49.3,13.7,49.8,53.7,97.64,47.2,8,041
2015-16,Regular+Season,MIN,Minnesota Timberwolves,82,29,53,3976.0,105.4,109.0,-3.5,61.9,1.56,17.6,27.9,70.2,49.4,15.5,49.8,54.9,96.20,49.7,7,965
2015-16,Regular+Season,PHX,Phoenix Suns,82,23,59,3941.0,101.5,107.9,-6.5,55.8,1.21,15.4,29.7,73.3,50.8,17.3,48.7,52.6,99.39,45.0,8,152
2015-16,Regular+Season,BKN,Brooklyn Nets,82,21,61,3951.0,102.4,109.7,-7.4,58.3,1.51,17.0,27.9,71.6,49.4,15.3,49.2,52.7,96.12,46.0,7,903
2015-16,Regular+Season,LAL,Los Angeles Lakers,82,17,65,3946.0,100.7,110.3,-9.7,51.3,1.31,14.1,27.1,71.2,48.4,14.2,46.0,50.9,96.55,42.4,7,930
2015-16,Regular+Season,PHI,Philadelphia 76ers,82,10,72,3961.0,98.4,108.6,-10.2,59.4,1.31,16.3,25.0,69.3,46.6,16.5,48.7,51.9,98.44,42.8,8,119
2015-16,Playoffs,CLE,Cleveland Cavaliers,21,16,5,1008.0,114.6,105.2,9.5,55.4,1.70,16.8,30.7,74.5,52.8,13.7,54.4,57.3,91.40,55.1,1,919
2015-16,Playoffs,GSW,Golden State Warriors,24,15,9,1157.0,109.7,105.1,4.5,62.4,1.74,17.9,27.5,67.6,48.2,14.3,52.9,56.2,97.83,53.5,2,357
2015-16,Playoffs,OKC,Oklahoma City Thunder,18,11,7,864.0,111.3,105.8,5.5,53.6,1.48,15.5,33.9,72.7,53.5,14.5,50.1,55.1,95.61,53.3,1,721
2015-16,Playoffs,TOR,Toronto Raptors,20,10,10,975.0,101.7,106.4,-4.7,45.8,1.21,12.9,30.7,73.7,50.7,14.2,46.3,50.7,90.39,44.6,1,837
2015-16,Playoffs,MIA,Miami Heat,14,7,7,687.0,104.4,101.3,3.1,44.4,1.24,13.6,27.0,74.0,51.6,14.2,50.0,53.9,90.62,53.8,1,299
2015-16,Playoffs,SAS,San Antonio Spurs,10,6,4,480.0,109.8,100.5,9.3,55.0,1.84,17.0,27.0,68.6,48.5,12.5,51.9,55.7,92.65,56.8,929
2015-16,Playoffs,POR,Portland Trail Blazers,11,5,6,533.0,106.3,108.5,-2.3,58.1,1.65,15.8,30.3,73.4,51.3,13.2,48.3,52.3,98.03,46.6,1,087
2015-16,Playoffs,ATL,Atlanta Hawks,10,4,6,485.0,103.2,104.0,-0.8,61.7,1.57,17.2,25.5,70.5,49.0,14.8,49.4,53.3,96.10,51.6,970
2015-16,Playoffs,CHA,Charlotte Hornets,7,3,4,336.0,98.8,108.1,-9.3,42.6,1.44,11.8,22.1,72.4,46.1,10.3,43.2,49.4,91.57,43.1,640
2015-16,Playoffs,IND,Indiana Pacers,7,3,4,336.0,103.8,101.9,1.9,55.0,1.26,15.2,26.8,62.0,46.0,16.0,49.5,54.9,90.43,53.8,632
2015-16,Playoffs,BOS,Boston Celtics,6,2,4,293.0,94.3,101.2,-6.9,61.2,1.43,15.5,27.0,74.8,49.6,14.7,43.2,47.5,97.72,43.6,597
2015-16,Playoffs,LAC,LA Clippers,6,2,4,288.0,102.6,101.9,0.7,48.9,1.88,14.3,26.5,69.3,47.9,10.1,47.1,50.2,95.67,51.1,575
2015-16,Playoffs,DAL,Dallas Mavericks,5,1,4,240.0,101.7,120.4,-18.7,58.2,1.75,16.5,26.3,62.7,44.3,12.8,47.4,51.1,92.60,39.0,461
2015-16,Playoffs,HOU,Houston Rockets,5,1,4,240.0,91.4,110.7,-19.3,54.5,0.95,13.3,33.2,74.2,51.6,19.0,43.0,46.7,99.60,34.4,499
2015-16,Playoffs,DET,Detroit Pistons,4,0,4,192.0,109.2,119.3,-10.1,60.4,2.07,18.4,24.3,70.1,48.1,12.1,53.7,55.9,86.88,47.4,348
2015-16,Playoffs,MEM,Memphis Grizzlies,4,0,4,192.0,89.3,113.2,-23.9,51.6,1.06,13.5,30.0,73.3,49.2,17.1,42.3,45.5,90.88,32.8,363
