SEASON,SEASON_TYPE,TEAM_ABB,TEAM_ID,TEAM_NAME,PLAYER_NAME,PLAYER_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,GP,G,FREQ,FG3M,FG3A,FG3_PCT,NS_FG3_PCT,PLUSMINUS
2021-22,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Zavier Simpson,1630285,OKC,G,4,4,43.2,4.0,8.0,50.0,35.8,14.2
2021-22,Regular+Season,MIL,1610612749,Milwaukee Bucks,Jrue Holiday,201950,MIL,G,66,66,44.8,2.5,6.4,39.4,35.9,3.5
2021-22,Regular+Season,ORL,1610612753,Orlando Magic,Devin Cannady,1629962,ORL,G,5,5,50.0,2.4,6.4,37.5,35.0,2.5
2021-22,Regular+Season,HOU,1610612745,Houston Rockets,Christian Wood,1626174,HOU,F,68,66,38.3,2.4,6.3,37.8,35.3,2.4
2021-22,Regular+Season,BKN,1610612751,Brooklyn Nets,Kevin Durant,201142,BKN,F,55,55,43.7,2.2,6.2,35.1,35.3,-0.2
2021-22,Regular+Season,TOR,1610612761,Toronto Raptors,Pascal Siakam,1627783,TOR,F,68,68,37.9,2.3,6.2,36.5,35.5,1.0
2021-22,Regular+Season,CHA,1610612766,Charlotte Hornets,Miles Bridges,1628970,CHA,F,80,80,39.2,2.1,6.2,33.4,35.3,-1.9
2021-22,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Shai Gilgeous-Alexander,1628983,OKC,G,56,56,43.8,2.6,6.2,41.7,35.5,6.3
2021-22,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Luguentz Dort,1629652,OKC,G,51,51,48.2,2.1,6.1,34.3,35.8,-1.5
2021-22,Regular+Season,NYK,1610612752,New York Knicks,RJ Barrett,1629628,NYK,F-G,70,68,42.2,2.0,6.0,33.3,35.5,-2.3
2021-22,Regular+Season,POR,1610612757,Portland Trail Blazers,Josh Hart,1628404,POR,G,54,54,41.7,2.2,5.8,37.7,35.8,1.9
2021-22,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Darius Bazley,1629647,OKC,F,69,69,39.9,2.0,5.7,34.8,35.8,-1.1
2021-22,Regular+Season,GSW,1610612744,Golden State Warriors,Andrew Wiggins,203952,GSW,F,73,73,40.4,2.0,5.7,34.5,35.9,-1.4
2021-22,Regular+Season,LAL,1610612747,Los Angeles Lakers,Anthony Davis,203076,LAL,F-C,40,40,33.4,1.9,5.7,32.6,35.2,-2.6
2021-22,Regular+Season,NOP,1610612740,New Orleans Pelicans,CJ McCollum,203468,NOP,G,62,62,41.5,2.2,5.5,39.9,35.5,4.5
2021-22,Regular+Season,SAC,1610612758,Sacramento Kings,De'Aaron Fox,1628368,SAC,G,59,59,39.3,2.0,5.5,37.2,35.4,1.8
2021-22,Regular+Season,BOS,1610612738,Boston Celtics,Juwan Morgan,1629752,BOS,F,2,2,68.8,1.5,5.5,27.3,31.3,-4.1
2021-22,Regular+Season,TOR,1610612761,Toronto Raptors,Scottie Barnes,1630567,TOR,F,74,73,33.9,1.9,5.5,34.7,34.9,-0.2
2021-22,Regular+Season,MIL,1610612749,Milwaukee Bucks,Khris Middleton,203114,MIL,F,66,66,42.9,2.0,5.4,36.7,35.5,1.2
2021-22,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Anthony Edwards,1630162,MIN,G,72,72,41.9,2.0,5.4,36.6,35.6,1.0
2021-22,Regular+Season,MIA,1610612748,Miami Heat,P.J. Tucker,200782,MIA,F,71,71,45.3,1.9,5.4,34.9,35.6,-0.7
2021-22,Regular+Season,CHI,1610612741,Chicago Bulls,Zach LaVine,203897,CHI,G-F,67,67,45.7,2.3,5.3,43.8,35.8,8.1
2021-22,Regular+Season,MIL,1610612749,Milwaukee Bucks,Pat Connaughton,1626192,MIL,G,65,65,45.8,1.9,5.3,35.5,35.0,0.4
2021-22,Regular+Season,PHX,1610612756,Phoenix Suns,Devin Booker,1626164,PHX,G,68,68,38.2,1.7,5.3,32.7,35.9,-3.2
2021-22,Regular+Season,MIN,1610612750,Minnesota Timberwolves,D'Angelo Russell,1626156,MIN,G,65,65,38.7,1.6,5.2,30.6,35.7,-5.1
2021-22,Regular+Season,NYK,1610612752,New York Knicks,Julius Randle,203944,NYK,F-C,72,71,39.6,1.7,5.2,32.6,35.0,-2.4
2021-22,Regular+Season,UTA,1610612762,Utah Jazz,Rudy Gobert,203497,UTA,C,66,64,24.9,1.7,5.2,32.7,33.9,-1.2
2021-22,Regular+Season,WAS,1610612764,Washington Wizards,Bradley Beal,203078,WAS,G,40,40,42.5,1.7,5.2,33.5,36.4,-2.9
2021-22,Regular+Season,MIA,1610612748,Miami Heat,Kyle Lowry,200768,MIA,G,63,62,42.7,2.0,5.1,39.6,35.5,4.1
2021-22,Regular+Season,LAC,1610612746,Los Angeles Clippers,Reggie Jackson,202704,LAC,G,75,75,38.6,1.6,5.1,31.8,35.9,-4.1
2021-22,Regular+Season,DET,1610612765,Detroit Pistons,Cade Cunningham,1630595,DET,G,64,63,35.2,1.9,5.1,37.3,36.2,1.1
2021-22,Regular+Season,ATL,1610612737,Atlanta Hawks,John Collins,1628381,ATL,F-C,54,54,35.8,2.0,5.1,39.1,35.1,4.0
2021-22,Regular+Season,PHI,1610612755,Philadelphia 76ers,James Harden,201935,PHI,G,65,64,37.7,1.8,5.1,35.5,35.0,0.6
2021-22,Regular+Season,CHI,1610612741,Chicago Bulls,Lonzo Ball,1628366,CHI,G,35,34,35.2,2.0,5.1,39.9,35.4,4.5
2021-22,Regular+Season,NYK,1610612752,New York Knicks,Kemba Walker,202689,NYK,G,37,37,43.5,1.9,5.1,38.3,36.0,2.3
2021-22,Regular+Season,BOS,1610612738,Boston Celtics,Robert Williams III,1629057,BOS,C-F,61,60,37.6,1.6,5.1,31.7,35.3,-3.6
2021-22,Regular+Season,POR,1610612757,Portland Trail Blazers,Damian Lillard,203081,POR,G,29,28,41.6,1.8,5.0,35.6,35.9,-0.3
2021-22,Regular+Season,MIL,1610612749,Milwaukee Bucks,Giannis Antetokounmpo,203507,MIL,F,67,65,36.2,1.8,5.0,35.8,35.1,0.8
2021-22,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Evan Mobley,1630596,CLE,C,69,69,28.5,2.0,5.0,40.9,35.7,5.3
2021-22,Regular+Season,LAC,1610612746,Los Angeles Clippers,Paul George,202331,LAC,F,31,30,36.7,1.5,4.9,30.1,35.9,-5.8
2021-22,Regular+Season,GSW,1610612744,Golden State Warriors,Draymond Green,203110,GSW,F,45,45,37.3,1.7,4.9,35.1,34.8,0.3
2021-22,Regular+Season,POR,1610612757,Portland Trail Blazers,Brandon Williams,1630314,POR,G,24,24,44.2,2.1,4.9,42.4,35.7,6.7
2021-22,Regular+Season,MIL,1610612749,Milwaukee Bucks,Grayson Allen,1628960,MIL,G,66,65,46.3,1.6,4.9,33.4,35.7,-2.3
2021-22,Regular+Season,DAL,1610612742,Dallas Mavericks,Luka Dončić,1629029,DAL,F-G,65,64,35.0,1.8,4.9,37.2,35.3,1.9
2021-22,Regular+Season,DET,1610612765,Detroit Pistons,Marvin Bagley III,1628963,DET,F,48,47,43.1,1.7,4.8,34.8,35.2,-0.5
2021-22,Regular+Season,BOS,1610612738,Boston Celtics,Jaylen Brown,1627759,BOS,G-F,66,65,39.4,1.7,4.8,34.4,35.7,-1.4
2021-22,Regular+Season,BOS,1610612738,Boston Celtics,Marcus Smart,203935,BOS,G,71,69,45.4,1.6,4.8,33.0,35.9,-2.8
2021-22,Regular+Season,MIL,1610612749,Milwaukee Bucks,Bobby Portis,1626171,MIL,F,72,71,35.4,1.4,4.8,30.2,35.6,-5.3
2021-22,Regular+Season,NOP,1610612740,New Orleans Pelicans,Herbert Jones,1630529,NOP,F,78,77,40.3,1.8,4.8,37.4,35.5,1.9
2021-22,Regular+Season,PHI,1610612755,Philadelphia 76ers,Tyrese Maxey,1630178,PHI,G,75,75,39.3,1.6,4.8,34.6,35.5,-0.9
2021-22,Regular+Season,TOR,1610612761,Toronto Raptors,Fred VanVleet,1627832,TOR,G,65,65,33.4,1.7,4.8,35.0,35.3,-0.4
2021-22,Regular+Season,DAL,1610612742,Dallas Mavericks,Dorian Finney-Smith,1627827,DAL,F,80,79,34.5,1.7,4.7,35.1,35.4,-0.3
2021-22,Regular+Season,ATL,1610612737,Atlanta Hawks,De'Andre Hunter,1629631,ATL,F-G,53,52,37.9,1.8,4.7,37.8,35.7,2.2
2021-22,Regular+Season,LAL,1610612747,Los Angeles Lakers,LeBron James,2544,LAL,F,56,55,36.4,1.6,4.7,33.2,35.4,-2.2
2021-22,Regular+Season,MEM,1610612763,Memphis Grizzlies,Desmond Bane,1630217,MEM,G,76,75,39.0,1.6,4.7,33.7,35.7,-2.0
2021-22,Regular+Season,PHX,1610612756,Phoenix Suns,Mikal Bridges,1628969,PHX,F,82,81,37.1,1.6,4.7,34.0,35.1,-1.1
2021-22,Regular+Season,LAC,1610612746,Los Angeles Clippers,Norman Powell,1626181,LAC,G,44,43,44.0,1.5,4.6,32.4,35.7,-3.4
2021-22,Regular+Season,CHA,1610612766,Charlotte Hornets,Terry Rozier,1626179,CHA,G,73,72,37.6,1.7,4.6,37.6,36.3,1.3
2021-22,Regular+Season,POR,1610612757,Portland Trail Blazers,Nassir Little,1629642,POR,F-G,42,42,40.2,1.4,4.6,29.4,35.9,-6.5
2021-22,Regular+Season,DEN,1610612743,Denver Nuggets,Nikola Jokić,203999,DEN,C,74,72,21.6,1.7,4.6,36.1,35.0,1.1
2021-22,Regular+Season,ATL,1610612737,Atlanta Hawks,Bogdan Bogdanović,203992,ATL,G,63,62,38.4,1.7,4.6,37.6,35.5,2.1
2021-22,Regular+Season,MEM,1610612763,Memphis Grizzlies,Dillon Brooks,1628415,MEM,G-F,32,31,37.6,1.8,4.6,38.8,34.8,3.9
2021-22,Regular+Season,BOS,1610612738,Boston Celtics,Al Horford,201143,BOS,C-F,69,66,30.4,1.5,4.6,33.5,34.6,-1.1
2021-22,Regular+Season,MIA,1610612748,Miami Heat,Caleb Martin,1628997,MIA,F,59,56,42.7,1.2,4.6,26.7,35.7,-9.0
2021-22,Regular+Season,LAL,1610612747,Los Angeles Lakers,Talen Horton-Tucker,1629659,LAL,G,60,60,41.8,1.6,4.6,35.0,35.7,-0.7
2021-22,Regular+Season,UTA,1610612762,Utah Jazz,Royce O'Neale,1626220,UTA,F,77,77,36.0,1.7,4.6,37.9,35.3,2.6
2021-22,Regular+Season,CHI,1610612741,Chicago Bulls,Alex Caruso,1627936,CHI,G,41,40,39.5,1.4,4.6,29.9,35.6,-5.7
2021-22,Regular+Season,NYK,1610612752,New York Knicks,Alec Burks,202692,NYK,G,81,81,42.3,1.4,4.5,31.3,35.3,-4.0
2021-22,Regular+Season,MIA,1610612748,Miami Heat,Gabe Vincent,1629216,MIA,G,64,62,46.4,1.4,4.5,31.0,35.6,-4.5
2021-22,Regular+Season,ORL,1610612753,Orlando Magic,Mo Bamba,1628964,ORL,C,71,66,31.4,1.5,4.5,32.5,35.0,-2.5
2021-22,Regular+Season,BOS,1610612738,Boston Celtics,Jayson Tatum,1628369,BOS,F-G,76,73,37.8,1.5,4.5,33.0,36.1,-3.0
2021-22,Regular+Season,ATL,1610612737,Atlanta Hawks,Trae Young,1629027,ATL,G,76,76,40.8,1.6,4.5,35.7,35.9,-0.2
2021-22,Regular+Season,HOU,1610612745,Houston Rockets,Kevin Porter Jr.,1629645,HOU,G-F,61,60,36.6,1.5,4.5,33.3,35.1,-1.8
2021-22,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Josh Giddey,1630581,OKC,G,54,52,36.8,1.4,4.5,30.6,35.8,-5.2
2021-22,Regular+Season,LAC,1610612746,Los Angeles Clippers,Marcus Morris Sr.,202694,LAC,F,54,53,44.8,1.6,4.5,35.5,35.9,-0.4
2021-22,Regular+Season,TOR,1610612761,Toronto Raptors,OG Anunoby,1628384,TOR,F,48,47,38.5,1.5,4.5,33.0,34.7,-1.7
2021-22,Regular+Season,MIA,1610612748,Miami Heat,Tyler Herro,1629639,MIA,G,66,64,38.2,1.4,4.5,31.4,35.8,-4.3
2021-22,Regular+Season,IND,1610612754,Indiana Pacers,Tyrese Haliburton,1630169,IND,G,77,76,37.1,1.6,4.5,35.8,35.7,0.1
2021-22,Regular+Season,POR,1610612757,Portland Trail Blazers,Anfernee Simons,1629014,POR,G,57,55,41.0,1.8,4.5,39.8,36.1,3.6
2021-22,Regular+Season,DEN,1610612743,Denver Nuggets,Jeff Green,201145,DEN,F,75,74,41.9,1.4,4.5,32.0,35.0,-3.0
2021-22,Regular+Season,MIA,1610612748,Miami Heat,Bam Adebayo,1628389,MIA,C-F,56,54,35.6,1.3,4.5,30.1,35.9,-5.8
2021-22,Regular+Season,SAS,1610612759,San Antonio Spurs,Dejounte Murray,1627749,SAS,G,68,68,34.5,1.6,4.4,35.8,35.4,0.4
2021-22,Regular+Season,DAL,1610612742,Dallas Mavericks,Jalen Brunson,1628973,DAL,G,79,78,44.5,1.5,4.4,34.8,35.5,-0.7
2021-22,Regular+Season,ORL,1610612753,Orlando Magic,Franz Wagner,1630532,ORL,F,77,76,37.2,1.6,4.4,36.8,35.9,0.9
2021-22,Regular+Season,GSW,1610612744,Golden State Warriors,Stephen Curry,201939,GSW,G,64,64,41.4,1.4,4.4,31.4,35.8,-4.4
2021-22,Regular+Season,CHA,1610612766,Charlotte Hornets,LaMelo Ball,1630163,CHA,G,75,74,41.2,1.6,4.4,36.9,35.6,1.3
2021-22,Regular+Season,PHX,1610612756,Phoenix Suns,Deandre Ayton,1629028,PHX,C,58,55,27.1,1.4,4.4,32.4,35.0,-2.6
2021-22,Regular+Season,BKN,1610612751,Brooklyn Nets,Kyrie Irving,202681,BKN,G,29,28,34.6,1.6,4.4,35.2,36.2,-1.0
2021-22,Regular+Season,MIA,1610612748,Miami Heat,Jimmy Butler III,202710,MIA,F,57,57,45.0,1.4,4.4,31.1,35.8,-4.7
2021-22,Regular+Season,DAL,1610612742,Dallas Mavericks,Spencer Dinwiddie,203915,DAL,G,67,66,41.0,1.6,4.4,35.6,35.5,0.1
2021-22,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Jaden McDaniels,1630183,MIN,F,70,70,39.3,1.6,4.4,37.0,35.5,1.5
2021-22,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Darius Garland,1629636,CLE,G,68,67,38.9,1.6,4.4,36.5,35.8,0.7
2021-22,Regular+Season,SAS,1610612759,San Antonio Spurs,Keldon Johnson,1629640,SAS,F-G,75,74,36.2,1.5,4.4,34.3,34.9,-0.6
2021-22,Regular+Season,ORL,1610612753,Orlando Magic,Cole Anthony,1630175,ORL,G,64,64,37.4,1.7,4.4,39.1,35.9,3.1
2021-22,Regular+Season,CHA,1610612766,Charlotte Hornets,Cody Martin,1628998,CHA,F,71,69,41.8,1.6,4.3,37.7,35.6,2.1
2021-22,Regular+Season,PHX,1610612756,Phoenix Suns,Jae Crowder,203109,PHX,F,67,65,37.2,1.5,4.3,35.5,35.7,-0.2
2021-22,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Jaylen Hoard,1629658,OKC,F,6,6,29.2,2.0,4.3,46.2,33.9,12.3
2021-22,Regular+Season,DET,1610612765,Detroit Pistons,Derrick Walton Jr.,1628476,DET,G,3,3,31.7,1.3,4.3,30.8,35.9,-5.1
2021-22,Regular+Season,WAS,1610612764,Washington Wizards,Kristaps Porziņģis,204001,WAS,F-C,51,50,29.6,1.6,4.3,37.7,34.8,2.9
2021-22,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Lauri Markkanen,1628374,CLE,F-C,61,60,31.8,1.6,4.3,36.9,36.0,0.9
2021-22,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Karl-Anthony Towns,1626157,MIN,C-F,74,71,28.8,1.5,4.3,35.5,35.9,-0.3
2021-22,Regular+Season,NOP,1610612740,New Orleans Pelicans,Brandon Ingram,1627742,NOP,F,55,54,43.5,1.3,4.3,30.9,36.1,-5.2
2021-22,Regular+Season,BKN,1610612751,Brooklyn Nets,Seth Curry,203552,BKN,G,64,62,39.7,1.4,4.3,33.6,35.9,-2.3
2021-22,Regular+Season,LAC,1610612746,Los Angeles Clippers,Robert Covington,203496,LAC,F,71,71,36.3,1.7,4.3,39.3,35.6,3.7
2021-22,Regular+Season,CHA,1610612766,Charlotte Hornets,P.J. Washington,1629023,CHA,F,65,63,34.8,1.4,4.3,34.1,35.4,-1.3
2021-22,Regular+Season,MEM,1610612763,Memphis Grizzlies,Ja Morant,1629630,MEM,G,57,57,34.4,1.5,4.3,34.7,35.6,-0.9
2021-22,Regular+Season,CHI,1610612741,Chicago Bulls,Nikola Vučević,202696,CHI,C,73,67,21.2,1.5,4.3,36.1,34.8,1.3
2021-22,Regular+Season,BKN,1610612751,Brooklyn Nets,Nic Claxton,1629651,BKN,F-C,47,44,38.6,1.6,4.2,37.2,35.2,2.0
2021-22,Regular+Season,ATL,1610612737,Atlanta Hawks,Kevin Huerter,1628989,ATL,G-F,74,74,37.4,1.5,4.2,36.1,36.2,-0.1
2021-22,Regular+Season,ORL,1610612753,Orlando Magic,Wendell Carter Jr.,1628976,ORL,C-F,62,61,28.6,1.5,4.2,35.4,35.0,0.4
2021-22,Regular+Season,SAC,1610612758,Sacramento Kings,Harrison Barnes,203084,SAC,F,77,75,35.9,1.7,4.2,39.8,35.2,4.5
2021-22,Regular+Season,MEM,1610612763,Memphis Grizzlies,Jaren Jackson Jr.,1628991,MEM,F-C,78,77,33.9,1.4,4.2,34.3,35.4,-1.1
2021-22,Regular+Season,IND,1610612754,Indiana Pacers,Chris Duarte,1630537,IND,G,55,53,36.4,1.1,4.2,27.6,36.0,-8.4
2021-22,Regular+Season,CHA,1610612766,Charlotte Hornets,Jalen McDaniels,1629667,CHA,F-C,51,48,46.2,1.5,4.1,36.0,34.9,1.1
2021-22,Regular+Season,SAC,1610612758,Sacramento Kings,Davion Mitchell,1630558,SAC,G,75,73,40.4,1.4,4.1,34.5,35.6,-1.0
2021-22,Regular+Season,DET,1610612765,Detroit Pistons,Isaiah Stewart,1630191,DET,F-C,71,70,28.7,1.4,4.1,34.1,35.4,-1.3
2021-22,Regular+Season,MIA,1610612748,Miami Heat,Max Strus,1629622,MIA,G-F,68,65,44.7,1.4,4.1,34.5,35.6,-1.0
2021-22,Regular+Season,DEN,1610612743,Denver Nuggets,Aaron Gordon,203932,DEN,F,75,75,35.0,1.4,4.1,34.4,35.7,-1.3
2021-22,Regular+Season,IND,1610612754,Indiana Pacers,Buddy Hield,1627741,IND,G,81,80,31.6,1.6,4.1,38.1,35.7,2.4
2021-22,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Caris LeVert,1627747,CLE,G,58,57,39.5,1.5,4.1,37.6,36.2,1.4
2021-22,Regular+Season,DEN,1610612743,Denver Nuggets,Will Barton,203115,DEN,G,71,69,38.8,1.5,4.1,35.9,36.0,-0.2
2021-22,Regular+Season,LAL,1610612747,Los Angeles Lakers,Russell Westbrook,201566,LAL,G,78,77,38.2,1.5,4.1,36.5,35.7,0.8
2021-22,Regular+Season,HOU,1610612745,Houston Rockets,Jae'Sean Tate,1630256,HOU,F,78,77,35.5,1.4,4.1,34.0,35.5,-1.6
2021-22,Regular+Season,MIL,1610612749,Milwaukee Bucks,Brook Lopez,201572,MIL,C,13,12,28.5,1.4,4.1,34.0,34.1,-0.1
2021-22,Regular+Season,SAC,1610612758,Sacramento Kings,Donte DiVincenzo,1628978,SAC,G,42,42,43.2,1.6,4.1,40.4,35.8,4.5
2021-22,Regular+Season,WAS,1610612764,Washington Wizards,Deni Avdija,1630166,WAS,F,81,76,32.8,1.3,4.0,32.3,35.9,-3.6
2021-22,Regular+Season,PHX,1610612756,Phoenix Suns,Chris Paul,101108,PHX,G,65,63,41.5,1.4,4.0,33.8,35.6,-1.7
2021-22,Regular+Season,BOS,1610612738,Boston Celtics,Derrick White,1628401,BOS,G,75,72,32.3,1.5,4.0,37.8,35.0,2.9
2021-22,Regular+Season,NOP,1610612740,New Orleans Pelicans,Devonte' Graham,1628984,NOP,G,76,75,43.1,1.5,4.0,36.0,36.0,0.0
2021-22,Regular+Season,ORL,1610612753,Orlando Magic,Jalen Suggs,1630591,ORL,G,48,48,40.0,1.4,4.0,33.7,36.3,-2.7
2021-22,Regular+Season,LAL,1610612747,Los Angeles Lakers,Austin Reaves,1630559,LAL,G,61,60,35.1,1.2,4.0,29.6,35.8,-6.2
2021-22,Regular+Season,DET,1610612765,Detroit Pistons,Killian Hayes,1630165,DET,G,66,63,39.4,1.4,4.0,36.5,35.8,0.7
2021-22,Regular+Season,TOR,1610612761,Toronto Raptors,Gary Trent Jr.,1629018,TOR,G-F,70,67,41.5,1.5,4.0,38.5,35.6,2.9
2021-22,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Jarrett Allen,1628386,CLE,C,56,55,25.1,1.2,4.0,30.6,35.1,-4.5
2021-22,Regular+Season,BOS,1610612738,Boston Celtics,Grant Williams,1629684,BOS,F,77,74,35.3,1.4,4.0,36.7,35.2,1.5
2021-22,Regular+Season,UTA,1610612762,Utah Jazz,Donovan Mitchell,1628378,UTA,G,67,65,41.3,1.4,4.0,34.7,35.7,-1.0
2021-22,Regular+Season,CHA,1610612766,Charlotte Hornets,Kelly Oubre Jr.,1626162,CHA,F-G,76,75,40.5,1.5,4.0,37.2,35.7,1.5
2021-22,Regular+Season,NYK,1610612752,New York Knicks,Cam Reddish,1629629,NYK,F-G,48,45,44.7,1.2,3.9,31.2,35.5,-4.3
2021-22,Regular+Season,SAS,1610612759,San Antonio Spurs,Jakob Poeltl,1627751,SAS,C,68,65,20.3,1.4,3.9,35.2,35.3,-0.1
2021-22,Regular+Season,NOP,1610612740,New Orleans Pelicans,Jonas Valančiūnas,202685,NOP,C,74,71,23.8,1.4,3.9,36.9,35.1,1.8
2021-22,Regular+Season,UTA,1610612762,Utah Jazz,Jordan Clarkson,203903,UTA,G,79,75,43.1,1.3,3.9,31.9,35.5,-3.5
2021-22,Regular+Season,PHI,1610612755,Philadelphia 76ers,Joel Embiid,203954,PHI,C-F,68,63,20.4,1.4,3.9,35.5,34.5,1.0
2021-22,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Patrick Beverley,201976,MIN,G,58,57,40.3,1.1,3.9,27.1,35.2,-8.1
2021-22,Regular+Season,MIA,1610612748,Miami Heat,Victor Oladipo,203506,MIA,G,8,8,46.3,1.3,3.9,32.3,33.7,-1.4
2021-22,Regular+Season,SAC,1610612758,Sacramento Kings,Domantas Sabonis,1627734,SAC,F-C,62,61,24.6,1.2,3.9,32.1,35.0,-2.9
2021-22,Regular+Season,BOS,1610612738,Boston Celtics,Daniel Theis,1628464,BOS,F-C,47,44,31.9,1.3,3.9,34.1,33.9,0.1
2021-22,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Aaron Wiggins,1630598,OKC,G,50,48,37.4,1.2,3.9,32.1,36.0,-3.9
2021-22,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Aleksej Pokusevski,1630197,OKC,F,61,60,40.0,1.3,3.9,32.3,35.1,-2.8
2021-22,Regular+Season,LAC,1610612746,Los Angeles Clippers,Ivica Zubac,1627826,LAC,C,76,70,23.8,1.6,3.8,40.7,35.2,5.5
2021-22,Regular+Season,BKN,1610612751,Brooklyn Nets,Bruce Brown,1628971,BKN,G-F,72,69,35.1,1.1,3.8,29.2,35.0,-5.8
2021-22,Regular+Season,MIL,1610612749,Milwaukee Bucks,Rayjon Tucker,1629730,MIL,G,5,3,55.9,2.2,3.8,57.9,34.6,23.2
2021-22,Regular+Season,HOU,1610612745,Houston Rockets,Garrison Mathews,1629726,HOU,G,65,62,37.3,1.4,3.8,38.1,35.3,2.7
2021-22,Regular+Season,POR,1610612757,Portland Trail Blazers,Reggie Perry,1629617,POR,F-C,10,10,34.9,1.3,3.8,34.2,34.5,-0.3
2021-22,Regular+Season,PHI,1610612755,Philadelphia 76ers,Tobias Harris,202699,PHI,F,73,71,30.8,1.1,3.8,28.9,35.8,-6.9
2021-22,Regular+Season,HOU,1610612745,Houston Rockets,Jalen Green,1630224,HOU,G,67,66,36.6,1.5,3.8,39.4,35.9,3.4
2021-22,Regular+Season,UTA,1610612762,Utah Jazz,Bojan Bogdanovic,202711,UTA,F,69,65,38.7,1.5,3.8,40.0,35.2,4.8
2021-22,Regular+Season,MIL,1610612749,Milwaukee Bucks,George Hill,201588,MIL,G,54,53,41.2,1.3,3.8,35.5,34.9,0.6
2021-22,Regular+Season,NYK,1610612752,New York Knicks,Evan Fournier,203095,NYK,G-F,80,79,37.8,1.2,3.8,32.7,36.0,-3.4
2021-22,Regular+Season,ORL,1610612753,Orlando Magic,Gary Harris,203914,ORL,G,61,57,41.5,1.4,3.8,37.1,36.3,0.8
2021-22,Regular+Season,NYK,1610612752,New York Knicks,Derrick Rose,201565,NYK,G,26,26,39.0,1.1,3.7,28.9,34.9,-6.0
2021-22,Regular+Season,IND,1610612754,Indiana Pacers,Malcolm Brogdon,1627763,IND,G,36,36,32.0,1.2,3.7,32.8,35.6,-2.7
2021-22,Regular+Season,CHI,1610612741,Chicago Bulls,Coby White,1629632,CHI,G,61,58,34.7,1.3,3.7,34.4,35.8,-1.5
2021-22,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Kevin Love,201567,CLE,F-C,74,72,37.0,1.2,3.7,32.7,34.7,-2.0
2021-22,Regular+Season,UTA,1610612762,Utah Jazz,Mike Conley,201144,UTA,G,72,70,37.1,1.4,3.7,36.9,35.4,1.5
2021-22,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Vít Krejčí,1630249,OKC,G,29,27,39.0,1.1,3.7,30.6,35.8,-5.2
2021-22,Regular+Season,SAC,1610612758,Sacramento Kings,Chimezie Metu,1629002,SAC,F-C,59,56,38.7,1.4,3.7,38.1,34.8,3.3
2021-22,Regular+Season,LAL,1610612747,Los Angeles Lakers,Carmelo Anthony,2546,LAL,F,69,67,36.0,1.2,3.7,32.7,35.4,-2.7
2021-22,Regular+Season,MIA,1610612748,Miami Heat,Duncan Robinson,1629130,MIA,F,79,76,40.6,1.4,3.7,38.5,35.9,2.6
2021-22,Regular+Season,LAL,1610612747,Los Angeles Lakers,Darren Collison,201954,LAL,G,3,3,68.8,1.7,3.7,45.5,32.0,13.4
2021-22,Regular+Season,NYK,1610612752,New York Knicks,Immanuel Quickley,1630193,NYK,G,78,76,41.9,1.2,3.7,33.2,34.9,-1.7
2021-22,Regular+Season,GSW,1610612744,Golden State Warriors,Jordan Poole,1629673,GSW,G,76,76,42.1,1.3,3.7,35.5,35.8,-0.3
2021-22,Regular+Season,ORL,1610612753,Orlando Magic,BJ Johnson,1629168,ORL,F,3,3,40.7,2.0,3.7,54.5,31.6,23.0
2021-22,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Melvin Frazier Jr.,1628982,OKC,G-F,3,3,39.3,2.0,3.7,54.5,37.0,17.5
2021-22,Regular+Season,LAL,1610612747,Los Angeles Lakers,Malik Monk,1628370,LAL,G,76,72,33.8,1.3,3.7,34.5,36.2,-1.7
2021-22,Regular+Season,BKN,1610612751,Brooklyn Nets,Patty Mills,201988,BKN,G,81,79,40.8,1.2,3.6,33.4,35.2,-1.8
2021-22,Regular+Season,CHA,1610612766,Charlotte Hornets,Gordon Hayward,202330,CHA,F,49,48,38.3,1.4,3.6,39.7,35.6,4.0
2021-22,Regular+Season,DET,1610612765,Detroit Pistons,Jerami Grant,203924,DET,F,47,46,38.2,1.4,3.6,39.2,35.9,3.3
2021-22,Regular+Season,NYK,1610612752,New York Knicks,Mitchell Robinson,1629011,NYK,C-F,72,67,31.2,1.4,3.6,37.0,35.1,1.9
