SEASON,SEASON_TYPE,PLAYER_NAME,PLAYER_ID,TEAM_ABB,AGE,GP,W,L,MIN,POINTS,DRIVE_PTS,DRIVE_FG_PCT,CATCH_SHOOT_PTS,CATCH_SHOOT_FG_PCT,PULL_UP_PTS,PULL_UP_FG_PCT,PAINT_TOUCH_PTS,PAINT_TOUCH_FG_PCT,POST_TOUCH_PTS,POST_TOUCH_FG_PCT,ELBOW_TOUCH_PTS,ELBOW_TOUCH_FG_PCT,EFF_FG_PCT
2019-20,All+Star,WAS,,31,9,22,19.3,10.0,1.2,42.9,0.8,45.0,0.1,25.0,5.9,70.8,0.3,40.0,1.3,70.0,63.9,0,0
2019-20,All+Star,CHA,,14,6,8,8.9,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.4,77.8,0.1,100,0.1,50.0,75.0,0,0
2019-20,All+Star,CHI,,38,18,20,27.7,14.9,4.1,49.6,4.3,33.1,1.2,43.2,2.2,70.6,0.0,0.0,0.7,71.4,56.4,0,0
2019-20,All+Star,POR,,4,2,2,12.2,5.0,0.5,0.0,2.3,60.0,0.8,100,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0,0
2019-20,All+Star,DAL,,36,13,23,28.8,12.2,2.3,45.7,5.8,49.0,2.1,40.8,0.4,54.5,0.0,0.0,0.2,80.0,61.9,0,0
2019-20,All+Star,LAL,,18,8,10,11.5,1.7,0.6,60.0,0.6,23.5,0.1,25.0,0.4,25.0,0.0,0.0,0.2,100,32.8,0,0
2019-20,All+Star,SAC,,30,7,23,23.4,10.4,0.3,28.6,2.0,53.1,0.0,0.0,6.8,61.1,0.5,42.9,2.4,55.9,57.2,0,0
2019-20,All+Star,NOP,,34,6,28,15.6,4.7,1.1,39.0,1.2,25.0,0.6,39.1,1.3,54.1,0.0,0.0,0.1,25.0,44.3,0,0
2019-20,All+Star,IND,,9,2,7,18.4,8.8,0.0,0.0,4.7,45.2,0.0,0.0,2.6,87.5,1.2,100,0.2,0.0,69.8,0,0
2019-20,All+Star,BKN,,29,11,18,33.1,25.9,3.7,54.7,8.8,41.6,5.4,38.3,4.8,76.7,0.3,80.0,1.3,75.0,58.9,0,0
2019-20,All+Star,NYK,,38,24,14,34.9,15.9,2.8,44.7,6.6,41.3,3.4,45.2,2.1,75.0,0.1,40.0,0.9,77.3,59.9,0,0
2019-20,All+Star,MIN,,32,21,11,18.7,5.0,0.7,36.4,2.3,38.7,1.2,31.3,0.0,0.0,0.0,0.0,0.0,0.0,48.1,0,0
2019-20,All+Star,CHA,,38,14,24,33.4,19.7,7.3,48.1,5.7,38.0,1.9,24.8,2.3,71.4,0.5,44.4,0.4,50.0,52.0,0,0
2019-20,All+Star,DAL,,3,1,2,8.7,2.3,0.0,0.0,1.7,40.0,0.0,0.0,0.7,100,0.0,0.0,0.0,0.0,58.3,0,0
2019-20,All+Star,NYK,,27,18,9,27.5,12.9,1.0,27.5,6.2,43.1,4.1,44.8,0.6,70.0,0.0,0.0,0.4,80.0,60.6,0,0
2019-20,All+Star,NYK,,26,16,10,19.2,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.2,67.6,0.0,0.0,0.1,50.0,65.8,0,0
2019-20,All+Star,TOR,,2,2,0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2019-20,All+Star,NYK,,30,18,12,5.1,1.9,0.1,11.1,1.0,37.0,0.4,57.1,0.2,50.0,0.1,100,0.1,100,50.9,0,0
2019-20,All+Star,IND,,6,0,6,10.8,3.0,0.5,25.0,0.5,16.7,0.8,50.0,0.7,100,0.0,0.0,0.3,50.0,40.0,0,0
2019-20,All+Star,GSW,,37,19,18,24.6,10.4,1.8,44.4,5.9,39.4,0.8,24.0,1.0,59.3,0.0,0.0,0.3,83.3,52.7,0,0
2019-20,All+Star,ATL,,38,18,20,15.6,4.7,0.3,41.7,1.3,23.9,0.2,30.0,2.2,62.7,0.0,0.0,0.3,42.9,50.6,0,0
2019-20,All+Star,DAL,,21,5,16,10.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,60.0,0.1,50.0,0.0,0.0,61.0,0,0
2019-20,All+Star,CHA,,36,13,23,24.0,8.0,0.7,53.3,0.1,66.7,0.0,0.0,5.1,61.9,0.1,100,1.2,48.5,62.1,0,0
2019-20,All+Star,MIL,,37,17,20,28.5,12.0,1.2,42.9,6.9,41.9,0.6,22.2,2.3,53.7,0.3,25.0,0.9,52.6,52.9,0,0
2019-20,All+Star,MIA,,12,7,5,5.5,2.3,0.5,60.0,1.0,33.3,0.0,0.0,0.3,25.0,0.0,0.0,0.0,0.0,46.2,0,0
2019-20,All+Star,ATL,,4,3,1,3.9,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0,0
2019-20,All+Star,CLE,,28,17,11,15.5,6.2,0.4,33.3,1.3,23.5,0.1,50.0,3.0,63.2,0.0,0.0,0.3,44.4,52.1,0,0
2019-20,All+Star,DAL,,38,14,24,28.4,13.3,4.8,60.0,2.4,30.4,1.6,49.2,1.5,72.7,0.1,50.0,0.8,63.2,58.0,0,0
2019-20,All+Star,MIN,,38,24,14,26.4,14.6,2.9,55.3,6.9,41.0,1.4,34.8,1.6,65.9,0.9,75.0,0.4,50.0,57.0,0,0
2019-20,All+Star,BOS,,36,22,14,24.6,10.0,0.6,45.5,0.2,33.3,0.0,0.0,8.2,70.5,0.0,0.0,1.5,69.4,65.1,0,0
2019-20,All+Star,BKN,,33,10,23,29.9,13.3,4.8,53.2,0.4,23.8,0.2,33.3,6.7,68.3,0.1,25.0,1.9,58.1,58.7,0,0
2019-20,All+Star,PHX,,27,15,12,9.4,3.3,0.2,50.0,0.3,66.7,0.1,33.3,2.1,48.1,0.1,33.3,0.9,50.0,49.3,0,0
2019-20,All+Star,LAL,,18,10,8,15.6,7.0,2.1,46.2,2.4,42.9,3.0,37.7,0.2,40.0,0.0,0.0,0.2,66.7,52.2,0,0
2019-20,All+Star,ATL,,38,17,21,32.9,20.5,5.6,50.6,7.9,42.5,3.2,34.0,1.4,75.9,0.0,0.0,0.4,70.0,53.6,0,0
2019-20,All+Star,LAC,,37,15,22,20.6,4.8,0.0,0.0,4.3,40.6,0.2,37.5,0.0,0.0,0.0,0.0,0.1,50.0,59.8,0,0
2019-20,All+Star,PHX,,22,11,11,8.0,1.4,0.5,45.5,0.4,20.0,0.5,35.7,0.4,57.1,0.1,100,0.2,25.0,35.7,0,0
2019-20,All+Star,DEN,,32,22,10,34.6,29.6,3.5,68.2,6.6,50.3,2.7,46.3,8.8,71.8,5.2,62.9,5.3,69.0,66.5,0,0
2019-20,All+Star,MIA,,26,14,12,20.3,9.1,1.5,36.8,3.2,27.5,0.5,29.4,0.5,44.4,0.3,60.0,0.4,100,45.8,0,0
2019-20,All+Star,CHI,,37,18,19,30.5,16.5,1.4,53.5,7.5,44.3,1.0,48.6,4.9,57.6,1.2,40.0,2.3,51.3,57.0,0,0
2019-20,All+Star,SAC,,34,7,27,18.7,5.5,1.1,36.8,1.2,25.5,1.6,41.2,1.0,75.0,0.0,0.0,0.3,62.5,48.0,0,0
2019-20,All+Star,CHI,,2,1,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2019-20,All+Star,BKN,,35,11,24,28.4,13.1,3.8,50.6,5.9,33.0,0.7,27.3,0.7,55.0,0.1,100,0.2,50.0,49.9,0,0
2019-20,All+Star,ORL,,24,11,13,13.0,4.6,1.1,36.7,1.5,42.9,0.5,36.4,1.0,50.0,0.1,100,0.0,0.0,52.7,0,0
2019-20,All+Star,BKN,,15,5,10,15.7,4.3,1.7,37.0,1.6,32.0,0.7,23.5,0.0,0.0,0.0,0.0,0.0,0.0,41.3,0,0
2019-20,All+Star,MIA,,31,17,14,30.8,24.0,7.9,52.6,6.3,46.2,5.6,42.7,0.5,100,0.1,50.0,0.4,50.0,57.7,0,0
2019-20,All+Star,NYK,,28,18,10,32.6,15.3,3.4,47.1,5.4,36.7,1.1,23.1,2.2,68.4,0.1,25.0,0.5,54.5,53.9,0,0
2019-20,All+Star,IND,,3,0,3,27.4,14.0,3.7,40.0,4.3,31.3,0.7,20.0,4.7,77.8,0.0,0.0,0.7,50.0,45.8,0,0
2019-20,All+Star,TOR,,30,17,13,15.8,4.2,0.8,50.0,0.6,15.0,0.2,75.0,1.5,60.0,0.0,0.0,0.1,33.3,44.7,0,0
2019-20,All+Star,MEM,,20,9,11,11.3,4.8,1.4,52.6,0.9,31.6,0.3,28.6,0.6,44.4,0.1,0.0,0.4,50.0,53.9,0,0
2019-20,All+Star,ATL,,38,17,21,31.8,16.2,3.2,49.4,5.8,37.2,0.5,34.6,5.2,65.9,0.6,41.7,1.5,61.0,56.1,0,0
2019-20,All+Star,ORL,,4,2,2,6.2,1.8,0.0,0.0,0.8,50.0,0.0,0.0,1.0,66.7,0.0,0.0,0.0,0.0,70.0,0,0
2019-20,All+Star,UTA,,1,0,1,14.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.3,25.0,0,0
2019-20,All+Star,PHX,,38,23,15,19.6,5.2,0.8,38.7,0.2,36.4,0.1,66.7,2.7,64.8,0.1,50.0,1.0,52.8,61.5,0,0
2019-20,All+Star,OKC,,18,17,1,12.2,4.3,0.8,46.2,1.5,39.1,1.7,57.1,0.2,50.0,0.0,0.0,0.1,50.0,57.3,0,0
2019-20,All+Star,DAL,,30,9,21,31.4,14.7,4.3,47.2,3.9,33.9,0.9,32.5,3.2,65.1,0.5,60.0,1.5,62.5,51.5,0,0
2019-20,All+Star,CHA,,15,5,10,10.3,4.6,0.1,100,0.6,42.9,0.0,0.0,3.0,55.9,0.0,0.0,0.7,80.0,62.5,0,0
2019-20,All+Star,NYK,,14,9,5,3.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100,0.0,0.0,0.1,100,12.5,0,0
2019-20,All+Star,ORL,,29,14,15,33.5,20.8,9.0,46.7,2.7,40.6,3.1,29.1,2.5,74.4,0.9,52.9,1.3,70.8,48.3,0,0
2019-20,All+Star,IND,,38,8,30,33.8,23.6,9.1,57.0,4.1,34.2,5.7,43.6,2.2,64.4,1.4,45.2,1.3,41.9,52.6,0,0
2019-20,All+Star,CHA,,17,6,11,7.7,3.2,0.8,62.5,1.6,37.5,0.3,66.7,0.0,0.0,0.0,0.0,0.2,100,63.2,0,0
2019-20,All+Star,GSW,,25,14,11,15.1,6.1,2.2,42.4,1.3,39.3,1.6,32.1,0.6,47.1,0.0,0.0,0.4,60.0,46.2,0,0
2019-20,All+Star,CHI,,36,16,20,18.5,6.5,1.5,36.7,2.9,36.5,1.6,49.0,0.5,38.9,0.1,25.0,0.1,25.0,47.7,0,0
2019-20,All+Star,PHI,,20,12,8,29.9,16.0,3.2,44.2,6.0,40.2,4.0,33.3,0.8,55.6,0.4,30.0,0.7,66.7,50.6,0,0
2019-20,All+Star,DET,,29,20,9,12.0,5.6,0.7,58.8,1.0,37.9,0.3,57.1,2.4,58.2,0.0,0.0,1.3,62.1,61.7,0,0
2019-20,All+Star,BOS,,38,24,14,32.7,16.8,6.3,58.2,4.8,34.3,6.8,45.7,0.6,76.9,0.0,0.0,0.4,85.7,53.9,0,0
2019-20,All+Star,MIA,,28,17,11,21.9,9.3,2.5,42.3,3.0,36.8,0.3,25.0,1.3,62.5,0.0,0.0,0.2,75.0,54.4,0,0
2019-20,All+Star,MIL,,9,2,7,3.5,2.0,0.0,0.0,1.3,44.4,0.0,0.0,0.4,66.7,0.0,0.0,0.2,50.0,64.3,0,0
2019-20,All+Star,DEN,,36,24,12,28.8,13.0,2.1,42.2,3.5,42.9,1.1,34.0,2.6,53.6,0.0,0.0,1.3,69.0,58.0,0,0
2019-20,All+Star,SAC,,31,6,25,19.3,7.0,1.1,40.5,1.0,32.3,0.1,20.0,3.0,56.5,0.1,50.0,1.1,59.3,51.4,0,0
2019-20,All+Star,PHI,,34,20,14,32.3,14.5,3.4,47.3,5.0,39.3,2.0,27.3,0.7,78.6,0.1,100,0.4,75.0,54.3,0,0
2019-20,All+Star,IND,,16,3,13,15.7,6.9,2.3,41.7,1.6,47.4,0.3,12.5,0.5,75.0,0.0,0.0,0.0,0.0,50.0,0,0
2019-20,All+Star,GSW,,39,21,18,18.2,8.1,0.4,42.1,4.4,34.7,0.7,44.0,1.8,71.4,0.2,80.0,0.3,40.0,55.0,0,0
2019-20,All+Star,TOR,,23,16,7,30.4,19.6,5.9,54.6,5.7,37.3,1.0,29.7,3.0,75.0,0.3,40.0,0.7,50.0,56.0,0,0
2019-20,All+Star,PHX,,22,14,8,6.9,2.7,0.2,28.6,1.1,23.5,0.0,0.0,0.6,62.5,0.0,0.0,0.1,50.0,42.6,0,0
2019-20,All+Star,ATL,,14,2,12,12.3,4.6,1.3,28.0,1.7,26.7,1.0,23.8,0.0,0.0,0.0,0.0,0.1,50.0,38.9,0,0
2019-20,All+Star,POR,,32,18,14,10.6,2.2,0.4,33.3,0.7,20.0,0.5,50.0,0.4,58.3,0.0,0.0,0.0,0.0,39.8,0,0
2019-20,All+Star,HOU,,35,22,13,25.8,13.3,2.8,53.0,5.4,40.6,4.4,42.4,0.1,33.3,0.0,0.0,0.3,50.0,56.1,0,0
2019-20,All+Star,SAS,,3,2,1,2.8,3.0,0.0,0.0,1.0,50.0,0.0,0.0,1.3,100,0.0,0.0,0.0,0.0,75.0,0,0
2019-20,All+Star,MIN,,31,19,12,9.8,3.6,1.6,39.3,0.7,38.9,1.1,29.4,0.1,33.3,0.0,0.0,0.1,50.0,37.8,0,0
2019-20,All+Star,POR,,26,13,13,15.7,5.5,0.1,100,0.3,25.0,0.0,0.0,4.2,73.2,0.0,0.0,0.5,87.5,69.7,0,0
2019-20,All+Star,BOS,,4,3,1,5.1,2.0,0.0,0.0,1.5,33.3,0.0,0.0,0.5,100,0.0,0.0,0.5,100,40.0,0,0
2019-20,All+Star,DET,,35,25,10,20.9,8.3,2.7,50.7,2.1,26.1,0.1,8.7,1.3,56.3,0.0,0.0,0.3,50.0,44.9,0,0
2019-20,All+Star,PHX,,38,23,15,29.5,10.3,0.6,34.6,6.9,42.2,1.9,39.4,0.3,45.5,0.0,0.0,0.1,66.7,60.2,0,0
2019-20,All+Star,MIN,,38,24,14,31.6,11.2,0.3,45.5,0.1,16.7,0.0,0.0,9.1,77.9,0.2,100,1.7,70.0,71.8,0,0
2019-20,All+Star,LAL,,27,19,8,32.5,12.7,2.0,55.8,5.4,44.6,2.9,52.8,2.6,72.7,0.3,37.5,0.9,69.2,61.7,0,0
2019-20,All+Star,SAC,,38,8,30,29.0,14.5,4.7,50.0,4.2,34.2,3.1,34.5,1.3,57.1,0.2,60.0,0.4,100,49.2,0,0
2019-20,All+Star,PHX,,31,19,12,21.9,6.8,0.8,33.3,2.4,31.3,0.0,0.0,2.0,61.2,0.0,0.0,0.5,83.3,50.8,0,0
2019-20,All+Star,CHA,,27,10,17,25.5,8.8,0.0,0.0,0.1,50.0,0.0,0.0,7.7,79.3,0.2,66.7,0.7,90.0,78.3,0,0
2019-20,All+Star,DAL,,25,11,14,20.5,7.7,2.4,50.0,1.9,36.4,4.1,48.4,0.1,100,0.0,0.0,0.0,0.0,55.0,0,0
2019-20,All+Star,MIL,,37,17,20,31.5,16.8,5.6,51.4,4.3,43.1,4.9,41.0,0.4,60.0,0.0,0.0,0.1,100,56.3,0,0
2019-20,All+Star,NOP,,34,8,26,29.9,15.1,4.4,50.9,3.7,32.8,2.4,35.5,2.5,71.4,1.2,45.5,0.4,54.5,50.8,0,0
2019-20,All+Star,BOS,,37,24,13,22.2,7.8,0.2,42.9,5.8,38.6,1.5,37.0,0.5,58.3,0.0,0.0,0.2,75.0,55.7,0,0
2019-20,All+Star,CLE,,21,15,6,26.2,13.9,0.9,43.8,8.4,46.8,2.9,36.8,0.5,83.3,0.0,0.0,0.1,20.0,66.2,0,0
2019-20,All+Star,TOR,,38,22,16,21.4,10.6,1.4,61.1,3.7,36.7,0.2,25.0,3.2,64.2,0.1,28.6,0.9,60.0,60.2,0,0
2019-20,All+Star,MEM,,38,16,22,27.8,14.0,3.1,51.0,4.8,35.0,1.3,36.1,3.1,63.1,0.4,50.0,0.8,68.2,54.2,0,0
2019-20,All+Star,TOR,,38,23,15,34.0,19.1,5.2,47.0,3.7,39.8,2.4,38.5,4.6,64.9,1.0,41.0,1.9,60.4,54.3,0,0
2019-20,All+Star,GSW,,2,0,2,16.0,7.0,1.0,50.0,3.0,66.7,2.0,66.7,1.0,100,0.0,0.0,0.0,0.0,77.8,0,0
2019-20,All+Star,POR,,35,17,18,29.7,21.5,7.5,45.2,2.1,36.8,6.7,32.5,2.3,71.2,0.0,0.0,1.2,56.3,50.2,0,0
2019-20,All+Star,OKC,,37,30,7,33.3,31.9,13.5,58.2,1.7,46.2,13.2,50.1,0.9,66.7,0.8,46.2,0.9,66.7,59.8,0,0
2019-20,All+Star,WAS,,4,1,3,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2019-20,All+Star,POR,,34,16,18,20.5,6.1,1.1,43.8,2.8,32.3,0.6,41.2,0.4,71.4,0.0,0.0,0.4,100,50.3,0,0
2019-20,All+Star,MIA,,35,18,17,16.8,8.3,0.6,38.5,4.2,35.3,1.2,38.5,0.7,75.0,0.0,0.0,0.3,66.7,51.7,0,0
2019-20,All+Star,CHA,,39,14,25,25.8,6.4,1.7,44.2,3.1,39.8,0.2,18.8,0.5,53.3,0.0,0.0,0.5,87.5,52.1,0,0
2019-20,All+Star,DEN,,33,22,11,21.8,6.1,0.3,100,2.8,41.6,0.2,66.7,1.8,69.7,0.0,0.0,0.2,60.0,65.4,0,0
2019-20,All+Star,GSW,,29,17,12,32.2,28.7,5.1,51.3,7.2,38.1,9.7,44.4,1.8,72.0,0.0,0.0,1.0,61.1,58.7,0,0
2019-20,All+Star,SAS,,29,21,8,30.6,17.4,7.4,51.0,3.0,33.0,1.8,31.2,2.5,78.4,0.1,33.3,0.9,73.3,50.9,0,0
2019-20,All+Star,HOU,,28,19,9,22.7,6.0,0.1,50.0,0.2,50.0,0.0,0.0,4.5,48.5,0.2,100,1.0,52.4,50.4,0,0
2019-20,All+Star,UTA,,34,11,23,24.7,9.0,1.1,55.2,4.2,43.2,1.6,31.3,0.7,66.7,0.0,0.0,0.1,100,58.9,0,0
2019-20,All+Star,IND,,27,7,20,17.4,10.2,5.4,54.8,1.5,50.0,5.0,52.0,0.8,71.4,0.0,0.0,0.5,100,56.6,0,0
2019-20,All+Star,IND,,21,3,18,5.8,1.6,0.1,100,1.1,27.6,0.1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,42.6,0,0
2019-20,All+Star,HOU,,21,13,8,23.7,12.0,1.6,38.9,6.1,45.7,0.6,26.1,1.6,62.5,0.1,50.0,0.1,20.0,59.0,0,0
2019-20,All+Star,MIL,,8,5,3,21.1,6.1,1.1,57.1,3.8,45.5,0.8,28.6,0.0,0.0,0.0,0.0,0.0,0.0,60.5,0,0
2019-20,All+Star,UTA,,26,7,19,15.8,5.5,1.1,57.9,2.3,42.6,0.2,25.0,1.1,55.6,0.2,50.0,0.4,60.0,57.7,0,0
2019-20,All+Star,BKN,,31,9,22,26.2,8.0,2.7,50.0,2.1,36.7,1.1,28.0,1.2,58.3,0.0,0.0,0.4,66.7,51.0,0,0
2019-20,All+Star,MIN,,22,14,8,12.8,4.5,1.2,33.3,1.4,32.3,0.8,40.0,0.2,100,0.0,0.0,0.1,100,48.8,0,0
2019-20,All+Star,MIL,,11,4,7,2.6,1.6,0.3,33.3,0.0,0.0,0.0,0.0,0.7,75.0,0.1,0.0,0.0,0.0,66.7,0,0
2019-20,All+Star,CLE,,29,15,14,9.5,4.8,0.0,0.0,1.7,34.0,0.1,33.3,2.6,79.4,0.2,50.0,0.1,0.0,60.0,0,0
2019-20,All+Star,CHA,,25,10,15,16.7,6.4,0.6,40.0,3.0,41.7,0.1,50.0,0.9,69.2,0.0,0.0,0.2,25.0,60.7,0,0
2019-20,All+Star,DEN,,37,24,13,26.9,13.5,1.3,47.2,6.4,39.9,3.7,51.4,0.8,84.6,0.1,100,0.5,70.0,59.7,0,0
2019-20,All+Star,DET,,22,14,8,27.3,12.9,2.1,35.6,3.5,31.3,2.0,47.8,2.4,64.5,2.0,69.6,0.7,54.5,49.4,0,0
2019-20,All+Star,DET,,5,3,2,10.9,5.2,0.4,0.0,0.0,0.0,0.0,0.0,3.2,45.5,0.0,0.0,1.2,66.7,46.7,0,0
2019-20,All+Star,IND,,31,6,25,10.7,4.0,0.3,62.5,0.1,40.0,0.1,66.7,2.4,48.2,0.3,50.0,0.7,80.0,55.8,0,0
2019-20,All+Star,NYK,,5,4,1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2019-20,All+Star,POR,,39,19,20,33.8,13.2,1.7,42.6,6.5,35.7,1.3,31.5,2.3,73.6,0.0,0.0,0.8,81.3,54.2,0,0
2019-20,All+Star,WAS,,10,2,8,28.0,19.3,8.0,51.1,1.8,46.2,6.6,33.8,0.0,0.0,0.0,0.0,0.0,0.0,48.1,0,0
2019-20,All+Star,GSW,,27,15,12,12.9,4.6,0.1,0.0,0.0,0.0,0.0,0.0,3.3,59.7,0.1,0.0,0.4,41.7,57.6,0,0
2019-20,All+Star,WAS,,30,8,22,23.9,12.3,3.6,46.5,4.3,43.3,4.5,45.0,0.1,50.0,0.0,0.0,0.1,66.7,55.9,0,0
2019-20,All+Star,CHI,,32,16,16,26.9,11.9,5.8,52.3,1.1,26.1,1.1,51.5,1.0,92.9,0.0,0.0,0.3,50.0,54.6,0,0
2019-20,All+Star,CHA,,25,10,15,17.8,8.2,2.9,39.0,2.4,33.9,3.0,32.3,0.1,50.0,0.0,0.0,0.0,0.0,44.8,0,0
2019-20,All+Star,PHI,,15,7,8,19.4,8.3,3.7,54.1,1.4,41.2,0.5,44.4,1.1,72.7,0.1,25.0,0.1,16.7,57.4,0,0
2019-20,All+Star,CHI,,2,0,2,2.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100,0.0,0.0,0.0,0.0,66.7,0,0
2019-20,All+Star,NOP,,5,1,4,8.3,2.8,1.2,60.0,1.2,66.7,0.8,100,0.0,0.0,0.0,0.0,0.0,0.0,77.8,0,0
2019-20,All+Star,NYK,,6,5,1,6.3,1.2,0.5,100,0.0,0.0,0.0,0.0,0.3,100,0.0,0.0,0.0,0.0,100,0,0
2019-20,All+Star,NOP,,36,9,27,35.6,21.7,4.3,45.8,6.6,44.5,3.8,32.1,3.9,83.1,0.0,0.0,0.8,76.9,59.6,0,0
2019-20,All+Star,WAS,,28,5,23,11.8,6.9,1.1,58.8,1.8,29.4,0.5,31.8,2.7,78.9,0.1,100,1.1,47.8,49.0,0,0
2019-20,All+Star,ORL,,34,19,15,23.4,9.6,1.8,44.6,4.1,37.0,1.2,34.0,1.5,66.7,0.1,50.0,0.3,41.7,54.3,0,0
2019-20,All+Star,MIA,,6,2,4,31.2,20.7,11.0,69.2,2.0,26.7,7.7,42.0,1.0,100,0.0,0.0,0.0,0.0,53.5,0,0
2019-20,All+Star,NYK,,34,21,13,13.4,5.1,2.1,47.9,1.6,40.4,1.0,29.2,0.2,75.0,0.0,0.0,0.1,33.3,51.3,0,0
2019-20,All+Star,BKN,,29,8,21,19.5,7.4,1.5,34.7,3.3,33.3,1.0,30.6,0.6,61.5,0.0,0.0,0.4,75.0,47.8,0,0
2019-20,All+Star,PHI,,34,20,14,39.6,30.7,10.6,49.6,5.6,45.4,9.4,39.6,0.3,55.6,0.1,50.0,0.1,100,56.0,0,0
2019-20,All+Star,CLE,,27,16,11,10.8,4.7,1.5,51.9,2.1,36.5,0.9,23.8,0.1,33.3,0.0,0.0,0.1,100,44.3,0,0
2019-20,All+Star,BKN,,8,1,7,4.3,1.5,0.0,0.0,0.8,18.2,0.8,66.7,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0,0
2019-20,All+Star,ORL,,39,21,18,16.6,3.2,1.0,51.5,1.6,31.8,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,45.5,0,0
2019-20,All+Star,PHI,,32,20,12,35.9,16.1,3.9,39.6,5.1,38.8,3.0,33.9,1.3,60.0,0.0,0.0,0.8,81.8,50.7,0,0
2019-20,All+Star,SAS,,24,17,7,29.1,24.1,4.7,57.1,4.3,44.7,4.4,38.3,6.2,69.9,1.9,43.9,3.1,49.2,56.4,0,0
2019-20,All+Star,MEM,,24,11,13,21.9,7.9,2.1,37.0,3.3,35.6,1.5,27.8,0.9,72.7,0.0,0.0,0.3,60.0,45.0,0,0
2019-20,All+Star,MIA,,1,0,1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2019-20,All+Star,ATL,,36,17,19,24.2,10.2,1.0,52.9,6.7,48.2,1.5,34.5,0.4,66.7,0.0,0.0,0.3,100,65.8,0,0
2019-20,All+Star,UTA,,5,2,3,30.8,14.4,0.4,50.0,3.0,71.4,0.6,50.0,8.6,72.7,0.0,0.0,1.2,50.0,78.4,0,0
2019-20,All+Star,UTA,,33,11,22,17.3,7.0,2.0,50.0,1.8,37.7,2.2,39.0,0.2,100,0.0,0.0,0.2,75.0,51.4,0,0
2019-20,All+Star,ORL,,38,21,17,30.3,12.4,1.3,64.5,4.3,39.7,0.4,29.2,4.8,67.4,0.2,60.0,1.2,47.1,58.0,0,0
2019-20,All+Star,DET,,3,3,0,14.4,2.0,0.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,100,50.0,0,0
2019-20,All+Star,GSW,,34,20,14,19.0,7.5,0.2,40.0,3.5,45.1,0.5,23.1,2.3,76.2,0.0,0.0,0.2,50.0,62.6,0,0
2019-20,All+Star,WAS,,29,9,20,12.6,4.8,1.7,38.3,0.9,28.1,0.7,30.3,1.1,84.2,0.0,0.0,0.3,60.0,46.7,0,0
2019-20,All+Star,BOS,,11,7,4,9.4,2.8,0.2,100,0.8,27.3,0.4,50.0,1.2,75.0,0.0,0.0,0.0,0.0,55.4,0,0
2019-20,All+Star,POR,,22,12,10,8.4,2.5,0.1,0.0,0.5,14.8,0.0,0.0,1.2,62.5,0.5,50.0,0.3,40.0,32.3,0,0
2019-20,All+Star,LAC,,20,9,11,8.1,3.1,0.3,100,0.0,0.0,0.1,100,2.1,59.4,0.1,50.0,0.5,100,61.5,0,0
2019-20,All+Star,NOP,,32,6,26,17.7,5.2,1.4,60.6,0.1,50.0,0.0,0.0,3.1,60.0,0.1,33.3,0.6,44.4,56.8,0,0
2019-20,All+Star,ATL,,36,17,19,24.6,11.2,1.0,38.1,4.1,35.4,1.3,36.5,2.5,74.1,0.0,0.0,0.8,61.1,54.6,0,0
2019-20,All+Star,CHI,,10,6,4,18.4,9.7,0.4,100,3.5,48.1,0.0,0.0,5.1,72.4,0.6,66.7,2.0,66.7,64.8,0,0
2019-20,All+Star,MEM,,11,7,4,25.8,13.6,0.0,0.0,0.8,40.0,0.0,0.0,11.5,65.1,3.5,63.3,0.6,33.3,63.8,0,0
2019-20,All+Star,SAC,,26,5,21,33.0,20.0,4.3,56.5,4.3,43.7,5.9,37.7,0.8,71.4,0.1,33.3,0.5,85.7,57.0,0,0
2019-20,All+Star,DEN,,25,18,7,11.2,4.1,0.2,66.7,1.2,35.7,0.0,0.0,1.8,70.8,0.0,0.0,0.9,83.3,61.9,0,0
