SEASON,SEASON_TYPE,PLAYER_NAME,PLAYER_ID,TEAM_ABB,AGE,GP,W,L,MIN,POINTS,DRIVE_PTS,DRIVE_FG_PCT,CATCH_SHOOT_PTS,CATCH_SHOOT_FG_PCT,PULL_UP_PTS,PULL_UP_FG_PCT,PAINT_TOUCH_PTS,PAINT_TOUCH_FG_PCT,POST_TOUCH_PTS,POST_TOUCH_FG_PCT,ELBOW_TOUCH_PTS,ELBOW_TOUCH_FG_PCT,EFF_FG_PCT
2017-18,Pre+Season,PHI,,34,20,14,32.3,14.5,3.4,47.3,5.0,39.3,2.0,27.3,0.7,78.6,0.1,100,0.4,75.0,54.3,0,0
2017-18,Pre+Season,IND,,16,3,13,15.7,6.9,2.3,41.7,1.6,47.4,0.3,12.5,0.5,75.0,0.0,0.0,0.0,0.0,50.0,0,0
2017-18,Pre+Season,GSW,,39,21,18,18.2,8.1,0.4,42.1,4.4,34.7,0.7,44.0,1.8,71.4,0.2,80.0,0.3,40.0,55.0,0,0
2017-18,Pre+Season,TOR,,23,16,7,30.4,19.6,5.9,54.6,5.7,37.3,1.0,29.7,3.0,75.0,0.3,40.0,0.7,50.0,56.0,0,0
2017-18,Pre+Season,PHX,,22,14,8,6.9,2.7,0.2,28.6,1.1,23.5,0.0,0.0,0.6,62.5,0.0,0.0,0.1,50.0,42.6,0,0
2017-18,Pre+Season,ATL,,14,2,12,12.3,4.6,1.3,28.0,1.7,26.7,1.0,23.8,0.0,0.0,0.0,0.0,0.1,50.0,38.9,0,0
2017-18,Pre+Season,POR,,32,18,14,10.6,2.2,0.4,33.3,0.7,20.0,0.5,50.0,0.4,58.3,0.0,0.0,0.0,0.0,39.8,0,0
2017-18,Pre+Season,HOU,,35,22,13,25.8,13.3,2.8,53.0,5.4,40.6,4.4,42.4,0.1,33.3,0.0,0.0,0.3,50.0,56.1,0,0
2017-18,Pre+Season,SAS,,3,2,1,2.8,3.0,0.0,0.0,1.0,50.0,0.0,0.0,1.3,100,0.0,0.0,0.0,0.0,75.0,0,0
2017-18,Pre+Season,MIN,,31,19,12,9.8,3.6,1.6,39.3,0.7,38.9,1.1,29.4,0.1,33.3,0.0,0.0,0.1,50.0,37.8,0,0
2017-18,Pre+Season,POR,,26,13,13,15.7,5.5,0.1,100,0.3,25.0,0.0,0.0,4.2,73.2,0.0,0.0,0.5,87.5,69.7,0,0
2017-18,Pre+Season,BOS,,4,3,1,5.1,2.0,0.0,0.0,1.5,33.3,0.0,0.0,0.5,100,0.0,0.0,0.5,100,40.0,0,0
2017-18,Pre+Season,DET,,35,25,10,20.9,8.3,2.7,50.7,2.1,26.1,0.1,8.7,1.3,56.3,0.0,0.0,0.3,50.0,44.9,0,0
2017-18,Pre+Season,PHX,,38,23,15,29.5,10.3,0.6,34.6,6.9,42.2,1.9,39.4,0.3,45.5,0.0,0.0,0.1,66.7,60.2,0,0
2017-18,Pre+Season,MIN,,38,24,14,31.6,11.2,0.3,45.5,0.1,16.7,0.0,0.0,9.1,77.9,0.2,100,1.7,70.0,71.8,0,0
2017-18,Pre+Season,LAL,,27,19,8,32.5,12.7,2.0,55.8,5.4,44.6,2.9,52.8,2.6,72.7,0.3,37.5,0.9,69.2,61.7,0,0
2017-18,Pre+Season,SAC,,38,8,30,29.0,14.5,4.7,50.0,4.2,34.2,3.1,34.5,1.3,57.1,0.2,60.0,0.4,100,49.2,0,0
2017-18,Pre+Season,PHX,,31,19,12,21.9,6.8,0.8,33.3,2.4,31.3,0.0,0.0,2.0,61.2,0.0,0.0,0.5,83.3,50.8,0,0
2017-18,Pre+Season,CHA,,27,10,17,25.5,8.8,0.0,0.0,0.1,50.0,0.0,0.0,7.7,79.3,0.2,66.7,0.7,90.0,78.3,0,0
2017-18,Pre+Season,DAL,,25,11,14,20.5,7.7,2.4,50.0,1.9,36.4,4.1,48.4,0.1,100,0.0,0.0,0.0,0.0,55.0,0,0
2017-18,Pre+Season,MIL,,37,17,20,31.5,16.8,5.6,51.4,4.3,43.1,4.9,41.0,0.4,60.0,0.0,0.0,0.1,100,56.3,0,0
2017-18,Pre+Season,NOP,,34,8,26,29.9,15.1,4.4,50.9,3.7,32.8,2.4,35.5,2.5,71.4,1.2,45.5,0.4,54.5,50.8,0,0
2017-18,Pre+Season,BOS,,37,24,13,22.2,7.8,0.2,42.9,5.8,38.6,1.5,37.0,0.5,58.3,0.0,0.0,0.2,75.0,55.7,0,0
2017-18,Pre+Season,CLE,,21,15,6,26.2,13.9,0.9,43.8,8.4,46.8,2.9,36.8,0.5,83.3,0.0,0.0,0.1,20.0,66.2,0,0
2017-18,Pre+Season,TOR,,38,22,16,21.4,10.6,1.4,61.1,3.7,36.7,0.2,25.0,3.2,64.2,0.1,28.6,0.9,60.0,60.2,0,0
2017-18,Pre+Season,MEM,,38,16,22,27.8,14.0,3.1,51.0,4.8,35.0,1.3,36.1,3.1,63.1,0.4,50.0,0.8,68.2,54.2,0,0
2017-18,Pre+Season,TOR,,38,23,15,34.0,19.1,5.2,47.0,3.7,39.8,2.4,38.5,4.6,64.9,1.0,41.0,1.9,60.4,54.3,0,0
2017-18,Pre+Season,GSW,,2,0,2,16.0,7.0,1.0,50.0,3.0,66.7,2.0,66.7,1.0,100,0.0,0.0,0.0,0.0,77.8,0,0
2017-18,Pre+Season,POR,,35,17,18,29.7,21.5,7.5,45.2,2.1,36.8,6.7,32.5,2.3,71.2,0.0,0.0,1.2,56.3,50.2,0,0
2017-18,Pre+Season,OKC,,37,30,7,33.3,31.9,13.5,58.2,1.7,46.2,13.2,50.1,0.9,66.7,0.8,46.2,0.9,66.7,59.8,0,0
2017-18,Pre+Season,WAS,,4,1,3,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2017-18,Pre+Season,POR,,34,16,18,20.5,6.1,1.1,43.8,2.8,32.3,0.6,41.2,0.4,71.4,0.0,0.0,0.4,100,50.3,0,0
2017-18,Pre+Season,MIA,,35,18,17,16.8,8.3,0.6,38.5,4.2,35.3,1.2,38.5,0.7,75.0,0.0,0.0,0.3,66.7,51.7,0,0
2017-18,Pre+Season,CHA,,39,14,25,25.8,6.4,1.7,44.2,3.1,39.8,0.2,18.8,0.5,53.3,0.0,0.0,0.5,87.5,52.1,0,0
2017-18,Pre+Season,DEN,,33,22,11,21.8,6.1,0.3,100,2.8,41.6,0.2,66.7,1.8,69.7,0.0,0.0,0.2,60.0,65.4,0,0
2017-18,Pre+Season,GSW,,29,17,12,32.2,28.7,5.1,51.3,7.2,38.1,9.7,44.4,1.8,72.0,0.0,0.0,1.0,61.1,58.7,0,0
2017-18,Pre+Season,SAS,,29,21,8,30.6,17.4,7.4,51.0,3.0,33.0,1.8,31.2,2.5,78.4,0.1,33.3,0.9,73.3,50.9,0,0
2017-18,Pre+Season,HOU,,28,19,9,22.7,6.0,0.1,50.0,0.2,50.0,0.0,0.0,4.5,48.5,0.2,100,1.0,52.4,50.4,0,0
2017-18,Pre+Season,UTA,,34,11,23,24.7,9.0,1.1,55.2,4.2,43.2,1.6,31.3,0.7,66.7,0.0,0.0,0.1,100,58.9,0,0
2017-18,Pre+Season,IND,,27,7,20,17.4,10.2,5.4,54.8,1.5,50.0,5.0,52.0,0.8,71.4,0.0,0.0,0.5,100,56.6,0,0
2017-18,Pre+Season,IND,,21,3,18,5.8,1.6,0.1,100,1.1,27.6,0.1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,42.6,0,0
2017-18,Pre+Season,HOU,,21,13,8,23.7,12.0,1.6,38.9,6.1,45.7,0.6,26.1,1.6,62.5,0.1,50.0,0.1,20.0,59.0,0,0
2017-18,Pre+Season,MIL,,8,5,3,21.1,6.1,1.1,57.1,3.8,45.5,0.8,28.6,0.0,0.0,0.0,0.0,0.0,0.0,60.5,0,0
2017-18,Pre+Season,UTA,,26,7,19,15.8,5.5,1.1,57.9,2.3,42.6,0.2,25.0,1.1,55.6,0.2,50.0,0.4,60.0,57.7,0,0
2017-18,Pre+Season,BKN,,31,9,22,26.2,8.0,2.7,50.0,2.1,36.7,1.1,28.0,1.2,58.3,0.0,0.0,0.4,66.7,51.0,0,0
2017-18,Pre+Season,MIN,,22,14,8,12.8,4.5,1.2,33.3,1.4,32.3,0.8,40.0,0.2,100,0.0,0.0,0.1,100,48.8,0,0
2017-18,Pre+Season,MIL,,11,4,7,2.6,1.6,0.3,33.3,0.0,0.0,0.0,0.0,0.7,75.0,0.1,0.0,0.0,0.0,66.7,0,0
2017-18,Pre+Season,CLE,,29,15,14,9.5,4.8,0.0,0.0,1.7,34.0,0.1,33.3,2.6,79.4,0.2,50.0,0.1,0.0,60.0,0,0
2017-18,Pre+Season,CHA,,25,10,15,16.7,6.4,0.6,40.0,3.0,41.7,0.1,50.0,0.9,69.2,0.0,0.0,0.2,25.0,60.7,0,0
2017-18,Pre+Season,DEN,,37,24,13,26.9,13.5,1.3,47.2,6.4,39.9,3.7,51.4,0.8,84.6,0.1,100,0.5,70.0,59.7,0,0
2017-18,Pre+Season,DET,,22,14,8,27.3,12.9,2.1,35.6,3.5,31.3,2.0,47.8,2.4,64.5,2.0,69.6,0.7,54.5,49.4,0,0
2017-18,Pre+Season,DET,,5,3,2,10.9,5.2,0.4,0.0,0.0,0.0,0.0,0.0,3.2,45.5,0.0,0.0,1.2,66.7,46.7,0,0
2017-18,Pre+Season,IND,,31,6,25,10.7,4.0,0.3,62.5,0.1,40.0,0.1,66.7,2.4,48.2,0.3,50.0,0.7,80.0,55.8,0,0
2017-18,Pre+Season,NYK,,5,4,1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2017-18,Pre+Season,POR,,39,19,20,33.8,13.2,1.7,42.6,6.5,35.7,1.3,31.5,2.3,73.6,0.0,0.0,0.8,81.3,54.2,0,0
2017-18,Pre+Season,WAS,,10,2,8,28.0,19.3,8.0,51.1,1.8,46.2,6.6,33.8,0.0,0.0,0.0,0.0,0.0,0.0,48.1,0,0
2017-18,Pre+Season,GSW,,27,15,12,12.9,4.6,0.1,0.0,0.0,0.0,0.0,0.0,3.3,59.7,0.1,0.0,0.4,41.7,57.6,0,0
2017-18,Pre+Season,WAS,,30,8,22,23.9,12.3,3.6,46.5,4.3,43.3,4.5,45.0,0.1,50.0,0.0,0.0,0.1,66.7,55.9,0,0
2017-18,Pre+Season,CHI,,32,16,16,26.9,11.9,5.8,52.3,1.1,26.1,1.1,51.5,1.0,92.9,0.0,0.0,0.3,50.0,54.6,0,0
2017-18,Pre+Season,CHA,,25,10,15,17.8,8.2,2.9,39.0,2.4,33.9,3.0,32.3,0.1,50.0,0.0,0.0,0.0,0.0,44.8,0,0
2017-18,Pre+Season,PHI,,15,7,8,19.4,8.3,3.7,54.1,1.4,41.2,0.5,44.4,1.1,72.7,0.1,25.0,0.1,16.7,57.4,0,0
2017-18,Pre+Season,CHI,,2,0,2,2.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100,0.0,0.0,0.0,0.0,66.7,0,0
2017-18,Pre+Season,NOP,,5,1,4,8.3,2.8,1.2,60.0,1.2,66.7,0.8,100,0.0,0.0,0.0,0.0,0.0,0.0,77.8,0,0
2017-18,Pre+Season,NYK,,6,5,1,6.3,1.2,0.5,100,0.0,0.0,0.0,0.0,0.3,100,0.0,0.0,0.0,0.0,100,0,0
2017-18,Pre+Season,NOP,,36,9,27,35.6,21.7,4.3,45.8,6.6,44.5,3.8,32.1,3.9,83.1,0.0,0.0,0.8,76.9,59.6,0,0
2017-18,Pre+Season,WAS,,28,5,23,11.8,6.9,1.1,58.8,1.8,29.4,0.5,31.8,2.7,78.9,0.1,100,1.1,47.8,49.0,0,0
2017-18,Pre+Season,ORL,,34,19,15,23.4,9.6,1.8,44.6,4.1,37.0,1.2,34.0,1.5,66.7,0.1,50.0,0.3,41.7,54.3,0,0
2017-18,Pre+Season,MIA,,6,2,4,31.2,20.7,11.0,69.2,2.0,26.7,7.7,42.0,1.0,100,0.0,0.0,0.0,0.0,53.5,0,0
2017-18,Pre+Season,NYK,,34,21,13,13.4,5.1,2.1,47.9,1.6,40.4,1.0,29.2,0.2,75.0,0.0,0.0,0.1,33.3,51.3,0,0
2017-18,Pre+Season,BKN,,29,8,21,19.5,7.4,1.5,34.7,3.3,33.3,1.0,30.6,0.6,61.5,0.0,0.0,0.4,75.0,47.8,0,0
2017-18,Pre+Season,PHI,,34,20,14,39.6,30.7,10.6,49.6,5.6,45.4,9.4,39.6,0.3,55.6,0.1,50.0,0.1,100,56.0,0,0
2017-18,Pre+Season,CLE,,27,16,11,10.8,4.7,1.5,51.9,2.1,36.5,0.9,23.8,0.1,33.3,0.0,0.0,0.1,100,44.3,0,0
2017-18,Pre+Season,BKN,,8,1,7,4.3,1.5,0.0,0.0,0.8,18.2,0.8,66.7,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0,0
2017-18,Pre+Season,ORL,,39,21,18,16.6,3.2,1.0,51.5,1.6,31.8,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,45.5,0,0
2017-18,Pre+Season,PHI,,32,20,12,35.9,16.1,3.9,39.6,5.1,38.8,3.0,33.9,1.3,60.0,0.0,0.0,0.8,81.8,50.7,0,0
2017-18,Pre+Season,SAS,,24,17,7,29.1,24.1,4.7,57.1,4.3,44.7,4.4,38.3,6.2,69.9,1.9,43.9,3.1,49.2,56.4,0,0
2017-18,Pre+Season,MEM,,24,11,13,21.9,7.9,2.1,37.0,3.3,35.6,1.5,27.8,0.9,72.7,0.0,0.0,0.3,60.0,45.0,0,0
2017-18,Pre+Season,MIA,,1,0,1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2017-18,Pre+Season,ATL,,36,17,19,24.2,10.2,1.0,52.9,6.7,48.2,1.5,34.5,0.4,66.7,0.0,0.0,0.3,100,65.8,0,0
2017-18,Pre+Season,UTA,,5,2,3,30.8,14.4,0.4,50.0,3.0,71.4,0.6,50.0,8.6,72.7,0.0,0.0,1.2,50.0,78.4,0,0
2017-18,Pre+Season,UTA,,33,11,22,17.3,7.0,2.0,50.0,1.8,37.7,2.2,39.0,0.2,100,0.0,0.0,0.2,75.0,51.4,0,0
2017-18,Pre+Season,ORL,,38,21,17,30.3,12.4,1.3,64.5,4.3,39.7,0.4,29.2,4.8,67.4,0.2,60.0,1.2,47.1,58.0,0,0
2017-18,Pre+Season,DET,,3,3,0,14.4,2.0,0.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,100,50.0,0,0
2017-18,Pre+Season,GSW,,34,20,14,19.0,7.5,0.2,40.0,3.5,45.1,0.5,23.1,2.3,76.2,0.0,0.0,0.2,50.0,62.6,0,0
2017-18,Pre+Season,WAS,,29,9,20,12.6,4.8,1.7,38.3,0.9,28.1,0.7,30.3,1.1,84.2,0.0,0.0,0.3,60.0,46.7,0,0
2017-18,Pre+Season,BOS,,11,7,4,9.4,2.8,0.2,100,0.8,27.3,0.4,50.0,1.2,75.0,0.0,0.0,0.0,0.0,55.4,0,0
2017-18,Pre+Season,POR,,22,12,10,8.4,2.5,0.1,0.0,0.5,14.8,0.0,0.0,1.2,62.5,0.5,50.0,0.3,40.0,32.3,0,0
2017-18,Pre+Season,LAC,,20,9,11,8.1,3.1,0.3,100,0.0,0.0,0.1,100,2.1,59.4,0.1,50.0,0.5,100,61.5,0,0
2017-18,Pre+Season,NOP,,32,6,26,17.7,5.2,1.4,60.6,0.1,50.0,0.0,0.0,3.1,60.0,0.1,33.3,0.6,44.4,56.8,0,0
2017-18,Pre+Season,ATL,,36,17,19,24.6,11.2,1.0,38.1,4.1,35.4,1.3,36.5,2.5,74.1,0.0,0.0,0.8,61.1,54.6,0,0
2017-18,Pre+Season,CHI,,10,6,4,18.4,9.7,0.4,100,3.5,48.1,0.0,0.0,5.1,72.4,0.6,66.7,2.0,66.7,64.8,0,0
2017-18,Pre+Season,MEM,,11,7,4,25.8,13.6,0.0,0.0,0.8,40.0,0.0,0.0,11.5,65.1,3.5,63.3,0.6,33.3,63.8,0,0
2017-18,Pre+Season,SAC,,26,5,21,33.0,20.0,4.3,56.5,4.3,43.7,5.9,37.7,0.8,71.4,0.1,33.3,0.5,85.7,57.0,0,0
2017-18,Pre+Season,DEN,,25,18,7,11.2,4.1,0.2,66.7,1.2,35.7,0.0,0.0,1.8,70.8,0.0,0.0,0.9,83.3,61.9,0,0
2017-18,Pre+Season,BKN,,29,10,19,22.5,9.1,1.1,42.1,4.4,31.4,0.7,47.1,0.9,100,0.0,0.0,0.3,100,52.0,0,0
2017-18,Pre+Season,NOP,,24,6,18,28.9,22.8,11.2,50.8,0.0,0.0,0.5,28.6,4.5,66.2,1.2,52.9,1.6,64.3,57.4,0,0
2017-18,Regular+Season,TOR,,4,0,4,7.3,4.3,0.0,0.0,2.3,42.9,0.0,0.0,1.0,100,0.0,0.0,0.0,0.0,43.3,0,0
2017-18,Regular+Season,MIL,,34,16,18,29.2,10.2,0.2,57.1,6.7,43.2,2.5,41.1,0.2,60.0,0.0,0.0,0.0,0.0,62.4,0,0
2017-18,Regular+Season,WAS,,20,4,16,6.9,1.8,0.5,20.0,0.3,28.6,0.3,25.0,0.2,66.7,0.0,0.0,0.0,0.0,33.3,0,0
2017-18,Regular+Season,DEN,,16,11,5,27.3,18.1,3.3,50.0,4.5,41.7,2.8,36.7,5.4,71.7,1.1,33.3,0.9,55.6,60.2,0,0
2017-18,Regular+Season,HOU,,28,20,8,13.9,6.3,1.5,51.6,3.5,40.7,0.8,26.7,0.0,0.0,0.0,0.0,0.1,33.3,54.7,0,0
2017-18,Regular+Season,IND,,19,3,16,29.9,14.6,3.4,36.9,7.2,40.7,2.1,28.8,0.4,27.3,0.0,0.0,0.1,16.7,48.9,0,0
2017-18,Regular+Season,OKC,,26,20,6,22.9,10.4,2.3,40.3,4.3,40.2,1.2,30.6,1.1,86.7,0.0,0.0,0.2,33.3,55.3,0,0
2017-18,Regular+Season,UTA,,31,11,20,23.4,10.1,1.6,45.2,3.7,33.9,2.5,41.0,1.5,66.7,0.0,0.0,0.2,50.0,51.6,0,0
2017-18,Regular+Season,PHI,,27,17,10,16.7,3.9,0.1,25.0,0.2,40.0,0.0,0.0,2.6,60.9,0.1,100,0.3,50.0,58.5,0,0
2017-18,Regular+Season,LAL,,15,8,7,5.8,1.3,0.5,50.0,0.0,0.0,0.0,0.0,0.4,42.9,0.0,0.0,0.1,100,38.9,0,0
2017-18,Regular+Season,OKC,,37,32,5,26.2,14.2,7.3,52.6,2.4,31.9,2.6,46.7,0.9,72.7,0.0,0.0,0.5,81.8,52.9,0,0
2017-18,Regular+Season,GSW,,20,11,9,19.4,6.9,0.4,50.0,5.1,36.8,0.2,33.3,0.8,46.2,0.5,66.7,0.3,75.0,51.2,0,0
2017-18,Regular+Season,OKC,,27,22,5,18.6,6.0,0.8,38.9,2.9,32.5,0.3,27.3,0.8,64.7,0.0,0.0,0.4,75.0,51.4,0,0
2017-18,Regular+Season,WAS,,28,8,20,28.2,17.3,4.0,46.0,3.4,37.1,1.1,34.9,5.6,61.5,0.8,47.4,3.3,56.1,54.1,0,0
2017-18,Regular+Season,TOR,,4,1,3,5.8,1.8,0.0,0.0,0.8,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8,0,0
2017-18,Regular+Season,HOU,,28,18,10,34.3,21.8,6.6,53.3,2.7,36.3,2.5,35.4,4.0,53.4,2.9,57.1,2.7,59.6,53.4,0,0
2017-18,Regular+Season,BOS,,6,4,2,5.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,50.0,0.0,0.0,0.0,0.0,50.0,0,0
2017-18,Regular+Season,HOU,,35,22,13,36.7,18.3,6.3,48.6,1.3,23.0,1.5,31.0,5.8,72.7,0.0,0.0,0.9,57.1,52.8,0,0
2017-18,Regular+Season,MIL,,22,10,12,7.7,1.5,0.4,57.1,0.4,27.3,0.4,50.0,0.1,100,0.0,0.0,0.0,0.0,48.1,0,0
2017-18,Regular+Season,PHI,,32,19,13,20.2,7.3,0.0,0.0,1.5,37.2,0.1,100,4.4,56.3,0.3,80.0,0.3,40.0,56.2,0,0
2017-18,Regular+Season,MIL,,15,5,10,6.5,1.5,0.1,33.3,0.4,14.3,0.2,20.0,0.4,75.0,0.0,0.0,0.0,0.0,35.4,0,0
2017-18,Regular+Season,IND,,30,5,25,31.7,17.6,7.6,51.0,3.4,42.7,6.2,38.7,0.5,63.6,0.1,25.0,0.3,66.7,51.1,0,0
2017-18,Regular+Season,MIA,,32,16,16,31.4,15.5,4.0,44.7,4.5,40.0,2.8,38.6,2.2,60.7,0.7,52.4,0.5,66.7,53.7,0,0
2017-18,Regular+Season,BOS,,38,24,14,24.0,13.4,3.4,50.5,4.8,47.3,5.0,38.5,0.2,80.0,0.0,0.0,0.2,100,55.6,0,0
2017-18,Regular+Season,ORL,,39,21,18,30.1,15.4,4.4,48.9,3.1,36.3,2.3,29.2,1.6,67.5,0.1,50.0,0.4,77.8,51.8,0,0
2017-18,Regular+Season,DAL,,19,10,9,31.1,20.3,2.9,42.6,2.2,32.7,3.2,36.7,8.8,67.6,1.2,40.0,2.9,48.8,52.2,0,0
2017-18,Regular+Season,MIN,,31,20,11,34.7,29.2,10.5,60.8,3.9,53.2,10.2,39.0,0.8,45.5,0.4,26.3,0.5,50.0,58.6,0,0
2017-18,Regular+Season,WAS,,16,0,16,4.3,1.8,0.4,66.7,0.6,60.0,0.0,0.0,0.5,66.7,0.0,0.0,0.1,100,78.1,0,0
2017-18,Regular+Season,CHA,,6,1,5,8.8,3.5,1.0,60.0,2.0,50.0,0.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,65.6,0,0
2017-18,Regular+Season,NYK,,25,16,9,9.5,1.6,0.1,50.0,0.0,0.0,0.0,0.0,1.3,57.1,0.0,0.0,0.1,25.0,50.0,0,0
2017-18,Regular+Season,ATL,,29,16,13,10.9,5.3,0.3,40.0,2.5,46.2,0.1,33.3,1.2,77.3,0.0,0.0,0.5,87.5,67.9,0,0
2017-18,Regular+Season,DET,,33,23,10,26.3,11.3,3.3,46.4,0.4,22.7,0.9,36.6,3.2,61.3,0.1,0.0,1.1,59.3,51.7,0,0
2017-18,Regular+Season,LAL,,23,15,8,35.3,26.6,10.6,64.0,3.7,42.0,7.0,37.3,0.6,71.4,0.0,0.0,0.4,60.0,59.0,0,0
2017-18,Regular+Season,CHI,,32,15,17,26.2,14.5,4.3,49.1,4.7,42.4,1.3,59.3,0.7,66.7,0.0,0.0,0.3,66.7,60.5,0,0
2017-18,Regular+Season,MIA,,28,13,15,30.8,16.8,4.4,43.6,4.1,37.5,3.2,38.2,3.6,64.2,1.0,37.0,2.0,57.1,49.5,0,0
2017-18,Regular+Season,BOS,,33,22,11,11.6,2.8,0.3,100,1.8,41.7,0.4,71.4,0.1,66.7,0.0,0.0,0.0,0.0,68.9,0,0
2017-18,Regular+Season,BKN,,12,3,9,16.9,5.4,2.4,52.6,1.8,28.0,0.7,25.0,0.3,20.0,0.0,0.0,0.0,0.0,42.7,0,0
2017-18,Regular+Season,IND,,28,6,22,24.1,6.7,1.0,37.5,3.3,32.0,0.7,38.1,0.4,40.0,0.0,0.0,0.1,0.0,47.7,0,0
2017-18,Regular+Season,IND,,24,5,19,32.1,17.8,4.0,45.7,4.3,42.7,5.0,39.3,2.6,71.0,0.1,0.0,1.0,52.9,50.6,0,0
2017-18,Regular+Season,WAS,,23,7,16,27.2,10.3,2.6,39.1,2.9,28.9,0.2,10.5,1.6,76.2,0.0,0.0,0.5,75.0,44.4,0,0
2017-18,Regular+Season,SAS,,11,8,3,5.9,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.7,66.7,0.0,0.0,0.0,0.0,66.7,0,0
2017-18,Regular+Season,POR,,6,4,2,16.3,6.0,2.7,58.3,1.0,16.7,0.7,28.6,0.3,50.0,0.0,0.0,0.0,0.0,44.1,0,0
2017-18,Regular+Season,MIL,,37,17,20,23.5,13.0,0.9,47.1,6.2,45.3,2.7,51.1,2.2,57.8,1.5,50.0,0.6,61.1,58.4,0,0
2017-18,Regular+Season,DET,,6,5,1,8.8,2.8,0.3,33.3,1.5,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,0,0
2017-18,Regular+Season,LAC,,16,5,11,22.5,8.0,2.2,45.8,1.9,27.0,3.9,42.9,0.1,33.3,0.0,0.0,0.0,0.0,47.9,0,0
2017-18,Regular+Season,MIN,,29,19,10,13.9,6.4,1.3,57.1,1.8,31.6,2.0,43.8,0.1,66.7,0.0,0.0,0.1,100,55.8,0,0
2017-18,Regular+Season,LAC,,6,2,4,20.2,8.2,0.7,10.0,3.5,43.8,1.3,22.2,1.3,50.0,0.0,0.0,0.0,0.0,44.8,0,0
2017-18,Regular+Season,OKC,,29,24,5,11.2,5.2,0.1,20.0,1.9,34.6,0.1,33.3,2.6,80.0,0.0,0.0,0.5,66.7,61.8,0,0
2017-18,Regular+Season,GSW,,39,21,18,27.1,11.9,3.3,51.1,3.4,38.8,3.9,39.6,0.8,59.1,0.1,100,0.5,66.7,55.3,0,0
2017-18,Regular+Season,MEM,,2,1,1,10.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,1.0,50.0,33.3,0,0
2017-18,Regular+Season,TOR,,38,23,15,33.7,21.8,6.2,52.3,4.9,37.5,8.3,46.9,1.8,78.0,1.1,48.5,0.6,42.3,52.4,0,0
2017-18,Regular+Season,CHA,,22,11,11,29.7,19.4,5.2,40.7,6.4,36.2,4.5,32.8,1.4,75.0,0.0,0.0,1.0,58.8,48.4,0,0
2017-18,Regular+Season,DAL,,33,13,20,22.5,11.8,6.5,47.6,1.2,19.7,1.8,38.6,0.2,50.0,0.0,0.0,0.1,66.7,45.9,0,0
2017-18,Regular+Season,UTA,,36,11,25,19.8,10.1,2.6,63.6,3.7,33.8,2.0,35.3,0.3,30.0,0.0,0.0,0.1,33.3,52.2,0,0
2017-18,Regular+Season,LAL,,19,9,10,7.8,1.5,0.3,33.3,0.6,33.3,0.5,25.0,0.2,66.7,0.0,0.0,0.0,0.0,38.6,0,0
2017-18,Regular+Season,LAC,,31,14,17,16.9,6.3,0.4,23.1,4.3,34.4,0.7,37.0,0.8,52.6,0.6,57.1,0.3,33.3,48.1,0,0
2017-18,Regular+Season,OKC,,21,18,3,7.6,1.4,0.3,50.0,0.1,16.7,0.0,0.0,0.4,100,0.0,0.0,0.0,0.0,46.3,0,0
2017-18,Regular+Season,DEN,,38,25,13,24.7,7.2,1.3,34.5,1.5,33.9,0.4,24.2,2.1,63.0,0.0,0.0,0.7,61.1,50.0,0,0
2017-18,Regular+Season,NOP,,25,5,20,19.7,8.0,2.8,39.7,2.0,44.7,1.0,45.8,0.5,80.0,0.0,0.0,0.1,50.0,55.4,0,0
2017-18,Regular+Season,WAS,,37,10,27,27.3,9.5,1.4,33.3,3.2,41.5,4.7,44.5,0.1,50.0,0.0,0.0,0.0,0.0,52.3,0,0
2017-18,Regular+Season,GSW,,33,16,17,17.4,7.5,0.9,60.0,3.6,35.7,1.0,27.1,1.0,65.2,0.0,0.0,0.6,90.9,53.0,0,0
2017-18,Regular+Season,ATL,,35,10,25,30.9,18.8,5.3,50.3,4.1,39.2,8.4,45.8,0.3,50.0,0.0,0.0,0.6,66.7,54.4,0,0
2017-18,Regular+Season,DET,,32,23,9,35.6,26.7,11.2,49.3,2.0,28.8,8.5,42.7,0.9,47.4,0.8,60.0,0.6,53.3,51.4,0,0
