SEASON,SEASON_TYPE,TEAM_ABB,MATCHUP,GDATE,WL,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT
2023-24,pre-season,-,10/16/2023,W,48,38,24,22,52,10,14,27,38,0
2023-24,regular-season,-,04/14/2024,W,48,24,10,25,54,11,7,2,32,0
2023-24,regular-season,-,04/14/2024,W,48,24,23,15,70,18,12,28,38,0
2023-24,regular-season,-,04/14/2024,W,48,27,11,19,68,12,8,15,42,0
2023-24,regular-season,-,04/14/2024,W,48,13,20,28,52,16,8,21,42,0
2023-24,regular-season,-,04/14/2024,W,48,24,19,19,48,19,24,6,44,0
2023-24,regular-season,-,04/14/2024,W,48,21,10,26,64,13,22,9,46,0
2023-24,regular-season,-,04/14/2024,W,48,28,20,26,80,16,12,11,46,0
2023-24,regular-season,-,04/14/2024,W,48,19,15,17,48,11,19,14,48,0
2023-24,regular-season,-,04/14/2024,W,48,35,21,13,48,15,21,7,50,0
2023-24,regular-season,-,04/14/2024,W,48,29,20,16,68,22,24,8,54,0
2023-24,regular-season,-,04/14/2024,W,48,9,34,19,74,17,15,22,58,0
2023-24,regular-season,-,04/14/2024,W,48,31,17,15,54,7,23,10,60,0
2023-24,regular-season,-,04/14/2024,W,48,17,19,18,60,24,16,7,66,0
2023-24,regular-season,-,04/14/2024,W,48,22,14,24,60,24,14,27,68,0
2023-24,regular-season,-,04/14/2024,W,53,11,32,15,60,18,9,13,70,0
2023-24,regular-season,-,04/14/2024,L,48,15,21,7,50,35,21,13,48,0
2023-24,regular-season,-,04/14/2024,L,48,11,19,14,48,19,15,17,48,0
2023-24,regular-season,-,04/14/2024,L,48,19,24,6,44,24,19,19,48,0
2023-24,regular-season,-,04/14/2024,L,48,16,8,21,42,13,20,28,52,0
2023-24,regular-season,-,04/14/2024,L,48,7,23,10,60,31,17,15,54,0
2023-24,regular-season,-,04/14/2024,L,48,11,7,2,32,24,10,25,54,0
2023-24,regular-season,-,04/14/2024,L,53,18,9,13,70,11,32,15,60,0
2023-24,regular-season,-,04/14/2024,L,48,24,16,7,66,17,19,18,60,0
2023-24,regular-season,-,04/14/2024,L,48,24,14,27,68,22,14,24,60,0
2023-24,regular-season,-,04/14/2024,L,48,13,22,9,46,21,10,26,64,0
2023-24,regular-season,-,04/14/2024,L,48,22,24,8,54,29,20,16,68,0
2023-24,regular-season,-,04/14/2024,L,48,12,8,15,42,27,11,19,68,0
2023-24,regular-season,-,04/14/2024,L,48,18,12,28,38,24,23,15,70,0
2023-24,regular-season,-,04/14/2024,L,48,17,15,22,58,9,34,19,74,0
2023-24,regular-season,-,04/14/2024,L,48,16,12,11,46,28,20,26,80,0
2023-24,regular-season,-,04/12/2024,W,48,32,18,17,60,2,10,9,26,0
2023-24,regular-season,-,04/12/2024,W,48,9,11,20,48,11,25,16,40,0
2023-24,regular-season,-,04/12/2024,W,48,7,6,9,44,22,15,11,44,0
2023-24,regular-season,-,04/12/2024,W,48,19,11,25,54,26,22,11,44,0
2023-24,regular-season,-,04/12/2024,W,48,19,6,11,52,18,10,7,46,0
2023-24,regular-season,-,04/12/2024,W,48,17,8,7,54,8,12,10,48,0
2023-24,regular-season,-,04/12/2024,W,48,25,7,17,40,12,18,12,50,0
2023-24,regular-season,-,04/12/2024,W,48,20,11,13,58,19,6,25,50,0
2023-24,regular-season,-,04/12/2024,W,48,14,13,17,40,9,14,6,52,0
2023-24,regular-season,-,04/12/2024,W,48,19,9,16,50,8,14,11,52,0
2023-24,regular-season,-,04/12/2024,W,48,25,12,15,58,12,8,17,54,0
2023-24,regular-season,-,04/12/2024,W,48,19,22,14,64,18,14,19,56,0
2023-24,regular-season,-,04/12/2024,W,48,15,12,10,46,19,10,15,60,0
2023-24,regular-season,-,04/12/2024,W,48,11,18,21,56,19,16,15,62,0
2023-24,regular-season,-,04/12/2024,W,48,12,17,14,64,20,22,16,62,0
2023-24,regular-season,-,04/12/2024,L,48,12,18,12,50,25,7,17,40,0
2023-24,regular-season,-,04/12/2024,L,48,9,14,6,52,14,13,17,40,0
2023-24,regular-season,-,04/12/2024,L,48,22,15,11,44,7,6,9,44,0
2023-24,regular-season,-,04/12/2024,L,48,19,10,15,60,15,12,10,46,0
2023-24,regular-season,-,04/12/2024,L,48,11,25,16,40,9,11,20,48,0
2023-24,playoffs,-,06/17/2024,W,48,17,11,16,42,6,6,9,42,0
2023-24,playoffs,-,06/17/2024,L,48,6,6,9,42,17,11,16,42,0
2023-24,playoffs,-,06/14/2024,W,48,17,16,11,60,9,2,6,26,0
2023-24,playoffs,-,06/14/2024,L,48,9,2,6,26,17,16,11,60,0
2023-24,playoffs,-,06/12/2024,W,48,13,6,12,36,12,14,12,52,0
2023-24,playoffs,-,06/12/2024,L,48,12,14,12,52,13,6,12,36,0
2023-24,playoffs,-,06/09/2024,W,48,21,10,15,46,12,13,7,54,0
2023-24,playoffs,-,06/09/2024,L,48,12,13,7,54,21,10,15,46,0
2023-24,playoffs,-,06/06/2024,W,48,18,10,10,38,13,16,6,46,0
2023-24,playoffs,-,06/06/2024,L,48,13,16,6,46,18,10,10,38,0
2023-24,playoffs,-,05/30/2024,W,48,14,11,8,48,8,14,10,46,0
2023-24,playoffs,-,05/30/2024,L,48,8,14,10,46,14,11,8,48,0
2023-24,playoffs,-,05/28/2024,W,48,15,7,13,46,30,11,14,36,0
2023-24,playoffs,-,05/28/2024,L,48,30,11,14,36,15,7,13,46,0
2023-24,playoffs,-,05/27/2024,W,48,9,11,14,48,11,11,15,46,0
2023-24,playoffs,-,05/27/2024,L,48,11,11,15,46,9,11,14,48,0
2023-24,playoffs,-,05/26/2024,W,48,15,6,11,40,10,12,4,50,0
2023-24,playoffs,-,05/26/2024,L,48,10,12,4,50,15,6,11,40,0
2023-24,playoffs,-,05/25/2024,W,48,20,8,17,40,13,13,15,68,0
2023-24,playoffs,-,05/25/2024,L,48,13,13,15,68,20,8,17,40,0
2023-24,playoffs,-,05/24/2024,W,48,13,8,14,54,9,12,11,42,0
2023-24,playoffs,-,05/24/2024,L,48,9,12,11,42,13,8,14,54,0
2023-24,playoffs,-,05/23/2024,W,48,12,18,10,54,12,13,7,36,0
2023-24,playoffs,-,05/23/2024,L,48,12,13,7,36,12,18,10,54,0
2023-24,playoffs,-,05/22/2024,W,48,14,11,9,62,9,15,12,38,0
2023-24,playoffs,-,05/22/2024,L,48,9,15,12,38,14,11,9,62,0
2023-24,playoffs,-,05/21/2024,W,53,32,19,16,58,21,15,14,56,0
2023-24,playoffs,-,05/21/2024,L,53,21,15,14,56,32,19,16,58,0
2023-24,playoffs,-,05/19/2024,W,48,15,6,11,52,12,14,17,38,0
2023-24,playoffs,-,05/19/2024,W,48,15,14,13,34,12,16,7,42,0
2023-24,playoffs,-,05/19/2024,L,48,12,16,7,42,15,14,13,34,0
2023-24,playoffs,-,05/19/2024,L,48,12,14,17,38,15,6,11,52,0
2023-24,playoffs,-,05/18/2024,W,48,19,27,10,40,27,8,15,46,0
2023-24,playoffs,-,05/18/2024,L,48,27,8,15,46,19,27,10,40,0
2023-24,playoffs,-,05/17/2024,W,48,12,21,8,62,6,22,9,38,0
2023-24,playoffs,-,05/17/2024,L,48,6,22,9,38,12,21,8,62,0
2023-24,playoffs,-,05/16/2024,W,48,19,15,18,46,3,12,9,36,0
2023-24,playoffs,-,05/16/2024,L,48,3,12,9,36,19,15,18,46,0
2023-24,playoffs,-,05/15/2024,W,48,11,12,6,40,21,5,0,42,0
2023-24,playoffs,-,05/15/2024,W,48,9,12,10,48,17,5,8,44,0
2023-24,playoffs,-,05/15/2024,L,48,21,5,0,42,11,12,6,40,0
2023-24,playoffs,-,05/15/2024,L,48,17,5,8,44,9,12,10,48,0
2023-24,playoffs,-,05/14/2024,W,48,24,27,13,62,18,9,14,36,0
2023-24,playoffs,-,05/14/2024,W,48,18,8,16,62,12,13,4,48,0
2023-24,playoffs,-,05/14/2024,L,48,18,9,14,36,24,27,13,62,0
2023-24,playoffs,-,05/14/2024,L,48,12,13,4,48,18,8,16,62,0
2023-24,playoffs,-,05/13/2024,W,48,19,13,14,28,10,13,11,40,0
2023-24,playoffs,-,05/13/2024,W,48,14,16,22,38,26,10,15,44,0
2023-24,playoffs,-,05/13/2024,L,48,10,13,11,40,19,13,14,28,0
2023-24,playoffs,-,05/13/2024,L,48,26,10,15,44,14,16,22,38,0
2023-24,all-star,-,02/18/2024,W,48,19,21,48,74,28,20,43,100,0
2023-24,all-star,-,02/18/2024,L,48,28,20,43,100,19,21,48,74,0
2023-24,all-star,-,02/16/2024,W,7,9,4,3,14,2,4,0,10,0
2023-24,all-star,-,02/16/2024,W,13,2,4,13,24,11,0,13,22,0
2023-24,all-star,-,02/16/2024,W,14,8,15,8,24,7,2,7,24,0
2023-24,all-star,-,02/16/2024,W,48,15,20,13,62,14,28,18,78,0
2023-24,all-star,-,02/16/2024,L,7,2,4,0,10,9,4,3,14,0
2023-24,all-star,-,02/16/2024,L,14,7,2,7,24,8,15,8,24,0
2023-24,all-star,-,02/16/2024,L,13,11,0,13,22,2,4,13,24,0
2023-24,all-star,-,02/16/2024,L,48,14,28,18,78,15,20,13,62,0
2023-24,play-in,-,04/19/2024,W,48,17,14,20,36,11,11,7,36,0
2023-24,play-in,-,04/19/2024,W,48,18,11,14,58,17,17,16,44,0
2023-24,play-in,-,04/19/2024,L,48,11,11,7,36,17,14,20,36,0
2023-24,play-in,-,04/19/2024,L,48,17,17,16,44,18,11,14,58,0
2023-24,play-in,-,04/17/2024,W,48,11,11,19,72,14,13,14,44,0
2023-24,play-in,-,04/17/2024,W,48,16,15,11,42,22,20,13,46,0
2023-24,play-in,-,04/17/2024,L,48,22,20,13,46,16,15,11,42,0
2023-24,play-in,-,04/17/2024,L,48,14,13,14,44,11,11,19,72,0
2023-24,play-in,-,04/16/2024,W,48,20,25,12,40,12,9,6,40,0
2023-24,play-in,-,04/16/2024,W,48,12,8,19,36,5,11,23,60,0
2023-24,play-in,-,04/16/2024,L,48,5,11,23,60,12,8,19,36,0
2023-24,play-in,-,04/16/2024,L,48,12,9,6,40,20,25,12,40,0
2023-24,ist,-,12/09/2023,W,48,8,19,21,86,21,19,18,44,0
2023-24,ist,-,12/09/2023,L,48,21,19,18,44,8,19,21,86,0
2023-24,ist,-,12/07/2023,W,48,19,8,23,52,14,14,12,46,0
2023-24,ist,-,12/07/2023,W,48,20,23,11,74,16,16,7,60,0
2023-24,ist,-,12/07/2023,L,48,14,14,12,46,19,8,23,52,0
2023-24,ist,-,12/07/2023,L,48,16,16,7,60,20,23,11,74,0
2023-24,ist,-,12/05/2023,W,48,25,19,20,54,18,10,27,42,0
2023-24,ist,-,12/05/2023,W,48,27,22,11,50,17,19,11,60,0
2023-24,ist,-,12/05/2023,L,48,17,19,11,60,27,22,11,50,0
2023-24,ist,-,12/05/2023,L,48,18,10,27,42,25,19,20,54,0
2023-24,ist,-,12/04/2023,W,48,15,17,14,52,12,13,15,38,0
2023-24,ist,-,12/04/2023,W,48,17,9,14,44,10,20,10,56,0
2023-24,ist,-,12/04/2023,L,48,10,20,10,56,17,9,14,44,0
2023-24,ist,-,12/04/2023,L,48,12,13,15,38,15,17,14,52,0
2023-24,ist,-,11/28/2023,W,48,12,14,19,64,14,20,12,32,0
2023-24,ist,-,11/28/2023,W,48,8,8,14,50,20,15,12,34,0
2023-24,ist,-,11/28/2023,W,48,12,19,5,32,21,4,9,36,0
2023-24,ist,-,11/28/2023,W,48,26,9,10,50,13,7,9,38,0
2023-24,ist,-,11/28/2023,W,48,13,16,16,46,16,13,13,42,0
2023-24,ist,-,11/28/2023,W,48,23,28,13,48,20,14,14,42,0
2023-24,ist,-,11/28/2023,W,48,16,20,10,50,11,22,10,56,0
2023-24,ist,-,11/28/2023,W,48,9,14,16,54,10,15,9,62,0
2023-24,ist,-,11/28/2023,L,48,21,4,9,36,12,19,5,32,0
2023-24,ist,-,11/28/2023,L,48,16,13,13,42,13,16,16,46,0
2023-24,ist,-,11/28/2023,L,48,20,14,14,42,23,28,13,48,0
2023-24,ist,-,11/28/2023,L,48,13,7,9,38,26,9,10,50,0
2023-24,ist,-,11/28/2023,L,48,11,22,10,56,16,20,10,50,0
2023-24,ist,-,11/28/2023,L,48,20,15,12,34,8,8,14,50,0
2023-24,ist,-,11/28/2023,L,48,10,15,9,62,9,14,16,54,0
2023-24,ist,-,11/28/2023,L,48,14,20,12,32,12,14,19,64,0
2023-24,ist,-,11/24/2023,W,48,12,9,14,44,21,16,6,36,0
2023-24,ist,-,11/24/2023,W,48,14,21,10,60,25,8,15,40,0
2023-24,ist,-,11/24/2023,W,48,14,5,16,54,25,8,18,40,0
2023-24,ist,-,11/24/2023,W,48,22,26,10,58,13,15,9,42,0
2023-24,ist,-,11/24/2023,W,48,15,17,11,50,20,14,9,46,0
2023-24,ist,-,11/24/2023,W,48,24,11,10,42,9,11,9,48,0
2023-24,ist,-,11/24/2023,W,48,20,8,11,30,34,18,13,48,0
2023-24,ist,-,11/24/2023,W,48,12,17,12,52,19,16,24,48,0
2023-24,ist,-,11/24/2023,W,48,4,9,7,74,8,12,13,58,0
2023-24,ist,-,11/24/2023,W,48,14,23,13,60,13,18,20,62,0
2023-24,ist,-,11/24/2023,L,48,34,18,13,48,20,8,11,30,0
2023-24,ist,-,11/24/2023,L,48,9,11,9,48,24,11,10,42,0
2023-24,ist,-,11/24/2023,L,48,21,16,6,36,12,9,14,44,0
2023-24,ist,-,11/24/2023,L,48,20,14,9,46,15,17,11,50,0
2023-24,ist,-,11/24/2023,L,48,19,16,24,48,12,17,12,52,0
2023-24,ist,-,11/24/2023,L,48,25,8,18,40,14,5,16,54,0
2023-24,ist,-,11/24/2023,L,48,13,15,9,42,22,26,10,58,0
2023-24,ist,-,11/24/2023,L,48,25,8,15,40,14,21,10,60,0
2023-24,ist,-,11/24/2023,L,48,13,18,20,62,14,23,13,60,0
2023-24,ist,-,11/24/2023,L,48,8,12,13,58,4,9,7,74,0
2024-25,pre-season,-,10/18/2024,W,48,33,27,27,68,13,18,10,32,0
2024-25,pre-season,-,10/18/2024,W,48,36,11,36,68,18,19,8,36,0
2024-25,pre-season,-,10/18/2024,W,48,20,12,22,64,30,14,10,42,0
2024-25,pre-season,-,10/18/2024,W,48,29,14,24,46,22,16,11,46,0
2024-25,pre-season,-,10/18/2024,W,48,24,9,11,54,25,18,16,48,0
2024-25,pre-season,-,10/18/2024,W,48,21,7,13,54,8,15,4,52,0
2024-25,pre-season,-,10/18/2024,W,53,19,12,19,58,22,6,30,52,0
2024-25,pre-season,-,10/18/2024,L,48,22,16,11,46,29,14,24,46,0
2024-25,pre-season,-,10/18/2024,L,48,25,18,16,48,24,9,11,54,0
2024-25,pre-season,-,10/18/2024,L,48,8,15,4,52,21,7,13,54,0
2024-25,pre-season,-,10/18/2024,L,53,22,6,30,52,19,12,19,58,0
2024-25,pre-season,-,10/18/2024,L,48,30,14,10,42,20,12,22,64,0
2024-25,pre-season,-,10/18/2024,L,48,13,18,10,32,33,27,27,68,0
2024-25,pre-season,-,10/18/2024,L,48,18,19,8,36,36,11,36,68,0
2024-25,pre-season,-,10/17/2024,W,48,19,11,30,58,18,11,9,32,0
2024-25,pre-season,-,10/17/2024,W,48,30,7,19,56,25,15,9,32,0
2024-25,pre-season,-,10/17/2024,W,48,28,16,17,36,14,15,4,42,0
2024-25,pre-season,-,10/17/2024,W,53,36,19,17,64,25,9,21,44,0
2024-25,pre-season,-,10/17/2024,W,48,16,24,14,62,18,9,8,58,0
2024-25,pre-season,-,10/17/2024,W,53,13,21,13,52,16,15,22,58,0
2024-25,pre-season,-,10/17/2024,W,48,17,7,18,42,25,23,21,66,0
2024-25,pre-season,-,10/17/2024,L,48,14,15,4,42,28,16,17,36,0
2024-25,pre-season,-,10/17/2024,L,48,25,23,21,66,17,7,18,42,0
2024-25,pre-season,-,10/17/2024,L,53,16,15,22,58,13,21,13,52,0
2024-25,pre-season,-,10/17/2024,L,48,25,15,9,32,30,7,19,56,0
2024-25,pre-season,-,10/17/2024,L,48,18,11,9,32,19,11,30,58,0
2024-25,pre-season,-,10/17/2024,L,48,18,9,8,58,16,24,14,62,0
2024-25,pre-season,-,10/17/2024,L,53,25,9,21,44,36,19,17,64,0
2024-25,pre-season,-,10/16/2024,W,48,24,17,28,78,29,11,14,18,0
2024-25,pre-season,-,10/16/2024,W,48,31,12,28,48,7,17,11,34,0
2024-25,pre-season,-,10/16/2024,W,48,28,17,36,62,26,10,12,36,0
2024-25,pre-season,-,10/16/2024,W,48,25,7,24,42,25,14,19,40,0
2024-25,pre-season,-,10/16/2024,W,48,22,11,17,42,13,15,18,54,0
2024-25,pre-season,-,10/16/2024,L,48,13,15,18,54,22,11,17,42,0
2024-25,pre-season,-,10/16/2024,L,48,25,14,19,40,25,7,24,42,0
2024-25,pre-season,-,10/16/2024,L,48,7,17,11,34,31,12,28,48,0
2024-25,pre-season,-,10/16/2024,L,48,26,10,12,36,28,17,36,62,0
2024-25,pre-season,-,10/16/2024,L,48,29,11,14,18,24,17,28,78,0
2024-25,pre-season,-,10/15/2024,W,48,5,24,23,56,26,5,18,32,0
2024-25,pre-season,-,10/15/2024,W,48,17,21,11,42,16,16,12,34,0
2024-25,pre-season,-,10/15/2024,W,48,12,18,18,60,14,6,13,36,0
2024-25,pre-season,-,10/15/2024,W,48,38,9,28,50,13,16,8,40,0
2024-25,pre-season,-,10/15/2024,W,48,20,12,20,52,11,7,14,40,0
2024-25,pre-season,-,10/15/2024,W,48,14,15,8,44,32,22,19,60,0
2024-25,pre-season,-,10/15/2024,W,48,25,12,17,48,12,5,20,64,0
2024-25,pre-season,-,10/15/2024,L,48,16,16,12,34,17,21,11,42,0
2024-25,pre-season,-,10/15/2024,L,48,32,22,19,60,14,15,8,44,0
2024-25,pre-season,-,10/15/2024,L,48,12,5,20,64,25,12,17,48,0
2024-25,pre-season,-,10/15/2024,L,48,13,16,8,40,38,9,28,50,0
2024-25,pre-season,-,10/15/2024,L,48,11,7,14,40,20,12,20,52,0
2024-25,regular-season,-,04/13/2025,W,48,21,34,19,52,15,8,14,34,0
2024-25,regular-season,-,04/13/2025,W,48,20,14,11,44,13,7,7,40,0
2024-25,regular-season,-,04/13/2025,W,48,21,17,12,38,10,13,8,40,0
2024-25,regular-season,-,04/13/2025,W,48,10,24,15,62,18,18,5,44,0
2024-25,regular-season,-,04/13/2025,W,48,13,15,21,62,13,16,12,44,0
2024-25,regular-season,-,04/13/2025,W,48,17,12,26,58,22,20,16,46,0
2024-25,regular-season,-,04/13/2025,W,48,31,8,16,36,12,9,16,48,0
2024-25,regular-season,-,04/13/2025,W,58,22,15,23,76,20,17,18,48,0
2024-25,regular-season,-,04/13/2025,W,53,28,9,15,50,26,23,3,50,0
2024-25,regular-season,-,04/13/2025,W,53,20,14,6,54,23,6,14,50,0
2024-25,regular-season,-,04/13/2025,W,48,17,21,13,60,9,11,9,52,0
2024-25,regular-season,-,04/13/2025,W,48,15,10,18,58,18,12,22,54,0
2024-25,regular-season,-,04/13/2025,W,48,12,16,29,64,9,25,12,62,0
2024-25,regular-season,-,04/13/2025,W,48,24,17,36,68,13,16,14,62,0
2024-25,regular-season,-,04/13/2025,W,48,11,6,11,46,13,8,25,76,0
2024-25,regular-season,-,04/13/2025,L,48,12,9,16,48,31,8,16,36,0
2024-25,regular-season,-,04/13/2025,L,48,10,13,8,40,21,17,12,38,0
2024-25,regular-season,-,04/13/2025,L,48,13,7,7,40,20,14,11,44,0
2024-25,regular-season,-,04/13/2025,L,48,13,8,25,76,11,6,11,46,0
2024-25,regular-season,-,04/13/2025,L,53,26,23,3,50,28,9,15,50,0
2024-25,regular-season,-,04/13/2025,L,48,15,8,14,34,21,34,19,52,0
2024-25,regular-season,-,04/13/2025,L,53,23,6,14,50,20,14,6,54,0
2024-25,regular-season,-,04/13/2025,L,48,18,12,22,54,15,10,18,58,0
2024-25,regular-season,-,04/13/2025,L,48,22,20,16,46,17,12,26,58,0
2024-25,regular-season,-,04/13/2025,L,48,9,11,9,52,17,21,13,60,0
2024-25,regular-season,-,04/13/2025,L,48,18,18,5,44,10,24,15,62,0
2024-25,regular-season,-,04/13/2025,L,48,13,16,12,44,13,15,21,62,0
2024-25,regular-season,-,04/13/2025,L,48,9,25,12,62,12,16,29,64,0
2024-25,regular-season,-,04/13/2025,L,48,13,16,14,62,24,17,36,68,0
2024-25,regular-season,-,04/13/2025,L,58,20,17,18,48,22,15,23,76,0
2024-25,regular-season,-,04/11/2025,W,48,11,6,16,58,10,14,4,34,0
2024-25,regular-season,-,04/11/2025,W,48,16,7,19,52,15,16,20,34,0
2024-25,regular-season,-,04/11/2025,W,48,23,13,21,52,14,8,6,36,0
2024-25,regular-season,-,04/11/2025,W,48,28,13,20,40,9,4,23,38,0
2024-25,regular-season,-,04/11/2025,W,48,25,9,25,54,14,26,8,40,0
2024-25,regular-season,-,04/11/2025,W,48,31,11,18,40,6,18,4,42,0
2024-25,regular-season,-,04/11/2025,W,48,12,11,16,58,15,7,16,42,0
2024-25,regular-season,-,04/11/2025,W,48,25,5,9,62,8,9,15,44,0
2024-25,regular-season,-,04/11/2025,W,48,20,24,29,70,10,13,19,46,0
2024-25,regular-season,-,04/11/2025,W,48,15,16,21,46,3,20,11,48,0
2024-25,regular-season,-,04/11/2025,W,48,29,16,19,56,25,20,17,48,0
2024-25,regular-season,-,04/11/2025,W,48,20,14,18,32,18,14,18,50,0
2024-25,regular-season,-,04/11/2025,W,48,19,10,23,72,14,10,13,52,0
2024-25,regular-season,-,04/11/2025,W,48,17,16,26,54,13,16,11,58,0
2024-25,regular-season,-,04/11/2025,W,48,17,19,20,56,26,22,16,58,0
2024-25,regular-season,-,04/11/2025,L,48,18,14,18,50,20,14,18,32,0
2024-25,regular-season,-,04/11/2025,L,48,6,18,4,42,31,11,18,40,0
2024-25,regular-season,-,04/11/2025,L,48,9,4,23,38,28,13,20,40,0
2024-25,regular-season,-,04/11/2025,L,48,3,20,11,48,15,16,21,46,0
2024-25,regular-season,-,04/11/2025,L,48,15,16,20,34,16,7,19,52,0
2024-25,playoffs,-,06/22/2025,W,48,32,22,9,40,10,15,7,26,0
2024-25,playoffs,-,06/22/2025,L,48,10,15,7,26,32,22,9,40,0
2024-25,playoffs,-,06/19/2025,W,48,19,14,22,30,13,6,11,40,0
2024-25,playoffs,-,06/19/2025,L,48,13,6,11,40,19,14,22,30,0
2024-25,playoffs,-,06/16/2025,W,48,32,17,17,42,9,21,13,48,0
2024-25,playoffs,-,06/16/2025,L,48,9,21,13,48,32,17,17,42,0
2024-25,playoffs,-,06/13/2025,W,48,25,23,10,50,23,11,9,36,0
2024-25,playoffs,-,06/13/2025,L,48,23,11,9,36,25,23,10,50,0
2024-25,playoffs,-,06/11/2025,W,48,21,13,17,50,14,7,10,48,0
2024-25,playoffs,-,06/11/2025,L,48,14,7,10,48,21,13,17,50,0
2024-25,playoffs,-,06/08/2025,W,48,14,9,4,42,17,10,9,34,0
2024-25,playoffs,-,06/08/2025,L,48,17,10,9,34,14,9,4,42,0
2024-25,playoffs,-,06/05/2025,W,48,4,12,10,34,11,11,11,46,0
2024-25,playoffs,-,06/05/2025,L,48,11,11,11,46,4,12,10,34,0
2024-25,playoffs,-,05/31/2025,W,48,34,12,25,50,13,15,10,54,0
2024-25,playoffs,-,05/31/2025,L,48,13,15,10,54,34,12,25,50,0
2024-25,playoffs,-,05/29/2025,W,48,15,13,15,60,20,7,16,34,0
2024-25,playoffs,-,05/29/2025,L,48,20,7,16,34,15,13,15,60,0
2024-25,playoffs,-,05/28/2025,W,48,18,9,19,54,19,9,11,42,0
2024-25,playoffs,-,05/28/2025,L,48,19,9,11,42,18,9,19,54,0
2024-25,playoffs,-,05/27/2025,W,48,20,16,22,50,9,15,9,44,0
2024-25,playoffs,-,05/27/2025,L,48,9,15,9,44,20,16,22,50,0
2024-25,playoffs,-,05/26/2025,W,48,22,24,5,42,25,30,13,46,0
2024-25,playoffs,-,05/26/2025,L,48,25,30,13,46,22,24,5,42,0
2024-25,playoffs,-,05/25/2025,W,48,8,14,2,40,22,10,16,32,0
2024-25,playoffs,-,05/25/2025,L,48,22,10,16,32,8,14,2,40,0
2024-25,playoffs,-,05/24/2025,W,48,16,20,6,56,15,7,12,42,0
2024-25,playoffs,-,05/24/2025,L,48,15,7,12,42,16,20,6,56,0
2024-25,playoffs,-,05/23/2025,W,48,17,15,14,48,12,21,7,44,0
2024-25,playoffs,-,05/23/2025,L,48,12,21,7,44,17,15,14,48,0
2024-25,playoffs,-,05/22/2025,W,48,22,14,16,58,10,12,9,44,0
2024-25,playoffs,-,05/22/2025,L,48,10,12,9,44,22,14,16,58,0
2024-25,playoffs,-,05/21/2025,W,53,27,23,13,50,4,21,5,62,0
2024-25,playoffs,-,05/21/2025,L,53,4,21,5,62,27,23,13,50,0
2024-25,playoffs,-,05/20/2025,W,48,31,9,12,54,10,12,0,20,0
2024-25,playoffs,-,05/20/2025,L,48,10,12,0,20,31,9,12,54,0
2024-25,playoffs,-,05/18/2025,W,48,39,19,27,64,7,14,14,42,0
2024-25,playoffs,-,05/18/2025,L,48,7,14,14,42,39,19,27,64,0
2024-25,playoffs,-,05/16/2025,W,48,22,25,23,48,8,11,8,34,0
2024-25,playoffs,-,05/16/2025,L,48,8,11,8,34,22,25,23,48,0
2024-25,playoffs,-,05/15/2025,W,48,17,23,13,48,17,9,20,52,0
2024-25,playoffs,-,05/15/2025,L,48,17,9,20,52,17,23,13,48,0
2024-25,playoffs,-,05/14/2025,W,48,12,16,9,36,11,14,4,26,0
2024-25,playoffs,-,05/14/2025,W,48,21,2,16,72,23,27,7,50,0
2024-25,playoffs,-,05/14/2025,L,48,11,14,4,26,12,16,9,36,0
2024-25,playoffs,-,05/14/2025,L,48,23,27,7,50,21,2,16,72,0
2024-25,playoffs,-,05/13/2025,W,48,14,10,18,50,14,15,9,50,0
2024-25,playoffs,-,05/13/2025,W,48,10,6,13,44,13,13,16,50,0
2024-25,playoffs,-,05/13/2025,L,48,13,13,16,50,10,6,13,44,0
2024-25,playoffs,-,05/13/2025,L,48,14,15,9,50,14,10,18,50,0
2024-25,all-star,-,02/16/2025,W,10,6,0,12,26,9,3,2,14,0
2024-25,all-star,-,02/16/2025,W,11,12,5,10,14,6,4,7,18,0
2024-25,all-star,-,02/16/2025,W,13,9,5,17,22,6,4,8,22,0
2024-25,all-star,-,02/16/2025,L,11,6,4,7,18,12,5,10,14,0
2024-25,all-star,-,02/16/2025,L,13,6,4,8,22,9,5,17,22,0
2024-25,all-star,-,02/16/2025,L,10,9,3,2,14,6,0,12,26,0
2024-25,all-star,-,02/14/2025,W,8,5,6,10,14,2,0,2,8,0
2024-25,all-star,-,02/14/2025,W,15,2,0,13,22,3,5,5,18,0
2024-25,all-star,-,02/14/2025,W,15,6,10,6,24,4,2,6,26,0
2024-25,all-star,-,02/14/2025,W,40,17,20,12,38,14,16,10,34,0
2024-25,all-star,-,02/14/2025,L,8,2,0,2,8,5,6,10,14,0
2024-25,all-star,-,02/14/2025,L,15,3,5,5,18,2,0,13,22,0
2024-25,all-star,-,02/14/2025,L,15,4,2,6,26,6,10,6,24,0
2024-25,all-star,-,02/14/2025,L,40,14,16,10,34,17,20,12,38,0
2024-25,play-in,-,04/18/2025,W,48,24,15,19,60,14,15,15,44,0
2024-25,play-in,-,04/18/2025,W,53,18,17,14,48,21,14,22,56,0
2024-25,play-in,-,04/18/2025,L,53,21,14,22,56,18,17,14,48,0
2024-25,play-in,-,04/18/2025,L,48,14,15,15,44,24,15,19,60,0
