SEASON,SEASON_TYPE,TEAM_ID,TEAM_ABB,GAME_ID,MATCHUP,HOME_AWAY,GDATE,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
2015-16,playoffs,1610612763,MEM,0041500154,MEMvs.SAS,HOME,24/04/2016,L,240,95,35,78,44.9,5,13,38.5,20,27,74.1,14,23,37,18,6,5,17,29,-21
2015-16,playoffs,1610612765,DET,0041500104,DETvs.CLE,HOME,24/04/2016,L,240,98,37,76,48.7,10,24,41.7,14,21,66.7,7,35,42,22,3,4,9,18,-2
2015-16,playoffs,1610612742,DAL,0041500164,DALvs.OKC,HOME,23/04/2016,L,240,108,43,83,51.8,8,23,34.8,14,17,82.4,7,26,33,25,3,2,12,27,-11
2015-16,playoffs,1610612746,LAC,0041500173,LAC@POR,AWAY,23/04/2016,L,240,88,36,88,40.9,3,18,16.7,13,23,56.5,11,33,44,15,11,4,10,17,-8
2015-16,playoffs,1610612748,MIA,0041500123,MIA@CHA,AWAY,23/04/2016,L,240,80,27,79,34.2,7,22,31.8,19,30,63.3,12,41,53,13,1,8,15,20,-16
2015-16,playoffs,1610612754,IND,0041500114,INDvs.TOR,HOME,23/04/2016,W,240,100,40,85,47.1,6,16,37.5,14,18,77.8,15,28,43,24,10,5,13,22,17
2015-16,playoffs,1610612757,POR,0041500173,PORvs.LAC,HOME,23/04/2016,W,240,96,37,87,42.5,6,25,24.0,16,23,69.6,16,40,56,15,5,3,16,24,8
2015-16,playoffs,1610612760,OKC,0041500164,OKC@DAL,AWAY,23/04/2016,W,240,119,44,83,53.0,7,16,43.8,24,34,70.6,12,30,42,26,6,3,9,19,11
2015-16,playoffs,1610612761,TOR,0041500114,TOR@IND,AWAY,23/04/2016,L,240,83,27,74,36.5,8,30,26.7,21,30,70.0,11,29,40,12,8,3,19,20,-17
2015-16,playoffs,1610612766,CHA,0041500123,CHAvs.MIA,HOME,23/04/2016,W,240,96,35,90,38.9,5,18,27.8,21,22,95.5,9,38,47,18,5,4,4,24,16
2015-16,playoffs,1610612737,ATL,0041500133,ATL@BOS,AWAY,22/04/2016,L,240,103,38,86,44.2,9,36,25.0,18,21,85.7,7,34,41,19,10,7,14,24,-8
2015-16,playoffs,1610612738,BOS,0041500133,BOSvs.ATL,HOME,22/04/2016,W,240,111,38,82,46.3,11,32,34.4,24,33,72.7,7,37,44,23,10,6,16,20,8
2015-16,playoffs,1610612739,CLE,0041500103,CLE@DET,AWAY,22/04/2016,W,240,101,39,80,48.8,12,29,41.4,11,15,73.3,12,34,46,24,3,4,10,17,10
2015-16,playoffs,1610612759,SAS,0041500153,SAS@MEM,AWAY,22/04/2016,W,240,96,35,77,45.5,12,26,46.2,14,19,73.7,7,32,39,24,10,12,11,20,9
2015-16,playoffs,1610612763,MEM,0041500153,MEMvs.SAS,HOME,22/04/2016,L,240,87,34,82,41.5,4,18,22.2,15,19,78.9,15,33,48,17,4,4,14,17,-9
2015-16,playoffs,1610612765,DET,0041500103,DETvs.CLE,HOME,22/04/2016,L,240,91,36,74,48.6,6,23,26.1,13,19,68.4,5,27,32,22,7,3,8,19,-10
2015-16,playoffs,1610612742,DAL,0041500163,DALvs.OKC,HOME,21/04/2016,L,240,102,36,76,47.4,6,23,26.1,24,35,68.6,6,23,29,24,9,3,12,27,-29
2015-16,playoffs,1610612744,GSW,0041500143,GSW@HOU,AWAY,21/04/2016,L,240,96,34,79,43.0,6,25,24.0,22,29,75.9,8,35,43,23,6,6,14,23,-1
2015-16,playoffs,1610612745,HOU,0041500143,HOUvs.GSW,HOME,21/04/2016,W,240,97,36,92,39.1,11,36,30.6,14,23,60.9,16,36,52,18,9,4,16,24,1
2015-16,playoffs,1610612754,IND,0041500113,INDvs.TOR,HOME,21/04/2016,L,240,85,26,68,38.2,6,22,27.3,27,33,81.8,9,29,38,16,3,6,17,18,-16
2015-16,playoffs,1610612760,OKC,0041500163,OKC@DAL,AWAY,21/04/2016,W,240,131,45,78,57.7,15,27,55.6,26,35,74.3,9,33,42,28,10,5,14,27,29
2015-16,playoffs,1610612761,TOR,0041500113,TOR@IND,AWAY,21/04/2016,W,240,101,39,94,41.5,10,31,32.3,13,16,81.3,15,30,45,18,6,4,11,27,16
2015-16,playoffs,1610612739,CLE,0041500102,CLEvs.DET,HOME,20/04/2016,W,240,107,40,80,50.0,20,38,52.6,7,14,50.0,6,31,37,23,7,1,13,24,17
2015-16,playoffs,1610612746,LAC,0041500172,LACvs.POR,HOME,20/04/2016,W,240,102,40,87,46.0,8,21,38.1,14,25,56.0,12,40,52,20,7,9,10,18,21
2015-16,playoffs,1610612748,MIA,0041500122,MIAvs.CHA,HOME,20/04/2016,W,240,115,44,76,57.9,9,16,56.3,18,22,81.8,3,32,35,19,6,6,11,25,12
2015-16,playoffs,1610612757,POR,0041500172,POR@LAC,AWAY,20/04/2016,L,240,81,31,91,34.1,5,26,19.2,14,16,87.5,15,37,52,20,6,3,11,20,-21
2015-16,playoffs,1610612765,DET,0041500102,DET@CLE,AWAY,20/04/2016,L,240,90,34,78,43.6,4,17,23.5,18,32,56.3,11,29,40,19,7,4,13,18,-17
2015-16,playoffs,1610612766,CHA,0041500122,CHA@MIA,AWAY,20/04/2016,L,240,103,38,89,42.7,1,16,6.3,26,33,78.8,15,24,39,9,3,1,8,16,-12
2015-16,playoffs,1610612737,ATL,0041500132,ATLvs.BOS,HOME,19/04/2016,W,240,89,32,82,39.0,11,29,37.9,14,16,87.5,3,46,49,20,7,15,16,16,17
2015-16,playoffs,1610612738,BOS,0041500132,BOS@ATL,AWAY,19/04/2016,L,240,72,28,88,31.8,5,28,17.9,11,12,91.7,10,33,43,16,5,10,16,15,-17
2015-16,playoffs,1610612759,SAS,0041500152,SASvs.MEM,HOME,19/04/2016,W,240,94,31,66,47.0,9,17,52.9,23,28,82.1,3,41,44,19,8,10,19,18,26
2015-16,playoffs,1610612763,MEM,0041500152,MEM@SAS,AWAY,19/04/2016,L,240,68,28,86,32.6,2,15,13.3,10,18,55.6,16,28,44,14,14,2,14,24,-26
2015-16,playoffs,1610612742,DAL,0041500162,DAL@OKC,AWAY,18/04/2016,W,240,85,35,82,42.7,5,19,26.3,10,19,52.6,11,34,45,14,8,4,13,17,1
2015-16,playoffs,1610612744,GSW,0041500142,GSWvs.HOU,HOME,18/04/2016,W,240,115,40,81,49.4,8,23,34.8,27,38,71.1,13,26,39,27,10,6,13,24,9
2015-16,playoffs,1610612745,HOU,0041500142,HOU@GSW,AWAY,18/04/2016,L,240,106,35,79,44.3,10,25,40.0,26,33,78.8,12,25,37,21,4,5,19,34,-9
2015-16,playoffs,1610612754,IND,0041500112,IND@TOR,AWAY,18/04/2016,L,240,87,29,70,41.4,4,20,20.0,25,30,83.3,6,27,33,13,7,3,13,23,-11
2015-16,playoffs,1610612760,OKC,0041500162,OKCvs.DAL,HOME,18/04/2016,L,240,84,31,92,33.7,7,32,21.9,15,18,83.3,19,35,54,11,9,4,15,19,-1
2015-16,playoffs,1610612761,TOR,0041500112,TORvs.IND,HOME,18/04/2016,W,240,98,35,80,43.8,5,18,27.8,23,25,92.0,12,32,44,19,8,5,13,25,11
2015-16,playoffs,1610612739,CLE,0041500101,CLEvs.DET,HOME,17/04/2016,W,240,106,39,88,44.3,12,35,34.3,16,21,76.2,12,28,40,25,7,4,5,18,5
2015-16,playoffs,1610612746,LAC,0041500171,LACvs.POR,HOME,17/04/2016,W,240,115,42,78,53.8,6,17,35.3,25,39,64.1,11,37,48,23,7,7,10,23,20
2015-16,playoffs,1610612748,MIA,0041500121,MIAvs.CHA,HOME,17/04/2016,W,240,123,49,85,57.6,9,18,50.0,16,21,76.2,14,28,42,27,7,4,6,24,32
2015-16,playoffs,1610612757,POR,0041500171,POR@LAC,AWAY,17/04/2016,L,240,95,33,83,39.8,10,30,33.3,19,26,73.1,10,30,40,23,6,2,12,28,-20
2015-16,playoffs,1610612759,SAS,0041500151,SASvs.MEM,HOME,17/04/2016,W,240,106,42,81,51.9,10,22,45.5,12,13,92.3,9,35,44,22,13,9,13,11,32
2015-16,playoffs,1610612763,MEM,0041500151,MEM@SAS,AWAY,17/04/2016,L,240,74,31,79,39.2,8,18,44.4,4,6,66.7,10,25,35,17,7,5,17,16,-32
2015-16,playoffs,1610612765,DET,0041500101,DET@CLE,AWAY,17/04/2016,L,240,101,37,73,50.7,15,29,51.7,12,16,75.0,5,32,37,24,4,2,12,21,-5
2015-16,playoffs,1610612766,CHA,0041500121,CHA@MIA,AWAY,17/04/2016,L,240,91,28,65,43.1,6,17,35.3,29,37,78.4,7,21,28,11,5,2,11,17,-32
2015-16,playoffs,1610612737,ATL,0041500131,ATLvs.BOS,HOME,16/04/2016,W,240,102,35,86,40.7,5,26,19.2,27,35,77.1,13,40,53,23,4,9,12,20,1
2015-16,playoffs,1610612738,BOS,0041500131,BOS@ATL,AWAY,16/04/2016,L,240,101,37,102,36.3,11,35,31.4,16,19,84.2,15,35,50,27,6,6,10,32,-1
2015-16,playoffs,1610612742,DAL,0041500161,DAL@OKC,AWAY,16/04/2016,L,240,70,25,84,29.8,4,18,22.2,16,26,61.5,9,24,33,16,5,0,13,25,-38
2015-16,playoffs,1610612744,GSW,0041500141,GSWvs.HOU,HOME,16/04/2016,W,240,104,39,91,42.9,10,25,40.0,16,24,66.7,15,38,53,26,10,7,18,22,26
2015-16,playoffs,1610612745,HOU,0041500141,HOU@GSW,AWAY,16/04/2016,L,240,78,30,84,35.7,6,22,27.3,12,24,50.0,13,38,51,16,10,6,24,28,-26
2015-16,playoffs,1610612754,IND,0041500111,IND@TOR,AWAY,16/04/2016,W,240,100,34,79,43.0,11,21,52.4,21,29,72.4,9,29,38,19,11,8,13,25,10
2015-16,playoffs,1610612760,OKC,0041500161,OKCvs.DAL,HOME,16/04/2016,W,240,108,36,80,45.0,12,35,34.3,24,28,85.7,14,42,56,23,7,6,18,25,38
2015-16,playoffs,1610612761,TOR,0041500111,TORvs.IND,HOME,16/04/2016,L,240,90,30,79,38.0,4,19,21.1,26,38,68.4,20,32,52,17,6,5,20,27,-10
2015-16,all-star,1610616833,EST,0031500001,ESTvs.WST,HOME,14/02/2016,L,240,173,75,137,54.7,20,59,33.9,3,5,60.0,15,42,57,34,11,2,24,8,-23
2015-16,all-star,1610616834,WST,0031500001,WST@EST,AWAY,14/02/2016,W,240,196,82,149,55.0,31,80,38.8,1,2,50.0,17,42,59,51,20,0,14,8,23
2016-17,pre-season,1610612742,DAL,0011600098,DAL@DEN,AWAY,21/10/2016,L,240,75,30,79,38.0,5,21,23.8,10,14,71.4,6,22,28,17,5,3,16,23,-26
2016-17,pre-season,1610612743,DEN,0011600098,DENvs.DAL,HOME,21/10/2016,W,240,101,39,76,51.3,6,26,23.1,17,18,94.4,10,39,49,26,5,4,21,25,26
2016-17,pre-season,1610612744,GSW,0011600102,GSWvs.POR,HOME,21/10/2016,W,240,107,39,90,43.3,17,43,39.5,12,13,92.3,9,42,51,27,5,8,14,18,11
2016-17,pre-season,1610612745,HOU,0011600101,HOU@SAS,AWAY,21/10/2016,L,240,99,38,93,40.9,8,35,22.9,15,22,68.2,13,33,46,20,8,4,12,17,-15
2016-17,pre-season,1610612747,LAL,0011600099,LALvs.PHX,HOME,21/10/2016,L,240,94,34,87,39.1,7,27,25.9,19,29,65.5,13,36,49,20,11,3,24,29,-4
2016-17,pre-season,1610612748,MIA,0011600100,MIAvs.PHI,HOME,21/10/2016,L,240,110,37,73,50.7,5,20,25.0,31,49,63.3,7,39,46,12,6,9,19,30,-3
2016-17,pre-season,1610612750,MIN,0011600097,MINvs.CHA,HOME,21/10/2016,W,240,109,41,84,48.8,9,24,37.5,18,24,75.0,11,45,56,21,13,8,19,23,35
2016-17,pre-season,1610612755,PHI,0011600100,PHI@MIA,AWAY,21/10/2016,W,240,113,40,90,44.4,7,19,36.8,26,34,76.5,11,29,40,13,9,3,15,35,3
2016-17,pre-season,1610612756,PHX,0011600099,PHX@LAL,AWAY,21/10/2016,W,240,98,35,89,39.3,5,18,27.8,23,36,63.9,17,38,55,17,14,2,21,26,4
2016-17,pre-season,1610612757,POR,0011600102,POR@GSW,AWAY,21/10/2016,L,240,96,37,89,41.6,8,26,30.8,14,20,70.0,6,39,45,23,8,1,14,13,-11
2016-17,pre-season,1610612759,SAS,0011600101,SASvs.HOU,HOME,21/10/2016,W,240,114,45,89,50.6,8,18,44.4,16,17,94.1,5,43,48,31,7,9,13,15,15
2016-17,pre-season,1610612761,TOR,0011600096,TOR@WAS,AWAY,21/10/2016,L,240,82,29,82,35.4,4,20,20.0,20,25,80.0,12,24,36,8,9,4,14,15,-37
2016-17,pre-season,1610612764,WAS,0011600096,WASvs.TOR,HOME,21/10/2016,W,240,119,49,85,57.6,14,29,48.3,7,12,58.3,10,40,50,33,7,8,17,23,37
2016-17,pre-season,1610612766,CHA,0011600097,CHA@MIN,AWAY,21/10/2016,L,240,74,25,79,31.6,3,22,13.6,21,29,72.4,9,28,37,8,9,6,19,22,-35
2016-17,pre-season,1610612737,ATL,0011600094,ATL@CHI,AWAY,20/10/2016,W,240,97,40,85,47.1,8,25,32.0,9,13,69.2,7,48,55,33,5,5,19,20,16
2016-17,pre-season,1610612740,NOP,0011600093,NOP@ORL,AWAY,20/10/2016,L,265,111,41,96,42.7,10,26,38.5,19,25,76.0,11,40,51,23,6,4,19,26,-3
2016-17,pre-season,1610612741,CHI,0011600094,CHIvs.ATL,HOME,20/10/2016,L,240,81,29,95,30.5,4,22,18.2,19,23,82.6,13,32,45,24,8,9,10,18,-16
2016-17,pre-season,1610612748,MIA,0011600092,MIA@CHA,AWAY,20/10/2016,L,240,88,31,86,36.0,12,41,29.3,14,20,70.0,12,36,48,23,10,9,17,22,-8
2016-17,pre-season,1610612751,BKN,0011600095,BKNvs.NYK,HOME,20/10/2016,L,240,111,39,82,47.6,14,35,40.0,19,24,79.2,6,30,36,28,11,2,24,20,-5
2016-17,pre-season,1610612752,NYK,0011600095,NYK@BKN,AWAY,20/10/2016,W,240,116,44,89,49.4,6,22,27.3,22,28,78.6,11,35,46,28,14,7,24,26,5
2016-17,pre-season,1610612753,ORL,0011600093,ORLvs.NOP,HOME,20/10/2016,W,265,114,43,101,42.6,9,27,33.3,19,24,79.2,11,35,46,27,10,5,15,25,3
2016-17,pre-season,1610612766,CHA,0011600092,CHAvs.MIA,HOME,20/10/2016,W,240,96,34,82,41.5,8,24,33.3,20,24,83.3,10,39,49,22,9,4,16,17,8
2016-17,pre-season,1610612738,BOS,0011600089,BOSvs.NYK,HOME,19/10/2016,L,240,96,35,84,41.7,7,24,29.2,19,25,76.0,13,28,41,19,3,4,23,26,-25
2016-17,pre-season,1610612742,DAL,0011600091,DALvs.HOU,HOME,19/10/2016,L,240,91,31,83,37.3,7,32,21.9,22,24,91.7,10,32,42,20,6,5,15,24,-15
2016-17,pre-season,1610612744,GSW,0011600088,GSW@LAL,AWAY,19/10/2016,W,240,123,44,92,47.8,11,33,33.3,24,25,96.0,8,36,44,34,12,8,14,19,11
2016-17,pre-season,1610612745,HOU,0011600091,HOU@DAL,AWAY,19/10/2016,W,240,106,37,86,43.0,12,39,30.8,20,28,71.4,16,38,54,18,8,3,14,22,15
2016-17,pre-season,1610612747,LAL,0011600088,LALvs.GSW,HOME,19/10/2016,L,240,112,42,92,45.7,14,34,41.2,14,25,56.0,11,34,45,28,9,3,22,21,-11
2016-17,pre-season,1610612749,MIL,0011600085,MILvs.IND,HOME,19/10/2016,W,240,111,38,79,48.1,8,21,38.1,27,33,81.8,14,36,50,25,8,6,24,19,8
2016-17,pre-season,1610612750,MIN,0011600086,MINvs.MEM,HOME,19/10/2016,W,240,101,31,75,41.3,3,22,13.6,36,41,87.8,8,35,43,18,12,8,21,20,7
2016-17,pre-season,1610612752,NYK,0011600089,NYK@BOS,AWAY,19/10/2016,W,240,121,45,92,48.9,6,25,24.0,25,36,69.4,16,34,50,33,17,6,13,25,25
2016-17,pre-season,1610612754,IND,0011600085,IND@MIL,AWAY,19/10/2016,L,240,103,39,91,42.9,7,25,28.0,18,20,90.0,11,23,34,26,14,7,11,23,-8
2016-17,pre-season,1610612757,POR,0011600087,POR@UTA,AWAY,19/10/2016,W,240,88,36,78,46.2,10,27,37.0,6,8,75.0,8,39,47,17,4,4,17,23,4
2016-17,pre-season,1610612761,TOR,0011600090,TOR@DET,AWAY,19/10/2016,W,240,103,38,88,43.2,9,21,42.9,18,23,78.3,11,36,47,20,6,4,12,19,11
2016-17,pre-season,1610612762,UTA,0011600087,UTAvs.POR,HOME,19/10/2016,L,240,84,29,78,37.2,7,23,30.4,19,23,82.6,6,32,38,20,10,5,9,12,-4
2016-17,pre-season,1610612763,MEM,0011600086,MEM@MIN,AWAY,19/10/2016,L,240,94,33,83,39.8,10,31,32.3,18,28,64.3,13,32,45,14,13,3,22,30,-7
2016-17,pre-season,1610612765,DET,0011600090,DETvs.TOR,HOME,19/10/2016,L,240,92,35,77,45.5,5,23,21.7,17,20,85.0,4,33,37,20,3,5,14,20,-11
2016-17,pre-season,1610612737,ATL,0011600083,ATLvs.NOP,HOME,18/10/2016,W,240,96,36,86,41.9,6,21,28.6,18,26,69.2,14,39,53,25,8,7,19,19,7
2016-17,pre-season,1610612739,CLE,0011600080,CLEvs.WAS,HOME,18/10/2016,L,240,91,36,82,43.9,8,32,25.0,11,22,50.0,5,41,46,24,9,5,20,29,-5
2016-17,pre-season,1610612740,NOP,0011600083,NOP@ATL,AWAY,18/10/2016,L,240,89,33,85,38.8,7,24,29.2,16,20,80.0,7,37,44,20,11,3,17,27,-7
2016-17,pre-season,1610612743,DEN,0011600081,DEN@OKC,AWAY,18/10/2016,L,240,87,32,92,34.8,4,25,16.0,19,30,63.3,16,33,49,15,9,5,16,12,-10
2016-17,pre-season,1610612746,LAC,0011600082,LAC@SAC,AWAY,18/10/2016,W,240,92,35,77,45.5,12,33,36.4,10,11,90.9,4,32,36,27,8,2,18,18,3
2016-17,pre-season,1610612748,MIA,0011600084,MIAvs.ORL,HOME,18/10/2016,W,240,107,43,84,51.2,10,24,41.7,11,11,100,7,39,46,23,10,9,14,20,30
2016-17,pre-season,1610612753,ORL,0011600084,ORL@MIA,AWAY,18/10/2016,L,240,77,28,83,33.7,2,19,10.5,19,24,79.2,10,32,42,13,6,3,17,15,-30
2016-17,pre-season,1610612758,SAC,0011600082,SACvs.LAC,HOME,18/10/2016,L,240,89,34,81,42.0,5,22,22.7,16,18,88.9,11,38,49,22,14,2,22,23,-3
2016-17,pre-season,1610612760,OKC,0011600081,OKCvs.DEN,HOME,18/10/2016,W,240,97,42,93,45.2,3,14,21.4,10,15,66.7,11,39,50,25,9,5,15,28,10
2016-17,pre-season,1610612764,WAS,0011600080,WAS@CLE,AWAY,18/10/2016,W,240,96,34,82,41.5,6,19,31.6,22,31,71.0,6,41,47,20,12,3,16,17,5
2016-17,pre-season,1610612738,BOS,0011600078,BOSvs.BKN,HOME,17/10/2016,W,240,120,42,86,48.8,12,33,36.4,24,29,82.8,13,42,55,25,13,4,25,23,21
2016-17,pre-season,1610612741,CHI,0011600076,CHIvs.CHA,HOME,17/10/2016,L,265,104,40,94,42.6,7,26,26.9,17,20,85.0,13,44,57,26,4,14,19,30,-4
2016-17,pre-season,1610612746,LAC,0011600077,LAC@UTA,AWAY,17/10/2016,L,240,78,29,74,39.2,4,21,19.0,16,20,80.0,4,33,37,15,8,3,20,18,-26
2016-17,pre-season,1610612749,MIL,0011600079,MIL@DET,AWAY,17/10/2016,L,240,78,30,81,37.0,4,17,23.5,14,17,82.4,11,28,39,14,10,3,15,14,-24
2016-17,pre-season,1610612751,BKN,0011600078,BKN@BOS,AWAY,17/10/2016,L,240,99,36,87,41.4,11,32,34.4,16,24,66.7,8,26,34,25,15,4,19,24,-21
2016-17,pre-season,1610612762,UTA,0011600077,UTAvs.LAC,HOME,17/10/2016,W,240,104,40,77,51.9,9,26,34.6,15,24,62.5,3,40,43,23,11,4,17,22,26
2016-17,pre-season,1610612765,DET,0011600079,DETvs.MIL,HOME,17/10/2016,W,240,102,37,76,48.7,13,27,48.1,15,18,83.3,9,40,49,23,8,3,14,17,24
2016-17,pre-season,1610612766,CHA,0011600076,CHA@CHI,AWAY,17/10/2016,W,265,108,33,99,33.3,8,29,27.6,34,41,82.9,18,36,54,24,10,5,11,20,4
2016-17,pre-season,1610612737,ATL,0011600073,ATL@ORL,AWAY,16/10/2016,W,240,105,36,88,40.9,10,27,37.0,23,27,85.2,11,38,49,24,6,11,9,18,7
2016-17,pre-season,1610612743,DEN,0011600075,DEN@POR,AWAY,16/10/2016,W,240,106,37,82,45.1,12,26,46.2,20,33,60.6,12,37,49,21,10,2,10,14,9
2016-17,pre-season,1610612750,MIN,0011600074,MIN@OKC,AWAY,16/10/2016,L,240,94,34,85,40.0,10,28,35.7,16,21,76.2,10,27,37,17,7,7,19,25,-18
2016-17,pre-season,1610612753,ORL,0011600073,ORLvs.ATL,HOME,16/10/2016,L,240,98,38,86,44.2,10,25,40.0,12,24,50.0,11,35,46,19,6,10,14,20,-7
2016-17,pre-season,1610612757,POR,0011600075,PORvs.DEN,HOME,16/10/2016,L,240,97,35,88,39.8,15,32,46.9,12,19,63.2,14,38,52,19,6,3,15,26,-9
2016-17,pre-season,1610612760,OKC,0011600074,OKCvs.MIN,HOME,16/10/2016,W,240,112,45,90,50.0,7,21,33.3,15,19,78.9,10,37,47,23,10,4,19,22,18
2016-17,pre-season,1610612738,BOS,0011600070,BOS@NYK,AWAY,15/10/2016,W,240,119,43,73,58.9,13,26,50.0,20,35,57.1,5,24,29,25,13,3,15,18,12
2016-17,pre-season,1610612741,CHI,0011600072,CHI@MIL,AWAY,15/10/2016,W,240,107,37,79,46.8,13,30,43.3,20,21,95.2,11,37,48,26,5,7,14,20,21
2016-17,pre-season,1610612744,GSW,0011600068,GSW@LAL,AWAY,15/10/2016,W,240,112,44,81,54.3,10,23,43.5,14,22,63.6,13,30,43,29,9,6,19,28,5
2016-17,pre-season,1610612745,HOU,0011600067,HOUvs.MEM,HOME,15/10/2016,L,290,125,43,101,42.6,7,34,20.6,32,37,86.5,15,45,60,27,6,5,24,29,-9
2016-17,pre-season,1610612747,LAL,0011600068,LALvs.GSW,HOME,15/10/2016,L,240,107,36,84,42.9,9,27,33.3,26,33,78.8,13,25,38,21,11,4,17,21,-5
2016-17,pre-season,1610612748,MIA,0011600071,MIAvs.MIN,HOME,15/10/2016,L,240,96,34,83,41.0,13,32,40.6,15,22,68.2,9,27,36,23,12,2,14,20,-5
2016-17,pre-season,1610612749,MIL,0011600072,MILvs.CHI,HOME,15/10/2016,L,240,86,34,77,44.2,6,22,27.3,12,19,63.2,4,30,34,25,8,5,14,22,-21
2016-17,pre-season,1610612750,MIN,0011600071,MIN@MIA,AWAY,15/10/2016,W,240,101,38,79,48.1,5,15,33.3,20,22,90.9,13,38,51,16,6,4,21,17,5
2016-17,pre-season,1610612752,NYK,0011600070,NYKvs.BOS,HOME,15/10/2016,L,240,107,42,92,45.7,11,27,40.7,12,17,70.6,19,28,47,26,9,1,22,24,-12
2016-17,pre-season,1610612755,PHI,0011600066,PHIvs.DET,HOME,15/10/2016,L,240,76,25,68,36.8,3,20,15.0,23,30,76.7,7,31,38,16,10,4,25,19,-21
2016-17,pre-season,1610612758,SAC,0011600069,SACvs.WAS,HOME,15/10/2016,W,240,124,42,70,60.0,9,19,47.4,31,38,81.6,7,33,40,26,12,5,27,19,5
2016-17,pre-season,1610612763,MEM,0011600067,MEM@HOU,AWAY,15/10/2016,W,290,134,43,104,41.3,17,44,38.6,31,44,70.5,14,36,50,30,16,7,17,28,9
2016-17,pre-season,1610612764,WAS,0011600069,WAS@SAC,AWAY,15/10/2016,L,240,119,47,97,48.5,8,31,25.8,17,18,94.4,12,20,32,24,21,1,16,28,-5
2016-17,pre-season,1610612765,DET,0011600066,DET@PHI,AWAY,15/10/2016,W,240,97,36,77,46.8,9,21,42.9,16,26,61.5,12,32,44,21,14,2,16,22,21
2016-17,pre-season,12330,SLA,0011600060,SLA@TOR,AWAY,14/10/2016,L,240,105,33,72,45.8,15,29,51.7,24,33,72.7,13,20,33,28,7,3,17,24,-17
2016-17,pre-season,1610612739,CLE,0011600062,CLE@CHI,AWAY,14/10/2016,L,240,108,39,88,44.3,10,25,40.0,20,22,90.9,4,22,26,22,10,5,10,18,-10
2016-17,pre-season,1610612741,CHI,0011600062,CHIvs.CLE,HOME,14/10/2016,W,240,118,47,91,51.6,9,22,40.9,15,20,75.0,18,42,60,28,3,6,22,21,10
2016-17,pre-season,1610612742,DAL,0011600064,DAL@PHX,AWAY,14/10/2016,L,240,107,39,91,42.9,8,16,50.0,21,28,75.0,15,41,56,16,6,8,18,30,-5
2016-17,pre-season,1610612743,DEN,0011600063,DENvs.GSW,HOME,14/10/2016,L,265,128,50,108,46.3,12,29,41.4,16,23,69.6,17,43,60,28,9,3,17,26,-1
2016-17,pre-season,1610612744,GSW,0011600063,GSW@DEN,AWAY,14/10/2016,W,265,129,45,98,45.9,17,42,40.5,22,33,66.7,11,41,52,27,10,11,16,22,1
2016-17,pre-season,1610612748,MIA,0011600065,MIA@SAS,AWAY,14/10/2016,W,240,108,42,87,48.3,11,30,36.7,13,21,61.9,10,29,39,24,9,5,16,22,8
2016-17,pre-season,1610612753,ORL,0011600061,ORLvs.IND,HOME,14/10/2016,W,240,114,40,79,50.6,12,24,50.0,22,28,78.6,12,39,51,24,12,3,25,25,8
2016-17,pre-season,1610612754,IND,0011600061,IND@ORL,AWAY,14/10/2016,L,240,106,41,88,46.6,7,16,43.8,17,25,68.0,9,29,38,22,12,4,13,20,-8
2016-17,pre-season,1610612756,PHX,0011600064,PHXvs.DAL,HOME,14/10/2016,W,240,112,38,94,40.4,13,33,39.4,23,29,79.3,12,34,46,21,10,6,13,26,5
2016-17,pre-season,1610612759,SAS,0011600065,SASvs.MIA,HOME,14/10/2016,L,240,100,37,83,44.6,5,19,26.3,21,25,84.0,13,34,47,20,8,4,19,19,-8
2016-17,pre-season,1610612761,TOR,0011600060,TORvs.SLA,HOME,14/10/2016,W,240,122,47,77,61.0,10,18,55.6,18,30,60.0,10,23,33,22,7,4,8,27,17
2016-17,pre-season,1610612737,ATL,0011600056,ATLvs.DET,HOME,13/10/2016,L,240,94,36,83,43.4,11,28,39.3,11,16,68.8,10,30,40,25,8,6,19,32,-5
2016-17,pre-season,1610612738,BOS,0011600055,BOS@BKN,AWAY,13/10/2016,W,240,100,35,84,41.7,8,29,27.6,22,32,68.8,10,40,50,24,10,7,17,25,3
2016-17,pre-season,1610612739,CLE,0011600059,CLEvs.TOR,HOME,13/10/2016,L,240,94,32,78,41.0,9,25,36.0,21,24,87.5,7,26,33,24,9,1,21,15,-25
2016-17,pre-season,1610612746,LAC,0011600057,LACvs.POR,HOME,13/10/2016,W,240,109,38,86,44.2,6,21,28.6,27,35,77.1,10,32,42,24,7,5,11,30,1
2016-17,pre-season,1610612747,LAL,0011600058,LALvs.SAC,HOME,13/10/2016,L,240,104,40,86,46.5,14,35,40.0,10,14,71.4,8,23,31,31,6,0,13,19,-12
2016-17,pre-season,1610612751,BKN,0011600055,BKNvs.BOS,HOME,13/10/2016,L,240,97,33,86,38.4,10,35,28.6,21,28,75.0,9,40,49,23,7,2,18,23,-3
2016-17,pre-season,1610612755,PHI,0011600053,PHI@WAS,AWAY,13/10/2016,L,240,79,25,76,32.9,4,30,13.3,25,29,86.2,10,44,54,12,4,4,22,25,-21
