SEASON,SEASON_TYPE,TEAM_ID,TEAM_ABB,GAME_ID,MATCHUP,HOME_AWAY,GDATE,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
2019-20,regular-season,1610612745,HOU,0021901290,HOU@SAC,AWAY,09/08/2020,W,240,129,43,91,47.3,18,57,31.6,25,30,83.3,8,40,48,21,9,3,15,18,17
2019-20,regular-season,1610612746,LAC,0021901291,LACvs.BKN,HOME,09/08/2020,L,240,120,45,93,48.4,13,36,36.1,17,20,85.0,10,29,39,23,8,2,10,19,-9
2019-20,regular-season,1610612751,BKN,0021901291,BKN@LAC,AWAY,09/08/2020,W,240,129,47,85,55.3,20,43,46.5,15,19,78.9,8,38,46,32,5,5,16,25,9
2019-20,regular-season,1610612753,ORL,0021901288,ORL@BOS,AWAY,09/08/2020,L,265,119,41,102,40.2,15,47,31.9,22,26,84.6,12,40,52,24,7,4,14,25,-3
2019-20,regular-season,1610612755,PHI,0021901289,PHI@POR,AWAY,09/08/2020,L,240,121,47,97,48.5,14,30,46.7,13,17,76.5,14,34,48,24,6,3,15,23,-3
2019-20,regular-season,1610612757,POR,0021901289,PORvs.PHI,HOME,09/08/2020,W,240,124,43,91,47.3,11,35,31.4,27,29,93.1,7,34,41,19,8,6,10,16,3
2019-20,regular-season,1610612758,SAC,0021901290,SACvs.HOU,HOME,09/08/2020,L,240,112,41,87,47.1,10,37,27.0,20,23,87.0,5,36,41,29,9,2,18,22,-17
2019-20,regular-season,1610612759,SAS,0021901287,SAS@NOP,AWAY,09/08/2020,W,240,122,40,89,44.9,11,28,39.3,31,32,96.9,15,36,51,22,12,6,17,27,9
2019-20,regular-season,1610612760,OKC,0021901285,OKCvs.WAS,HOME,09/08/2020,W,240,121,43,84,51.2,18,39,46.2,17,22,77.3,8,35,43,25,7,3,12,18,18
2019-20,regular-season,1610612761,TOR,0021901286,TORvs.MEM,HOME,09/08/2020,W,240,108,34,71,47.9,15,39,38.5,25,33,75.8,5,35,40,25,17,7,26,23,9
2019-20,regular-season,1610612763,MEM,0021901286,MEM@TOR,AWAY,09/08/2020,L,240,99,37,91,40.7,14,42,33.3,11,16,68.8,10,32,42,24,14,3,22,27,-9
2019-20,regular-season,1610612764,WAS,0021901285,WAS@OKC,AWAY,09/08/2020,L,240,103,38,92,41.3,9,36,25.0,18,22,81.8,13,31,44,23,6,3,16,18,-18
2019-20,regular-season,1610612742,DAL,0021901284,DALvs.MIL,HOME,08/08/2020,W,265,136,48,115,41.7,17,53,32.1,23,25,92.0,11,43,54,37,6,2,7,26,4
2019-20,regular-season,1610612743,DEN,0021901281,DENvs.UTA,HOME,08/08/2020,W,290,134,51,108,47.2,9,37,24.3,23,30,76.7,12,40,52,29,10,5,11,24,2
2019-20,regular-season,1610612746,LAC,0021901280,LAC@POR,AWAY,08/08/2020,W,240,122,42,85,49.4,15,34,44.1,23,28,82.1,9,36,45,24,5,2,14,22,5
2019-20,regular-season,1610612747,LAL,0021901282,LAL@IND,AWAY,08/08/2020,L,240,111,42,100,42.0,13,39,33.3,14,19,73.7,15,29,44,20,13,6,15,16,-5
2019-20,regular-season,1610612748,MIA,0021901283,MIAvs.PHX,HOME,08/08/2020,L,240,112,41,84,48.8,11,36,30.6,19,22,86.4,3,34,37,28,6,9,12,21,-7
2019-20,regular-season,1610612749,MIL,0021901284,MIL@DAL,AWAY,08/08/2020,L,265,132,47,99,47.5,15,44,34.1,23,34,67.6,9,46,55,26,3,9,13,26,-4
2019-20,regular-season,1610612754,IND,0021901282,INDvs.LAL,HOME,08/08/2020,W,240,116,44,84,52.4,15,33,45.5,13,14,92.9,7,35,42,25,12,4,20,21,5
2019-20,regular-season,1610612756,PHX,0021901283,PHX@MIA,AWAY,08/08/2020,W,240,119,44,92,47.8,12,32,37.5,19,20,95.0,12,40,52,27,5,4,11,21,7
2019-20,regular-season,1610612757,POR,0021901280,PORvs.LAC,HOME,08/08/2020,L,240,117,44,90,48.9,17,43,39.5,12,17,70.6,9,32,41,24,5,2,11,26,-5
2019-20,regular-season,1610612762,UTA,0021901281,UTA@DEN,AWAY,08/08/2020,L,290,132,47,105,44.8,22,55,40.0,16,22,72.7,15,36,51,34,6,4,23,30,-2
2019-20,regular-season,1610612738,BOS,0021901279,BOS@TOR,AWAY,07/08/2020,W,240,122,47,96,49.0,16,46,34.8,12,16,75.0,9,43,52,27,8,2,15,22,22
2019-20,regular-season,1610612740,NOP,0021901278,NOPvs.WAS,HOME,07/08/2020,W,240,118,42,88,47.7,12,35,34.3,22,26,84.6,11,34,45,25,7,8,20,19,11
2019-20,regular-season,1610612751,BKN,0021901276,BKNvs.SAC,HOME,07/08/2020,W,240,119,42,86,48.8,17,40,42.5,18,28,64.3,7,37,44,30,9,3,11,23,13
2019-20,regular-season,1610612753,ORL,0021901277,ORL@PHI,AWAY,07/08/2020,L,240,101,37,88,42.0,8,32,25.0,19,25,76.0,10,37,47,17,5,2,11,24,-7
2019-20,regular-season,1610612755,PHI,0021901277,PHIvs.ORL,HOME,07/08/2020,W,240,108,38,93,40.9,8,29,27.6,24,33,72.7,15,36,51,19,4,4,9,20,7
2019-20,regular-season,1610612758,SAC,0021901276,SAC@BKN,AWAY,07/08/2020,L,240,106,38,89,42.7,12,40,30.0,18,24,75.0,13,37,50,19,3,4,15,26,-13
2019-20,regular-season,1610612759,SAS,0021901274,SASvs.UTA,HOME,07/08/2020,W,240,119,45,89,50.6,9,22,40.9,20,26,76.9,8,39,47,27,10,5,13,18,8
2019-20,regular-season,1610612760,OKC,0021901275,OKC@MEM,AWAY,07/08/2020,L,240,92,34,97,35.1,13,43,30.2,11,15,73.3,12,24,36,19,12,2,10,20,-29
2019-20,regular-season,1610612761,TOR,0021901279,TORvs.BOS,HOME,07/08/2020,L,240,100,38,89,42.7,10,38,26.3,14,17,82.4,9,39,48,20,8,7,18,18,-22
2019-20,regular-season,1610612762,UTA,0021901274,UTA@SAS,AWAY,07/08/2020,L,240,111,38,91,41.8,16,37,43.2,19,24,79.2,10,39,49,25,8,4,16,19,-8
2019-20,regular-season,1610612763,MEM,0021901275,MEMvs.OKC,HOME,07/08/2020,W,240,121,46,83,55.4,11,31,35.5,18,20,90.0,12,46,58,24,6,4,20,19,29
2019-20,regular-season,1610612764,WAS,0021901278,WAS@NOP,AWAY,07/08/2020,L,240,107,38,90,42.2,10,27,37.0,21,23,91.3,10,30,40,22,9,4,16,27,-11
2019-20,regular-season,1610612740,NOP,0021901268,NOP@SAC,AWAY,06/08/2020,L,240,125,47,82,57.3,14,34,41.2,17,23,73.9,5,25,30,31,4,3,17,26,-15
2019-20,regular-season,1610612742,DAL,0021901271,DALvs.LAC,HOME,06/08/2020,L,240,111,39,87,44.8,17,48,35.4,16,21,76.2,8,29,37,24,3,4,8,17,-15
2019-20,regular-season,1610612743,DEN,0021901272,DENvs.POR,HOME,06/08/2020,L,240,115,44,84,52.4,14,28,50.0,13,17,76.5,11,33,44,30,5,4,16,22,-10
2019-20,regular-season,1610612745,HOU,0021901273,HOUvs.LAL,HOME,06/08/2020,W,240,113,36,84,42.9,21,57,36.8,20,23,87.0,4,30,34,26,11,5,20,28,16
2019-20,regular-season,1610612746,LAC,0021901271,LAC@DAL,AWAY,06/08/2020,W,240,126,50,92,54.3,14,31,45.2,12,15,80.0,9,36,45,22,3,3,8,21,15
2019-20,regular-season,1610612747,LAL,0021901273,LAL@HOU,AWAY,06/08/2020,L,240,97,35,77,45.5,2,19,10.5,25,36,69.4,12,36,48,18,11,6,25,20,-16
2019-20,regular-season,1610612748,MIA,0021901269,MIA@MIL,AWAY,06/08/2020,L,240,116,35,83,42.2,21,46,45.7,25,27,92.6,6,33,39,28,6,1,19,28,-14
2019-20,regular-season,1610612749,MIL,0021901269,MILvs.MIA,HOME,06/08/2020,W,240,130,41,78,52.6,15,37,40.5,33,38,86.8,5,39,44,27,7,3,14,21,14
2019-20,regular-season,1610612754,IND,0021901270,IND@PHX,AWAY,06/08/2020,L,240,99,37,85,43.5,10,29,34.5,15,19,78.9,5,33,38,20,6,5,15,22,-15
2019-20,regular-season,1610612756,PHX,0021901270,PHXvs.IND,HOME,06/08/2020,W,240,114,43,92,46.7,9,34,26.5,19,20,95.0,12,41,53,27,6,4,16,20,15
2019-20,regular-season,1610612757,POR,0021901272,POR@DEN,AWAY,06/08/2020,W,240,125,43,92,46.7,23,39,59.0,16,20,80.0,13,26,39,30,7,6,9,18,10
2019-20,regular-season,1610612758,SAC,0021901268,SACvs.NOP,HOME,06/08/2020,W,240,140,50,93,53.8,16,33,48.5,24,33,72.7,13,26,39,26,11,3,8,20,15
2019-20,regular-season,1610612738,BOS,0021901267,BOSvs.BKN,HOME,05/08/2020,W,240,149,50,88,56.8,20,39,51.3,29,35,82.9,6,37,43,29,10,10,14,23,34
2019-20,regular-season,1610612743,DEN,0021901264,DEN@SAS,AWAY,05/08/2020,W,240,132,50,91,54.9,14,36,38.9,18,21,85.7,14,32,46,31,6,5,14,21,6
2019-20,regular-season,1610612747,LAL,0021901265,LALvs.OKC,HOME,05/08/2020,L,240,86,31,88,35.2,5,37,13.5,19,29,65.5,10,36,46,17,7,3,11,24,-19
2019-20,regular-season,1610612751,BKN,0021901267,BKN@BOS,AWAY,05/08/2020,L,240,115,45,95,47.4,8,32,25.0,17,21,81.0,7,27,34,23,9,2,18,22,-34
2019-20,regular-season,1610612753,ORL,0021901266,ORLvs.TOR,HOME,05/08/2020,L,240,99,35,87,40.2,11,41,26.8,18,26,69.2,8,35,43,26,8,4,13,26,-10
2019-20,regular-season,1610612755,PHI,0021901263,PHI@WAS,AWAY,05/08/2020,W,240,107,38,82,46.3,11,29,37.9,20,29,69.0,6,35,41,27,11,4,14,21,9
2019-20,regular-season,1610612759,SAS,0021901264,SASvs.DEN,HOME,05/08/2020,L,240,126,46,93,49.5,11,30,36.7,23,27,85.2,10,25,35,29,10,5,9,20,-6
2019-20,regular-season,1610612760,OKC,0021901265,OKC@LAL,AWAY,05/08/2020,W,240,105,34,79,43.0,5,24,20.8,32,36,88.9,4,48,52,17,9,2,14,23,19
2019-20,regular-season,1610612761,TOR,0021901266,TOR@ORL,AWAY,05/08/2020,W,240,109,38,78,48.7,12,33,36.4,21,30,70.0,3,41,44,25,6,2,15,21,10
2019-20,regular-season,1610612762,UTA,0021901262,UTAvs.MEM,HOME,05/08/2020,W,240,124,38,84,45.2,18,45,40.0,30,33,90.9,11,35,46,25,5,4,18,23,9
2019-20,regular-season,1610612763,MEM,0021901262,MEM@UTA,AWAY,05/08/2020,L,240,115,43,91,47.3,11,29,37.9,18,25,72.0,9,32,41,21,7,3,14,28,-9
2019-20,regular-season,1610612764,WAS,0021901263,WASvs.PHI,HOME,05/08/2020,L,240,98,36,85,42.4,7,21,33.3,19,24,79.2,9,39,48,17,8,5,15,26,-9
2019-20,regular-season,1610612738,BOS,0021901260,BOS@MIA,AWAY,04/08/2020,L,240,106,37,85,43.5,10,33,30.3,22,27,81.5,14,31,45,15,7,4,16,26,-6
2019-20,regular-season,1610612742,DAL,0021901257,DAL@SAC,AWAY,04/08/2020,W,265,114,33,90,36.7,9,41,22.0,39,50,78.0,17,44,61,22,4,2,17,21,4
2019-20,regular-season,1610612745,HOU,0021901261,HOU@POR,AWAY,04/08/2020,L,240,102,34,87,39.1,19,53,35.8,15,24,62.5,5,34,39,24,7,3,10,26,-8
2019-20,regular-season,1610612746,LAC,0021901258,LACvs.PHX,HOME,04/08/2020,L,240,115,42,85,49.4,8,29,27.6,23,27,85.2,8,40,48,21,2,3,10,16,-2
2019-20,regular-season,1610612748,MIA,0021901260,MIAvs.BOS,HOME,04/08/2020,W,240,112,34,77,44.2,15,43,34.9,29,39,74.4,12,30,42,22,8,5,13,19,6
2019-20,regular-season,1610612749,MIL,0021901256,MILvs.BKN,HOME,04/08/2020,L,240,116,42,88,47.7,17,51,33.3,15,23,65.2,7,47,54,28,3,5,19,19,-3
2019-20,regular-season,1610612751,BKN,0021901256,BKN@MIL,AWAY,04/08/2020,W,240,119,43,103,41.7,21,57,36.8,12,16,75.0,7,35,42,30,5,6,7,26,3
2019-20,regular-season,1610612753,ORL,0021901259,ORL@IND,AWAY,04/08/2020,L,240,109,39,82,47.6,12,34,35.3,19,23,82.6,11,32,43,21,3,2,18,22,-11
2019-20,regular-season,1610612754,IND,0021901259,INDvs.ORL,HOME,04/08/2020,W,240,120,46,84,54.8,13,33,39.4,15,19,78.9,2,30,32,29,10,3,7,17,11
2019-20,regular-season,1610612756,PHX,0021901258,PHX@LAC,AWAY,04/08/2020,W,240,117,45,96,46.9,17,32,53.1,10,14,71.4,11,33,44,25,5,0,8,21,2
2019-20,regular-season,1610612757,POR,0021901261,PORvs.HOU,HOME,04/08/2020,W,240,110,39,95,41.1,12,31,38.7,20,29,69.0,15,49,64,18,7,5,12,21,8
2019-20,regular-season,1610612758,SAC,0021901257,SACvs.DAL,HOME,04/08/2020,L,265,110,43,104,41.3,16,43,37.2,8,12,66.7,8,39,47,26,8,3,11,37,-4
2019-20,regular-season,1610612740,NOP,0021901253,NOPvs.MEM,HOME,03/08/2020,W,240,109,37,82,45.1,11,29,37.9,24,39,61.5,8,41,49,25,7,1,15,20,10
2019-20,regular-season,1610612743,DEN,0021901251,DEN@OKC,AWAY,03/08/2020,W,265,121,42,87,48.3,7,25,28.0,30,39,76.9,9,37,46,23,10,3,13,29,8
2019-20,regular-season,1610612747,LAL,0021901255,LAL@UTA,AWAY,03/08/2020,W,240,116,41,82,50.0,9,26,34.6,25,31,80.6,4,34,38,23,12,3,14,24,8
2019-20,regular-season,1610612748,MIA,0021901250,MIAvs.TOR,HOME,03/08/2020,L,240,103,37,87,42.5,14,45,31.1,15,16,93.8,8,33,41,29,9,8,15,24,-4
2019-20,regular-season,1610612754,IND,0021901252,IND@WAS,AWAY,03/08/2020,W,240,111,44,92,47.8,7,26,26.9,16,16,100,9,36,45,20,6,11,10,15,11
2019-20,regular-season,1610612755,PHI,0021901254,PHIvs.SAS,HOME,03/08/2020,W,240,132,46,87,52.9,14,31,45.2,26,30,86.7,8,27,35,26,6,6,13,25,2
2019-20,regular-season,1610612759,SAS,0021901254,SAS@PHI,AWAY,03/08/2020,L,240,130,46,93,49.5,12,26,46.2,26,29,89.7,13,31,44,21,7,6,14,23,-2
2019-20,regular-season,1610612760,OKC,0021901251,OKCvs.DEN,HOME,03/08/2020,L,265,113,37,87,42.5,15,36,41.7,24,31,77.4,8,34,42,20,4,5,16,32,-8
2019-20,regular-season,1610612761,TOR,0021901250,TOR@MIA,AWAY,03/08/2020,W,240,107,29,67,43.3,16,32,50.0,33,36,91.7,3,36,39,19,6,3,21,19,4
2019-20,regular-season,1610612762,UTA,0021901255,UTAvs.LAL,HOME,03/08/2020,L,240,108,37,83,44.6,12,43,27.9,22,25,88.0,7,35,42,25,8,3,21,29,-8
2019-20,regular-season,1610612763,MEM,0021901253,MEM@NOP,AWAY,03/08/2020,L,240,99,37,93,39.8,12,43,27.9,13,15,86.7,8,35,43,25,3,10,14,32,-10
2019-20,regular-season,1610612764,WAS,0021901252,WASvs.IND,HOME,03/08/2020,L,240,100,41,94,43.6,11,30,36.7,7,13,53.8,9,36,45,30,6,7,13,19,-11
2019-20,regular-season,1610612738,BOS,0021901245,BOSvs.POR,HOME,02/08/2020,W,240,128,42,77,54.5,18,30,60.0,26,34,76.5,6,30,36,24,9,6,14,21,4
2019-20,regular-season,1610612742,DAL,0021901249,DAL@PHX,AWAY,02/08/2020,L,240,115,38,93,40.9,6,31,19.4,33,37,89.2,10,39,49,22,8,5,8,22,-2
2019-20,regular-season,1610612745,HOU,0021901248,HOUvs.MIL,HOME,02/08/2020,W,240,120,36,91,39.6,21,61,34.4,27,31,87.1,6,30,36,22,15,3,9,24,4
2019-20,regular-season,1610612749,MIL,0021901248,MIL@HOU,AWAY,02/08/2020,L,240,116,45,92,48.9,9,35,25.7,17,23,73.9,17,48,65,21,6,6,23,23,-4
2019-20,regular-season,1610612751,BKN,0021901244,BKNvs.WAS,HOME,02/08/2020,W,240,118,38,90,42.2,11,33,33.3,31,37,83.8,13,35,48,23,5,4,11,24,8
2019-20,regular-season,1610612753,ORL,0021901247,ORLvs.SAC,HOME,02/08/2020,W,240,132,43,82,52.4,18,38,47.4,28,35,80.0,12,34,46,31,10,4,18,25,16
2019-20,regular-season,1610612756,PHX,0021901249,PHXvs.DAL,HOME,02/08/2020,W,240,117,42,93,45.2,12,33,36.4,21,23,91.3,6,43,49,22,5,4,11,29,2
2019-20,regular-season,1610612757,POR,0021901245,POR@BOS,AWAY,02/08/2020,L,240,124,45,90,50.0,19,42,45.2,15,16,93.8,9,26,35,31,8,5,12,25,-4
2019-20,regular-season,1610612758,SAC,0021901247,SAC@ORL,AWAY,02/08/2020,L,240,116,45,91,49.5,8,28,28.6,18,22,81.8,9,30,39,30,10,0,15,28,-16
2019-20,regular-season,1610612759,SAS,0021901246,SAS@MEM,AWAY,02/08/2020,W,240,108,36,86,41.9,12,29,41.4,24,33,72.7,12,37,49,22,5,6,17,20,2
2019-20,regular-season,1610612763,MEM,0021901246,MEMvs.SAS,HOME,02/08/2020,L,240,106,42,91,46.2,7,30,23.3,15,18,83.3,3,36,39,27,5,3,12,27,-2
2019-20,regular-season,1610612764,WAS,0021901244,WAS@BKN,AWAY,02/08/2020,L,240,110,40,88,45.5,9,31,29.0,21,27,77.8,10,36,46,26,6,6,13,31,-8
2019-20,regular-season,1610612740,NOP,0021901241,NOP@LAC,AWAY,01/08/2020,L,240,103,38,85,44.7,9,30,30.0,18,28,64.3,9,39,48,24,4,1,18,23,-23
2019-20,regular-season,1610612743,DEN,0021901239,DENvs.MIA,HOME,01/08/2020,L,240,105,39,89,43.8,8,35,22.9,19,24,79.2,13,25,38,28,7,2,19,32,-20
2019-20,regular-season,1610612746,LAC,0021901241,LACvs.NOP,HOME,01/08/2020,W,240,126,37,87,42.5,25,47,53.2,27,35,77.1,8,40,48,23,10,2,10,28,23
2019-20,regular-season,1610612747,LAL,0021901243,LAL@TOR,AWAY,01/08/2020,L,240,92,29,82,35.4,10,40,25.0,24,33,72.7,8,32,40,17,8,12,18,25,-15
2019-20,regular-season,1610612748,MIA,0021901239,MIA@DEN,AWAY,01/08/2020,W,240,125,40,72,55.6,13,29,44.8,32,37,86.5,6,32,38,29,7,2,16,28,20
2019-20,regular-season,1610612754,IND,0021901242,INDvs.PHI,HOME,01/08/2020,W,240,127,48,95,50.5,14,34,41.2,17,23,73.9,10,24,34,31,8,5,10,25,6
2019-20,regular-season,1610612755,PHI,0021901242,PHI@IND,AWAY,01/08/2020,L,240,121,46,93,49.5,9,25,36.0,20,25,80.0,20,35,55,20,6,5,21,30,-6
2019-20,regular-season,1610612760,OKC,0021901240,OKCvs.UTA,HOME,01/08/2020,W,240,110,41,77,53.2,10,26,38.5,18,24,75.0,11,36,47,19,9,8,22,21,16
2019-20,regular-season,1610612761,TOR,0021901243,TORvs.LAL,HOME,01/08/2020,W,240,107,35,84,41.7,14,34,41.2,23,26,88.5,7,44,51,24,7,5,18,28,15
2019-20,regular-season,1610612762,UTA,0021901240,UTA@OKC,AWAY,01/08/2020,L,240,94,34,87,39.1,8,31,25.8,18,22,81.8,12,23,35,17,11,4,16,21,-16
2019-20,regular-season,1610612738,BOS,0021901236,BOS@MIL,AWAY,31/07/2020,L,240,112,37,91,40.7,11,37,29.7,27,34,79.4,14,34,48,18,8,5,16,28,-7
2019-20,regular-season,1610612742,DAL,0021901238,DALvs.HOU,HOME,31/07/2020,L,265,149,50,105,47.6,21,49,42.9,28,38,73.7,13,42,55,30,7,4,20,36,-4
2019-20,regular-season,1610612745,HOU,0021901238,HOU@DAL,AWAY,31/07/2020,W,265,153,52,101,51.5,19,48,39.6,30,39,76.9,7,36,43,26,12,10,9,31,4
2019-20,regular-season,1610612749,MIL,0021901236,MILvs.BOS,HOME,31/07/2020,W,240,119,39,84,46.4,13,41,31.7,28,34,82.4,7,40,47,25,9,7,15,26,7
2019-20,regular-season,1610612751,BKN,0021901233,BKNvs.ORL,HOME,31/07/2020,L,240,118,44,91,48.4,13,42,31.0,17,23,73.9,10,29,39,30,4,2,14,25,-10
2019-20,regular-season,1610612753,ORL,0021901233,ORL@BKN,AWAY,31/07/2020,W,240,128,46,87,52.9,11,31,35.5,25,28,89.3,6,36,42,31,8,3,14,23,10
2019-20,regular-season,1610612756,PHX,0021901235,PHX@WAS,AWAY,31/07/2020,W,240,125,42,80,52.5,11,32,34.4,30,32,93.8,4,33,37,29,10,3,18,24,13
2019-20,regular-season,1610612757,POR,0021901234,PORvs.MEM,HOME,31/07/2020,W,265,140,49,91,53.8,13,30,43.3,29,34,85.3,9,33,42,27,10,9,17,36,5
2019-20,regular-season,1610612758,SAC,0021901237,SAC@SAS,AWAY,31/07/2020,L,240,120,46,95,48.4,12,38,31.6,16,20,80.0,8,34,42,22,11,2,18,25,-9
2019-20,regular-season,1610612759,SAS,0021901237,SASvs.SAC,HOME,31/07/2020,W,240,129,48,90,53.3,11,25,44.0,22,27,81.5,9,33,42,32,6,4,15,17,9
2019-20,regular-season,1610612763,MEM,0021901234,MEM@POR,AWAY,31/07/2020,L,265,135,42,93,45.2,13,41,31.7,38,50,76.0,10,29,39,25,9,5,13,26,-5
2019-20,regular-season,1610612764,WAS,0021901235,WASvs.PHX,HOME,31/07/2020,L,240,112,42,91,46.2,8,22,36.4,20,23,87.0,8,28,36,18,7,2,18,26,-13
2019-20,regular-season,1610612740,NOP,0021901231,NOPvs.UTA,HOME,30/07/2020,L,240,104,40,94,42.6,11,31,35.5,13,18,72.2,15,30,45,22,12,2,21,25,-2
2019-20,regular-season,1610612746,LAC,0021901232,LAC@LAL,AWAY,30/07/2020,L,240,101,32,74,43.2,16,36,44.4,21,28,75.0,4,32,36,17,6,5,22,30,-2
2019-20,regular-season,1610612747,LAL,0021901232,LALvs.LAC,HOME,30/07/2020,W,240,103,32,82,39.0,11,36,30.6,28,37,75.7,11,34,45,21,6,3,16,27,2
2019-20,regular-season,1610612762,UTA,0021901231,UTA@NOP,AWAY,30/07/2020,W,240,106,37,84,44.0,8,34,23.5,24,28,85.7,12,31,43,17,11,6,20,23,2
2019-20,regular-season,1610612737,ATL,0021900969,ATLvs.NYK,HOME,11/03/2020,L,265,131,48,106,45.3,14,41,34.1,21,26,80.8,15,38,53,26,6,3,17,25,-5
2019-20,regular-season,1610612742,DAL,0021900973,DALvs.DEN,HOME,11/03/2020,W,240,113,42,92,45.7,12,35,34.3,17,23,73.9,13,39,52,23,9,2,11,14,16
2019-20,regular-season,1610612743,DEN,0021900973,DEN@DAL,AWAY,11/03/2020,L,240,97,39,83,47.0,14,39,35.9,5,8,62.5,3,37,40,23,6,4,16,20,-16
2019-20,regular-season,1610612748,MIA,0021900970,MIAvs.CHA,HOME,11/03/2020,L,240,98,39,84,46.4,15,44,34.1,5,6,83.3,9,27,36,32,8,5,14,17,-11
2019-20,regular-season,1610612752,NYK,0021900969,NYK@ATL,AWAY,11/03/2020,W,265,136,50,94,53.2,11,28,39.3,25,34,73.5,6,41,47,32,14,9,12,23,5
2019-20,regular-season,1610612755,PHI,0021900971,PHIvs.DET,HOME,11/03/2020,W,240,124,42,83,50.6,14,33,42.4,26,32,81.3,13,37,50,28,7,4,14,18,18
2019-20,regular-season,1610612765,DET,0021900971,DET@PHI,AWAY,11/03/2020,L,240,106,39,84,46.4,11,35,31.4,17,25,68.0,6,26,32,25,10,3,9,24,-18
2019-20,regular-season,1610612766,CHA,0021900970,CHA@MIA,AWAY,11/03/2020,W,240,109,37,82,45.1,17,34,50.0,18,22,81.8,15,35,50,20,7,4,14,9,11
2019-20,regular-season,1610612738,BOS,0021900960,BOS@IND,AWAY,10/03/2020,W,240,114,41,93,44.1,13,37,35.1,19,22,86.4,11,35,46,19,9,4,10,15,3
2019-20,regular-season,1610612739,CLE,0021900962,CLE@CHI,AWAY,10/03/2020,L,240,103,40,80,50.0,6,24,25.0,17,23,73.9,9,26,35,29,9,5,18,15,-5
2019-20,regular-season,1610612741,CHI,0021900962,CHIvs.CLE,HOME,10/03/2020,W,240,108,42,84,50.0,12,34,35.3,12,15,80.0,14,32,46,23,8,6,21,21,5
2019-20,regular-season,1610612742,DAL,0021900965,DAL@SAS,AWAY,10/03/2020,L,240,109,42,92,45.7,17,44,38.6,8,11,72.7,7,35,42,23,8,3,14,19,-10
2019-20,regular-season,1610612744,GSW,0021900967,GSWvs.LAC,HOME,10/03/2020,L,240,107,37,79,46.8,11,38,28.9,22,27,81.5,4,31,35,25,3,0,10,17,-24
2019-20,regular-season,1610612745,HOU,0021900963,HOUvs.MIN,HOME,10/03/2020,W,240,117,41,80,51.3,15,38,39.5,20,26,76.9,5,28,33,24,9,5,18,20,6
2019-20,regular-season,1610612746,LAC,0021900967,LAC@GSW,AWAY,10/03/2020,W,240,131,46,92,50.0,20,44,45.5,19,19,100,11,36,47,28,5,2,11,19,24
2019-20,regular-season,1610612747,LAL,0021900968,LALvs.BKN,HOME,10/03/2020,L,240,102,40,87,46.0,15,40,37.5,7,12,58.3,8,38,46,24,7,4,15,22,-2
2019-20,regular-season,1610612750,MIN,0021900963,MIN@HOU,AWAY,10/03/2020,L,240,111,40,83,48.2,14,35,40.0,17,23,73.9,8,33,41,21,9,0,19,20,-6
2019-20,regular-season,1610612751,BKN,0021900968,BKN@LAL,AWAY,10/03/2020,W,240,104,37,90,41.1,13,40,32.5,17,23,73.9,14,33,47,24,7,3,11,18,2
2019-20,regular-season,1610612752,NYK,0021900961,NYK@WAS,AWAY,10/03/2020,L,240,115,42,81,51.9,8,21,38.1,23,31,74.2,8,28,36,30,10,3,19,29,-7
2019-20,regular-season,1610612753,ORL,0021900964,ORL@MEM,AWAY,10/03/2020,W,240,120,43,92,46.7,14,33,42.4,20,22,90.9,12,29,41,31,10,3,16,26,5
2019-20,regular-season,1610612754,IND,0021900960,INDvs.BOS,HOME,10/03/2020,L,240,111,46,93,49.5,9,24,37.5,10,11,90.9,10,33,43,23,5,8,12,20,-3
2019-20,regular-season,1610612756,PHX,0021900966,PHX@POR,AWAY,10/03/2020,L,240,105,35,87,40.2,11,32,34.4,24,25,96.0,9,34,43,26,3,5,14,16,-16
2019-20,regular-season,1610612757,POR,0021900966,PORvs.PHX,HOME,10/03/2020,W,240,121,45,89,50.6,17,35,48.6,14,17,82.4,9,37,46,20,9,9,11,17,16
2019-20,regular-season,1610612759,SAS,0021900965,SASvs.DAL,HOME,10/03/2020,W,240,119,46,89,51.7,15,32,46.9,12,15,80.0,6,34,40,32,11,10,12,15,10
2019-20,regular-season,1610612763,MEM,0021900964,MEMvs.ORL,HOME,10/03/2020,L,240,115,38,76,50.0,11,29,37.9,28,38,73.7,7,32,39,24,7,5,21,22,-5
2019-20,regular-season,1610612764,WAS,0021900961,WASvs.NYK,HOME,10/03/2020,W,240,122,35,74,47.3,14,35,40.0,38,45,84.4,9,28,37,23,8,4,19,25,7
2019-20,regular-season,1610612737,ATL,0021900957,ATLvs.CHA,HOME,09/03/2020,W,290,143,53,96,55.2,21,43,48.8,16,27,59.3,12,41,53,33,1,5,16,26,5
2019-20,regular-season,1610612743,DEN,0021900958,DENvs.MIL,HOME,09/03/2020,W,240,109,41,94,43.6,16,41,39.0,11,12,91.7,6,42,48,28,11,8,14,20,14
2019-20,regular-season,1610612749,MIL,0021900958,MIL@DEN,AWAY,09/03/2020,L,240,95,34,90,37.8,15,50,30.0,12,18,66.7,11,37,48,23,8,4,17,15,-14
