SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,POSS,POSS_PCT,PPP,PTS,FGM,FGA,FG_PCT,EFG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,PERCENTILE
2015-16,Regular+Season,POR,Portland Trail Blazers,82,8.5,7.7,1.22,10.3,4.2,6.6,63.2,63.2,18.8,6.9,18.4,4.2,61.7,48.3
2015-16,Regular+Season,MEM,Memphis Grizzlies,82,8.4,7.9,1.21,10.2,4.1,6.8,60.4,60.4,16.2,5.8,15.2,2.6,61.6,37.9
2015-16,Regular+Season,SAS,San Antonio Spurs,82,7.9,7.6,1.27,10.0,4.3,6.8,62.6,62.6,13.8,5.1,13.8,5.6,62.4,93.1
2015-16,Regular+Season,PHI,Philadelphia 76ers,82,9.1,8.4,1.07,9.8,4.0,7.3,54.8,54.8,15.6,6.5,14.7,2.7,55.8,0.0
2015-16,Regular+Season,HOU,Houston Rockets,82,8.3,7.4,1.18,9.8,4.1,6.4,63.1,63.1,19.0,7.4,17.6,4.3,60.9,24.1
2015-16,Regular+Season,MIN,Minnesota Timberwolves,82,7.3,6.8,1.34,9.7,3.9,5.7,67.1,67.1,20.3,5.0,18.8,5.0,67.2,100
2015-16,Regular+Season,BOS,Boston Celtics,82,7.7,6.8,1.26,9.7,4.1,6.6,62.9,62.9,13.8,4.3,13.3,3.3,63.6,86.2
2015-16,Regular+Season,NYK,New York Knicks,82,8.2,7.7,1.18,9.6,3.8,6.6,58.6,58.6,17.0,6.4,16.3,4.3,59.2,20.7
2015-16,Regular+Season,MIA,Miami Heat,82,7.7,7.3,1.24,9.5,3.9,6.2,62.3,62.3,18.1,6.3,17.8,5.2,61.9,69.0
2015-16,Regular+Season,PHX,Phoenix Suns,82,8.3,7.4,1.12,9.3,3.9,6.8,57.3,57.3,15.4,7.3,14.2,4.5,56.7,3.4
2015-16,Regular+Season,CLE,Cleveland Cavaliers,82,7.4,7.0,1.23,9.0,3.8,6.0,63.7,63.7,17.1,7.5,16.4,5.3,61.4,55.2
2015-16,Regular+Season,ORL,Orlando Magic,82,7.5,6.9,1.18,8.9,3.7,6.4,58.4,58.4,16.0,4.4,15.2,4.7,59.6,27.6
2015-16,Regular+Season,CHA,Charlotte Hornets,82,7.3,6.8,1.20,8.7,3.4,5.9,57.8,57.8,18.1,4.9,17.8,4.5,60.4,34.5
2015-16,Regular+Season,LAC,LA Clippers,82,6.4,6.0,1.30,8.3,3.6,5.0,71.4,71.4,19.1,7.6,18.4,5.5,67.9,96.6
2015-16,Regular+Season,LAL,Los Angeles Lakers,82,6.6,6.1,1.24,8.1,3.3,5.2,62.8,62.8,16.3,6.7,15.8,3.0,62.2,65.5
2015-16,Regular+Season,TOR,Toronto Raptors,82,6.4,6.1,1.25,8.0,3.3,5.2,63.8,63.8,16.0,6.5,14.7,4.0,63.4,79.3
2015-16,Regular+Season,NOP,New Orleans Pelicans,82,6.5,6.0,1.24,8.0,3.2,5.1,63.9,63.9,17.2,7.0,15.3,2.6,63.8,62.1
2015-16,Regular+Season,DET,Detroit Pistons,82,5.8,5.2,1.26,7.3,2.9,4.6,64.0,64.0,21.1,4.2,19.9,4.7,64.7,89.7
2015-16,Playoffs,GSW,Golden State Warriors,24,10.6,9.7,1.20,12.7,5.2,8.5,60.5,60.5,15.7,5.1,15.0,2.0,61.8,80.0
2015-16,Playoffs,OKC,Oklahoma City Thunder,18,7.4,6.7,1.35,10.0,4.2,6.2,67.6,67.6,16.5,3.8,16.5,3.8,68.4,93.3
2015-16,Playoffs,CLE,Cleveland Cavaliers,21,6.8,6.6,1.23,8.3,3.5,5.5,64.3,64.3,15.5,5.6,16.2,2.8,63.4,86.7
2015-16,Playoffs,POR,Portland Trail Blazers,11,11.5,10.2,1.02,11.8,5.0,8.5,58.5,58.5,15.0,15.0,15.0,3.9,52.0,6.7
