SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,POSS,POSS_PCT,PPP,PTS,FGM,FGA,FG_PCT,EFG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,PERCENTILE
2016-17,Regular+Season,OKC,Oklahoma City Thunder,82,6.0,5.3,0.50,3.0,0.4,1.6,27.1,30.1,24.1,49.7,3.2,0.8,27.8,24.1
2016-17,Regular+Season,SAS,San Antonio Spurs,82,5.4,5.1,0.56,3.0,0.5,1.3,36.7,40.4,22.7,53.2,2.0,0.7,30.2,72.4
2016-17,Regular+Season,MIA,Miami Heat,82,5.4,5.0,0.54,2.9,0.7,1.6,40.6,42.1,21.3,49.7,3.1,0.9,30.3,58.6
2016-17,Regular+Season,MIL,Milwaukee Bucks,82,6.0,5.8,0.48,2.9,0.4,1.3,30.9,33.2,21.8,56.6,2.6,0.6,26.9,13.8
2016-17,Regular+Season,ORL,Orlando Magic,82,6.3,5.8,0.46,2.9,0.5,1.5,29.4,30.6,21.0,54.6,1.9,0.0,26.6,3.4
2016-17,Regular+Season,POR,Portland Trail Blazers,82,5.9,5.4,0.49,2.9,0.5,1.3,37.5,41.3,21.7,57.3,1.9,0.6,27.7,20.7
2016-17,Regular+Season,UTA,Utah Jazz,82,5.3,5.2,0.51,2.7,0.3,1.0,30.9,34.0,28.6,53.1,2.5,0.5,31.2,31.0
2016-17,Regular+Season,IND,Indiana Pacers,82,5.9,5.6,0.44,2.6,0.5,1.6,28.0,31.4,18.1,55.4,2.7,0.6,23.2,0.0
2016-17,Regular+Season,DET,Detroit Pistons,82,5.4,5.0,0.47,2.5,0.4,1.5,28.1,30.2,22.3,50.7,0.9,0.5,26.4,6.9
2016-17,Playoffs,GSW,Golden State Warriors,17,8.3,7.5,0.60,5.0,0.8,2.6,29.5,33.0,23.4,46.1,2.8,0.7,31.2,73.3
2016-17,Playoffs,CLE,Cleveland Cavaliers,18,6.2,5.8,0.62,4.0,0.7,1.7,38.7,40.3,27.9,45.0,2.7,0.9,36.9,86.7
2016-17,Playoffs,WAS,Washington Wizards,13,6.5,5.9,0.59,4.0,0.6,1.7,36.4,40.9,24.7,49.4,1.2,0.0,32.9,66.7
2016-17,Playoffs,SAS,San Antonio Spurs,16,5.5,5.1,0.55,3.0,0.8,1.7,48.1,53.7,18.2,51.1,3.4,0.0,33.0,40.0
2016-17,Playoffs,BOS,Boston Celtics,18,4.9,4.6,0.43,2.0,0.5,1.3,37.5,37.5,19.3,54.5,3.4,1.1,27.3,20.0
2016-17,Playoffs,HOU,Houston Rockets,11,4.6,4.3,0.71,3.0,0.7,1.5,50.0,56.3,23.5,45.1,2.0,0.0,37.3,93.3
2016-17,Playoffs,LAC,LA Clippers,7,8.0,8.0,0.52,4.0,0.4,2.1,20.0,20.0,30.4,42.9,1.8,0.0,30.4,33.3
