SEASON,SEASON_TYPE,TEAM_ABB,GP,WIN,LOSE,MIN,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS,PLUS_MINUS
2016-17,pre-season,NOP,2,0,2,5.9,5.5,12.5,44.0,1.5,4.0,37.5,2.0,3.0,66.7,2.0,5.0,7.0,3.0,2.0,2.0,2.0,0.5,4.0,2.5,14.5,7.5
2016-17,regular-season,BOS,49,32,17,3.8,2.7,6.3,42.1,0.7,2.2,30.8,2.6,3.6,72.7,1.0,2.3,3.2,1.2,1.0,0.5,0.6,0.2,2.5,2.2,8.6,-1.6
2016-17,regular-season,WAS,55,32,23,3.8,2.7,6.5,40.8,0.8,2.5,31.9,2.0,2.6,76.4,0.9,2.3,3.3,1.2,1.0,0.3,0.3,0.5,2.3,1.9,8.1,-1.4
2016-17,regular-season,SAS,43,29,14,3.8,2.4,6.0,39.4,0.6,2.2,26.6,1.8,2.5,69.7,1.0,2.7,3.6,1.2,1.3,0.5,0.2,0.3,2.6,1.6,7.1,-2.3
2016-17,regular-season,UTA,45,27,18,3.2,2.3,5.3,42.5,0.4,1.4,30.6,1.7,2.2,78.4,0.6,1.9,2.5,0.8,0.7,0.4,0.1,0.5,1.8,1.6,6.6,-0.9
2016-17,regular-season,ATL,44,26,18,4.0,2.9,7.3,39.1,0.9,2.7,33.9,1.8,2.3,77.8,1.0,2.6,3.6,1.5,1.0,0.6,0.4,0.5,2.5,1.8,8.4,-1.0
2016-17,regular-season,OKC,42,26,16,3.7,2.3,6.1,37.9,0.5,2.1,24.1,2.5,3.3,77.5,0.9,2.5,3.4,1.2,1.2,0.5,0.4,0.5,2.1,2.1,7.7,-1.9
2016-17,regular-season,TOR,49,25,24,3.6,2.2,5.8,38.0,0.7,2.3,28.6,2.1,2.7,77.9,0.7,2.3,3.0,1.2,0.9,0.4,0.4,0.3,2.0,1.9,7.1,-1.3
2016-17,regular-season,MEM,46,24,22,4.1,2.3,6.1,38.1,0.8,2.5,31.6,2.6,3.4,75.3,0.8,2.8,3.6,1.4,1.3,0.6,0.4,0.3,2.2,2.3,8.0,-1.0
2016-17,regular-season,SAC,49,24,25,4.3,2.9,7.1,41.3,0.8,2.6,32.0,3.1,4.0,77.8,1.0,2.7,3.7,1.6,1.1,0.8,0.6,0.4,2.3,2.6,9.8,1.0
2016-17,regular-season,CHI,42,23,19,3.8,2.5,6.1,41.6,0.4,2.0,21.7,2.2,2.8,78.4,0.8,2.7,3.5,1.3,1.0,0.2,0.5,0.5,2.1,2.0,7.6,-1.0
2016-17,regular-season,CLE,36,23,13,3.9,2.8,6.4,43.5,0.7,2.4,28.7,2.1,2.9,72.8,0.7,2.7,3.4,1.7,0.8,0.5,0.4,0.2,2.6,2.1,8.4,-1.6
2016-17,regular-season,HOU,41,23,18,3.3,2.6,6.2,42.7,0.8,2.3,35.8,2.0,2.8,73.5,1.0,2.0,3.0,1.3,0.9,0.6,0.4,0.3,1.9,2.0,8.1,0.7
2016-17,regular-season,POR,47,23,24,4.9,3.7,9.2,40.5,1.0,3.0,31.7,2.6,3.3,79.0,1.1,3.3,4.5,1.4,1.0,0.8,0.4,0.6,2.8,2.3,11.0,-0.4
2016-17,regular-season,CHA,51,22,29,3.6,3.3,6.8,48.4,1.0,2.4,41.7,1.8,2.4,77.7,0.9,2.4,3.3,1.6,0.6,0.5,0.5,0.6,2.0,1.8,9.5,0.6
2016-17,regular-season,IND,38,22,16,4.3,3.1,7.6,41.5,0.8,2.6,30.0,2.3,2.8,80.6,1.4,3.1,4.5,1.5,1.1,0.5,0.6,0.7,2.3,2.1,9.3,0.5
2016-17,regular-season,MIA,44,21,23,3.7,2.5,6.0,42.0,0.7,2.0,33.7,2.6,3.2,82.7,0.7,2.5,3.3,1.2,1.0,0.7,0.4,0.3,1.7,2.4,8.3,0.7
2016-17,regular-season,MIL,39,21,18,3.8,2.7,6.9,39.3,0.6,2.3,24.4,2.4,3.1,77.5,1.3,2.9,4.1,1.2,1.0,0.6,0.5,0.6,1.8,1.9,8.4,1.3
2016-17,regular-season,PHI,44,21,23,3.9,2.8,6.9,40.9,0.8,2.4,35.2,3.0,3.6,84.1,1.0,2.3,3.3,1.3,0.8,0.8,0.7,0.6,2.1,2.5,9.5,1.1
2016-17,regular-season,LAC,34,20,14,3.4,2.1,5.0,43.2,0.6,1.8,35.0,2.2,3.0,72.5,0.6,2.5,3.1,1.1,1.1,0.6,0.1,0.3,2.7,1.9,7.1,-0.7
2016-17,regular-season,DAL,41,19,22,3.6,2.9,5.8,49.0,0.8,2.0,39.5,1.6,2.1,74.7,0.8,2.5,3.3,1.3,1.3,0.7,0.1,0.1,1.8,1.6,8.1,0.5
2016-17,regular-season,NYK,43,19,24,4.1,2.8,7.1,39.7,0.6,2.3,26.7,2.6,3.4,74.8,1.2,2.5,3.7,1.2,0.7,0.4,0.5,0.7,1.9,2.2,8.8,0.1
2016-17,regular-season,ORL,39,18,21,3.9,3.0,6.8,43.8,1.0,2.5,39.2,2.1,2.9,72.3,0.8,3.0,3.8,1.6,0.8,0.4,0.6,0.5,2.1,2.2,9.1,0.9
2016-17,regular-season,NOP,44,17,27,4.2,2.9,7.6,37.8,0.9,3.2,28.9,2.1,3.0,70.8,1.3,3.1,4.5,1.6,1.4,0.6,0.4,0.5,2.3,2.3,8.8,0.5
2016-17,regular-season,PHX,50,17,33,3.6,3.1,6.4,48.8,0.7,1.9,35.5,2.9,3.6,82.6,0.9,2.5,3.4,1.5,0.9,0.4,0.5,0.3,2.0,2.4,9.9,2.0
2016-17,regular-season,DEN,40,16,24,3.2,2.3,5.2,43.5,0.7,1.8,38.9,2.4,3.3,74.6,0.4,2.8,3.2,1.1,0.8,0.3,0.5,0.3,2.1,2.0,7.6,0.5
2016-17,regular-season,GSW,25,16,9,4.0,2.6,6.2,42.6,0.7,2.1,34.0,2.0,2.7,75.0,0.9,2.6,3.5,1.3,1.4,0.5,0.5,0.6,1.9,2.0,8.0,-1.2
2016-17,regular-season,DET,37,15,22,3.9,3.0,6.7,44.9,0.9,2.5,36.3,2.4,3.0,77.7,0.9,2.8,3.7,1.6,0.9,0.4,0.4,0.4,1.7,2.2,9.2,1.0
2016-17,regular-season,MIN,45,15,30,3.8,2.8,6.2,44.8,0.6,2.0,30.7,2.4,3.2,75.9,1.0,2.5,3.5,1.2,1.0,0.6,0.4,0.4,1.8,2.3,8.6,1.2
2016-17,regular-season,LAL,43,14,29,3.0,2.5,5.4,46.8,0.7,1.9,39.5,2.1,2.6,82.1,0.9,2.2,3.0,1.3,0.7,0.3,0.3,0.3,1.5,1.9,8.0,1.5
2016-17,regular-season,BKN,41,13,28,3.4,2.8,6.2,45.7,0.7,1.8,38.7,2.7,3.2,83.3,1.1,2.5,3.6,1.2,1.0,0.7,0.5,0.3,1.5,2.3,9.0,1.8
2016-17,playoffs,CLE,7,5,2,3.8,2.1,5.4,39.5,1.0,2.7,36.8,1.0,1.3,77.8,0.6,3.0,3.6,1.3,1.0,0.6,0.6,0.1,2.1,1.1,6.3,-1.1
2016-17,playoffs,WAS,7,5,2,3.3,2.6,6.4,40.0,0.6,1.9,30.8,0.7,0.7,100,1.0,2.0,3.0,1.3,0.7,0.1,0.3,1.1,1.4,1.3,6.4,-1.3
2016-17,playoffs,GSW,4,4,0,3.4,1.0,5.3,19.0,0.3,2.3,11.1,4.0,4.3,94.1,1.0,1.0,2.0,0.3,0.5,0.5,0.0,0.8,2.0,1.8,6.3,-6.0
2016-17,playoffs,HOU,5,3,2,4.6,3.0,7.8,38.5,0.8,3.4,23.5,3.4,6.4,53.1,2.2,2.0,4.2,1.2,1.2,1.0,0.2,0.2,2.6,4.2,10.2,-1.8
2016-17,playoffs,SAS,5,3,2,6.0,3.8,7.2,52.8,1.0,4.0,25.0,3.6,4.2,85.7,0.8,2.6,3.4,1.6,3.0,0.4,0.6,0.2,3.8,2.8,12.2,-2.6
2016-17,playoffs,TOR,4,3,1,2.7,2.0,4.8,42.1,1.0,2.3,44.4,1.3,1.8,71.4,1.0,2.0,3.0,1.5,0.8,0.3,0.3,0.3,1.8,1.3,6.3,0.3
2016-17,playoffs,UTA,6,3,3,3.4,2.2,4.7,46.4,0.8,1.8,45.5,3.3,4.0,83.3,0.7,1.7,2.3,0.3,0.3,0.5,0.0,0.0,1.8,2.5,8.5,-1.2
2016-17,playoffs,BOS,4,2,2,5.6,4.0,9.3,43.2,1.8,3.8,46.7,2.5,3.0,83.3,1.3,3.5,4.8,2.3,2.0,0.8,1.5,0.5,3.0,2.3,12.3,-0.3
2016-17,playoffs,LAC,5,2,3,3.6,3.6,6.4,56.3,1.4,3.0,46.7,2.0,3.0,66.7,0.8,2.2,3.0,2.2,0.8,0.4,0.0,0.0,3.0,1.8,10.6,2.0
2016-17,playoffs,ATL,5,1,4,1.9,2.0,3.4,58.8,0.2,0.6,33.3,0.8,1.4,57.1,0.4,1.4,1.8,1.0,0.0,0.2,0.6,0.0,0.0,1.4,5.0,2.4
2016-17,playoffs,CHI,1,1,0,3.6,1.0,5.0,20.0,0.0,3.0,0.0,2.0,2.0,100,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,5.0,2.0,4.0,-6.0
2016-17,playoffs,MEM,3,1,2,4.8,5.3,9.3,57.1,1.7,3.3,50.0,1.7,1.7,100,1.3,1.3,2.7,2.7,0.7,1.0,0.0,0.3,3.3,2.7,14.0,3.3
2016-17,playoffs,OKC,4,1,3,3.2,3.0,5.5,54.5,1.0,3.5,28.6,4.8,5.8,82.6,0.8,2.5,3.3,1.5,0.8,1.0,0.3,0.0,3.5,2.8,11.8,3.8
2016-17,playoffs,IND,4,0,4,4.2,2.3,6.8,33.3,1.0,2.8,36.4,3.0,4.8,63.2,1.3,2.8,4.0,1.3,1.0,1.5,0.3,0.8,0.8,2.8,8.5,4.0
2016-17,playoffs,MIL,3,0,3,3.3,2.7,4.7,57.1,0.3,1.3,25.0,2.3,3.3,70.0,0.0,2.7,2.7,1.3,0.3,0.7,0.3,0.3,1.0,2.3,8.0,0.7
2016-17,playoffs,POR,1,0,1,1.9,4.0,6.0,66.7,1.0,2.0,50.0,4.0,4.0,100,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,13.0,11.0
2017-18,pre-season,BOS,2,2,0,2.6,1.0,3.0,33.3,0.0,0.5,0.0,0.5,1.0,50.0,0.5,1.5,2.0,0.5,1.0,0.0,0.0,0.5,0.5,1.5,2.5,-3.5
2017-18,pre-season,DAL,2,2,0,3.4,4.0,8.0,50.0,1.0,3.5,28.6,0.0,0.0,0.0,0.0,1.5,1.5,3.5,0.5,0.5,0.5,0.5,2.5,1.0,9.0,2.0
2017-18,pre-season,DEN,2,2,0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-1.5
2017-18,pre-season,LAL,4,2,2,3.6,2.3,6.5,34.6,0.5,2.5,20.0,1.3,1.5,83.3,0.8,2.0,2.8,0.8,1.0,0.8,1.0,0.0,1.3,0.8,6.3,-0.8
2017-18,pre-season,MIA,3,2,1,4.8,4.0,10.3,38.7,0.7,4.3,15.4,2.0,2.7,75.0,3.7,4.3,8.0,2.0,3.7,0.0,1.0,1.0,2.0,2.7,10.7,-1.7
2017-18,pre-season,ORL,4,2,2,2.9,0.8,5.3,14.3,0.3,1.3,20.0,2.0,3.3,61.5,1.0,1.8,2.8,0.5,1.0,1.0,0.8,1.3,1.3,1.8,3.8,-3.8
2017-18,pre-season,UTA,2,2,0,2.6,1.0,3.0,33.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.5,1.5,0.0,0.0,0.5,1.0,0.0,2.0,-6.0
2017-18,pre-season,WAS,3,2,1,2.7,2.3,4.7,50.0,1.7,2.7,62.5,1.0,1.7,60.0,0.3,2.3,2.7,1.7,1.0,1.0,0.0,0.0,2.7,1.0,7.3,1.0
2017-18,pre-season,BKN,1,1,0,2.2,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,-4.0
2017-18,pre-season,CHA,3,1,2,5.0,4.0,9.0,44.4,0.7,2.7,25.0,1.0,2.0,50.0,1.3,4.0,5.3,1.7,2.3,1.7,1.3,0.7,2.3,1.3,9.7,1.3
2017-18,pre-season,CHI,1,1,0,5.2,5.0,11.0,45.5,0.0,4.0,0.0,2.0,2.0,100,0.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,12.0,1.0
2017-18,pre-season,DET,3,1,2,3.9,2.0,6.0,33.3,0.3,1.3,25.0,3.3,4.0,83.3,0.7,2.7,3.3,1.3,2.3,1.7,0.7,0.0,1.7,2.3,7.7,-1.0
2017-18,pre-season,GSW,3,1,2,1.2,1.0,1.3,75.0,0.3,0.3,100,0.3,0.3,100,0.0,0.7,0.7,1.0,0.3,0.0,0.0,0.0,0.3,0.7,2.7,1.3
2017-18,pre-season,IND,2,1,1,4.1,2.5,6.5,38.5,0.0,1.0,0.0,2.0,3.5,57.1,0.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,1.5,2.5,7.0,0.0
2017-18,pre-season,MEM,1,1,0,0.8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0
2017-18,pre-season,MIL,2,1,1,4.2,3.5,8.5,41.2,1.0,3.5,28.6,1.0,2.5,40.0,2.0,3.0,5.0,2.0,2.5,0.0,0.5,0.5,3.0,2.0,9.0,-1.5
2017-18,pre-season,MIN,1,1,0,3.1,1.0,6.0,16.7,0.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,-5.0
2017-18,pre-season,OKC,1,1,0,4.8,2.0,14.0,14.3,1.0,6.0,16.7,0.0,0.0,0.0,7.0,5.0,12.0,1.0,1.0,0.0,1.0,4.0,1.0,2.0,5.0,-1.0
2017-18,pre-season,PHX,2,1,1,2.3,1.5,4.0,37.5,0.5,2.0,25.0,4.0,4.5,88.9,1.0,1.0,2.0,0.0,0.5,0.0,0.0,1.0,2.5,2.0,7.5,-3.0
2017-18,pre-season,POR,2,1,1,2.6,3.0,5.5,54.5,1.0,2.5,40.0,3.5,4.5,77.8,0.5,3.5,4.0,1.5,0.5,0.5,1.0,0.0,2.0,2.5,10.5,4.0
2017-18,pre-season,SAS,2,1,1,2.8,3.0,6.0,50.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,3.0,3.5,2.5,1.5,1.5,0.5,1.5,1.0,1.5,6.0,3.5
2017-18,pre-season,CLE,1,0,1,5.0,4.0,7.0,57.1,2.0,4.0,50.0,2.0,2.0,100,0.0,6.0,6.0,3.0,2.0,1.0,0.0,0.0,4.0,2.0,12.0,9.0
2017-18,pre-season,HOU,1,0,1,0.8,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0
2017-18,pre-season,LAC,1,0,1,4.3,4.0,7.0,57.1,0.0,0.0,0.0,5.0,6.0,83.3,0.0,4.0,4.0,2.0,4.0,2.0,0.0,2.0,1.0,3.0,13.0,7.0
2017-18,pre-season,-,1,0,1,4.8,2.0,7.0,28.6,0.0,3.0,0.0,2.0,2.0,100,1.0,2.0,3.0,1.0,0.0,1.0,4.0,1.0,2.0,1.0,6.0,1.0
2017-18,pre-season,NOP,1,0,1,5.2,5.0,9.0,55.6,1.0,1.0,100,0.0,2.0,0.0,0.0,6.0,6.0,3.0,1.0,0.0,0.0,0.0,3.0,2.0,11.0,-1.0
2017-18,pre-season,NYK,3,0,3,1.7,1.0,3.3,30.0,0.7,0.7,100,1.0,1.3,75.0,0.3,2.0,2.3,0.3,0.3,0.3,0.0,0.0,0.3,2.0,3.7,2.7
2017-18,pre-season,PHI,1,0,1,0.7,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
2017-18,pre-season,SAC,2,0,2,2.6,2.5,5.5,45.5,0.5,1.5,33.3,1.0,1.0,100,0.5,1.5,2.0,2.0,0.5,0.5,0.0,0.5,0.0,1.0,6.5,5.0
2017-18,pre-season,TOR,1,0,1,0.9,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-18,regular-season,CLE,45,30,15,3.4,2.4,5.7,41.1,0.7,2.4,29.0,1.6,2.2,75.3,0.6,2.3,2.9,1.3,0.7,0.4,0.2,0.5,2.2,1.8,7.0,-1.7
2017-18,regular-season,NOP,50,30,20,4.5,3.0,7.8,39.2,1.0,2.9,33.3,2.2,2.6,81.8,1.1,2.9,4.0,1.7,1.3,0.6,0.4,0.7,2.4,1.8,9.2,-1.2
2017-18,regular-season,BOS,46,29,17,3.9,3.0,7.1,41.8,0.7,2.7,27.0,2.4,3.1,78.7,1.0,2.7,3.7,1.2,0.9,0.6,0.5,0.3,1.8,2.0,9.1,-0.1
2017-18,regular-season,MIA,53,29,24,4.3,3.0,7.5,39.8,0.7,2.6,27.9,2.2,3.0,73.4,1.3,2.4,3.7,1.4,1.1,0.7,0.5,0.4,2.2,2.4,8.9,-0.8
2017-18,regular-season,IND,44,26,18,3.5,2.2,5.7,38.9,0.7,2.4,30.8,1.8,2.4,73.6,0.8,2.2,3.0,1.0,1.2,0.5,0.4,0.4,2.0,1.8,7.0,-1.5
2017-18,regular-season,MIL,47,26,21,3.8,2.5,6.5,39.1,0.8,2.6,31.7,2.3,3.1,75.0,1.0,2.6,3.6,1.3,1.2,0.7,0.4,0.6,2.2,2.3,8.2,-0.4
2017-18,regular-season,PHI,45,26,19,3.3,2.2,5.8,37.0,0.7,2.2,32.0,2.2,2.9,74.6,0.9,2.0,2.9,1.0,0.9,0.7,0.3,0.5,2.6,1.7,7.2,-1.2
2017-18,regular-season,HOU,35,25,10,3.1,2.1,4.7,45.7,0.3,1.6,21.4,1.6,2.4,65.5,0.6,1.9,2.5,0.9,0.9,0.2,0.3,0.4,2.3,1.7,6.2,-2.0
2017-18,regular-season,POR,45,25,20,3.9,2.9,6.9,41.3,0.7,2.4,29.2,2.0,2.8,70.4,1.0,3.0,4.0,1.2,1.1,0.6,0.6,0.5,2.4,2.0,8.4,-0.2
2017-18,regular-season,TOR,44,25,19,3.7,2.7,6.1,43.5,0.8,2.2,37.5,2.1,2.7,78.3,0.8,2.6,3.4,1.5,1.1,0.5,0.3,0.3,2.6,1.8,8.3,-0.5
2017-18,regular-season,OKC,46,24,22,4.1,3.1,6.7,46.1,0.7,2.5,29.8,2.3,3.0,76.8,0.8,2.6,3.3,1.8,1.0,0.5,0.4,0.4,2.0,2.5,9.3,0.3
2017-18,regular-season,DEN,43,22,21,4.2,2.9,6.7,42.4,0.7,2.4,26.7,2.6,3.5,73.8,0.7,2.4,3.2,1.3,1.1,0.6,0.4,0.3,2.5,2.5,8.9,0.0
2017-18,regular-season,MIN,42,22,20,4.2,2.9,6.7,42.7,0.9,2.6,33.9,2.8,3.2,85.3,0.8,2.6,3.5,1.6,0.8,0.5,0.3,0.5,2.5,2.3,9.4,0.1
2017-18,regular-season,SAC,42,22,20,3.6,2.2,5.8,38.0,0.7,2.6,28.4,2.7,3.2,83.7,0.7,2.5,3.2,1.2,1.1,0.4,0.5,0.3,2.2,2.1,7.8,-0.4
2017-18,regular-season,CHI,41,21,20,4.4,3.1,7.9,39.4,0.8,2.9,27.4,2.7,3.4,77.3,1.1,3.3,4.4,1.7,0.9,0.7,0.7,0.5,2.1,2.6,9.6,0.2
2017-18,regular-season,LAC,41,21,20,3.2,2.7,5.4,49.8,0.8,1.9,42.1,2.1,2.7,78.4,0.8,2.3,3.1,1.5,1.0,0.4,0.3,0.3,1.9,1.8,8.3,0.9
2017-18,regular-season,WAS,45,21,24,4.1,3.0,6.8,43.5,0.8,2.8,30.2,2.6,3.4,75.8,0.9,3.2,4.2,1.6,1.4,0.5,0.6,0.3,2.5,2.4,9.4,0.4
2017-18,regular-season,LAL,42,20,22,4.4,3.2,7.8,41.4,0.7,2.5,27.2,2.8,3.5,80.3,1.0,3.3,4.3,1.4,0.8,0.4,0.8,0.5,2.3,2.9,9.9,0.6
2017-18,regular-season,SAS,37,20,17,3.7,2.8,6.3,44.6,0.7,2.2,31.3,1.9,2.6,73.7,0.7,2.6,3.3,1.4,1.0,0.7,0.2,0.5,2.4,1.8,8.2,-0.5
2017-18,regular-season,BKN,50,19,31,3.9,3.0,6.7,44.3,0.6,1.7,34.9,2.7,3.5,77.3,0.9,2.7,3.6,1.1,1.0,0.6,0.7,0.4,2.1,2.6,9.3,0.9
2017-18,regular-season,DET,41,19,22,3.6,2.6,6.2,41.8,0.7,2.4,29.6,2.1,2.6,83.0,0.7,2.3,3.0,1.7,0.8,0.5,0.6,0.5,1.4,2.1,8.1,0.7
2017-18,regular-season,GSW,29,19,10,3.8,2.4,6.5,37.6,0.8,2.4,31.0,2.8,3.5,80.2,1.0,2.6,3.6,1.4,0.8,0.5,0.3,0.8,2.2,2.2,8.4,-1.1
2017-18,regular-season,ATL,44,17,27,3.4,2.7,5.9,46.0,0.9,2.5,34.9,2.6,3.4,76.7,1.0,2.6,3.6,1.7,1.0,0.6,0.5,0.3,2.0,2.3,8.9,0.9
2017-18,regular-season,CHA,41,16,25,3.7,2.7,6.1,44.2,0.7,2.2,30.8,2.1,2.8,76.1,0.4,3.1,3.6,1.2,1.4,0.4,0.5,0.4,2.3,2.0,8.1,0.1
2017-18,regular-season,PHX,38,16,22,3.0,2.4,5.7,42.2,0.7,1.7,40.9,1.7,2.4,69.6,1.0,2.0,3.0,1.3,0.7,0.5,0.4,0.5,1.8,1.8,7.2,1.0
2017-18,regular-season,UTA,29,16,13,3.7,2.6,6.4,40.9,0.7,1.9,34.5,2.2,3.1,70.0,1.1,2.7,3.8,1.4,1.1,0.6,0.6,0.6,2.2,2.0,8.1,-1.0
2017-18,regular-season,ORL,41,14,27,3.1,2.4,5.5,44.4,0.6,1.9,31.6,1.9,2.5,75.7,0.9,2.0,2.9,1.0,0.8,0.6,0.3,0.4,1.7,2.0,7.4,1.0
2017-18,regular-season,DAL,50,12,38,3.4,3.1,5.9,52.6,0.5,1.6,32.9,2.2,2.9,75.3,0.8,2.8,3.5,1.3,0.9,0.5,0.4,0.4,1.6,2.2,8.9,2.6
2017-18,regular-season,MEM,41,12,29,3.6,2.3,5.5,41.8,0.6,2.1,28.7,2.4,3.3,71.9,0.7,2.7,3.4,1.2,1.3,0.5,0.3,0.3,2.0,2.1,7.6,1.0
2017-18,regular-season,NYK,35,12,23,4.0,2.7,7.0,39.2,1.0,2.9,35.3,2.6,3.3,79.3,1.1,2.9,4.1,1.7,1.0,0.5,0.5,0.6,2.1,2.5,9.1,1.1
2017-18,playoffs,CLE,10,7,3,4.1,2.3,6.7,34.3,0.6,2.6,23.1,1.7,2.3,73.9,1.3,2.8,4.1,1.4,0.8,0.1,0.3,0.5,2.3,1.8,6.9,-2.1
2017-18,playoffs,BOS,8,5,3,4.9,3.9,8.5,45.6,0.9,2.9,30.4,2.3,2.9,78.3,1.3,2.8,4.0,2.5,1.3,0.5,0.5,0.3,4.0,2.1,10.9,-1.8
2017-18,playoffs,GSW,7,4,3,3.1,1.6,5.1,30.6,0.9,2.7,31.6,2.1,2.6,83.3,1.3,2.1,3.4,0.7,0.7,0.3,0.0,0.4,1.3,1.6,6.1,-1.0
2017-18,playoffs,HOU,4,4,0,3.2,1.3,5.3,23.8,0.5,1.8,28.6,2.0,2.3,88.9,1.3,2.5,3.8,0.5,1.3,0.0,0.5,0.3,1.3,1.0,5.0,-2.0
2017-18,playoffs,NOP,4,3,1,2.8,2.0,4.3,47.1,0.8,1.5,50.0,1.3,1.3,100,0.8,1.5,2.3,0.5,0.8,0.5,0.3,0.3,2.5,0.8,6.0,-3.0
2017-18,playoffs,MIL,4,2,2,4.1,3.0,6.0,50.0,1.0,2.0,50.0,5.3,6.5,80.8,1.0,3.0,4.0,1.5,1.3,0.0,0.3,0.5,2.3,4.8,12.3,1.5
2017-18,playoffs,TOR,5,2,3,4.1,3.2,7.2,44.4,0.8,2.4,33.3,1.2,2.2,54.5,0.8,3.2,4.0,1.4,0.6,0.4,0.4,0.4,1.8,1.4,8.4,1.8
2017-18,playoffs,UTA,4,2,2,2.9,2.5,7.3,34.5,0.8,3.3,23.1,0.5,0.5,100,1.5,2.0,3.5,1.0,0.0,0.5,0.3,0.3,1.8,1.0,6.3,0.0
2017-18,playoffs,IND,5,1,4,2.6,2.0,4.4,45.5,1.0,2.8,35.7,2.4,3.4,70.6,0.2,2.0,2.2,1.0,0.4,0.4,0.6,0.0,1.0,1.8,7.4,4.2
2017-18,playoffs,MIA,2,1,1,2.5,2.0,5.5,36.4,0.0,1.0,0.0,2.5,2.5,100,2.0,1.5,3.5,0.5,1.0,0.0,0.5,0.0,1.5,1.5,6.5,1.5
2017-18,playoffs,OKC,3,1,2,3.3,2.0,4.7,42.9,0.3,2.0,16.7,3.0,3.3,90.0,0.3,2.7,3.0,1.0,0.3,0.0,0.3,0.3,1.3,2.3,7.3,0.7
2017-18,playoffs,PHI,5,1,4,4.9,4.2,8.2,51.2,0.4,1.8,22.2,3.2,5.0,64.0,1.4,2.6,4.0,3.0,0.4,1.6,0.2,0.4,1.4,2.8,12.0,1.6
2017-18,playoffs,SAS,2,1,1,1.2,1.0,2.5,40.0,0.0,0.5,0.0,1.0,1.5,66.7,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,3.0,-1.5
2017-18,playoffs,WAS,3,1,2,2.1,1.7,4.0,41.7,0.3,1.3,25.0,0.7,0.7,100,0.7,1.3,2.0,1.3,0.3,0.0,0.0,0.3,0.7,0.7,4.3,0.3
2017-18,playoffs,MIN,1,0,1,2.1,2.0,4.0,50.0,1.0,2.0,50.0,2.0,2.0,100,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,7.0,3.0
2017-18,playoffs,POR,3,0,3,3.7,3.7,7.7,47.8,2.0,3.7,54.5,2.7,4.0,66.7,2.0,1.7,3.7,2.0,0.7,0.7,0.3,0.3,1.0,3.3,12.0,4.0
2017-18,all-star,-,1,1,0,4.8,4.0,10.0,40.0,0.0,3.0,0.0,1.0,2.0,50.0,3.0,3.0,6.0,2.0,3.0,0.0,1.0,0.0,3.0,1.0,9.0,-8.0
2017-18,all-star,-,1,0,1,4.8,7.0,11.0,63.6,1.0,2.0,50.0,2.0,3.0,66.7,2.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,3.0,17.0,8.0
2018-19,pre-season,CHA,4,3,1,3.6,3.3,6.3,52.0,0.0,1.0,0.0,2.3,3.5,64.3,0.8,2.8,3.5,1.3,1.0,0.8,0.8,0.0,3.0,2.3,8.8,-2.3
2018-19,pre-season,NYK,4,3,1,4.2,3.3,6.5,50.0,0.3,2.5,10.0,4.5,6.3,72.0,1.3,3.5,4.8,2.3,2.3,1.0,0.3,0.3,3.0,4.0,11.3,1.0
