SEASON,SEASON_TYPE,LINEUP,TEAM_ABB,GROUP_NAME,TEAM_ABBREVIATION,GP,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
2015-16,Playoffs,L. James - J. Smith - K. Love - K. Irving - T. Thompson,CLE,20,371,56.0,0.238,12.1,33.6,49.8,0.189,13.4,24.1,0,0
2015-16,Playoffs,K. Durant - R. Westbrook - S. Ibaka - A. Roberson - S. Adams,OKC,18,276,49.2,0.279,12.2,31.0,52.1,0.198,13.0,22.8,0,0
2015-16,Playoffs,A. Aminu - D. Lillard - M. Harkless - C. McCollum - M. Plumlee,POR,11,167,44.4,0.274,12.8,30.4,46.4,0.214,11.7,22.4,0,0
2015-16,Playoffs,J. Johnson - D. Wade - L. Deng - G. Dragic - H. Whiteside,MIA,10,139,54.4,0.170,15.1,19.7,40.2,0.205,8.5,24.2,0,0
2015-16,Playoffs,K. Korver - P. Millsap - A. Horford - J. Teague - K. Bazemore,ATL,10,136,47.8,0.208,13.4,22.9,44.6,0.293,18.5,29.7,0,0
2015-16,Playoffs,K. Lowry - D. DeRozan - D. Carroll - P. Patterson - B. Biyombo,TOR,15,133,52.9,0.344,10.5,27.6,48.0,0.254,11.2,23.5,0,0
2015-16,Playoffs,T. Duncan - T. Parker - L. Aldridge - D. Green - K. Leonard,SAS,10,131,52.2,0.149,9.9,20.5,42.2,0.210,16.1,27.5,0,0
2015-16,Playoffs,A. Iguodala - S. Curry - K. Thompson - H. Barnes - D. Green,GSW,17,125,51.5,0.218,13.8,24.6,51.2,0.403,15.1,28.7,0,0
2015-16,Playoffs,A. Bogut - S. Curry - K. Thompson - H. Barnes - D. Green,GSW,14,119,54.0,0.215,14.6,17.9,43.3,0.172,12.9,33.3,0,0
2015-16,Playoffs,K. Lowry - D. DeRozan - D. Carroll - P. Patterson - J. Valanciunas,TOR,11,95,52.5,0.278,16.5,33.7,49.3,0.303,14.3,20.5,0,0
2015-16,Playoffs,K. Durant - R. Westbrook - S. Ibaka - D. Waiters - S. Adams,OKC,17,93,53.1,0.303,14.9,35.4,47.1,0.310,7.9,28.4,0,0
2015-16,Playoffs,M. Morris - T. Harris - R. Jackson - A. Drummond - K. Caldwell-Pope,DET,4,86,55.0,0.264,9.4,20.5,57.6,0.145,8.6,25.0,0,0
2015-16,Playoffs,A. Iguodala - A. Bogut - S. Curry - K. Thompson - D. Green,GSW,12,79,53.8,0.212,13.6,31.0,47.9,0.291,15.7,31.4,0,0
2015-16,Playoffs,S. Livingston - A. Bogut - K. Thompson - H. Barnes - D. Green,GSW,10,79,44.6,0.177,13.3,30.0,40.0,0.238,14.0,42.0,0,0
2015-16,Playoffs,R. Jefferson - L. James - C. Frye - I. Shumpert - M. Dellavedova,CLE,16,77,66.7,0.252,10.0,21.7,47.3,0.306,17.7,18.8,0,0
2015-16,Playoffs,R. Jefferson - L. James - J. Smith - K. Irving - T. Thompson,CLE,9,72,58.5,0.210,12.3,31.3,50.9,0.191,18.6,22.9,0,0
2015-16,Playoffs,A. Jefferson - M. Williams - C. Lee - K. Walker - F. Kaminsky,CHA,5,63,45.0,0.164,5.9,14.9,58.2,0.135,15.3,22.6,0,0
2015-16,Playoffs,L. Scola - K. Lowry - D. DeRozan - D. Carroll - B. Biyombo,TOR,6,60,50.0,0.337,16.1,21.1,58.3,0.222,12.6,30.9,0,0
2015-16,Playoffs,C. Paul - J. Redick - D. Jordan - L. Mbah a Moute - B. Griffin,LAC,4,59,47.6,0.170,11.8,17.2,39.7,0.172,12.5,30.3,0,0
2015-16,Playoffs,K. Durant - R. Westbrook - S. Ibaka - D. Waiters - A. Roberson,OKC,6,59,53.6,0.324,11.5,25.8,46.0,0.143,16.2,26.1,0,0
2015-16,Playoffs,I. Mahinmi - M. Ellis - G. Hill - P. George - M. Turner,IND,5,57,47.8,0.253,17.3,26.9,44.1,0.312,19.1,32.8,0,0
2015-16,Playoffs,D. Howard - T. Ariza - J. Harden - P. Beverley - D. Motiejunas,HOU,4,56,40.5,0.343,18.8,45.3,49.0,0.150,15.9,27.6,0,0
2015-16,Playoffs,A. Aminu - D. Lillard - A. Crabbe - C. McCollum - M. Plumlee,POR,8,51,52.6,0.268,17.1,33.9,60.4,0.319,11.9,31.3,0,0
2015-16,Playoffs,M. Ellis - G. Hill - P. George - S. Hill - M. Turner,IND,7,51,59.3,0.321,10.4,30.8,51.8,0.402,11.3,37.8,0,0
2015-16,Playoffs,T. Sefolosha - P. Millsap - A. Horford - J. Teague - K. Bazemore,ATL,8,41,56.6,0.393,14.6,22.6,57.6,0.094,15.9,37.0,0,0
2015-16,All+Star,Z. LaVine - J. Clarkson - M. Smart - J. Parker - K. Towns,USA,1,22,56.7,0.060,7.6,33.3,68.3,0.000,15.4,-,0,0
2015-16,All+Star,K. Bryant - K. Durant - R. Westbrook - S. Curry - K. Leonard,WST,1,21,61.3,0.028,11.4,35.3,62.7,0.000,22.9,-,0,0
2015-16,All+Star,E. Payton - R. Hood - J. Okafor - D. Russell - D. Booker,USA,1,16,80.2,0.023,11.1,-,70.5,0.103,20.0,-,0,0
2015-16,All+Star,C. Paul - L. Aldridge - J. Harden - K. Thompson - A. Davis,WST,1,14,63.8,0.000,9.8,-,61.0,0.024,9.8,25.0,0,0
2015-16,All+Star,J. Sudeikis - C. Billups - O. Jackson Jr - E. Delle Donne - M. Bogues,USA,1,14,57.1,0.190,12.5,-,28.6,0.071,12.5,42.9,0,0
2015-16,All+Star,L. James - C. Anthony - D. Wade - K. Lowry - P. George,EST,1,14,60.3,0.000,26.5,-,68.1,0.043,14.0,30.0,0,0
2015-16,All+Star,B. Bogdanovic - A. Wiggins - N. Jokic - K. Porzingis - E. Mudiay,WLD,1,8,81.8,0.000,8.7,-,82.5,0.100,13.0,-,0,0
2015-16,All+Star,D. Powell - A. Wiggins - K. Porzingis - E. Mudiay - M. Hezonja,WLD,1,8,68.8,0.167,13.0,-,63.6,0.182,11.5,-,0,0
2015-16,All+Star,J. Jordan - S. James - T. Cavanagh - T. Sutton-Brown - T. McGrady,CAN,1,8,44.4,0.167,11.8,-,30.0,0.400,5.9,25.0,0,0
2015-16,All+Star,J. Moore - J. Sudeikis - C. Billups - E. Delle Donne - K. Hart,USA,1,6,30.8,0.462,0.0,20.0,50.0,0.273,21.4,-,0,0
2015-16,All+Star,A. Anderson - M. Lasry - J. Moore -  - K. Hart,USA,1,5,66.7,0.222,10.0,-,50.0,0.000,0.0,-,0,0
2015-16,All+Star,A. Anderson - M. Lasry - J. Moore - N. Cannon -,USA,1,5,25.0,1.000,41.7,-,66.7,1.333,33.3,-,0,0
2015-16,All+Star,C. Paul - J. Harden - D. Cousins - K. Thompson - D. Green,WST,1,5,71.4,0.000,14.3,-,59.1,0.364,7.7,-,0,0
2015-16,All+Star,J. Jordan - D. Scott - J. Scott - S. James - T. Cavanagh,CAN,1,5,66.7,1.333,33.3,-,25.0,1.500,41.7,-,0,0
2015-16,All+Star,J. Scott - K. Wu - M. Raonic - T. Sutton-Brown - R. Fox,CAN,1,5,75.0,0.333,25.0,-,31.3,0.500,0.0,-,0,0
2015-16,All+Star,K. Wu - M. Raonic - T. Sutton-Brown - T. McGrady - B. Eugenie,CAN,1,5,36.4,0.000,11.1,42.9,61.1,0.222,0.0,-,0,0
2015-16,All+Star,P. Millsap - A. Horford - D. DeRozan - J. Wall - I. Thomas,EST,1,5,62.5,0.000,0.0,-,78.6,0.000,7.7,-,0,0
2015-16,All+Star,J. Jordan - S. James - T. Cavanagh - T. Sutton-Brown - B. Eugenie,CAN,1,4,11.1,0.000,28.6,-,33.3,0.000,28.6,-,0,0
2015-16,All+Star,J. Jordan - T. Cavanagh - T. Sutton-Brown - T. McGrady - R. Fox,CAN,1,4,42.9,0.286,0.0,-,90.0,0.000,16.7,-,0,0
2015-16,All+Star,K. Bryant - S. Curry - D. Cousins - K. Leonard - D. Green,WST,1,4,87.5,0.000,0.0,-,65.4,0.000,8.3,-,0,0
2015-16,All+Star,K. Lowry - P. Millsap - P. George - I. Thomas - A. Drummond,EST,1,4,57.1,0.000,15.4,57.1,66.7,0.000,0.0,-,0,0
2015-16,All+Star,P. Gasol - P. Millsap - D. DeRozan - J. Wall - I. Thomas,EST,1,4,39.3,0.000,8.3,-,54.2,0.000,0.0,-,0,0
2015-16,All+Star,R. Neto - D. Powell - A. Wiggins - C. Capela - M. Hezonja,WLD,1,4,70.8,0.000,9.1,-,65.4,0.000,0.0,-,0,0
2015-16,All+Star,C. Anthony - D. Wade - D. DeRozan - J. Wall - P. George,EST,1,3,81.3,0.125,22.2,-,56.3,0.000,22.2,-,0,0
2015-16,All+Star,M. Lasry - C. Billups - O. Jackson Jr - E. Delle Donne - K. Hart,USA,1,3,25.0,0.500,0.0,-,87.5,0.000,25.0,-,0,0
2015-16,All+Star,R. Neto - A. Wiggins - C. Capela - K. Porzingis - E. Mudiay,WLD,1,3,100,0.000,37.5,-,40.9,0.000,11.1,-,0,0
2015-16,All+Star,A. Anderson - M. Lasry - J. Moore - M. Bogues -,USA,1,2,0.0,1.000,25.0,-,75.0,0.250,0.0,-,0,0
2015-16,All+Star,A. Wiggins - C. Capela - K. Porzingis - E. Mudiay - M. Hezonja,WLD,1,2,25.0,1.000,16.7,-,100,0.000,40.0,-,0,0
2015-16,All+Star,A. Wiggins - N. Jokic - K. Porzingis - E. Mudiay - M. Hezonja,WLD,1,2,87.5,0.000,20.0,-,100,0.000,0.0,-,0,0
2015-16,All+Star,A. Wiggins - N. Jokic - T. Lyles - E. Mudiay - M. Hezonja,WLD,1,2,40.0,0.000,20.0,-,33.3,0.333,0.0,-,0,0
2015-16,All+Star,B. Bogdanovic - R. Neto - A. Wiggins - C. Capela - K. Porzingis,WLD,1,2,112.5,0.000,0.0,-,33.3,0.000,0.0,-,0,0
2015-16,All+Star,B. Bogdanovic - R. Neto - C. Capela - K. Porzingis - T. Lyles,WLD,1,2,66.7,0.000,14.3,-,50.0,0.000,0.0,-,0,0
2015-16,All+Star,B. Bogdanovic - R. Neto - N. Jokic - T. Lyles - M. Hezonja,WLD,1,2,42.9,0.000,14.3,-,50.0,0.000,0.0,-,0,0
2015-16,All+Star,D. Scott - J. Scott - K. Wu - M. Raonic - T. McGrady,CAN,1,2,0.0,0.000,33.3,-,50.0,0.000,0.0,-,0,0
2015-16,All+Star,J. Harden - S. Curry - D. Cousins - K. Thompson - D. Green,WST,1,2,83.3,0.000,0.0,-,75.0,0.000,16.7,-,0,0
2015-16,All+Star,J. Moore - N. Cannon - J. Sudeikis - C. Billups - E. Delle Donne,USA,1,2,0.0,0.500,0.0,-,33.3,0.000,25.0,-,0,0
2015-16,All+Star,J. Scott - K. Wu - M. Raonic - T. Cavanagh - T. McGrady,CAN,1,2,58.3,0.000,0.0,-,100,0.500,0.0,-,0,0
2015-16,All+Star,K. Wu - M. Raonic - T. Sutton-Brown - T. McGrady - R. Fox,CAN,1,2,33.3,0.000,25.0,-,0.0,0.500,0.0,-,0,0
2015-16,All+Star,L. James - C. Anthony - D. Wade - J. Wall - P. George,EST,1,2,92.9,0.000,0.0,-,25.0,0.000,0.0,-,0,0
2015-16,All+Star,L. James - C. Anthony - D. Wade - K. Lowry - A. Drummond,EST,1,2,78.6,0.000,14.3,-,75.0,0.000,0.0,-,0,0
2015-16,All+Star,L. James - K. Lowry - P. Millsap - A. Horford - A. Drummond,EST,1,2,50.0,0.000,0.0,-,112.5,0.000,0.0,-,0,0
2015-16,All+Star,P. Gasol - D. DeRozan - J. Wall - I. Thomas - A. Drummond,EST,1,2,20.0,0.000,20.0,-,64.3,0.000,0.0,-,0,0
2015-16,All+Star,P. Gasol - K. Lowry - D. DeRozan - I. Thomas - A. Drummond,EST,1,2,75.0,0.000,16.7,-,83.3,0.000,0.0,-,0,0
2015-16,All+Star,P. Gasol - K. Lowry - P. George - I. Thomas - A. Drummond,EST,1,2,60.0,0.000,33.3,-,30.0,0.000,16.7,25.0,0,0
2015-16,All+Star,P. Gasol - K. Lowry - P. Millsap - A. Horford - A. Drummond,EST,1,2,75.0,0.500,0.0,-,80.0,0.000,16.7,-,0,0
2015-16,All+Star,R. Neto - D. Powell - C. Capela - T. Lyles - M. Hezonja,WLD,1,2,42.9,0.000,0.0,-,80.0,0.000,14.3,-,0,0
2015-16,All+Star,R. Neto - D. Powell - N. Jokic - T. Lyles - M. Hezonja,WLD,1,2,62.5,0.000,50.0,-,66.7,0.000,16.7,-,0,0
2015-16,All+Star,Z. LaVine - J. Clarkson - J. Parker - J. Okafor - D. Booker,USA,1,2,25.0,1.000,20.0,-,66.7,1.333,0.0,-,0,0
2015-16,All+Star,A. Anderson - M. Lasry - J. Moore - C. Billups -,USA,1,1,50.0,0.000,0.0,-,0.0,0.000,33.3,-,0,0
2015-16,All+Star,A. Anderson - M. Lasry - O. Jackson Jr -  - K. Hart,USA,1,1,100,0.000,0.0,-,100,0.000,0.0,-,0,0
2015-16,All+Star,B. Bogdanovic - N. Jokic - K. Porzingis - T. Lyles - E. Mudiay,WLD,1,1,50.0,0.000,50.0,-,100,0.250,0.0,-,0,0
2015-16,All+Star,C. Anthony - D. Wade - K. Lowry - D. DeRozan - P. George,EST,1,1,33.3,0.000,0.0,-,50.0,0.000,0.0,-,0,0
2015-16,All+Star,D. Scott - J. Scott - M. Raonic - T. McGrady - B. Eugenie,CAN,1,1,75.0,0.250,0.0,-,0.0,0.000,33.3,-,0,0
2015-16,All+Star,J. Jordan - J. Scott - S. James - T. Cavanagh - T. McGrady,CAN,1,1,100,0.000,0.0,-,100,0.000,0.0,-,0,0
2015-16,All+Star,J. Jordan - M. Raonic - S. James - T. McGrady - B. Eugenie,CAN,1,1,100,2.000,0.0,-,0.0,0.000,50.0,-,0,0
2015-16,All+Star,K. Bryant - K. Durant - S. Curry - D. Cousins - K. Leonard,WST,1,1,0.0,0.000,0.0,-,100,0.000,33.3,-,0,0
2015-16,All+Star,K. Durant - R. Westbrook - S. Curry - A. Davis - D. Green,WST,1,1,100,0.000,0.0,-,37.5,0.000,0.0,33.3,0,0
2015-16,All+Star,M. Lasry - J. Moore - O. Jackson Jr - M. Bogues -,USA,1,1,0.0,2.000,25.0,-,50.0,2.000,0.0,-,0,0
2015-16,All+Star,P. Gasol - P. Millsap - A. Horford - J. Wall - A. Drummond,EST,1,1,116.7,0.667,20.0,-,83.3,0.000,25.0,-,0,0
2015-16,All+Star,P. Gasol - P. Millsap - D. DeRozan - J. Wall - A. Drummond,EST,1,1,66.7,0.000,0.0,-,50.0,0.000,0.0,-,0,0
2015-16,All+Star,P. Millsap - D. DeRozan - J. Wall - P. George - I. Thomas,EST,1,1,83.3,0.000,0.0,-,50.0,0.000,50.0,-,0,0
2015-16,All+Star,A. Anderson - M. Lasry - J. Moore - C. Billups - K. Hart,USA,1,0,0.0,0.000,0.0,-,0.0,0.000,0.0,-,0,0
2015-16,All+Star,D. Scott - M. Raonic - S. James - T. McGrady - B. Eugenie,CAN,1,0,0.0,2.000,0.0,-,0.0,4.000,0.0,-,0,0
2015-16,All+Star,K. Bryant - K. Durant - R. Westbrook - S. Curry - D. Green,WST,1,0,0.0,0.000,0.0,-,0.0,0.000,0.0,-,0,0
2015-16,All+Star,Z. LaVine - J. Clarkson - R. Hood - J. Parker - D. Booker,USA,1,0,50.0,0.000,0.0,-,33.3,0.000,0.0,-,0,0
2016-17,All+Star,L. James - D. DeRozan - K. Irving - J. Butler - G. Antetokounmpo,EST,1,12,81.3,0.063,12.8,-,59.7,0.056,15.8,37.5,0,0
2016-17,All+Star,B. Armstrong - W. Butler - P. Rosenberg - L. Whalen - J. Williams,EST,1,11,52.6,0.053,10.0,-,19.0,0.190,15.0,-,0,0
2016-17,All+Star,D. Exum - D. Saric - N. Jokic - K. Porzingis - B. Hield,WLD,1,11,61.7,0.233,12.9,-,64.0,0.080,26.7,-,0,0
2016-17,All+Star,D. Russell - K. Towns - D. Booker - M. Turner - M. Chriss,USA,1,11,64.3,0.000,16.7,-,71.2,0.061,3.3,-,0,0
2016-17,All+Star,K. Durant - J. Harden - S. Curry - K. Leonard - A. Davis,WST,1,11,68.6,0.000,17.9,28.6,71.9,0.063,13.2,-,0,0
2016-17,All+Star,K. Durant - M. Gasol - J. Harden - S. Curry - A. Davis,WST,1,10,55.0,0.067,10.0,-,56.9,0.000,6.7,-,0,0
2016-17,All+Star,J. Simmons - J. Okafor - F. Kaminsky - B. Ingram - M. Brogdon,USA,1,9,57.7,0.077,15.4,-,65.9,0.000,16.0,-,0,0
2016-17,All+Star,K. Lowry - P. Millsap - J. Wall - P. George - I. Thomas,EST,1,8,72.0,0.000,14.8,30.0,65.4,0.000,11.1,-,0,0
2016-17,All+Star,D. Saric - N. Jokic - K. Porzingis - B. Hield - J. Murray,WLD,1,7,68.2,0.045,15.8,-,81.3,0.063,22.2,-,0,0
2016-17,All+Star,K. Towns - D. Booker - M. Turner - M. Chriss - M. Brogdon,USA,1,7,61.8,0.176,25.0,-,77.8,0.278,21.1,-,0,0
2016-17,All+Star,J. Simmons - J. Okafor - D. Russell - F. Kaminsky - B. Ingram,USA,1,6,104.5,0.182,8.3,-,83.3,0.000,18.2,-,0,0
2016-17,All+Star,M. Gasol - R. Westbrook - J. Harden - G. Hayward - A. Davis,WST,1,6,78.9,0.000,10.0,-,70.6,0.118,21.1,-,0,0
2016-17,All+Star,R. Westbrook - D. Jordan - G. Hayward - K. Thompson - D. Green,WST,1,6,76.5,0.118,10.5,-,72.2,0.000,9.5,14.3,0,0
2016-17,All+Star,A. Abrines - T. Lyles - W. Hernangomez - D. Sabonis - J. Murray,WLD,1,5,62.5,0.000,15.4,-,75.0,0.167,14.3,-,0,0
2016-17,All+Star,B. Armstrong - A. Elgort - O. Schmidt - L. Whalen - J. Williams,EST,1,5,70.8,0.000,16.7,-,43.8,0.000,27.3,-,0,0
2016-17,All+Star,C. Anthony - K. Lowry - J. Wall - K. Walker - I. Thomas,EST,1,5,69.2,0.154,20.0,-,71.9,0.000,6.3,-,0,0
2016-17,All+Star,L. James - C. Anthony - K. Walker - J. Butler - G. Antetokounmpo,EST,1,5,50.0,0.000,18.8,-,63.3,0.000,0.0,-,0,0
2016-17,All+Star,M. Cuban - A. Mackie - R. Miller - H. Minhaj -  . Master P,WST,1,5,20.0,0.600,8.3,-,100,3.667,33.3,-,0,0
2016-17,All+Star,M. Cuban - B. Davis - R. Miller -  . Master P - C. Parker,WST,1,5,10.0,0.400,0.0,-,33.3,0.000,0.0,-,0,0
2016-17,All+Star,M. Gasol - R. Westbrook - G. Hayward - K. Thompson - D. Green,WST,1,5,58.8,0.000,11.8,-,63.3,0.000,18.8,-,0,0
2016-17,All+Star,N. Ogwumike - B. Davis - R. Miller - H. Minhaj -  . Master P,WST,1,5,38.9,0.222,18.2,-,53.8,0.000,18.2,-,0,0
2016-17,All+Star,W. Butler - N. Cannon - M. Lasry - L. Whalen - J. Williams,EST,1,5,53.8,0.000,18.2,-,38.9,0.222,18.2,-,0,0
2016-17,All+Star,A. Grammer - J. Jinfu - A. Mackie - R. Miller - A. Sanchez,WST,1,4,42.9,0.000,0.0,-,20.0,0.400,40.0,-,0,0
2016-17,All+Star,B. Armstrong - W. Butler - M. Lasry - L. Whalen - J. Williams,EST,1,4,60.0,0.000,0.0,-,25.0,0.000,0.0,-,0,0
2016-17,All+Star,B. Davis - J. Jinfu - A. Mackie - R. Miller -  . Master P,WST,1,4,30.0,0.000,25.0,-,50.0,0.000,0.0,-,0,0
2016-17,All+Star,C. Anthony - D. DeRozan - P. George - K. Irving - K. Walker,EST,1,4,57.7,0.000,0.0,-,61.5,0.000,7.7,-,0,0
2016-17,All+Star,D. Exum - D. Saric - K. Porzingis - W. Hernangomez - B. Hield,WLD,1,4,83.3,0.000,15.4,-,46.7,0.000,14.3,-,0,0
2016-17,All+Star,D. Rachel - A. Elgort - C. McLaughlin - O. Schmidt - K. Wu,EST,1,4,20.0,0.400,40.0,-,42.9,0.000,0.0,-,0,0
2016-17,All+Star,N. Ogwumike - B. Davis - A. Mackie - H. Minhaj - C. Parker,WST,1,4,65.0,0.000,18.2,-,11.1,0.444,27.3,36.4,0,0
2016-17,All+Star,T. Cavanagh - B. Davis - A. Grammer - J. Jinfu - R. Miller,WST,1,4,33.3,0.000,33.3,-,50.0,0.000,22.2,-,0,0
2016-17,All+Star,A. Abrines - D. Exum - D. Saric - K. Porzingis - W. Hernangomez,WLD,1,3,70.0,0.000,0.0,-,62.5,0.500,0.0,-,0,0
2016-17,All+Star,A. Abrines - K. Porzingis - T. Lyles - D. Sabonis - J. Murray,WLD,1,3,70.0,0.000,28.6,-,100,0.000,14.3,-,0,0
2016-17,All+Star,B. Armstrong - W. Butler - M. Lasry - C. McLaughlin - L. Whalen,EST,1,3,14.3,0.286,0.0,-,58.3,0.000,28.6,-,0,0
2016-17,All+Star,C. Anthony - J. Wall - P. George - K. Walker - I. Thomas,EST,1,3,56.3,0.000,10.0,-,75.0,0.250,11.1,-,0,0
2016-17,All+Star,J. Simmons - K. Towns - F. Kaminsky - D. Booker - M. Brogdon,USA,1,3,116.7,0.000,30.0,-,57.1,0.071,9.1,-,0,0
2016-17,All+Star,K. Durant - D. Jordan - S. Curry - K. Thompson - D. Green,WST,1,3,68.8,0.000,0.0,-,50.0,0.000,0.0,-,0,0
2016-17,All+Star,K. Porzingis - T. Lyles - W. Hernangomez - B. Hield - J. Murray,WLD,1,3,77.8,0.000,0.0,-,75.0,0.000,11.1,-,0,0
2016-17,All+Star,N. Ogwumike - B. Davis - A. Grammer - R. Miller - C. Parker,WST,1,3,14.3,0.000,33.3,-,80.0,0.000,28.6,-,0,0
2016-17,All+Star,N. Ogwumike - M. Cuban - B. Davis - R. Miller - C. Parker,WST,1,3,50.0,0.000,20.0,-,60.0,0.200,0.0,-,0,0
2016-17,All+Star,P. Millsap - J. Wall - P. George - I. Thomas - G. Antetokounmpo,EST,1,3,50.0,0.000,0.0,-,68.8,0.000,0.0,-,0,0
2016-17,All+Star,W. Butler - D. Rachel - M. Lasry - P. Rosenberg - K. Wu,EST,1,3,100,9.000,28.6,-,28.6,0.857,0.0,-,0,0
2016-17,All+Star,A. Abrines - D. Exum - D. Saric - N. Jokic - K. Porzingis,WLD,1,2,50.0,0.000,0.0,-,60.0,0.000,0.0,-,0,0
2016-17,All+Star,B. Davis - A. Mackie - R. Miller -  . Master P - C. Parker,WST,1,2,16.7,0.000,0.0,-,57.1,0.000,0.0,-,0,0
2016-17,All+Star,J. Simmons - D. Russell - K. Towns - F. Kaminsky - D. Booker,USA,1,2,87.5,0.000,0.0,-,57.1,0.000,0.0,-,0,0
2016-17,All+Star,J. Simmons - K. Towns - D. Booker - B. Ingram - M. Brogdon,USA,1,2,70.0,0.000,0.0,-,25.0,0.000,20.0,-,0,0
2016-17,All+Star,L. James - K. Lowry - D. DeRozan - J. Wall - J. Butler,EST,1,2,37.5,0.000,0.0,-,75.0,0.000,22.2,-,0,0
2016-17,All+Star,N. Cannon - D. Rachel - A. Elgort - M. Lasry - K. Wu,EST,1,2,0.0,1.333,50.0,-,60.0,0.000,0.0,-,0,0
2016-17,All+Star,T. Cavanagh - B. Davis - A. Grammer - R. Miller - A. Sanchez,WST,1,2,75.0,0.000,0.0,-,133.3,0.000,0.0,-,0,0
2016-17,All+Star,A. Grammer - J. Jinfu - A. Mackie - H. Minhaj - A. Sanchez,WST,1,1,0.0,0.000,0.0,-,100,2.000,0.0,-,0,0
2016-17,All+Star,B. Armstrong - W. Butler - A. Elgort - O. Schmidt - K. Wu,EST,1,1,0.0,0.000,0.0,-,0.0,0.000,0.0,-,0,0
2016-17,All+Star,C. Anthony - K. Lowry - D. DeRozan - K. Irving - K. Walker,EST,1,1,75.0,0.000,25.0,-,116.7,0.000,20.0,-,0,0
2016-17,All+Star,D. DeRozan - P. George - K. Irving - K. Walker - G. Antetokounmpo,EST,1,1,20.0,0.000,20.0,-,33.3,0.000,20.0,-,0,0
2016-17,All+Star,D. Exum - D. Saric - K. Porzingis - T. Lyles - D. Sabonis,WLD,1,1,150.0,0.000,0.0,-,150.0,0.000,0.0,-,0,0
2016-17,All+Star,D. Jordan - J. Harden - S. Curry - K. Leonard - A. Davis,WST,1,1,33.3,0.000,0.0,-,0.0,0.000,25.0,-,0,0
2016-17,All+Star,D. Jordan - S. Curry - D. Cousins - K. Thompson - K. Leonard,WST,1,1,37.5,0.000,0.0,-,100,0.000,0.0,-,0,0
2016-17,All+Star,D. Rachel - A. Elgort - O. Schmidt - J. Williams - K. Wu,EST,1,1,100,2.000,0.0,-,0.0,0.000,0.0,-,0,0
2016-17,All+Star,K. Durant - R. Westbrook - J. Harden - A. Davis - D. Green,WST,1,1,50.0,0.000,0.0,-,80.0,0.000,0.0,-,0,0
2016-17,All+Star,K. Durant - S. Curry - K. Thompson - A. Davis - D. Green,WST,1,1,100,0.000,25.0,-,75.0,0.000,20.0,-,0,0
2016-17,All+Star,K. Lowry - P. Millsap - D. DeRozan - P. George - K. Irving,EST,1,1,80.0,0.000,0.0,-,50.0,0.000,0.0,-,0,0
2016-17,All+Star,N. Jokic - K. Porzingis - T. Lyles - B. Hield - J. Murray,WLD,1,1,33.3,0.000,0.0,-,0.0,0.000,0.0,-,0,0
2016-17,All+Star,N. Jokic - T. Lyles - D. Sabonis - B. Hield - J. Murray,WLD,1,1,75.0,0.000,0.0,-,116.7,0.000,0.0,-,0,0
2016-17,All+Star,N. Ogwumike - M. Cuban - A. Grammer - H. Minhaj - C. Parker,WST,1,1,0.0,0.000,0.0,-,0.0,2.000,0.0,-,0,0
2016-17,All+Star,P. Millsap - D. DeRozan - P. George - K. Irving - G. Antetokounmpo,EST,1,1,75.0,0.000,20.0,-,100,0.000,25.0,-,0,0
2016-17,All+Star,R. Westbrook - D. Jordan - D. Cousins - K. Thompson - K. Leonard,WST,1,1,100,0.000,0.0,-,0.0,0.000,25.0,-,0,0
2016-17,All+Star,W. Butler - D. Rachel - A. Elgort - O. Schmidt - K. Wu,EST,1,1,0.0,0.000,0.0,-,0.0,0.000,100,-,0,0
2016-17,All+Star,W. Butler - D. Rachel - M. Lasry - C. McLaughlin - P. Rosenberg,EST,1,1,100,1.000,40.0,-,20.0,0.000,20.0,-,0,0
2016-17,All+Star,C. Anthony - K. Lowry - D. DeRozan - K. Walker - I. Thomas,EST,1,0,0.0,0.000,0.0,-,0.0,0.000,0.0,-,0,0
2016-17,All+Star,D. Exum - D. Saric - K. Porzingis - W. Hernangomez - D. Sabonis,WLD,1,0,0.0,0.000,0.0,-,0.0,0.000,0.0,-,0,0
2016-17,All+Star,M. Cuban - A. Mackie - R. Miller - H. Minhaj -  . JJ,WST,1,0,100,0.000,0.0,-,0.0,0.000,0.0,-,0,0
2016-17,All+Star,M. Cuban - B. Davis - A. Mackie - R. Miller - H. Minhaj,WST,1,0,0.0,0.000,0.0,-,0.0,0.000,0.0,-,0,0
2017-18,All+Star,K. Dunn - T. Prince - D. Fox - J. Tatum - K. Kuzma,USA,1,16,54.7,0.000,13.0,13.6,72.4,0.041,14.0,40.0,0,0
2017-18,All+Star,L. James - K. Durant - R. Westbrook - K. Irving - A. Davis,LBN,1,15,50.0,0.061,20.0,22.2,53.8,0.150,7.5,27.3,0,0
2017-18,All+Star,B. Bogdanovic - D. Sabonis - F. Ntilikina - L. Markkanen - D. Brooks,WLD,1,13,65.4,0.026,13.2,42.1,48.5,0.000,13.9,10.5,0,0
2017-18,All+Star,B. Ingram - J. Brown - D. Smith Jr. - D. Mitchell - J. Collins,USA,1,12,60.7,0.143,17.6,23.1,80.0,0.000,11.8,20.0,0,0
