SEASON,SEASON_TYPE,LINEUP,TEAM_ABB,GROUP_NAME,TEAM_ABBREVIATION,GP,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
2023-24,All+Star,J. Smith Jr. - J. Jaquez Jr. - V. Wembanyama - B. Miller - C. Wallace,-,1,1,0.0,0.000,66.7,0.0,25.0,0.000,0.0,66.7,0,0
2023-24,All+Star,M. McClung - A. Williams - E. Bates - M. Buzelis - T. Smith,-,1,1,33.3,0.000,0.0,75.0,0.0,0.000,66.7,0.0,0,0
2023-24,All+Star,M. McClung - A. Williams - M. Buzelis - T. Smith - I. Almansa,-,1,1,0.0,0.000,0.0,0.0,125.0,0.500,33.3,0.0,0,0
2023-24,All+Star,M. McClung - O. Tshiebwe - A. Williams - T. Smith - I. Almansa,-,1,1,0.0,0.000,50.0,0.0,150.0,0.000,0.0,0.0,0,0
2023-24,All+Star,M. Parsons - K. Cenat - L. Singh - W. Hayes - S.,-,1,1,50.0,2.000,40.0,33.3,40.0,0.000,0.0,33.3,0,0
2023-24,All+Star,M. Parsons - K. Cenat - P. Nacua - D. Wang - S.,-,1,1,50.0,1.000,66.7,100,33.3,0.000,0.0,0.0,0,0
2023-24,All+Star,M. Parsons - K. Cenat - P. Nacua - W. Hayes - S.,-,1,1,100,0.000,0.0,0.0,0.0,0.000,0.0,50.0,0,0
2023-24,All+Star,M. Parsons - P. Nacua - D. Wang - L. Singh - S.,-,1,1,100,0.000,0.0,0.0,0.0,0.000,33.3,0.0,0,0
2023-24,All+Star,P. George - A. Davis - K. Towns - D. Booker - S. Gilgeous-Alexander,WST,1,1,116.7,0.000,0.0,0.0,50.0,0.000,25.0,50.0,0,0
2023-24,All+Star,C. Stroud - M. Hardman Jr. - J. Hudson - T. Jass - N. Cloud,-,1,0,0.0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,0,0
2023-24,All+Star,D. Lillard - J. Brunson - T. Young - S. Barnes - P. Banchero,EST,1,0,100,0.000,0.0,0.0,100,1.000,0.0,0.0,0,0
2023-24,All+Star,D. Lillard - J. Tatum - B. Adebayo - T. Haliburton - T. Maxey,EST,1,0,0.0,0.000,0.0,0.0,0.0,0.000,100,0.0,0,0
2023-24,All+Star,J. Brown - D. Mitchell - T. Haliburton - T. Maxey - P. Banchero,EST,1,0,0.0,0.000,0.0,100,0.0,0.000,0.0,0.0,0,0
2023-24,All+Star,M. Parsons - Q. Isaiah - L. Singh - W. Hayes - J. Loyd,-,1,0,0.0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,0,0
2023-24,PlayIn,H. Barnes - D. Sabonis - D. Fox - K. Murray - K. Ellis,SAC,2,44,57.9,0.232,12.1,32.6,57.2,0.263,15.4,28.2,0,0
2023-24,PlayIn,D. DeRozan - N. Vucevic - A. Caruso - C. White - A. Dosunmu,CHI,2,33,50.8,0.095,8.8,11.1,60.7,0.230,7.2,20.7,0,0
2023-24,PlayIn,C. Capela - B. Bogdanovic - D. Murray - T. Young - D. Hunter,ATL,1,26,51.0,0.294,8.9,35.7,52.1,0.170,9.3,16.7,0,0
2023-24,PlayIn,D. DeRozan - N. Vucevic - C. White - J. Green - A. Dosunmu,CHI,2,20,61.3,0.275,9.3,44.4,62.9,0.286,14.3,31.3,0,0
2023-24,PlayIn,L. James - A. Davis - D. Russell - R. Hachimura - A. Reaves,LAL,1,20,60.3,0.353,9.5,11.8,60.9,0.250,19.5,33.3,0,0
2023-24,PlayIn,J. Valančiūnas - C. McCollum - B. Ingram - H. Jones - T. Murphy III,NOP,2,18,54.7,0.031,16.2,25.0,53.9,0.158,5.6,42.1,0,0
2023-24,PlayIn,B. Adebayo - C. Martin - T. Herro - N. Jovic - J. Jaquez Jr.,MIA,1,17,68.3,0.033,12.1,16.7,50.0,0.067,12.1,16.7,0,0
2023-24,PlayIn,J. Valančiūnas - C. McCollum - B. Ingram - Z. Williamson - H. Jones,NOP,1,13,48.1,0.154,20.7,40.0,57.5,0.500,10.7,0.0,0,0
2023-24,PlayIn,K. Love - D. Wright - H. Highsmith - T. Herro - J. Jaquez Jr.,MIA,2,13,60.9,0.304,12.0,33.3,37.0,0.087,30.0,31.3,0,0
2023-24,PlayIn,K. Lowry - T. Harris - J. Embiid - K. Oubre Jr. - T. Maxey,PHI,1,13,41.7,0.292,14.8,29.4,42.9,0.190,18.5,7.7,0,0
2023-24,PlayIn,J. Butler - B. Adebayo - C. Martin - T. Herro - N. Jovic,MIA,1,11,31.3,0.125,27.3,7.7,41.3,0.261,8.7,31.3,0,0
2023-24,PlayIn,H. Barnes - D. Sabonis - D. Fox - D. Mitchell - K. Murray,SAC,1,10,69.0,0.143,5.3,44.4,60.0,0.000,15.0,14.3,0,0
2023-24,PlayIn,C. Capela - D. Murray - T. Young - D. Hunter - G. Mathews,ATL,1,8,53.8,0.615,6.3,11.1,71.9,0.125,11.8,50.0,0,0
2023-24,PlayIn,D. Wright - B. Adebayo - D. Robinson - H. Highsmith - J. Jaquez Jr.,MIA,1,8,46.7,0.133,18.8,33.3,63.3,0.267,5.9,14.3,0,0
2023-24,PlayIn,H. Barnes - T. Lyles - D. Sabonis - D. Mitchell - K. Ellis,SAC,2,8,39.3,0.286,6.3,22.2,50.0,0.000,35.3,0.0,0,0
2023-24,PlayIn,L. Nance Jr. - Z. Williamson - H. Jones - T. Murphy III - J. Alvarado,NOP,1,8,83.3,0.133,6.3,25.0,28.1,0.000,5.9,16.7,0,0
2023-24,PlayIn,A. Len - T. Lyles - D. Fox - D. Mitchell - K. Murray,SAC,2,7,34.2,0.000,28.6,64.3,45.8,0.250,7.1,14.3,0,0
2023-24,PlayIn,J. Butler - B. Adebayo - H. Highsmith - T. Herro - J. Jaquez Jr.,MIA,1,7,69.2,0.000,15.4,40.0,42.3,0.462,7.7,37.5,0,0
2023-24,PlayIn,J. Valanciunas - C. McCollum - N. Marshall - T. Murphy III - J. Alvarado,NOP,1,7,38.5,0.308,15.4,37.5,32.1,0.071,16.7,40.0,0,0
2023-24,PlayIn,K. Love - J. Butler - D. Wright - H. Highsmith - J. Jaquez Jr.,MIA,1,7,50.0,0.833,13.3,33.3,45.8,0.167,20.0,42.9,0,0
2023-24,PlayIn,L. Nance Jr. - B. Ingram - N. Marshall - T. Murphy III - J. Alvarado,NOP,1,7,61.5,0.000,15.4,50.0,50.0,0.400,14.3,0.0,0,0
2023-24,PlayIn,L. Nance Jr. - Z. Williamson - T. Murphy III - J. Alvarado - D. Daniels,NOP,1,7,50.0,0.143,13.3,37.5,50.0,0.133,0.0,12.5,0,0
2023-24,PlayIn,N. Batum - J. Embiid - K. Oubre Jr. - B. Hield - T. Maxey,PHI,1,7,90.0,0.000,15.4,0.0,50.0,0.417,7.7,37.5,0,0
2023-24,PlayIn,K. Lowry - N. Batum - J. Embiid - K. Oubre Jr. - T. Maxey,PHI,1,6,55.6,1.111,7.7,60.0,73.1,0.077,16.7,60.0,0,0
2023-24,PlayIn,L. James - D. Russell - T. Prince - G. Vincent - J. Hayes,LAL,1,6,70.8,0.083,7.7,0.0,36.4,0.000,14.3,0.0,0,0
2023-24,PlayIn,B. Adebayo - C. Martin - H. Highsmith - T. Herro - N. Jovic,MIA,1,5,35.0,0.600,0.0,37.5,35.0,0.000,9.1,28.6,0,0
2023-24,PlayIn,C. McCollum - L. Nance Jr. - B. Ingram - H. Jones - T. Murphy III,NOP,2,5,43.8,0.500,16.7,16.7,25.0,0.000,11.1,37.5,0,0
2023-24,PlayIn,J. Butler - D. Wright - B. Adebayo - H. Highsmith - T. Herro,MIA,1,5,33.3,0.222,0.0,16.7,40.0,0.000,10.0,70.0,0,0
2023-24,PlayIn,K. Lowry - T. Harris - K. Oubre Jr. - T. Maxey - P. Reed,PHI,1,5,30.8,0.000,11.1,55.6,35.0,0.000,11.1,28.6,0,0
2023-24,PlayIn,L. Nance Jr. - B. Ingram - H. Jones - T. Murphy III - J. Alvarado,NOP,1,5,62.5,0.250,0.0,33.3,100,0.333,12.5,0.0,0,0
2023-24,PlayIn,S. Curry - D. Green - A. Wiggins - J. Kuminga - B. Podziemski,GSW,1,5,27.3,0.364,18.2,62.5,72.2,0.222,25.0,66.7,0,0
2023-24,PlayIn,S. Curry - K. Thompson - D. Green - A. Wiggins - J. Kuminga,GSW,1,5,62.5,0.000,20.0,25.0,65.0,0.000,0.0,20.0,0,0
2023-24,PlayIn,S. Curry - K. Thompson - D. Green - A. Wiggins - T. Jackson-Davis,GSW,1,5,57.1,0.000,27.3,0.0,65.0,0.000,10.0,20.0,0,0
2023-24,PlayIn,C. McCollum - L. Nance Jr. - B. Ingram - T. Murphy III - J. Alvarado,NOP,1,4,22.2,0.000,0.0,14.3,38.9,0.111,11.1,33.3,0,0
2023-24,PlayIn,C. Paul - S. Curry - K. Thompson - D. Green - J. Kuminga,GSW,1,4,25.0,1.000,0.0,0.0,87.5,1.000,28.6,100,0,0
2023-24,PlayIn,D. DeRozan - A. Drummond - C. White - J. Green - D. Terry,CHI,2,4,54.5,0.000,0.0,60.0,33.3,0.333,11.1,0.0,0,0
2023-24,PlayIn,H. Barnes - D. Sabonis - D. Fox - A. Vezenkov - K. Ellis,SAC,1,4,36.4,0.000,20.0,37.5,33.3,0.000,20.0,0.0,0,0
2023-24,PlayIn,J. Valančiūnas - C. McCollum - B. Ingram - N. Marshall - T. Murphy III,NOP,1,4,68.8,0.000,10.0,0.0,50.0,0.000,30.0,20.0,0,0
2023-24,PlayIn,L. James - A. Davis - D. Russell - T. Prince - A. Reaves,LAL,1,4,25.0,1.500,25.0,66.7,20.0,0.000,0.0,37.5,0,0
2023-24,PlayIn,L. James - A. Davis - R. Hachimura - G. Vincent - A. Reaves,LAL,1,4,43.8,0.250,0.0,0.0,44.4,0.111,0.0,0.0,0,0
2023-24,PlayIn,S. Curry - K. Thompson - D. Green - J. Kuminga - B. Podziemski,GSW,1,4,57.1,0.571,0.0,0.0,33.3,0.111,11.1,14.3,0,0
2023-24,PlayIn,A. Davis - S. Dinwiddie - D. Russell - T. Prince - R. Hachimura,LAL,1,3,35.7,0.000,0.0,20.0,64.3,0.000,0.0,33.3,0,0
2023-24,PlayIn,B. Bogdanovic - D. Murray - B. Fernando - T. Young - D. Hunter,ATL,1,3,25.0,0.000,16.7,0.0,83.3,0.000,0.0,100,0,0
2023-24,PlayIn,C. McCollum - L. Nance Jr. - H. Jones - T. Murphy III - J. Alvarado,NOP,1,3,83.3,0.333,12.5,100,100,3.000,14.3,0.0,0,0
2023-24,PlayIn,C. Paul - K. Thompson - D. Green - J. Kuminga - B. Podziemski,GSW,1,3,50.0,0.000,0.0,25.0,30.0,0.000,16.7,62.5,0,0
2023-24,PlayIn,D. DeRozan - A. Drummond - T. Craig - C. White - A. Dosunmu,CHI,1,3,33.3,0.000,0.0,50.0,16.7,0.333,0.0,40.0,0,0
2023-24,PlayIn,J. Butler - B. Adebayo - C. Martin - H. Highsmith - T. Herro,MIA,1,3,35.7,0.000,0.0,40.0,75.0,0.000,0.0,0.0,0,0
2023-24,PlayIn,J. Butler - D. Wright - B. Adebayo - C. Martin - T. Herro,MIA,1,3,91.7,0.000,0.0,100,37.5,0.000,20.0,33.3,0,0
2023-24,PlayIn,J. Valanciunas - C. McCollum - Z. Williamson - H. Jones - T. Murphy III,NOP,1,3,20.0,0.400,0.0,0.0,60.0,0.400,0.0,0.0,0,0
2023-24,PlayIn,K. Love - C. Martin - H. Highsmith - T. Herro - N. Jovic,MIA,1,3,21.4,0.571,16.7,66.7,40.0,0.000,20.0,33.3,0,0
2023-24,PlayIn,K. Love - J. Butler - C. Martin - T. Herro - N. Jovic,MIA,1,3,80.0,0.400,0.0,0.0,100,0.333,33.3,0.0,0,0
2023-24,PlayIn,L. James - A. Davis - T. Prince - G. Vincent - A. Reaves,LAL,1,3,33.3,1.000,0.0,25.0,72.2,0.000,0.0,33.3,0,0
2023-24,PlayIn,N. Batum - T. Harris - B. Hield - T. Maxey - P. Reed,PHI,1,3,70.0,0.000,20.0,100,87.5,0.000,0.0,0.0,0,0
2023-24,PlayIn,N. Batum - T. Harris - J. Embiid - K. Oubre Jr. - T. Maxey,PHI,1,3,37.5,0.500,0.0,0.0,75.0,0.500,16.7,50.0,0,0
2023-24,PlayIn,S. Curry - A. Wiggins - K. Looney - M. Moody - B. Podziemski,GSW,1,3,43.8,0.000,0.0,40.0,58.3,0.333,0.0,33.3,0,0
2023-24,PlayIn,S. Curry - K. Thompson - D. Green - M. Moody - T. Jackson-Davis,GSW,1,3,66.7,0.000,14.3,0.0,41.7,0.000,0.0,0.0,0,0
2023-24,PlayIn,T. Craig - J. Carter - J. Green - A. Dosunmu - D. Terry,CHI,1,3,100,0.000,14.3,0.0,62.5,0.500,28.6,50.0,0,0
2023-24,PlayIn,T. Lyles - D. Sabonis - D. Fox - K. Murray - K. Ellis,SAC,1,3,25.0,0.000,0.0,20.0,50.0,0.750,16.7,0.0,0,0
2023-24,PlayIn,T. Lyles - D. Sabonis - D. Mitchell - K. Murray - K. Ellis,SAC,1,3,70.0,0.000,16.7,0.0,33.3,0.500,14.3,50.0,0,0
2023-24,PlayIn,A. Davis - D. Russell - T. Prince - R. Hachimura - G. Vincent,LAL,1,2,25.0,0.000,0.0,0.0,41.7,0.333,0.0,75.0,0,0
2023-24,PlayIn,A. Len - T. Lyles - D. Fox - K. Murray - K. Ellis,SAC,1,2,50.0,0.000,0.0,33.3,40.0,0.000,0.0,0.0,0,0
2023-24,PlayIn,C. McCollum - L. Nance Jr. - B. Ingram - Z. Williamson - H. Jones,NOP,1,2,0.0,0.000,33.3,0.0,150.0,6.000,0.0,0.0,0,0
2023-24,PlayIn,C. McCollum - L. Nance Jr. - N. Marshall - J. Alvarado - D. Daniels,NOP,1,2,50.0,0.000,33.3,0.0,25.0,0.000,75.0,100,0,0
2023-24,PlayIn,C. Paul - K. Thompson - A. Wiggins - J. Kuminga - T. Jackson-Davis,GSW,1,2,0.0,0.000,25.0,0.0,37.5,0.500,0.0,0.0,0,0
2023-24,PlayIn,C. Paul - K. Thompson - D. Green - A. Wiggins - M. Moody,GSW,1,2,33.3,1.000,0.0,0.0,50.0,0.000,0.0,33.3,0,0
2023-24,PlayIn,C. Paul - S. Curry - D. Green - J. Kuminga - B. Podziemski,GSW,1,2,50.0,0.000,50.0,0.0,40.0,0.400,0.0,66.7,0,0
2023-24,PlayIn,D. DeRozan - A. Drummond - A. Caruso - A. Dosunmu - D. Terry,CHI,2,2,116.7,0.000,50.0,0.0,37.5,0.000,0.0,0.0,0,0
2023-24,PlayIn,D. DeRozan - A. Drummond - A. Caruso - C. White - A. Dosunmu,CHI,1,2,0.0,0.000,40.0,33.3,50.0,0.667,20.0,0.0,0,0
2023-24,PlayIn,D. DeRozan - A. Drummond - A. Caruso - C. White - D. Terry,CHI,1,2,90.0,0.000,0.0,100,33.3,0.000,60.0,100,0,0
2023-24,PlayIn,D. DeRozan - A. Drummond - A. Caruso - C. White - J. Green,CHI,1,2,33.3,0.667,0.0,50.0,0.0,0.000,0.0,0.0,0,0
2023-24,PlayIn,D. DeRozan - A. Drummond - A. Caruso - T. Craig - C. White,CHI,1,2,25.0,0.000,0.0,0.0,25.0,0.000,0.0,33.3,0,0
2023-24,PlayIn,D. DeRozan - N. Vucevic - A. Caruso - A. Dosunmu - D. Terry,CHI,1,2,25.0,0.000,25.0,33.3,37.5,0.500,0.0,33.3,0,0
2023-24,PlayIn,D. DeRozan - N. Vucevic - A. Caruso - T. Craig - A. Dosunmu,CHI,1,2,0.0,4.000,0.0,0.0,50.0,0.000,25.0,50.0,0,0
2023-24,PlayIn,D. DeRozan - N. Vucevic - C. White - A. Dosunmu - D. Terry,CHI,1,2,75.0,0.000,0.0,0.0,87.5,0.500,0.0,0.0,0,0
2023-24,PlayIn,D. DeRozan - N. Vucevic - J. Green - A. Dosunmu - D. Terry,CHI,1,2,87.5,0.000,0.0,0.0,83.3,0.333,0.0,0.0,0,0
2023-24,PlayIn,D. DeRozan - N. Vucevic - T. Craig - A. Dosunmu - D. Terry,CHI,1,2,83.3,0.667,0.0,0.0,50.0,0.000,20.0,0.0,0,0
2023-24,PlayIn,D. DeRozan - N. Vucevic - T. Craig - C. White - A. Dosunmu,CHI,1,2,83.3,0.000,0.0,0.0,25.0,0.000,25.0,33.3,0,0
2023-24,PlayIn,D. Sabonis - D. Fox - A. Vezenkov - D. Mitchell - K. Murray,SAC,1,2,83.3,0.000,25.0,0.0,50.0,0.000,25.0,50.0,0,0
2023-24,PlayIn,D. Wright - B. Adebayo - C. Martin - T. Herro - J. Jaquez Jr.,MIA,1,2,37.5,0.000,25.0,33.3,66.7,0.000,0.0,0.0,0,0
2023-24,PlayIn,H. Barnes - A. Len - T. Lyles - D. Fox - D. Mitchell,SAC,1,2,50.0,1.000,0.0,0.0,50.0,0.000,33.3,0.0,0,0
2023-24,PlayIn,J. McGee - A. Vezenkov - K. Edwards - D. Mitchell - C. Jones,SAC,1,2,25.0,0.000,0.0,33.3,25.0,0.500,0.0,33.3,0,0
2023-24,PlayIn,J. Valanciunas - B. Ingram - Z. Williamson - H. Jones - J. Alvarado,NOP,1,2,33.3,0.000,33.3,50.0,116.7,0.000,0.0,0.0,0,0
2023-24,PlayIn,K. Love - D. Wright - D. Robinson - H. Highsmith - J. Jaquez Jr.,MIA,1,2,0.0,1.000,0.0,0.0,0.0,1.000,0.0,50.0,0,0
2023-24,PlayIn,K. Lowry - N. Batum - T. Harris - J. Embiid - B. Hield,PHI,1,2,0.0,0.000,66.7,50.0,100,3.000,25.0,0.0,0,0
2023-24,PlayIn,K. Lowry - N. Batum - T. Harris - J. Embiid - T. Maxey,PHI,1,2,33.3,0.667,20.0,50.0,41.7,0.000,0.0,25.0,0,0
2023-24,PlayIn,M. Moody - U. Garuba - G. Santos - L. Quinones - B. Podziemski,GSW,1,2,25.0,0.500,0.0,33.3,25.0,0.000,0.0,33.3,0,0
2023-24,PlayIn,N. Batum - T. Harris - J. Embiid - B. Hield - T. Maxey,PHI,1,2,16.7,0.000,0.0,40.0,40.0,0.000,0.0,50.0,0,0
2023-24,PlayIn,P. Mills - D. Wright - T. Bryant - H. Highsmith - O. Robinson,MIA,1,2,83.3,0.000,33.3,0.0,90.0,0.000,16.7,0.0,0,0
2023-24,PlayIn,S. Curry - A. Wiggins - K. Looney - J. Kuminga - B. Podziemski,GSW,1,2,100,0.333,33.3,0.0,87.5,0.500,0.0,0.0,0,0
2023-24,PlayIn,T. Harris - J. Embiid - K. Oubre Jr. - C. Payne - B. Hield,PHI,1,2,83.3,0.667,20.0,0.0,14.3,0.000,25.0,66.7,0,0
2023-24,PlayIn,W. Matthews - B. Bogdanovic - B. Fernando - T. Young - M. Gueye,ATL,1,2,20.0,0.000,42.9,50.0,91.7,0.000,16.7,100,0,0
2023-24,PlayIn,W. Matthews - B. Bogdanovic - D. Murray - B. Fernando - D. Hunter,ATL,1,2,75.0,0.000,0.0,0.0,125.0,1.000,25.0,0.0,0,0
2023-24,PlayIn,W. Matthews - B. Bogdanovic - D. Murray - B. Fernando - G. Mathews,ATL,1,2,120.0,0.400,0.0,0.0,0.0,0.400,16.7,20.0,0,0
2023-24,PlayIn,W. Matthews - C. Capela - D. Murray - T. Young - D. Hunter,ATL,1,2,25.0,0.000,0.0,0.0,90.0,0.200,0.0,100,0,0
2023-24,PlayIn,A. Caruso - C. White - J. Green - A. Dosunmu - D. Terry,CHI,1,1,50.0,0.000,0.0,0.0,0.0,1.333,33.3,100,0,0
2023-24,PlayIn,A. Davis - D. Russell - T. Prince - R. Hachimura - A. Reaves,LAL,1,1,150.0,2.000,0.0,0.0,0.0,0.000,100,100,0,0
2023-24,PlayIn,A. Davis - S. Dinwiddie - T. Prince - R. Hachimura - A. Reaves,LAL,1,1,0.0,0.000,50.0,0.0,100,0.000,50.0,0.0,0,0
2023-24,PlayIn,A. Drummond - A. Caruso - J. Carter - C. White - J. Green,CHI,1,1,0.0,0.000,50.0,0.0,100,1.000,0.0,0.0,0,0
2023-24,PlayIn,A. Drummond - J. Carter - C. White - J. Green - A. Dosunmu,CHI,1,1,0.0,0.000,0.0,0.0,125.0,0.000,0.0,0.0,0,0
2023-24,PlayIn,A. Len - T. Lyles - D. Fox - A. Vezenkov - D. Mitchell,SAC,1,1,0.0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,0,0
2023-24,PlayIn,B. Adebayo - C. Martin - D. Robinson - H. Highsmith - T. Herro,MIA,1,1,0.0,0.000,50.0,0.0,0.0,2.000,0.0,0.0,0,0
2023-24,PlayIn,B. Bogdanovic - D. Murray - B. Fernando - D. Hunter - G. Mathews,ATL,1,1,75.0,1.500,0.0,0.0,83.3,0.000,0.0,100,0,0
2023-24,PlayIn,C. McCollum - L. Nance Jr. - B. Ingram - N. Marshall - J. Alvarado,NOP,1,1,50.0,0.000,33.3,0.0,0.0,0.000,33.3,50.0,0,0
2023-24,PlayIn,C. McCollum - L. Nance Jr. - B. Ingram - N. Marshall - T. Murphy III,NOP,1,1,100,2.000,33.3,0.0,0.0,0.000,0.0,0.0,0,0
2023-24,PlayIn,C. McCollum - L. Nance Jr. - N. Marshall - H. Jones - J. Alvarado,NOP,1,1,25.0,0.000,0.0,33.3,0.0,0.000,0.0,0.0,0,0
2023-24,PlayIn,C. Paul - K. Thompson - K. Looney - M. Moody - B. Podziemski,GSW,1,1,75.0,0.000,33.3,0.0,50.0,0.000,0.0,0.0,0,0
2023-24,PlayIn,C. Paul - S. Curry - D. Green - A. Wiggins - M. Moody,GSW,1,1,0.0,2.000,0.0,0.0,83.3,0.000,0.0,100,0,0
2023-24,PlayIn,C. Paul - S. Curry - K. Thompson - K. Looney - M. Moody,GSW,1,1,83.3,0.000,0.0,100,50.0,0.000,0.0,0.0,0,0
2023-24,PlayIn,D. DeRozan - A. Drummond - J. Green - A. Dosunmu - D. Terry,CHI,1,1,83.3,0.000,0.0,100,75.0,1.500,0.0,0.0,0,0
2023-24,PlayIn,D. DeRozan - N. Vucevic - A. Caruso - J. Green - A. Dosunmu,CHI,1,1,75.0,0.000,0.0,0.0,50.0,1.000,0.0,100,0,0
2023-24,PlayIn,D. DeRozan - N. Vucevic - C. White - J. Green - D. Terry,CHI,1,1,0.0,0.000,100,0.0,0.0,0.000,0.0,0.0,0,0
2023-24,PlayIn,D. DeRozan - N. Vucevic - T. Craig - C. White - D. Terry,CHI,1,1,33.3,0.000,50.0,100,0.0,1.000,0.0,50.0,0,0
2023-24,PlayIn,D. Wright - B. Adebayo - D. Robinson - H. Highsmith - N. Jovic,MIA,1,1,100,0.000,0.0,0.0,0.0,0.000,0.0,100,0,0
2023-24,PlayIn,D. Wright - T. Bryant - D. Robinson - H. Highsmith - N. Jovic,MIA,1,1,0.0,0.000,100,0.0,50.0,0.000,0.0,0.0,0,0
2023-24,PlayIn,H. Barnes - A. Len - D. Fox - K. Murray - K. Ellis,SAC,1,1,50.0,0.000,0.0,0.0,37.5,0.000,0.0,100,0,0
2023-24,PlayIn,H. Barnes - D. Sabonis - D. Fox - A. Vezenkov - K. Murray,SAC,1,1,33.3,0.333,0.0,50.0,100,0.500,0.0,0.0,0,0
2023-24,PlayIn,H. Barnes - T. Lyles - D. Fox - A. Vezenkov - D. Mitchell,SAC,1,1,0.0,0.000,33.3,50.0,50.0,0.000,33.3,0.0,0,0
2023-24,PlayIn,H. Barnes - T. Lyles - D. Sabonis - D. Fox - D. Mitchell,SAC,1,1,0.0,0.000,0.0,0.0,50.0,0.000,0.0,100,0,0
2023-24,PlayIn,H. Barnes - T. Lyles - D. Sabonis - D. Fox - K. Ellis,SAC,1,1,0.0,2.000,0.0,0.0,0.0,0.000,50.0,0.0,0,0
2023-24,PlayIn,J. Valanciunas - C. McCollum - Z. Williamson - T. Murphy III - D. Daniels,NOP,1,1,50.0,0.000,0.0,0.0,150.0,0.000,50.0,0.0,0,0
2023-24,PlayIn,K. Love - C. Martin - H. Highsmith - T. Herro - J. Jaquez Jr.,MIA,1,1,33.3,0.667,0.0,50.0,66.7,0.000,33.3,100,0,0
2023-24,PlayIn,K. Love - J. Butler - D. Wright - C. Martin - T. Herro,MIA,1,1,0.0,0.000,50.0,100,0.0,2.000,0.0,0.0,0,0
2023-24,PlayIn,K. Lowry - N. Batum - T. Harris - T. Maxey - P. Reed,PHI,1,1,66.7,0.000,33.3,100,33.3,0.667,0.0,50.0,0,0
2023-24,PlayIn,L. James - A. Davis - S. Dinwiddie - R. Hachimura - A. Reaves,LAL,1,1,0.0,0.000,0.0,50.0,50.0,0.000,0.0,0.0,0,0
2023-24,PlayIn,L. James - T. Prince - G. Vincent - J. Hayes - A. Reaves,LAL,1,1,50.0,0.000,0.0,0.0,33.3,0.667,0.0,0.0,0,0
2023-24,PlayIn,L. Nance Jr. - Z. Williamson - H. Jones - J. Alvarado - D. Daniels,NOP,1,1,100,0.500,0.0,0.0,0.0,0.000,0.0,0.0,0,0
2023-24,PlayIn,N. Batum - J. Embiid - C. Payne - B. Hield - T. Maxey,PHI,1,1,75.0,0.000,33.3,100,150.0,0.000,0.0,0.0,0,0
2023-24,PlayIn,N. Batum - K. Oubre Jr. - B. Hield - T. Maxey - P. Reed,PHI,1,1,50.0,0.000,25.0,0.0,0.0,1.000,33.3,33.3,0,0
2023-24,PlayIn,N. Vucevic - A. Caruso - C. White - A. Dosunmu - D. Terry,CHI,1,1,0.0,0.000,0.0,0.0,33.3,0.667,0.0,50.0,0,0
2023-24,PlayIn,N. Vucevic - C. White - J. Green - A. Dosunmu - D. Terry,CHI,1,1,50.0,0.000,0.0,0.0,0.0,0.000,33.3,66.7,0,0
2023-24,PlayIn,N. Vucevic - T. Craig - C. White - J. Green - D. Terry,CHI,1,1,0.0,0.000,100,0.0,150.0,0.000,0.0,0.0,0,0
2023-24,PlayIn,N. Vucevic - T. Craig - J. Carter - J. Green - D. Terry,CHI,1,1,50.0,0.000,0.0,0.0,0.0,0.000,100,0.0,0,0
2023-24,PlayIn,N. Vucevic - T. Craig - J. Green - A. Dosunmu - D. Terry,CHI,1,1,0.0,0.000,0.0,100,100,0.000,0.0,0.0,0,0
2023-24,PlayIn,P. Mills - D. Wright - T. Bryant - H. Highsmith - N. Jovic,MIA,1,1,0.0,2.000,0.0,100,150.0,0.000,0.0,0.0,0,0
2023-24,PlayIn,T. Lyles - D. Fox - D. Mitchell - K. Murray - K. Ellis,SAC,2,1,0.0,0.000,100,0.0,50.0,0.000,0.0,100,0,0
2023-24,PlayIn,T. Lyles - D. Sabonis - A. Vezenkov - D. Mitchell - K. Murray,SAC,1,1,0.0,0.000,0.0,33.3,33.3,0.000,0.0,50.0,0,0
2023-24,PlayIn,T. Lyles - D. Sabonis - D. Fox - D. Mitchell - K. Murray,SAC,1,1,50.0,0.000,0.0,0.0,83.3,0.000,0.0,100,0,0
2023-24,PlayIn,W. Matthews - C. Capela - D. Murray - T. Young - G. Mathews,ATL,1,1,0.0,0.000,33.3,66.7,50.0,0.000,0.0,0.0,0,0
2023-24,PlayIn,A. Davis - D. Russell - R. Hachimura - G. Vincent - A. Reaves,LAL,1,0,0.0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,0,0
2023-24,PlayIn,A. Davis - T. Prince - R. Hachimura - G. Vincent - J. Hayes,LAL,1,0,0.0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,0,0
2023-24,PlayIn,B. Adebayo - C. Martin - H. Highsmith - T. Herro - J. Jaquez Jr.,MIA,1,0,100,0.000,0.0,0.0,0.0,0.000,0.0,0.0,0,0
