SEASON,SEASON_TYPE,LINEUP,TEAM_ABB,GROUP_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PLUS_MINUS
2025-26,Regular+Season,B. Adebayo - D. Smith - J. Jaquez Jr. - S. Fontecchio - K. Johnson,MIA,3,7.7,16.0,5.0,14.3,34.9,1.3,6.3,21.1,4.7,6.0,77.8,3.0,5.7,8.7,3.0,3.7,1.0,0.3,2.0,2.7,4.0,-3.7,0,0
2025-26,Regular+Season,C. Love - S. Cissoko - R. Rupert - T. Camara - D. Clingan,POR,1,7.7,13.0,5.0,14.0,35.7,1.0,7.0,14.3,2.0,2.0,100,2.0,3.0,5.0,2.0,4.0,2.0,3.0,2.0,5.0,3.0,-9.0,0,0
2025-26,Regular+Season,D. Mitchell - E. Mobley - L. Travers - N. Tomlin - T. Proctor,CLE,1,7.7,16.0,6.0,13.0,46.2,1.0,4.0,25.0,3.0,3.0,100,0.0,6.0,6.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,-6.0,0,0
2025-26,Regular+Season,D. Russell - C. Martin - B. Williams - M. Cisse - J. Hardy,DAL,1,7.7,20.0,6.0,12.0,50.0,6.0,9.0,66.7,2.0,2.0,100,0.0,6.0,6.0,5.0,2.0,0.0,1.0,0.0,2.0,5.0,3.0,0,0
2025-26,Regular+Season,J. Green - T. Mann - R. Kalkbrenner - T. Salaün - S. James,CHA,1,7.7,24.0,8.0,14.0,57.1,3.0,5.0,60.0,5.0,6.0,83.3,1.0,6.0,7.0,3.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,0,0
2025-26,Regular+Season,K. Towns - O. Anunoby - M. Bridges - J. Brunson - L. Shamet,NYK,7,7.7,18.6,7.0,16.0,43.8,1.9,6.4,28.9,2.7,3.1,86.4,2.9,5.6,8.4,4.6,2.3,1.3,0.9,1.1,2.0,3.6,0.0,0,0
2025-26,Regular+Season,M. Smart - D. Ayton - R. Hachimura - J. LaRavia - D. Knecht,LAL,2,7.7,14.5,6.0,13.5,44.4,0.0,3.5,0.0,2.5,3.0,83.3,1.0,4.5,5.5,3.5,2.0,2.0,1.0,0.0,5.0,2.0,-4.5,0,0
2025-26,Regular+Season,T. Harris - D. Robinson - P. Reed - C. Cunningham - A. Thompson,DET,2,7.7,17.5,8.0,15.0,53.3,1.5,4.0,37.5,0.0,0.0,0.0,3.0,4.5,7.5,4.5,2.5,0.5,2.5,0.5,4.5,1.0,-4.0,0,0
2025-26,Regular+Season,H. Jones - T. Murphy III - K. Matković - J. Fears - D. Queen,NOP,1,7.6,17.0,7.0,19.0,36.8,1.0,5.0,20.0,2.0,2.0,100,6.0,2.0,8.0,3.0,6.0,4.0,1.0,3.0,6.0,2.0,-6.0,0,0
2025-26,Regular+Season,J. Valančiūnas - T. Hardaway Jr. - B. Brown - J. Pickett - C. Johnson,DEN,4,7.6,17.8,6.5,14.3,45.6,2.3,6.5,34.6,2.5,3.3,76.9,1.8,6.3,8.0,4.5,0.8,0.8,0.3,0.0,3.0,3.3,0.8,0,0
2025-26,Regular+Season,K. Williams - J. Williams - O. Dieng - B. Carlson - C. Youngblood,OKC,1,7.6,15.0,6.0,13.0,46.2,3.0,7.0,42.9,0.0,0.0,0.0,2.0,6.0,8.0,4.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0,0
2025-26,Regular+Season,M. Porter Jr. - N. Claxton - Z. Williams - N. Clowney - D. Wolf,BKN,1,7.6,18.0,6.0,10.0,60.0,3.0,6.0,50.0,3.0,3.0,100,2.0,5.0,7.0,5.0,4.0,1.0,1.0,0.0,2.0,3.0,3.0,0,0
2025-26,Regular+Season,N. Hayes-Davis - J. Bouyea - O. Ighodaro - R. Fleming - K. Maluach,PHX,1,7.6,13.0,6.0,13.0,46.2,1.0,5.0,20.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,1.0,0.0,0.0,1.0,2.0,-2.0,0,0
2025-26,Regular+Season,N. Vučević - I. Okoro - T. Jones - J. Giddey - M. Buzelis,CHI,10,7.6,17.2,6.5,13.4,48.5,1.9,4.8,39.6,2.3,2.8,82.1,1.4,5.5,6.9,5.1,3.2,1.2,0.7,0.8,2.7,2.4,-2.3,0,0
2025-26,Regular+Season,P. Siakam - A. Nembhard - A. Nesmith - M. Potter - K. Jones,IND,1,7.6,26.0,9.0,14.0,64.3,4.0,6.0,66.7,4.0,6.0,66.7,0.0,9.0,9.0,8.0,1.0,2.0,1.0,0.0,3.0,3.0,12.0,0,0
2025-26,Regular+Season,S. Gilgeous-Alexander - L. Dort - J. Williams - C. Wallace - B. Carlson,OKC,2,7.6,14.0,5.0,14.5,34.5,3.0,7.0,42.9,1.0,1.0,100,0.5,7.5,8.0,3.0,2.5,1.5,2.0,0.0,3.0,1.0,1.0,0,0
2025-26,Regular+Season,Z. Williamson - H. Jones - T. Murphy III - J. Alvarado - D. Queen,NOP,1,7.6,22.0,7.0,9.0,77.8,3.0,5.0,60.0,5.0,6.0,83.3,0.0,2.0,2.0,6.0,3.0,2.0,0.0,0.0,1.0,4.0,5.0,0,0
2025-26,Regular+Season,Z. Williamson - S. Bey - T. Murphy III - J. Alvarado - Y. Missi,NOP,3,7.6,16.0,6.0,17.0,35.3,2.3,9.3,25.0,1.7,2.3,71.4,3.0,6.7,9.7,4.3,1.3,2.3,2.0,1.3,3.0,2.3,2.7,0,0
2025-26,Regular+Season,A. Davis - D. Russell - P. Washington - J. Hardy - M. Christie,DAL,1,7.5,20.0,7.0,13.0,53.8,3.0,7.0,42.9,3.0,3.0,100,0.0,4.0,4.0,7.0,0.0,1.0,0.0,0.0,2.0,3.0,16.0,0,0
2025-26,Regular+Season,D. Smith - N. Jović - J. Jaquez Jr. - S. Fontecchio - K. Johnson,MIA,1,7.5,13.0,4.0,16.0,25.0,3.0,9.0,33.3,2.0,2.0,100,3.0,5.0,8.0,3.0,3.0,3.0,0.0,2.0,4.0,2.0,-1.0,0,0
2025-26,Regular+Season,J. Jackson Jr. - B. Clarke - S. Aldama - J. Wells - C. Coward,MEM,1,7.5,15.0,7.0,17.0,41.2,1.0,5.0,20.0,0.0,2.0,0.0,3.0,4.0,7.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,-5.0,0,0
2025-26,Regular+Season,J. Valančiūnas - J. Murray - J. Pickett - P. Watson - S. Jones,DEN,2,7.5,18.5,5.5,13.5,40.7,1.5,6.0,25.0,6.0,7.0,85.7,1.5,5.5,7.0,2.5,1.0,1.0,1.5,0.5,1.5,6.5,-1.5,0,0
2025-26,Regular+Season,C. Martin - D. Gafford - J. Hardy - C. Flagg - R. Nembhard,DAL,1,7.4,17.0,8.0,15.0,53.3,1.0,5.0,20.0,0.0,0.0,0.0,2.0,6.0,8.0,4.0,1.0,2.0,0.0,1.0,4.0,1.0,5.0,0,0
2025-26,Regular+Season,C. McCollum - N. Alexander-Walker - O. Okongwu - J. Johnson - D. Daniels,ATL,1,7.4,23.0,8.0,16.0,50.0,2.0,5.0,40.0,5.0,5.0,100,3.0,7.0,10.0,7.0,1.0,1.0,0.0,0.0,3.0,4.0,9.0,0,0
2025-26,Regular+Season,D. White - N. Queta - P. Pritchard - S. Hauser - J. Walsh,BOS,4,7.4,16.8,6.0,12.5,48.0,1.8,5.5,31.8,3.0,3.8,80.0,1.3,5.5,6.8,4.3,1.5,1.5,0.3,1.0,1.3,3.0,2.0,0,0
2025-26,Regular+Season,J. Butler III - B. Hield - P. Spencer - Q. Post - W. Richard,GSW,2,7.4,23.0,8.5,14.0,60.7,3.0,6.5,46.2,3.0,3.5,85.7,1.0,5.5,6.5,6.0,2.0,2.5,0.0,0.5,2.0,3.0,7.0,0,0
2025-26,Regular+Season,J. Embiid - K. Oubre Jr. - T. Maxey - D. Barlow - V. Edgecombe,PHI,3,7.4,16.0,5.0,12.7,39.5,2.7,6.3,42.1,3.3,4.3,76.9,1.3,5.3,6.7,4.7,1.7,0.3,1.0,1.0,2.7,3.0,-1.7,0,0
2025-26,Regular+Season,J. Jackson Jr. - J. Landale - G. Jackson - O. Prosper - C. Spencer,MEM,1,7.4,18.0,8.0,15.0,53.3,1.0,4.0,25.0,1.0,1.0,100,2.0,5.0,7.0,5.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0,0
2025-26,Regular+Season,K. Anderson - L. Markkanen - K. George - B. Sensabaugh - W. Clayton Jr.,UTA,1,7.4,16.0,7.0,12.0,58.3,2.0,5.0,40.0,0.0,2.0,0.0,0.0,4.0,4.0,4.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0,0
2025-26,Regular+Season,K. Caldwell-Pope - J. Jackson Jr. - J. Landale - J. Morant - J. Wells,MEM,11,7.4,16.2,6.1,14.0,43.5,1.9,5.3,36.2,2.1,2.5,85.2,1.5,4.9,6.5,4.2,2.2,0.8,0.6,0.7,3.0,3.3,-1.6,0,0
2025-26,Regular+Season,K. Thompson - B. Williams - M. Cisse - M. Christie - C. Flagg,DAL,1,7.4,17.0,5.0,8.0,62.5,3.0,4.0,75.0,4.0,5.0,80.0,1.0,9.0,10.0,4.0,7.0,0.0,5.0,0.0,4.0,6.0,2.0,0,0
2025-26,Regular+Season,L. Ball - T. Bryant - D. Hunter - N. Tomlin - T. Proctor,CLE,1,7.4,20.0,7.0,18.0,38.9,3.0,9.0,33.3,3.0,4.0,75.0,3.0,2.0,5.0,5.0,2.0,2.0,0.0,0.0,2.0,2.0,-9.0,0,0
2025-26,Regular+Season,T. Hardaway Jr. - J. Murray - J. Pickett - P. Watson - S. Jones,DEN,1,7.4,22.0,8.0,13.0,61.5,0.0,2.0,0.0,6.0,7.0,85.7,0.0,6.0,6.0,3.0,0.0,2.0,1.0,2.0,3.0,4.0,11.0,0,0
2025-26,Regular+Season,C. LeVert - A. Thompson - R. Holland II - T. Smith - D. Jenkins,DET,1,7.3,11.0,5.0,14.0,35.7,0.0,4.0,0.0,1.0,2.0,50.0,2.0,5.0,7.0,3.0,2.0,2.0,1.0,0.0,2.0,1.0,-2.0,0,0
2025-26,Regular+Season,D. McDermott - K. Ellis - D. Carter - N. Clifford - M. Raynaud,SAC,1,7.3,14.0,6.0,13.0,46.2,1.0,6.0,16.7,1.0,1.0,100,1.0,6.0,7.0,2.0,3.0,0.0,1.0,1.0,2.0,3.0,-2.0,0,0
2025-26,Regular+Season,G. Payton II - M. Moody - G. Santos - B. Podziemski - Q. Post,GSW,1,7.3,9.0,3.0,14.0,21.4,1.0,5.0,20.0,2.0,2.0,100,1.0,4.0,5.0,1.0,2.0,4.0,0.0,0.0,3.0,2.0,-3.0,0,0
2025-26,Regular+Season,G. Payton II - M. Moody - G. Santos - T. Jackson-Davis - B. Podziemski,GSW,1,7.3,17.0,6.0,14.0,42.9,3.0,7.0,42.9,2.0,3.0,66.7,1.0,5.0,6.0,5.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,0,0
2025-26,Regular+Season,G. Payton II - P. Spencer - G. Santos - T. Jackson-Davis - W. Richard,GSW,2,7.3,17.0,6.0,16.0,37.5,1.0,6.0,16.7,4.0,6.0,66.7,5.0,5.0,10.0,3.0,1.0,1.5,0.0,0.5,6.0,4.0,1.0,0,0
2025-26,Regular+Season,L. Markkanen - S. Mykhailiuk - W. Kessler - K. George - W. Clayton Jr.,UTA,1,7.3,21.0,4.0,11.0,36.4,2.0,5.0,40.0,11.0,12.0,91.7,4.0,3.0,7.0,2.0,4.0,1.0,2.0,0.0,5.0,7.0,-10.0,0,0
2025-26,Regular+Season,R. O'Neale - I. Livers - J. Bouyea - C. Gillespie - O. Ighodaro,PHX,1,7.3,22.0,9.0,14.0,64.3,2.0,6.0,33.3,2.0,2.0,100,0.0,9.0,9.0,2.0,1.0,3.0,1.0,0.0,4.0,2.0,11.0,0,0
2025-26,Regular+Season,R. Westbrook - D. DeRozan - P. Achiuwa - N. Clifford - D. Cardwell,SAC,1,7.3,19.0,6.0,15.0,40.0,1.0,4.0,25.0,6.0,9.0,66.7,5.0,6.0,11.0,3.0,1.0,1.0,0.0,2.0,7.0,5.0,7.0,0,0
2025-26,Regular+Season,R. Westbrook - D. DeRozan - Z. LaVine - D. Eubanks - K. Murray,SAC,8,7.3,14.0,5.6,13.0,43.3,0.9,3.8,23.3,1.9,2.3,83.3,1.5,4.6,6.1,3.0,2.6,1.6,1.0,0.6,2.8,2.1,-4.1,0,0
2025-26,Regular+Season,S. Bey - T. Murphy III - J. Fears - D. Queen - M. Peavy,NOP,3,7.3,16.0,6.0,14.7,40.9,1.7,5.0,33.3,2.3,3.3,70.0,2.0,6.3,8.3,4.3,1.7,0.0,0.7,1.3,2.3,2.3,-0.7,0,0
2025-26,Regular+Season,S. Curry - J. Butler III - D. Green - M. Moody - W. Richard,GSW,8,7.3,18.3,6.5,12.8,51.0,3.1,7.1,43.9,2.1,2.5,85.0,1.6,4.5,6.1,5.0,3.4,1.6,0.4,0.5,3.0,2.3,0.8,0,0
2025-26,Regular+Season,T. Young - N. Alexander-Walker - O. Okongwu - D. Daniels - M. Gueye,ATL,3,7.3,18.3,6.3,12.0,52.8,2.0,4.3,46.2,3.7,5.3,68.8,0.7,3.7,4.3,5.0,2.3,2.0,0.7,0.0,3.3,3.7,-3.0,0,0
2025-26,Regular+Season,C. McCollum - J. Champagnie - T. Vukcevic - B. Carrington - K. George,WAS,4,7.2,18.0,7.0,13.3,52.8,2.8,6.3,44.0,1.3,2.0,62.5,0.8,5.0,5.8,4.8,2.8,0.8,1.0,0.5,3.3,2.0,-1.8,0,0
2025-26,Regular+Season,D. Schröder - D. Šarić - K. Ellis - N. Clifford - D. Cardwell,SAC,1,7.2,10.0,4.0,10.0,40.0,0.0,4.0,0.0,2.0,4.0,50.0,0.0,6.0,6.0,3.0,2.0,2.0,1.0,0.0,4.0,4.0,-2.0,0,0
2025-26,Regular+Season,I. Hartenstein - S. Gilgeous-Alexander - L. Dort - A. Wiggins - C. Wallace,OKC,5,7.2,15.6,6.0,14.2,42.3,1.2,5.8,20.7,2.4,2.4,100,2.2,5.4,7.6,2.4,1.4,1.2,1.4,0.8,1.8,2.4,-0.8,0,0
2025-26,Regular+Season,L. Ball - T. Bryant - C. Porter Jr. - J. Tyson - T. Proctor,CLE,1,7.2,24.0,10.0,20.0,50.0,1.0,4.0,25.0,3.0,4.0,75.0,6.0,5.0,11.0,2.0,0.0,2.0,1.0,3.0,1.0,5.0,13.0,0,0
2025-26,Regular+Season,P. Siakam - A. Nesmith - I. Jackson - J. Walker - B. Sheppard,IND,4,7.2,16.8,6.8,14.5,46.6,1.8,5.3,33.3,1.5,2.5,60.0,1.5,5.5,7.0,3.8,2.5,1.0,0.8,0.8,3.3,2.3,-2.0,0,0
2025-26,Regular+Season,P. Siakam - T. Bradley - A. Nembhard - J. Robinson-Earl - J. Walker,IND,2,7.2,21.0,7.0,11.5,60.9,4.0,6.5,61.5,3.0,3.5,85.7,0.0,3.0,3.0,5.5,2.0,2.0,0.0,0.0,3.5,2.5,0.5,0,0
2025-26,Regular+Season,P. Washington - D. Gafford - N. Marshall - C. Flagg - R. Nembhard,DAL,1,7.2,16.0,8.0,15.0,53.3,0.0,3.0,0.0,0.0,2.0,0.0,0.0,6.0,6.0,4.0,0.0,1.0,1.0,0.0,3.0,3.0,-6.0,0,0
2025-26,Regular+Season,Q. Grimes - T. Maxey - D. Barlow - J. Edwards - V. Edgecombe,PHI,1,7.2,18.0,4.0,8.0,50.0,2.0,5.0,40.0,8.0,9.0,88.9,1.0,3.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,7.0,1.0,0,0
2025-26,Regular+Season,S. Mykhailiuk - T. Hendricks - B. Sensabaugh - I. Collier - K. Filipowski,UTA,1,7.2,10.0,3.0,8.0,37.5,1.0,5.0,20.0,3.0,4.0,75.0,0.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,6.0,2.0,-8.0,0,0
2025-26,Regular+Season,A. Gordon - J. Pickett - P. Watson - H. Tyson - S. Jones,DEN,1,7.1,7.0,3.0,11.0,27.3,1.0,6.0,16.7,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,-13.0,0,0
2025-26,Regular+Season,C. McCollum - M. Bagley III - C. Kispert - C. Whitmore - B. Carrington,WAS,4,7.1,19.3,6.8,13.8,49.1,2.0,5.3,38.1,3.8,4.5,83.3,1.8,3.8,5.5,3.3,1.8,1.8,1.0,0.5,3.0,3.5,-0.5,0,0
2025-26,Regular+Season,J. Alvarado - B. McGowens - J. Hawkins - Y. Missi - D. Queen,NOP,1,7.1,17.0,5.0,11.0,45.5,2.0,4.0,50.0,5.0,6.0,83.3,1.0,4.0,5.0,3.0,0.0,2.0,2.0,0.0,1.0,4.0,-2.0,0,0
2025-26,Regular+Season,K. Looney - J. Poole - H. Jones - T. Murphy III - J. Fears,NOP,2,7.1,11.0,3.5,12.0,29.2,2.0,5.5,36.4,2.0,2.0,100,1.0,2.5,3.5,3.0,3.0,1.0,0.5,1.0,3.5,1.5,-10.5,0,0
2025-26,Regular+Season,K. Porziņģis - J. Johnson - D. Daniels - K. Wallace - Z. Risacher,ATL,2,7.1,10.0,3.0,11.0,27.3,0.5,4.0,12.5,3.5,4.0,87.5,0.5,4.0,4.5,2.0,1.0,0.5,2.0,2.0,2.0,2.5,-6.5,0,0
2025-26,Regular+Season,M. Turner - K. Kuzma - G. Trent Jr. - R. Rollins - A. Green,MIL,18,7.1,16.1,6.0,13.4,44.6,2.5,6.2,40.5,1.6,2.1,73.7,0.6,4.5,5.1,3.6,1.7,1.1,0.7,0.9,2.7,2.4,-0.9,0,0
2025-26,Regular+Season,T. Young - N. Alexander-Walker - O. Okongwu - J. Johnson - D. Daniels,ATL,7,7.1,17.1,5.7,12.1,47.1,1.7,5.0,34.3,4.0,4.9,82.4,1.3,4.3,5.6,3.9,2.1,1.4,0.4,0.4,3.3,3.3,-3.6,0,0
2025-26,Regular+Season,B. Adebayo - D. Smith - S. Fontecchio - P. Larsson - K. Johnson,MIA,1,7.0,21.0,5.0,12.0,41.7,2.0,6.0,33.3,9.0,10.0,90.0,3.0,5.0,8.0,4.0,1.0,2.0,2.0,2.0,3.0,7.0,14.0,0,0
2025-26,Regular+Season,D. Ayton - L. Dončić - A. Reaves - J. LaRavia - B. James,LAL,1,7.0,12.0,4.0,12.0,33.3,1.0,8.0,12.5,3.0,3.0,100,0.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,-8.0,0,0
2025-26,Regular+Season,D. DeRozan - D. Schröder - Z. LaVine - D. Eubanks - N. Clifford,SAC,2,7.0,16.0,7.0,13.5,51.9,0.5,2.5,20.0,1.5,3.5,42.9,1.5,5.5,7.0,3.5,2.5,1.5,2.5,0.5,2.5,4.0,1.0,0,0
2025-26,Regular+Season,G. Bitadze - D. Bane - P. Banchero - A. Black - N. Penda,ORL,5,7.0,20.6,7.0,11.6,60.3,2.0,3.6,55.6,4.6,5.2,88.5,1.6,5.2,6.8,4.2,2.4,1.4,0.8,1.0,2.4,4.0,3.6,0,0
2025-26,Regular+Season,G. Harris - B. Portis - K. Kuzma - G. Trent Jr. - K. Porter Jr.,MIL,8,7.0,14.5,5.5,12.6,43.6,1.8,4.9,35.9,1.8,1.9,93.3,1.1,4.3,5.4,3.6,1.9,0.5,0.4,0.6,2.5,1.9,-3.0,0,0
2025-26,Regular+Season,H. Barnes - D. Fox - D. Vassell - V. Wembanyama - S. Castle,SAS,11,7.0,17.5,6.3,12.9,48.6,1.9,5.4,35.6,3.1,3.5,89.5,0.8,5.7,6.5,4.6,1.7,1.0,1.0,0.5,2.2,3.4,2.1,0,0
2025-26,Regular+Season,H. Barnes - D. Fox - L. Kornet - J. Champagnie - C. Bryant,SAS,1,7.0,17.0,6.0,12.0,50.0,1.0,5.0,20.0,4.0,4.0,100,0.0,7.0,7.0,3.0,1.0,0.0,2.0,1.0,1.0,4.0,3.0,0,0
2025-26,Regular+Season,K. Caldwell-Pope - S. Aldama - C. Koloko - O. Prosper - J. Wells,MEM,1,7.0,16.0,6.0,14.0,42.9,4.0,8.0,50.0,0.0,0.0,0.0,1.0,4.0,5.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,-2.0,0,0
2025-26,Regular+Season,K. Towns - O. Anunoby - M. Bridges - J. Brunson - M. McBride,NYK,13,7.0,19.2,6.5,12.6,51.2,2.8,6.2,46.3,3.5,4.2,83.3,1.6,3.5,5.1,4.5,2.2,1.1,0.3,0.4,2.8,3.2,0.8,0,0
2025-26,Regular+Season,O. Anunoby - M. Bridges - J. Brunson - M. McBride - A. Hukporti,NYK,2,7.0,18.0,5.5,16.0,34.4,2.0,8.0,25.0,5.0,5.5,90.9,3.5,4.5,8.0,4.5,2.0,1.5,0.5,1.0,4.0,5.0,-2.0,0,0
2025-26,Regular+Season,S. Curry - J. Butler III - D. Green - M. Moody - Q. Post,GSW,15,7.0,17.7,6.3,13.6,46.6,2.3,7.0,32.4,2.7,2.9,93.2,1.4,5.1,6.5,4.8,2.1,1.7,0.7,0.8,2.7,2.5,-0.7,0,0
2025-26,Regular+Season,W. Carter Jr. - D. Bane - F. Wagner - P. Banchero - A. Black,ORL,11,7.0,16.5,6.0,11.6,51.6,1.3,3.8,33.3,3.2,4.1,77.8,1.8,4.7,6.5,3.5,3.0,1.1,0.9,0.6,4.1,3.3,-0.5,0,0
2025-26,Regular+Season,Z. Williamson - S. Bey - B. McGowens - J. Fears - D. Queen,NOP,1,7.0,13.0,5.0,15.0,33.3,2.0,4.0,50.0,1.0,3.0,33.3,1.0,5.0,6.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,-4.0,0,0
2025-26,Regular+Season,Z. Williamson - T. Murphy III - B. McGowens - J. Fears - D. Queen,NOP,4,7.0,16.5,6.5,11.3,57.8,1.8,4.5,38.9,1.8,2.5,70.0,0.8,4.3,5.0,4.5,3.5,2.5,0.8,0.5,2.3,2.8,-0.8,0,0
2025-26,Regular+Season,B. Ingram - R. Barrett - I. Quickley - S. Barnes - C. Murray-Boyles,TOR,11,6.9,14.8,5.8,12.8,45.4,1.4,4.9,27.8,1.8,2.6,69.0,0.8,5.5,6.3,3.9,1.5,0.7,1.3,0.7,3.0,2.5,-0.9,0,0
2025-26,Regular+Season,C. LeVert - I. Stewart - C. Cunningham - J. Duren - A. Thompson,DET,2,6.9,17.5,6.0,10.5,57.1,0.5,2.5,20.0,5.0,7.0,71.4,2.0,5.5,7.5,3.0,2.0,1.0,0.0,0.5,1.5,4.0,3.5,0,0
2025-26,Regular+Season,D. Robinson - J. Duren - R. Holland II - C. Lanier - D. Jenkins,DET,1,6.9,15.0,6.0,13.0,46.2,1.0,4.0,25.0,2.0,2.0,100,2.0,4.0,6.0,4.0,5.0,2.0,0.0,1.0,3.0,5.0,-4.0,0,0
2025-26,Regular+Season,D. Russell - P. Washington - D. Gafford - M. Christie - C. Flagg,DAL,5,6.9,13.2,5.2,12.6,41.3,1.8,5.2,34.6,1.0,1.8,55.6,0.4,4.4,4.8,4.4,1.8,0.8,1.2,0.6,2.2,2.0,-6.0,0,0
2025-26,Regular+Season,G. Harris - B. Portis - K. Kuzma - K. Porter Jr. - J. Sims,MIL,1,6.9,15.0,5.0,9.0,55.6,2.0,4.0,50.0,3.0,4.0,75.0,1.0,5.0,6.0,4.0,4.0,2.0,0.0,0.0,3.0,2.0,1.0,0,0
2025-26,Regular+Season,I. Hartenstein - S. Gilgeous-Alexander - A. Wiggins - J. Williams - C. Wallace,OKC,2,6.9,22.0,7.5,12.5,60.0,4.0,8.0,50.0,3.0,3.5,85.7,1.0,5.0,6.0,6.5,1.0,1.5,1.0,0.5,3.0,4.0,5.0,0,0
2025-26,Regular+Season,J. Carter - J. Smith - A. Dosunmu - J. Giddey - J. Phillips,CHI,1,6.9,23.0,8.0,14.0,57.1,4.0,9.0,44.4,3.0,5.0,60.0,2.0,4.0,6.0,6.0,3.0,1.0,2.0,0.0,2.0,4.0,0.0,0,0
2025-26,Regular+Season,J. Harden - K. Leonard - K. Dunn - J. Collins - Y. Niederhäuser,LAC,1,6.9,20.0,7.0,9.0,77.8,3.0,5.0,60.0,3.0,3.0,100,0.0,6.0,6.0,3.0,2.0,0.0,0.0,1.0,5.0,2.0,7.0,0,0
2025-26,Regular+Season,K. Thompson - P. Washington - B. Williams - M. Christie - D. Lively II,DAL,1,6.9,11.0,4.0,14.0,28.6,1.0,5.0,20.0,2.0,2.0,100,3.0,4.0,7.0,3.0,3.0,2.0,0.0,3.0,4.0,2.0,-3.0,0,0
2025-26,Regular+Season,M. Plumlee - M. Bridges - C. Sexton - K. Knueppel - S. James,CHA,2,6.9,23.5,9.0,14.0,64.3,3.0,6.5,46.2,2.5,2.5,100,1.0,6.0,7.0,6.5,1.5,0.0,0.5,0.0,0.5,2.0,3.0,0,0
2025-26,Regular+Season,N. Jović - S. Fontecchio - P. Larsson - K. Johnson - J. Young,MIA,1,6.9,15.0,6.0,16.0,37.5,3.0,10.0,30.0,0.0,0.0,0.0,1.0,5.0,6.0,3.0,3.0,3.0,0.0,2.0,4.0,0.0,-9.0,0,0
2025-26,Regular+Season,P. George - A. Drummond - T. Maxey - J. McCain - V. Edgecombe,PHI,1,6.9,17.0,6.0,12.0,50.0,2.0,4.0,50.0,3.0,3.0,100,2.0,6.0,8.0,5.0,2.0,1.0,1.0,0.0,2.0,2.0,4.0,0,0
2025-26,Regular+Season,B. Ingram - I. Quickley - O. Agbaji - S. Barnes - S. Mamukelashvili,TOR,11,6.8,16.1,5.9,13.5,43.9,2.1,5.6,37.1,2.2,2.5,88.9,1.6,5.5,7.2,3.5,1.3,0.8,0.6,0.6,1.7,2.5,1.9,0,0
2025-26,Regular+Season,C. McCollum - L. Kennard - N. Alexander-Walker - O. Okongwu - M. Gueye,ATL,1,6.8,22.0,9.0,15.0,60.0,3.0,4.0,75.0,1.0,1.0,100,2.0,3.0,5.0,5.0,0.0,2.0,0.0,3.0,0.0,1.0,7.0,0,0
2025-26,Regular+Season,C. Paul - N. Batum - B. Bogdanović - I. Zubac - C. Christie,LAC,1,6.8,9.0,3.0,10.0,30.0,2.0,7.0,28.6,1.0,1.0,100,0.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,-4.0,0,0
2025-26,Regular+Season,J. Green - I. Stewart - C. Cunningham - M. Sasser - A. Thompson,DET,1,6.8,17.0,6.0,8.0,75.0,2.0,2.0,100,3.0,4.0,75.0,0.0,4.0,4.0,6.0,6.0,4.0,1.0,1.0,6.0,3.0,3.0,0,0
2025-26,Regular+Season,J. Isaac - W. Carter Jr. - D. Bane - F. Wagner - J. Howard,ORL,1,6.8,21.0,7.0,16.0,43.8,2.0,4.0,50.0,5.0,5.0,100,4.0,3.0,7.0,5.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0,0
2025-26,Regular+Season,J. Jackson Jr. - J. Morant - S. Aldama - J. Wells - C. Coward,MEM,11,6.8,16.0,5.5,12.5,43.8,1.4,4.4,31.3,3.7,4.5,83.7,1.3,5.1,6.4,3.5,2.9,0.8,1.0,1.0,2.4,3.5,-3.5,0,0
2025-26,Regular+Season,L. Ball - D. Mitchell - T. Bryant - N. Tomlin - J. Tyson,CLE,1,6.8,17.0,6.0,12.0,50.0,2.0,6.0,33.3,3.0,4.0,75.0,3.0,3.0,6.0,5.0,2.0,3.0,1.0,0.0,3.0,2.0,1.0,0,0
