SEASON,SEASON_TYPE,TEAM_ABB,TEAM_ID,TEAM_NAME,PLAYER_NAME,PLAYER_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,GP,G,FREQ,FGM_LT_10,FGA_LT_10,LT_10_PCT,NS_LT_10_PCT,PLUSMINUS
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,Alex Sarr,1642259,WAS,C,29,29,60.1,5.9,11.2,52.5,60.0,-7.5
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Walker Kessler,1631117,UTA,C,5,5,63.6,5.2,9.8,53.1,59.4,-6.4
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,Nikola Jokić,203999,DEN,C,32,32,51.5,5.9,9.4,62.3,59.2,3.1
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Domantas Sabonis,1627734,SAC,F-C,11,11,57.1,6.0,9.2,65.3,62.7,2.7
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Evan Mobley,1630596,CLE,C,35,35,53.2,4.6,9.1,50.3,60.4,-10.1
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Keegan Murray,1631099,SAC,F,19,19,63.1,5.4,9.0,60.2,60.7,-0.5
2025-26,Regular+Season,HOU,1610612745,Houston Rockets,Alperen Sengun,1630578,HOU,C,29,29,48.9,5.0,8.9,56.4,60.4,-4.0
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Derik Queen,1642852,NOP,C,41,41,54.9,4.9,8.8,56.3,61.4,-5.2
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Cooper Flagg,1642843,DAL,F,39,39,52.9,4.6,8.2,55.8,58.9,-3.1
2025-26,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Rudy Gobert,203497,MIN,C,40,40,47.4,3.7,8.1,46.1,59.2,-13.1
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Myles Turner,1626167,MIL,C-F,39,38,55.1,4.5,8.1,55.6,59.8,-4.2
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,Ryan Kalkbrenner,1641750,CHA,C,28,28,53.3,4.3,8.1,53.5,60.1,-6.5
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Donovan Clingan,1642270,POR,C,37,37,42.3,4.2,8.0,52.5,61.0,-8.4
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,Onyeka Okongwu,1630168,ATL,F-C,40,40,52.1,5.0,8.0,62.2,60.2,1.9
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,Kyshawn George,1642273,WAS,F,29,29,45.0,4.4,8.0,55.0,59.0,-4.0
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Nikola Vučević,202696,CHI,C,38,38,46.9,4.8,7.9,60.1,60.5,-0.4
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Luke Kornet,1628436,SAS,C-F,32,32,46.2,4.3,7.9,54.0,61.0,-7.0
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Luka Dončić,1629029,LAL,F-G,31,31,46.6,5.0,7.8,64.0,58.8,5.3
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Joel Embiid,203954,PHI,C-F,20,20,49.4,4.2,7.8,53.8,59.6,-5.7
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Nic Claxton,1629651,BKN,C,35,35,56.2,3.9,7.7,50.9,59.9,-8.9
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,P.J. Washington,1629023,DAL,F,30,29,50.2,4.4,7.6,57.6,59.5,-1.8
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,Jakob Poeltl,1627751,TOR,C,21,21,56.4,4.5,7.6,59.1,59.9,-0.8
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Matas Buzelis,1641824,CHI,F,39,39,53.3,4.3,7.5,56.8,58.6,-1.8
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Chet Holmgren,1631096,OKC,C-F,35,35,53.8,3.5,7.4,46.9,59.2,-12.3
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,Ivica Zubac,1627826,LAC,C,34,34,47.8,4.0,7.4,53.6,61.1,-7.5
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Anthony Davis,203076,DAL,F-C,20,20,47.3,4.0,7.4,53.4,60.3,-6.9
2025-26,Regular+Season,PHX,1610612756,Phoenix Suns,Mark Williams,1631109,PHX,C,35,35,49.4,4.8,7.4,64.7,60.1,4.7
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Noah Clowney,1641730,BKN,F-C,37,37,52.1,4.7,7.3,64.2,59.2,5.0
2025-26,Regular+Season,MIA,1610612748,Miami Heat,Kel'el Ware,1642276,MIA,C,40,40,54.8,4.5,7.2,62.8,62.2,0.6
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Deandre Ayton,1629028,LAL,C,34,34,49.3,4.0,7.2,55.6,59.8,-4.3
2025-26,Regular+Season,ORL,1610612753,Orlando Magic,Paolo Banchero,1631094,ORL,F,30,29,53.1,3.7,7.1,52.8,58.5,-5.7
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,Kon Knueppel,1642851,CHA,G-F,39,38,53.3,3.5,7.0,50.2,58.9,-8.7
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,Jalen Johnson,1630552,ATL,F,38,38,54.3,4.1,7.0,58.8,59.7,-0.9
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Maxime Raynaud,1642875,SAC,C,32,30,53.2,4.2,7.0,60.5,60.7,-0.2
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Santi Aldama,1630583,MEM,F-C,39,39,50.3,4.0,6.9,58.7,59.7,-0.9
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,Nickeil Alexander-Walker,1629638,ATL,G,40,40,52.1,4.3,6.9,62.3,58.1,4.2
2025-26,Regular+Season,BOS,1610612738,Boston Celtics,Derrick White,1628401,BOS,G,38,38,46.8,3.4,6.9,49.6,57.3,-7.7
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Jaren Jackson Jr.,1628991,MEM,F-C,37,37,45.4,3.5,6.9,51.0,59.2,-8.2
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,Brandon Miller,1641706,CHA,F,23,22,53.6,3.5,6.9,51.3,58.7,-7.5
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,Scottie Barnes,1630567,TOR,F-G,40,40,47.9,4.1,6.8,59.5,58.9,0.5
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Toumani Camara,1641739,POR,F,41,41,46.4,4.4,6.8,64.4,59.3,5.1
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,Kristaps Porziņģis,204001,ATL,F-C,17,17,50.0,3.5,6.8,51.7,60.3,-8.6
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Jarrett Allen,1628386,CLE,C,29,29,55.4,3.5,6.8,52.6,60.7,-8.2
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,Moussa Diabaté,1631217,CHA,F,37,37,51.9,4.0,6.7,58.9,60.6,-1.7
2025-26,Regular+Season,NYK,1610612752,New York Knicks,Josh Hart,1628404,NYK,G,29,29,48.3,4.1,6.7,62.2,59.9,2.3
2025-26,Regular+Season,BOS,1610612738,Boston Celtics,Neemias Queta,1629674,BOS,C,36,36,54.7,3.5,6.6,52.3,59.7,-7.4
2025-26,Regular+Season,ORL,1610612753,Orlando Magic,Anthony Black,1641710,ORL,G,40,40,49.4,3.8,6.6,57.4,57.5,-0.1
2025-26,Regular+Season,MIA,1610612748,Miami Heat,Tyler Herro,1629639,MIA,G,10,10,50.0,2.9,6.6,43.9,55.9,-11.9
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Pascal Siakam,1627783,IND,F,39,39,47.1,4.0,6.6,61.1,59.5,1.6
2025-26,Regular+Season,ORL,1610612753,Orlando Magic,Wendell Carter Jr.,1628976,ORL,C-F,38,38,50.1,3.3,6.5,50.4,59.6,-9.2
2025-26,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Jaden McDaniels,1630183,MIN,F,39,38,45.0,3.3,6.5,50.4,59.4,-9.0
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Josh Giddey,1630581,CHI,G,30,30,46.6,3.5,6.5,54.6,58.0,-3.4
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,VJ Edgecombe,1642845,PHI,G,34,34,49.0,3.8,6.4,59.4,58.5,0.8
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Trey Murphy III,1630530,NOP,F,38,38,46.9,4.0,6.4,62.7,60.4,2.4
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,Dyson Daniels,1630700,ATL,G,41,41,44.1,3.7,6.4,58.2,59.2,-1.0
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Jusuf Nurkić,203994,UTA,C,32,32,48.2,3.6,6.4,56.1,61.7,-5.6
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Deni Avdija,1630166,POR,F,40,40,47.9,3.5,6.4,55.5,58.9,-3.5
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Victor Wembanyama,1641705,SAS,F-C,26,26,41.4,3.3,6.4,51.2,60.8,-9.6
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Cade Cunningham,1630595,DET,G,33,33,44.5,3.5,6.3,55.3,58.0,-2.8
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Jalen Duren,1631105,DET,C,31,31,48.0,3.4,6.2,55.5,59.9,-4.5
2025-26,Regular+Season,MIA,1610612748,Miami Heat,Andrew Wiggins,203952,MIA,F,36,36,42.6,3.7,6.1,59.7,59.4,0.4
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Jay Huff,1630643,IND,C,40,40,57.2,3.1,6.1,51.4,59.6,-8.2
2025-26,Regular+Season,MIA,1610612748,Miami Heat,Nikola Jović,1631107,MIA,F,27,26,54.1,3.4,6.1,55.8,59.4,-3.6
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Austin Reaves,1630559,LAL,G,23,23,43.4,4.0,6.0,65.5,58.8,6.7
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Jake LaRavia,1631222,LAL,F,38,38,49.9,3.8,6.0,62.4,58.4,4.1
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Daniel Gafford,1629655,DAL,F-C,28,28,52.8,3.4,6.0,56.0,59.8,-3.9
2025-26,Regular+Season,NYK,1610612752,New York Knicks,Karl-Anthony Towns,1626157,NYK,C-F,36,36,44.8,3.4,6.0,57.4,59.7,-2.3
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Dominick Barlow,1631230,PHI,F,28,28,48.8,2.9,6.0,48.8,58.6,-9.8
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Dylan Cardwell,1642928,SAC,C,13,13,66.7,3.1,6.0,52.6,60.2,-7.6
2025-26,Regular+Season,NYK,1610612752,New York Knicks,Mikal Bridges,1628969,NYK,G-F,39,39,46.4,3.4,6.0,56.5,59.2,-2.7
2025-26,Regular+Season,NYK,1610612752,New York Knicks,OG Anunoby,1628384,NYK,F-G,29,29,45.7,3.5,5.9,58.7,60.3,-1.6
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Jeremiah Fears,1642847,NOP,G,42,42,50.3,4.0,5.9,68.1,59.8,8.4
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Micah Potter,1630695,IND,C,10,10,57.3,3.8,5.9,64.4,60.4,4.0
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,Peyton Watson,1631212,DEN,G,38,37,44.7,3.8,5.9,64.1,58.9,5.3
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,Draymond Green,203110,GSW,F,34,34,45.9,3.1,5.8,53.8,59.8,-6.1
2025-26,Regular+Season,MIA,1610612748,Miami Heat,Bam Adebayo,1628389,MIA,C-F,32,32,45.4,3.1,5.8,53.5,60.8,-7.3
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Michael Porter Jr.,1629008,BKN,F,30,30,54.3,3.4,5.8,57.7,58.6,-0.9
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,RJ Barrett,1629628,TOR,F-G,23,21,45.6,3.4,5.8,59.0,58.9,0.0
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Lauri Markkanen,1628374,UTA,F-C,33,33,45.8,3.4,5.8,58.9,60.6,-1.7
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Isaiah Stewart,1630191,DET,F-C,34,34,47.7,2.5,5.8,42.6,58.5,-15.9
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,James Harden,201935,LAC,G,36,36,47.4,3.6,5.8,62.0,59.1,2.9
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Andrew Nembhard,1629614,IND,G-F,31,31,47.2,3.7,5.7,64.6,58.6,6.0
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Zach Edey,1641744,MEM,C,11,11,47.4,2.2,5.7,38.1,60.0,-21.9
2025-26,Regular+Season,MIA,1610612748,Miami Heat,Jaime Jaquez Jr.,1631170,MIA,G,37,37,42.4,3.4,5.7,59.2,59.6,-0.3
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Ryan Rollins,1631157,MIL,G,40,40,45.5,3.0,5.7,52.4,57.7,-5.3
2025-26,Regular+Season,HOU,1610612745,Houston Rockets,Jabari Smith Jr.,1631095,HOU,F,36,36,45.4,3.1,5.6,55.2,58.6,-3.5
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,Jamal Murray,1627750,DEN,G,36,36,41.1,3.6,5.6,64.7,58.1,6.6
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,Christian Braun,1631128,DEN,G,14,14,47.3,3.2,5.6,57.7,58.8,-1.1
2025-26,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Julius Randle,203944,MIN,F-C,41,41,45.1,3.2,5.6,57.9,59.9,-2.0
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Isaiah Hartenstein,1628392,OKC,C-F,24,23,46.2,2.4,5.5,43.6,58.9,-15.2
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Max Christie,1631108,DAL,G,38,38,47.9,3.1,5.5,56.7,58.4,-1.7
2025-26,Regular+Season,HOU,1610612745,Houston Rockets,Steven Adams,203500,HOU,C,30,30,47.0,3.2,5.5,58.8,61.1,-2.3
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Tyrese Maxey,1630178,PHI,G,36,36,43.0,3.3,5.5,60.1,57.8,2.3
2025-26,Regular+Season,ORL,1610612753,Orlando Magic,Franz Wagner,1630532,ORL,F,24,23,40.3,3.0,5.5,54.2,58.2,-4.0
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Aaron Nesmith,1630174,IND,G-F,20,19,46.8,3.0,5.5,56.0,59.6,-3.6
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,Vít Krejčí,1630249,ATL,G,38,38,51.6,3.1,5.5,56.5,57.3,-0.8
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Kevin Porter Jr.,1629645,MIL,G-F,21,20,36.1,2.9,5.4,52.6,59.5,-6.9
2025-26,Regular+Season,ORL,1610612753,Orlando Magic,Jalen Suggs,1630591,ORL,G,23,23,48.3,3.0,5.4,55.2,57.2,-2.0
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Andre Drummond,203083,PHI,C,33,31,50.9,3.6,5.4,66.5,61.9,4.6
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Keyonte George,1641718,UTA,G,38,38,39.9,4.0,5.4,73.8,60.0,13.8
2025-26,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Naz Reid,1629675,MIN,C-F,41,41,51.2,2.9,5.4,54.3,58.6,-4.3
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,Sandro Mamukelashvili,1630572,TOR,F-C,40,40,50.0,2.9,5.3,54.7,60.0,-5.3
2025-26,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Donte DiVincenzo,1628978,MIN,G,41,40,48.7,3.0,5.3,55.7,57.1,-1.4
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Kyle Filipowski,1642271,UTA,C,38,36,46.7,3.0,5.3,55.9,59.7,-3.7
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Kelly Oubre Jr.,1626162,PHI,F-G,16,16,45.5,2.8,5.3,51.8,59.4,-7.6
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,Aaron Gordon,203932,DEN,F,18,18,45.2,3.0,5.3,56.8,60.5,-3.7
2025-26,Regular+Season,NYK,1610612752,New York Knicks,Jalen Brunson,1628973,NYK,G,36,36,41.2,3.8,5.3,71.4,59.0,12.5
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Paul George,202331,PHI,F,21,21,48.7,2.9,5.2,54.5,58.2,-3.7
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,DeMar DeRozan,201942,SAC,G-F,40,40,50.2,3.3,5.2,63.2,61.0,2.2
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,CJ McCollum,203468,ATL,G,37,37,42.2,3.3,5.2,63.7,58.6,5.1
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Isaiah Jackson,1630543,IND,F,29,28,55.5,3.5,5.2,67.5,61.3,6.2
2025-26,Regular+Season,PHX,1610612756,Phoenix Suns,Collin Gillespie,1631221,PHX,G,40,40,46.4,3.3,5.2,63.0,59.5,3.4
2025-26,Regular+Season,PHX,1610612756,Phoenix Suns,Devin Booker,1626164,PHX,G,37,36,47.4,2.7,5.2,52.6,59.2,-6.6
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Egor Dëmin,1642856,BKN,G,33,33,56.3,3.0,5.2,58.5,57.9,0.6
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,AJ Green,1631260,MIL,G,37,35,42.1,2.9,5.1,55.8,58.5,-2.8
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Duncan Robinson,1629130,DET,F,36,36,46.4,2.6,5.1,50.8,57.9,-7.1
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Tre Jones,1630200,CHI,G,33,33,51.2,3.2,5.1,62.7,57.7,5.0
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Dean Wade,1629731,CLE,F-C,33,31,49.6,2.6,5.1,50.3,58.0,-7.7
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,Trae Young,1629027,WAS,G,10,10,51.0,3.5,5.1,68.6,56.6,12.1
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Bennedict Mathurin,1631097,IND,G-F,24,24,49.4,3.0,5.1,59.0,59.2,-0.1
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Jock Landale,1629111,MEM,C,37,37,56.1,3.0,5.1,58.0,60.4,-2.4
2025-26,Regular+Season,HOU,1610612745,Houston Rockets,Reed Sheppard,1642263,HOU,G,37,37,44.7,3.1,5.0,62.0,57.7,4.3
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,Miles Bridges,1628970,CHA,F,39,38,42.2,2.9,5.0,57.9,59.3,-1.4
2025-26,Regular+Season,PHX,1610612756,Phoenix Suns,Royce O'Neale,1626220,PHX,F,40,39,46.2,2.7,5.0,54.2,60.2,-5.9
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Shai Gilgeous-Alexander,1628983,OKC,G,39,39,43.0,2.6,5.0,52.6,58.1,-5.6
2025-26,Regular+Season,PHX,1610612756,Phoenix Suns,Oso Ighodaro,1642345,PHX,F,40,39,55.4,2.7,5.0,54.0,59.0,-5.0
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Bobby Portis,1626171,MIL,F,40,40,48.8,3.1,5.0,62.0,59.9,2.1
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Kevin Love,201567,UTA,F-C,22,21,61.1,3.5,5.0,69.1,61.2,7.8
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,De'Anthony Melton,1629001,GSW,G,16,16,56.7,3.2,5.0,63.8,58.6,5.2
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Jaylon Tyson,1642281,CLE,G-F,36,35,41.8,2.5,4.9,51.1,57.7,-6.6
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Precious Achiuwa,1630173,SAC,F,32,32,49.1,2.8,4.9,57.0,62.2,-5.3
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,Sion James,1642883,CHA,G,40,40,46.1,2.8,4.9,56.9,58.8,-1.9
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,Immanuel Quickley,1630193,TOR,G,40,39,44.8,2.9,4.9,58.4,58.4,0.0
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Shaedon Sharpe,1631101,POR,G,37,35,47.5,3.2,4.9,66.3,59.1,7.2
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Adem Bona,1641737,PHI,F,29,29,54.9,2.5,4.9,52.5,60.2,-7.7
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,Quinten Post,1642366,GSW,C,41,39,47.2,2.5,4.8,50.8,59.4,-8.7
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Naji Marshall,1630230,DAL,F,40,40,45.0,2.8,4.8,57.7,59.4,-1.7
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,Zaccharie Risacher,1642258,ATL,F,36,35,46.5,3.0,4.8,62.1,58.7,3.4
2025-26,Regular+Season,NYK,1610612752,New York Knicks,Mitchell Robinson,1629011,NYK,C-F,27,26,46.8,2.5,4.8,52.3,59.9,-7.6
2025-26,Regular+Season,ORL,1610612753,Orlando Magic,Goga Bitadze,1629048,ORL,C-F,36,35,56.7,2.6,4.8,54.3,58.7,-4.4
2025-26,Regular+Season,HOU,1610612745,Houston Rockets,Kevin Durant,201142,HOU,F,35,34,41.2,2.3,4.8,47.0,58.8,-11.8
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,Al Horford,201143,GSW,C-F,22,20,46.3,2.7,4.8,56.2,58.9,-2.7
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Darius Garland,1629636,CLE,G,25,24,40.1,2.9,4.8,61.3,58.1,3.2
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,Bilal Coulibaly,1641731,WAS,G,24,22,54.5,2.6,4.8,55.3,60.8,-5.5
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,Brandin Podziemski,1641764,GSW,G,41,41,51.6,2.8,4.7,59.8,59.5,0.3
2025-26,Regular+Season,BOS,1610612738,Boston Celtics,Jaylen Brown,1627759,BOS,G-F,36,35,39.5,2.8,4.7,58.2,59.1,-0.9
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Tobias Harris,202699,DET,F,23,23,49.1,2.6,4.7,54.6,59.1,-4.5
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,Kawhi Leonard,202695,LAC,F,29,28,40.1,3.3,4.7,69.9,59.9,9.9
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Rui Hachimura,1629060,LAL,F,28,28,43.4,3.3,4.7,69.5,59.0,10.5
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,LeBron James,2544,LAL,F,21,21,44.5,2.8,4.7,60.2,58.7,1.5
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Obi Toppin,1630167,IND,F,3,3,45.2,3.3,4.7,71.4,62.4,9.0
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Devin Vassell,1630170,SAS,G-F,32,31,49.5,2.8,4.7,59.7,59.6,0.2
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Ziaire Williams,1630533,BKN,F,29,28,47.9,2.9,4.7,62.2,57.5,4.7
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Jalen Smith,1630188,CHI,F-C,31,31,56.0,2.6,4.7,55.6,59.1,-3.6
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Stephon Castle,1642264,SAS,G,31,31,40.1,2.8,4.7,59.7,60.0,-0.3
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Zach LaVine,203897,SAC,G,28,28,39.0,3.4,4.6,72.3,61.9,10.4
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,Brook Lopez,201572,LAC,C,32,32,51.4,2.3,4.6,48.6,59.1,-10.5
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Terance Mann,1629611,BKN,G-F,33,33,47.9,2.7,4.6,58.6,57.0,1.6
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Isaac Okoro,1630171,CHI,F-G,31,30,45.8,2.5,4.6,54.2,59.7,-5.4
2025-26,Regular+Season,ORL,1610612753,Orlando Magic,Desmond Bane,1630217,ORL,G,40,40,40.0,2.6,4.6,56.3,58.7,-2.5
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Russell Westbrook,201566,SAC,G,40,40,47.7,3.1,4.6,68.9,60.9,8.0
2025-26,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Anthony Edwards,1630162,MIN,G,33,33,43.4,2.6,4.6,56.3,59.3,-3.0
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Dereck Lively II,1641726,DAL,C,7,7,47.1,2.9,4.6,62.5,59.7,2.8
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,Moses Moody,1630541,GSW,G,39,38,47.8,2.4,4.6,52.2,58.5,-6.2
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,Brandon Ingram,1627742,TOR,F,39,39,42.5,2.6,4.5,57.1,59.2,-2.2
2025-26,Regular+Season,NYK,1610612752,New York Knicks,Miles McBride,1630540,NYK,G,28,27,41.6,2.7,4.5,59.8,58.3,1.5
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Kevin Huerter,1628989,CHI,G-F,34,33,44.6,2.6,4.5,57.1,58.6,-1.4
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Coby White,1629632,CHI,G,18,16,43.3,2.8,4.5,61.7,57.9,3.9
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Miles Kelly,1642939,DAL,G,2,2,69.2,3.0,4.5,66.7,60.7,6.0
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Jordan Poole,1629673,NOP,G,23,23,42.6,2.7,4.5,60.2,58.5,1.7
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,Collin Murray-Boyles,1642867,TOR,F,34,32,47.2,2.8,4.5,62.5,60.2,2.3
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Giannis Antetokounmpo,203507,MIL,F,26,25,44.8,2.3,4.5,50.9,59.3,-8.5
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Christian Koloko,1631132,MEM,C,13,13,52.7,2.7,4.5,60.3,60.7,-0.3
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,Stephen Curry,201939,GSW,G,31,31,43.4,2.7,4.5,60.9,57.3,3.5
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,John Collins,1628381,LAC,F-C,38,37,38.1,2.4,4.5,54.4,59.1,-4.7
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,Cameron Johnson,1629661,DEN,F,28,28,41.3,2.6,4.4,58.9,58.5,0.4
2025-26,Regular+Season,BOS,1610612738,Boston Celtics,Luka Garza,1630568,BOS,C,30,30,50.4,2.6,4.4,59.4,59.4,0.0
