SEASON,SEASON_TYPE,TEAM_ABB,TEAM_ID,TEAM_NAME,PLAYER_NAME,PLAYER_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,GP,G,FREQ,FGM_LT_10,FGA_LT_10,LT_10_PCT,NS_LT_10_PCT,PLUSMINUS
2025-26,Regular+Season,MIA,1610612748,Miami Heat,Jahmir Young,1642443,MIA,G,4,3,66.7,1.0,1.5,66.7,59.3,7.3
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,Chucky Hepburn,1642935,TOR,G,2,2,50.0,1.0,1.5,66.7,51.8,14.8
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Blake Wesley,1631104,POR,G,6,6,33.3,1.3,1.5,88.9,59.5,29.4
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,Caleb Houstan,1631216,ATL,G,4,3,85.7,1.3,1.5,83.3,61.9,21.5
2025-26,Regular+Season,PHX,1610612756,Phoenix Suns,Jalen Green,1630224,PHX,G,2,2,37.5,0.0,1.5,0.0,54.1,-54.1
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,Julian Strawther,1631124,DEN,G,16,12,42.6,0.8,1.4,52.2,55.9,-3.7
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Carter Bryant,1642868,SAS,F,27,17,43.3,0.8,1.4,53.8,58.6,-4.8
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Bismack Biyombo,202687,SAS,C,9,6,43.3,1.2,1.4,84.6,59.1,25.5
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,Jahmyl Telfort,1643141,LAC,G,3,2,57.1,0.7,1.3,50.0,52.8,-2.8
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Drew Timme,1631166,LAL,F,3,3,80.0,1.0,1.3,75.0,62.5,12.5
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Marcus Sasser,1631204,DET,G,7,5,33.3,0.6,1.3,44.4,57.8,-13.3
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,Hunter Tyson,1641816,DEN,F,15,9,47.5,0.5,1.3,42.1,58.7,-16.6
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Hunter Sallis,1642282,PHI,G,4,2,41.7,1.0,1.3,80.0,55.0,25.0
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Kam Jones,1642880,IND,G,8,6,55.6,0.9,1.3,70.0,51.5,18.5
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Matisse Thybulle,1629680,POR,G-F,4,4,55.6,0.5,1.3,40.0,58.4,-18.4
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Emanuel Miller,1641801,CHI,F,5,4,54.5,0.8,1.2,66.7,54.5,12.1
2025-26,Regular+Season,NYK,1610612752,New York Knicks,Trey Jemison III,1641998,NYK,C,5,3,33.3,0.8,1.2,66.7,57.8,8.8
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Jahmai Mashack,1642942,MEM,G,5,3,54.5,0.8,1.2,66.7,49.8,16.9
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Eric Gordon,201569,PHI,G,6,4,30.4,0.3,1.2,28.6,57.6,-29.0
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Adou Thiero,1642876,LAL,G,13,9,45.5,0.9,1.1,80.0,57.8,22.2
2025-26,Regular+Season,NYK,1610612752,New York Knicks,Pacôme Dadiet,1642359,NYK,F,9,6,58.8,0.6,1.1,50.0,55.5,-5.5
2025-26,Regular+Season,HOU,1610612745,Houston Rockets,Jeff Green,201145,HOU,F,11,8,44.4,0.7,1.1,66.7,62.1,4.6
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Thanasis Antetokounmpo,203648,MIL,F,6,5,60.0,0.7,1.0,66.7,62.7,4.0
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Chris Livingston,1641753,CLE,F,1,1,33.3,1.0,1.0,100,58.8,41.2
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,AJ Johnson,1642358,WAS,G,18,11,40.9,0.6,1.0,61.1,54.7,6.4
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Tyson Etienne,1630623,BKN,G,5,4,41.7,0.6,1.0,60.0,43.5,16.5
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,E.J. Liddell,1630604,BKN,F,7,5,77.8,0.4,1.0,42.9,57.1,-14.2
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Colby Jones,1641732,DET,G,1,1,100,1.0,1.0,100,70.5,29.5
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Isaac Jones,1642403,DET,F,3,3,42.9,1.0,1.0,100,50.9,49.1
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Pete Nance,1631250,MIL,F,5,3,45.5,0.6,1.0,60.0,55.4,4.6
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Riley Minix,1642434,SAS,F,3,3,60.0,0.7,1.0,66.7,59.4,7.2
2025-26,Regular+Season,BOS,1610612738,Boston Celtics,Ron Harper Jr.,1631199,BOS,G-F,2,2,100,0.5,1.0,50.0,57.9,-7.9
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Daeqwon Plowden,1631342,SAC,G-F,1,1,33.3,0.0,1.0,0.0,57.7,-57.7
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Lindy Waters III,1630322,SAS,F,20,15,36.5,0.6,0.9,63.2,60.5,2.7
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,Anthony Gill,1630264,WAS,F,10,4,36.0,0.4,0.9,44.4,55.7,-11.3
2025-26,Regular+Season,NYK,1610612752,New York Knicks,Mohamed Diawara,1642885,NYK,F,24,13,33.9,0.5,0.9,57.1,56.2,1.0
2025-26,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Joe Ingles,204060,MIN,F-G,7,4,50.0,0.6,0.9,66.7,57.7,8.9
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,A.J. Lawson,1630639,TOR,G,6,3,26.3,0.2,0.8,20.0,52.7,-32.7
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Bobi Klintman,1641752,DET,F,6,2,22.7,0.3,0.8,40.0,55.1,-15.1
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Mark Sears,1641813,MIL,G,5,4,40.0,0.2,0.8,25.0,53.5,-28.5
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Chris Youngblood,1642959,OKC,G,17,9,28.3,0.5,0.8,61.5,59.9,1.7
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Jordan McLaughlin,1629162,SAS,G,12,5,25.7,0.5,0.8,66.7,56.1,10.6
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,Curtis Jones,1642938,DEN,G,4,3,37.5,0.3,0.8,33.3,51.3,-17.9
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Chris Mañon,1643024,LAL,G,3,2,50.0,0.3,0.7,50.0,56.0,-6.0
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,Garrett Temple,202066,TOR,G-F,5,3,37.5,0.4,0.6,66.7,51.2,15.4
2025-26,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Johnny Juzang,1630548,MIN,G,12,5,30.4,0.4,0.6,71.4,61.2,10.3
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,Antonio Reeves,1641810,CHA,G,6,2,18.8,0.2,0.5,33.3,51.4,-18.0
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Trentyn Flowers,1642280,CHI,F,2,1,50.0,0.5,0.5,100,66.3,33.7
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Harrison Ingram,1631127,SAS,F,2,1,33.3,0.5,0.5,100,100,0.0
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,Jacob Toppin,1631210,ATL,F,2,1,50.0,0.0,0.5,0.0,50.5,-50.5
2025-26,Regular+Season,NYK,1610612752,New York Knicks,Tosan Evbuomwan,1641787,NYK,F,2,1,25.0,0.0,0.5,0.0,62.5,-62.5
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,Sharife Cooper,1630536,WAS,G,3,1,33.3,0.3,0.3,100,75.0,25.0
