SEASON,SEASON_TYPE,PLAYER_NAME,PLAYER_ID,TEAM_ABB,AGE,GP,W,L,MIN,DRIVES,DRIVE_FGM,DRIVE_FGA,DRIVE_FG_PCT,DRIVE_FTM,DRIVE_FTA,DRIVE_FT_PCT,DRIVE_PTS,DRIVE_PTS_PCT,DRIVE_PASSES,DRIVE_PASSES_PCT,DRIVE_AST,DRIVE_AST_PCT,DRIVE_TOV,DRIVE_TOV_PCT,DRIVE_PF,DRIVE_PF_PCT
2017-18,Regular+Season,IND,,82,48,34,22.6,5.5,1.2,2.4,48.2,0.5,0.6,73.1,2.8,51.9,1.7,31.1,0.4,7.8,0.4,6.7,0.3,6.0,0,0
2017-18,Regular+Season,NYK,,72,24,48,18.4,0.9,0.2,0.5,32.4,0.2,0.3,70.0,0.5,57.4,0.2,17.6,0.0,4.4,0.1,8.8,0.1,14.7,0,0
2017-18,Regular+Season,DET,,58,28,30,14.9,1.4,0.3,0.8,38.6,0.1,0.1,100,0.7,45.2,0.5,33.3,0.1,6.0,0.1,3.6,0.0,2.4,0,0
2017-18,Regular+Season,NOP,,10,6,4,7.0,2.0,0.3,0.8,37.5,0.0,0.0,0.0,0.6,30.0,0.6,30.0,0.3,15.0,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,CLE,,66,32,34,21.5,0.3,0.0,0.1,42.9,0.0,0.0,0.0,0.1,33.3,0.1,27.8,0.1,22.2,0.0,5.6,0.0,5.6,0,0
2017-18,Regular+Season,CHI,,68,23,45,29.7,3.6,1.0,2.1,46.1,0.3,0.4,73.1,2.3,63.5,0.6,17.6,0.2,4.9,0.4,9.8,0.2,5.7,0,0
2017-18,Regular+Season,CLE,,82,50,32,36.9,11.7,3.3,5.5,60.0,1.4,1.9,74.5,8.2,70.1,3.1,26.8,1.0,8.1,0.8,6.4,0.9,8.0,0,0
2017-18,Regular+Season,CLE,,14,8,6,4.7,1.1,0.1,0.4,33.3,0.0,0.0,0.0,0.3,26.7,0.5,46.7,0.1,13.3,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,LAL,,52,24,28,34.2,7.4,0.8,2.3,35.5,0.1,0.3,16.7,1.7,22.5,3.1,41.1,1.1,15.2,0.6,7.5,0.2,2.3,0,0
2017-18,Regular+Season,TOR,,14,9,5,9.9,1.8,0.4,0.9,50.0,0.0,0.0,0.0,0.9,48.0,0.9,48.0,0.0,0.0,0.1,4.0,0.0,0.0,0,0
2017-18,Regular+Season,LAC,,79,42,37,32.8,11.5,2.4,5.4,45.1,1.8,2.0,90.3,6.9,59.8,2.5,21.8,1.4,12.1,0.7,6.0,1.0,8.8,0,0
2017-18,Regular+Season,HOU,,61,52,9,25.6,3.0,0.6,1.3,50.6,0.3,0.5,71.4,1.7,54.8,0.9,30.1,0.2,5.4,0.4,11.8,0.2,7.5,0,0
2017-18,Regular+Season,TOR,,49,36,13,8.5,0.1,0.0,0.0,100,0.0,0.0,0.0,0.1,125.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,DET,,2,1,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,MIA,,49,15,34,14.1,0.9,0.2,0.4,42.9,0.1,0.1,66.7,0.4,48.9,0.2,24.4,0.1,13.3,0.1,8.9,0.1,6.7,0,0
2017-18,Regular+Season,DET,,73,34,39,20.0,3.4,0.5,1.4,37.6,0.3,0.3,87.5,1.4,39.6,1.1,33.2,0.3,10.0,0.3,9.6,0.2,4.8,0,0
2017-18,Regular+Season,NYK,,20,6,14,16.3,1.1,0.1,0.4,14.3,0.0,0.0,0.0,0.1,9.1,0.5,45.5,0.1,4.5,0.2,13.6,0.0,0.0,0,0
2017-18,Regular+Season,LAL,,1,0,1,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,TOR,,26,8,18,12.4,1.8,0.2,0.8,19.0,0.4,0.5,78.6,0.8,43.5,0.4,23.9,0.1,4.3,0.1,4.3,0.3,15.2,0,0
2017-18,Regular+Season,MIL,,47,25,22,29.8,9.6,2.0,3.9,52.2,0.7,0.8,86.1,4.8,50.2,3.8,39.6,0.9,9.6,0.5,4.9,0.4,4.2,0,0
2017-18,Regular+Season,ATL,,53,16,37,18.7,3.9,0.4,1.2,34.9,0.5,0.6,76.5,1.4,35.6,1.6,40.5,0.4,10.2,0.3,6.8,0.3,8.8,0,0
2017-18,Regular+Season,TOR,,15,15,0,8.4,0.6,0.1,0.1,50.0,0.0,0.0,0.0,0.1,22.2,0.3,44.4,0.0,0.0,0.1,11.1,0.0,0.0,0,0
2017-18,Regular+Season,DEN,,62,34,28,9.4,1.0,0.2,0.6,31.6,0.0,0.1,50.0,0.4,43.5,0.2,21.0,0.0,1.6,0.1,6.5,0.0,4.8,0,0
2017-18,Regular+Season,CHA,,63,26,37,13.5,2.8,0.5,1.2,40.5,0.1,0.1,83.3,1.0,36.9,0.9,33.5,0.3,11.9,0.2,7.4,0.0,1.7,0,0
2017-18,Regular+Season,CHA,,4,3,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,SAS,,65,39,26,20.0,6.8,1.4,2.9,50.0,0.5,0.6,82.9,3.4,50.9,2.3,34.3,0.6,8.4,0.4,6.4,0.3,5.0,0,0
2017-18,Regular+Season,MEM,,7,2,5,27.5,10.9,2.6,5.4,47.4,0.4,0.6,75.0,5.9,53.9,2.7,25.0,1.6,14.5,0.4,3.9,0.3,2.6,0,0
2017-18,Regular+Season,MEM,,73,21,52,33.0,3.1,0.6,1.3,46.9,0.3,0.4,67.7,1.6,53.6,1.0,31.7,0.2,4.9,0.2,8.0,0.2,7.1,0,0
2017-18,Regular+Season,WAS,,82,43,39,25.3,0.3,0.0,0.2,18.8,0.0,0.0,50.0,0.1,36.0,0.0,12.0,0.0,4.0,0.0,8.0,0.0,8.0,0,0
2017-18,Regular+Season,PHI,,79,39,40,24.3,2.3,0.3,0.9,39.7,0.3,0.3,100,1.0,43.6,0.8,34.6,0.3,11.7,0.1,5.6,0.2,6.7,0,0
2017-18,Regular+Season,MIN,,42,24,18,5.3,0.6,0.2,0.3,57.1,0.0,0.1,16.7,0.4,63.0,0.1,22.2,0.0,7.4,0.0,3.7,0.1,11.1,0,0
2017-18,Regular+Season,BOS,,52,32,20,26.8,2.8,0.8,1.7,44.8,0.5,0.5,92.9,2.0,72.6,0.4,15.8,0.1,4.8,0.2,6.8,0.3,10.3,0,0
2017-18,Regular+Season,CHA,,5,4,1,5.6,1.2,0.2,0.8,25.0,0.4,0.4,100,0.8,66.7,0.0,0.0,0.2,16.7,0.0,0.0,0.2,16.7,0,0
2017-18,Regular+Season,BOS,,51,35,16,30.1,6.3,1.1,2.3,49.2,0.4,0.5,75.0,2.8,44.1,2.0,31.6,1.1,17.5,0.5,7.8,0.3,4.4,0,0
2017-18,Regular+Season,MEM,,66,21,45,21.5,6.0,1.1,2.6,43.8,0.7,0.8,86.0,3.0,49.0,1.7,28.6,0.6,9.5,0.5,7.8,0.4,6.8,0,0
2017-18,Regular+Season,ORL,,75,21,54,22.1,3.2,0.8,1.7,48.0,0.1,0.2,78.6,1.8,56.7,0.9,27.9,0.1,3.3,0.3,9.2,0.1,3.3,0,0
2017-18,Regular+Season,HOU,,4,4,0,7.9,0.8,0.3,0.3,100,0.0,0.0,0.0,0.5,66.7,0.5,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,PHI,,14,11,3,18.1,9.3,1.5,4.0,37.5,0.3,0.4,66.7,3.4,36.2,3.5,37.7,1.1,11.5,0.1,1.5,0.2,2.3,0,0
2017-18,Regular+Season,WAS,,73,37,36,27.0,1.4,0.4,0.8,43.3,0.1,0.1,80.0,0.8,57.1,0.2,16.2,0.1,8.6,0.1,9.5,0.1,4.8,0,0
2017-18,Regular+Season,PHX,,72,19,53,21.2,1.4,0.2,0.7,30.0,0.2,0.4,56.7,0.7,46.6,0.3,17.5,0.0,2.9,0.1,8.7,0.2,15.5,0,0
2017-18,Regular+Season,MEM,,3,0,3,24.6,6.3,0.7,1.7,40.0,0.0,0.0,0.0,1.3,21.1,2.7,42.1,1.0,15.8,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,ORL,,52,15,37,13.0,0.8,0.1,0.4,31.6,0.1,0.1,100,0.3,40.0,0.2,25.0,0.0,5.0,0.1,7.5,0.1,7.5,0,0
2017-18,Regular+Season,MIL,,8,5,3,6.5,0.3,0.0,0.0,0.0,0.3,0.3,100,0.3,100,0.1,50.0,0.0,0.0,0.0,0.0,0.1,50.0,0,0
2017-18,Regular+Season,CHA,,78,33,45,25.7,1.3,0.4,0.9,46.3,0.2,0.2,85.7,1.0,75.0,0.2,17.0,0.1,4.0,0.1,5.0,0.1,7.0,0,0
2017-18,Regular+Season,DEN,,74,40,34,19.5,0.9,0.2,0.4,43.8,0.1,0.2,43.8,0.5,53.6,0.2,26.1,0.1,7.2,0.1,8.7,0.1,11.6,0,0
2017-18,Regular+Season,SAS,,4,2,2,8.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,MIA,,3,1,2,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,MIL,,37,21,16,18.7,5.1,0.5,1.4,37.7,0.2,0.2,100,1.3,25.1,2.4,48.1,0.8,15.5,0.2,4.8,0.1,2.1,0,0
2017-18,Regular+Season,POR,,59,36,23,21.4,1.4,0.2,0.6,35.3,0.1,0.1,87.5,0.5,36.5,0.5,34.1,0.1,5.9,0.1,9.4,0.1,4.7,0,0
2017-18,Regular+Season,DAL,,72,20,52,16.8,0.3,0.1,0.2,43.8,0.0,0.0,50.0,0.2,66.7,0.0,12.5,0.0,8.3,0.0,4.2,0.0,4.2,0,0
2017-18,Regular+Season,POR,,33,17,16,7.7,0.4,0.0,0.1,0.0,0.1,0.1,100,0.1,16.7,0.2,41.7,0.0,8.3,0.0,8.3,0.0,8.3,0,0
2017-18,Regular+Season,NYK,,73,23,50,22.1,4.8,1.4,3.0,48.2,0.4,0.5,80.0,3.5,72.6,0.6,13.0,0.3,5.8,0.4,7.5,0.3,5.8,0,0
2017-18,Regular+Season,CHA,,52,23,29,16.1,4.6,0.6,1.7,35.6,0.6,0.8,82.5,1.8,40.3,1.8,39.1,0.3,7.1,0.3,6.7,0.4,8.4,0,0
2017-18,Regular+Season,CHA,,74,34,40,25.0,3.0,0.9,2.0,46.2,0.2,0.3,65.2,2.0,67.6,0.5,16.7,0.1,5.0,0.2,5.4,0.2,5.9,0,0
2017-18,Regular+Season,MEM,,12,7,5,31.1,12.8,2.8,5.6,50.7,2.4,3.0,80.6,8.3,64.3,3.3,26.0,1.2,9.1,0.8,5.8,1.5,11.7,0,0
2017-18,Regular+Season,NOP,,36,11,25,19.1,8.4,1.6,3.6,46.1,1.0,1.2,81.8,4.4,51.6,2.8,32.6,0.9,11.2,0.4,4.6,0.6,7.2,0,0
2017-18,Regular+Season,ATL,,53,14,39,20.0,0.9,0.1,0.4,36.8,0.1,0.1,100,0.4,39.6,0.2,22.9,0.2,16.7,0.1,10.4,0.0,4.2,0,0
2017-18,Regular+Season,WAS,,76,39,37,18.5,1.1,0.3,0.6,52.1,0.1,0.1,62.5,0.7,68.3,0.2,20.7,0.1,6.1,0.1,7.3,0.1,4.9,0,0
2017-18,Regular+Season,ATL,,55,19,36,16.7,0.3,0.1,0.1,42.9,0.0,0.1,16.7,0.1,46.7,0.0,13.3,0.0,0.0,0.0,13.3,0.1,20.0,0,0
2017-18,Regular+Season,LAC,,45,29,16,25.2,5.0,0.5,0.9,53.7,0.2,0.2,100,1.2,22.9,2.6,52.4,0.8,15.4,0.4,7.9,0.1,1.8,0,0
2017-18,Regular+Season,BKN,,10,2,8,12.5,4.3,0.5,1.9,26.3,0.1,0.4,25.0,1.2,27.9,1.6,37.2,0.4,9.3,0.1,2.3,0.2,4.7,0,0
2017-18,Regular+Season,NYK,,1,0,1,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,MIL,,9,4,5,15.8,0.9,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,25.0,0.0,0.0,0.2,25.0,0.0,0.0,0,0
2017-18,Regular+Season,DEN,,3,2,1,8.4,2.0,1.0,1.3,75.0,0.7,0.7,100,2.7,133.3,0.0,0.0,0.3,16.7,0.0,0.0,0.3,16.7,0,0
2017-18,Regular+Season,LAC,,76,39,37,17.0,1.3,0.5,0.9,58.8,0.2,0.3,70.0,1.3,100,0.1,8.2,0.0,1.0,0.1,5.2,0.1,10.3,0,0
2017-18,Regular+Season,MEM,,20,3,17,18.9,2.6,0.5,1.0,50.0,0.0,0.0,0.0,1.1,42.3,1.2,44.2,0.3,9.6,0.2,5.8,0.0,0.0,0,0
2017-18,Regular+Season,IND,,65,39,26,28.2,1.1,0.4,0.6,57.5,0.2,0.2,81.3,1.0,87.3,0.1,12.7,0.0,4.2,0.1,9.9,0.1,11.3,0,0
2017-18,Regular+Season,UTA,,5,3,2,3.8,1.4,0.2,1.0,20.0,0.0,0.0,0.0,0.4,28.6,0.2,14.3,0.2,14.3,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,UTA,,1,0,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,MIN,,67,38,29,20.5,2.3,0.6,1.2,44.6,0.1,0.1,90.0,1.2,53.2,0.5,22.4,0.3,11.5,0.2,7.7,0.1,3.2,0,0
2017-18,Regular+Season,HOU,,52,42,10,14.6,1.0,0.3,0.5,54.2,0.2,0.2,83.3,0.7,72.0,0.3,26.0,0.1,6.0,0.1,6.0,0.1,12.0,0,0
2017-18,Regular+Season,DAL,,30,6,24,15.7,0.3,0.0,0.1,25.0,0.0,0.0,0.0,0.1,25.0,0.1,25.0,0.0,12.5,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,OKC,,13,9,4,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,GSW,,80,56,24,17.4,0.9,0.2,0.5,41.7,0.1,0.1,50.0,0.5,53.6,0.2,17.4,0.1,8.7,0.1,8.7,0.1,7.2,0,0
2017-18,Regular+Season,CHA,,64,27,37,31.0,2.5,0.6,1.1,57.4,0.2,0.2,83.3,1.4,56.3,0.7,29.4,0.3,13.8,0.2,6.9,0.1,3.8,0,0
2017-18,Regular+Season,ATL,,4,0,4,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,SAC,,9,6,3,13.6,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,50.0,0.0,0.0,0.1,25.0,0.0,0.0,0,0
2017-18,Regular+Season,BKN,,41,14,27,12.8,2.6,0.3,0.7,43.3,0.1,0.2,75.0,0.8,31.5,1.1,42.6,0.3,12.0,0.2,6.5,0.1,3.7,0,0
2017-18,Regular+Season,DEN,,75,43,32,32.6,2.7,0.6,1.1,56.1,0.2,0.2,87.5,1.5,57.4,0.8,31.2,0.2,8.4,0.2,6.9,0.1,4.0,0,0
2017-18,Regular+Season,NOP,,55,34,21,27.2,1.3,0.4,0.7,48.8,0.1,0.1,87.5,0.9,69.0,0.2,18.3,0.0,2.8,0.1,9.9,0.1,5.6,0,0
2017-18,Regular+Season,ORL,,57,17,40,29.5,2.5,0.5,1.1,48.3,0.2,0.2,71.4,1.2,48.6,0.7,26.8,0.2,8.5,0.2,9.9,0.1,4.9,0,0
2017-18,Regular+Season,CHI,,54,24,30,16.2,1.3,0.3,0.7,47.4,0.0,0.1,50.0,0.8,58.6,0.3,24.3,0.0,2.9,0.2,12.9,0.0,2.9,0,0
2017-18,Regular+Season,TOR,,70,51,19,15.2,4.1,0.7,1.5,49.5,0.3,0.3,100,1.7,42.7,1.6,38.5,0.3,8.4,0.4,9.8,0.1,3.5,0,0
2017-18,Regular+Season,TOR,,74,51,23,20.0,1.9,0.3,0.6,44.7,0.1,0.2,56.3,0.7,37.6,0.8,39.7,0.1,5.7,0.3,13.5,0.1,6.4,0,0
2017-18,Regular+Season,CLE,,6,2,4,13.3,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,50.0,0.0,0.0,0,0
2017-18,Regular+Season,MEM,,4,1,3,18.8,0.5,0.5,0.5,100,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,CHI,,18,7,11,10.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,GSW,,53,40,13,14.0,1.3,0.3,0.6,50.0,0.0,0.0,50.0,0.7,56.7,0.3,26.9,0.1,7.5,0.1,9.0,0.0,3.0,0,0
2017-18,Regular+Season,WAS,,77,42,35,31.6,2.6,0.7,1.4,49.5,0.3,0.3,91.7,1.8,68.7,0.6,21.7,0.2,8.1,0.1,4.0,0.2,6.1,0,0
2017-18,Regular+Season,HOU,,82,65,17,27.8,1.1,0.1,0.3,25.0,0.1,0.2,78.6,0.3,26.9,0.5,39.8,0.1,10.8,0.1,8.6,0.1,7.5,0,0
2017-18,Regular+Season,OKC,,2,1,1,1.6,0.5,0.5,0.5,100,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,TOR,,81,59,22,20.7,3.1,0.8,1.5,51.3,0.1,0.1,90.0,1.7,54.2,0.9,30.0,0.3,9.9,0.3,8.7,0.1,2.0,0,0
2017-18,Regular+Season,POR,,82,49,33,18.1,2.1,0.4,0.9,44.7,0.1,0.1,100,1.0,46.9,0.7,34.9,0.2,9.7,0.1,6.9,0.1,3.4,0,0
2017-18,Regular+Season,LAC,,11,5,6,30.3,11.3,1.6,4.0,40.9,0.2,0.2,100,3.5,30.6,5.3,46.8,1.2,10.5,0.6,5.6,0.1,0.8,0,0
2017-18,Regular+Season,GSW,,57,41,16,16.9,2.0,0.3,0.9,36.0,0.2,0.2,83.3,0.8,40.4,0.6,30.7,0.2,8.8,0.1,4.4,0.1,5.3,0,0
2017-18,Regular+Season,OKC,,80,48,32,15.3,0.9,0.1,0.4,22.9,0.2,0.3,90.0,0.4,45.3,0.3,28.0,0.0,4.0,0.1,6.7,0.1,13.3,0,0
2017-18,Regular+Season,SAS,,82,47,35,25.7,4.4,0.4,1.0,44.9,0.1,0.1,83.3,0.9,20.8,2.5,57.5,0.5,11.7,0.2,5.0,0.0,0.8,0,0
2017-18,Regular+Season,SAS,,77,45,32,23.5,1.6,0.4,0.8,47.5,0.3,0.3,88.5,1.0,63.7,0.4,25.8,0.1,4.8,0.1,4.0,0.2,11.3,0,0
2017-18,Regular+Season,OKC,,78,47,31,36.6,8.9,1.6,3.5,45.8,1.4,1.7,83.1,4.8,53.7,2.6,29.1,0.8,8.6,0.8,8.8,0.9,9.6,0,0
2017-18,Regular+Season,DEN,,38,22,16,30.1,5.6,1.2,2.8,43.5,0.5,0.8,59.4,3.0,53.6,1.2,22.3,0.4,7.1,0.3,6.2,0.4,7.6,0,0
2017-18,Regular+Season,CHI,,54,17,37,15.3,2.4,0.3,0.9,39.1,0.1,0.2,58.3,0.8,33.6,1.0,40.6,0.3,10.9,0.1,3.9,0.1,4.7,0,0
2017-18,Regular+Season,BKN,,68,25,43,19.5,1.2,0.1,0.3,17.4,0.2,0.2,78.6,0.3,23.8,0.4,30.0,0.1,11.3,0.2,16.3,0.1,8.8,0,0
2017-18,Regular+Season,CHI,,23,6,17,8.5,0.9,0.2,0.5,36.4,0.0,0.0,0.0,0.3,40.0,0.2,25.0,0.0,5.0,0.1,15.0,0.0,0.0,0,0
2017-18,Regular+Season,GSW,,33,21,12,22.4,4.5,0.7,1.5,47.1,0.0,0.0,0.0,1.5,32.7,1.6,36.1,0.7,15.6,0.4,8.8,0.0,0.0,0,0
2017-18,Regular+Season,HOU,,5,3,2,9.0,1.0,0.2,0.6,33.3,0.2,0.2,100,0.6,60.0,0.4,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,NOP,,65,41,24,26.2,7.9,1.5,2.8,54.6,0.2,0.3,60.0,3.3,41.5,2.9,36.2,1.3,16.1,0.4,5.4,0.2,1.9,0,0
2017-18,Regular+Season,WAS,,28,10,18,14.0,5.0,0.7,2.1,32.8,0.7,0.9,83.3,2.1,42.4,1.3,25.2,0.6,12.2,0.3,5.8,0.5,9.4,0,0
2017-18,Regular+Season,ORL,,28,13,15,7.6,0.6,0.1,0.3,50.0,0.1,0.1,100,0.4,58.8,0.2,35.3,0.0,0.0,0.1,11.8,0.0,5.9,0,0
2017-18,Regular+Season,UTA,,41,28,13,12.2,5.5,0.8,1.7,47.1,0.2,0.3,66.7,1.8,32.9,2.3,41.3,0.8,14.2,0.4,7.1,0.1,2.7,0,0
2017-18,Regular+Season,OKC,,80,48,32,16.7,4.4,0.9,2.0,45.3,0.2,0.3,80.0,2.0,46.0,1.4,32.5,0.5,11.0,0.3,5.9,0.1,2.8,0,0
2017-18,Regular+Season,DET,,62,32,30,27.9,2.3,0.6,1.2,45.5,0.2,0.2,76.9,1.3,57.3,0.5,21.7,0.2,7.7,0.2,9.8,0.1,4.2,0,0
2017-18,Regular+Season,DET,,3,3,0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,DET,,45,27,18,26.7,12.4,2.8,5.8,47.1,0.9,1.2,77.8,6.6,53.5,3.7,29.9,1.2,9.5,0.7,5.4,0.7,5.4,0,0
2017-18,Regular+Season,DEN,,20,10,10,8.2,1.2,0.3,0.4,62.5,0.1,0.2,50.0,0.6,52.2,0.3,26.1,0.2,17.4,0.2,13.0,0.1,8.7,0,0
2017-18,Regular+Season,PHI,,47,30,17,15.5,0.9,0.3,0.5,50.0,0.2,0.3,66.7,0.7,76.7,0.1,11.6,0.0,2.3,0.1,9.3,0.1,14.0,0,0
2017-18,Regular+Season,UTA,,77,44,33,29.3,11.2,1.5,3.5,43.6,0.7,0.9,85.1,3.8,34.1,4.5,39.9,1.6,14.3,0.8,7.2,0.4,3.9,0,0
2017-18,Regular+Season,PHI,,79,51,28,31.7,2.1,0.4,0.9,45.3,0.3,0.3,76.9,1.1,54.9,0.5,23.8,0.1,6.7,0.3,12.8,0.2,8.5,0,0
2017-18,Regular+Season,CHI,,64,23,41,26.4,1.2,0.3,0.7,45.5,0.0,0.0,50.0,0.7,56.8,0.2,16.2,0.1,6.8,0.2,14.9,0.0,2.7,0,0
2017-18,Regular+Season,CLE,,60,29,31,26.9,6.0,1.6,3.4,46.8,0.5,0.6,83.8,3.7,62.2,1.4,23.6,0.5,7.5,0.3,5.6,0.3,5.0,0,0
2017-18,Regular+Season,MIA,,18,11,7,16.6,1.4,0.3,0.8,42.9,0.0,0.0,0.0,0.7,46.2,0.6,38.5,0.1,3.8,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,ORL,,16,5,11,18.1,2.6,0.2,0.8,23.1,0.0,0.0,0.0,0.4,14.6,1.2,46.3,0.3,9.8,0.2,7.3,0.0,0.0,0,0
2017-18,Regular+Season,NYK,,28,11,17,13.1,1.3,0.0,0.3,12.5,0.2,0.2,83.3,0.3,20.0,0.4,34.3,0.3,22.9,0.1,5.7,0.1,8.6,0,0
2017-18,Regular+Season,BKN,,66,25,41,28.0,5.3,1.0,2.5,42.3,0.8,1.0,85.9,3.1,58.8,1.4,26.5,0.4,8.1,0.3,5.8,0.5,9.2,0,0
2017-18,Regular+Season,UTA,,69,43,26,16.7,4.0,0.5,1.3,37.5,0.3,0.4,69.2,1.2,31.5,1.7,42.5,0.5,11.7,0.3,7.7,0.2,4.8,0,0
2017-18,Regular+Season,SAS,,57,36,21,21.6,4.6,1.1,2.4,43.2,0.7,0.8,83.3,2.9,64.6,1.0,21.2,0.2,4.6,0.3,7.3,0.4,9.2,0,0
2017-18,Regular+Season,UTA,,56,37,19,32.4,1.0,0.1,0.4,34.8,0.3,0.4,72.7,0.6,57.9,0.2,17.5,0.0,1.8,0.1,14.0,0.2,19.3,0,0
2017-18,Regular+Season,OKC,,78,47,31,36.4,19.2,3.1,6.2,49.7,1.7,2.2,77.2,8.1,42.3,6.9,36.1,2.8,14.8,1.5,7.9,1.1,5.7,0,0
2017-18,Regular+Season,HOU,,66,52,14,26.1,1.4,0.2,0.5,43.8,0.3,0.4,75.0,0.7,53.3,0.5,33.3,0.2,12.2,0.1,4.4,0.2,13.3,0,0
2017-18,Regular+Season,CHI,,24,6,18,12.7,1.0,0.1,0.2,60.0,0.0,0.1,50.0,0.3,29.2,0.4,37.5,0.3,25.0,0.0,4.2,0.0,4.2,0,0
2017-18,Regular+Season,DAL,,61,21,40,11.9,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0,0
2017-18,Regular+Season,LAC,,73,36,37,12.1,1.6,0.3,0.8,43.1,0.1,0.2,64.3,0.8,53.5,0.4,23.7,0.1,6.1,0.2,10.5,0.1,7.0,0,0
2017-18,Regular+Season,DAL,,1,0,1,8.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,CHI,,52,22,30,12.3,2.5,0.4,1.2,37.1,0.3,0.3,88.9,1.3,49.6,0.7,28.2,0.1,3.8,0.2,6.1,0.2,6.9,0,0
2017-18,Regular+Season,BOS,,70,47,23,16.2,0.7,0.1,0.3,36.4,0.0,0.0,0.0,0.2,31.4,0.3,37.3,0.0,0.0,0.1,13.7,0.0,2.0,0,0
2017-18,Regular+Season,TOR,,76,53,23,27.5,3.3,0.9,1.6,52.0,0.3,0.4,76.5,2.1,64.5,0.8,25.0,0.2,6.5,0.3,8.5,0.2,6.9,0,0
2017-18,Regular+Season,MIL,,43,25,18,9.7,1.4,0.4,1.0,42.9,0.1,0.2,62.5,1.0,68.3,0.3,18.3,0.0,3.3,0.0,0.0,0.1,6.7,0,0
2017-18,Regular+Season,POR,,74,46,28,20.7,4.5,0.5,1.4,36.4,0.6,0.7,85.2,1.7,37.8,1.6,35.0,0.5,11.2,0.4,10.0,0.4,8.2,0,0
2017-18,Regular+Season,BOS,,51,36,15,14.6,3.1,0.5,1.2,42.6,0.4,0.5,87.5,1.4,46.5,0.9,28.7,0.5,14.6,0.1,3.8,0.2,7.6,0,0
2017-18,Regular+Season,PHX,,23,3,20,16.7,6.1,1.0,2.1,45.8,0.4,0.4,100,2.4,39.3,2.3,38.6,0.8,12.9,0.3,5.7,0.2,3.6,0,0
