SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,W,L,MIN,PULL_UP_PTS,PULL_UP_FGM,PULL_UP_FGA,PULL_UP_FG_PCT,PULL_UP_FG3M,PULL_UP_FG3A,PULL_UP_FG3_PCT,PULL_UP_EFG_PCT
2024-25,Pre+Season,HOU,Houston Rockets,4,3,1,246.3,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,IND,Indiana Pacers,4,2,2,246.3,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,LAC,LA Clippers,5,4,1,240.0,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,LAL,Los Angeles Lakers,6,2,4,244.2,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,MEM,Memphis Grizzlies,5,3,2,240.0,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,MIA,Miami Heat,5,4,1,240.0,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,MIL,Milwaukee Bucks,4,1,3,240.0,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,MIN,Minnesota Timberwolves,5,2,3,240.0,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,NOP,New Orleans Pelicans,3,1,2,240.0,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,NYK,New York Knicks,5,4,1,240.0,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,New Zealand Breakers,New Zealand Breakers,3,0,3,240.0,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,OKC,Oklahoma City Thunder,5,4,1,245.0,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,ORL,Orlando Magic,3,1,2,240.0,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,PHI,Philadelphia 76ers,6,3,3,240.0,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,PHX,Phoenix Suns,5,3,2,245.0,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,POR,Portland Trail Blazers,4,3,1,240.0,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,Ratiopharm Ulm,Ratiopharm Ulm,1,0,1,240.0,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,SAC,Sacramento Kings,5,0,5,240.0,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,SAS,San Antonio Spurs,5,2,3,240.0,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,TOR,Toronto Raptors,5,3,2,240.0,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,UTA,Utah Jazz,6,4,2,240.0,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,WAS,Washington Wizards,5,2,3,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,ATL,Atlanta Hawks,4,2,2,246.3,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,BOS,Boston Celtics,4,3,1,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,BKN,Brooklyn Nets,4,2,2,246.3,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,CHA,Charlotte Hornets,5,2,3,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,CHI,Chicago Bulls,5,3,2,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,CLE,Cleveland Cavaliers,4,1,3,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,DAL,Dallas Mavericks,4,3,1,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,DEN,Denver Nuggets,5,3,2,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,DET,Detroit Pistons,4,2,2,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,GSW,Golden State Warriors,5,3,2,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,Guangzhou Loong-Lions,Guangzhou Loong-Lions,3,0,3,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,Hapoel Jerusalem B.C.,Hapoel Jerusalem B.C.,1,0,1,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,HOU,Houston Rockets,4,4,0,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,IND,Indiana Pacers,4,2,2,246.3,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,LAC,LA Clippers,4,3,1,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,LAL,Los Angeles Lakers,6,1,5,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,Melbourne United,Melbourne United,1,0,1,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,MEM,Memphis Grizzlies,5,1,4,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,MIA,Miami Heat,6,0,6,244.2,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,MIL,Milwaukee Bucks,4,3,1,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,MIN,Minnesota Timberwolves,6,2,4,248.3,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,NOP,New Orleans Pelicans,4,2,2,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,NYK,New York Knicks,5,4,1,245.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,OKC,Oklahoma City Thunder,6,4,2,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,ORL,Orlando Magic,4,4,0,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,PHI,Philadelphia 76ers,4,1,3,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,PHX,Phoenix Suns,4,3,1,246.3,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,POR,Portland Trail Blazers,4,1,3,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,SAC,Sacramento Kings,4,1,3,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,SAS,San Antonio Spurs,5,5,0,245.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,South East Melbourne Phoenix,South East Melbourne Phoenix,1,0,1,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,TOR,Toronto Raptors,6,4,2,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,UTA,Utah Jazz,4,1,3,246.3,0.0,0.0,0.0,-,-,-,-,-
2025-26,Pre+Season,WAS,Washington Wizards,3,1,2,240.0,0.0,0.0,0.0,-,-,-,-,-
2025-26,IST,ATL,Atlanta Hawks,4,2,2,15.7,10.0,4.3,14.0,30.4,1.5,7.0,21.4,35.7
2025-26,IST,BOS,Boston Celtics,4,2,2,18.3,31.3,13.5,32.5,41.5,4.3,12.5,34.0,48.1
2025-26,IST,BKN,Brooklyn Nets,4,1,3,17.2,15.3,6.0,18.5,32.4,3.3,10.5,31.0,41.2
2025-26,IST,CHA,Charlotte Hornets,4,1,3,18.3,19.3,7.5,23.0,32.6,4.3,13.8,30.9,41.8
2025-26,IST,CHI,Chicago Bulls,4,1,3,17.0,11.8,4.5,11.3,40.0,2.8,6.5,42.3,52.2
2025-26,IST,CLE,Cleveland Cavaliers,4,2,2,16.5,21.0,8.0,22.3,36.0,5.0,13.0,38.5,47.2
2025-26,IST,DAL,Dallas Mavericks,4,1,3,16.8,20.5,9.3,23.5,39.4,2.0,9.0,22.2,43.6
2025-26,IST,DEN,Denver Nuggets,4,2,2,16.3,20.8,8.8,18.0,48.6,3.3,7.8,41.9,57.6
2025-26,IST,DET,Detroit Pistons,4,2,2,15.4,22.3,8.5,17.0,50.0,5.3,9.3,56.8,65.4
2025-26,IST,GSW,Golden State Warriors,4,1,3,17.8,21.8,8.5,21.5,39.5,4.8,12.0,39.6,50.6
2025-26,IST,HOU,Houston Rockets,4,2,2,18.2,21.5,9.5,23.8,40.0,2.5,6.5,38.5,45.3
2025-26,IST,IND,Indiana Pacers,4,1,3,16.9,19.0,8.0,20.3,39.5,3.0,8.5,35.3,46.9
2025-26,IST,LAC,LA Clippers,4,2,2,18.6,32.3,12.5,29.3,42.7,7.3,17.8,40.8,55.1
2025-26,IST,LAL,Los Angeles Lakers,5,4,1,15.8,27.6,11.2,26.4,42.4,5.2,13.6,38.2,52.3
2025-26,IST,MEM,Memphis Grizzlies,4,3,1,16.3,21.3,9.3,23.8,38.9,2.8,9.8,28.2,44.7
2025-26,IST,MIA,Miami Heat,4,2,2,16.5,17.3,7.0,16.3,43.1,3.3,8.0,40.6,53.1
2025-26,IST,MIL,Milwaukee Bucks,3,2,1,17.1,18.0,7.7,21.3,35.9,2.7,7.0,38.1,42.2
2025-26,IST,MIN,Minnesota Timberwolves,4,2,2,15.9,21.8,8.8,24.0,36.5,4.3,13.0,32.7,45.3
2025-26,IST,NOP,New Orleans Pelicans,4,0,4,16.9,18.0,7.3,20.3,35.8,3.5,9.8,35.9,44.4
2025-26,IST,NYK,New York Knicks,6,5,1,18.0,28.0,12.3,25.5,48.4,3.3,8.5,39.2,54.9
2025-26,IST,OKC,Oklahoma City Thunder,6,5,1,16.7,23.3,10.0,20.3,49.2,3.3,7.8,42.6,57.4
2025-26,IST,ORL,Orlando Magic,6,5,1,16.9,16.3,6.7,20.8,32.0,3.0,10.3,29.0,39.2
2025-26,IST,PHI,Philadelphia 76ers,4,1,3,16.0,11.8,5.0,20.5,24.4,1.8,10.5,16.7,28.7
2025-26,IST,PHX,Phoenix Suns,5,3,2,15.9,23.6,9.6,25.4,37.8,4.4,12.2,36.1,46.5
2025-26,IST,POR,Portland Trail Blazers,4,2,2,15.7,17.5,6.8,16.5,40.9,4.0,10.8,37.2,53.0
2025-26,IST,SAC,Sacramento Kings,4,0,4,17.2,19.5,8.3,24.8,33.3,3.0,10.8,27.9,39.4
2025-26,IST,SAS,San Antonio Spurs,6,5,1,16.4,22.3,9.7,24.7,39.2,3.0,9.2,32.7,45.3
2025-26,IST,TOR,Toronto Raptors,5,4,1,16.9,17.4,7.8,18.4,42.4,1.8,4.8,37.5,47.3
2025-26,IST,UTA,Utah Jazz,4,1,3,15.5,17.0,7.3,19.3,37.7,2.5,8.3,30.3,44.2
2025-26,IST,WAS,Washington Wizards,4,1,3,16.2,25.0,10.0,24.0,41.7,5.0,13.3,37.7,52.1
