SEASON,SEASON_TYPE,TEAM_ABB,GP,W,L,MIN,PTS,TOUCHES,FRONT_CT_TOUCHES,TIME_OF_POSS,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,PTS_PER_TOUCH,ELBOW_TOUCHES,POST_TOUCHES,PAINT_TOUCHES,PTS_PER_ELBOW_TOUCH,PTS_PER_POST_TOUCH,PTS_PER_PAINT_TOUCH
2015-16,playoffs,-,3,4,240.0,90.3,365.4,178.4,21.2,3.48,2.83,0.247,13.3,14.3,15.7,0.473,0.540,0.818,0
2015-16,playoffs,-,16,5,240.0,104.8,382.1,200.7,21.7,3.41,2.49,0.274,10.0,12.3,21.8,0.412,0.395,0.775,0
2015-16,playoffs,-,1,4,240.0,93.8,420.8,236.0,22.5,3.21,2.31,0.223,21.4,10.4,21.8,0.402,0.712,0.706,0
2015-16,playoffs,-,0,4,240.0,95.0,347.8,180.0,19.4,3.34,2.60,0.273,9.0,13.8,16.5,0.472,0.527,0.894,0
2015-16,playoffs,-,15,9,241.0,107.7,435.4,253.7,20.1,2.77,1.96,0.247,12.1,15.4,25.9,0.515,0.311,0.712,0
2015-16,playoffs,-,1,4,240.0,91.2,397.4,202.2,20.2,3.05,2.22,0.229,13.0,13.0,29.8,0.400,0.477,0.638,0
2015-16,playoffs,-,3,4,240.0,93.7,386.0,214.3,20.1,3.12,2.22,0.243,11.3,8.6,23.6,0.582,0.250,0.673,0
2015-16,playoffs,-,2,4,240.0,98.3,386.2,198.7,21.1,3.28,2.50,0.255,16.2,8.2,19.3,0.485,0.490,0.845,0
2015-16,playoffs,-,0,4,240.0,81.0,398.0,225.3,20.7,3.12,2.30,0.204,16.5,16.5,26.8,0.379,0.500,0.738,0
2015-16,playoffs,-,7,7,245.4,96.9,385.0,215.1,21.2,3.31,2.65,0.252,11.4,9.2,20.6,0.396,0.589,0.806,0
2015-16,playoffs,-,11,7,240.0,106.4,339.3,158.4,20.6,3.64,2.90,0.314,9.6,8.7,24.2,0.699,0.538,0.849,0
2015-16,playoffs,-,5,6,242.3,105.0,388.0,199.2,21.7,3.36,2.66,0.271,16.3,3.5,27.1,0.408,0.410,0.570,0
2015-16,playoffs,-,6,4,240.0,102.0,419.7,247.8,21.4,3.06,2.38,0.243,19.2,21.7,25.0,0.375,0.654,0.720,0
2015-16,playoffs,-,10,10,243.8,93.4,392.1,209.1,22.3,3.41,2.76,0.238,9.7,5.4,20.5,0.497,0.505,0.775,0
2016-17,regular-season,-,43,39,242.4,103.2,431.2,248.2,20.4,2.85,2.06,0.239,14.0,10.8,27.4,0.319,0.527,0.770,0
2016-17,regular-season,-,53,29,240.9,108.0,442.4,258.4,20.5,2.78,2.07,0.244,9.8,12.0,22.9,0.453,0.485,0.816,0
2016-17,regular-season,-,20,61,240.9,105.8,433.3,251.4,19.9,2.76,2.07,0.244,11.7,15.5,21.3,0.593,0.478,0.830,0
2016-17,regular-season,-,36,46,241.8,104.9,408.1,229.9,20.7,3.04,2.40,0.257,13.5,8.5,20.9,0.510,0.563,0.816,0
2016-17,regular-season,-,41,41,241.2,102.9,424.0,239.6,20.9,2.95,2.13,0.243,13.5,14.7,27.0,0.496,0.527,0.764,0
2016-17,regular-season,-,51,31,242.4,110.3,394.3,200.7,20.9,3.19,2.35,0.280,12.0,10.3,20.9,0.490,0.521,0.747,0
2016-17,regular-season,-,32,49,241.2,97.7,410.8,227.3,22.2,3.24,2.46,0.238,11.0,11.9,16.3,0.453,0.513,0.776,0
2016-17,regular-season,-,39,42,240.9,111.4,419.4,236.1,20.8,2.97,2.18,0.266,12.2,12.4,27.5,0.525,0.587,0.869,0
2016-17,regular-season,-,37,45,241.5,101.3,397.9,213.6,20.6,3.11,2.40,0.255,11.3,12.2,25.3,0.486,0.595,0.871,0
2016-17,regular-season,-,67,15,241.2,115.9,440.1,252.3,19.3,2.64,1.85,0.263,17.7,14.9,30.0,0.453,0.322,0.810,0
2016-17,regular-season,-,55,27,241.2,115.3,388.9,198.3,19.6,3.03,2.19,0.297,12.0,3.7,25.6,0.630,0.545,0.862,0
2016-17,regular-season,-,42,39,242.2,105.0,405.8,218.4,21.0,3.11,2.37,0.259,15.7,13.3,23.8,0.485,0.535,0.849,0
2016-17,regular-season,-,51,31,240.9,108.7,419.9,230.8,21.2,3.04,2.32,0.259,11.5,11.7,21.7,0.441,0.527,0.895,0
2016-17,regular-season,-,26,56,240.3,104.6,409.3,223.1,20.6,3.01,2.09,0.255,14.6,10.4,26.8,0.505,0.459,0.756,0
2016-17,regular-season,-,43,39,242.7,100.5,422.1,243.1,22.0,3.13,2.31,0.238,18.2,21.0,24.5,0.372,0.531,0.800,0
2016-17,regular-season,-,41,41,241.2,103.2,401.9,214.4,21.5,3.21,2.61,0.257,12.0,9.9,24.3,0.435,0.450,0.808,0
2016-17,regular-season,-,42,40,241.2,103.6,403.9,220.5,20.3,3.02,2.25,0.257,19.9,13.5,26.4,0.344,0.492,0.842,0
2016-17,regular-season,-,31,51,241.5,105.6,405.4,221.2,21.5,3.19,2.29,0.260,13.2,19.0,26.9,0.555,0.599,0.840,0
2016-17,regular-season,-,34,48,242.7,104.3,418.6,231.5,19.9,2.86,2.16,0.249,13.0,11.4,20.3,0.570,0.570,0.854,0
2016-17,regular-season,-,31,51,242.1,104.3,447.7,262.9,20.7,2.78,1.90,0.233,18.7,14.4,25.8,0.455,0.498,0.746,0
2016-17,regular-season,-,47,35,241.5,106.6,379.6,196.1,20.2,3.19,2.36,0.281,15.0,17.1,30.0,0.545,0.541,0.756,0
