SEASON,SEASON_TYPE,TEAM_ABB,MATCHUP,GDATE,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,PLUS_MINUS
2017-18,playoffs,-,05/07/2018,W,48,103,38,94,40.4,7,26,26.9,20,26,76.9,16,37,53,24,10,6,3,23,11,0
2017-18,playoffs,-,05/07/2018,L,48,92,31,75,41.3,11,32,34.4,19,26,73.1,6,36,42,16,15,4,10,28,-11,0
2017-18,playoffs,-,05/07/2018,L,48,93,36,79,45.6,4,15,26.7,17,23,73.9,9,23,32,19,13,3,5,24,-35,0
2017-18,playoffs,-,05/06/2018,W,48,118,46,95,48.4,11,33,33.3,15,18,83.3,5,40,45,28,11,11,5,20,26,0
2017-18,playoffs,-,05/06/2018,W,48,100,37,88,42.0,10,38,26.3,16,17,94.1,9,40,49,15,13,11,9,21,13,0
2017-18,playoffs,-,05/06/2018,L,48,87,32,83,38.6,7,29,24.1,16,20,80.0,8,37,45,16,17,8,5,21,-13,0
2017-18,playoffs,-,05/06/2018,L,48,92,32,88,36.4,4,26,15.4,24,30,80.0,10,41,51,17,19,7,4,21,-26,0
2017-18,all-star,-,02/18/2018,W,48,148,62,120,51.7,19,58,32.8,5,6,83.3,10,39,49,40,14,10,3,18,3,0
2017-18,all-star,-,02/18/2018,L,48,145,55,124,44.4,17,65,26.2,18,22,81.8,24,44,68,35,17,10,5,8,-3,0
2017-18,all-star,-,02/16/2018,W,40,155,64,109,58.7,23,56,41.1,4,6,66.7,11,39,50,45,17,11,0,10,31,0
2017-18,all-star,-,02/16/2018,L,40,124,54,105,51.4,11,40,27.5,5,6,83.3,8,30,38,28,17,16,5,7,-31,0
2018-19,pre-season,-,10/12/2018,W,48,140,52,90,57.8,10,35,28.6,26,33,78.8,14,34,48,38,13,15,8,17,29,0
2018-19,pre-season,-,10/12/2018,W,48,143,49,93,52.7,25,48,52.1,20,29,69.0,12,45,57,34,22,8,6,32,22,0
2018-19,pre-season,-,10/12/2018,W,48,129,48,94,51.1,21,45,46.7,12,16,75.0,6,34,40,31,10,8,4,28,19,0
2018-19,pre-season,-,10/12/2018,W,48,100,34,83,41.0,8,25,32.0,24,31,77.4,9,45,54,24,13,6,5,18,19,0
2018-19,pre-season,-,10/12/2018,W,48,121,37,86,43.0,20,47,42.6,27,32,84.4,16,29,45,22,15,17,1,28,18,0
2018-19,pre-season,-,10/12/2018,W,48,119,40,75,53.3,9,17,52.9,30,41,73.2,9,41,50,29,22,6,4,24,14,0
2018-19,pre-season,-,10/12/2018,W,48,119,42,85,49.4,7,31,22.6,28,41,68.3,12,36,48,22,23,10,5,19,6,0
2018-19,pre-season,-,10/12/2018,W,48,113,40,79,50.6,15,37,40.5,18,24,75.0,8,35,43,25,18,5,4,25,6,0
2018-19,pre-season,-,10/12/2018,W,48,123,41,79,51.9,19,33,57.6,22,27,81.5,7,28,35,29,23,8,4,35,5,0
2018-19,pre-season,-,10/12/2018,W,48,98,35,83,42.2,10,33,30.3,18,27,66.7,9,41,50,23,16,13,5,18,5,0
2018-19,pre-season,-,10/12/2018,W,48,118,39,87,44.8,16,38,42.1,24,29,82.8,9,39,48,28,15,4,5,28,3,0
2018-19,pre-season,-,10/12/2018,L,48,115,38,90,42.2,10,24,41.7,29,33,87.9,6,31,37,22,6,7,2,27,-3,0
2018-19,pre-season,-,10/12/2018,L,48,118,37,81,45.7,12,37,32.4,32,42,76.2,12,30,42,21,21,9,4,23,-5,0
2018-19,pre-season,-,10/12/2018,L,48,93,38,90,42.2,9,33,27.3,8,11,72.7,8,42,50,20,19,7,7,26,-5,0
2018-19,pre-season,-,10/12/2018,L,48,113,42,93,45.2,13,40,32.5,16,17,94.1,10,38,48,23,25,10,6,37,-6,0
2018-19,pre-season,-,10/12/2018,L,48,107,38,84,45.2,9,21,42.9,22,27,81.5,8,26,34,22,12,8,4,26,-6,0
2018-19,pre-season,-,10/12/2018,L,48,105,35,88,39.8,10,32,31.3,25,34,73.5,11,29,40,25,16,8,4,30,-14,0
2018-19,pre-season,-,10/12/2018,L,48,103,36,70,51.4,12,26,46.2,19,23,82.6,3,34,37,20,25,8,5,27,-18,0
2018-19,pre-season,-,10/12/2018,L,48,110,40,85,47.1,6,24,25.0,24,32,75.0,11,38,49,18,15,5,1,21,-19,0
2018-19,pre-season,-,10/12/2018,L,48,81,33,89,37.1,5,26,19.2,10,17,58.8,9,43,52,24,16,7,3,25,-19,0
2018-19,pre-season,-,10/12/2018,L,48,121,38,96,39.6,10,33,30.3,35,41,85.4,11,33,44,20,15,11,3,26,-22,0
2018-19,pre-season,-,10/12/2018,L,48,111,36,86,41.9,19,41,46.3,20,22,90.9,12,22,34,22,18,8,1,24,-29,0
2018-19,pre-season,-,10/11/2018,W,48,124,49,96,51.0,8,33,24.2,18,24,75.0,15,43,58,32,16,13,8,25,48,0
2018-19,pre-season,-,10/11/2018,W,48,132,51,85,60.0,14,30,46.7,16,19,84.2,6,45,51,32,21,11,5,32,39,0
2018-19,pre-season,-,10/11/2018,W,48,134,53,100,53.0,14,32,43.8,14,20,70.0,6,34,40,27,12,9,3,24,15,0
2018-19,pre-season,-,10/11/2018,L,48,119,46,98,46.9,9,30,30.0,18,27,66.7,17,34,51,31,17,8,7,20,-15,0
2018-19,pre-season,-,10/11/2018,L,48,93,32,93,34.4,3,18,16.7,26,37,70.3,10,24,34,19,16,12,2,21,-39,0
2018-19,pre-season,-,10/11/2018,L,48,76,28,90,31.1,4,17,23.5,16,24,66.7,14,25,39,16,20,9,3,26,-48,0
2018-19,pre-season,-,10/10/2018,W,48,116,43,90,47.8,15,32,46.9,15,21,71.4,7,40,47,25,9,5,1,20,33,0
2018-19,pre-season,-,10/10/2018,W,48,118,40,88,45.5,16,37,43.2,22,26,84.6,8,36,44,25,23,15,9,29,27,0
2018-19,pre-season,-,10/10/2018,W,48,102,36,80,45.0,10,30,33.3,20,40,50.0,12,42,54,26,13,6,5,23,16,0
2018-19,pre-season,-,10/10/2018,W,48,104,38,95,40.0,13,30,43.3,15,20,75.0,14,37,51,20,15,7,7,15,15,0
2018-19,pre-season,-,10/10/2018,W,48,140,50,106,47.2,14,42,33.3,26,32,81.3,16,29,45,23,14,17,6,30,12,0
2018-19,pre-season,-,10/10/2018,W,48,123,39,90,43.3,7,23,30.4,38,46,82.6,9,36,45,28,19,13,5,27,10,0
2018-19,pre-season,-,10/10/2018,W,48,102,39,83,47.0,10,32,31.3,14,19,73.7,7,36,43,23,16,8,10,29,5,0
2018-19,pre-season,-,10/10/2018,W,48,130,49,84,58.3,14,34,41.2,18,25,72.0,9,29,38,25,14,8,5,23,3,0
2018-19,pre-season,-,10/10/2018,L,48,127,48,87,55.2,12,31,38.7,19,23,82.6,7,27,34,33,12,6,2,20,-3,0
2018-19,pre-season,-,10/10/2018,L,48,97,31,87,35.6,12,45,26.7,23,29,79.3,13,35,48,18,16,5,1,21,-5,0
2018-19,pre-season,-,10/10/2018,L,48,113,42,96,43.8,9,23,39.1,20,36,55.6,15,41,56,23,25,11,3,38,-10,0
2018-19,pre-season,-,10/10/2018,L,48,128,44,78,56.4,16,33,48.5,24,33,72.7,4,31,35,26,24,5,5,27,-12,0
2018-19,pre-season,-,10/10/2018,L,48,89,38,97,39.2,8,23,34.8,5,8,62.5,16,38,54,19,19,6,7,21,-15,0
2018-19,pre-season,-,10/10/2018,L,48,86,31,75,41.3,7,26,26.9,17,22,77.3,1,37,38,18,17,9,4,31,-16,0
2018-19,pre-season,-,10/10/2018,L,48,91,33,82,40.2,6,26,23.1,19,24,79.2,10,34,44,21,34,11,4,25,-27,0
2018-19,pre-season,-,10/10/2018,L,48,83,32,83,38.6,8,31,25.8,11,18,61.1,9,33,42,18,15,3,4,21,-33,0
2018-19,pre-season,-,10/09/2018,W,48,128,46,88,52.3,28,66,42.4,8,13,61.5,10,31,41,30,18,10,11,15,42,0
2018-19,pre-season,-,10/09/2018,W,48,109,41,95,43.2,10,29,34.5,17,25,68.0,14,42,56,24,13,7,9,22,6,0
2018-19,pre-season,-,10/09/2018,W,53,119,41,106,38.7,13,36,36.1,24,35,68.6,19,38,57,21,15,14,12,28,4,0
2018-19,pre-season,-,10/09/2018,L,53,115,40,94,42.6,13,32,40.6,22,30,73.3,7,41,48,24,22,6,5,26,-4,0
2018-19,pre-season,-,10/09/2018,L,48,103,37,90,41.1,9,28,32.1,20,27,74.1,9,41,50,24,13,7,7,24,-6,0
2018-19,pre-season,-,10/09/2018,L,48,86,37,81,45.7,5,15,33.3,7,13,53.8,7,29,36,15,24,8,0,13,-42,0
2018-19,playoffs,-,06/13/2019,W,48,114,39,82,47.6,13,33,39.4,23,29,79.3,11,28,39,25,12,8,2,23,4,0
2018-19,playoffs,-,06/13/2019,L,48,110,39,80,48.8,11,31,35.5,21,30,70.0,11,31,42,28,17,9,6,23,-4,0
2018-19,playoffs,-,06/10/2019,W,48,106,38,82,46.3,20,42,47.6,10,14,71.4,6,31,37,27,16,5,7,22,1,0
2018-19,playoffs,-,06/10/2019,L,48,105,38,85,44.7,8,32,25.0,21,27,77.8,13,30,43,19,13,6,5,19,-1,0
2018-19,playoffs,-,06/07/2019,W,48,105,36,86,41.9,10,32,31.3,23,24,95.8,7,32,39,22,11,12,4,21,13,0
2018-19,playoffs,-,06/07/2019,L,48,92,35,78,44.9,8,27,29.6,14,21,66.7,8,34,42,26,19,6,6,23,-13,0
2018-19,playoffs,-,06/05/2019,W,48,123,43,82,52.4,17,38,44.7,20,21,95.2,5,35,40,30,16,9,10,22,14,0
2018-19,playoffs,-,06/05/2019,L,48,109,36,91,39.6,12,36,33.3,25,30,83.3,13,28,41,25,15,8,3,21,-14,0
2018-19,playoffs,-,06/02/2019,W,48,109,38,82,46.3,13,34,38.2,20,23,87.0,6,36,42,34,16,7,5,26,5,0
2018-19,playoffs,-,06/02/2019,L,48,104,35,94,37.2,11,38,28.9,23,26,88.5,15,34,49,17,15,8,2,22,-5,0
2018-19,playoffs,-,05/30/2019,W,48,118,39,77,50.6,13,33,39.4,27,32,84.4,7,29,36,25,10,6,6,26,9,0
2018-19,playoffs,-,05/30/2019,L,48,109,34,78,43.6,12,31,38.7,29,31,93.5,9,29,38,29,17,6,2,27,-9,0
2018-19,playoffs,-,05/25/2019,W,48,100,36,74,48.6,12,27,44.4,16,22,72.7,6,32,38,20,11,7,4,24,6,0
2018-19,playoffs,-,05/25/2019,L,48,94,30,75,40.0,12,34,35.3,22,31,71.0,12,30,42,19,11,7,7,22,-6,0
2018-19,playoffs,-,05/23/2019,W,48,105,31,84,36.9,18,43,41.9,25,31,80.6,10,35,45,19,6,6,4,16,6,0
2018-19,playoffs,-,05/23/2019,L,48,99,38,84,45.2,10,31,32.3,13,18,72.2,8,45,53,26,11,2,2,22,-6,0
2018-19,playoffs,-,05/21/2019,W,48,120,41,87,47.1,14,41,34.1,24,27,88.9,10,34,44,32,11,9,5,23,18,0
2018-19,playoffs,-,05/21/2019,L,48,102,37,80,46.3,11,35,31.4,17,26,65.4,7,33,40,30,13,8,7,22,-18,0
2018-19,playoffs,-,05/20/2019,W,53,119,46,99,46.5,12,39,30.8,15,19,78.9,15,41,56,30,15,10,5,17,2,0
2018-19,playoffs,-,05/20/2019,L,53,117,47,98,48.0,16,41,39.0,7,10,70.0,6,32,38,31,13,5,6,15,-2,0
2018-19,playoffs,-,05/19/2019,W,58,118,40,102,39.2,17,45,37.8,21,26,80.8,8,47,55,28,17,11,10,30,6,0
2018-19,playoffs,-,05/19/2019,L,58,112,38,102,37.3,14,44,31.8,22,33,66.7,13,50,63,22,20,14,5,30,-6,0
2018-19,playoffs,-,05/18/2019,W,48,110,41,84,48.8,8,26,30.8,20,23,87.0,7,42,49,27,14,9,5,24,11,0
2018-19,playoffs,-,05/18/2019,L,48,99,34,85,40.0,11,35,31.4,20,33,60.6,10,31,41,22,11,9,3,23,-11,0
2018-19,playoffs,-,05/17/2019,W,48,125,43,92,46.7,13,41,31.7,26,35,74.3,11,42,53,27,7,6,4,26,22,0
2018-19,playoffs,-,05/17/2019,L,48,103,37,87,42.5,10,32,31.3,19,25,76.0,6,34,40,19,14,3,6,30,-22,0
2018-19,playoffs,-,05/16/2019,W,48,114,42,82,51.2,9,29,31.0,21,27,77.8,12,38,50,30,16,4,9,21,3,0
2018-19,playoffs,-,05/16/2019,L,48,111,38,86,44.2,18,39,46.2,17,18,94.4,10,27,37,23,13,8,1,22,-3,0
2018-19,playoffs,-,05/15/2019,W,48,108,37,93,39.8,11,44,25.0,23,27,85.2,15,45,60,21,13,8,11,16,8,0
2018-19,playoffs,-,05/15/2019,L,48,100,34,92,37.0,15,42,35.7,17,20,85.0,8,38,46,17,12,9,4,21,-8,0
2018-19,playoffs,-,05/14/2019,W,48,116,42,84,50.0,17,33,51.5,15,18,83.3,11,31,42,30,14,13,8,24,22,0
2018-19,playoffs,-,05/14/2019,L,48,94,30,83,36.1,7,28,25.0,27,31,87.1,16,31,47,21,21,5,5,16,-22,0
2018-19,playoffs,-,05/12/2019,W,48,100,38,93,40.9,4,26,15.4,20,24,83.3,12,43,55,16,4,5,7,31,4,0
2018-19,playoffs,-,05/12/2019,W,48,92,34,89,38.2,7,30,23.3,17,19,89.5,16,33,49,15,10,10,4,22,2,0
2018-19,playoffs,-,05/12/2019,L,48,90,28,65,43.1,9,27,33.3,25,30,83.3,5,36,41,16,17,4,7,21,-2,0
2018-19,playoffs,-,05/12/2019,L,48,96,33,89,37.1,2,19,10.5,28,39,71.8,13,38,51,15,5,1,9,23,-4,0
2018-19,playoffs,-,05/10/2019,W,48,118,42,85,49.4,16,38,42.1,18,23,78.3,10,25,35,25,17,9,7,19,5,0
2018-19,playoffs,-,05/10/2019,L,48,113,42,89,47.2,17,39,43.6,12,17,70.6,12,28,40,21,17,9,1,22,-5,0
2018-19,playoffs,-,05/09/2019,W,48,119,41,89,46.1,15,33,45.5,22,30,73.3,11,32,43,18,9,4,5,20,11,0
2018-19,playoffs,-,05/09/2019,W,48,112,41,89,46.1,10,28,35.7,20,26,76.9,16,36,52,27,18,5,3,22,11,0
2018-19,playoffs,-,05/09/2019,L,48,108,33,86,38.4,12,32,37.5,30,32,93.8,16,28,44,22,7,7,3,23,-11,0
2018-19,playoffs,-,05/09/2019,L,48,101,35,81,43.2,9,36,25.0,22,29,75.9,9,25,34,25,12,9,4,24,-11,0
2018-19,playoffs,-,05/08/2019,W,48,116,42,94,44.7,15,47,31.9,17,22,77.3,12,46,58,27,17,8,7,23,25,0
2018-19,playoffs,-,05/08/2019,W,48,104,39,85,45.9,13,37,35.1,13,18,72.2,12,30,42,28,15,6,1,19,5,0
2018-19,playoffs,-,05/08/2019,L,48,99,33,79,41.8,12,41,29.3,21,24,87.5,8,31,39,19,17,10,3,20,-5,0
2018-19,playoffs,-,05/08/2019,L,48,91,29,93,31.2,7,39,17.9,26,34,76.5,12,36,48,19,14,9,1,18,-25,0
2018-19,playoffs,-,05/07/2019,W,48,125,40,82,48.8,16,40,40.0,29,33,87.9,6,36,42,22,13,12,2,18,36,0
2018-19,playoffs,-,05/07/2019,W,48,124,44,89,49.4,8,24,33.3,28,31,90.3,10,52,62,26,8,4,4,22,26,0
2018-19,playoffs,-,05/07/2019,L,48,98,36,98,36.7,10,37,27.0,16,30,53.3,13,30,43,19,6,6,5,23,-26,0
2018-19,playoffs,-,05/07/2019,L,48,89,33,79,41.8,6,24,25.0,17,20,85.0,5,32,37,19,19,6,5,26,-36,0
2019-20,pre-season,-,07/28/2020,W,48,137,42,91,46.2,23,57,40.4,30,33,90.9,8,40,48,26,18,11,3,27,25,0
2019-20,pre-season,-,07/28/2020,W,48,128,45,96,46.9,19,42,45.2,19,24,79.2,11,43,54,32,17,10,3,29,18,0
2019-20,pre-season,-,07/28/2020,W,48,131,46,89,51.7,20,40,50.0,19,29,65.5,10,31,41,30,14,14,4,19,11,0
2019-20,pre-season,-,07/28/2020,W,48,117,39,91,42.9,18,47,38.3,21,22,95.5,5,30,35,28,19,22,4,24,11,0
2019-20,pre-season,-,07/28/2020,W,48,118,46,95,48.4,7,27,25.9,19,21,90.5,7,41,48,29,12,8,8,18,7,0
2019-20,pre-season,-,07/28/2020,W,53,118,41,102,40.2,12,41,29.3,24,32,75.0,12,44,56,22,12,6,4,26,3,0
2019-20,pre-season,-,07/28/2020,L,53,115,42,114,36.8,11,37,29.7,20,28,71.4,20,47,67,25,11,8,6,32,-3,0
2019-20,pre-season,-,07/28/2020,L,48,111,43,96,44.8,10,24,41.7,15,20,75.0,12,37,49,23,15,5,3,20,-7,0
2019-20,pre-season,-,07/28/2020,L,48,120,45,92,48.9,18,37,48.6,12,22,54.5,14,33,47,28,21,7,5,24,-11,0
2019-20,pre-season,-,07/28/2020,L,48,106,36,80,45.0,16,43,37.2,18,23,78.3,6,40,46,23,28,6,6,26,-11,0
2019-20,pre-season,-,07/28/2020,L,48,110,36,84,42.9,15,45,33.3,23,32,71.9,5,38,43,33,18,6,6,21,-18,0
2019-20,pre-season,-,07/28/2020,L,48,112,41,88,46.6,12,33,36.4,18,31,58.1,10,38,48,21,22,9,3,30,-25,0
2019-20,pre-season,-,07/27/2020,W,48,124,42,92,45.7,17,47,36.2,23,29,79.3,6,33,39,22,11,9,4,28,21,0
2019-20,pre-season,-,07/27/2020,W,48,123,44,89,49.4,13,28,46.4,22,31,71.0,9,38,47,22,14,12,6,28,7,0
2019-20,pre-season,-,07/27/2020,W,48,112,38,85,44.7,13,35,37.1,23,32,71.9,12,42,54,18,21,6,3,26,5,0
2019-20,pre-season,-,07/27/2020,W,48,114,44,98,44.9,18,37,48.6,8,12,66.7,12,30,42,30,16,13,2,20,4,0
2019-20,pre-season,-,07/27/2020,W,48,106,33,81,40.7,13,41,31.7,27,32,84.4,8,43,51,22,13,1,1,26,4,0
2019-20,pre-season,-,07/27/2020,L,48,110,41,76,53.9,12,28,42.9,16,25,64.0,6,40,46,26,21,10,9,16,-4,0
2019-20,pre-season,-,07/27/2020,L,48,102,33,92,35.9,14,51,27.5,22,25,88.0,8,39,47,21,12,3,1,25,-4,0
2019-20,pre-season,-,07/27/2020,L,48,107,42,92,45.7,10,28,35.7,13,27,48.1,8,37,45,27,12,13,6,26,-5,0
2019-20,pre-season,-,07/27/2020,L,48,116,41,89,46.1,10,34,29.4,24,31,77.4,9,33,42,27,16,7,7,25,-7,0
2019-20,pre-season,-,07/27/2020,L,48,103,32,81,39.5,10,38,26.3,29,38,76.3,10,41,51,18,21,7,3,28,-21,0
2019-20,pre-season,-,07/26/2020,W,48,119,38,89,42.7,22,51,43.1,21,26,80.8,9,39,48,25,20,11,3,31,15,0
2019-20,pre-season,-,07/26/2020,W,48,117,42,86,48.8,13,33,39.4,20,31,64.5,7,41,48,21,18,9,3,24,14,0
2019-20,pre-season,-,07/26/2020,W,48,118,46,95,48.4,8,31,25.8,18,21,85.7,8,44,52,26,12,5,7,26,7,0
2019-20,pre-season,-,07/26/2020,W,48,110,34,88,38.6,17,44,38.6,25,36,69.4,13,41,54,23,15,6,4,28,6,0
2019-20,pre-season,-,07/26/2020,W,48,102,35,92,38.0,11,38,28.9,21,32,65.6,14,45,59,22,16,9,7,18,5,0
2019-20,pre-season,-,07/26/2020,L,48,97,36,94,38.3,15,42,35.7,10,18,55.6,10,46,56,27,18,10,7,30,-5,0
2019-20,pre-season,-,07/26/2020,L,48,104,36,86,41.9,7,28,25.0,25,34,73.5,12,38,50,22,14,5,9,27,-6,0
2019-20,pre-season,-,07/26/2020,L,48,111,39,90,43.3,15,38,39.5,18,26,69.2,7,37,44,27,12,5,4,18,-7,0
2019-20,pre-season,-,07/26/2020,L,48,103,35,90,38.9,10,38,26.3,23,29,79.3,10,40,50,23,17,11,4,31,-14,0
2019-20,pre-season,-,07/26/2020,L,48,104,34,88,38.6,8,33,24.2,28,36,77.8,10,41,51,21,20,10,8,25,-15,0
2019-20,pre-season,-,07/25/2020,W,48,119,42,83,50.6,15,36,41.7,20,27,74.1,6,37,43,37,18,9,5,25,15,0
2019-20,pre-season,-,07/25/2020,W,48,131,40,82,48.8,20,45,44.4,31,39,79.5,7,47,54,29,23,7,7,25,8,0
2019-20,pre-season,-,07/25/2020,W,48,119,41,72,56.9,9,20,45.0,28,36,77.8,8,41,49,24,23,3,4,34,7,0
2019-20,pre-season,-,07/25/2020,W,48,124,41,95,43.2,14,44,31.8,28,37,75.7,8,37,45,27,11,14,4,27,5,0
2019-20,pre-season,-,07/25/2020,W,48,105,39,83,47.0,15,38,39.5,12,26,46.2,5,42,47,23,17,7,9,28,5,0
2019-20,pre-season,-,07/25/2020,W,48,101,36,81,44.4,14,40,35.0,15,19,78.9,6,41,47,25,18,9,3,25,2,0
2019-20,pre-season,-,07/25/2020,L,48,99,36,87,41.4,11,43,25.6,16,20,80.0,6,36,42,28,17,4,0,18,-2,0
2019-20,pre-season,-,07/25/2020,L,48,119,42,92,45.7,11,26,42.3,24,28,85.7,12,45,57,21,24,4,11,32,-5,0
2019-20,pre-season,-,07/25/2020,L,48,100,36,101,35.6,8,31,25.8,20,36,55.6,22,41,63,13,12,9,1,27,-5,0
2019-20,pre-season,-,07/25/2020,L,48,112,34,99,34.3,7,39,17.9,37,44,84.1,20,25,45,21,8,9,1,25,-7,0
2019-20,pre-season,-,07/25/2020,L,48,123,42,103,40.8,16,48,33.3,23,26,88.5,7,35,42,23,11,11,6,26,-8,0
2019-20,pre-season,-,07/25/2020,L,48,104,35,89,39.3,11,31,35.5,23,34,67.6,14,32,46,21,21,10,5,24,-15,0
2019-20,pre-season,-,07/24/2020,W,40,98,37,71,52.1,10,30,33.3,14,19,73.7,7,34,41,19,18,6,5,15,14,0
2019-20,pre-season,-,07/24/2020,W,40,94,34,71,47.9,10,34,29.4,16,19,84.2,7,36,43,25,19,8,3,15,11,0
2019-20,pre-season,-,07/24/2020,W,40,90,35,81,43.2,10,30,33.3,10,12,83.3,7,37,44,26,16,9,6,17,7,0
2019-20,pre-season,-,07/24/2020,L,40,83,31,78,39.7,12,32,37.5,9,16,56.3,6,35,41,24,19,5,3,16,-7,0
2019-20,pre-season,-,07/24/2020,L,40,83,29,77,37.7,14,48,29.2,11,12,91.7,10,28,38,18,20,9,1,23,-11,0
2019-20,pre-season,-,07/24/2020,L,40,84,36,81,44.4,5,24,20.8,7,10,70.0,9,24,33,25,13,13,1,22,-14,0
2019-20,regular-season,-,08/14/2020,W,48,134,49,87,56.3,18,38,47.4,18,22,81.8,8,43,51,31,16,8,4,19,38,0
2019-20,regular-season,-,08/14/2020,W,48,109,43,89,48.3,15,38,39.5,8,11,72.7,12,39,51,32,20,11,3,27,17,0
2019-20,regular-season,-,08/14/2020,W,48,117,45,90,50.0,18,35,51.4,9,14,64.3,13,38,51,27,19,8,5,24,8,0
2019-20,regular-season,-,08/14/2020,W,53,107,34,85,40.0,12,37,32.4,27,39,69.2,12,49,61,23,23,10,2,22,4,0
2019-20,regular-season,-,08/14/2020,L,53,103,38,106,35.8,14,44,31.8,13,22,59.1,11,37,48,18,16,5,6,29,-4,0
2019-20,regular-season,-,08/14/2020,L,48,109,36,87,41.4,16,38,42.1,21,23,91.3,9,32,41,27,16,9,11,15,-8,0
2019-20,regular-season,-,08/14/2020,L,48,92,31,87,35.6,10,38,26.3,20,27,74.1,14,34,48,14,19,6,5,15,-17,0
2019-20,regular-season,-,08/14/2020,L,48,96,35,80,43.8,12,48,25.0,14,16,87.5,1,26,27,25,17,10,9,18,-38,0
2019-20,regular-season,-,08/13/2020,W,48,128,49,89,55.1,14,34,41.2,16,21,76.2,7,38,45,34,6,6,4,14,26,0
2019-20,regular-season,-,08/13/2020,W,48,136,54,95,56.8,21,47,44.7,7,12,58.3,9,35,44,37,15,12,2,15,14,0
2019-20,regular-season,-,08/13/2020,W,48,119,45,90,50.0,13,33,39.4,16,23,69.6,9,46,55,36,18,4,3,18,13,0
2019-20,regular-season,-,08/13/2020,W,48,133,48,84,57.1,15,28,53.6,22,30,73.3,6,27,33,25,12,6,2,22,6,0
2019-20,regular-season,-,08/13/2020,W,48,118,47,101,46.5,15,46,32.6,9,10,90.0,12,31,43,25,9,7,5,23,6,0
2019-20,regular-season,-,08/13/2020,W,48,96,34,88,38.6,10,26,38.5,18,24,75.0,18,38,56,22,18,11,6,19,6,0
2019-20,regular-season,-,08/13/2020,W,48,134,50,104,48.1,13,39,33.3,21,24,87.5,14,28,42,25,9,10,4,21,1,0
2019-20,regular-season,-,08/13/2020,L,48,133,53,96,55.2,14,33,42.4,13,19,68.4,12,34,46,28,14,5,5,23,-1,0
2019-20,regular-season,-,08/13/2020,L,48,127,48,87,55.2,10,34,29.4,21,27,77.8,9,31,40,22,13,6,4,22,-6,0
2019-20,regular-season,-,08/13/2020,L,48,112,39,79,49.4,10,20,50.0,24,36,66.7,9,35,44,24,15,4,8,20,-6,0
2019-20,regular-season,-,08/13/2020,L,48,90,35,88,39.8,8,35,22.9,12,14,85.7,13,38,51,22,19,8,7,19,-6,0
2019-20,regular-season,-,08/13/2020,L,48,106,39,98,39.8,13,41,31.7,15,23,65.2,9,36,45,27,15,8,3,22,-13,0
2019-20,regular-season,-,08/13/2020,L,48,122,48,98,49.0,15,35,42.9,11,15,73.3,15,32,47,29,17,6,1,18,-14,0
2019-20,regular-season,-,08/13/2020,L,48,102,39,89,43.8,8,26,30.8,16,19,84.2,11,32,43,17,11,3,4,18,-26,0
2019-20,regular-season,-,08/12/2020,W,48,124,46,85,54.1,14,37,37.8,18,23,78.3,6,34,40,29,8,11,1,25,13,0
2019-20,regular-season,-,08/12/2020,W,48,125,40,90,44.4,18,43,41.9,27,40,67.5,11,36,47,28,12,8,7,23,4,0
2019-20,regular-season,-,08/12/2020,W,48,108,40,100,40.0,11,31,35.5,17,22,77.3,12,42,54,25,15,15,7,25,4,0
2019-20,regular-season,-,08/12/2020,W,48,116,39,89,43.8,16,42,38.1,22,27,81.5,14,36,50,20,16,7,4,19,1,0
2019-20,regular-season,-,08/12/2020,L,48,115,42,86,48.8,14,42,33.3,17,20,85.0,6,34,40,24,12,14,2,23,-1,0
2019-20,regular-season,-,08/12/2020,L,48,121,39,84,46.4,17,40,42.5,26,33,78.8,9,38,47,27,17,9,10,29,-4,0
2019-20,regular-season,-,08/12/2020,L,48,104,32,86,37.2,16,57,28.1,24,28,85.7,6,43,49,20,20,8,6,20,-4,0
2019-20,regular-season,-,08/12/2020,L,48,111,43,87,49.4,13,35,37.1,12,19,63.2,9,33,42,33,12,4,3,19,-13,0
2019-20,regular-season,-,08/11/2020,W,48,123,46,93,49.5,13,32,40.6,18,20,90.0,9,50,59,28,22,10,5,20,18,0
2019-20,regular-season,-,08/11/2020,W,48,122,44,86,51.2,16,37,43.2,18,23,78.3,10,36,46,29,15,7,7,27,15,0
2019-20,regular-season,-,08/11/2020,W,48,130,49,89,55.1,12,28,42.9,20,21,95.2,11,33,44,28,7,4,3,18,13,0
2019-20,regular-season,-,08/11/2020,W,48,126,44,87,50.6,18,38,47.4,20,28,71.4,9,44,53,25,15,6,0,26,13,0
2019-20,regular-season,-,08/11/2020,W,48,108,38,89,42.7,13,43,30.2,19,24,79.2,8,39,47,26,15,9,4,20,12,0
2019-20,regular-season,-,08/11/2020,W,48,112,43,88,48.9,11,26,42.3,15,16,93.8,14,31,45,27,21,4,6,22,6,0
2019-20,regular-season,-,08/11/2020,W,48,134,46,98,46.9,15,38,39.5,27,29,93.1,12,36,48,18,8,9,3,31,3,0
2019-20,regular-season,-,08/11/2020,L,48,131,42,81,51.9,20,44,45.5,27,33,81.8,5,32,37,28,17,4,5,23,-3,0
