SEASON,SEASON_TYPE,TEAM_ABB,MATCHUP,GDATE,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,PLUS_MINUS
2023-24,playoffs,-,05/16/2024,W,48,115,40,86,46.5,15,40,37.5,20,24,83.3,11,51,62,26,6,9,4,14,45,0
2023-24,playoffs,-,05/16/2024,L,48,70,26,86,30.2,7,36,19.4,11,14,78.6,10,33,43,18,12,2,5,17,-45,0
2023-24,playoffs,-,05/15/2024,W,48,113,42,80,52.5,19,43,44.2,10,12,83.3,11,32,43,32,14,6,6,15,15,0
2023-24,playoffs,-,05/15/2024,W,48,104,40,76,52.6,14,35,40.0,10,13,76.9,9,37,46,27,14,5,5,17,12,0
2023-24,playoffs,-,05/15/2024,L,48,92,37,87,42.5,10,40,25.0,8,10,80.0,8,25,33,20,7,8,2,15,-12,0
2023-24,playoffs,-,05/15/2024,L,48,98,38,79,48.1,13,31,41.9,9,12,75.0,6,22,28,25,10,5,2,16,-15,0
2023-24,playoffs,-,05/14/2024,W,48,121,47,101,46.5,12,35,34.3,15,19,78.9,20,33,53,26,9,7,5,22,30,0
2023-24,playoffs,-,05/14/2024,W,48,112,44,80,55.0,9,19,47.4,15,18,83.3,8,30,38,30,12,6,5,17,15,0
2023-24,playoffs,-,05/14/2024,L,48,97,38,78,48.7,8,26,30.8,13,19,68.4,8,25,33,30,14,7,7,20,-15,0
2023-24,playoffs,-,05/14/2024,L,48,91,31,72,43.1,12,27,44.4,17,22,77.3,5,24,29,24,18,5,6,19,-30,0
2023-24,playoffs,-,05/13/2024,W,48,109,38,78,48.7,12,32,37.5,21,24,87.5,10,38,48,15,15,6,4,12,7,0
2023-24,playoffs,-,05/13/2024,W,48,100,35,92,38.0,7,27,25.9,23,24,95.8,12,33,45,18,8,8,9,20,4,0
2023-24,playoffs,-,05/13/2024,L,48,96,36,88,40.9,12,35,34.3,12,23,52.2,12,35,47,26,14,4,13,18,-4,0
2023-24,playoffs,-,05/13/2024,L,48,102,41,94,43.6,15,48,31.3,5,7,71.4,8,24,32,26,8,8,3,17,-7,0
2023-24,all-star,-,02/18/2024,W,48,211,83,146,56.8,42,97,43.3,3,4,75.0,24,40,64,46,14,6,1,1,25,0
2023-24,all-star,-,02/18/2024,L,48,186,80,143,55.9,25,71,35.2,1,1,100,16,37,53,60,11,8,2,2,-25,0
2023-24,all-star,-,02/16/2024,W,7,26,10,15,66.7,2,4,50.0,4,4,100,2,4,6,8,3,3,1,0,13,0
2023-24,all-star,-,02/16/2024,W,48,100,46,89,51.7,2,16,12.5,6,14,42.9,16,30,46,20,14,10,3,12,9,0
2023-24,all-star,-,02/16/2024,W,14,41,18,40,45.0,3,16,18.8,2,5,40.0,11,10,21,10,7,5,2,3,5,0
2023-24,all-star,-,02/16/2024,W,13,40,17,27,63.0,3,6,50.0,3,7,42.9,3,16,19,7,9,1,0,3,5,0
2023-24,all-star,-,02/16/2024,L,14,36,16,32,50.0,3,13,23.1,1,1,100,4,10,14,10,6,4,3,3,-5,0
2023-24,all-star,-,02/16/2024,L,13,35,15,34,44.1,3,16,18.8,2,3,66.7,3,8,11,8,3,7,1,3,-5,0
2023-24,all-star,-,02/16/2024,L,48,91,41,87,47.1,1,22,4.5,8,13,61.5,14,26,40,12,12,9,4,9,-9,0
2023-24,all-star,-,02/16/2024,L,7,13,6,15,40.0,1,7,14.3,0,0,0.0,3,2,5,5,5,1,1,2,-13,0
2023-24,play-in,-,04/19/2024,W,48,112,38,82,46.3,14,33,42.4,22,24,91.7,9,38,47,26,15,6,6,11,21,0
2023-24,play-in,-,04/19/2024,W,48,105,44,85,51.8,7,19,36.8,10,13,76.9,11,34,45,29,16,9,8,19,7,0
2023-24,play-in,-,04/19/2024,L,48,98,36,88,40.9,11,41,26.8,15,22,68.2,14,26,40,21,15,9,4,17,-7,0
2023-24,play-in,-,04/19/2024,L,48,91,35,92,38.0,13,43,30.2,8,10,80.0,7,31,38,27,12,12,6,19,-21,0
2023-24,play-in,-,04/17/2024,W,48,131,54,95,56.8,11,26,42.3,12,15,80.0,10,37,47,27,10,6,8,20,15,0
2023-24,play-in,-,04/17/2024,W,48,105,36,86,41.9,12,35,34.3,21,23,91.3,15,34,49,23,16,4,3,17,1,0
2023-24,play-in,-,04/17/2024,L,48,104,38,90,42.2,14,39,35.9,14,19,73.7,18,29,47,23,13,12,4,19,-1,0
2023-24,play-in,-,04/17/2024,L,48,116,41,91,45.1,11,37,29.7,23,28,82.1,8,26,34,30,11,4,2,16,-15,0
2023-24,play-in,-,04/16/2024,W,48,118,43,98,43.9,18,39,46.2,14,15,93.3,15,34,49,28,8,10,5,17,24,0
2023-24,play-in,-,04/16/2024,W,48,110,35,84,41.7,14,35,40.0,26,29,89.7,6,35,41,24,8,8,7,12,4,0
2023-24,play-in,-,04/16/2024,L,48,106,43,93,46.2,9,30,30.0,11,15,73.3,10,40,50,30,13,4,2,23,-4,0
2023-24,play-in,-,04/16/2024,L,48,94,33,80,41.3,10,32,31.3,18,23,78.3,8,34,42,19,16,5,3,17,-24,0
2023-24,ist,-,12/09/2023,W,48,123,47,88,53.4,2,13,15.4,27,35,77.1,12,43,55,25,20,5,10,25,14,0
2023-24,ist,-,12/09/2023,L,48,109,35,95,36.8,10,41,24.4,29,33,87.9,9,23,32,27,9,10,7,33,-14,0
2023-24,ist,-,12/07/2023,W,48,133,47,86,54.7,17,35,48.6,22,29,75.9,11,48,59,31,15,6,4,16,44,0
2023-24,ist,-,12/07/2023,W,48,128,50,102,49.0,7,33,21.2,21,25,84.0,15,36,51,30,10,9,8,21,9,0
2023-24,ist,-,12/07/2023,L,48,119,43,96,44.8,12,33,36.4,21,28,75.0,12,34,46,19,12,3,9,17,-9,0
2023-24,ist,-,12/07/2023,L,48,89,34,95,35.8,7,31,22.6,14,20,70.0,12,30,42,22,12,7,5,21,-44,0
2023-24,ist,-,12/05/2023,W,48,146,55,91,60.4,23,38,60.5,13,19,68.4,12,25,37,32,12,12,6,23,24,0
2023-24,ist,-,12/05/2023,W,48,106,38,102,37.3,9,30,30.0,21,25,84.0,21,24,45,24,10,11,2,19,3,0
2023-24,ist,-,12/05/2023,L,48,103,37,75,49.3,12,25,48.0,17,21,81.0,8,36,44,25,22,8,5,21,-3,0
2023-24,ist,-,12/05/2023,L,48,122,43,87,49.4,7,23,30.4,29,33,87.9,12,24,36,27,17,8,4,17,-24,0
2023-24,ist,-,12/04/2023,W,48,127,47,87,54.0,14,31,45.2,19,23,82.6,13,29,42,29,14,12,7,22,10,0
2023-24,ist,-,12/04/2023,W,48,122,43,94,45.7,19,40,47.5,17,21,81.0,7,34,41,28,6,8,4,15,10,0
2023-24,ist,-,12/04/2023,L,48,117,38,85,44.7,14,41,34.1,27,33,81.8,11,27,38,29,14,8,2,18,-10,0
2023-24,ist,-,12/04/2023,L,48,112,46,97,47.4,12,41,29.3,8,12,66.7,13,43,56,27,18,5,9,19,-10,0
2023-24,ist,-,11/28/2023,W,48,124,47,90,52.2,21,49,42.9,9,12,75.0,11,41,52,36,16,6,9,18,27,0
2023-24,ist,-,11/28/2023,W,48,115,41,88,46.6,15,38,39.5,18,20,90.0,15,39,54,21,16,10,7,12,24,0
2023-24,ist,-,11/28/2023,W,48,128,50,93,53.8,13,36,36.1,15,17,88.2,12,43,55,27,17,8,12,20,23,0
2023-24,ist,-,11/28/2023,W,48,115,40,89,44.9,13,38,34.2,22,26,84.6,13,46,59,26,15,7,8,17,12,0
2023-24,ist,-,11/28/2023,W,48,131,47,88,53.4,13,35,37.1,24,27,88.9,8,37,45,26,9,3,4,21,7,0
2023-24,ist,-,11/28/2023,W,48,121,42,89,47.2,12,34,35.3,25,29,86.2,9,29,38,25,7,5,4,25,6,0
2023-24,ist,-,11/28/2023,W,48,106,33,78,42.3,14,33,42.4,26,32,81.3,10,41,51,18,20,3,9,17,3,0
2023-24,ist,-,11/28/2023,W,48,124,41,91,45.1,15,44,34.1,27,42,64.3,12,34,46,25,10,8,7,23,1,0
2023-24,ist,-,11/28/2023,L,48,123,40,83,48.2,17,41,41.5,26,30,86.7,9,43,52,25,20,6,6,31,-1,0
2023-24,ist,-,11/28/2023,L,48,103,37,90,41.1,11,30,36.7,18,23,78.3,9,27,36,22,10,8,4,23,-3,0
2023-24,ist,-,11/28/2023,L,48,115,42,85,49.4,8,29,27.6,23,29,79.3,10,30,40,33,12,2,6,27,-6,0
2023-24,ist,-,11/28/2023,L,48,124,48,94,51.1,14,30,46.7,14,21,66.7,8,27,35,32,6,3,5,22,-7,0
2023-24,ist,-,11/28/2023,L,48,103,39,101,38.6,13,36,36.1,12,19,63.2,15,31,46,27,7,11,3,21,-12,0
2023-24,ist,-,11/28/2023,L,48,105,35,101,34.7,13,44,29.5,22,24,91.7,14,30,44,21,11,9,3,16,-23,0
2023-24,ist,-,11/28/2023,L,48,91,37,89,41.6,13,31,41.9,4,7,57.1,13,28,41,21,17,8,2,14,-24,0
2023-24,ist,-,11/28/2023,L,48,97,39,90,43.3,9,28,32.1,10,18,55.6,9,28,37,25,8,11,7,13,-27,0
2023-24,ist,-,11/24/2023,W,48,136,49,102,48.0,16,38,42.1,22,24,91.7,15,25,40,24,9,7,8,21,23,0
2023-24,ist,-,11/24/2023,W,48,110,39,76,51.3,11,31,35.5,21,28,75.0,7,34,41,22,13,10,6,12,21,0
2023-24,ist,-,11/24/2023,W,48,105,40,82,48.8,12,29,41.4,13,15,86.7,6,43,49,25,14,9,9,21,19,0
2023-24,ist,-,11/24/2023,W,48,113,43,85,50.6,11,28,39.3,16,22,72.7,13,35,48,23,18,5,3,28,17,0
2023-24,ist,-,11/24/2023,W,48,124,49,100,49.0,17,35,48.6,9,11,81.8,14,32,46,25,13,7,4,19,13,0
2023-24,ist,-,11/24/2023,W,48,121,44,83,53.0,13,39,33.3,20,27,74.1,13,27,40,32,14,8,6,14,13,0
2023-24,ist,-,11/24/2023,W,48,116,43,88,48.9,10,24,41.7,20,27,74.1,12,38,50,26,15,6,5,19,10,0
2023-24,ist,-,11/24/2023,W,48,118,40,81,49.4,19,42,45.2,19,24,79.2,7,34,41,35,24,7,2,21,6,0
2023-24,ist,-,11/24/2023,W,48,131,48,92,52.2,9,31,29.0,26,33,78.8,10,40,50,28,9,6,6,22,3,0
2023-24,ist,-,11/24/2023,W,48,100,39,81,48.1,10,29,34.5,12,18,66.7,6,40,46,21,19,7,2,14,2,0
2023-24,ist,-,11/24/2023,L,48,98,34,87,39.1,10,37,27.0,20,21,95.2,10,31,41,20,11,11,0,19,-2,0
2023-24,ist,-,11/24/2023,L,48,128,48,100,48.0,15,37,40.5,17,21,81.0,12,34,46,29,9,3,4,24,-3,0
2023-24,ist,-,11/24/2023,L,48,112,45,100,45.0,12,47,25.5,10,12,83.3,15,31,46,28,20,10,3,18,-6,0
2023-24,ist,-,11/24/2023,L,48,106,42,92,45.7,11,37,29.7,11,17,64.7,8,31,39,27,11,11,8,24,-10,0
2023-24,ist,-,11/24/2023,L,48,111,36,82,43.9,12,33,36.4,27,29,93.1,10,34,44,25,18,6,9,18,-13,0
2023-24,ist,-,11/24/2023,L,48,108,42,82,51.2,12,27,44.4,12,19,63.2,9,28,37,20,13,5,2,20,-13,0
2023-24,ist,-,11/24/2023,L,48,96,31,76,40.8,7,29,24.1,27,37,73.0,4,27,31,17,15,10,4,18,-17,0
2023-24,ist,-,11/24/2023,L,48,86,32,94,34.0,7,30,23.3,15,21,71.4,16,30,46,17,15,8,4,14,-19,0
2023-24,ist,-,11/24/2023,L,48,89,37,80,46.3,9,33,27.3,6,10,60.0,6,29,35,22,15,6,2,22,-21,0
2023-24,ist,-,11/24/2023,L,48,113,43,90,47.8,7,18,38.9,20,24,83.3,14,29,43,22,14,6,11,18,-23,0
2024-25,pre-season,-,10/18/2024,W,48,132,51,89,57.3,13,36,36.1,17,20,85.0,6,30,36,38,13,13,9,14,58,0
2024-25,pre-season,-,10/18/2024,W,48,124,47,108,43.5,12,40,30.0,18,20,90.0,20,36,56,34,15,16,10,21,38,0
2024-25,pre-season,-,10/18/2024,W,48,114,42,86,48.8,12,37,32.4,18,22,81.8,8,35,43,32,17,12,10,23,15,0
2024-25,pre-season,-,10/18/2024,W,48,114,41,89,46.1,16,36,44.4,16,23,69.6,12,29,41,29,19,16,2,15,5,0
2024-25,pre-season,-,10/18/2024,W,48,116,44,90,48.9,11,36,30.6,17,25,68.0,7,38,45,34,18,9,7,26,4,0
2024-25,pre-season,-,10/18/2024,W,53,139,53,115,46.1,19,56,33.9,14,21,66.7,12,48,60,34,19,10,5,27,2,0
2024-25,pre-season,-,10/18/2024,W,48,118,46,88,52.3,15,38,39.5,11,16,68.8,4,32,36,32,16,7,2,26,1,0
2024-25,pre-season,-,10/18/2024,L,48,117,39,83,47.0,8,36,22.2,31,38,81.6,8,30,38,22,16,7,6,17,-1,0
2024-25,pre-season,-,10/18/2024,L,53,137,46,106,43.4,17,53,32.1,28,37,75.7,11,40,51,33,15,9,5,18,-2,0
2024-25,pre-season,-,10/18/2024,L,48,112,38,91,41.8,13,42,31.0,23,27,85.2,5,34,39,30,15,13,5,28,-4,0
2024-25,pre-season,-,10/18/2024,L,48,109,38,79,48.1,13,34,38.2,20,23,87.0,12,34,46,28,23,10,5,24,-5,0
2024-25,pre-season,-,10/18/2024,L,48,99,32,86,37.2,8,32,25.0,27,34,79.4,17,34,51,18,18,10,3,17,-15,0
2024-25,pre-season,-,10/18/2024,L,48,86,28,81,34.6,9,42,21.4,21,30,70.0,12,32,44,16,25,5,10,18,-38,0
2024-25,pre-season,-,10/18/2024,L,48,74,28,82,34.1,7,29,24.1,11,15,73.3,15,26,41,15,28,9,2,19,-58,0
2024-25,pre-season,-,10/17/2024,W,48,109,40,80,50.0,8,28,28.6,21,25,84.0,9,44,53,23,16,8,9,10,25,0
2024-25,pre-season,-,10/17/2024,W,48,129,48,92,52.2,15,43,34.9,18,27,66.7,16,39,55,25,18,6,7,21,22,0
2024-25,pre-season,-,10/17/2024,W,48,113,40,74,54.1,11,30,36.7,22,31,71.0,6,37,43,20,21,13,3,26,22,0
2024-25,pre-season,-,10/17/2024,W,48,132,40,73,54.8,15,26,57.7,37,49,75.5,6,37,43,31,19,8,7,28,6,0
2024-25,pre-season,-,10/17/2024,W,53,128,45,103,43.7,16,46,34.8,22,31,71.0,14,39,53,25,9,5,6,15,6,0
2024-25,pre-season,-,10/17/2024,W,53,121,47,103,45.6,12,38,31.6,15,21,71.4,13,33,46,25,17,14,6,22,5,0
2024-25,pre-season,-,10/17/2024,W,48,104,36,82,43.9,14,37,37.8,18,25,72.0,9,41,50,27,16,12,8,12,5,0
2024-25,pre-season,-,10/17/2024,L,53,116,42,89,47.2,17,42,40.5,15,23,65.2,11,41,52,28,33,11,8,30,-5,0
2024-25,pre-season,-,10/17/2024,L,48,99,39,101,38.6,16,54,29.6,5,5,100,17,34,51,25,18,9,5,22,-5,0
2024-25,pre-season,-,10/17/2024,L,48,126,47,95,49.5,13,35,37.1,19,30,63.3,16,29,45,26,20,10,4,37,-6,0
2024-25,pre-season,-,10/17/2024,L,53,122,47,100,47.0,12,36,33.3,16,21,76.2,9,43,52,33,15,7,9,24,-6,0
2024-25,pre-season,-,10/17/2024,L,48,107,41,95,43.2,9,34,26.5,16,21,76.2,13,25,38,32,13,7,2,22,-22,0
2024-25,pre-season,-,10/17/2024,L,48,91,30,86,34.9,12,46,26.1,19,24,79.2,16,30,46,20,23,11,2,21,-22,0
2024-25,pre-season,-,10/17/2024,L,48,84,35,94,37.2,11,35,31.4,3,5,60.0,7,30,37,28,13,8,4,20,-25,0
2024-25,pre-season,-,10/16/2024,W,48,117,40,86,46.5,14,40,35.0,23,25,92.0,14,37,51,19,16,12,5,23,22,0
2024-25,pre-season,-,10/16/2024,W,48,108,40,82,48.8,16,35,45.7,12,16,75.0,3,36,39,34,22,14,4,29,16,0
2024-25,pre-season,-,10/16/2024,W,48,111,44,84,52.4,5,24,20.8,18,25,72.0,15,33,48,23,19,9,5,17,11,0
2024-25,pre-season,-,10/16/2024,W,48,120,46,90,51.1,13,42,31.0,15,18,83.3,9,38,47,34,20,15,2,24,9,0
2024-25,pre-season,-,10/16/2024,W,48,125,44,91,48.4,18,41,43.9,19,24,79.2,7,39,46,32,14,7,5,17,2,0
2024-25,pre-season,-,10/16/2024,L,48,123,45,103,43.7,17,52,32.7,16,17,94.1,13,40,53,31,14,7,2,18,-2,0
2024-25,pre-season,-,10/16/2024,L,48,111,37,87,42.5,17,45,37.8,20,26,76.9,9,29,38,28,22,11,2,21,-9,0
2024-25,pre-season,-,10/16/2024,L,48,100,34,83,41.0,20,46,43.5,12,13,92.3,9,22,31,22,17,9,1,24,-11,0
2024-25,pre-season,-,10/16/2024,L,48,92,29,70,41.4,9,30,30.0,25,37,67.6,7,33,40,20,21,13,9,19,-16,0
2024-25,pre-season,-,10/16/2024,L,48,95,33,84,39.3,15,46,32.6,14,21,66.7,13,30,43,23,20,4,4,22,-22,0
2024-25,pre-season,-,10/15/2024,W,48,124,47,94,50.0,17,46,37.0,13,20,65.0,8,36,44,31,12,15,5,23,30,0
2024-25,pre-season,-,10/15/2024,W,48,118,46,97,47.4,12,37,32.4,14,27,51.9,16,46,62,30,12,8,5,13,20,0
2024-25,pre-season,-,10/15/2024,W,48,111,44,96,45.8,14,45,31.1,9,11,81.8,13,42,55,33,14,7,5,22,14,0
2024-25,pre-season,-,10/15/2024,W,48,111,42,97,43.3,16,45,35.6,11,15,73.3,17,42,59,28,15,3,2,17,6,0
2024-25,pre-season,-,10/15/2024,W,48,120,40,86,46.5,14,45,31.1,26,34,76.5,7,29,36,31,9,15,6,23,3,0
2024-25,pre-season,-,10/15/2024,W,48,117,38,71,53.5,14,35,40.0,27,30,90.0,7,34,41,21,25,5,12,16,3,0
2024-25,pre-season,-,10/15/2024,W,48,119,46,92,50.0,15,43,34.9,12,13,92.3,12,45,57,34,21,6,0,25,1,0
2024-25,pre-season,-,10/15/2024,L,48,118,38,92,41.3,18,55,32.7,24,28,85.7,8,28,36,19,7,10,5,15,-1,0
2024-25,pre-season,-,10/15/2024,L,48,117,44,79,55.7,9,30,30.0,20,29,69.0,8,42,50,28,21,7,2,24,-3,0
2024-25,pre-season,-,10/15/2024,L,48,114,45,105,42.9,10,38,26.3,14,19,73.7,20,24,44,32,11,16,2,24,-3,0
2024-25,pre-season,-,10/15/2024,L,48,105,37,97,38.1,18,49,36.7,13,15,86.7,12,33,45,22,13,8,5,19,-6,0
2024-25,pre-season,-,10/15/2024,L,48,97,34,95,35.8,11,40,27.5,18,21,85.7,15,35,50,20,12,10,5,12,-14,0
2024-25,regular-season,-,04/13/2025,W,48,132,52,104,50.0,15,40,37.5,13,15,86.7,19,34,53,31,12,13,7,15,35,0
2024-25,regular-season,-,04/13/2025,W,48,109,42,96,43.8,15,42,35.7,10,21,47.6,27,29,56,27,16,7,6,16,28,0
2024-25,regular-season,-,04/13/2025,W,48,122,47,103,45.6,13,40,32.5,15,20,75.0,15,44,59,29,13,10,4,17,20,0
2024-25,regular-season,-,04/13/2025,W,48,126,45,88,51.1,10,29,34.5,26,31,83.9,11,36,47,28,9,7,6,13,15,0
2024-25,regular-season,-,04/13/2025,W,48,115,41,98,41.8,9,47,19.1,24,27,88.9,17,37,54,16,10,8,4,25,15,0
2024-25,regular-season,-,04/13/2025,W,48,117,47,88,53.4,17,40,42.5,6,10,60.0,9,35,44,32,16,8,2,15,12,0
2024-25,regular-season,-,04/13/2025,W,48,116,46,98,46.9,13,43,30.2,11,16,68.8,17,37,54,23,13,9,9,16,11,0
2024-25,regular-season,-,04/13/2025,W,48,109,46,88,52.3,14,34,41.2,3,3,100,10,33,43,31,13,6,4,7,11,0
2024-25,regular-season,-,04/13/2025,W,58,126,48,119,40.3,10,42,23.8,20,22,90.9,14,47,61,27,13,15,10,20,8,0
2024-25,regular-season,-,04/13/2025,W,48,113,37,86,43.0,16,42,38.1,23,26,88.5,10,30,40,27,12,10,3,25,8,0
2024-25,regular-season,-,04/13/2025,W,53,140,50,86,58.1,23,44,52.3,17,22,77.3,6,32,38,30,21,5,7,17,7,0
2024-25,regular-season,-,04/13/2025,W,48,125,43,84,51.2,11,32,34.4,28,32,87.5,9,41,50,22,12,11,2,13,7,0
2024-25,regular-season,-,04/13/2025,W,48,93,35,90,38.9,14,45,31.1,9,13,69.2,15,34,49,22,13,12,6,14,7,0
2024-25,regular-season,-,04/13/2025,W,53,124,48,86,55.8,14,30,46.7,14,18,77.8,9,33,42,28,16,11,3,21,5,0
2024-25,regular-season,-,04/13/2025,W,48,119,46,90,51.1,16,37,43.2,11,17,64.7,6,37,43,33,11,4,3,14,1,0
2024-25,regular-season,-,04/13/2025,L,48,118,49,98,50.0,10,32,31.3,10,12,83.3,9,37,46,28,8,8,6,12,-1,0
2024-25,regular-season,-,04/13/2025,L,53,119,43,79,54.4,15,33,45.5,18,23,78.3,3,22,25,31,16,11,6,20,-5,0
2024-25,regular-season,-,04/13/2025,L,53,133,51,107,47.7,22,59,37.3,9,14,64.3,14,28,42,35,13,9,3,19,-7,0
2024-25,regular-season,-,04/13/2025,L,48,118,46,97,47.4,14,39,35.9,12,16,75.0,12,30,42,32,13,8,1,23,-7,0
2024-25,regular-season,-,04/13/2025,L,48,86,32,85,37.6,11,39,28.2,11,18,61.1,18,33,51,23,17,10,4,16,-7,0
2024-25,regular-season,-,04/13/2025,L,58,118,44,115,38.3,18,60,30.0,12,22,54.5,18,47,65,21,22,6,9,23,-8,0
2024-25,regular-season,-,04/13/2025,L,48,105,38,74,51.4,12,35,34.3,17,25,68.0,6,36,42,21,19,4,2,24,-8,0
2024-25,regular-season,-,04/13/2025,L,48,105,40,89,44.9,16,42,38.1,9,11,81.8,9,31,40,24,14,6,5,15,-11,0
2024-25,regular-season,-,04/13/2025,L,48,98,40,84,47.6,15,44,34.1,3,6,50.0,9,28,37,28,13,6,1,9,-11,0
2024-25,regular-season,-,04/13/2025,L,48,105,40,88,45.5,15,35,42.9,10,15,66.7,12,31,43,25,15,11,5,8,-12,0
2024-25,regular-season,-,04/13/2025,L,48,111,45,100,45.0,12,34,35.3,9,14,64.3,16,29,45,32,10,5,4,24,-15,0
2024-25,regular-season,-,04/13/2025,L,48,100,35,91,38.5,7,38,18.4,23,30,76.7,11,36,47,22,13,6,4,19,-15,0
2024-25,regular-season,-,04/13/2025,L,48,102,36,94,38.3,12,44,27.3,18,21,85.7,10,38,48,20,15,7,6,15,-20,0
2024-25,regular-season,-,04/13/2025,L,48,81,31,80,38.8,9,28,32.1,10,14,71.4,13,29,42,21,21,9,11,21,-28,0
2024-25,regular-season,-,04/13/2025,L,48,97,38,87,43.7,5,28,17.9,16,22,72.7,10,28,38,20,18,6,3,13,-35,0
2024-25,regular-season,-,04/11/2025,W,48,153,58,104,55.8,20,45,44.4,17,22,77.3,16,44,60,36,9,12,5,13,49,0
2024-25,regular-season,-,04/11/2025,W,48,130,49,95,51.6,23,51,45.1,9,12,75.0,10,42,52,35,10,9,8,11,36,0
2024-25,regular-season,-,04/11/2025,W,48,145,56,100,56.0,24,53,45.3,9,13,69.2,5,42,47,41,10,12,4,17,34,0
2024-25,regular-season,-,04/11/2025,W,48,140,53,87,60.9,19,37,51.4,15,25,60.0,4,38,42,28,13,11,1,15,31,0
2024-25,regular-season,-,04/11/2025,W,48,119,43,93,46.2,13,41,31.7,20,22,90.9,13,41,54,32,13,8,7,13,30,0
2024-25,regular-season,-,04/11/2025,W,48,117,42,77,54.5,11,31,35.5,22,29,75.9,7,41,48,27,12,5,5,15,26,0
2024-25,regular-season,-,04/11/2025,W,48,124,49,89,55.1,15,34,44.1,11,17,64.7,12,44,56,34,20,8,10,12,22,0
2024-25,regular-season,-,04/11/2025,W,48,117,44,95,46.3,19,47,40.4,10,11,90.9,13,39,52,27,11,9,10,9,19,0
2024-25,regular-season,-,04/11/2025,W,48,103,33,83,39.8,14,44,31.8,23,28,82.1,7,38,45,26,15,15,7,19,17,0
2024-25,regular-season,-,04/11/2025,W,48,129,49,85,57.6,13,32,40.6,18,21,85.7,8,27,35,32,20,14,11,28,14,0
2024-25,regular-season,-,04/11/2025,W,48,124,45,94,47.9,16,42,38.1,18,24,75.0,18,35,53,28,15,9,5,15,14,0
2024-25,regular-season,-,04/11/2025,W,48,117,44,91,48.4,5,24,20.8,24,31,77.4,11,41,52,32,13,9,2,17,8,0
2024-25,regular-season,-,04/11/2025,W,48,125,43,94,45.7,17,39,43.6,22,27,81.5,8,36,44,30,7,7,8,17,6,0
2024-25,regular-season,-,04/11/2025,W,48,108,38,77,49.4,11,31,35.5,21,30,70.0,13,36,49,23,15,7,2,17,6,0
2024-25,regular-season,-,04/11/2025,W,48,101,40,78,51.3,7,21,33.3,14,18,77.8,7,30,37,19,12,6,2,19,1,0
2024-25,regular-season,-,04/11/2025,L,48,100,37,85,43.5,10,31,32.3,16,17,94.1,11,32,43,23,11,5,1,18,-1,0
2024-25,regular-season,-,04/11/2025,L,48,119,46,93,49.5,18,39,46.2,9,18,50.0,8,34,42,30,11,1,9,19,-6,0
2024-25,regular-season,-,04/11/2025,L,48,102,36,88,40.9,16,41,39.0,14,20,70.0,10,25,35,22,11,11,2,18,-6,0
2024-25,regular-season,-,04/11/2025,L,48,109,41,91,45.1,14,43,32.6,13,19,68.4,7,34,41,26,13,8,5,24,-8,0
2024-25,regular-season,-,04/11/2025,L,48,115,40,89,44.9,12,29,41.4,23,35,65.7,17,27,44,24,20,8,7,19,-14,0
2024-25,playoffs,-,06/22/2025,W,48,103,35,87,40.2,11,40,27.5,22,31,71.0,13,27,40,20,8,14,8,23,12,0
2024-25,playoffs,-,06/22/2025,L,48,91,29,70,41.4,11,28,39.3,22,29,75.9,12,33,45,17,23,6,4,24,-12,0
2024-25,playoffs,-,06/19/2025,W,48,108,38,92,41.3,15,42,35.7,17,25,68.0,11,35,46,23,11,16,5,17,17,0
2024-25,playoffs,-,06/19/2025,L,48,91,31,74,41.9,8,30,26.7,21,26,80.8,4,37,41,14,21,4,4,20,-17,0
2024-25,playoffs,-,06/16/2025,W,48,120,40,94,42.6,14,32,43.8,26,32,81.3,19,26,45,24,11,15,12,24,11,0
2024-25,playoffs,-,06/16/2025,L,48,109,37,82,45.1,11,30,36.7,24,30,80.0,18,32,50,23,23,9,4,25,-11,0
2024-25,playoffs,-,06/13/2025,W,48,111,37,78,47.4,3,16,18.8,34,38,89.5,12,31,43,11,16,12,3,26,7,0
2024-25,playoffs,-,06/13/2025,L,48,104,34,80,42.5,11,36,30.6,25,33,75.8,7,26,33,21,16,11,3,27,-7,0
2024-25,playoffs,-,06/11/2025,W,48,116,44,85,51.8,9,27,33.3,19,22,86.4,7,29,36,24,14,13,11,24,9,0
2024-25,playoffs,-,06/11/2025,L,48,107,37,79,46.8,10,22,45.5,23,30,76.7,9,33,42,16,19,6,4,20,-9,0
2024-25,playoffs,-,06/08/2025,W,48,123,40,82,48.8,14,36,38.9,29,33,87.9,11,32,43,25,14,10,4,20,16,0
2024-25,playoffs,-,06/08/2025,L,48,107,37,82,45.1,14,40,35.0,19,26,73.1,7,28,35,27,15,9,6,25,-16,0
2024-25,playoffs,-,06/05/2025,W,48,111,39,82,47.6,18,39,46.2,15,21,71.4,13,43,56,24,25,1,7,22,1,0
2024-25,playoffs,-,06/05/2025,L,48,110,39,98,39.8,11,30,36.7,21,24,87.5,10,29,39,13,7,14,6,19,-1,0
2024-25,playoffs,-,05/31/2025,W,48,125,46,85,54.1,17,33,51.5,16,19,84.2,6,30,36,30,13,10,9,23,17,0
