SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,W,L,W_PCT,TRAVEL,DOUBLE_DRIBBLE,DISCONTINUED_DRIBBLE,OFF_THREE_SEC,FIVE_SEC,EIGHT_SEC,SHOT_CLOCK,INBOUND,BACKCOURT,OFF_GOALTENDING,PALMING,OFF_FOUL,DEF_THREE_SEC,CHARGE,DELAY_OF_GAME,DEF_GOALTENDING,LANE,JUMP_BALL,KICKED_BALL
2022-23,All+Star,Team Giannis,Team Giannis,1,1,0,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-23,All+Star,Team LeBron,Team LeBron,1,0,1,.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-23,PlayIn,ATL,Atlanta Hawks,1,1,0,1.000,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0
2022-23,PlayIn,CHI,Chicago Bulls,2,1,1,.500,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1
2022-23,PlayIn,LAL,Los Angeles Lakers,1,1,0,1.000,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0
2022-23,PlayIn,MIA,Miami Heat,2,1,1,.500,2,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,4
2022-23,PlayIn,MIN,Minnesota Timberwolves,2,1,1,.500,5,0,0,1,0,0,5,0,1,0,0,6,0,2,0,1,0,0,0
2022-23,PlayIn,NOP,New Orleans Pelicans,1,0,1,.000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2022-23,PlayIn,OKC,Oklahoma City Thunder,2,1,1,.500,2,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0
2022-23,PlayIn,TOR,Toronto Raptors,1,0,1,.000,0,0,0,0,0,0,2,0,0,0,0,4,0,1,0,0,0,0,0
2023-24,Pre+Season,ATL,Atlanta Hawks,5,3,2,.600,13,0,1,3,0,0,2,0,0,0,0,12,3,0,2,1,0,0,2
2023-24,Pre+Season,BOS,Boston Celtics,5,4,1,.800,9,0,0,0,0,0,2,0,0,1,0,11,5,1,1,0,0,0,0
2023-24,Pre+Season,Breakers,Breakers,2,0,2,.000,2,0,0,0,0,0,2,0,1,0,1,1,1,0,0,2,2,0,1
2023-24,Pre+Season,BKN,Brooklyn Nets,4,2,2,.500,5,1,1,0,0,1,4,0,1,0,0,9,1,3,1,0,0,0,2
2023-24,Pre+Season,CHA,Charlotte Hornets,4,1,3,.250,3,0,0,0,0,0,1,0,1,0,0,10,2,3,1,3,0,0,3
2023-24,Pre+Season,CHI,Chicago Bulls,5,1,4,.200,3,1,2,2,0,0,4,0,1,0,0,5,0,2,1,2,0,0,6
2023-24,Pre+Season,CLE,Cleveland Cavaliers,4,1,3,.250,7,0,0,0,0,0,4,0,0,0,0,11,0,4,3,0,1,0,0
2023-24,Pre+Season,DAL,Dallas Mavericks,4,1,3,.250,0,0,1,0,0,0,5,1,0,0,0,7,2,1,1,1,0,0,3
2023-24,Pre+Season,DEN,Denver Nuggets,5,3,2,.600,5,0,0,0,0,0,6,0,0,0,0,9,0,2,0,2,0,0,6
2023-24,Pre+Season,DET,Detroit Pistons,4,2,2,.500,6,0,0,0,0,0,3,0,1,0,0,9,2,1,2,0,0,0,2
2023-24,Pre+Season,Flamengo,Flamengo,1,0,1,.000,2,0,0,1,0,0,0,1,0,0,0,6,0,0,0,1,0,0,0
2023-24,Pre+Season,GSW,Golden State Warriors,5,4,1,.800,3,0,0,1,0,0,1,0,1,0,0,9,1,2,5,1,0,0,1
2023-24,Pre+Season,HOU,Houston Rockets,5,4,1,.800,3,0,0,0,0,1,5,0,2,0,0,10,0,5,2,2,0,0,1
2023-24,Pre+Season,IND,Indiana Pacers,4,2,2,.500,6,0,1,0,0,0,6,0,0,1,0,13,0,4,1,2,0,0,1
2023-24,Pre+Season,LAC,LA Clippers,4,2,2,.500,3,0,0,1,0,0,2,0,0,0,0,5,0,0,0,1,1,0,0
2023-24,Pre+Season,LAL,Los Angeles Lakers,6,2,4,.333,7,0,1,0,0,0,3,2,1,0,0,14,1,2,1,3,0,0,3
2023-24,Pre+Season,Maccabi Ra'anana,Maccabi Ra'anana,3,0,3,.000,3,0,0,0,1,0,4,0,1,0,0,5,0,1,1,3,0,0,0
2023-24,Pre+Season,MEM,Memphis Grizzlies,5,2,3,.400,5,0,0,1,0,0,3,0,0,0,0,11,2,5,0,1,0,0,1
2023-24,Pre+Season,MIA,Miami Heat,5,2,3,.400,9,0,0,0,0,0,3,0,0,1,0,17,0,1,1,0,0,0,1
2023-24,Pre+Season,MIL,Milwaukee Bucks,5,3,2,.600,7,0,0,0,0,0,6,0,2,1,1,15,2,3,4,0,0,0,3
2023-24,Pre+Season,MIN,Minnesota Timberwolves,5,5,0,1.000,6,2,0,1,0,0,5,0,0,0,0,8,0,1,2,2,0,0,4
2023-24,Pre+Season,NOP,New Orleans Pelicans,4,1,3,.250,3,0,0,1,0,0,2,0,1,0,0,10,1,6,1,1,0,0,0
2023-24,Pre+Season,NYK,New York Knicks,4,1,3,.250,1,1,0,0,0,0,3,0,0,0,0,6,0,3,2,3,0,0,1
2023-24,Pre+Season,OKC,Oklahoma City Thunder,5,2,3,.400,9,0,0,0,0,0,0,0,0,0,1,4,1,0,3,2,1,0,1
2023-24,Pre+Season,ORL,Orlando Magic,4,3,1,.750,3,0,0,1,0,0,3,0,2,0,0,8,0,1,2,1,0,0,4
2023-24,Pre+Season,PHI,Philadelphia 76ers,4,2,2,.500,3,0,0,0,0,0,1,0,0,0,0,6,0,2,1,0,0,0,2
2023-24,Pre+Season,PHX,Phoenix Suns,5,4,1,.800,4,0,0,1,0,0,2,0,1,1,0,9,2,1,1,4,0,0,3
2023-24,Pre+Season,POR,Portland Trail Blazers,4,1,3,.250,3,0,0,0,0,0,2,1,0,1,0,7,6,2,1,3,0,0,0
2023-24,Pre+Season,Real Madrid,Real Madrid,1,1,0,1.000,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
2023-24,Pre+Season,SAC,Sacramento Kings,5,1,4,.200,5,0,0,0,1,0,1,0,1,0,1,7,0,0,3,2,0,0,0
2023-24,Pre+Season,SAS,San Antonio Spurs,5,3,2,.600,1,0,0,0,0,0,4,0,0,1,0,6,1,1,2,1,0,0,3
2023-24,Pre+Season,Taipans,Taipans,2,0,2,.000,1,0,0,1,0,0,2,0,1,0,0,3,0,1,0,0,0,0,0
2023-24,Pre+Season,TOR,Toronto Raptors,4,4,0,1.000,3,1,0,0,0,0,3,0,1,0,0,15,1,8,2,2,0,0,2
2023-24,Pre+Season,UTA,Utah Jazz,5,3,2,.600,3,2,0,0,0,0,3,0,1,0,0,11,1,3,0,1,0,0,2
2023-24,Pre+Season,WAS,Washington Wizards,4,3,1,.750,1,0,0,0,0,0,2,0,0,0,0,6,1,0,0,2,0,0,3
2023-24,Regular+Season,ATL,Atlanta Hawks,82,36,46,.439,70,0,2,1,2,4,58,0,7,1,0,109,23,22,29,13,1,0,32
2023-24,Regular+Season,BOS,Boston Celtics,82,64,18,.780,47,1,4,5,3,3,49,1,7,4,0,142,11,33,18,22,3,2,26
2023-24,Regular+Season,BKN,Brooklyn Nets,82,32,50,.390,69,3,1,9,0,2,64,0,5,4,0,134,30,25,23,31,1,0,20
2023-24,Regular+Season,CHA,Charlotte Hornets,82,21,61,.256,53,4,1,4,5,1,58,0,6,3,3,148,19,19,12,54,3,0,38
2023-24,Regular+Season,CHI,Chicago Bulls,82,39,43,.476,60,3,4,8,0,2,45,0,4,6,1,99,25,33,26,8,1,0,43
2023-24,Regular+Season,CLE,Cleveland Cavaliers,82,48,34,.585,59,1,1,5,3,3,61,1,6,2,1,99,23,22,16,10,0,0,29
2023-24,Regular+Season,DAL,Dallas Mavericks,82,50,32,.610,43,1,1,7,0,2,34,1,7,3,4,117,25,21,21,33,1,1,33
2023-24,Regular+Season,DEN,Denver Nuggets,82,57,25,.695,42,1,1,5,2,2,65,0,9,4,1,134,16,47,15,18,3,2,42
2023-24,Regular+Season,DET,Detroit Pistons,82,14,68,.171,68,3,4,9,0,1,46,1,8,6,2,147,20,30,11,29,3,3,24
2023-24,Regular+Season,GSW,Golden State Warriors,82,46,36,.561,56,4,1,2,0,5,45,1,8,2,3,140,18,23,21,19,2,0,28
2023-24,Regular+Season,HOU,Houston Rockets,82,41,41,.500,64,3,0,6,5,1,38,2,5,5,0,126,17,43,13,15,4,2,22
2023-24,Regular+Season,IND,Indiana Pacers,82,47,35,.573,65,4,5,6,3,0,50,1,11,3,3,150,13,38,12,37,1,2,24
2023-24,Regular+Season,LAC,LA Clippers,82,51,31,.622,45,3,3,4,1,2,72,0,3,4,0,131,12,34,21,17,0,0,35
2023-24,Regular+Season,LAL,Los Angeles Lakers,82,47,35,.573,48,2,1,6,0,1,45,1,6,5,0,119,17,33,21,27,3,0,40
2023-24,Regular+Season,MEM,Memphis Grizzlies,82,27,55,.329,59,1,2,4,6,3,59,2,7,5,2,146,21,30,16,29,2,0,35
2023-24,Regular+Season,MIA,Miami Heat,82,46,36,.561,68,6,1,6,1,3,65,1,4,7,0,103,18,24,7,18,0,0,32
2023-24,Regular+Season,MIL,Milwaukee Bucks,82,49,33,.598,69,3,3,9,2,2,40,1,5,3,6,127,32,36,18,18,0,0,29
2023-24,Regular+Season,MIN,Minnesota Timberwolves,82,56,26,.683,70,1,2,13,1,3,63,0,7,1,1,139,18,39,16,22,1,0,40
2023-24,Regular+Season,NOP,New Orleans Pelicans,82,49,33,.598,66,1,3,6,3,0,47,2,5,4,2,152,19,35,15,16,1,0,29
2023-24,Regular+Season,NYK,New York Knicks,82,50,32,.610,60,1,1,5,2,2,78,0,9,3,3,128,15,44,14,12,2,1,16
2023-24,Regular+Season,OKC,Oklahoma City Thunder,82,57,25,.695,61,5,2,0,2,0,68,0,7,5,8,98,24,39,13,27,1,0,36
2023-24,Regular+Season,ORL,Orlando Magic,82,47,35,.573,66,0,0,3,1,2,73,1,6,3,2,149,22,34,15,28,1,0,29
2023-24,Regular+Season,PHI,Philadelphia 76ers,82,47,35,.573,52,3,3,1,6,1,53,1,11,6,1,135,15,43,15,20,0,0,35
2023-24,Regular+Season,PHX,Phoenix Suns,82,49,33,.598,56,3,1,4,0,3,62,0,8,1,3,135,26,35,18,13,2,0,38
2023-24,Regular+Season,POR,Portland Trail Blazers,82,21,61,.256,59,3,1,3,2,1,64,0,7,11,4,139,27,47,9,20,2,0,16
2023-24,Regular+Season,SAC,Sacramento Kings,82,46,36,.561,62,5,0,8,2,1,46,0,6,2,2,119,18,22,6,15,0,0,37
2023-24,Regular+Season,SAS,San Antonio Spurs,82,22,60,.268,57,7,3,3,2,0,42,1,5,7,0,101,8,28,10,30,0,0,33
2023-24,Regular+Season,TOR,Toronto Raptors,82,25,57,.305,75,6,1,6,2,1,43,1,5,1,3,140,19,48,15,13,1,0,37
2023-24,Regular+Season,UTA,Utah Jazz,82,31,51,.378,91,5,2,8,3,1,53,0,5,8,2,157,9,33,15,30,0,0,31
2023-24,Regular+Season,WAS,Washington Wizards,82,15,67,.183,75,3,1,3,2,0,35,1,5,3,2,128,15,40,18,25,1,1,32
2023-24,All+Star,East NBA All Stars East,East NBA All Stars East,1,1,0,1.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2023-24,All+Star,West NBA All Stars West,West NBA All Stars West,1,0,1,.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-24,PlayIn,ATL,Atlanta Hawks,1,0,1,.000,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1
2023-24,PlayIn,CHI,Chicago Bulls,2,1,1,.500,1,0,1,0,0,0,3,0,0,0,0,3,0,2,0,0,0,0,1
2023-24,PlayIn,GSW,Golden State Warriors,1,0,1,.000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2023-24,PlayIn,LAL,Los Angeles Lakers,1,1,0,1.000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2023-24,PlayIn,MIA,Miami Heat,2,1,1,.500,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,1
2023-24,PlayIn,NOP,New Orleans Pelicans,2,1,1,.500,0,0,0,0,0,1,1,0,0,0,0,5,0,3,0,0,0,0,1
2023-24,PlayIn,PHI,Philadelphia 76ers,1,1,0,1.000,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
2023-24,PlayIn,SAC,Sacramento Kings,2,1,1,.500,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1
2023-24,IST,ATL,Atlanta Hawks,4,1,3,.250,5,0,0,0,0,0,1,0,0,1,0,5,0,0,1,0,0,0,4
2023-24,IST,BOS,Boston Celtics,5,3,2,.600,7,0,0,0,0,0,4,0,0,0,0,14,1,6,0,1,1,0,1
2023-24,IST,BKN,Brooklyn Nets,4,3,1,.750,1,0,0,0,0,0,6,0,0,1,0,10,2,0,2,1,0,0,1
2023-24,IST,CHA,Charlotte Hornets,4,1,3,.250,2,1,0,0,0,0,1,0,1,0,1,5,2,0,1,4,1,0,4
2023-24,IST,CHI,Chicago Bulls,4,0,4,.000,3,0,1,1,0,0,1,0,0,0,0,6,0,2,2,0,0,0,0
2023-24,IST,CLE,Cleveland Cavaliers,4,3,1,.750,4,0,0,0,0,1,1,0,0,0,0,3,1,0,3,1,0,0,0
2023-24,IST,DAL,Dallas Mavericks,4,2,2,.500,1,0,0,0,0,0,1,0,1,0,0,3,2,0,0,2,0,0,3
2023-24,IST,DEN,Denver Nuggets,4,2,2,.500,2,1,0,1,0,0,3,0,0,1,0,6,1,4,1,2,0,0,3
2023-24,IST,DET,Detroit Pistons,4,0,4,.000,4,1,0,0,0,0,1,0,1,0,0,5,1,0,0,1,1,0,1
2023-24,IST,GSW,Golden State Warriors,4,2,2,.500,8,0,0,0,0,1,2,0,1,0,1,17,0,3,2,0,0,0,1
2023-24,IST,HOU,Houston Rockets,4,2,2,.500,5,0,0,0,0,0,1,0,0,0,0,7,0,0,0,1,2,0,2
2023-24,IST,IND,Indiana Pacers,7,6,1,.857,10,0,0,0,1,0,3,0,1,0,0,11,0,4,1,3,0,0,3
2023-24,IST,LAC,LA Clippers,4,1,3,.250,3,0,0,0,0,0,3,0,0,0,0,10,2,2,1,2,0,0,2
2023-24,IST,LAL,Los Angeles Lakers,7,7,0,1.000,4,0,0,3,0,0,7,0,2,1,0,13,0,4,1,2,0,0,2
2023-24,IST,MEM,Memphis Grizzlies,4,0,4,.000,0,0,0,0,0,0,2,0,0,0,0,5,1,1,1,2,1,0,3
2023-24,IST,MIA,Miami Heat,4,2,2,.500,3,0,0,0,0,0,3,0,0,0,0,8,0,1,0,0,0,0,3
2023-24,IST,MIL,Milwaukee Bucks,6,5,1,.833,7,0,0,0,0,0,0,0,0,1,1,9,3,5,2,2,0,0,0
2023-24,IST,MIN,Minnesota Timberwolves,4,3,1,.750,4,0,0,2,0,0,2,0,0,0,0,14,2,4,2,1,1,0,1
2023-24,IST,NOP,New Orleans Pelicans,6,4,2,.667,6,0,0,0,0,0,5,0,1,0,0,7,0,4,1,0,0,0,1
2023-24,IST,NYK,New York Knicks,5,3,2,.600,2,0,0,0,0,0,4,0,1,0,0,7,3,3,0,1,0,0,2
2023-24,IST,OKC,Oklahoma City Thunder,4,1,3,.250,1,0,0,0,0,0,3,0,0,0,1,3,0,2,0,0,0,0,2
2023-24,IST,ORL,Orlando Magic,4,3,1,.750,6,0,0,0,0,1,4,0,0,0,0,5,2,1,1,1,0,0,1
2023-24,IST,PHI,Philadelphia 76ers,4,2,2,.500,5,0,1,0,2,0,1,0,0,1,0,7,0,4,2,1,0,0,0
2023-24,IST,PHX,Phoenix Suns,5,3,2,.600,2,0,0,1,0,0,6,0,1,1,0,9,3,1,0,0,0,0,2
2023-24,IST,POR,Portland Trail Blazers,4,1,3,.250,5,0,0,0,0,0,1,0,0,1,0,7,3,2,1,2,0,0,0
2023-24,IST,SAC,Sacramento Kings,5,4,1,.800,2,1,0,2,0,0,3,0,0,1,0,11,1,1,0,0,0,0,3
2023-24,IST,SAS,San Antonio Spurs,4,0,4,.000,4,1,0,1,0,0,2,0,1,0,0,6,0,1,0,0,0,0,2
2023-24,IST,TOR,Toronto Raptors,4,1,3,.250,4,0,0,1,0,0,1,0,1,0,0,6,2,1,1,0,0,0,1
2023-24,IST,UTA,Utah Jazz,4,2,2,.500,7,0,0,1,1,0,2,0,0,0,1,10,1,2,0,3,0,0,0
2023-24,IST,WAS,Washington Wizards,4,0,4,.000,6,0,0,0,0,0,1,0,2,0,0,11,0,3,2,0,0,0,4
2024-25,Pre+Season,ATL,Atlanta Hawks,4,1,3,.250,1,1,0,0,0,0,2,0,0,0,0,8,0,3,3,1,0,0,3
2024-25,Pre+Season,BOS,Boston Celtics,5,4,1,.800,4,0,0,0,0,0,4,0,0,0,0,5,0,0,1,0,0,0,2
2024-25,Pre+Season,BKN,Brooklyn Nets,4,1,3,.250,4,0,0,0,0,0,2,0,0,0,0,8,1,4,2,0,0,0,4
2024-25,Pre+Season,CHA,Charlotte Hornets,5,2,3,.400,3,0,0,2,0,0,6,0,0,0,0,19,0,2,0,3,0,0,1
2024-25,Pre+Season,CHI,Chicago Bulls,5,3,2,.600,4,1,0,0,0,0,3,0,0,1,0,10,2,4,2,1,0,0,5
2024-25,Pre+Season,CLE,Cleveland Cavaliers,4,0,4,.000,1,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,2
2024-25,Pre+Season,DAL,Dallas Mavericks,4,1,3,.250,1,0,0,0,0,0,2,1,0,1,0,7,0,1,1,1,1,0,0
2024-25,Pre+Season,DEN,Denver Nuggets,5,1,4,.200,4,0,0,0,0,0,3,1,0,1,0,14,1,3,1,0,1,0,1
2024-25,Pre+Season,DET,Detroit Pistons,5,3,2,.600,6,0,0,0,0,0,6,0,0,0,0,9,1,2,0,2,0,0,1
2024-25,Pre+Season,GSW,Golden State Warriors,6,6,0,1.000,3,0,0,0,0,0,4,0,0,0,0,16,1,2,0,0,0,0,0
2024-25,Pre+Season,HOU,Houston Rockets,4,3,1,.750,5,2,0,0,0,0,2,0,2,0,0,7,1,1,2,2,0,0,0
2024-25,Pre+Season,IND,Indiana Pacers,4,2,2,.500,4,0,1,0,0,0,0,0,0,1,0,7,0,2,0,3,0,0,2
2024-25,Pre+Season,LAC,LA Clippers,5,4,1,.800,1,0,0,0,1,0,7,0,1,0,0,9,2,4,3,1,1,0,0
2024-25,Pre+Season,LAL,Los Angeles Lakers,6,2,4,.333,5,0,1,0,1,0,3,0,0,0,1,12,0,4,3,2,0,0,2
2024-25,Pre+Season,MEM,Memphis Grizzlies,5,3,2,.600,6,0,0,1,0,0,0,0,1,0,0,14,3,6,1,4,0,0,2
2024-25,Pre+Season,MIA,Miami Heat,5,4,1,.800,1,0,0,0,0,1,5,0,0,0,0,9,0,3,3,2,0,0,7
2024-25,Pre+Season,MIL,Milwaukee Bucks,4,1,3,.250,3,0,0,0,0,0,3,0,2,0,2,9,0,1,1,3,0,0,1
2024-25,Pre+Season,MIN,Minnesota Timberwolves,5,2,3,.400,3,1,3,1,0,0,2,0,1,0,0,8,1,0,3,2,0,0,7
2024-25,Pre+Season,NOP,New Orleans Pelicans,3,1,2,.333,2,1,0,0,0,0,1,0,0,1,0,5,1,1,0,0,0,0,0
2024-25,Pre+Season,NYK,New York Knicks,5,4,1,.800,2,0,0,1,0,0,7,0,1,0,0,7,0,0,2,0,0,0,2
2024-25,Pre+Season,New Zealand Breakers,New Zealand Breakers,3,0,3,.000,1,0,0,0,0,0,3,0,0,0,0,7,2,1,1,1,0,0,2
2024-25,Pre+Season,OKC,Oklahoma City Thunder,5,4,1,.800,5,0,0,0,0,0,1,0,2,0,0,7,4,1,1,0,0,0,5
2024-25,Pre+Season,ORL,Orlando Magic,3,1,2,.333,4,0,1,0,0,0,3,0,0,0,0,3,0,0,0,1,1,0,0
2024-25,Pre+Season,PHI,Philadelphia 76ers,6,3,3,.500,4,0,0,0,0,0,4,0,0,0,0,17,3,3,1,1,0,0,4
2024-25,Pre+Season,PHX,Phoenix Suns,5,3,2,.600,4,0,0,1,0,0,2,0,2,0,1,3,1,0,0,2,0,0,0
2024-25,Pre+Season,POR,Portland Trail Blazers,4,3,1,.750,9,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,2
2024-25,Pre+Season,Ratiopharm Ulm,Ratiopharm Ulm,1,0,1,.000,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
2024-25,Pre+Season,SAC,Sacramento Kings,5,0,5,.000,5,0,0,1,0,0,3,0,2,0,0,14,0,3,2,1,0,0,0
2024-25,Pre+Season,SAS,San Antonio Spurs,5,2,3,.400,7,0,0,0,0,0,2,0,1,0,0,7,1,4,0,0,0,0,2
2024-25,Pre+Season,TOR,Toronto Raptors,5,3,2,.600,3,0,0,0,0,0,4,0,1,1,0,9,0,0,1,2,0,0,2
2024-25,Pre+Season,UTA,Utah Jazz,6,4,2,.667,7,0,1,0,0,2,6,0,3,0,1,11,0,2,2,2,0,0,1
2024-25,Pre+Season,WAS,Washington Wizards,5,2,3,.400,9,0,0,0,0,0,1,0,0,0,1,17,2,3,1,0,0,0,1
2024-25,Regular+Season,ATL,Atlanta Hawks,82,40,42,.488,72,2,1,3,3,1,63,0,8,7,1,84,12,23,24,9,1,0,39
2024-25,Regular+Season,BOS,Boston Celtics,82,61,21,.744,40,1,0,3,2,0,40,0,12,3,1,114,7,23,21,15,1,0,20
2024-25,Regular+Season,BKN,Brooklyn Nets,82,26,56,.317,58,2,3,8,0,5,101,2,5,3,4,140,20,31,24,33,4,1,37
2024-25,Regular+Season,CHA,Charlotte Hornets,82,19,63,.232,66,4,2,1,2,3,47,0,6,4,0,137,14,17,19,25,0,0,26
2024-25,Regular+Season,CHI,Chicago Bulls,82,39,43,.476,72,4,1,3,3,3,54,2,13,5,2,84,3,27,18,12,1,0,28
2024-25,Regular+Season,CLE,Cleveland Cavaliers,82,64,18,.780,66,2,1,1,2,2,50,1,10,4,3,83,15,16,18,7,0,0,35
2024-25,Regular+Season,DAL,Dallas Mavericks,82,39,43,.476,51,2,2,4,1,0,59,2,6,1,3,115,11,34,10,26,0,0,33
2024-25,Regular+Season,DEN,Denver Nuggets,82,50,32,.610,43,2,0,0,0,0,58,1,7,6,0,109,3,37,19,17,1,0,29
2024-25,Regular+Season,DET,Detroit Pistons,82,44,38,.537,38,6,4,2,0,1,62,1,11,1,2,133,15,26,15,22,2,0,16
2024-25,Regular+Season,GSW,Golden State Warriors,82,48,34,.585,34,0,1,1,2,4,64,0,7,0,0,131,12,26,22,12,1,0,25
2024-25,Regular+Season,HOU,Houston Rockets,82,52,30,.634,58,1,0,7,5,3,62,1,4,4,3,129,4,45,25,21,4,0,33
2024-25,Regular+Season,IND,Indiana Pacers,82,50,32,.610,44,2,4,6,0,2,79,1,11,5,2,126,9,31,12,28,0,2,23
2024-25,Regular+Season,LAC,LA Clippers,82,50,32,.610,39,4,1,2,1,1,85,1,13,4,3,126,9,23,18,13,1,1,24
2024-25,Regular+Season,LAL,Los Angeles Lakers,82,50,32,.610,31,5,1,2,4,3,63,0,7,5,2,100,9,20,11,15,2,0,44
2024-25,Regular+Season,MEM,Memphis Grizzlies,82,48,34,.585,81,2,0,13,5,2,51,3,4,6,6,124,11,27,21,16,1,0,26
2024-25,Regular+Season,MIA,Miami Heat,82,37,45,.451,46,2,3,3,1,4,72,2,11,8,1,86,7,22,10,29,2,1,47
2024-25,Regular+Season,MIL,Milwaukee Bucks,82,48,34,.585,68,2,1,8,1,1,47,1,6,4,3,136,18,24,15,15,4,0,26
2024-25,Regular+Season,MIN,Minnesota Timberwolves,82,49,33,.598,55,1,6,4,2,4,53,1,9,3,0,113,8,33,28,20,3,0,52
2024-25,Regular+Season,NOP,New Orleans Pelicans,82,21,61,.256,32,3,1,4,1,2,55,0,11,5,0,101,6,26,19,38,3,1,41
2024-25,Regular+Season,NYK,New York Knicks,82,51,31,.622,47,1,1,5,3,4,82,0,2,3,3,109,8,26,28,10,1,1,49
2024-25,Regular+Season,OKC,Oklahoma City Thunder,82,68,14,.829,33,1,0,2,2,0,56,0,7,5,2,85,10,19,13,10,1,0,30
2024-25,Regular+Season,ORL,Orlando Magic,82,41,41,.500,49,2,0,2,4,4,84,0,8,7,3,125,6,35,22,23,1,0,35
2024-25,Regular+Season,PHI,Philadelphia 76ers,82,24,58,.293,59,4,2,6,4,3,57,3,14,2,2,127,10,40,14,21,2,1,24
2024-25,Regular+Season,PHX,Phoenix Suns,82,36,46,.439,39,1,0,0,1,2,64,0,12,2,2,120,11,18,10,18,2,1,18
2024-25,Regular+Season,POR,Portland Trail Blazers,82,36,46,.439,46,10,0,3,1,2,66,0,8,8,5,118,13,36,20,14,2,0,31
2024-25,Regular+Season,SAC,Sacramento Kings,82,40,42,.488,39,2,1,6,0,0,56,0,5,1,0,116,10,21,11,15,0,0,31
2024-25,Regular+Season,SAS,San Antonio Spurs,82,34,48,.415,58,3,2,2,2,1,48,1,8,5,0,90,11,29,10,30,1,0,33
2024-25,Regular+Season,TOR,Toronto Raptors,82,30,52,.366,58,1,1,6,3,0,50,1,13,2,0,111,9,27,11,15,2,1,40
2024-25,Regular+Season,UTA,Utah Jazz,82,17,65,.207,67,3,4,5,6,3,52,2,12,7,3,136,8,24,17,24,2,0,25
2024-25,Regular+Season,WAS,Washington Wizards,82,18,64,.220,63,1,1,2,4,1,48,0,11,7,5,123,15,21,10,24,2,0,37
2024-25,All+Star,-,-,2,1,1,.500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2024-25,All+Star,-,-,2,2,0,1.000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-25,All+Star,-,-,1,0,1,.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-25,All+Star,-,-,1,0,1,.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-25,IST,ATL,Atlanta Hawks,6,4,2,.667,6,0,0,0,0,0,4,0,0,0,0,6,1,1,0,2,0,0,6
2024-25,IST,BOS,Boston Celtics,4,3,1,.750,3,0,0,0,0,0,0,0,0,0,0,9,1,2,2,2,0,0,1
2024-25,IST,BKN,Brooklyn Nets,4,1,3,.250,0,0,0,0,0,0,2,0,0,0,0,6,1,2,2,0,0,0,0
2024-25,IST,CHA,Charlotte Hornets,4,0,4,.000,4,2,0,0,0,0,8,0,0,0,0,14,3,3,3,3,0,0,1
2024-25,IST,CHI,Chicago Bulls,4,2,2,.500,4,0,0,0,0,0,1,0,1,0,0,3,0,1,1,2,0,0,2
2024-25,IST,CLE,Cleveland Cavaliers,4,2,2,.500,4,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,0,0,4
2024-25,IST,DAL,Dallas Mavericks,5,3,2,.600,0,0,0,0,0,0,3,0,2,0,0,11,1,3,0,1,0,0,4
2024-25,IST,DEN,Denver Nuggets,4,2,2,.500,2,0,0,0,0,0,4,0,0,1,0,6,0,3,1,2,0,0,2
2024-25,IST,DET,Detroit Pistons,4,3,1,.750,2,0,0,0,0,0,1,0,3,0,0,7,0,1,0,2,0,0,1
2024-25,IST,GSW,Golden State Warriors,5,3,2,.600,2,0,0,0,0,1,9,0,0,0,0,9,1,2,1,1,0,0,2
2024-25,IST,HOU,Houston Rockets,6,4,2,.667,3,0,0,0,0,1,3,0,1,0,0,14,0,5,3,0,0,0,2
