SEASON,SEASON_TYPE,TEAM_ABB,GP,POSS,POSS_PCT,PPP,PTS,FGM,FGA,FG_PCT,EFG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,PERCENTILE
2018-19,pre-season,-,21.4,19.5,0.66,14.2,5.2,15.0,35.1,38.5,10.3,24.3,8.4,3.7,30.8,16.7,0
2018-19,pre-season,-,20.3,16.9,0.79,16.0,4.8,16.0,29.7,35.9,12.3,9.9,11.1,1.2,34.6,41.7,0
2018-19,pre-season,-,14.6,12.3,0.86,12.6,4.6,11.0,41.1,43.8,9.6,13.7,9.6,0.0,41.1,69.4,0
2018-19,pre-season,-,18.0,15.7,0.86,15.5,4.8,12.0,38.0,43.0,18.1,13.9,6.9,1.4,43.1,66.7,0
2018-19,pre-season,-,17.8,15.1,0.70,12.4,4.6,14.0,32.4,37.3,7.9,13.5,5.6,1.1,32.6,19.4,0
2018-19,pre-season,-,14.2,12.4,0.84,12.0,4.2,10.0,40.4,44.2,12.7,14.1,11.3,0.0,40.8,58.3,0
2018-19,pre-season,-,14.8,12.8,1.00,14.8,4.5,9.0,51.4,64.3,15.3,30.5,11.9,5.1,40.7,94.4,0
2018-19,pre-season,-,16.8,14.3,0.87,14.5,5.5,13.0,42.3,47.1,10.4,14.9,7.5,3.0,40.3,72.2,0
2018-19,pre-season,-,16.6,14.6,0.70,11.6,3.6,11.0,31.6,36.8,14.5,20.5,10.8,3.6,31.3,22.2,0
2018-19,pre-season,-,16.5,13.6,0.85,14.0,5.0,12.0,42.6,51.1,7.6,21.2,4.5,0.0,37.9,63.9,0
2018-19,pre-season,-,26.3,20.2,0.71,18.7,6.7,20.0,33.3,33.3,11.4,12.7,7.6,0.0,36.7,25.0,0
2018-19,pre-season,-,21.0,18.5,0.82,17.3,6.0,16.0,38.3,44.7,11.1,14.3,9.5,0.0,38.1,50.0,0
2018-19,pre-season,-,23.0,20.8,1.02,23.5,9.0,18.0,48.6,55.4,8.7,13.0,4.3,2.2,45.7,97.2,0
2018-19,pre-season,-,20.3,17.4,0.57,11.5,4.3,16.0,27.0,27.0,8.6,14.8,4.9,1.2,28.4,5.6,0
2018-19,pre-season,-,14.3,12.2,0.88,12.7,4.0,12.0,32.4,41.9,9.3,4.7,4.7,0.0,37.2,77.8,0
2018-19,pre-season,-,9.8,8.6,0.78,7.6,3.2,7.0,44.4,48.6,6.1,22.4,4.1,2.0,36.7,36.1,0
2018-19,pre-season,-,13.0,10.5,0.90,11.7,4.3,9.0,50.0,57.7,15.4,20.5,7.7,2.6,43.6,86.1,0
2018-19,pre-season,-,18.5,16.4,0.92,17.0,7.0,16.0,45.2,50.0,5.4,10.8,5.4,0.0,43.2,88.9,0
2018-19,pre-season,-,10.5,8.9,0.81,8.5,4.0,9.0,45.7,45.7,7.1,14.3,7.1,4.8,40.5,44.4,0
2018-19,pre-season,-,17.0,13.7,0.61,10.3,3.7,14.0,26.8,34.1,3.9,15.7,3.9,0.0,25.5,11.1,0
2018-19,pre-season,-,20.0,17.9,0.75,15.0,5.5,16.0,33.3,39.4,7.5,12.5,7.5,2.5,32.5,27.8,0
2018-19,pre-season,-,26.0,23.6,0.85,22.0,10.0,21.0,47.6,52.4,3.8,15.4,3.8,0.0,38.5,61.1,0
2018-19,pre-season,-,18.0,15.9,0.61,11.0,3.0,13.0,23.1,26.9,11.1,16.7,11.1,0.0,27.8,13.9,0
2018-19,pre-season,-,23.0,20.2,0.48,11.0,5.0,15.0,33.3,33.3,8.7,26.1,0.0,0.0,26.1,2.8,0
2018-19,pre-season,-,17.0,16.3,0.59,10.0,3.0,11.0,27.3,36.4,5.9,29.4,5.9,0.0,23.5,8.3,0
2018-19,pre-season,-,25.0,24.0,0.24,6.0,2.0,16.0,12.5,15.6,8.0,28.0,4.0,0.0,12.0,0.0,0
2018-19,regular-season,-,25.0,22.5,0.93,23.3,8.6,19.9,43.3,48.3,10.2,12.5,8.9,2.2,42.3,93.1,0
2018-19,regular-season,-,25.8,22.8,0.90,23.2,8.4,18.9,44.4,47.4,13.1,16.0,10.4,2.3,42.9,72.4,0
2018-19,regular-season,-,23.7,20.6,0.89,21.1,7.7,18.1,42.3,47.8,10.5,14.7,8.9,1.6,40.9,69.0,0
2018-19,regular-season,-,21.5,18.9,0.98,21.1,8.0,17.6,45.6,51.6,8.4,11.4,6.3,1.8,43.7,96.6,0
2018-19,regular-season,-,24.0,21.4,0.88,21.1,7.9,18.5,42.8,46.3,10.8,13.7,8.8,1.7,41.8,62.1,0
2018-19,regular-season,-,24.1,21.5,0.86,20.7,8.0,18.3,43.9,48.0,9.0,17.0,7.2,1.7,40.1,41.4,0
2018-19,regular-season,-,23.3,21.3,0.86,20.0,7.6,18.6,40.9,45.4,8.6,12.9,7.8,1.4,39.6,44.8,0
2018-19,regular-season,-,23.4,20.9,0.83,19.5,7.2,17.4,41.6,45.2,10.3,17.0,8.7,1.9,39.1,20.7,0
2018-19,regular-season,-,22.0,20.0,0.85,18.8,7.4,17.2,43.0,46.4,8.7,14.6,8.0,1.8,40.5,37.9,0
2018-19,regular-season,-,20.2,18.5,0.92,18.5,7.3,16.2,44.7,48.2,8.8,12.5,7.7,1.9,42.9,89.7,0
2018-19,regular-season,-,21.3,19.1,0.86,18.3,6.7,15.8,42.6,47.2,11.2,16.5,8.3,1.8,40.4,48.3,0
2018-19,regular-season,-,23.0,19.5,0.80,18.3,6.8,16.8,40.6,45.1,9.3,19.4,7.3,1.9,36.8,3.4,0
2018-19,regular-season,-,21.1,17.9,0.85,18.0,6.9,16.1,43.0,46.1,10.8,15.9,9.2,2.7,40.1,34.5,0
2018-19,regular-season,-,19.0,17.1,0.88,16.8,6.6,15.4,42.8,46.8,8.6,12.5,7.2,1.9,41.0,65.5,0
2018-19,regular-season,-,20.3,18.5,0.83,16.7,6.3,15.9,39.7,44.5,8.2,15.2,7.5,1.9,37.4,13.8,0
2018-19,regular-season,-,19.4,16.9,0.84,16.3,6.6,15.7,41.8,44.2,9.0,11.7,8.4,1.9,40.4,24.1,0
2018-19,regular-season,-,19.7,17.0,0.83,16.3,6.3,15.1,41.9,46.6,9.1,15.7,8.2,1.7,38.4,17.2,0
2018-19,regular-season,-,19.0,16.4,0.84,16.0,6.3,15.0,42.1,46.0,8.5,14.5,7.5,1.7,39.7,27.6,0
2018-19,regular-season,-,21.0,18.8,0.75,15.8,6.3,16.0,39.6,42.0,8.0,17.1,6.6,1.4,36.2,0.0,0
2018-19,regular-season,-,17.6,16.4,0.84,14.9,5.4,13.8,39.4,43.3,10.9,12.6,9.2,1.9,39.6,31.0,0
2018-19,regular-season,-,17.2,15.1,0.86,14.8,5.8,13.1,44.5,47.8,9.1,16.1,7.6,1.3,41.3,51.7,0
2018-19,regular-season,-,16.3,14.6,0.91,14.7,5.7,13.3,43.3,48.0,7.9,12.1,6.6,1.5,41.3,79.3,0
2018-19,regular-season,-,16.2,14.7,0.90,14.6,5.0,11.8,42.4,49.0,11.6,17.6,8.7,2.0,40.2,75.9,0
2018-19,regular-season,-,16.8,15.0,0.87,14.6,5.3,12.6,42.1,46.2,11.6,15.9,9.5,2.4,40.6,55.2,0
2018-19,regular-season,-,17.2,15.7,0.81,14.0,5.6,13.6,41.2,44.6,7.8,14.4,6.8,1.3,38.6,10.3,0
2018-19,regular-season,-,16.0,14.3,0.88,14.0,5.6,13.0,42.7,46.2,8.3,11.5,7.3,1.7,40.9,58.6,0
2018-19,regular-season,-,13.9,12.2,0.91,12.7,4.8,10.7,44.9,50.6,9.6,16.2,8.6,2.8,41.2,86.2,0
2018-19,regular-season,-,15.0,12.9,0.81,12.1,4.9,11.7,42.1,45.7,7.6,16.2,6.8,1.6,38.2,6.9,0
2018-19,regular-season,-,12.1,10.8,0.99,12.0,4.5,9.8,45.7,52.9,8.4,12.7,7.8,2.1,43.1,100,0
2018-19,regular-season,-,13.1,11.5,0.91,11.9,4.8,10.5,45.9,48.3,10.3,11.9,9.3,1.9,44.3,82.8,0
2018-19,playoffs,-,16.0,15.0,0.96,15.4,5.7,12.3,45.9,51.9,10.7,14.9,8.6,2.9,43.3,86.7,0
2018-19,playoffs,-,23.6,20.6,0.91,21.3,7.6,18.9,39.9,47.9,8.0,12.5,6.6,0.8,39.3,80.0,0
2018-19,playoffs,-,11.9,10.7,1.10,13.1,4.4,9.4,46.9,57.0,11.1,12.6,7.3,3.1,45.2,100,0
2018-19,playoffs,-,18.0,16.3,0.86,15.4,6.0,14.8,40.6,44.0,8.3,9.9,6.0,0.4,40.9,53.3,0
2018-19,playoffs,-,16.4,14.6,0.87,14.3,5.5,12.8,42.9,45.1,11.2,13.2,9.6,3.0,41.6,66.7,0
2018-19,playoffs,-,11.8,10.5,0.85,10.1,3.7,8.5,43.0,48.4,11.9,18.6,8.5,2.8,39.5,46.7,0
2018-19,playoffs,-,20.3,19.5,0.98,19.9,7.7,16.3,47.4,48.7,13.4,7.7,12.0,1.4,49.3,93.3,0
2018-19,playoffs,-,15.6,14.4,0.81,12.6,4.7,11.4,41.6,46.0,8.7,19.8,5.8,2.3,36.6,33.3,0
2018-19,playoffs,-,31.4,26.7,0.87,27.2,10.8,26.6,40.6,45.5,7.0,11.5,7.0,3.2,38.2,60.0,0
2018-19,playoffs,-,22.5,19.5,0.90,20.2,6.5,16.0,40.6,42.2,18.5,14.1,17.0,3.7,43.7,73.3,0
2018-19,playoffs,-,16.1,14.8,0.81,13.0,5.2,12.4,42.0,44.2,7.6,15.2,6.2,0.0,40.0,26.7,0
2018-19,playoffs,-,22.4,20.8,0.77,17.2,6.2,16.2,38.3,42.6,13.4,18.8,10.7,4.5,35.7,13.3,0
2018-19,playoffs,-,23.4,20.7,0.73,17.2,6.2,17.4,35.6,37.9,12.0,14.5,9.4,0.9,35.9,6.7,0
2018-19,playoffs,-,26.8,23.4,0.78,20.8,9.0,23.8,37.9,40.0,4.7,7.5,4.7,0.9,37.4,20.0,0
2018-19,playoffs,-,19.4,17.3,0.84,16.4,5.6,12.8,43.8,43.8,16.5,18.6,12.4,1.0,44.3,40.0,0
2018-19,playoffs,-,20.5,19.9,0.71,14.5,5.8,15.8,36.5,40.5,6.1,18.3,6.1,1.2,31.7,0.0,0
2019-20,pre-season,-,22.2,19.0,0.86,19.0,7.0,16.8,41.7,46.4,9.0,15.3,9.0,0.0,40.5,69.4,0
2019-20,pre-season,-,20.4,17.5,0.90,18.0,6.0,13.6,45.6,51.5,16.7,18.6,14.7,2.0,42.2,80.6,0
2019-20,pre-season,-,17.8,14.5,1.02,18.0,6.0,13.6,47.1,55.1,10.1,13.5,10.1,1.0,44.9,97.2,0
2019-20,pre-season,-,24.3,20.8,0.91,22.0,8.0,17.0,47.1,53.7,12.4,19.6,10.3,2.0,42.3,83.3,0
2019-20,pre-season,-,29.0,26.0,0.99,29.0,10.0,20.3,47.5,56.6,12.6,18.4,10.3,1.0,44.8,94.4,0
2019-20,pre-season,-,21.2,18.4,0.81,17.0,7.0,15.0,44.0,46.7,8.5,22.6,7.5,2.0,37.7,63.9,0
2019-20,pre-season,-,20.0,17.3,0.84,17.0,6.0,14.0,44.3,47.1,10.0,20.0,10.0,0.0,41.0,66.7,0
2019-20,pre-season,-,24.0,20.7,0.69,17.0,6.0,18.6,33.3,36.0,8.3,15.8,7.5,2.0,32.5,41.7,0
2019-20,pre-season,-,22.5,20.1,0.89,20.0,8.0,16.5,45.5,50.0,12.2,17.8,12.2,3.0,41.1,77.8,0
2019-20,pre-season,-,24.2,19.8,0.62,15.0,6.0,16.8,38.1,39.9,6.6,24.8,6.6,1.0,30.6,16.7,0
2019-20,pre-season,-,18.8,15.5,0.99,18.0,8.0,16.0,48.4,54.7,2.7,12.0,2.7,0.0,44.0,91.7,0
2019-20,pre-season,-,23.0,19.7,0.80,18.0,7.0,15.5,43.5,43.5,15.2,19.6,13.0,2.0,41.3,58.3,0
2019-20,pre-season,-,18.8,16.2,0.66,12.0,4.0,13.0,34.6,37.2,9.7,23.0,7.1,2.0,31.0,27.8,0
2019-20,pre-season,-,20.8,17.6,0.88,18.0,6.0,15.8,39.7,46.0,10.8,13.3,9.6,0.0,41.0,72.2,0
2019-20,pre-season,-,18.0,15.1,0.81,15.0,5.0,12.6,42.9,46.8,8.9,23.3,6.7,2.0,36.7,61.1,0
2019-20,pre-season,-,18.0,15.1,0.80,14.0,5.0,11.0,47.3,52.7,11.1,27.8,10.0,0.0,38.9,55.6,0
2019-20,pre-season,-,21.8,19.4,0.75,16.0,6.0,14.5,39.7,44.0,12.6,21.8,9.2,1.0,35.6,50.0,0
2019-20,pre-season,-,22.0,17.8,0.91,20.0,7.0,16.3,40.8,45.9,12.1,13.6,9.1,0.0,42.4,86.1,0
2019-20,pre-season,-,19.5,16.4,0.74,14.0,6.0,12.5,44.0,46.0,11.5,26.9,9.0,3.0,35.9,47.2,0
