SEASON,SEASON_TYPE,PLAYER_NAME,PLAYER_ID,TEAM_ABB,AGE,GP,W,L,MIN,DEF_RATING,DREB,DREB_PCT,PCT_DREB,STL,PCT_STL,BLK,PCT_BLK,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,DEF_WS
2020-21,PlayIn,Aaron Nesmith,1630174,BOS,21,1,1,0,13.6,103.4,2.0,20.0,33.3,1.0,33.3,1.0,100,4.0,0.0,0.0,14.0,0.053
2020-21,PlayIn,Payton Pritchard,1630202,BOS,23,1,1,0,4.6,80.0,1.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.051
2020-21,PlayIn,Raul Neto,203526,WAS,29,2,1,1,21.5,109.9,2.0,6.8,9.1,1.0,33.3,0.0,0.0,11.0,7.0,3.5,20.0,0.045
2020-21,PlayIn,Grayson Allen,1628960,MEM,25,2,2,0,15.1,106.7,2.0,12.9,23.5,2.0,40.0,0.5,33.3,2.5,6.5,1.0,15.0,0.044
2020-21,PlayIn,Grant Riller,1630203,CHA,24,1,0,1,4.3,90.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,4.0,0.037
2020-21,PlayIn,Nate Darling,1630268,CHA,22,1,0,1,4.3,90.9,2.0,40.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,4.0,0.037
2021-22,Regular+Season,Michael Porter Jr.,1629008,DEN,24,9,5,4,29.4,94.7,5.6,17.2,23.6,1.1,23.8,0.2,8.7,10.3,6.3,7.2,31.6,0.223
2021-22,Regular+Season,Sekou Doumbouya,1629635,LAL,21,2,0,2,8.2,40.5,2.0,18.2,20.0,1.5,60.0,1.0,66.7,1.0,1.0,0.0,3.0,0.206
2021-22,Regular+Season,Derrick Walton Jr.,1628476,DET,27,3,1,2,36.1,103.0,2.7,6.8,10.0,2.3,25.0,1.3,33.3,11.0,9.3,8.0,37.3,0.192
2021-22,Regular+Season,Jayson Tatum,1628369,BOS,24,76,49,27,35.9,103.4,6.9,18.0,25.9,1.0,17.9,0.6,14.6,10.5,9.1,8.5,30.8,0.179
2021-22,Regular+Season,Ricky Rubio,201937,IND,31,34,20,14,28.5,99.5,3.7,12.2,17.8,1.4,30.1,0.2,8.6,10.3,6.8,7.2,27.9,0.177
2021-22,Regular+Season,Stephen Curry,201939,GSW,34,64,45,19,34.5,103.4,4.7,12.6,18.4,1.3,19.2,0.4,9.9,12.4,9.2,9.1,32.3,0.174
2021-22,Regular+Season,Paul George,202331,LAC,32,31,18,13,34.8,103.9,6.5,17.1,25.8,2.2,36.2,0.4,12.9,11.6,10.2,8.8,33.8,0.169
2021-22,Regular+Season,Jaylen Brown,1627759,BOS,25,66,43,23,33.6,103.8,5.3,14.5,21.1,1.1,20.6,0.3,6.6,10.0,8.5,7.8,28.4,0.165
2021-22,Regular+Season,Draymond Green,203110,GSW,32,46,34,12,28.9,102.8,6.3,20.4,28.5,1.3,25.0,1.1,35.7,10.4,6.7,6.6,25.1,0.152
2021-22,Regular+Season,Rudy Gobert,203497,UTA,30,66,42,24,32.1,104.5,11.0,31.2,44.9,0.7,14.8,2.1,66.8,10.7,7.8,7.9,28.0,0.151
2021-22,Regular+Season,Frank Kaminsky,1626163,PHX,29,9,8,1,20.1,96.0,3.3,14.4,21.9,0.9,18.6,0.8,31.8,5.9,6.4,5.0,22.2,0.150
2021-22,Regular+Season,Bam Adebayo,1628389,MIA,24,56,36,20,32.6,104.9,7.6,23.4,32.4,1.4,27.0,0.8,41.5,10.4,7.5,7.9,28.0,0.147
2021-22,Regular+Season,Robert Williams III,1629057,BOS,24,61,40,21,29.6,103.4,5.7,17.8,26.1,0.9,19.9,2.2,57.0,9.2,7.7,7.7,25.2,0.146
2021-22,Regular+Season,Marcus Smart,203935,BOS,28,71,47,24,32.3,105.2,3.2,9.3,13.3,1.7,33.1,0.3,6.6,9.8,8.0,7.9,27.5,0.145
2021-22,Regular+Season,Al Horford,201143,BOS,36,69,46,23,29.1,103.4,6.1,20.1,28.5,0.7,17.0,1.3,39.3,8.1,6.8,6.4,23.8,0.144
2021-22,Regular+Season,Chris Paul,101108,PHX,37,65,53,12,32.9,105.5,4.0,11.3,16.4,1.9,31.4,0.3,11.1,8.5,9.2,7.5,32.0,0.142
2021-22,Regular+Season,Andrew Wiggins,203952,GSW,27,73,47,26,31.9,105.4,3.3,9.5,13.7,1.0,18.1,0.7,22.5,10.8,8.4,8.3,29.5,0.140
2021-22,Regular+Season,Darius Garland,1629636,CLE,22,68,37,31,35.7,106.9,2.7,7.4,10.7,1.3,23.8,0.1,3.2,12.6,9.5,8.6,34.7,0.140
2021-22,Regular+Season,Kyle Lowry,200768,MIA,36,63,41,22,33.9,106.6,4.0,11.6,16.4,1.1,20.4,0.3,12.8,12.0,8.0,8.7,28.5,0.138
2021-22,Regular+Season,Mikal Bridges,1628969,PHX,25,82,64,18,34.8,106.9,3.3,8.9,13.1,1.2,18.8,0.4,15.1,10.0,10.3,8.3,33.3,0.137
2021-22,Regular+Season,Lonzo Ball,1628366,CHI,24,35,22,13,34.6,107.0,4.4,12.5,18.0,1.8,30.0,0.9,27.0,11.4,9.2,8.6,32.9,0.136
2021-22,Regular+Season,Evan Mobley,1630596,CLE,21,69,40,29,33.8,106.8,6.2,17.4,26.2,0.8,16.7,1.7,48.1,11.9,8.9,8.2,32.1,0.134
2021-22,Regular+Season,George Hill,201588,MIL,36,54,36,18,23.2,100.8,2.2,8.4,12.1,0.8,19.2,0.1,5.8,6.6,6.0,5.1,20.0,0.134
2021-22,Regular+Season,Andre Iguodala,2738,GSW,38,31,20,11,19.4,97.0,2.5,11.7,17.4,0.9,21.6,0.7,31.4,5.6,5.5,4.5,16.3,0.133
2021-22,Regular+Season,Joe Harris,203925,BKN,30,14,10,4,30.2,105.6,3.6,10.9,15.6,0.5,11.1,0.1,5.6,13.9,8.3,11.5,29.0,0.133
2021-22,Regular+Season,Collin Sexton,1629012,CLE,23,11,7,4,28.8,105.0,2.1,6.6,10.1,0.9,20.8,0.0,0.0,13.8,7.6,8.9,28.2,0.131
2021-22,Regular+Season,Fred VanVleet,1627832,TOR,28,65,39,26,37.9,108.5,3.8,10.0,15.1,1.7,24.6,0.5,15.5,11.3,10.7,9.0,35.1,0.131
2021-22,Regular+Season,Jordan Poole,1629673,GSW,23,76,49,27,30.0,105.5,3.0,9.4,13.2,0.8,15.4,0.3,11.0,10.4,7.5,7.2,27.3,0.131
2021-22,Regular+Season,Mike Conley,201144,UTA,34,72,44,28,28.6,104.9,2.4,7.9,11.2,1.3,32.3,0.3,11.3,9.3,6.9,7.0,25.4,0.131
2021-22,Regular+Season,OG Anunoby,1628384,TOR,24,48,31,17,36.0,108.1,4.0,11.6,16.9,1.5,20.2,0.5,14.9,10.4,9.5,8.8,34.4,0.129
2021-22,Regular+Season,Jarrett Allen,1628386,CLE,24,56,35,21,32.3,106.7,7.3,21.3,31.4,0.8,16.7,1.3,44.9,12.3,8.4,8.4,31.1,0.128
2021-22,Regular+Season,Kenrich Williams,1629026,OKC,27,49,17,32,21.9,100.3,3.0,12.3,18.3,0.9,26.3,0.2,9.7,7.1,5.4,3.3,19.1,0.128
2021-22,Regular+Season,Devin Booker,1626164,PHX,25,68,56,12,34.5,108.1,4.4,11.7,17.1,1.1,18.6,0.4,12.7,10.4,10.8,8.2,32.8,0.124
2021-22,Regular+Season,Joel Embiid,203954,PHI,28,68,45,23,33.8,107.8,9.6,27.3,39.4,1.1,22.4,1.5,40.4,9.5,8.8,10.0,32.6,0.124
2021-22,Regular+Season,Scottie Barnes,1630567,TOR,20,74,43,31,35.4,108.4,4.9,14.1,21.1,1.1,16.7,0.7,22.5,10.5,10.3,8.5,33.8,0.124
2021-22,Regular+Season,Cameron Johnson,1629661,PHX,26,66,50,16,26.2,104.6,3.5,12.3,17.8,0.9,18.8,0.2,9.6,8.6,7.2,5.7,25.1,0.123
2021-22,Regular+Season,Derrick White,1628401,BOS,27,75,40,35,29.3,106.4,3.0,9.4,14.1,0.9,18.9,0.8,23.0,8.3,8.9,6.7,29.6,0.123
2021-22,Regular+Season,Alex Caruso,1627936,CHI,28,41,24,17,28.0,105.5,2.8,10.1,14.5,1.7,35.3,0.4,16.1,8.0,6.7,5.4,25.6,0.122
2021-22,Regular+Season,Derrick Rose,201565,NYK,33,26,11,15,24.5,103.3,2.2,8.0,12.4,0.8,22.2,0.5,14.5,7.1,6.5,4.3,19.8,0.122
2021-22,Regular+Season,Giannis Antetokounmpo,203507,MIL,27,67,45,22,32.9,107.9,9.6,26.7,36.6,1.1,20.2,1.4,46.7,10.3,8.1,6.6,28.3,0.122
2021-22,Regular+Season,Joe Ingles,204060,POR,34,45,28,17,24.9,103.7,2.6,9.9,14.0,0.5,14.8,0.1,4.7,8.6,6.3,6.2,24.3,0.121
2021-22,Regular+Season,Jae Crowder,203109,PHX,31,67,54,13,28.1,105.9,4.8,16.0,23.5,1.4,26.5,0.4,21.0,7.2,8.1,6.4,26.5,0.119
2021-22,Regular+Season,Anthony Davis,203076,LAL,29,40,17,23,35.1,108.9,7.2,19.6,28.3,1.2,20.1,2.3,51.1,13.4,9.0,11.6,36.6,0.118
2021-22,Regular+Season,Dillon Brooks,1628415,MEM,26,32,22,10,27.7,105.9,2.3,8.0,11.7,1.1,19.0,0.3,7.2,7.5,6.6,7.5,25.3,0.118
2021-22,Regular+Season,Jimmy Butler III,202710,MIA,32,57,38,19,33.9,108.4,4.1,12.5,17.6,1.6,29.7,0.5,23.7,11.3,8.5,8.1,29.5,0.118
2021-22,Regular+Season,Pascal Siakam,1627783,TOR,28,68,40,28,37.9,109.6,6.6,18.2,26.4,1.3,18.4,0.6,17.6,10.5,9.7,9.3,35.7,0.118
2021-22,Regular+Season,Tyler Herro,1629639,MIA,22,66,44,22,32.6,108.1,4.5,13.3,19.9,0.7,13.4,0.1,4.9,11.7,9.8,8.0,29.3,0.118
2021-22,Regular+Season,Kevin Durant,201142,BKN,33,55,36,19,37.2,109.7,6.9,16.6,24.9,0.9,15.5,0.9,22.0,14.0,10.7,11.1,35.1,0.117
2021-22,Regular+Season,Cameron Payne,1626166,PHX,27,58,46,12,22.0,102.7,2.6,10.9,16.2,0.7,18.4,0.3,12.5,7.4,6.6,4.9,20.3,0.116
2021-22,Regular+Season,Jaren Jackson Jr.,1628991,MEM,22,78,53,25,27.3,106.0,4.3,14.5,21.2,0.9,17.0,2.3,54.5,7.5,7.3,7.6,25.5,0.116
2021-22,All+Star,Andrew Wiggins,203952,GSW,27,1,0,1,15.3,142.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,13.0,26.0,0.000
2021-22,All+Star,Chris Paul,101108,PHX,37,1,1,0,2.3,112.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,0.000
2021-22,All+Star,Darius Garland,1629636,CLE,22,1,1,0,23.8,140.0,1.0,5.0,7.7,2.0,28.6,0.0,0.0,4.0,3.0,4.0,30.0,0.000
2021-22,All+Star,DeMar DeRozan,201942,CHI,32,1,1,0,26.7,145.7,3.0,7.7,12.0,0.0,0.0,0.0,0.0,13.0,12.0,26.0,56.0,0.000
2021-22,All+Star,Dejounte Murray,1627749,SAS,25,1,0,1,26.6,144.2,1.0,7.1,8.3,0.0,0.0,1.0,100,11.0,0.0,24.0,24.0,0.000
2021-22,All+Star,Devin Booker,1626164,PHX,25,1,0,1,29.9,159.3,5.0,15.2,19.2,4.0,66.7,0.0,0.0,13.0,4.0,18.0,38.0,0.000
2021-22,All+Star,Fred VanVleet,1627832,TOR,28,1,1,0,9.3,119.2,2.0,22.2,28.6,0.0,0.0,0.0,0.0,4.0,3.0,4.0,20.0,0.000
2021-22,All+Star,Giannis Antetokounmpo,203507,MIL,27,1,1,0,26.7,151.9,7.0,17.1,26.9,3.0,33.3,1.0,20.0,13.0,12.0,26.0,60.0,0.000
2021-22,All+Star,Ja Morant,1629630,MEM,22,1,0,1,17.6,141.2,1.0,4.2,7.1,0.0,0.0,0.0,0.0,12.0,12.0,7.0,34.0,0.000
2021-22,All+Star,Jarrett Allen,1628386,CLE,24,1,1,0,23.8,168.6,7.0,28.0,38.9,1.0,14.3,2.0,50.0,4.0,3.0,4.0,32.0,0.000
2021-22,All+Star,Jayson Tatum,1628369,BOS,24,1,0,1,20.3,142.1,2.0,9.5,15.4,1.0,14.3,0.0,0.0,10.0,8.0,17.0,32.0,0.000
2021-22,All+Star,Jimmy Butler III,202710,MIA,32,1,1,0,9.3,119.2,0.0,0.0,0.0,2.0,50.0,0.0,0.0,4.0,3.0,4.0,20.0,0.000
2021-22,All+Star,Joel Embiid,203954,PHI,28,1,0,1,30.6,179.6,8.0,21.6,34.8,0.0,0.0,0.0,0.0,12.0,12.0,9.0,40.0,0.000
2021-22,All+Star,Karl-Anthony Towns,1626157,MIN,26,1,0,1,14.2,132.6,3.0,17.6,21.4,0.0,0.0,0.0,0.0,13.0,4.0,14.0,30.0,0.000
2021-22,All+Star,Khris Middleton,203114,MIL,30,1,0,1,20.7,166.7,3.0,21.4,25.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,16.0,0.000
2021-22,All+Star,LaMelo Ball,1630163,CHA,20,1,0,1,22.4,206.5,3.0,15.8,21.4,3.0,60.0,0.0,0.0,4.0,0.0,18.0,22.0,0.000
2021-22,All+Star,LeBron James,2544,LAL,37,1,1,0,36.3,167.1,5.0,11.4,20.0,3.0,42.9,1.0,16.7,13.0,12.0,26.0,62.0,0.000
2021-22,All+Star,Luka Dončić,1629029,DAL,23,1,1,0,24.7,134.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,4.0,28.0,0.000
2021-22,All+Star,Nikola Jokić,203999,DEN,27,1,1,0,21.0,134.9,6.0,23.1,40.0,1.0,16.7,0.0,0.0,9.0,7.0,24.0,44.0,0.000
2021-22,All+Star,Rudy Gobert,203497,UTA,30,1,0,1,12.6,122.2,6.0,50.0,50.0,1.0,20.0,0.0,0.0,9.0,0.0,12.0,18.0,0.000
2021-22,All+Star,Stephen Curry,201939,GSW,34,1,1,0,36.3,167.1,4.0,9.1,16.0,1.0,14.3,2.0,33.3,13.0,12.0,26.0,62.0,0.000
2021-22,All+Star,Trae Young,1629027,ATL,23,1,0,1,19.1,161.8,2.0,7.1,11.8,2.0,40.0,0.0,0.0,10.0,8.0,17.0,34.0,0.000
2021-22,All+Star,Zach LaVine,203897,CHI,27,1,0,1,10.8,163.6,3.0,12.5,15.8,0.0,0.0,0.0,0.0,9.0,4.0,10.0,26.0,0.000
2021-22,PlayIn,Josh Okogie,1629006,MIN,23,1,1,0,0.1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.089
2021-22,PlayIn,Kevin Knox II,1628995,ATL,22,1,1,0,1.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.182
2021-22,PlayIn,Gorgui Dieng,203476,ATL,32,2,2,0,3.7,93.8,0.0,0.0,0.0,0.0,0.0,0.5,100,0.0,1.5,0.0,0.0,-0.265
2021-22,PlayIn,Jalen Johnson,1630552,ATL,20,1,1,0,3.4,112.5,2.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,-0.345
2021-22,PlayIn,Skylar Mays,1630219,ATL,24,1,1,0,3.3,112.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,-0.345
2021-22,PlayIn,Amir Coffey,1629599,LAC,25,2,0,2,2.0,177.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,2.0,3.0,-0.360
2021-22,PlayIn,Isaiah Thomas,202738,CHA,33,1,0,1,6.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,4.0,-0.417
2021-22,PlayIn,Devonte' Graham,1628984,NOP,27,2,2,0,5.3,110.0,0.5,7.7,14.3,0.0,0.0,0.0,0.0,1.0,4.5,0.0,4.0,-0.433
2021-22,PlayIn,Tony Snell,203503,NOP,30,1,1,0,3.8,162.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,-0.580
2021-22,PlayIn,Joshua Primo,1630563,SAS,19,1,0,1,10.4,90.9,2.0,18.2,22.2,0.0,0.0,0.0,0.0,2.0,4.0,4.0,10.0,-0.707
2021-22,PlayIn,Kessler Edwards,1630556,BKN,21,1,1,0,7.6,111.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,12.0,-0.773
2021-22,PlayIn,Timothe Luwawu-Cabarrot,1627789,ATL,27,2,2,0,10.2,95.7,3.0,24.0,35.3,0.0,0.0,0.0,0.0,1.0,0.5,2.0,7.0,-0.784
2021-22,PlayIn,Isaiah Hartenstein,1628392,LAC,24,2,0,2,6.3,140.7,1.0,22.2,40.0,0.0,0.0,0.0,0.0,2.5,2.0,1.5,10.0,-0.805
2021-22,PlayIn,Jaylen Nowell,1629669,MIN,22,1,1,0,8.6,104.8,0.0,0.0,0.0,1.0,50.0,0.0,0.0,2.0,0.0,0.0,4.0,-0.813
2021-22,PlayIn,Goran Dragic,201609,BKN,36,1,1,0,10.0,110.0,2.0,16.7,33.3,1.0,50.0,0.0,0.0,5.0,5.0,7.0,12.0,-0.847
2021-22,PlayIn,Naji Marshall,1630230,NOP,24,2,2,0,11.0,111.1,3.5,25.0,41.2,0.0,0.0,0.0,0.0,4.5,6.5,2.0,13.0,-0.989
2021-22,PlayIn,Keita Bates-Diop,1628966,SAS,26,1,0,1,5.9,183.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,-0.991
2021-22,PlayIn,Lamar Stevens,1630205,CLE,24,1,0,1,6.5,173.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,2.0,-1.172
2021-22,PlayIn,Patty Mills,201988,BKN,33,1,1,0,17.5,100.0,5.0,22.7,35.7,0.0,0.0,1.0,16.7,5.0,9.0,7.0,14.0,-1.292
2021-22,PlayIn,Delon Wright,1626153,ATL,30,2,2,0,19.8,90.4,3.5,15.6,22.6,0.0,0.0,1.0,100,2.5,4.0,3.0,16.0,-1.298
2021-22,PlayIn,Mason Plumlee,203486,CHA,32,1,0,1,11.5,141.7,2.0,18.2,33.3,0.0,0.0,0.0,0.0,5.0,4.0,0.0,18.0,-1.345
2021-22,PlayIn,Larry Nance Jr.,1626204,NOP,29,2,2,0,19.1,98.6,7.5,32.6,45.5,0.5,100,1.0,40.0,5.5,6.5,3.5,17.0,-1.370
2021-22,PlayIn,Kelly Oubre Jr.,1626162,CHA,26,1,0,1,15.9,108.3,3.0,21.4,25.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,8.0,-1.405
2021-22,PlayIn,Lonnie Walker IV,1629022,SAS,23,1,0,1,16.5,115.2,1.0,8.3,14.3,0.0,0.0,0.0,0.0,0.0,2.0,2.0,12.0,-1.497
2021-22,PlayIn,Andre Drummond,203083,BKN,28,1,1,0,19.0,108.1,4.0,21.1,33.3,1.0,20.0,0.0,0.0,5.0,8.0,2.0,26.0,-1.528
2021-22,PlayIn,Jaxson Hayes,1629637,NOP,22,2,2,0,17.5,111.1,4.0,18.6,24.2,0.5,33.3,0.5,50.0,3.5,4.5,3.0,17.0,-1.582
2021-22,PlayIn,Jose Alvarado,1630631,NOP,24,2,2,0,19.5,105.1,1.0,4.3,6.3,0.5,33.3,0.0,0.0,9.0,5.5,6.0,13.0,-1.585
2021-22,PlayIn,Onyeka Okongwu,1630168,ATL,21,2,2,0,22.8,97.8,6.0,25.0,37.5,0.5,20.0,0.0,0.0,3.5,2.5,3.0,22.0,-1.623
2021-22,PlayIn,Trey Murphy III,1630530,NOP,22,2,2,0,23.1,98.9,3.5,13.5,18.4,0.0,0.0,0.0,0.0,5.5,8.5,3.0,21.0,-1.654
2021-22,PlayIn,Naz Reid,1629675,MIN,22,1,1,0,21.4,95.9,2.0,9.1,11.1,0.0,0.0,0.0,0.0,6.0,2.0,4.0,12.0,-1.666
2021-22,PlayIn,Montrezl Harrell,1626149,CHA,28,1,0,1,16.0,129.4,2.0,11.1,18.2,0.0,0.0,1.0,100,10.0,6.0,2.0,14.0,-1.693
2021-22,PlayIn,Tre Jones,1630200,SAS,22,1,0,1,16.8,135.5,1.0,11.1,20.0,1.0,50.0,0.0,0.0,5.0,4.0,0.0,14.0,-1.750
2021-22,PlayIn,Kevin Love,201567,CLE,33,2,0,2,20.0,108.3,6.5,36.1,43.3,1.0,22.2,0.0,0.0,8.0,4.5,5.5,19.0,-1.772
2021-22,PlayIn,Ivica Zubac,1627826,LAC,25,2,0,2,22.4,104.4,3.0,12.5,19.4,0.0,0.0,1.0,40.0,3.5,7.0,1.0,18.0,-1.788
2021-22,PlayIn,Cedi Osman,1626224,CLE,27,1,0,1,21.3,109.5,4.0,22.2,28.6,0.0,0.0,0.0,0.0,11.0,4.0,7.0,18.0,-1.800
2021-22,PlayIn,Zach Collins,1628380,SAS,24,1,0,1,16.8,129.4,1.0,8.3,16.7,0.0,0.0,1.0,100,0.0,4.0,2.0,20.0,-1.807
2021-22,PlayIn,Bogdan Bogdanović,203992,ATL,29,2,2,0,27.0,92.1,2.5,8.2,11.9,2.0,50.0,0.0,0.0,5.5,4.0,3.0,18.0,-1.836
2021-22,PlayIn,Isaac Okoro,1630171,CLE,21,2,0,2,17.6,127.1,1.5,10.0,16.7,0.0,0.0,0.0,0.0,11.5,8.5,2.0,21.0,-1.840
2021-22,PlayIn,Clint Capela,203991,ATL,28,2,2,0,21.5,108.8,8.5,33.3,47.2,1.0,50.0,1.5,60.0,7.5,4.5,6.5,17.0,-1.872
2021-22,PlayIn,Jaden McDaniels,1630183,MIN,21,1,1,0,22.5,101.9,2.0,11.8,14.3,2.0,33.3,0.0,0.0,3.0,5.0,4.0,12.0,-1.934
2021-22,PlayIn,Karl-Anthony Towns,1626157,MIN,26,1,1,0,24.3,108.3,2.0,9.1,11.8,2.0,66.7,0.0,0.0,11.0,6.0,4.0,10.0,-1.948
2021-22,PlayIn,Rajon Rondo,200765,CLE,36,2,0,2,20.6,117.4,2.5,14.7,20.0,0.5,11.1,0.0,0.0,11.5,5.5,4.5,19.0,-2.031
2021-22,PlayIn,Jarred Vanderbilt,1629020,MIN,23,1,1,0,27.2,100.0,9.0,27.3,34.6,0.0,0.0,0.0,0.0,11.0,5.0,4.0,14.0,-2.061
2021-22,PlayIn,Robert Covington,203496,LAC,31,2,0,2,26.6,105.4,3.0,9.7,15.4,0.5,12.5,0.0,0.0,3.0,8.5,5.5,26.0,-2.234
2021-22,PlayIn,Norman Powell,1626181,LAC,29,2,0,2,25.2,112.3,3.5,13.0,20.0,1.0,33.3,0.5,25.0,5.0,6.5,7.5,28.0,-2.333
2021-22,PlayIn,Jalen McDaniels,1629667,CHA,24,1,0,1,26.0,112.3,4.0,14.3,22.2,0.0,0.0,0.0,0.0,10.0,9.0,4.0,20.0,-2.339
2021-22,PlayIn,Nicolas Batum,201587,LAC,33,2,0,2,30.6,99.2,6.5,16.7,28.9,1.5,33.3,0.5,16.7,3.0,12.5,7.0,17.0,-2.341
2021-22,PlayIn,Kevin Huerter,1628989,ATL,23,2,2,0,29.3,106.7,2.5,7.6,11.6,1.0,28.6,0.0,0.0,7.5,4.5,6.5,26.0,-2.401
2021-22,PlayIn,De'Andre Hunter,1629631,ATL,24,2,2,0,29.3,106.5,5.0,14.5,20.4,0.0,0.0,0.0,0.0,7.5,5.5,6.5,26.0,-2.455
2021-22,PlayIn,Patrick Beverley,201976,MIN,33,1,1,0,32.9,101.5,7.0,20.0,25.0,1.0,14.3,1.0,100,15.0,6.0,8.0,16.0,-2.476
2021-22,PlayIn,Nic Claxton,1629651,BKN,23,1,1,0,28.7,110.0,6.0,17.1,28.6,0.0,0.0,5.0,62.5,5.0,12.0,9.0,34.0,-2.540
2021-22,PlayIn,Malik Beasley,1627736,MIN,25,1,1,0,28.5,107.9,6.0,21.4,30.0,0.0,0.0,1.0,100,8.0,8.0,4.0,14.0,-2.544
2021-22,PlayIn,Anthony Edwards,1630162,MIN,20,1,1,0,37.0,100.0,5.0,13.5,17.2,1.0,12.5,0.0,0.0,15.0,3.0,4.0,16.0,-2.640
2021-22,PlayIn,Jakob Poeltl,1627751,SAS,26,1,0,1,31.2,107.8,6.0,22.2,30.0,2.0,50.0,1.0,50.0,9.0,8.0,4.0,36.0,-2.647
2021-22,PlayIn,Jonas Valančiūnas,202685,NOP,30,2,2,0,30.7,108.7,7.5,20.3,28.3,0.5,20.0,1.0,33.3,7.5,6.5,6.5,23.0,-2.705
2021-22,PlayIn,Terance Mann,1629611,LAC,25,2,0,2,26.0,125.5,2.5,10.2,15.6,0.5,20.0,1.5,100,4.0,11.5,9.0,31.0,-2.717
2021-22,PlayIn,Lauri Markkanen,1628374,CLE,25,2,0,2,32.6,109.4,4.0,13.3,21.1,2.5,50.0,0.5,16.7,13.5,8.0,3.5,34.0,-2.718
2021-22,PlayIn,Cody Martin,1628998,CHA,26,1,0,1,21.9,140.8,5.0,23.8,38.5,2.0,66.7,0.0,0.0,15.0,12.0,4.0,32.0,-2.725
2021-22,PlayIn,Danilo Gallinari,201568,ATL,33,2,2,0,35.2,104.9,2.0,5.9,8.2,0.0,0.0,0.5,16.7,10.0,7.0,7.5,30.0,-2.775
2021-22,PlayIn,Seth Curry,203552,BKN,31,1,1,0,33.5,110.8,2.0,5.9,9.1,1.0,14.3,0.0,0.0,5.0,11.0,4.0,46.0,-2.779
2021-22,PlayIn,Marcus Morris Sr.,202694,LAC,32,2,0,2,36.8,104.2,3.0,7.2,12.2,0.0,0.0,0.0,0.0,4.0,14.5,3.5,30.0,-2.831
2021-22,PlayIn,D'Angelo Russell,1626156,MIN,26,1,1,0,37.5,101.3,4.0,11.4,14.8,3.0,37.5,0.0,0.0,14.0,5.0,8.0,22.0,-2.838
2021-22,PlayIn,Herbert Jones,1630529,NOP,23,2,2,0,35.1,105.0,4.5,11.0,14.5,1.0,40.0,1.5,50.0,9.5,5.5,8.5,27.0,-2.858
2021-22,PlayIn,Brandon Ingram,1627742,NOP,24,2,2,0,36.1,106.3,5.0,11.4,15.9,0.0,0.0,0.0,0.0,9.5,7.0,9.0,30.0,-2.951
2021-22,PlayIn,Dejounte Murray,1627749,SAS,25,1,0,1,33.9,108.3,8.0,24.2,36.4,0.0,0.0,1.0,33.3,4.0,8.0,6.0,44.0,-2.998
2021-22,PlayIn,Trae Young,1629027,ATL,23,2,2,0,37.0,105.9,3.0,7.5,10.9,0.5,14.3,1.0,33.3,10.0,8.5,7.5,31.0,-3.010
2021-22,PlayIn,Jarrett Allen,1628386,CLE,24,1,0,1,35.5,112.9,2.0,5.9,9.1,0.0,0.0,1.0,25.0,12.0,11.0,4.0,30.0,-3.128
2021-22,PlayIn,Evan Mobley,1630596,CLE,21,2,0,2,36.3,111.2,5.5,17.2,25.0,0.0,0.0,2.0,66.7,12.5,6.0,5.5,35.0,-3.129
2021-22,PlayIn,Devin Vassell,1630170,SAS,21,1,0,1,36.9,112.0,2.0,6.1,9.1,0.0,0.0,0.0,0.0,9.0,10.0,6.0,46.0,-3.273
2021-22,PlayIn,Keldon Johnson,1629640,SAS,22,1,0,1,39.6,106.2,3.0,8.6,12.5,0.0,0.0,0.0,0.0,9.0,10.0,6.0,46.0,-3.278
2021-22,PlayIn,Josh Richardson,1626196,SAS,28,1,0,1,31.9,126.2,2.0,9.1,14.3,1.0,50.0,0.0,0.0,7.0,8.0,0.0,44.0,-3.339
