SEASON,SEASON_TYPE,PLAYER_NAME,PLAYER_ID,TEAM_ABB,AGE,GP,W,L,MIN,DEF_RATING,DREB,DREB_PCT,PCT_DREB,STL,PCT_STL,BLK,PCT_BLK,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,DEF_WS
2017-18,Regular+Season,Ivan Rabb,1628397,MEM,21,36,6,30,14.3,110.9,2.9,21.6,32.7,0.3,14.1,0.4,28.3,5.9,3.4,4.6,13.6,0.025
2017-18,Regular+Season,JaVale McGee,201580,GSW,30,65,45,20,9.5,107.9,1.7,16.6,24.6,0.3,21.0,0.9,49.6,4.2,2.6,2.9,9.6,0.025
2017-18,Regular+Season,Juancho Hernangomez,1627823,DEN,22,25,15,10,11.1,109.2,1.4,13.9,20.5,0.2,13.6,0.1,12.5,4.2,2.7,3.6,10.6,0.025
2017-18,Regular+Season,Luke Kornet,1628436,NYK,22,20,6,14,16.3,111.5,2.7,15.8,24.0,0.3,13.3,0.8,50.0,5.3,5.9,3.7,16.3,0.025
2017-18,Regular+Season,Ramon Sessions,201196,WAS,32,28,10,18,14.0,110.7,1.1,8.6,12.7,0.5,21.5,0.1,8.7,4.9,3.7,4.0,14.6,0.025
2017-18,Regular+Season,Vincent Hunter,1626205,MEM,23,4,0,4,1.9,75.0,0.3,16.7,25.0,0.0,0.0,0.3,100,0.5,0.0,0.5,0.5,0.025
2017-18,Regular+Season,Nick Collison,2555,OKC,37,15,9,6,5.0,100.6,0.9,17.6,25.0,0.0,0.0,0.0,0.0,1.5,1.3,1.6,3.6,0.024
2017-18,Regular+Season,Jamal Crawford,2037,MIN,38,80,45,35,20.7,112.8,1.0,5.0,7.6,0.5,15.9,0.1,6.6,7.2,5.8,5.6,20.8,0.023
2017-18,Regular+Season,Sean Kilpatrick,203930,CHI,28,52,22,30,12.3,110.3,1.6,13.1,18.5,0.3,11.9,0.1,10.6,4.5,2.8,2.7,11.8,0.023
2017-18,Regular+Season,Cheick Diallo,1627767,NOP,21,52,29,23,11.2,110.0,3.2,26.2,39.0,0.2,14.3,0.4,36.8,4.5,3.0,2.6,11.5,0.022
2017-18,Regular+Season,Rashad Vaughn,1626173,ORL,21,28,13,15,7.6,106.7,0.6,8.5,13.4,0.2,16.1,0.1,13.0,2.7,2.5,1.4,7.5,0.022
2017-18,Regular+Season,Darrun Hilliard,1626199,SAS,25,14,8,6,6.8,106.6,0.5,8.0,11.1,0.1,20.0,0.0,0.0,2.4,2.2,1.8,6.1,0.021
2017-18,Regular+Season,Georges Niang,1627777,UTA,25,9,9,0,3.5,98.6,0.7,18.2,23.1,0.2,28.6,0.0,0.0,2.1,0.2,0.7,2.7,0.021
2017-18,Regular+Season,Troy Williams,1627786,NYK,23,21,7,14,14.6,112.0,2.0,13.7,20.3,1.0,40.0,0.2,13.8,5.9,3.7,4.2,15.7,0.021
2017-18,Regular+Season,Xavier Rathan-Mayes,1628504,MEM,24,5,0,5,23.6,113.7,1.0,5.3,8.5,1.2,27.3,0.6,27.3,11.8,7.8,7.6,21.6,0.021
2017-18,Regular+Season,Xavier Silas,202918,BOS,30,2,1,1,3.7,100.0,0.5,12.5,20.0,0.5,100,0.0,0.0,2.5,2.0,0.0,5.0,0.021
2017-18,Regular+Season,Daniel Hamilton,1627772,OKC,22,6,5,1,4.6,101.8,0.8,16.7,27.8,0.2,20.0,0.0,0.0,1.0,1.3,0.7,5.0,0.020
2017-18,Regular+Season,Tony Bradley,1628396,UTA,20,9,6,3,3.2,96.8,0.8,25.0,33.3,0.0,0.0,0.0,0.0,0.3,0.8,0.8,1.3,0.020
2017-18,Regular+Season,Tristan Thompson,202684,CLE,27,53,27,26,20.2,113.2,4.3,21.0,28.7,0.3,11.6,0.3,24.6,7.7,4.4,5.8,20.2,0.020
2017-18,Regular+Season,Troy Daniels,203584,PHX,26,79,20,59,20.5,113.3,1.5,6.9,10.5,0.3,11.9,0.1,3.8,8.4,5.6,5.6,20.3,0.020
2017-18,Regular+Season,DeAndre Liggins,202732,NOP,30,58,34,24,12.5,111.2,1.2,10.0,15.6,0.6,28.9,0.2,17.1,3.9,2.8,2.9,12.1,0.019
2017-18,Regular+Season,Marcus Paige,1627779,CHA,24,5,4,1,5.6,105.2,0.8,16.7,19.0,0.0,0.0,0.0,0.0,0.6,0.8,2.2,6.0,0.019
2017-18,Regular+Season,Quincy Pondexter,202347,CHI,30,23,6,17,8.5,109.1,0.8,10.3,14.4,0.3,24.2,0.1,18.2,3.2,1.8,1.7,6.9,0.019
2017-18,Regular+Season,Zhou Qi,1627753,HOU,22,18,14,4,6.9,107.6,0.9,11.6,16.8,0.1,11.8,0.8,77.8,2.8,1.9,0.9,6.3,0.019
2017-18,Regular+Season,James Webb III,1627821,BKN,24,10,1,9,12.0,111.3,1.6,13.8,18.8,0.1,6.7,0.0,0.0,4.2,3.6,3.3,12.2,0.018
2017-18,Regular+Season,Omer Asik,201600,CHI,31,18,7,11,10.1,110.9,2.1,20.8,29.5,0.1,8.0,0.2,28.6,4.5,2.0,2.7,9.6,0.018
2017-18,Regular+Season,James Young,203923,PHI,22,6,4,2,10.2,110.6,0.3,2.9,5.0,0.0,0.0,0.0,0.0,4.8,4.3,3.2,7.7,0.017
2017-18,Regular+Season,Naz Mitrou-Long,1628513,UTA,24,1,0,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017
2017-18,Regular+Season,Malik Monk,1628370,CHA,20,63,26,37,13.5,112.6,0.9,6.9,9.7,0.3,16.5,0.1,14.1,4.6,3.0,3.5,13.8,0.016
2017-18,Regular+Season,Darrell Arthur,201589,DEN,30,19,12,7,7.4,110.1,0.6,8.7,13.3,0.4,29.6,0.2,21.4,2.8,1.6,1.5,8.1,0.015
2017-18,Regular+Season,Josh McRoberts,201177,DAL,31,2,2,0,2.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.015
2017-18,Regular+Season,Richard Jefferson,2210,DEN,38,20,10,10,8.2,110.3,0.8,9.9,13.6,0.1,8.7,0.1,5.6,3.5,1.7,3.3,7.8,0.015
2017-18,Regular+Season,Thomas Bryant,1628418,LAL,20,15,7,8,4.8,105.9,0.9,19.7,28.6,0.1,9.1,0.1,25.0,1.6,1.3,1.1,6.4,0.015
2017-18,Regular+Season,Zach LaVine,203897,CHI,23,24,9,15,27.3,114.7,3.5,13.8,18.4,1.0,23.3,0.2,8.9,9.4,5.5,6.5,27.5,0.015
2017-18,Regular+Season,Charles Cooke,1628429,NOP,23,13,8,5,2.9,100.0,0.2,4.9,7.7,0.1,33.3,0.0,0.0,1.1,0.4,0.4,2.2,0.014
2017-18,Regular+Season,Derrick Rose,201565,MIN,29,25,15,10,16.8,113.9,0.9,5.3,8.2,0.3,10.8,0.2,11.4,6.9,5.0,5.0,19.4,0.014
2017-18,Regular+Season,Jake Layman,1627774,POR,24,35,22,13,4.6,106.2,0.3,7.8,11.4,0.2,23.1,0.1,44.4,2.0,1.4,0.9,3.7,0.014
2017-18,Regular+Season,Jarell Eddie,204067,CHI,26,3,1,2,2.9,100.0,0.3,16.7,16.7,0.3,33.3,0.0,0.0,1.0,0.0,1.0,1.3,0.014
2017-18,Regular+Season,Jason Smith,201160,WAS,32,33,15,18,8.6,111.3,1.1,12.2,17.5,0.1,8.3,0.4,44.8,3.6,2.9,2.4,7.6,0.014
2017-18,Regular+Season,Larry Drew II,203580,NOP,28,10,6,4,7.0,109.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.0,1.1,6.4,0.014
2017-18,Regular+Season,Zach Randolph,2216,SAC,36,59,18,41,25.6,114.7,5.1,21.5,30.4,0.7,18.1,0.2,9.5,9.3,5.9,8.2,23.3,0.014
2017-18,Regular+Season,Isaiah Thomas,202738,LAL,29,32,15,17,26.9,114.8,1.6,5.6,8.1,0.5,12.2,0.1,4.5,10.7,7.9,8.1,29.8,0.013
2017-18,Regular+Season,Josh Smith,2746,NOP,32,3,2,1,3.9,107.4,0.3,10.0,14.3,0.0,0.0,0.0,0.0,0.7,0.0,0.0,2.7,0.012
2017-18,Regular+Season,Cole Aldrich,202332,MIN,29,21,14,7,2.3,102.7,0.6,28.6,40.0,0.1,14.3,0.0,25.0,0.9,1.3,0.4,1.7,0.011
2017-18,Regular+Season,Marcus Georges-Hunt,1627875,MIN,24,42,24,18,5.3,109.9,0.2,4.3,7.0,0.1,12.5,0.0,0.0,1.5,2.0,1.4,4.9,0.011
2017-18,Regular+Season,Nate Wolters,203489,UTA,27,5,3,2,3.8,105.9,0.2,5.6,9.1,0.0,0.0,0.0,0.0,0.6,1.0,0.6,1.2,0.011
2017-18,Regular+Season,Demetrius Jackson,1627743,PHI,23,15,12,3,5.3,110.3,0.5,8.6,11.9,0.3,45.5,0.1,14.3,2.3,0.9,0.5,4.5,0.010
2017-18,Regular+Season,Meyers Leonard,203086,POR,26,33,17,16,7.7,112.1,1.8,25.1,33.7,0.2,18.9,0.0,0.0,3.2,1.6,2.2,6.2,0.010
2017-18,Regular+Season,Jameel Warney,1627866,DAL,24,3,1,2,9.0,113.2,1.7,20.0,25.0,0.0,0.0,0.0,0.0,1.3,0.7,0.7,6.7,0.009
2017-18,Regular+Season,John Holland,204066,CLE,29,24,17,7,7.3,112.3,0.8,10.4,15.9,0.3,28.0,0.1,12.5,2.9,2.0,1.7,7.6,0.009
2017-18,Regular+Season,Jonathan Gibson,1626780,BOS,30,4,2,2,10.0,113.8,0.8,7.1,10.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,12.5,0.009
2017-18,Regular+Season,PJ Dozier,1628408,OKC,21,2,1,1,1.6,100.0,0.5,20.0,33.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.009
2017-18,Regular+Season,Scotty Hopson,203816,DAL,28,1,0,1,8.4,113.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,18.0,0.009
2017-18,Regular+Season,T.J. Leaf,1628388,IND,21,53,31,22,8.7,113.1,1.0,11.9,18.2,0.1,7.7,0.1,12.5,2.6,2.5,2.2,9.1,0.009
2017-18,Regular+Season,Chris McCullough,1626191,WAS,23,19,11,8,4.7,111.2,0.9,18.8,28.1,0.0,0.0,0.3,71.4,1.5,1.4,1.6,4.0,0.008
2017-18,Regular+Season,Trey Burke,203504,NYK,25,36,10,26,21.8,115.3,1.6,7.4,11.4,0.7,22.9,0.1,4.8,6.9,6.8,4.6,21.8,0.008
2017-18,Regular+Season,Elfrid Payton,203901,PHX,24,63,13,50,28.7,115.6,3.3,11.7,17.3,1.3,28.1,0.3,11.6,11.0,8.2,8.2,31.5,0.007
2017-18,Regular+Season,Reggie Hearn,203687,DET,26,3,3,0,2.2,107.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2.3,0.7,1.3,0.007
2017-18,Regular+Season,MarShon Brooks,202705,MEM,29,7,2,5,27.5,115.7,1.9,7.7,12.1,1.6,26.8,0.4,21.4,8.9,7.3,9.4,27.7,0.006
2017-18,Regular+Season,Chris Boucher,1628449,GSW,25,1,1,0,1.3,100.0,1.0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.005
2017-18,Regular+Season,Georgios Papagiannis,1627834,POR,20,17,3,14,7.2,114.2,1.4,21.6,31.6,0.2,17.4,0.4,60.0,2.4,1.9,1.0,7.8,0.005
2017-18,Regular+Season,Jahlil Okafor,1626143,BKN,22,28,7,21,12.6,115.2,2.3,19.0,27.1,0.1,8.1,0.6,56.3,5.5,3.5,2.8,12.7,0.005
2017-18,Regular+Season,D.J. Wilson,1628391,MIL,22,22,12,10,3.2,112.9,0.4,15.7,21.6,0.1,18.8,0.0,20.0,1.1,0.7,0.7,3.1,0.004
2017-18,Regular+Season,Monte Morris,1628420,DEN,23,3,2,1,8.4,114.8,0.7,8.0,12.5,1.0,50.0,0.0,0.0,2.0,4.3,1.0,5.3,0.004
2017-18,Regular+Season,Alfonzo McKinnie,1628035,TOR,25,14,13,1,3.8,114.0,0.4,9.8,17.1,0.1,10.0,0.1,20.0,1.1,1.6,0.4,3.7,0.003
2017-18,Regular+Season,Ante Zizic,1627790,CLE,21,32,21,11,6.7,114.9,1.1,17.9,25.5,0.1,7.4,0.4,61.9,2.6,1.7,1.4,6.9,0.003
2017-18,Regular+Season,Omari Johnson,204179,MEM,29,4,1,3,18.8,116.0,1.8,10.3,15.9,0.5,13.3,0.0,0.0,7.5,6.0,9.3,16.0,0.003
2017-18,Regular+Season,Xavier Munford,204098,MIL,26,6,2,4,3.5,113.6,0.0,0.0,0.0,0.2,50.0,0.0,0.0,0.8,0.8,0.8,3.3,0.003
2017-18,Regular+Season,Bobby Brown,201628,HOU,33,20,17,3,5.7,115.5,0.4,6.1,8.4,0.2,22.2,0.0,0.0,2.5,0.8,1.3,5.2,0.002
2017-18,Regular+Season,Jalen Jones,1627883,DAL,25,16,3,13,11.3,115.9,1.6,15.4,22.7,0.3,27.8,0.1,5.9,3.7,2.4,3.1,10.4,0.002
2017-18,Regular+Season,Kendrick Perkins,2570,CLE,33,1,0,1,14.5,116.1,1.0,9.1,12.5,1.0,20.0,0.0,0.0,6.0,5.0,5.0,16.0,0.002
2017-18,Regular+Season,Shabazz Muhammad,203498,MIL,25,43,25,18,9.7,115.7,1.2,13.6,20.4,0.2,12.2,0.1,10.0,3.1,3.2,2.7,10.7,0.002
2017-18,Regular+Season,Aaron Brooks,201166,MIN,33,32,19,13,5.9,115.7,0.3,5.7,8.2,0.2,20.7,0.0,0.0,2.4,1.7,1.1,5.1,0.001
2017-18,Regular+Season,Adreian Payne,203940,ORL,27,5,0,5,8.5,115.9,1.4,22.6,36.8,0.4,25.0,0.0,0.0,3.0,3.2,2.6,8.4,0.001
2017-18,Regular+Season,Alex Poythress,1627816,IND,24,25,10,15,4.2,115.8,0.4,10.2,18.2,0.1,21.4,0.0,11.1,0.8,1.3,1.1,4.8,0.001
2017-18,Regular+Season,Josh Gray,1627982,PHX,24,5,0,5,17.3,116.7,1.6,10.4,14.3,1.6,57.1,0.4,22.2,7.0,3.4,5.4,16.0,-0.001
2017-18,Regular+Season,Markel Brown,203900,HOU,26,4,4,0,7.9,118.8,1.0,10.8,19.0,0.0,0.0,0.0,0.0,2.5,3.8,1.5,8.5,-0.005
2017-18,Regular+Season,Furkan Korkmaz,1627788,PHI,20,14,11,3,5.7,119.8,0.6,12.3,17.3,0.1,18.2,0.1,10.0,2.2,0.8,1.6,6.6,-0.006
2017-18,Regular+Season,Kobi Simmons,1628424,MEM,20,32,6,26,20.1,117.7,1.1,6.2,9.1,0.6,18.6,0.2,8.3,8.5,5.3,6.8,19.9,-0.007
2017-18,Regular+Season,Erik McCree,1628571,UTA,24,4,4,0,1.9,127.8,0.3,20.0,33.3,0.3,33.3,0.0,0.0,1.0,0.5,0.5,3.5,-0.008
2017-18,Regular+Season,London Perrantes,1628506,CLE,23,14,8,6,4.7,122.0,0.2,6.4,8.6,0.1,25.0,0.1,50.0,1.9,1.0,1.4,5.6,-0.008
2017-18,Regular+Season,Trey McKinney-Jones,203590,IND,27,1,1,0,1.2,133.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.008
2017-18,Regular+Season,Marquis Teague,203104,MEM,25,3,0,3,24.6,117.7,1.7,7.2,11.9,1.3,33.3,0.0,0.0,11.0,5.0,7.7,23.3,-0.009
2017-18,Regular+Season,David Stockton,204065,UTA,27,3,3,0,3.1,127.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,1.3,3.3,-0.012
2017-18,Regular+Season,Ike Anigbogu,1628387,IND,19,11,5,6,2.7,130.2,0.4,13.8,26.7,0.1,50.0,0.3,75.0,0.5,0.9,1.2,5.3,-0.012
2017-18,Regular+Season,Jeremy Evans,202379,ATL,30,1,0,1,5.4,123.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,6.0,-0.013
2017-18,Regular+Season,Walt Lemon Jr.,1627215,NOP,25,5,4,1,7.0,123.5,0.4,6.5,9.5,0.0,0.0,0.2,25.0,1.4,2.0,3.6,10.8,-0.016
2017-18,Regular+Season,Briante Weber,1627362,MEM,25,18,8,10,13.1,121.0,1.5,13.0,18.4,1.0,48.6,0.3,20.0,4.5,3.3,4.7,14.1,-0.019
2017-18,Regular+Season,Jeremy Lin,202391,BKN,29,1,0,1,25.2,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,24.0,36.0,-0.024
2017-18,Regular+Season,Jordan Crawford,202348,NOP,29,5,3,2,10.7,125.2,0.4,3.6,5.6,0.2,25.0,0.2,16.7,5.6,4.6,4.2,15.2,-0.031
2017-18,Regular+Season,Edmond Sumner,1628410,IND,22,1,0,1,2.2,160.0,1.0,50.0,100,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,-0.033
2017-18,Regular+Season,Tyler Lydon,1628399,DEN,22,1,1,0,2.2,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,-0.064
2017-18,Regular+Season,Ben Moore,1628500,IND,23,2,1,1,4.6,175.0,0.5,16.7,33.3,0.0,0.0,0.0,0.0,4.0,1.0,9.5,4.0,-0.087
2017-18,Playoffs,Victor Oladipo,203506,IND,26,7,3,4,37.2,99.0,7.9,21.4,30.7,2.4,36.2,0.4,16.7,12.1,7.0,5.7,24.3,0.192
2017-18,Playoffs,Myles Turner,1626167,IND,22,7,3,4,28.0,94.3,4.3,14.8,21.0,0.3,5.0,0.6,44.4,9.6,5.3,5.6,19.1,0.188
2017-18,Playoffs,Joel Embiid,203954,PHI,24,8,4,4,34.8,98.6,9.8,26.0,36.3,0.9,16.3,1.8,53.8,12.1,8.3,8.8,27.8,0.181
2017-18,Playoffs,Draymond Green,203110,GSW,28,21,16,5,39.0,100.8,8.6,20.0,29.5,2.0,30.4,1.5,31.6,11.6,11.1,9.8,35.5,0.177
2017-18,Playoffs,Darren Collison,201954,IND,30,7,3,4,30.6,97.6,2.9,9.2,13.2,1.0,16.3,0.0,0.0,10.3,6.0,6.0,19.1,0.175
2017-18,Playoffs,Ricky Rubio,201937,UTA,27,6,4,2,30.1,96.8,6.5,19.6,26.7,1.3,26.7,0.5,12.5,14.3,8.2,7.2,23.3,0.175
2017-18,Playoffs,Stephen Curry,201939,GSW,30,15,11,4,37.0,101.2,5.5,13.6,21.0,1.7,24.8,0.7,16.7,11.6,10.5,9.9,36.9,0.164
2017-18,Playoffs,Klay Thompson,202691,GSW,28,21,16,5,37.8,101.7,3.6,8.7,12.8,0.8,12.0,0.3,6.3,11.5,10.8,9.4,35.8,0.161
2017-18,Playoffs,Bojan Bogdanovic,202711,IND,29,7,3,4,34.0,100.6,3.3,10.3,14.7,0.9,14.6,0.0,0.0,9.6,6.7,7.4,22.6,0.160
2017-18,Playoffs,Kevin Durant,201142,GSW,29,21,16,5,38.4,102.2,7.1,16.9,25.0,0.7,11.6,1.2,25.3,11.5,10.3,9.9,36.0,0.159
2017-18,Playoffs,Jayson Tatum,1628369,BOS,20,19,11,8,35.9,102.5,3.8,11.1,16.0,1.2,21.1,0.5,17.2,8.6,7.6,7.6,34.6,0.146
2017-18,Playoffs,Andre Iguodala,2738,GSW,34,15,12,3,26.8,98.5,3.8,13.1,18.3,1.4,27.3,0.5,13.7,7.7,7.2,7.0,24.4,0.145
2017-18,Playoffs,Caleb Swanigan,1628403,POR,21,1,0,1,7.9,63.2,2.0,25.0,25.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.145
2017-18,Playoffs,Jake Layman,1627774,POR,24,1,0,1,7.9,63.2,1.0,12.5,12.5,2.0,66.7,0.0,0.0,4.0,0.0,0.0,6.0,0.145
2017-18,Playoffs,Chris Paul,101108,HOU,33,15,11,4,34.5,102.3,5.3,16.5,21.7,2.0,31.9,0.3,6.5,8.0,6.2,8.7,32.1,0.144
2017-18,Playoffs,Shabazz Napier,203894,POR,26,2,0,2,17.5,89.3,1.0,5.6,6.9,1.5,30.0,0.0,0.0,7.0,2.0,5.0,13.0,0.144
2017-18,Playoffs,Joe Ingles,204060,UTA,30,11,5,6,34.8,102.2,3.9,10.5,15.1,0.5,9.7,0.2,5.1,11.2,9.4,8.6,27.8,0.142
2017-18,Playoffs,Jerami Grant,203924,OKC,24,6,2,4,22.1,95.6,2.0,8.2,11.9,0.7,15.4,0.5,30.0,4.8,7.8,3.7,17.3,0.136
2017-18,Playoffs,JJ Redick,200755,PHI,34,10,5,5,34.2,102.8,1.2,3.4,4.7,0.8,14.3,0.1,3.3,12.0,7.8,7.6,25.6,0.135
2017-18,Playoffs,Ersan Ilyasova,101141,PHI,31,10,5,5,23.3,97.1,5.0,19.6,26.7,0.7,17.5,0.4,20.0,7.3,3.6,6.1,16.6,0.134
2017-18,Playoffs,Trevor Ariza,2772,HOU,33,17,11,6,34.2,102.8,3.3,10.1,13.8,1.1,17.9,0.1,2.9,9.4,6.6,9.4,31.4,0.133
2017-18,Playoffs,Marcus Smart,203935,BOS,24,15,9,6,29.9,102.0,2.8,9.3,13.7,1.7,38.2,0.7,31.3,7.1,8.5,6.5,27.2,0.131
2017-18,Playoffs,Al Horford,201143,BOS,32,19,11,8,35.7,103.7,6.6,19.3,27.3,1.0,18.6,1.2,36.7,7.8,7.6,7.5,33.4,0.130
2017-18,Playoffs,Donovan Mitchell,1628378,UTA,21,11,5,6,37.4,104.3,5.1,12.5,18.2,1.5,26.7,0.4,9.1,15.8,10.4,10.0,31.8,0.130
2017-18,Playoffs,Dwyane Wade,2548,MIA,36,5,1,4,25.5,99.3,3.6,12.4,19.6,1.4,29.2,0.2,9.1,8.8,7.2,5.2,21.6,0.130
2017-18,Playoffs,Alex Abrines,203518,OKC,24,6,2,4,18.3,94.1,2.2,10.6,15.3,0.8,25.0,0.3,28.6,3.5,5.3,3.0,14.7,0.126
2017-18,Playoffs,Thaddeus Young,201152,IND,30,7,3,4,33.8,103.7,4.6,14.2,20.3,1.7,27.3,0.9,42.9,11.4,6.6,6.3,21.7,0.126
2017-18,Playoffs,P.J. Tucker,200782,HOU,33,17,11,6,33.5,103.5,5.2,16.3,22.7,0.6,11.0,0.8,18.8,9.6,6.4,9.1,29.6,0.123
2017-18,Playoffs,Nikola Mirotic,202703,NOP,27,9,5,4,35.5,104.3,8.6,21.8,29.8,1.1,19.2,1.3,33.3,13.6,9.8,14.7,32.2,0.122
2017-18,Playoffs,Anthony Davis,203076,NOP,25,9,5,4,39.8,105.8,10.8,25.1,33.4,2.0,28.6,2.3,52.5,16.3,11.4,15.2,35.6,0.119
2017-18,Playoffs,James Harden,201935,HOU,28,17,11,6,36.5,105.0,4.4,12.7,17.4,2.2,33.3,0.6,15.3,10.5,6.9,10.2,35.1,0.118
2017-18,Playoffs,Jrue Holiday,201950,NOP,28,9,5,4,38.7,105.7,4.7,10.9,14.7,1.1,17.5,0.6,11.9,15.8,9.9,14.8,34.0,0.118
2017-18,Playoffs,Paul George,202331,OKC,28,6,2,4,41.9,106.5,5.3,12.3,18.2,1.3,16.3,0.7,17.4,13.2,14.3,9.2,39.3,0.117
2017-18,Playoffs,E'Twaun Moore,202734,NOP,29,9,5,4,31.6,103.7,1.9,5.4,7.4,0.7,12.2,0.1,3.4,13.1,9.3,12.3,27.3,0.114
2017-18,Playoffs,Rajon Rondo,200765,NOP,32,9,5,4,33.6,105.0,6.6,18.3,24.8,1.4,23.6,0.2,7.4,15.3,9.8,14.3,31.1,0.110
2017-18,Playoffs,Russell Westbrook,201566,OKC,29,6,2,4,39.2,106.8,10.2,24.6,34.7,1.5,22.0,0.0,0.0,12.3,10.5,10.7,36.0,0.108
2017-18,Playoffs,Terry Rozier,1626179,BOS,24,19,11,8,36.6,106.0,4.8,13.9,20.0,1.3,25.3,0.3,9.1,9.3,8.2,8.3,34.3,0.108
2017-18,Playoffs,T.J. McConnell,204456,PHI,26,10,5,5,15.5,93.5,2.0,11.1,15.4,0.6,26.1,0.0,0.0,4.0,3.8,3.1,12.4,0.106
2017-18,Playoffs,Clint Capela,203991,HOU,24,17,11,6,30.6,104.8,8.0,27.3,36.9,0.8,15.4,2.1,60.0,8.3,5.5,8.1,29.3,0.102
2017-18,Playoffs,Kevon Looney,1626172,GSW,22,21,16,5,18.4,98.0,2.2,10.8,15.6,0.7,21.2,0.4,17.0,4.9,4.1,5.3,19.0,0.102
2017-18,Playoffs,Derrick Favors,202324,UTA,26,11,5,6,26.0,103.0,3.4,12.7,18.0,0.7,16.0,1.0,37.9,9.8,5.3,8.2,21.8,0.101
2017-18,Playoffs,Gorgui Dieng,203476,MIN,28,5,1,4,14.1,93.2,3.0,17.6,23.8,0.4,22.2,0.8,80.0,3.0,3.2,1.0,10.4,0.101
2017-18,Playoffs,Rudy Gobert,203497,UTA,26,11,5,6,34.8,106.1,6.8,18.1,26.1,0.9,17.5,2.3,55.6,15.3,9.8,9.2,29.3,0.101
2017-18,Playoffs,Thon Maker,1627748,MIL,21,6,3,3,21.6,100.4,2.8,13.7,21.3,0.3,8.7,1.8,50.0,5.0,4.2,3.3,17.7,0.099
2017-18,Playoffs,Rudy Gay,200752,SAS,31,5,1,4,31.9,105.5,3.8,13.2,19.2,1.6,33.3,0.2,11.1,8.8,5.6,9.2,23.2,0.098
2017-18,Playoffs,Jaylen Brown,1627759,BOS,21,18,10,8,32.4,105.9,3.9,12.8,18.1,0.8,17.3,0.6,20.4,6.9,7.1,7.6,30.0,0.097
2017-18,Playoffs,Robert Covington,203496,PHI,27,10,5,5,28.1,104.7,4.1,14.4,20.0,1.1,23.4,0.9,29.0,9.4,5.2,8.5,22.0,0.097
2017-18,Playoffs,Eric Gordon,201569,HOU,29,17,11,6,32.3,106.3,2.1,6.4,8.8,0.6,11.9,0.5,12.7,9.4,6.9,8.0,31.4,0.095
2017-18,Playoffs,John Henson,203089,MIL,27,2,0,2,37.1,107.5,4.0,9.3,13.3,0.0,0.0,3.5,63.6,15.0,14.5,9.5,37.0,0.094
2017-18,Playoffs,Marco Belinelli,201158,PHI,32,10,5,5,27.3,105.3,2.0,7.2,9.7,0.7,17.5,0.0,0.0,9.7,4.9,8.9,22.6,0.088
2017-18,Playoffs,Marcus Morris Sr.,202694,BOS,28,19,11,8,29.6,106.0,4.4,15.4,22.5,0.4,8.2,0.3,10.2,7.7,7.2,6.6,27.7,0.088
2017-18,Playoffs,Eric Bledsoe,202339,MIL,28,7,3,4,32.1,107.3,3.1,9.8,14.7,1.0,24.1,0.9,18.2,8.4,9.4,3.3,30.6,0.081
2017-18,Playoffs,Kelly Oubre Jr.,1626162,WAS,22,6,2,4,24.7,105.1,3.7,14.1,21.0,1.0,27.3,0.5,16.7,10.0,7.3,7.7,23.3,0.081
2017-18,Playoffs,Giannis Antetokounmpo,203507,MIL,23,7,3,4,40.0,109.3,8.4,20.9,31.2,1.4,28.6,0.9,17.1,13.6,12.4,6.6,37.4,0.080
2017-18,Playoffs,Joffrey Lauvergne,203530,SAS,26,1,0,1,5.9,76.9,1.0,12.5,25.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.078
2017-18,Playoffs,Khris Middleton,203114,MIL,26,7,3,4,39.3,109.2,5.0,13.2,20.2,0.9,15.4,0.7,14.7,10.7,10.6,5.3,35.4,0.078
2017-18,Playoffs,Jae Crowder,203109,UTA,27,11,5,6,29.4,107.4,4.7,15.4,22.7,1.4,30.0,0.2,6.3,11.9,8.1,7.6,25.6,0.076
2017-18,Playoffs,Tyus Jones,1626145,MIN,22,4,1,3,13.7,97.2,2.3,13.4,18.0,0.3,25.0,0.0,0.0,4.5,2.8,1.8,11.5,0.076
