SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,W,L,W_PCT,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PLUS_MINUS
2023-24,Regular+Season,IND,Indiana Pacers,82,47,35,.573,48.1,123.3,47.0,92.7,50.7,13.2,35.3,37.4,16.1,20.5,78.2,10.1,31.4,41.5,30.8,12.9,7.7,5.9,5.4,21.4,18.3,3.0
2023-24,Regular+Season,LAL,Los Angeles Lakers,82,47,35,.573,48.4,118.0,43.7,87.5,49.9,11.8,31.4,37.7,18.9,24.2,78.2,8.2,34.9,43.1,28.5,14.0,7.4,5.5,4.8,15.6,19.7,0.6
2023-24,Regular+Season,ORL,Orlando Magic,82,47,35,.573,48.2,110.5,40.5,84.9,47.6,11.0,31.3,35.2,18.5,24.4,75.9,10.5,31.8,42.3,24.7,14.7,8.2,5.2,4.6,19.7,20.9,2.0
2023-24,Regular+Season,PHI,Philadelphia 76ers,82,47,35,.573,48.2,114.6,41.5,89.4,46.4,12.1,33.3,36.3,19.5,23.6,82.6,11.0,31.9,43.0,24.9,12.0,8.5,6.0,6.1,20.3,18.5,3.0
2023-24,Regular+Season,GSW,Golden State Warriors,82,46,36,.561,48.4,117.8,43.7,91.6,47.7,14.8,38.9,38.0,15.6,20.0,78.0,12.1,34.6,46.7,29.3,14.3,7.0,4.6,5.0,19.5,17.9,2.6
2023-24,Regular+Season,MIA,Miami Heat,82,46,36,.561,48.2,110.1,39.8,85.6,46.5,12.5,33.7,37.0,18.0,22.0,81.8,9.3,33.0,42.3,25.8,12.7,7.5,3.4,4.7,17.3,18.9,1.8
2023-24,Regular+Season,SAC,Sacramento Kings,82,46,36,.561,48.4,116.6,43.3,90.9,47.7,14.4,39.3,36.6,15.5,20.9,74.5,10.8,33.2,44.0,28.3,13.1,7.6,4.2,4.5,19.9,18.3,1.7
2023-24,Regular+Season,HOU,Houston Rockets,82,41,41,.500,48.4,114.3,41.8,91.0,45.9,12.7,36.1,35.2,18.1,23.4,77.3,11.5,34.0,45.5,24.8,12.7,7.8,4.6,5.9,20.8,19.6,1.1
2023-24,Regular+Season,CHI,Chicago Bulls,82,39,43,.476,48.7,112.3,42.0,89.5,47.0,11.5,32.1,35.8,16.7,21.1,79.1,11.2,32.6,43.8,25.0,12.2,7.8,4.8,4.9,18.8,18.8,-1.4
2023-24,Regular+Season,ATL,Atlanta Hawks,82,36,46,.439,48.4,118.3,43.0,92.5,46.5,13.7,37.7,36.4,18.5,23.2,79.7,12.5,32.2,44.7,26.6,13.5,7.5,4.5,5.6,18.6,19.4,-2.2
2023-24,Regular+Season,BKN,Brooklyn Nets,82,32,50,.390,48.3,110.4,40.7,89.1,45.6,13.3,36.7,36.2,15.8,20.9,75.6,11.4,32.6,44.1,25.6,13.1,6.8,5.2,5.0,18.5,18.2,-2.9
2023-24,Regular+Season,UTA,Utah Jazz,82,31,51,.378,48.3,115.7,42.0,89.9,46.7,12.9,36.5,35.4,18.8,22.6,83.0,12.2,33.2,45.5,27.2,15.7,6.5,5.6,6.4,18.6,19.2,-4.9
2023-24,Regular+Season,MEM,Memphis Grizzlies,82,27,55,.329,48.2,105.8,38.4,88.2,43.5,13.1,37.8,34.6,16.0,21.0,76.4,10.9,31.7,42.6,24.7,15.1,8.2,6.1,6.5,19.1,18.8,-7.0
2023-24,Regular+Season,TOR,Toronto Raptors,82,25,57,.305,48.3,112.4,42.3,89.7,47.1,11.5,33.1,34.7,16.3,21.6,75.6,10.9,31.8,42.7,28.5,14.0,7.7,4.7,5.8,18.4,18.1,-6.4
2023-24,Regular+Season,SAS,San Antonio Spurs,82,22,60,.268,48.4,112.1,41.9,90.7,46.2,12.6,36.4,34.7,15.6,20.0,78.2,10.4,33.9,44.2,29.9,15.1,7.1,6.3,4.6,17.2,17.9,-6.5
2023-24,Regular+Season,CHA,Charlotte Hornets,82,21,61,.256,48.1,106.6,40.0,87.0,46.0,12.1,34.0,35.5,14.5,18.4,78.6,9.3,31.0,40.3,24.8,13.8,6.9,4.5,4.8,18.0,17.5,-10.2
2023-24,Regular+Season,POR,Portland Trail Blazers,82,21,61,.256,48.5,106.4,39.4,89.7,43.9,11.5,33.2,34.5,16.2,20.5,79.1,12.6,30.1,42.7,23.1,15.2,7.6,4.3,6.4,20.2,17.9,-9.0
2023-24,Regular+Season,WAS,Washington Wizards,82,15,67,.183,48.1,113.7,43.0,91.4,47.0,12.4,35.5,34.8,15.4,20.2,76.4,9.2,31.9,41.1,27.9,14.0,7.6,5.1,6.0,20.0,18.0,-9.3
2023-24,Regular+Season,DET,Detroit Pistons,82,14,68,.171,48.2,109.9,40.9,88.2,46.3,11.0,31.7,34.8,17.0,21.7,78.5,10.5,32.8,43.3,25.5,15.2,6.5,4.7,6.0,20.6,17.8,-9.1
2023-24,Playoffs,BOS,Boston Celtics,19,16,3,.842,48.3,108.8,39.3,83.8,46.9,14.5,40.2,36.0,15.7,19.3,81.2,9.7,33.4,43.1,23.8,11.5,6.3,5.4,2.2,15.7,18.0,8.1
2023-24,Playoffs,OKC,Oklahoma City Thunder,10,6,4,.600,48.0,105.7,39.4,85.8,45.9,12.1,34.0,35.6,14.8,18.5,80.0,8.7,32.8,41.5,23.1,11.2,7.8,6.2,5.6,17.7,19.6,6.3
2023-24,Playoffs,DAL,Dallas Mavericks,22,13,9,.591,48.0,106.0,38.9,83.0,46.8,11.9,33.1,36.0,16.3,22.7,71.9,10.9,32.2,43.1,21.1,12.5,6.3,5.3,4.9,19.0,19.7,2.6
2023-24,Playoffs,DEN,Denver Nuggets,12,7,5,.583,48.0,102.2,38.9,85.2,45.7,10.5,31.6,33.2,13.8,16.7,83.0,9.9,32.6,42.5,24.9,12.0,6.4,4.3,5.1,18.0,18.3,-2.1
2023-24,Playoffs,MIN,Minnesota Timberwolves,16,9,7,.563,48.0,107.5,38.8,82.9,46.8,11.7,32.6,35.9,18.3,23.6,77.5,10.6,31.8,42.4,23.9,12.2,7.3,4.6,5.1,20.8,20.0,4.2
2023-24,Playoffs,NYK,New York Knicks,13,7,6,.538,48.4,109.9,39.8,87.8,45.3,11.9,31.8,37.5,18.5,24.4,75.7,13.5,29.4,42.8,22.5,11.2,5.7,5.4,6.3,17.8,21.2,-2.1
2023-24,Playoffs,IND,Indiana Pacers,17,8,9,.471,48.6,113.9,44.8,88.4,50.7,12.2,32.9,37.2,12.1,16.2,74.6,10.3,31.1,41.4,29.9,12.0,5.5,4.8,4.2,20.5,17.4,1.1
2023-24,Playoffs,ORL,Orlando Magic,7,3,4,.429,48.0,100.3,35.3,84.0,42.0,10.3,33.3,30.9,19.4,25.1,77.3,12.0,33.0,45.0,19.3,14.4,8.0,5.1,6.0,21.6,21.7,4.4
2023-24,Playoffs,CLE,Cleveland Cavaliers,12,5,7,.417,48.0,98.1,37.4,83.4,44.9,10.3,32.8,31.5,12.9,17.0,76.0,7.7,31.1,38.8,21.3,12.2,6.7,4.6,5.0,19.8,18.3,-5.6
2023-24,Playoffs,LAC,LA Clippers,6,2,4,.333,48.0,100.3,35.7,82.2,43.4,11.8,31.7,37.4,17.2,21.7,79.2,11.2,30.8,42.0,20.2,13.5,6.2,3.2,6.3,22.8,20.2,-6.7
2023-24,Playoffs,MIL,Milwaukee Bucks,6,2,4,.333,48.8,110.2,40.8,86.3,47.3,11.2,31.5,35.4,17.3,21.2,81.9,9.5,33.2,42.7,22.2,10.7,5.3,3.2,4.5,18.7,19.3,-2.8
2023-24,Playoffs,PHI,Philadelphia 76ers,6,2,4,.333,48.8,108.2,37.0,83.3,44.4,13.5,35.7,37.9,20.7,24.7,83.8,10.7,30.5,41.2,23.0,11.8,5.5,6.3,7.2,21.5,19.2,-0.2
2023-24,Playoffs,LAL,Los Angeles Lakers,5,1,4,.200,48.0,106.4,41.6,84.6,49.2,8.8,29.4,29.9,14.4,18.8,76.6,7.4,33.2,40.6,24.4,11.0,6.0,4.0,3.2,16.6,16.4,-2.2
2023-24,Playoffs,MIA,Miami Heat,5,1,4,.200,48.0,92.2,35.6,81.2,43.8,11.2,34.0,32.9,9.8,12.0,81.7,5.6,30.6,36.2,21.2,11.6,4.6,1.4,5.2,16.8,15.6,-15.6
2023-24,Playoffs,NOP,New Orleans Pelicans,4,0,4,.000,48.0,89.5,33.5,84.5,39.6,8.8,32.8,26.7,13.8,16.0,85.9,12.3,33.3,45.5,19.5,18.0,8.8,4.5,5.3,20.0,16.0,-15.8
2023-24,Playoffs,PHX,Phoenix Suns,4,0,4,.000,48.0,103.3,35.3,75.8,46.5,9.5,26.0,36.5,23.3,28.0,83.0,7.3,25.3,32.5,19.8,14.3,7.5,4.3,2.8,23.3,24.3,-15.0
2023-24,All+Star,East NBA All Stars East,East NBA All Stars East,1,1,0,1.000,48.0,211.0,83.0,146.0,56.8,42.0,97.0,43.3,3.0,4.0,75.0,24.0,40.0,64.0,46.0,14.0,6.0,1.0,2.0,1.0,2.0,25.0
2023-24,All+Star,West NBA All Stars West,West NBA All Stars West,1,0,1,.000,48.0,186.0,80.0,143.0,55.9,25.0,71.0,35.2,1.0,1.0,100,16.0,37.0,53.0,60.0,11.0,8.0,2.0,1.0,2.0,1.0,-25.0
2023-24,PlayIn,LAL,Los Angeles Lakers,1,1,0,1.000,48.0,110.0,35.0,84.0,41.7,14.0,35.0,40.0,26.0,29.0,89.7,6.0,35.0,41.0,24.0,8.0,8.0,7.0,2.0,12.0,23.0,4.0
2023-24,PlayIn,PHI,Philadelphia 76ers,1,1,0,1.000,48.0,105.0,36.0,86.0,41.9,12.0,35.0,34.3,21.0,23.0,91.3,15.0,34.0,49.0,23.0,16.0,4.0,3.0,4.0,17.0,19.0,1.0
2023-24,PlayIn,CHI,Chicago Bulls,2,1,1,.500,48.0,111.0,44.5,93.5,47.6,12.0,34.5,34.8,10.0,12.5,80.0,8.5,34.0,42.5,27.0,11.0,9.0,7.0,4.0,19.5,13.5,-3.0
2023-24,PlayIn,MIA,Miami Heat,2,1,1,.500,48.0,108.0,38.0,86.0,44.2,14.0,36.0,38.9,18.0,21.5,83.7,13.5,33.5,47.0,24.5,14.0,9.0,5.0,4.5,15.0,18.0,10.0
2023-24,PlayIn,NOP,New Orleans Pelicans,2,1,1,.500,48.0,105.5,43.5,89.0,48.9,8.0,24.5,32.7,10.5,14.0,75.0,10.5,37.0,47.5,29.5,14.5,6.5,5.0,5.5,21.0,14.5,1.5
2023-24,PlayIn,SAC,Sacramento Kings,2,1,1,.500,48.0,108.0,39.5,93.0,42.5,14.5,40.0,36.3,14.5,18.5,78.4,14.5,30.0,44.5,24.5,11.5,9.5,4.5,5.5,17.0,18.0,8.5
2023-24,PlayIn,ATL,Atlanta Hawks,1,0,1,.000,48.0,116.0,41.0,91.0,45.1,11.0,37.0,29.7,23.0,28.0,82.1,8.0,26.0,34.0,30.0,11.0,4.0,2.0,8.0,16.0,20.0,-15.0
2023-24,PlayIn,GSW,Golden State Warriors,1,0,1,.000,48.0,94.0,33.0,80.0,41.3,10.0,32.0,31.3,18.0,23.0,78.3,8.0,34.0,42.0,19.0,16.0,5.0,3.0,5.0,17.0,17.0,-24.0
2023-24,IST,LAL,Los Angeles Lakers,7,7,0,1.000,48.0,122.3,44.3,86.9,51.0,12.1,28.3,42.9,21.6,28.0,77.0,11.9,38.4,50.3,28.4,15.4,7.4,6.3,4.6,17.7,21.9,19.3
2023-24,IST,IND,Indiana Pacers,7,6,1,.857,48.0,129.3,46.7,95.1,49.1,14.6,37.9,38.5,21.3,26.9,79.3,10.0,29.1,39.1,29.1,11.1,7.9,6.9,7.9,23.0,21.1,6.3
2023-24,IST,MIL,Milwaukee Bucks,6,5,1,.833,48.0,127.8,46.2,89.7,51.5,16.5,36.8,44.8,19.0,24.7,77.0,8.8,35.8,44.7,26.8,11.5,5.7,7.2,4.0,20.0,20.0,10.2
2023-24,IST,SAC,Sacramento Kings,5,4,1,.800,48.0,119.8,42.4,90.4,46.9,15.4,41.8,36.8,19.6,26.2,74.8,11.4,33.4,44.8,27.6,13.8,8.6,4.8,6.0,20.8,21.4,4.0
2023-24,IST,BKN,Brooklyn Nets,4,3,1,.750,48.0,113.8,42.0,88.8,47.3,16.3,39.8,40.9,13.5,17.3,78.3,10.8,36.3,47.0,26.5,13.5,6.0,4.5,3.5,19.5,15.8,5.0
2023-24,IST,CLE,Cleveland Cavaliers,4,3,1,.750,49.3,118.5,45.5,88.3,51.6,9.8,27.5,35.5,17.8,22.0,80.7,9.5,36.8,46.3,27.0,14.5,9.0,7.8,5.5,17.5,19.5,7.3
2023-24,IST,MIN,Minnesota Timberwolves,4,3,1,.750,48.0,109.5,37.0,82.0,45.1,12.5,31.8,39.4,23.0,27.3,84.4,10.5,36.5,47.0,22.5,19.0,6.0,6.8,4.5,18.3,21.3,0.0
2023-24,IST,ORL,Orlando Magic,4,3,1,.750,48.0,111.5,41.8,86.5,48.3,12.5,34.8,36.0,15.5,21.5,72.1,11.8,31.0,42.8,25.3,16.5,8.3,5.5,4.0,21.3,20.8,5.5
2023-24,IST,NOP,New Orleans Pelicans,6,4,2,.667,48.0,113.2,42.2,87.8,48.0,10.8,28.7,37.8,18.0,25.2,71.5,10.2,33.8,44.0,25.8,13.8,9.3,5.7,4.2,20.2,19.3,-0.2
2023-24,IST,BOS,Boston Celtics,5,3,2,.600,48.0,112.2,41.4,89.8,46.1,15.0,43.4,34.6,14.4,19.6,73.5,10.6,36.4,47.0,27.6,13.6,6.2,5.8,3.6,16.2,18.4,3.4
2023-24,IST,NYK,New York Knicks,5,3,2,.600,48.0,112.4,41.2,88.6,46.5,11.6,33.4,34.7,18.4,23.2,79.3,12.6,35.4,48.0,22.6,14.8,7.2,4.0,4.6,17.2,18.0,3.6
2023-24,IST,PHX,Phoenix Suns,5,3,2,.600,48.0,116.6,41.2,81.4,50.6,12.6,28.6,44.1,21.6,26.0,83.1,9.6,32.6,42.2,26.0,14.4,8.0,4.8,4.8,19.4,20.8,6.2
2023-24,IST,DAL,Dallas Mavericks,4,2,2,.500,48.0,122.3,43.0,90.8,47.4,15.5,40.0,38.8,20.8,24.5,84.7,12.5,27.0,39.5,26.8,12.8,7.0,3.5,5.0,20.8,22.8,-2.0
2023-24,IST,DEN,Denver Nuggets,4,2,2,.500,48.0,108.0,41.8,89.0,46.9,9.5,30.8,30.9,15.0,21.0,71.4,13.0,33.0,46.0,28.3,15.5,6.8,3.8,5.3,17.5,19.3,-2.5
2023-24,IST,GSW,Golden State Warriors,4,2,2,.500,48.0,120.8,41.5,86.0,48.3,16.8,40.5,41.4,21.0,25.0,84.0,10.5,33.8,44.3,31.0,19.8,8.3,3.0,4.0,24.8,20.0,1.0
2023-24,IST,HOU,Houston Rockets,4,2,2,.500,48.0,106.0,39.0,85.8,45.5,10.0,31.0,32.3,18.0,23.0,78.3,9.3,35.3,44.5,25.5,13.0,6.5,6.3,5.3,24.5,21.0,2.5
2023-24,IST,MIA,Miami Heat,4,2,2,.500,48.0,113.5,42.5,86.0,49.4,11.3,31.3,36.0,17.3,21.0,82.1,8.8,30.0,38.8,28.3,11.5,8.8,2.8,2.5,19.5,18.5,1.0
2023-24,IST,PHI,Philadelphia 76ers,4,2,2,.500,49.3,121.3,40.3,88.3,45.6,9.8,28.8,33.9,31.0,34.5,89.9,10.8,32.0,42.8,24.0,14.0,9.8,5.0,4.5,23.5,23.8,2.3
2023-24,IST,UTA,Utah Jazz,4,2,2,.500,48.0,117.3,41.5,88.5,46.9,14.5,40.0,36.3,19.8,22.8,86.8,11.8,31.0,42.8,26.5,14.0,7.5,7.8,5.0,20.0,18.8,-3.3
2023-24,IST,ATL,Atlanta Hawks,4,1,3,.250,48.0,124.8,44.3,93.0,47.6,13.0,35.3,36.9,23.3,27.0,86.1,12.5,28.3,40.8,25.3,13.3,8.5,4.5,8.3,19.5,21.3,-8.0
2023-24,IST,CHA,Charlotte Hornets,4,1,3,.250,48.0,104.8,40.0,92.8,43.1,10.0,29.3,34.2,14.8,19.8,74.7,15.8,33.3,49.0,22.8,14.3,7.3,2.0,6.3,17.0,18.8,-13.5
2023-24,IST,LAC,LA Clippers,4,1,3,.250,48.0,111.5,39.5,87.3,45.3,11.3,31.8,35.4,21.3,26.8,79.4,12.3,31.5,43.8,22.8,12.5,9.5,4.5,3.3,23.5,22.3,-6.3
2023-24,IST,OKC,Oklahoma City Thunder,4,1,3,.250,48.0,115.8,43.0,87.3,49.3,12.0,32.0,37.5,17.8,22.3,79.8,6.3,30.3,36.5,26.0,15.3,9.8,4.0,6.5,18.8,19.3,6.0
2023-24,IST,POR,Portland Trail Blazers,4,1,3,.250,49.3,104.0,37.5,90.0,41.7,11.0,33.8,32.6,18.0,23.5,76.6,14.8,28.0,42.8,19.8,15.8,9.0,4.5,7.5,16.8,19.3,-9.8
2023-24,IST,TOR,Toronto Raptors,4,1,3,.250,48.0,109.0,40.8,86.5,47.1,13.0,34.0,38.2,14.5,20.5,70.7,9.5,31.8,41.3,29.3,14.5,7.3,4.0,5.5,16.5,17.3,-5.3
2023-24,IST,CHI,Chicago Bulls,4,0,4,.000,48.0,102.3,39.8,85.0,46.8,10.5,28.0,37.5,12.3,18.3,67.1,8.0,29.5,37.5,21.3,11.8,7.5,4.0,6.5,16.8,16.5,-12.0
2023-24,IST,DET,Detroit Pistons,4,0,4,.000,48.0,109.8,42.3,89.3,47.3,8.5,27.5,30.9,16.8,21.0,79.8,14.3,31.8,46.0,26.5,16.3,6.5,7.0,6.5,20.8,18.0,-11.3
2023-24,IST,MEM,Memphis Grizzlies,4,0,4,.000,49.3,107.5,42.3,95.8,44.1,14.5,42.3,34.3,8.5,12.0,70.8,10.0,28.3,38.3,25.5,13.0,6.8,6.5,8.8,21.3,14.3,-14.0
2023-24,IST,SAS,San Antonio Spurs,4,0,4,.000,48.0,107.3,41.8,94.3,44.3,12.0,36.8,32.7,11.8,15.8,74.6,10.3,32.0,42.3,28.5,18.5,8.3,5.0,3.5,18.3,19.8,-14.5
2023-24,IST,WAS,Washington Wizards,4,0,4,.000,48.0,114.5,43.5,87.8,49.6,13.0,33.8,38.5,14.5,18.5,78.4,7.5,28.5,36.0,28.8,14.5,4.5,4.5,4.3,20.8,20.0,-9.5
2024-25,Pre+Season,GSW,Golden State Warriors,6,6,0,1.000,48.0,112.7,40.7,86.3,47.1,16.2,42.3,38.2,15.2,19.3,78.4,9.3,36.5,45.8,30.0,17.8,8.8,6.0,4.5,20.5,18.3,17.3
2024-25,Pre+Season,BOS,Boston Celtics,5,4,1,.800,48.0,121.8,42.8,95.0,45.1,19.4,52.6,36.9,16.8,20.8,80.8,13.2,32.4,45.6,29.6,12.2,9.8,5.6,1.2,20.2,21.6,16.6
2024-25,Pre+Season,LAC,LA Clippers,5,4,1,.800,48.0,105.8,38.8,81.8,47.4,9.2,30.6,30.1,19.0,25.8,73.6,9.4,34.4,43.8,24.4,19.0,13.6,7.0,5.2,19.0,21.0,9.2
2024-25,Pre+Season,MIA,Miami Heat,5,4,1,.800,48.0,112.6,41.0,90.2,45.5,13.4,41.0,32.7,17.2,23.6,72.9,9.8,33.0,42.8,29.8,16.0,15.2,4.4,5.4,22.4,21.6,3.2
2024-25,Pre+Season,NYK,New York Knicks,5,4,1,.800,48.0,114.2,39.6,91.6,43.2,12.4,41.0,30.2,22.6,27.6,81.9,10.8,36.0,46.8,23.4,12.6,8.8,4.2,5.0,17.8,24.6,7.0
2024-25,Pre+Season,OKC,Oklahoma City Thunder,5,4,1,.800,49.0,114.0,44.0,92.0,47.8,14.6,41.6,35.1,11.4,17.2,66.3,9.8,37.4,47.2,28.0,13.4,11.2,6.4,3.4,19.8,18.4,11.8
2024-25,Pre+Season,HOU,Houston Rockets,4,3,1,.750,49.3,120.5,43.8,93.5,46.8,13.3,40.3,32.9,19.8,28.8,68.7,13.8,38.5,52.3,26.3,17.8,8.8,4.8,4.0,21.8,23.3,10.5
2024-25,Pre+Season,POR,Portland Trail Blazers,4,3,1,.750,48.0,109.8,40.5,90.3,44.9,10.3,33.5,30.6,18.5,25.3,73.3,14.3,35.3,49.5,26.0,17.8,11.5,6.0,6.0,19.5,22.3,16.8
2024-25,Pre+Season,UTA,Utah Jazz,6,4,2,.667,48.0,111.3,37.3,80.5,46.4,12.8,36.2,35.5,23.8,30.0,79.4,11.2,34.2,45.3,22.5,22.5,7.5,7.0,6.3,17.7,24.3,0.3
2024-25,Pre+Season,CHI,Chicago Bulls,5,3,2,.600,49.0,121.6,43.8,101.2,43.3,16.4,47.8,34.3,17.6,23.2,75.9,11.8,40.4,52.2,28.2,16.0,9.4,6.2,5.4,21.8,19.6,0.2
2024-25,Pre+Season,DET,Detroit Pistons,5,3,2,.600,48.0,105.4,40.0,88.0,45.5,10.8,33.8,32.0,14.6,18.4,79.3,10.0,34.2,44.2,29.2,16.6,11.0,5.8,8.4,20.6,17.8,8.2
2024-25,Pre+Season,MEM,Memphis Grizzlies,5,3,2,.600,48.0,113.6,39.0,87.4,44.6,15.0,41.6,36.1,20.6,28.0,73.6,15.0,34.4,49.4,29.8,21.0,9.6,5.2,4.0,24.2,21.2,-3.6
2024-25,Pre+Season,PHX,Phoenix Suns,5,3,2,.600,49.0,110.8,41.0,92.6,44.3,15.6,44.0,35.5,13.2,17.2,76.7,7.4,38.0,45.4,29.8,15.6,9.0,6.4,4.6,18.0,18.8,-1.6
2024-25,Pre+Season,TOR,Toronto Raptors,5,3,2,.600,48.0,113.2,43.4,92.0,47.2,11.6,34.8,33.3,14.8,20.4,72.5,13.2,35.4,48.6,31.4,18.2,8.2,3.0,6.0,26.0,21.4,2.0
2024-25,Pre+Season,IND,Indiana Pacers,4,2,2,.500,49.3,124.0,46.3,91.3,50.7,13.5,37.0,36.5,18.0,25.3,71.3,12.0,33.0,45.0,29.5,17.0,11.3,5.3,3.3,19.5,22.5,3.0
2024-25,Pre+Season,PHI,Philadelphia 76ers,6,3,3,.500,48.0,109.8,39.0,88.2,44.2,13.2,39.2,33.6,18.7,24.2,77.2,13.2,34.5,47.7,21.5,15.8,10.3,3.3,6.2,21.0,20.3,2.8
2024-25,Pre+Season,CHA,Charlotte Hornets,5,2,3,.400,49.0,112.0,40.2,90.4,44.5,16.8,44.6,37.7,14.8,20.4,72.5,11.8,37.4,49.2,23.6,22.4,7.6,6.4,5.8,23.0,21.8,3.0
2024-25,Pre+Season,MIN,Minnesota Timberwolves,5,2,3,.400,48.0,120.8,43.8,95.0,46.1,16.0,44.4,36.0,17.2,24.0,71.7,11.8,35.2,47.0,27.0,15.4,8.4,3.8,6.0,24.8,21.2,2.8
2024-25,Pre+Season,SAS,San Antonio Spurs,5,2,3,.400,48.0,112.8,41.8,87.4,47.8,12.4,37.2,33.3,16.8,24.2,69.4,9.8,32.8,42.6,30.2,16.4,9.6,3.8,6.2,19.4,19.6,-2.8
2024-25,Pre+Season,WAS,Washington Wizards,5,2,3,.400,48.0,103.0,36.6,82.4,44.4,12.4,37.4,33.2,17.4,25.0,69.6,8.4,32.4,40.8,23.4,21.0,6.4,6.2,4.2,23.8,22.8,-14.0
2024-25,Pre+Season,LAL,Los Angeles Lakers,6,2,4,.333,48.8,104.5,38.7,92.8,41.7,11.5,38.5,29.9,15.7,20.3,77.0,12.0,35.7,47.7,24.5,17.3,8.2,6.7,6.3,16.8,19.2,-13.7
2024-25,Pre+Season,NOP,New Orleans Pelicans,3,1,2,.333,48.0,101.0,37.0,87.3,42.4,10.0,38.0,26.3,17.0,22.0,77.3,11.0,34.0,45.0,23.0,17.7,9.0,7.0,3.0,20.7,17.7,-6.7
2024-25,Pre+Season,ORL,Orlando Magic,3,1,2,.333,48.0,105.0,37.0,82.7,44.8,11.0,37.0,29.7,20.0,26.3,75.9,9.0,36.7,45.7,24.7,20.0,9.7,5.3,5.0,21.0,20.3,1.0
2024-25,Pre+Season,ATL,Atlanta Hawks,4,1,3,.250,48.0,107.5,39.5,92.8,42.6,15.3,45.5,33.5,13.3,18.3,72.6,13.3,32.8,46.0,28.8,20.0,10.8,3.5,5.3,20.8,20.0,-7.0
2024-25,Pre+Season,BKN,Brooklyn Nets,4,1,3,.250,48.0,111.0,39.3,88.0,44.6,13.0,40.3,32.3,19.5,26.8,72.9,10.8,29.0,39.8,27.5,15.5,10.0,4.3,7.0,23.0,22.8,1.0
2024-25,Pre+Season,DAL,Dallas Mavericks,4,1,3,.250,48.0,105.8,38.8,85.3,45.5,11.0,31.8,34.6,17.3,23.5,73.4,8.5,34.5,43.0,22.8,19.0,10.3,7.5,6.0,20.8,20.5,0.3
2024-25,Pre+Season,MIL,Milwaukee Bucks,4,1,3,.250,48.0,96.0,35.5,88.3,40.2,13.5,36.5,37.0,11.5,15.5,74.2,9.3,37.3,46.5,26.0,18.0,9.0,7.3,8.0,20.0,16.0,-14.8
2024-25,Pre+Season,DEN,Denver Nuggets,5,1,4,.200,48.0,109.4,38.0,83.4,45.6,11.4,33.8,33.7,22.0,31.4,70.1,10.0,35.4,45.4,28.4,20.0,7.2,3.2,5.2,22.2,25.4,-11.6
2024-25,Pre+Season,CLE,Cleveland Cavaliers,4,0,4,.000,49.3,114.5,41.0,94.3,43.5,12.0,41.3,29.1,20.5,28.0,73.2,10.0,38.3,48.3,28.5,16.3,9.0,5.5,6.3,17.0,22.0,-8.5
2024-25,Pre+Season,New Zealand Breakers,New Zealand Breakers,3,0,3,.000,48.0,86.7,30.7,82.7,37.1,10.0,38.7,25.9,15.3,19.3,79.3,10.7,24.0,34.7,17.3,17.3,8.3,4.7,3.7,21.0,20.0,-37.3
2024-25,Pre+Season,Ratiopharm Ulm,Ratiopharm Ulm,1,0,1,.000,48.0,100.0,34.0,83.0,41.0,20.0,46.0,43.5,12.0,13.0,92.3,9.0,22.0,31.0,22.0,17.0,9.0,1.0,5.0,24.0,17.0,-11.0
2024-25,Pre+Season,SAC,Sacramento Kings,5,0,5,.000,48.0,101.6,38.4,91.4,42.0,9.4,37.0,25.4,15.4,21.0,73.3,14.8,30.0,44.8,25.8,17.6,12.2,2.8,5.0,24.0,21.4,-11.6
2024-25,Regular+Season,OKC,Oklahoma City Thunder,82,68,14,.829,48.1,120.5,44.6,92.7,48.2,14.5,38.8,37.4,16.7,20.4,81.9,10.6,34.2,44.8,26.9,11.7,10.3,5.7,4.8,19.9,18.1,12.9
2024-25,Regular+Season,CLE,Cleveland Cavaliers,82,64,18,.780,48.2,121.9,44.5,90.8,49.1,15.9,41.5,38.3,17.0,21.9,77.6,11.2,34.2,45.4,28.1,13.2,8.2,4.3,4.4,18.1,18.9,9.5
2024-25,Regular+Season,BOS,Boston Celtics,82,61,21,.744,48.4,116.3,41.6,90.0,46.2,17.8,48.2,36.8,15.3,19.1,79.9,11.4,33.9,45.3,26.1,11.9,7.2,5.5,3.6,15.9,17.5,9.1
2024-25,Regular+Season,HOU,Houston Rockets,82,52,30,.634,48.2,114.3,42.5,93.4,45.5,12.7,35.8,35.3,16.7,22.6,73.8,14.6,33.8,48.5,23.3,13.9,8.4,5.0,5.7,19.0,19.2,4.5
2024-25,Regular+Season,NYK,New York Knicks,82,51,31,.622,48.5,115.8,43.3,89.2,48.6,12.6,34.1,36.9,16.5,20.7,80.0,10.9,31.8,42.6,27.5,13.3,8.2,4.0,5.0,17.2,19.0,4.1
2024-25,Regular+Season,DEN,Denver Nuggets,82,50,32,.610,48.4,120.8,45.4,89.8,50.6,12.0,31.9,37.6,17.9,23.3,77.0,11.2,34.5,45.7,31.0,14.3,8.0,4.9,5.1,17.6,19.0,3.9
