SEASON,SEASON_TYPE,TEAM_ABB,TEAM_ID,TEAM_NAME,PLAYER_NAME,PLAYER_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,GP,G,FREQ,FGM_GT_15,FGA_GT_15,GT_15_PCT,NS_GT_15_PCT,PLUSMINUS
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Cooper Flagg,1642843,DAL,F,39,39,39.1,2.1,6.0,34.7,35.7,-0.9
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Tyrese Maxey,1630178,PHI,G,36,36,47.1,2.1,6.0,34.6,36.3,-1.8
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Derik Queen,1642852,NOP,C,41,40,37.8,2.1,6.0,34.8,35.7,-0.9
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,Kawhi Leonard,202695,LAC,F,29,29,51.0,2.3,6.0,38.7,36.1,2.6
2025-26,Regular+Season,HOU,1610612745,Houston Rockets,Kevin Durant,201142,HOU,F,35,35,51.0,2.0,5.9,34.1,36.9,-2.8
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Toumani Camara,1641739,POR,F,41,41,40.2,2.3,5.9,38.7,37.5,1.2
2025-26,Regular+Season,PHX,1610612756,Phoenix Suns,Mark Williams,1631109,PHX,C,35,34,39.7,2.0,5.9,33.3,36.5,-3.2
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,RJ Barrett,1629628,TOR,F-G,23,23,46.3,2.1,5.9,35.3,35.7,-0.4
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,P.J. Washington,1629023,DAL,F,30,30,38.8,1.7,5.9,29.4,36.3,-6.9
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,Ivica Zubac,1627826,LAC,C,34,33,38.0,2.3,5.9,39.0,36.6,2.4
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,Peyton Watson,1631212,DEN,G,38,38,44.5,1.9,5.8,32.0,37.5,-5.6
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Domantas Sabonis,1627734,SAC,F-C,11,11,36.2,3.0,5.8,51.6,39.6,12.0
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Matas Buzelis,1641824,CHI,F,39,39,40.9,2.2,5.8,37.6,36.9,0.8
2025-26,Regular+Season,MIA,1610612748,Miami Heat,Bam Adebayo,1628389,MIA,C-F,32,32,44.9,1.8,5.8,31.9,36.6,-4.7
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Austin Reaves,1630559,LAL,G,23,23,41.6,2.3,5.8,39.1,37.3,1.8
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Jaylon Tyson,1642281,CLE,G-F,36,36,48.8,2.3,5.8,38.9,37.5,1.5
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Luguentz Dort,1629652,OKC,G,31,31,55.1,2.4,5.8,41.3,37.2,4.1
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Lauri Markkanen,1628374,UTA,F-C,33,33,45.3,1.9,5.8,32.1,36.8,-4.7
