SEASON,SEASON_TYPE,TEAM_ABB,TEAM_ID,TEAM_NAME,PLAYER_NAME,PLAYER_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,GP,G,FREQ,FGM_GT_15,FGA_GT_15,GT_15_PCT,NS_GT_15_PCT,PLUSMINUS
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Jose Alvarado,1630631,NOP,G,35,34,52.0,1.6,4.1,38.6,36.2,2.4
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Ben Sheppard,1641767,IND,G,29,28,49.6,1.3,4.1,31.7,37.2,-5.5
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,Bogdan Bogdanović,203992,LAC,G,15,14,42.8,1.5,4.1,35.5,37.6,-2.2
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Bennedict Mathurin,1631097,IND,G-F,24,24,40.1,1.6,4.1,38.4,37.6,0.8
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Trendon Watford,1630570,PHI,G-F,17,16,52.2,1.4,4.1,34.3,35.5,-1.2
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Walter Clayton Jr.,1642383,UTA,G,34,32,53.6,1.2,4.1,28.6,36.9,-8.4
2025-26,Regular+Season,HOU,1610612745,Houston Rockets,Tari Eason,1631106,HOU,F,21,21,48.0,1.4,4.1,34.9,35.4,-0.5
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Ajay Mitchell,1642349,OKC,G,39,38,51.1,1.4,4.1,34.6,36.8,-2.2
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Ayo Dosunmu,1630245,CHI,G,33,32,48.0,1.1,4.1,26.9,37.1,-10.2
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Shaedon Sharpe,1631101,POR,G,37,36,39.4,1.3,4.0,31.3,36.7,-5.3
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,D'Angelo Russell,1626156,DAL,G,26,26,46.3,1.4,4.0,35.2,36.9,-1.7
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Daniel Gafford,1629655,DAL,F-C,28,27,35.5,1.5,4.0,36.3,35.8,0.5
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Michael Porter Jr.,1629008,BKN,F,30,28,37.6,1.6,4.0,38.8,36.8,2.0
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Andre Drummond,203083,PHI,C,33,31,37.8,1.1,4.0,27.8,36.1,-8.2
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Quenton Jackson,1631245,IND,G,15,15,50.0,0.9,4.0,23.3,36.9,-13.5
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Tobias Harris,202699,DET,F,23,21,41.8,1.4,4.0,35.9,37.4,-1.5
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Kevon Looney,1626172,NOP,F,16,15,49.6,1.3,4.0,32.8,36.3,-3.5
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Oscar Tshiebwe,1631131,UTA,F-C,1,1,50.0,3.0,4.0,75.0,40.2,34.9
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,Grant Williams,1629684,CHA,F,2,2,53.3,1.0,4.0,25.0,35.3,-10.3
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Herbert Jones,1630529,NOP,F,23,21,44.4,1.7,4.0,42.9,37.1,5.8
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,Moses Moody,1630541,GSW,G,39,39,41.4,1.4,4.0,35.1,36.7,-1.6
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Keegan Murray,1631099,SAC,F,19,19,27.7,1.3,4.0,32.0,38.5,-6.5
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Isaiah Joe,1630198,OKC,G,32,31,52.7,1.3,3.9,34.1,35.4,-1.3
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,Spencer Jones,1642461,DEN,F,33,32,46.4,1.4,3.9,36.2,35.6,0.6
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Gabe Vincent,1629216,LAL,G,18,17,59.7,1.8,3.9,46.5,37.8,8.7
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Kelly Olynyk,203482,SAS,F-C,24,24,57.3,1.4,3.9,36.2,35.1,1.1
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Taylor Hendricks,1641707,UTA,F,25,24,49.2,1.7,3.9,42.9,36.2,6.6
2025-26,Regular+Season,BOS,1610612738,Boston Celtics,Sam Hauser,1630573,BOS,F,38,36,46.1,1.4,3.9,36.9,36.6,0.3
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Jalen Williams,1631114,OKC,G-F,22,22,44.6,1.3,3.9,33.7,37.1,-3.4
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Sam Merrill,1630241,CLE,G,23,23,39.6,1.4,3.9,36.7,36.6,0.1
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,DaRon Holmes II,1641747,DEN,F,9,8,49.3,1.3,3.9,34.3,35.2,-0.9
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Tre Jones,1630200,CHI,G,33,31,38.8,1.6,3.9,39.8,36.9,3.0
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Dean Wade,1629731,CLE,F-C,33,33,37.2,1.3,3.9,33.1,37.1,-4.1
2025-26,Regular+Season,BOS,1610612738,Boston Celtics,Josh Minott,1631169,BOS,F,28,27,45.0,1.4,3.8,36.4,36.5,-0.1
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Jeremiah Robinson-Earl,1630526,IND,F,16,16,48.0,1.7,3.8,44.3,35.6,8.6
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Micah Potter,1630695,IND,C,10,10,36.9,1.8,3.8,47.4,34.9,12.5
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Nique Clifford,1642363,SAC,G,36,35,45.6,1.2,3.8,32.4,37.7,-5.4
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Jaylin Williams,1631119,OKC,F,27,26,42.1,1.3,3.8,34.3,33.5,0.8
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Danny Wolf,1642874,BKN,F,22,22,42.1,1.1,3.8,30.1,38.0,-7.9
2025-26,Regular+Season,BOS,1610612738,Boston Celtics,Anfernee Simons,1629014,BOS,G,39,39,45.4,1.3,3.8,34.7,36.2,-1.5
2025-26,Regular+Season,BOS,1610612738,Boston Celtics,Luka Garza,1630568,BOS,C,30,28,42.8,1.4,3.8,38.1,36.2,1.8
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Jaxson Hayes,1629637,LAL,C-F,32,32,45.3,1.4,3.8,38.3,37.3,1.0
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Kyle Anderson,203937,UTA,F-G,12,12,52.9,1.6,3.8,42.2,35.2,7.1
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Alex Caruso,1627936,OKC,G,29,28,52.4,1.4,3.7,38.0,36.6,1.4
2025-26,Regular+Season,ORL,1610612753,Orlando Magic,Tristan da Silva,1641783,ORL,F,35,33,43.3,1.3,3.7,34.6,36.4,-1.8
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Jay Huff,1630643,IND,C,40,39,34.6,1.2,3.7,32.4,36.1,-3.7
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,Jamal Shead,1642347,TOR,G,41,41,51.7,1.2,3.7,33.8,37.9,-4.1
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Isaiah Jackson,1630543,IND,F,29,29,39.0,1.2,3.7,33.0,36.7,-3.7
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Keon Ellis,1631165,SAC,G,38,36,44.8,1.1,3.7,30.2,37.7,-7.5
2025-26,Regular+Season,BOS,1610612738,Boston Celtics,Jordan Walsh,1641775,BOS,G,32,31,42.9,1.5,3.7,40.2,37.0,3.2
2025-26,Regular+Season,MIA,1610612748,Miami Heat,Norman Powell,1626181,MIA,G,34,33,42.8,1.6,3.6,43.5,37.1,6.5
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Caris LeVert,1627747,DET,G,28,28,45.1,1.4,3.6,37.3,37.1,0.1
2025-26,Regular+Season,PHX,1610612756,Phoenix Suns,Ryan Dunn,1642346,PHX,F,33,31,43.3,1.2,3.6,34.2,37.3,-3.1
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Taurean Prince,1627752,MIL,F,8,8,50.0,1.6,3.6,44.8,35.9,9.0
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Christian Koloko,1631132,MEM,C,13,12,42.7,1.5,3.6,40.4,36.5,4.0
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,GG Jackson,1641713,MEM,F,15,14,52.9,1.7,3.6,48.1,36.2,12.0
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Devin Vassell,1630170,SAS,G-F,32,32,38.2,1.5,3.6,40.9,37.9,2.9
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Bryce McGowens,1631121,NOP,G,24,22,44.6,1.0,3.6,29.1,35.1,-6.0
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,PJ Hall,1641790,CHA,C,12,11,45.7,1.0,3.6,27.9,38.8,-10.9
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Ronald Holland II,1641842,DET,F,36,35,47.6,1.3,3.6,36.4,37.4,-1.0
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Dereck Lively II,1641726,DAL,C,7,7,36.8,1.6,3.6,44.0,36.1,7.9
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Ryan Nembhard,1642948,DAL,G,27,23,44.9,1.1,3.6,32.3,37.2,-4.9
2025-26,Regular+Season,MIA,1610612748,Miami Heat,Simone Fontecchio,1631323,MIA,F,36,32,52.5,1.2,3.6,32.8,36.3,-3.5
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Brandon Williams,1630314,DAL,G,34,33,42.3,1.1,3.6,31.4,36.5,-5.1
2025-26,Regular+Season,MIA,1610612748,Miami Heat,Dru Smith,1630696,MIA,G,40,39,46.7,1.3,3.5,35.9,37.2,-1.3
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Brice Sensabaugh,1641729,UTA,F,37,35,48.5,1.4,3.5,38.2,37.1,1.1
2025-26,Regular+Season,PHX,1610612756,Phoenix Suns,Jordan Goodwin,1630692,PHX,G,37,34,47.6,1.4,3.5,40.5,37.3,3.2
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,LaMelo Ball,1630163,CHA,G,30,29,41.6,1.6,3.5,44.3,37.1,7.2
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,Collin Sexton,1629012,CHA,G,31,31,48.0,1.1,3.5,31.2,36.6,-5.4
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,Brandin Podziemski,1641764,GSW,G,41,39,38.3,1.2,3.5,33.3,36.6,-3.3
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,Brook Lopez,201572,LAC,C,32,27,38.9,1.2,3.5,33.9,36.6,-2.7
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Robert Williams III,1629057,POR,C-F,28,28,43.2,1.2,3.5,34.7,35.5,-0.8
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,DeAndre Jordan,201599,NOP,C,2,2,53.8,1.0,3.5,28.6,38.9,-10.4
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,Seth Curry,203552,GSW,G,2,2,58.3,2.0,3.5,57.1,38.5,18.6
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,Tre Johnson,1642848,WAS,G,31,29,41.2,1.3,3.5,38.0,37.4,0.6
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Gary Trent Jr.,1629018,MIL,G,37,36,48.7,1.4,3.5,39.8,36.6,3.3
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,Bilal Coulibaly,1641731,WAS,G,24,22,39.7,1.3,3.5,38.6,37.4,1.2
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Craig Porter Jr.,1641854,CLE,G,35,34,41.2,1.3,3.4,36.7,36.8,-0.1
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Cole Anthony,1630175,MIL,G,26,25,52.0,1.5,3.4,42.7,36.1,6.6
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Keldon Johnson,1629640,SAS,F-G,40,40,43.6,1.1,3.4,31.6,36.9,-5.3
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,Alijah Martin,1642918,TOR,G,5,5,47.2,0.8,3.4,23.5,37.2,-13.7
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Adem Bona,1641737,PHI,F,29,28,38.1,1.1,3.4,33.7,36.4,-2.8
2025-26,Regular+Season,MIA,1610612748,Miami Heat,Kasparas Jakučionis,1642857,MIA,G,11,9,45.7,1.4,3.4,40.5,35.6,4.9
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,Will Richard,1642954,GSW,G,34,33,41.9,1.1,3.4,31.6,37.9,-6.4
2025-26,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Mike Conley,201144,MIN,G,35,34,45.0,1.3,3.3,37.6,38.1,-0.5
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Cam Spencer,1642285,MEM,G,38,34,43.1,1.3,3.3,37.8,36.7,1.1
2025-26,Regular+Season,PHX,1610612756,Phoenix Suns,Oso Ighodaro,1642345,PHX,F,40,36,36.8,1.0,3.3,30.1,36.7,-6.6
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Ethan Thompson,1630679,IND,G,15,13,52.1,1.3,3.3,38.0,37.1,0.9
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Egor Dëmin,1642856,BKN,G,33,32,36.2,1.3,3.3,38.2,37.1,1.0
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Wendell Moore Jr.,1631111,DET,G,3,3,55.6,0.3,3.3,10.0,37.2,-27.2
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,Justin Champagnie,1630551,WAS,G-F,34,33,40.5,1.3,3.3,38.9,36.8,2.2
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Zach Collins,1628380,CHI,F-C,10,9,39.3,1.1,3.3,33.3,37.2,-3.9
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,Kobe Sanders,1642920,LAC,G,31,29,46.8,1.3,3.3,39.2,36.7,2.5
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Gary Harris,203914,MIL,G,29,28,54.6,1.2,3.3,37.9,36.6,1.3
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,Ja'Kobe Walter,1642266,TOR,G,37,34,43.1,1.2,3.3,36.4,37.4,-1.0
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Branden Carlson,1642382,OKC,C,27,25,47.3,1.5,3.3,45.5,33.7,11.8
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,Buddy Hield,1627741,GSW,G,35,35,42.5,1.2,3.3,37.7,36.9,0.8
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Nolan Traore,1642849,BKN,G,17,15,49.1,1.4,3.2,41.8,37.7,4.1
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,Tidjane Salaün,1642275,CHA,F,25,23,43.1,1.6,3.2,50.6,36.9,13.7
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,Ochai Agbaji,1630534,TOR,G,31,27,48.1,1.0,3.2,32.0,37.0,-5.0
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Tyrese Martin,1631213,BKN,F,31,28,45.5,1.2,3.2,37.0,36.7,0.3
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Malik Monk,1628370,SAC,G,32,30,46.0,1.1,3.2,35.0,36.5,-1.5
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Javonte Green,1629750,DET,G,37,35,43.2,1.2,3.2,36.4,37.6,-1.2
2025-26,Regular+Season,BOS,1610612738,Boston Celtics,Xavier Tillman,1630214,BOS,F,11,7,56.5,1.1,3.2,34.3,37.0,-2.7
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Ben Saraf,1642879,BKN,G,12,10,45.8,0.9,3.2,28.9,38.5,-9.6
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Jock Landale,1629111,MEM,C,37,33,34.9,1.2,3.2,39.3,36.2,3.1
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,Jalen Pickett,1629618,DEN,G,21,19,51.2,1.2,3.1,37.9,36.3,1.6
2025-26,Regular+Season,HOU,1610612745,Houston Rockets,Aaron Holiday,1628988,HOU,G,28,25,50.6,0.9,3.1,29.5,36.5,-7.0
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,Mouhamed Gueye,1631243,ATL,F,40,37,45.3,1.0,3.1,32.0,35.6,-3.6
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Sidy Cissoko,1631321,POR,G,34,34,44.0,1.2,3.1,38.7,35.4,3.3
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,Jordan Miller,1641757,LAC,G,17,15,43.8,0.8,3.1,26.4,36.3,-9.9
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Nae'Qwan Tomlin,1641772,CLE,F,29,27,54.5,1.3,3.1,41.1,36.4,4.8
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,Jamir Watkins,1642364,WAS,F,11,9,44.2,1.1,3.1,35.3,36.1,-0.8
2025-26,Regular+Season,ORL,1610612753,Orlando Magic,Goga Bitadze,1629048,ORL,C-F,36,30,36.4,1.0,3.1,31.5,36.7,-5.2
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Olivier-Maxence Prosper,1641765,MEM,F,15,14,43.8,1.2,3.1,39.1,35.4,3.7
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Jared McCain,1642272,PHI,G,29,26,42.6,1.1,3.1,34.8,35.1,-0.3
2025-26,Regular+Season,HOU,1610612745,Houston Rockets,Josh Okogie,1629006,HOU,G,36,34,47.4,1.4,3.1,44.5,36.3,8.3
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,De'Anthony Melton,1629001,GSW,G,16,16,34.8,1.2,3.1,38.8,36.2,2.6
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Jarace Walker,1641716,IND,F,40,40,41.9,0.9,3.0,31.1,36.5,-5.4
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,Zeke Nnaji,1630192,DEN,F-C,23,21,44.0,1.1,3.0,35.7,35.7,0.0
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,Nicolas Batum,201587,LAC,G-F,37,34,42.1,1.5,3.0,49.1,37.2,11.9
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Dylan Harper,1642844,SAS,G,30,28,47.2,1.1,3.0,35.2,36.2,-1.1
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,KJ Simpson,1642354,CHA,G,12,12,37.1,1.1,3.0,36.1,37.8,-1.7
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Patrick Williams,1630172,CHI,F,37,31,42.7,1.4,3.0,45.0,36.1,9.0
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Jalen Smith,1630188,CHI,F-C,31,29,35.8,1.1,3.0,38.0,35.9,2.2
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,Corey Kispert,1630557,ATL,F,21,21,42.5,0.8,3.0,27.4,36.5,-9.1
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Daniss Jenkins,1642450,DET,G,28,27,47.4,1.1,2.9,36.6,37.0,-0.4
2025-26,Regular+Season,NYK,1610612752,New York Knicks,Jordan Clarkson,203903,NYK,G,39,39,41.9,1.3,2.9,45.6,35.7,9.9
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Kentavious Caldwell-Pope,203484,MEM,G,38,38,50.5,1.3,2.9,43.2,36.9,6.4
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,Kobe Brown,1641738,LAC,F,22,21,59.3,1.3,2.9,45.3,36.4,8.9
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Klay Thompson,202691,DAL,G,37,35,43.1,0.9,2.9,30.8,35.9,-5.0
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,Luke Kennard,1628379,ATL,G,36,33,40.8,1.1,2.9,37.5,35.1,2.4
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Kris Murray,1631200,POR,F,34,32,38.4,0.9,2.9,31.6,35.9,-4.2
2025-26,Regular+Season,BOS,1610612738,Boston Celtics,Hugo González,1642864,BOS,G,34,31,47.3,1.0,2.9,33.7,36.3,-2.6
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Johnny Furphy,1642277,IND,G,21,20,37.7,1.1,2.9,38.3,37.6,0.7
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Jordan Hawkins,1641722,NOP,G,31,27,47.8,1.0,2.8,34.1,36.1,-2.1
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Cody Williams,1642262,UTA,F,24,20,45.6,1.3,2.8,45.6,36.4,9.2
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Drew Eubanks,1629234,SAC,F-C,30,25,38.1,1.0,2.8,36.5,37.4,-1.0
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Bobi Klintman,1641752,DET,F,6,6,77.3,1.3,2.8,47.1,32.6,14.4
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,Jonas Valančiūnas,202685,DEN,C,33,29,38.4,1.3,2.8,46.2,36.6,9.7
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,Tre Mann,1630544,CHA,G,26,22,40.6,1.5,2.8,52.1,37.0,15.0
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Tolu Smith,1642449,DET,F,4,4,40.7,0.8,2.8,27.3,32.7,-5.5
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Yang Hansen,1642905,POR,C,23,19,46.0,1.1,2.7,39.7,36.7,3.0
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,Keaton Wallace,1630811,ATL,G,32,29,51.2,1.0,2.7,36.8,36.1,0.7
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Jericho Sims,1630579,MIL,C,26,22,49.6,0.7,2.7,24.3,35.6,-11.3
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Justin Edwards,1642348,PHI,F,26,25,42.4,1.2,2.7,44.3,37.4,6.9
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Jarred Vanderbilt,1629020,LAL,F,28,24,40.8,1.0,2.7,36.0,37.6,-1.6
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Javon Small,1642914,MEM,G,12,11,49.2,0.8,2.7,31.3,34.2,-2.9
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,Gradey Dick,1641711,TOR,G-F,40,34,46.7,1.0,2.6,37.7,36.7,1.1
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Devin Carter,1642269,SAC,G,11,9,52.7,1.2,2.6,44.8,38.4,6.4
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Caleb Love,1631126,POR,G,31,27,44.0,0.7,2.6,24.7,35.6,-10.9
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Nick Smith Jr.,1641733,LAL,G,20,18,49.5,1.0,2.6,38.5,36.9,1.6
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Monte Morris,1628420,IND,G,5,4,46.4,0.2,2.6,7.7,33.9,-26.2
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Day'Ron Sharpe,1630549,BKN,C,36,29,35.2,1.0,2.6,37.6,36.7,1.0
2025-26,Regular+Season,ORL,1610612753,Orlando Magic,Noah Penda,1642869,ORL,G-F,24,22,36.9,1.0,2.6,38.7,36.2,2.5
2025-26,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Jaylen Clark,1641740,MIN,G,37,33,41.5,0.7,2.6,28.4,37.4,-9.0
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Jaden Ivey,1631093,DET,G,23,20,42.8,1.0,2.6,37.3,37.5,-0.2
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,T.J. McConnell,204456,IND,G,28,27,52.6,1.0,2.6,40.3,36.7,3.6
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Cam Thomas,1630560,BKN,G,15,12,33.0,1.0,2.5,39.5,37.3,2.2
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Dalen Terry,1631207,CHI,F,19,17,46.6,1.1,2.5,43.8,36.2,7.6
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Karlo Matković,1631255,NOP,F-C,29,23,39.7,1.0,2.5,38.4,35.8,2.5
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Ousmane Dieng,1631172,OKC,F,18,16,40.9,0.7,2.5,28.9,34.5,-5.6
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Jevon Carter,1628975,CHI,G,18,17,51.7,1.0,2.5,40.0,36.4,3.6
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Dalton Knecht,1642261,LAL,F,30,26,47.8,1.1,2.5,42.7,36.4,6.3
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Elijah Harkless,1641989,UTA,G,6,5,48.4,1.0,2.5,40.0,37.1,2.9
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Kevin Love,201567,UTA,F-C,22,22,30.6,0.9,2.5,38.2,36.2,2.0
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Doug McDermott,203926,SAC,F,6,5,53.6,0.5,2.5,20.0,37.1,-17.1
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Blake Wesley,1631104,POR,G,6,5,55.6,0.7,2.5,26.7,37.5,-10.8
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Eric Gordon,201569,PHI,G,6,5,65.2,1.0,2.5,40.0,34.2,5.8
2025-26,Regular+Season,NYK,1610612752,New York Knicks,Kevin McCullar Jr.,1641755,NYK,G,8,7,58.8,0.9,2.5,35.0,36.6,-1.6
2025-26,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Bones Hyland,1630538,MIN,G,30,24,39.8,0.9,2.5,36.5,37.1,-0.6
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Micah Peavy,1642877,NOP,G-F,35,31,48.9,0.7,2.5,29.1,36.0,-6.9
2025-26,Regular+Season,HOU,1610612745,Houston Rockets,Dorian Finney-Smith,1627827,HOU,F,9,9,46.8,0.8,2.4,31.8,35.6,-3.8
2025-26,Regular+Season,NYK,1610612752,New York Knicks,Tyler Kolek,1642278,NYK,G,31,28,44.4,0.8,2.4,34.7,36.6,-1.9
2025-26,Regular+Season,PHX,1610612756,Phoenix Suns,Jamaree Bouyea,1631123,PHX,G,19,16,41.1,0.8,2.4,32.6,36.2,-3.6
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,Gui Santos,1630611,GSW,F,29,22,41.4,0.7,2.4,28.6,36.7,-8.2
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Larry Nance Jr.,1626204,CLE,F-C,15,15,40.9,0.9,2.4,36.1,36.9,-0.8
