SEASON,SEASON_TYPE,TEAM_ABB,GP,W,L,MIN,PTS,DRIVE_PTS,DRIVE_FG_PCT,CATCH_SHOOT_PTS,CATCH_SHOOT_FG_PCT,PULL_UP_PTS,PULL_UP_FG_PCT,PAINT_TOUCH_PTS,PAINT_TOUCH_FG_PCT,POST_TOUCH_PTS,POST_TOUCH_FG_PCT,ELBOW_TOUCH_PTS,ELBOW_TOUCH_FG_PCT,EFF_FG_PCT
2019-20,regular-season,-,49,23,241.4,116.3,25.3,48.3,29.5,38.5,23.0,38.8,18.7,62.0,6.3,45.9,5.8,58.6,53.5,0
2019-20,regular-season,-,52,19,240.7,113.4,20.7,49.6,28.0,37.0,17.6,34.9,25.3,70.1,6.7,47.1,6.5,58.9,54.2,0
2019-20,regular-season,-,34,39,240.7,112.6,26.9,45.8,28.5,37.6,18.4,37.7,23.8,66.7,5.2,49.7,7.9,62.4,52.8,0
2019-20,regular-season,-,44,28,243.1,112.1,22.8,47.6,33.3,39.8,18.6,36.8,19.4,67.6,3.1,48.2,7.8,60.5,54.8,0
2019-20,regular-season,-,55,17,241.0,118.7,22.6,53.4,31.9,37.4,22.7,39.2,18.6,62.6,7.0,52.3,7.8,56.7,55.2,0
2019-20,regular-season,-,19,45,243.1,113.3,29.7,47.5,30.5,34.1,16.6,34.9,17.1,61.6,3.7,46.7,4.4,55.4,51.4,0
2019-20,regular-season,-,30,41,241.8,115.7,24.0,44.9,32.6,38.6,19.2,36.0,18.9,67.4,3.1,49.2,6.8,61.2,53.9,0
2019-20,regular-season,-,21,45,241.9,105.8,22.7,42.3,25.5,35.8,18.5,36.4,22.2,64.7,6.7,50.6,6.1,55.8,50.1,0
2019-20,regular-season,-,44,28,242.1,110.4,30.3,49.0,26.1,37.9,24.7,42.9,16.8,63.8,3.9,46.4,5.7,60.7,53.0,0
2019-20,regular-season,-,33,40,240.7,107.3,21.7,46.8,29.5,36.4,19.8,37.1,19.6,57.5,5.2,45.1,6.8,52.4,50.6,0
2019-20,regular-season,-,43,30,241.0,110.7,21.7,48.2,33.4,38.5,16.3,37.7,19.4,63.4,10.7,50.9,6.1,51.0,53.4,0
2019-20,regular-season,-,34,38,240.7,113.5,22.2,46.7,31.8,37.3,18.5,39.9,23.1,62.2,5.0,51.2,8.0,54.6,53.3,0
2019-20,regular-season,-,34,39,241.0,115.0,24.8,48.5,26.0,39.8,30.9,40.0,17.7,61.4,5.9,45.2,5.8,57.4,53.2,0
2019-20,regular-season,-,31,40,242.5,110.1,23.8,46.4,30.6,38.5,21.3,38.0,19.9,64.4,4.3,47.0,6.1,55.7,53.5,0
2019-20,regular-season,-,31,39,242.1,114.0,28.9,50.7,30.4,40.4,26.1,41.7,13.9,62.2,6.3,46.6,5.0,59.4,53.3,0
2019-20,regular-season,-,52,19,241.4,112.7,20.7,45.6,33.0,38.8,15.8,34.1,17.4,63.0,3.8,45.1,6.6,57.1,53.5,0
2019-20,regular-season,-,44,28,241.0,111.3,30.5,47.7,27.3,40.4,23.6,38.2,18.2,68.6,1.4,47.7,5.0,58.0,54.9,0
2019-20,regular-season,-,25,47,241.0,114.4,25.7,46.8,29.7,38.5,22.1,37.4,18.0,61.6,1.7,44.8,7.0,56.3,52.3,0
2019-20,playoffs,-,10,7,244.4,109.4,25.6,48.4,26.7,37.9,24.1,36.3,17.2,62.6,3.2,60.0,5.4,70.2,52.7,0
2019-20,playoffs,-,0,4,240.0,105.8,21.5,39.5,43.0,37.3,17.0,31.2,12.5,61.1,1.3,100,3.8,60.0,48.2,0
2019-20,playoffs,-,2,4,244.2,117.0,34.7,51.9,28.7,38.1,29.5,40.8,15.0,67.3,4.0,50.0,1.8,33.3,54.9,0
2019-20,playoffs,-,9,10,241.3,107.4,22.2,48.9,30.5,39.1,23.9,43.5,15.2,66.0,5.3,48.7,6.1,62.7,54.5,0
2019-20,playoffs,-,5,7,242.1,107.7,31.3,52.0,37.7,38.6,17.3,32.6,7.9,59.2,1.7,53.8,2.9,61.5,53.5,0
2019-20,playoffs,-,0,4,240.0,100.8,27.3,44.4,30.5,43.4,18.0,32.6,12.5,63.9,0.5,25.0,3.0,45.5,53.0,0
2019-20,playoffs,-,7,6,241.9,114.0,31.8,55.6,29.2,39.3,23.9,40.2,18.8,58.6,5.5,50.0,4.3,62.2,54.4,0
2019-20,playoffs,-,16,5,240.0,112.8,19.3,53.1,32.7,38.2,14.2,34.3,22.6,70.3,6.0,51.5,4.9,59.2,56.1,0
2019-20,playoffs,-,14,7,242.4,110.0,24.3,49.2,33.4,39.4,18.2,37.2,16.8,67.7,3.1,40.4,7.4,58.2,53.7,0
2019-20,playoffs,-,5,5,242.5,111.1,22.7,49.7,31.9,39.4,21.4,35.9,18.2,66.7,3.1,41.2,5.2,52.5,53.7,0
2019-20,playoffs,-,3,4,243.6,104.0,26.3,49.2,25.6,32.5,25.6,41.4,14.6,58.1,4.0,54.5,2.3,55.6,50.0,0
2019-20,playoffs,-,1,4,240.0,107.0,16.6,38.8,41.0,40.0,25.6,40.4,13.2,55.3,4.4,52.4,5.4,37.9,50.5,0
2019-20,playoffs,-,0,4,240.0,100.5,23.3,43.2,23.0,31.3,20.0,35.0,14.8,51.2,15.5,53.8,5.5,42.9,44.3,0
2019-20,playoffs,-,1,4,240.0,106.6,18.8,44.8,20.6,35.4,29.4,35.7,17.6,58.6,5.2,38.5,6.0,41.7,49.2,0
2019-20,playoffs,-,7,4,244.5,109.4,21.5,43.6,35.6,41.3,19.2,35.3,13.5,63.0,6.9,60.7,4.8,53.7,52.5,0
2019-20,playoffs,-,3,4,243.6,113.4,33.1,52.3,24.7,37.7,30.4,46.2,16.0,63.9,0.0,0.0,5.1,69.6,58.3,0
2019-20,play-in,-,0,1,240.0,122.0,33.0,38.7,29.0,55.0,25.0,42.9,22.0,56.3,6.0,66.7,8.0,80.0,56.5,0
2019-20,play-in,-,1,0,240.0,126.0,14.0,71.4,25.0,33.3,44.0,52.9,14.0,50.0,11.0,60.0,6.0,66.7,54.2,0
2019-20,ist,-,0,1,265.0,122.0,20.0,42.1,41.0,41.2,25.0,34.5,22.0,53.8,2.0,33.3,5.0,50.0,51.5,0
2019-20,ist,-,1,0,265.0,130.0,32.0,52.0,36.0,34.3,6.0,16.7,13.0,37.5,6.0,25.0,4.0,100,47.6,0
2020-21,regular-season,-,41,31,241.7,113.7,23.9,45.5,29.7,39.1,21.7,40.0,24.2,64.2,4.7,47.5,6.0,54.5,53.9,0
2020-21,regular-season,-,36,36,241.4,112.6,25.3,47.6,28.3,40.3,25.4,36.9,20.1,65.5,3.5,45.0,4.8,53.4,54.3,0
2020-21,regular-season,-,48,24,241.7,118.6,26.0,50.2,32.8,41.9,23.7,40.6,19.3,67.9,2.8,49.3,6.5,64.5,57.5,0
2020-21,regular-season,-,33,39,241.0,109.5,25.8,47.2,31.9,38.9,20.1,37.5,18.1,61.7,1.9,53.0,5.4,56.7,53.2,0
2020-21,regular-season,-,31,41,241.4,110.7,21.4,47.4,31.9,37.7,19.0,39.9,19.7,66.3,5.9,52.2,7.4,55.0,54.7,0
2020-21,regular-season,-,22,50,242.1,103.8,24.1,43.9,24.8,35.1,15.8,35.3,23.3,62.7,3.8,39.9,6.8,53.0,50.8,0
2020-21,regular-season,-,42,30,240.3,112.4,28.7,55.2,31.0,37.7,25.6,41.1,16.7,64.4,4.0,50.7,3.2,52.5,55.0,0
2020-21,regular-season,-,47,25,242.8,115.1,18.9,48.3,33.7,40.5,19.2,38.6,23.1,65.9,7.7,54.2,9.1,56.1,55.7,0
2020-21,regular-season,-,20,52,242.1,106.6,25.1,45.0,28.8,36.0,14.7,34.8,18.7,66.2,4.0,45.2,4.5,53.7,51.9,0
2020-21,regular-season,-,39,33,240.3,113.7,23.8,49.8,33.1,38.1,21.1,38.2,15.8,65.3,3.3,46.6,4.6,63.5,55.1,0
2020-21,regular-season,-,17,55,240.3,108.8,25.5,48.5,31.4,34.8,15.4,32.5,18.0,67.0,2.9,49.0,4.8,63.3,52.1,0
2020-21,regular-season,-,34,38,242.4,115.3,29.4,48.0,28.7,36.8,20.5,40.8,20.4,65.3,3.3,47.1,6.7,59.0,54.2,0
2020-21,regular-season,-,47,25,240.0,114.0,23.1,48.7,36.6,43.8,24.1,40.8,17.6,63.4,6.1,51.0,5.6,55.4,56.4,0
2020-21,regular-season,-,42,30,242.4,109.5,21.6,48.8,30.0,37.4,16.2,35.5,19.9,67.7,8.3,49.1,6.5,62.9,53.6,0
2020-21,regular-season,-,38,34,241.7,113.3,28.4,46.2,29.0,38.0,19.4,38.9,23.1,64.1,4.1,55.7,6.9,53.4,52.8,0
2020-21,regular-season,-,40,32,241.4,108.1,20.1,47.7,32.6,37.5,17.9,37.0,20.3,69.0,3.4,50.8,5.9,57.5,54.6,0
2020-21,regular-season,-,46,26,240.7,120.1,23.4,52.9,32.5,40.1,26.5,41.3,20.5,67.0,6.1,48.6,6.9,61.0,56.6,0
2020-21,regular-season,-,23,49,241.7,112.1,25.4,45.9,31.0,35.9,16.6,34.0,19.4,63.0,4.3,46.8,6.4,61.4,52.0,0
2020-21,regular-season,-,31,41,242.1,114.6,27.4,48.3,27.1,37.1,17.4,37.5,21.9,64.1,4.4,57.2,7.1,60.1,53.7,0
2020-21,regular-season,-,41,31,242.1,107.0,27.4,45.0,29.2,40.5,22.3,38.8,15.7,63.2,3.4,51.7,3.6,51.5,52.4,0
2020-21,regular-season,-,22,50,241.0,105.0,29.8,45.7,28.4,35.1,17.3,36.9,17.1,61.5,2.1,49.6,4.0,55.4,50.9,0
2020-21,regular-season,-,21,51,240.7,104.0,24.3,43.7,29.3,37.0,20.9,36.4,15.9,60.6,4.8,44.6,5.4,46.4,49.0,0
2020-21,regular-season,-,49,23,242.1,113.6,26.0,48.7,30.4,39.7,21.7,41.9,16.7,62.3,9.6,54.9,4.2,52.9,54.1,0
2020-21,regular-season,-,51,21,242.8,115.3,24.2,53.4,34.3,39.7,25.9,44.7,21.2,66.6,5.3,47.9,6.3,59.3,56.4,0
2020-21,regular-season,-,42,30,240.3,116.1,20.4,47.6,27.8,40.3,33.2,39.0,15.4,59.4,5.2,47.7,4.1,52.1,54.0,0
2020-21,regular-season,-,31,41,240.3,113.7,29.3,52.2,28.3,39.9,21.7,38.4,20.7,66.2,3.7,50.0,8.4,58.4,54.9,0
2020-21,regular-season,-,33,39,242.8,111.1,30.9,48.3,27.5,37.7,23.5,41.4,16.0,63.6,2.9,49.7,5.1,57.1,51.7,0
2020-21,regular-season,-,27,45,240.3,111.3,24.2,46.4,32.9,38.0,19.9,35.8,16.1,62.3,2.2,39.3,5.4,58.2,52.9,0
2020-21,regular-season,-,52,20,241.0,116.4,28.5,49.9,33.0,40.4,25.8,38.4,19.1,68.8,1.3,41.8,5.8,62.8,56.3,0
2020-21,regular-season,-,34,38,241.7,116.6,25.2,47.4,26.8,36.9,19.9,38.8,23.2,65.8,5.0,55.0,6.8,60.3,53.1,0
2020-21,playoffs,-,10,8,240.0,106.3,24.8,48.4,24.7,36.6,29.8,39.0,17.9,61.9,5.8,56.3,3.8,51.9,51.6,0
2020-21,playoffs,-,1,4,240.0,112.2,26.6,43.7,26.2,38.8,26.6,35.9,20.4,56.2,3.4,38.5,5.8,52.4,50.8,0
2020-21,playoffs,-,7,5,242.1,112.5,23.7,46.5,27.0,42.0,32.9,43.3,14.2,59.1,4.3,46.2,5.7,57.1,55.1,0
2020-21,playoffs,-,3,4,240.0,106.0,27.9,50.6,25.4,38.5,32.1,42.2,16.6,54.3,4.1,40.0,4.3,50.0,53.4,0
2020-21,playoffs,-,4,6,245.0,114.8,21.5,48.6,39.4,41.4,16.7,32.2,19.5,64.1,5.6,41.0,9.6,59.5,53.6,0
2020-21,playoffs,-,10,9,240.0,111.6,28.5,52.9,33.1,42.4,24.5,39.8,13.1,65.3,3.9,52.4,4.5,53.4,56.2,0
2020-21,playoffs,-,2,4,240.0,97.5,24.7,48.6,22.3,26.5,13.5,30.3,20.7,66.7,3.7,33.3,4.7,55.0,47.3,0
2020-21,playoffs,-,1,4,240.0,115.0,33.4,47.1,25.6,35.8,20.4,37.5,19.2,60.6,4.0,52.9,3.4,33.3,52.3,0
2020-21,playoffs,-,0,4,246.2,98.0,18.5,41.4,28.5,33.1,25.5,38.4,15.8,54.9,3.0,38.5,7.3,50.0,46.2,0
2020-21,playoffs,-,16,7,242.2,110.3,23.1,48.7,26.1,35.6,23.2,35.3,22.3,68.3,5.4,44.4,5.7,60.9,52.4,0
2020-21,playoffs,-,1,4,240.0,97.0,30.6,43.0,22.2,36.8,23.0,31.2,14.4,62.0,0.4,33.3,3.0,46.2,45.8,0
2020-21,playoffs,-,7,5,240.0,116.3,24.3,50.2,28.2,42.1,26.2,43.3,17.0,63.6,10.3,57.6,3.3,37.5,56.1,0
2020-21,playoffs,-,14,8,240.0,109.0,26.5,48.5,28.1,41.0,29.3,42.2,17.8,64.7,2.2,47.9,7.1,60.2,54.7,0
2020-21,playoffs,-,2,4,248.3,119.5,25.5,54.5,26.7,39.7,33.8,40.9,14.5,57.8,2.0,23.1,4.5,66.7,56.7,0
2020-21,playoffs,-,6,5,240.0,116.9,27.2,46.4,28.0,38.7,34.5,44.5,16.0,73.0,0.7,42.9,2.6,50.0,57.9,0
2020-21,playoffs,-,1,4,240.0,110.0,29.6,46.3,21.0,34.3,21.2,40.5,23.8,65.4,4.8,66.7,5.8,72.2,49.8,0
2020-21,play-in,-,1,0,240.0,118.0,34.0,47.8,29.0,40.0,26.0,30.3,18.0,46.7,4.0,100,3.0,50.0,47.4,0
2020-21,play-in,-,0,1,240.0,117.0,31.0,50.0,19.0,30.4,25.0,36.0,19.0,66.7,0.0,0.0,10.0,83.3,52.1,0
2020-21,play-in,-,0,2,252.5,106.0,21.5,43.2,34.5,42.1,17.0,33.3,12.5,52.4,1.0,20.0,2.0,50.0,52.3,0
2020-21,play-in,-,1,1,240.0,129.5,22.5,38.0,36.0,45.5,23.5,37.3,31.0,74.3,3.0,50.0,10.0,66.7,55.9,0
2020-21,play-in,-,1,0,240.0,103.0,14.0,35.7,38.0,40.0,0.0,0.0,23.0,55.6,7.0,33.3,11.0,44.4,46.2,0
2020-21,play-in,-,2,0,252.5,108.5,29.5,38.1,30.5,46.7,17.5,29.6,17.5,53.8,4.5,44.4,8.5,71.4,48.4,0
2020-21,play-in,-,0,1,240.0,96.0,26.0,32.3,25.0,47.4,21.0,23.8,21.0,66.7,0.0,0.0,7.0,100,39.2,0
2020-21,play-in,-,1,1,240.0,121.0,33.0,55.1,25.0,39.1,13.5,27.9,34.0,73.2,6.0,66.7,3.0,37.5,55.4,0
2021-22,regular-season,-,43,39,240.3,113.9,24.7,47.1,28.2,39.8,26.5,40.2,21.7,65.2,3.4,47.1,5.0,55.4,54.3,0
2021-22,regular-season,-,51,30,242.8,111.8,25.7,49.1,31.5,37.2,18.8,37.1,19.6,68.3,3.4,49.5,4.6,54.6,54.1,0
2021-22,regular-season,-,44,38,240.9,112.9,22.6,49.7,28.0,40.2,27.0,41.7,19.9,62.5,3.7,53.8,7.1,56.0,54.0,0
2021-22,regular-season,-,43,38,242.5,115.4,28.6,47.3,32.3,37.7,19.8,37.3,18.7,67.4,1.6,39.3,6.0,63.8,54.4,0
2021-22,regular-season,-,46,36,240.6,111.6,25.2,51.3,29.0,38.6,24.5,42.8,15.7,65.4,4.0,51.0,7.3,57.2,54.1,0
2021-22,regular-season,-,44,38,240.6,107.8,21.0,47.1,29.2,36.4,16.8,37.4,25.2,65.9,4.6,48.3,6.6,54.2,53.8,0
2021-22,regular-season,-,52,30,240.9,108.0,27.1,53.0,30.4,36.2,22.8,38.2,18.0,66.3,3.9,46.8,4.0,55.4,53.8,0
2021-22,regular-season,-,48,34,241.5,112.7,17.5,50.6,32.5,37.5,16.6,37.9,24.8,67.4,7.9,58.7,9.3,65.8,55.6,0
2021-22,regular-season,-,23,58,241.2,105.0,26.0,46.7,30.4,35.0,15.0,32.8,19.2,59.5,3.4,46.2,4.5,52.3,49.6,0
2021-22,regular-season,-,53,28,240.6,111.2,21.2,50.7,32.6,36.7,20.8,37.9,17.6,66.9,2.3,48.0,5.3,62.8,55.3,0
2021-22,regular-season,-,20,62,240.9,109.7,25.2,48.3,28.5,35.5,16.3,33.5,19.2,67.0,3.6,54.1,5.9,55.8,53.4,0
2021-22,regular-season,-,25,57,242.4,111.5,26.8,48.4,28.9,36.2,20.5,36.8,22.4,66.3,2.7,53.3,7.3,63.0,53.1,0
2021-22,regular-season,-,42,39,241.2,108.7,21.4,47.4,31.5,40.5,24.4,37.3,18.4,65.3,3.9,49.8,6.6,54.5,53.3,0
2021-22,regular-season,-,33,49,243.7,112.1,22.2,50.3,29.0,36.6,20.3,36.3,21.8,66.1,5.7,52.2,6.0,56.0,53.7,0
2021-22,regular-season,-,55,26,241.2,115.6,30.3,46.4,27.5,36.6,20.1,37.3,21.0,61.6,2.7,52.2,7.5,58.1,52.2,0
2021-22,regular-season,-,53,29,242.1,110.0,20.5,49.4,31.8,38.7,21.8,39.2,20.5,63.0,3.5,44.9,6.3,54.8,54.7,0
2021-22,regular-season,-,51,31,240.9,115.5,23.2,51.6,32.1,37.6,24.0,39.3,18.9,63.0,5.1,49.3,5.2,53.7,54.6,0
2021-22,regular-season,-,46,36,241.2,115.9,25.8,50.4,33.1,37.0,18.6,35.4,16.0,59.9,3.1,50.3,7.2,60.6,53.9,0
2021-22,regular-season,-,35,46,240.9,109.4,22.0,47.2,29.9,37.0,17.0,35.7,21.4,62.1,4.8,51.2,6.4,57.7,51.8,0
2021-22,regular-season,-,36,45,241.2,106.5,24.7,44.3,26.9,36.6,23.8,34.9,17.4,66.3,2.7,44.7,3.7,52.7,51.3,0
2021-22,regular-season,-,24,58,241.5,103.7,29.9,45.2,28.5,33.2,16.8,35.6,16.6,62.2,0.5,39.6,4.8,56.1,49.7,0
2021-22,regular-season,-,22,60,241.2,104.2,25.5,45.2,31.6,35.4,14.5,32.1,16.5,64.2,2.4,45.6,5.6,59.0,50.3,0
2021-22,regular-season,-,51,31,241.5,109.9,26.6,49.4,28.5,38.1,22.1,39.0,15.5,64.0,7.2,47.7,4.6,54.8,53.4,0
2021-22,regular-season,-,63,18,240.6,114.9,23.4,48.5,29.9,39.0,26.2,42.3,24.4,67.6,3.2,55.6,8.6,61.1,55.0,0
2021-22,regular-season,-,27,55,240.6,106.2,22.3,46.2,28.5,35.8,20.9,36.9,16.3,63.6,2.9,46.0,6.4,58.4,51.5,0
2021-22,regular-season,-,29,52,241.5,109.9,27.9,47.7,25.8,36.7,21.2,36.4,19.9,64.4,2.3,45.0,6.7,53.4,52.3,0
2021-22,regular-season,-,34,48,241.5,113.2,28.5,47.6,31.5,37.8,19.2,38.8,19.9,63.8,2.2,52.5,8.3,58.3,52.7,0
2021-22,regular-season,-,48,34,242.1,109.4,21.6,44.9,28.7,37.1,22.3,36.2,20.6,59.9,3.2,48.9,5.7,54.8,51.0,0
2021-22,regular-season,-,49,33,240.6,113.6,29.7,51.3,27.3,36.4,24.2,38.0,21.9,71.6,2.3,45.8,4.6,62.6,55.5,0
2021-22,regular-season,-,35,47,241.8,108.6,26.2,47.8,27.0,35.8,19.3,38.2,22.6,69.2,3.6,50.2,6.5,56.3,53.2,0
2021-22,playoffs,-,1,4,240.0,97.4,19.8,55.2,27.8,37.2,22.4,37.4,18.2,66.1,2.8,60.0,1.8,36.4,51.3,0
2021-22,playoffs,-,14,10,240.0,105.5,22.5,43.5,33.0,40.0,18.0,35.9,16.4,63.3,1.6,40.6,4.8,52.4,53.3,0
2021-22,playoffs,-,0,4,240.0,109.0,16.8,46.2,29.3,50.6,29.3,39.8,17.3,67.4,2.0,40.0,7.3,66.7,57.7,0
2021-22,playoffs,-,1,4,240.0,95.2,17.8,41.6,34.4,33.5,21.6,37.1,11.0,55.6,2.8,62.5,5.6,63.6,46.1,0
2021-22,playoffs,-,9,9,240.0,106.3,31.0,49.8,33.3,39.1,23.7,38.0,8.1,64.5,3.4,49.0,2.2,57.7,54.6,0
2021-22,playoffs,-,1,4,240.0,110.0,18.6,50.0,34.6,39.5,10.2,30.6,22.8,61.0,14.8,59.6,6.2,46.9,54.3,0
2021-22,playoffs,-,16,6,240.0,111.9,21.5,49.4,29.9,38.6,25.1,40.4,17.2,67.1,1.2,40.6,6.0,66.3,56.1,0
2021-22,playoffs,-,6,6,240.0,112.5,28.8,41.4,27.3,35.0,19.1,32.8,20.9,66.7,2.7,45.5,6.0,52.7,50.7,0
2021-22,playoffs,-,11,7,240.0,104.2,23.1,47.6,25.9,34.3,21.3,34.9,17.3,69.5,2.6,51.4,7.5,61.3,50.9,0
2021-22,playoffs,-,7,5,240.0,102.8,25.0,49.0,27.3,37.7,17.1,31.1,15.7,59.9,4.5,40.7,4.7,51.1,49.8,0
2021-22,playoffs,-,2,4,240.0,109.2,26.8,46.3,30.8,40.3,17.7,33.9,15.5,57.4,1.3,37.5,4.5,62.5,52.7,0
2021-22,playoffs,-,2,4,240.0,109.8,24.5,45.0,23.3,35.0,22.7,40.7,20.5,59.8,3.2,41.7,6.7,65.4,51.8,0
2021-22,playoffs,-,6,6,242.1,104.5,26.4,52.0,25.2,35.8,22.5,38.1,13.3,64.4,3.3,46.7,2.8,73.7,54.5,0
2021-22,playoffs,-,7,6,240.0,107.6,23.3,49.6,25.0,38.8,27.3,43.8,23.0,70.1,3.9,46.8,9.4,64.3,55.7,0
2021-22,playoffs,-,2,4,244.2,103.2,27.8,50.0,24.5,33.8,21.0,32.9,19.7,73.9,1.2,33.3,4.0,57.9,50.3,0
2021-22,playoffs,-,2,4,240.0,99.0,37.8,54.3,15.0,27.5,22.2,40.4,17.2,62.7,1.0,60.0,1.2,25.0,49.5,0
2022-23,regular-season,-,41,41,242.1,118.4,28.9,48.0,24.7,36.3,27.5,43.0,23.4,67.6,2.8,51.3,6.3,61.5,54.1,0
2022-23,regular-season,-,57,25,243.7,117.9,28.2,52.6,37.5,39.3,19.5,37.3,16.2,66.7,2.4,52.9,5.2,60.0,56.6,0
2022-23,regular-season,-,45,37,240.6,113.4,27.1,50.4,30.2,39.9,26.7,44.4,16.8,70.5,1.8,50.4,5.0,59.1,56.2,0
2022-23,regular-season,-,27,55,241.8,111.0,27.6,45.3,24.5,34.7,20.1,36.4,21.5,63.8,2.2,47.1,6.1,53.0,51.6,0
2022-23,regular-season,-,39,42,242.8,113.0,26.5,53.6,29.2,38.7,21.8,41.1,16.8,66.3,5.3,56.1,6.3,59.3,55.0,0
2022-23,regular-season,-,51,31,242.4,112.3,26.9,49.9,23.9,35.8,22.2,40.7,23.0,68.2,2.3,43.5,7.3,59.3,55.6,0
2022-23,regular-season,-,38,44,243.1,114.2,29.7,54.7,33.3,38.7,22.4,38.8,14.7,70.1,4.3,57.3,4.3,64.9,56.5,0
2022-23,regular-season,-,53,29,240.9,115.8,19.9,49.2,28.8,39.7,18.9,37.5,26.9,70.5,6.9,56.9,9.9,65.1,57.3,0
2022-23,regular-season,-,17,64,241.5,110.3,26.4,45.7,27.2,37.3,22.4,38.4,19.2,62.4,3.1,40.9,5.8,59.6,52.1,0
2022-23,regular-season,-,43,38,241.9,118.6,20.1,50.5,38.5,39.2,21.6,38.4,18.4,64.8,1.4,49.5,6.8,65.1,57.0,0
2022-23,regular-season,-,22,60,240.9,110.7,29.5,46.8,21.9,32.8,18.7,36.7,20.8,61.8,3.8,54.3,6.3,51.0,51.6,0
2022-23,regular-season,-,35,47,240.9,116.3,29.7,48.8,29.3,36.5,21.3,39.8,19.2,64.3,2.1,48.9,6.4,59.7,54.5,0
2022-23,regular-season,-,44,38,241.8,113.6,26.3,50.6,30.8,39.4,23.9,41.0,17.7,64.8,4.6,56.0,6.2,58.5,55.1,0
2022-23,regular-season,-,43,39,242.4,117.2,25.0,50.2,28.4,36.5,17.9,37.5,23.9,67.3,4.9,48.6,7.6,58.4,54.2,0
2022-23,regular-season,-,51,31,241.2,116.9,31.3,48.1,27.9,36.2,19.8,39.1,21.6,67.0,2.9,56.5,7.0,58.3,54.0,0
2022-23,regular-season,-,44,38,241.5,109.5,25.1,49.7,28.5,35.7,22.0,40.3,18.9,62.3,3.0,46.3,7.9,60.1,53.0,0
2022-23,regular-season,-,58,24,241.8,116.9,24.6,52.6,34.9,38.2,22.1,38.1,19.5,67.9,5.8,51.1,5.3,57.4,55.5,0
2022-23,regular-season,-,41,40,241.9,115.3,31.6,51.8,26.4,37.9,20.1,38.5,20.0,68.6,2.6,49.7,6.1,63.4,55.8,0
2022-23,regular-season,-,42,40,242.1,114.4,28.5,49.2,29.6,37.2,16.9,39.9,20.7,66.5,5.1,53.4,6.7,62.0,54.3,0
2022-23,regular-season,-,47,35,243.4,116.0,32.7,49.8,28.5,36.7,21.8,37.9,17.7,66.9,3.2,49.2,4.2,54.4,54.1,0
2022-23,regular-season,-,40,42,242.1,117.5,35.7,48.1,31.6,37.2,18.5,41.0,17.0,59.3,1.3,47.3,5.6,60.2,53.1,0
2022-23,regular-season,-,34,48,241.2,111.4,30.5,49.6,27.1,36.5,18.0,37.5,19.2,67.3,2.1,44.8,5.2,56.7,53.2,0
2022-23,regular-season,-,54,28,242.4,115.2,26.7,48.6,30.6,41.6,21.6,40.0,15.6,65.6,5.7,53.2,7.9,57.5,56.3,0
2022-23,regular-season,-,45,37,241.2,113.6,23.3,46.7,33.0,40.2,25.1,40.8,22.4,61.7,4.9,53.0,7.7,57.2,53.5,0
2022-23,regular-season,-,33,48,240.6,113.2,27.2,52.2,27.4,37.7,21.6,38.0,15.3,63.9,3.2,47.9,5.6,58.9,54.9,0
2022-23,regular-season,-,48,34,241.8,120.7,29.7,54.0,33.6,38.5,18.9,39.7,20.7,67.4,3.2,53.6,8.0,64.8,57.2,0
2022-23,regular-season,-,21,58,242.2,112.6,29.1,46.0,30.7,36.4,17.6,38.0,20.0,66.1,3.8,51.3,7.6,59.3,52.5,0
2022-23,regular-season,-,41,41,241.5,112.9,24.2,45.3,25.6,34.7,20.6,36.9,23.0,63.7,4.3,51.1,5.6,52.7,51.7,0
2022-23,regular-season,-,37,45,241.5,117.1,31.4,50.8,30.7,36.3,18.7,38.3,21.9,68.5,1.6,46.3,5.9,64.1,54.7,0
2022-23,regular-season,-,35,47,240.9,113.2,28.2,51.1,28.5,37.4,20.1,40.3,19.6,67.5,4.1,54.5,6.8,56.5,55.0,0
2022-23,playoffs,-,2,4,240.0,115.8,27.2,43.4,29.0,40.0,31.3,42.2,18.0,63.6,2.0,75.0,2.8,38.9,52.9,0
2022-23,playoffs,-,11,9,241.3,112.0,29.0,52.6,31.4,38.2,19.9,36.8,17.1,71.2,1.7,48.1,4.3,53.7,56.0,0
2022-23,playoffs,-,0,4,240.0,92.5,28.0,49.4,25.3,30.6,24.0,44.7,12.0,71.4,0.0,0.0,1.0,28.6,51.3,0
2022-23,playoffs,-,1,4,240.0,94.2,23.4,47.3,23.4,36.0,20.6,37.8,16.4,73.5,0.8,100,5.0,43.5,51.3,0
2022-23,playoffs,-,16,4,241.3,113.5,20.8,49.3,28.0,39.3,21.6,42.8,22.9,63.6,8.8,61.2,9.7,56.3,55.7,0
2022-23,playoffs,-,6,7,240.0,113.1,19.8,47.8,31.2,36.6,24.7,35.9,19.9,67.5,1.5,54.5,5.2,59.6,52.5,0
2022-23,playoffs,-,1,4,240.0,115.6,28.8,48.7,28.2,37.2,20.4,36.4,20.0,63.1,5.4,45.0,5.6,57.1,52.9,0
2022-23,playoffs,-,8,8,241.6,112.3,24.7,53.0,28.9,38.9,20.9,38.1,19.1,62.8,6.0,43.0,8.7,57.1,52.9,0
