SEASON,SEASON_TYPE,TEAM_ABB,GP,W,L,MIN,PTS,DRIVE_PTS,DRIVE_FG_PCT,CATCH_SHOOT_PTS,CATCH_SHOOT_FG_PCT,PULL_UP_PTS,PULL_UP_FG_PCT,PAINT_TOUCH_PTS,PAINT_TOUCH_FG_PCT,POST_TOUCH_PTS,POST_TOUCH_FG_PCT,ELBOW_TOUCH_PTS,ELBOW_TOUCH_FG_PCT,EFF_FG_PCT
2022-23,playoffs,-,2,4,244.2,104.7,21.8,36.6,27.7,31.1,16.7,33.3,20.0,59.8,3.8,42.9,7.5,55.9,46.5,0
2022-23,playoffs,-,13,10,241.1,108.3,24.9,46.2,30.1,41.8,23.9,36.7,13.8,57.4,3.4,46.5,7.2,61.3,53.1,0
2022-23,playoffs,-,1,4,245.0,118.8,22.6,50.0,34.8,39.1,28.0,41.6,22.0,70.0,6.0,70.0,5.6,57.9,55.9,0
2022-23,playoffs,-,1,4,245.0,105.4,28.4,48.2,22.0,32.5,20.0,41.1,17.6,60.4,5.0,56.3,4.8,37.5,52.5,0
2022-23,playoffs,-,6,5,240.0,100.1,28.7,49.2,22.5,32.3,19.9,35.7,14.6,64.2,2.5,37.9,3.6,61.9,49.2,0
2022-23,playoffs,-,7,4,242.3,102.5,27.9,47.8,27.9,41.7,23.2,35.5,12.5,63.7,6.4,44.4,5.6,75.7,51.0,0
2022-23,playoffs,-,6,5,240.0,114.2,29.8,52.6,23.7,39.5,34.5,44.2,18.2,58.3,2.2,37.0,8.1,54.2,55.0,0
2022-23,playoffs,-,3,4,240.0,113.7,30.6,52.8,26.4,31.8,26.9,39.8,14.9,54.1,2.4,41.7,7.9,59.5,49.3,0
2022-23,play-in,-,1,0,240.0,116.0,30.0,54.2,27.0,31.0,13.0,27.3,26.0,70.6,2.0,25.0,8.0,80.0,52.1,0
2022-23,play-in,-,1,1,240.0,100.0,33.5,62.5,23.0,34.7,14.5,26.0,10.0,55.6,5.5,71.4,2.0,50.0,50.9,0
2022-23,play-in,-,1,0,265.0,108.0,27.0,36.4,24.0,28.6,14.0,26.1,25.0,68.8,4.0,100,14.0,83.3,46.7,0
2022-23,play-in,-,1,1,240.0,103.5,22.5,43.2,30.0,38.9,16.5,33.3,16.0,48.1,5.5,55.6,4.5,66.7,48.2,0
2022-23,play-in,-,1,1,252.5,111.0,23.0,47.5,35.5,45.3,15.0,31.6,19.0,66.7,1.0,50.0,3.0,100,56.3,0
2022-23,play-in,-,0,1,240.0,118.0,27.0,35.0,33.0,41.4,10.0,23.8,31.0,92.9,8.0,80.0,8.0,60.0,53.4,0
2022-23,play-in,-,1,1,240.0,109.0,32.5,45.3,26.5,29.5,18.5,37.5,12.5,56.3,0.0,0.0,3.0,33.3,47.5,0
2022-23,play-in,-,0,1,240.0,105.0,16.0,26.3,25.0,32.1,28.0,57.1,19.0,53.8,10.0,83.3,7.0,100,50.0,0
2023-24,regular-season,-,36,46,242.1,118.3,28.3,47.6,29.5,37.6,24.8,41.2,21.9,61.3,1.7,49.5,5.7,58.8,53.9,0
2023-24,regular-season,-,63,18,241.9,120.6,24.4,53.4,36.9,41.1,23.9,39.2,19.7,67.5,5.8,57.4,6.0,63.5,57.8,0
2023-24,regular-season,-,32,47,241.6,110.7,31.6,48.5,31.7,38.6,19.6,35.7,18.0,64.6,1.2,60.7,4.3,58.2,53.2,0
2023-24,regular-season,-,20,61,240.6,106.5,28.8,46.7,27.9,37.0,20.5,36.1,18.1,69.2,1.2,41.7,4.2,54.1,52.8,0
2023-24,regular-season,-,39,42,243.7,112.4,29.9,52.2,30.6,36.7,21.0,42.9,16.3,58.3,4.2,49.3,5.4,56.4,53.4,0
2023-24,regular-season,-,48,34,241.5,112.6,25.0,47.4,30.9,38.7,18.8,37.9,21.7,67.8,0.8,37.5,7.4,57.8,55.7,0
2023-24,regular-season,-,49,32,240.3,117.6,29.4,53.3,29.1,37.0,28.1,40.8,18.2,70.5,1.6,49.5,4.6,61.6,56.1,0
2023-24,regular-season,-,55,25,240.3,114.4,21.3,49.1,29.1,39.6,20.6,40.3,24.3,65.5,6.2,59.1,10.4,60.6,55.9,0
2023-24,regular-season,-,14,67,240.9,109.7,28.7,47.3,25.5,35.6,22.4,39.8,20.0,66.9,1.8,48.1,5.7,56.1,52.6,0
2023-24,regular-season,-,46,35,241.9,117.8,22.6,48.9,33.9,38.7,22.0,39.3,20.2,63.8,2.6,50.0,6.3,61.5,55.8,0
2023-24,regular-season,-,41,41,242.1,114.3,25.8,48.2,28.3,37.3,22.4,37.9,17.7,62.7,3.4,54.9,7.7,58.2,52.9,0
2023-24,regular-season,-,47,35,240.3,123.3,33.2,52.9,31.8,40.5,21.3,41.8,23.2,69.8,2.4,52.7,7.4,63.4,57.8,0
2023-24,regular-season,-,50,31,240.3,115.7,25.5,49.5,26.1,40.3,26.9,41.0,20.2,66.2,3.0,55.6,6.5,59.1,56.1,0
2023-24,regular-season,-,46,35,242.2,117.9,26.0,50.6,28.9,39.6,18.6,37.9,21.8,71.2,4.6,48.6,7.4,60.3,56.5,0
2023-24,regular-season,-,27,55,241.2,105.8,29.7,46.8,32.1,36.1,15.0,34.3,14.6,61.0,2.2,47.4,5.2,51.7,50.9,0
2023-24,regular-season,-,46,36,240.9,110.1,26.3,49.0,31.3,37.9,18.1,39.3,18.5,63.7,3.7,49.1,5.5,50.7,53.8,0
2023-24,regular-season,-,49,33,241.5,119.0,27.2,54.0,32.6,39.0,23.1,39.7,17.5,70.0,4.5,54.7,4.7,61.7,56.8,0
2023-24,regular-season,-,56,26,241.5,113.0,31.9,50.1,28.9,40.3,19.0,38.0,18.2,66.5,3.8,49.6,5.4,60.0,55.9,0
2023-24,regular-season,-,49,32,240.3,115.4,31.1,49.9,32.5,39.7,18.4,42.0,17.5,65.6,4.4,56.0,6.0,59.6,56.0,0
2023-24,regular-season,-,50,32,240.6,112.8,30.4,48.0,29.2,38.7,23.6,39.6,15.8,64.5,1.4,41.9,4.3,58.0,54.0,0
2023-24,regular-season,-,57,25,241.5,120.1,36.5,53.6,34.2,40.3,22.6,44.5,16.4,65.8,0.8,45.7,4.8,63.6,57.3,0
2023-24,regular-season,-,47,35,241.2,110.5,29.0,48.9,27.7,37.2,15.3,35.4,20.6,66.5,2.2,46.8,6.0,60.2,54.1,0
2023-24,regular-season,-,46,35,241.2,114.7,29.8,47.8,28.2,39.2,21.8,37.3,17.8,62.4,3.2,49.0,5.6,52.0,53.2,0
2023-24,regular-season,-,49,32,241.2,116.4,27.9,52.7,30.9,40.0,25.2,44.9,15.5,61.3,3.2,47.2,6.3,58.8,56.5,0
2023-24,regular-season,-,20,61,242.2,106.1,28.3,44.3,29.7,37.8,17.5,35.7,18.7,59.4,1.9,48.9,5.5,48.6,50.2,0
2023-24,regular-season,-,46,36,242.1,116.6,28.5,50.8,33.2,37.5,21.7,39.8,19.2,66.4,2.3,52.7,7.5,61.7,55.6,0
2023-24,regular-season,-,21,60,241.9,111.9,26.1,48.5,32.8,35.8,15.8,35.5,20.4,66.0,3.2,45.4,8.0,60.9,53.1,0
2023-24,regular-season,-,25,56,241.2,112.3,26.7,46.3,30.6,37.3,14.6,35.0,22.1,65.4,2.3,49.7,7.2,66.4,53.5,0
2023-24,regular-season,-,31,50,241.5,115.6,30.8,47.4,31.9,37.5,15.0,34.8,23.4,68.0,1.8,46.5,5.2,59.3,53.9,0
2023-24,regular-season,-,15,67,240.6,113.7,31.2,49.3,29.1,36.2,17.7,35.7,18.0,65.4,1.1,51.9,7.3,67.0,53.8,0
2023-24,playoffs,-,16,3,241.3,108.8,26.8,52.4,31.5,39.0,21.6,34.4,13.2,66.7,4.1,49.2,4.9,61.3,55.5,0
2023-24,playoffs,-,5,7,240.0,98.1,28.5,49.0,17.0,30.7,23.3,35.5,14.7,63.3,1.7,43.5,4.3,46.5,51.0,0
2023-24,playoffs,-,13,9,240.0,106.0,28.8,49.6,24.0,38.2,25.7,39.3,18.8,66.5,2.1,51.6,4.8,64.6,54.0,0
2023-24,playoffs,-,7,5,240.0,102.2,21.8,45.8,27.7,34.9,17.0,37.1,19.4,62.0,4.6,42.6,8.5,53.5,51.9,0
2023-24,playoffs,-,8,9,242.9,113.9,28.4,54.5,31.9,40.4,22.9,42.6,20.5,65.5,4.4,65.2,8.8,65.7,57.6,0
2023-24,playoffs,-,2,4,240.0,100.3,20.3,46.2,21.2,37.3,26.0,39.5,20.2,56.7,3.5,52.9,5.3,46.2,50.6,0
2023-24,playoffs,-,1,4,240.0,106.4,28.4,50.9,19.2,31.5,21.2,39.8,20.4,71.7,6.6,53.8,7.6,55.2,54.4,0
2023-24,playoffs,-,1,4,240.0,92.2,21.2,40.2,29.4,37.1,18.6,32.5,9.4,61.8,7.2,57.7,5.2,66.7,50.7,0
2023-24,playoffs,-,2,4,244.2,110.2,26.0,46.4,27.2,43.5,25.7,36.1,14.3,67.9,6.8,51.5,3.7,43.8,53.8,0
2023-24,playoffs,-,9,7,240.0,107.5,28.8,47.9,25.7,36.9,21.5,39.8,16.5,58.5,5.3,63.3,4.8,56.6,53.8,0
2023-24,playoffs,-,0,4,240.0,89.5,20.0,36.1,24.3,31.5,17.5,33.3,16.0,60.5,4.8,33.3,5.0,50.0,44.8,0
2023-24,playoffs,-,7,6,241.9,109.9,29.0,43.5,26.1,39.2,26.5,40.7,14.7,62.9,1.7,71.4,6.2,59.3,52.1,0
2023-24,playoffs,-,6,4,240.0,105.7,30.6,46.6,28.8,35.1,26.9,44.3,12.8,73.4,0.8,37.5,3.4,56.5,53.0,0
2023-24,playoffs,-,3,4,240.0,100.3,25.1,43.5,25.0,30.9,22.1,41.9,13.9,57.4,2.7,53.3,6.0,59.3,48.1,0
2023-24,playoffs,-,2,4,244.2,108.2,19.3,39.8,34.8,42.5,19.7,36.6,12.2,56.6,5.7,55.2,5.5,75.0,52.5,0
2023-24,playoffs,-,0,4,240.0,103.3,26.8,46.9,20.5,34.6,24.0,45.2,14.0,63.9,3.0,62.5,2.5,26.7,52.8,0
2023-24,play-in,-,0,1,240.0,116.0,25.0,40.9,16.0,27.3,39.0,39.0,33.0,73.7,2.0,33.3,8.0,66.7,51.1,0
2023-24,play-in,-,1,1,240.0,111.0,28.0,51.1,34.5,38.1,18.5,37.8,19.0,69.2,2.0,33.3,4.0,57.1,54.0,0
2023-24,play-in,-,0,1,240.0,94.0,18.0,50.0,18.0,35.3,18.0,24.1,17.0,50.0,2.0,20.0,4.0,50.0,47.5,0
2023-24,play-in,-,1,0,240.0,110.0,16.0,21.4,39.0,43.3,11.0,23.8,20.0,63.6,4.0,50.0,12.0,100,50.0,0
2023-24,play-in,-,1,1,240.0,108.0,24.0,46.3,33.5,38.3,21.5,39.1,17.0,60.0,2.0,50.0,8.0,75.0,52.3,0
2023-24,play-in,-,1,1,240.0,105.5,20.5,44.7,23.0,34.8,16.0,34.1,22.5,63.3,5.0,57.1,6.5,66.7,53.4,0
2023-24,play-in,-,1,0,240.0,105.0,23.0,58.8,35.0,40.0,11.0,27.8,18.0,44.4,2.0,0.0,2.0,0.0,48.8,0
2023-24,play-in,-,1,1,240.0,108.0,28.0,49.0,33.0,44.0,23.5,29.9,15.5,64.7,5.0,37.5,5.0,44.4,50.3,0
2023-24,ist,-,1,3,240.0,124.8,30.0,46.0,24.0,34.4,28.0,44.6,24.5,60.0,4.0,100,4.3,46.7,54.6,0
2023-24,ist,-,3,2,240.0,112.2,19.8,50.0,38.8,41.0,17.0,31.0,18.4,69.0,5.6,66.7,6.4,72.2,54.5,0
2023-24,ist,-,3,1,240.0,113.8,26.5,52.4,34.0,40.0,23.3,38.7,13.3,52.3,0.5,33.3,4.3,60.0,56.5,0
2023-24,ist,-,1,3,240.0,104.8,27.3,37.5,28.5,37.1,14.0,31.0,28.0,63.2,0.8,25.0,4.3,66.7,48.5,0
2023-24,ist,-,0,4,240.0,102.3,28.0,53.4,25.5,39.8,26.3,43.0,12.3,52.6,3.0,36.4,4.0,33.3,52.9,0
2023-24,ist,-,3,1,246.3,118.5,37.3,51.4,20.3,34.1,20.0,47.1,25.0,68.7,0.5,20.0,5.0,52.6,57.1,0
2023-24,ist,-,2,2,240.0,122.3,34.8,56.4,32.3,38.7,28.5,43.6,15.3,58.1,1.5,40.0,5.5,56.3,55.9,0
2023-24,ist,-,2,2,240.0,108.0,19.3,50.8,25.3,35.3,13.8,27.1,28.3,75.4,6.3,47.4,10.5,64.5,52.2,0
2023-24,ist,-,0,4,240.0,109.8,29.5,43.4,24.8,36.8,17.3,38.1,25.5,69.2,1.3,40.0,9.8,85.7,52.1,0
2023-24,ist,-,2,2,240.0,120.8,19.8,45.3,41.0,40.7,22.8,45.7,16.0,68.4,4.3,57.1,5.0,53.8,58.0,0
2023-24,ist,-,2,2,240.0,106.0,28.3,52.4,26.0,36.9,18.5,39.2,12.0,48.8,4.0,54.5,9.0,59.1,51.3,0
2023-24,ist,-,6,0,240.0,132.7,30.3,50.0,28.8,41.4,29.3,42.9,23.8,68.6,2.5,63.6,9.7,71.0,59.2,0
2023-24,ist,-,1,3,240.0,111.5,31.8,49.5,25.3,40.2,23.3,37.4,14.8,57.8,2.8,62.5,7.3,73.3,51.7,0
2023-24,ist,-,5,0,240.0,120.0,27.0,53.7,29.6,41.5,19.2,36.5,21.6,59.5,1.6,42.9,6.2,52.2,57.4,0
2023-24,ist,-,0,4,246.2,107.5,22.8,42.7,35.3,34.0,17.3,38.4,14.8,55.6,2.3,44.4,5.5,47.4,51.7,0
2023-24,ist,-,2,2,240.0,113.5,28.0,58.7,31.0,36.4,17.8,40.8,17.8,64.6,3.3,38.5,5.3,43.5,56.0,0
2023-24,ist,-,5,1,240.0,127.8,34.3,59.2,32.7,41.5,27.5,41.4,15.2,65.0,2.0,40.0,8.0,67.6,60.7,0
2023-24,ist,-,3,1,240.0,109.5,30.5,43.8,26.5,38.7,21.5,40.7,16.3,65.1,4.0,46.7,4.3,58.3,52.7,0
2023-24,ist,-,4,1,240.0,118.0,31.6,47.6,32.8,43.6,17.6,44.8,19.8,66.2,2.4,53.8,7.6,73.9,57.4,0
2023-24,ist,-,3,2,240.0,112.4,35.4,51.9,25.8,36.7,23.8,39.2,12.8,56.0,3.6,60.0,1.6,36.4,53.0,0
2023-24,ist,-,1,3,240.0,115.8,34.8,54.8,31.5,37.1,19.0,43.6,14.3,67.6,1.0,100,6.5,58.8,56.2,0
2023-24,ist,-,3,1,240.0,111.5,26.5,45.8,31.5,40.4,12.0,27.0,22.8,81.3,1.0,100,6.0,64.3,55.5,0
2023-24,ist,-,2,2,246.3,121.3,36.0,50.5,22.5,34.0,18.3,37.5,16.0,57.5,4.5,36.4,4.8,35.7,51.1,0
2023-24,ist,-,3,2,240.0,116.6,29.6,49.5,29.0,42.0,24.0,42.9,16.0,64.4,2.4,30.0,7.4,57.1,58.4,0
2023-24,ist,-,1,3,246.3,104.0,23.0,36.0,33.3,40.0,13.8,29.3,19.5,54.8,1.5,30.0,9.3,59.1,47.8,0
2023-24,ist,-,4,1,240.0,119.8,32.2,54.0,31.0,35.1,24.4,42.9,17.6,65.5,1.2,30.0,6.0,57.9,55.4,0
2023-24,ist,-,0,4,240.0,107.3,13.0,31.3,37.5,36.6,18.0,38.3,24.5,70.5,3.8,35.7,4.5,56.3,50.7,0
2023-24,ist,-,1,3,240.0,109.0,19.3,35.0,35.0,39.8,17.5,42.7,19.0,68.0,1.8,42.9,8.5,89.5,54.6,0
2023-24,ist,-,2,2,240.0,117.3,25.5,46.9,31.5,36.8,20.5,40.2,23.0,68.4,0.5,33.3,5.3,53.8,55.1,0
2023-24,ist,-,0,4,240.0,114.5,40.3,52.9,32.5,43.1,17.5,37.0,13.3,60.0,0.5,33.3,6.3,78.6,57.0,0
2024-25,regular-season,-,40,42,241.2,118.2,25.5,47.4,31.1,37.5,17.9,36.5,23.5,62.2,1.1,44.9,7.7,62.6,54.6,0
2024-25,regular-season,-,61,21,241.8,116.3,22.5,55.1,37.3,39.1,25.0,36.7,18.4,65.8,4.9,51.8,4.9,57.1,56.1,0
2024-25,regular-season,-,26,56,241.2,105.1,26.5,45.3,34.3,36.1,14.2,35.0,16.6,61.6,1.3,44.3,4.4,53.3,51.6,0
2024-25,regular-season,-,19,63,240.9,105.1,26.7,43.1,28.4,35.8,20.3,33.3,19.1,64.0,1.4,43.7,5.5,53.6,50.3,0
2024-25,regular-season,-,39,43,240.9,117.8,27.3,50.2,37.5,37.4,17.2,38.2,16.1,65.2,2.3,49.7,5.9,66.6,55.3,0
2024-25,regular-season,-,64,18,240.9,121.9,28.5,51.8,33.6,39.5,23.6,39.4,21.6,72.2,1.6,65.4,7.5,64.7,57.8,0
2024-25,regular-season,-,39,43,240.6,114.2,31.2,49.8,27.6,39.1,22.7,38.0,19.3,70.8,2.3,45.2,5.4,64.4,54.9,0
2024-25,regular-season,-,50,32,242.1,120.8,20.5,50.5,29.5,39.5,17.4,38.4,29.8,67.8,5.8,57.2,10.9,62.9,57.3,0
2024-25,regular-season,-,44,38,241.5,115.5,27.6,48.7,29.0,37.9,20.9,37.8,20.2,67.6,3.2,53.7,6.2,62.6,54.7,0
2024-25,regular-season,-,48,34,240.6,113.8,20.6,44.8,35.4,37.3,19.4,36.3,19.4,62.2,1.4,47.0,5.8,56.6,53.6,0
2024-25,regular-season,-,52,30,241.2,114.3,24.8,46.6,29.6,37.9,21.2,35.6,19.7,61.2,4.0,51.9,6.6,54.7,52.3,0
2024-25,regular-season,-,50,32,242.1,117.4,28.3,52.5,31.5,39.6,23.3,39.8,20.0,66.7,4.4,56.1,6.7,60.1,56.2,0
2024-25,regular-season,-,50,32,241.5,112.9,26.4,48.2,25.5,40.4,24.0,37.8,20.5,65.4,4.1,58.7,6.5,58.6,55.4,0
2024-25,regular-season,-,50,32,240.6,113.4,25.3,50.0,30.8,38.2,20.9,37.7,19.4,69.1,3.5,45.6,5.9,56.0,55.7,0
2024-25,regular-season,-,48,34,240.3,121.7,32.3,49.6,34.1,38.0,17.4,40.3,21.0,66.3,3.0,55.8,4.9,57.1,55.4,0
2024-25,regular-season,-,37,45,243.1,110.6,26.4,49.4,32.1,38.2,20.7,39.6,17.9,63.3,2.3,39.9,5.3,52.8,54.4,0
2024-25,regular-season,-,48,34,240.9,115.5,24.5,51.3,33.9,40.5,23.0,40.3,15.9,68.0,4.5,51.7,5.0,63.2,56.8,0
2024-25,regular-season,-,49,33,241.8,114.3,27.6,47.7,29.5,38.4,24.0,37.3,18.1,66.3,2.1,46.4,4.8,61.2,55.4,0
2024-25,regular-season,-,21,61,240.9,109.8,28.8,44.7,27.8,37.2,21.3,36.6,17.7,63.1,1.4,50.0,5.7,59.8,51.9,0
2024-25,regular-season,-,51,31,242.4,115.8,29.5,50.5,28.9,38.8,22.6,40.2,19.2,66.3,3.5,52.0,5.9,60.5,55.6,0
2024-25,regular-season,-,68,14,240.3,120.5,32.9,50.8,36.4,40.5,24.3,40.6,16.5,68.0,0.7,39.0,5.7,58.3,56.0,0
2024-25,regular-season,-,41,41,240.6,105.4,25.6,46.9,27.3,33.5,18.3,36.1,19.0,66.4,1.7,48.0,5.9,57.0,51.0,0
2024-25,regular-season,-,24,58,241.5,109.6,29.7,49.8,27.9,36.2,21.7,36.8,14.4,61.4,2.5,51.8,4.0,58.7,52.7,0
2024-25,regular-season,-,36,46,241.8,113.6,27.0,51.2,37.6,40.9,25.5,42.9,13.7,63.8,1.8,42.5,5.9,57.3,56.1,0
2024-25,regular-season,-,36,46,241.2,110.9,29.6,47.2,30.0,35.1,18.1,36.7,19.1,62.5,0.9,50.0,4.5,55.0,52.1,0
2024-25,regular-season,-,40,42,242.4,115.7,26.2,51.6,31.5,37.5,25.1,41.8,19.6,66.0,4.3,52.0,6.5,58.9,54.8,0
2024-25,regular-season,-,34,48,240.6,113.9,26.0,48.9,33.7,36.9,19.6,37.9,18.8,65.5,2.0,52.4,6.2,58.7,54.4,0
2024-25,regular-season,-,30,52,241.5,110.9,23.6,44.4,32.1,37.2,14.8,37.0,24.4,62.2,2.3,48.7,8.3,56.8,52.2,0
2024-25,regular-season,-,17,65,241.5,111.9,26.7,46.4,31.5,36.2,18.1,35.3,20.8,66.1,1.4,49.4,5.9,55.5,53.3,0
2024-25,regular-season,-,18,64,240.6,108.0,24.6,45.1,29.6,34.3,19.2,35.2,17.6,62.1,1.9,52.2,6.7,53.2,51.2,0
2024-25,playoffs,-,6,5,242.3,105.7,22.5,45.4,27.7,38.5,23.7,33.2,16.7,64.2,2.8,27.5,4.7,57.6,52.8,0
2024-25,playoffs,-,5,4,240.0,119.4,31.8,52.5,27.6,36.5,25.6,38.2,16.1,62.8,1.7,71.4,4.7,51.4,55.1,0
2024-25,playoffs,-,7,7,243.6,107.0,18.6,48.7,28.6,34.2,20.0,40.3,20.1,54.4,6.6,47.4,7.4,47.1,51.4,0
2024-25,playoffs,-,2,4,240.0,106.7,25.2,46.2,24.7,37.0,21.5,36.5,18.8,66.2,2.7,37.5,5.3,55.0,51.1,0
2024-25,playoffs,-,5,7,240.0,103.1,22.8,44.6,30.5,33.1,20.0,38.9,14.9,58.7,0.7,37.5,4.5,52.5,51.1,0
2024-25,playoffs,-,3,4,240.0,104.0,25.6,44.7,24.0,38.1,21.4,38.4,18.4,62.0,3.7,50.0,8.4,61.9,51.0,0
2024-25,playoffs,-,15,8,242.2,114.1,28.4,50.7,32.8,43.8,24.7,40.4,15.5,63.8,3.0,50.0,5.8,61.4,56.2,0
2024-25,playoffs,-,3,4,243.6,108.3,27.9,55.1,25.6,38.8,23.0,39.8,20.0,67.0,1.0,33.3,7.1,57.5,55.7,0
2024-25,playoffs,-,1,4,240.0,100.4,24.0,52.4,30.4,39.1,22.0,33.6,12.4,48.0,1.8,30.0,5.2,71.4,52.5,0
2024-25,playoffs,-,0,4,240.0,100.5,31.0,46.2,26.3,35.3,20.3,34.6,18.8,72.1,2.0,16.7,4.0,77.8,47.6,0
2024-25,playoffs,-,0,4,240.0,95.5,24.8,52.6,33.0,36.0,19.8,33.7,9.0,78.3,3.5,63.6,2.0,33.3,52.9,0
2024-25,playoffs,-,1,4,245.0,110.2,28.2,53.5,34.6,39.2,19.8,33.9,16.8,65.5,1.6,26.7,3.4,63.6,53.5,0
2024-25,playoffs,-,9,6,240.0,109.1,32.1,52.2,29.1,39.6,19.7,34.1,14.3,61.8,2.9,61.3,3.3,53.3,53.9,0
2024-25,playoffs,-,10,8,242.8,109.6,30.8,50.8,23.2,36.4,25.6,38.7,17.1,64.9,5.1,52.2,3.8,52.0,51.9,0
2024-25,playoffs,-,16,7,241.1,114.7,31.3,47.7,30.0,36.2,23.1,39.4,16.9,68.0,1.0,52.9,5.9,66.7,52.2,0
2024-25,playoffs,-,1,4,240.0,93.6,29.2,50.4,19.2,29.7,23.8,37.5,13.4,59.2,3.4,62.5,4.2,57.1,47.0,0
2024-25,play-in,-,0,2,252.5,104.5,33.5,35.8,21.0,27.5,14.0,29.7,19.0,68.0,0.0,0.0,6.0,54.5,46.2,0
2024-25,play-in,-,0,1,240.0,90.0,26.0,45.8,14.0,21.7,22.0,34.8,12.0,85.7,0.0,0.0,4.0,100,45.8,0
2024-25,play-in,-,1,1,240.0,113.0,29.5,51.2,33.0,39.7,22.0,48.7,21.0,57.1,3.0,50.0,7.5,70.0,55.9,0
2024-25,play-in,-,1,0,240.0,121.0,19.0,33.3,35.0,33.3,16.0,37.5,24.0,73.3,0.0,0.0,8.0,66.7,54.7,0
2024-25,play-in,-,1,1,240.0,118.0,28.0,38.5,29.5,46.5,21.0,40.9,23.5,66.7,1.0,0.0,4.0,80.0,54.6,0
2024-25,play-in,-,2,0,252.5,116.0,32.5,64.3,31.5,37.9,29.0,48.0,17.5,62.5,2.0,25.0,5.5,50.0,57.8,0
2024-25,play-in,-,1,0,240.0,120.0,20.0,41.2,29.0,32.3,16.0,31.8,32.0,93.3,0.0,0.0,2.0,0.0,54.4,0
2024-25,play-in,-,0,1,240.0,106.0,26.0,40.0,17.0,26.1,38.0,50.0,16.0,61.5,0.0,0.0,3.0,50.0,53.4,0
2025-26,regular-season,-,16,19,241.4,119.3,26.1,48.2,38.8,39.8,15.7,38.9,21.7,68.4,2.5,52.2,7.0,63.7,56.2,0
2025-26,regular-season,-,21,12,240.0,117.0,28.5,54.1,31.4,37.5,32.6,42.3,18.8,69.9,0.6,56.3,4.0,74.0,56.0,0
2025-26,regular-season,-,10,21,240.0,109.2,26.4,48.2,33.8,35.3,16.1,35.0,19.6,69.5,0.8,47.4,5.9,63.1,53.3,0
2025-26,regular-season,-,11,22,242.3,115.8,32.2,46.5,34.5,38.3,18.2,34.0,17.9,68.9,0.7,42.9,4.7,59.8,54.0,0
2025-26,regular-season,-,16,17,241.5,118.8,31.4,49.0,38.7,37.9,11.1,37.9,18.3,64.7,1.5,41.2,5.9,55.9,55.1,0
2025-26,regular-season,-,19,16,241.4,119.6,24.8,51.9,33.0,35.7,21.9,37.4,22.4,65.8,1.2,44.4,6.5,55.0,54.5,0
2025-26,regular-season,-,12,23,243.6,113.6,32.9,49.6,26.0,34.7,20.8,39.6,18.1,65.0,1.7,49.1,6.0,57.1,52.8,0
2025-26,regular-season,-,23,10,242.3,125.1,18.6,48.6,33.7,41.7,21.2,42.6,26.6,68.3,7.7,60.6,12.3,66.7,59.0,0
2025-26,regular-season,-,24,9,241.5,118.3,27.6,48.3,25.5,35.3,17.0,38.4,25.4,63.9,3.4,53.1,8.2,57.4,54.0,0
2025-26,regular-season,-,18,16,241.5,115.6,22.6,49.5,38.5,37.1,17.8,36.1,20.7,65.1,1.4,51.4,5.5,60.5,54.7,0
2025-26,regular-season,-,21,10,244.8,120.5,27.6,50.6,32.4,41.2,21.9,41.8,22.5,60.3,4.8,58.3,7.3,57.1,56.1,0
2025-26,regular-season,-,6,28,241.5,110.1,31.1,47.6,29.9,34.4,21.9,38.8,16.3,60.5,2.6,50.0,5.0,52.6,50.3,0
2025-26,regular-season,-,12,21,241.5,112.3,23.3,47.8,28.1,37.5,23.7,39.8,20.1,64.7,5.2,58.1,7.0,64.4,55.2,0
2025-26,regular-season,-,20,11,240.0,116.8,28.5,56.9,24.7,37.5,27.0,41.5,23.0,70.7,3.4,56.9,6.9,63.0,56.9,0
2025-26,regular-season,-,15,18,241.5,115.9,26.5,45.4,33.6,36.9,19.3,38.1,22.7,62.9,5.0,53.5,4.7,61.6,53.0,0
2025-26,regular-season,-,18,14,240.8,120.9,33.9,48.6,33.0,38.1,17.6,41.1,18.0,64.8,2.4,50.0,4.9,64.2,54.2,0
2025-26,regular-season,-,14,19,241.5,113.3,24.8,51.5,36.9,41.9,20.2,39.2,15.2,67.8,3.6,51.0,4.6,54.6,57.4,0
2025-26,regular-season,-,21,13,242.2,118.8,29.5,51.4,30.7,38.3,22.4,38.3,18.0,69.7,3.0,57.5,4.9,68.3,55.5,0
2025-26,regular-season,-,8,27,242.9,115.6,34.3,45.9,23.6,35.4,17.5,34.6,20.3,67.9,2.7,43.8,4.7,56.6,52.0,0
2025-26,regular-season,-,23,10,240.0,121.2,31.2,48.9,36.3,39.2,23.8,40.3,14.7,65.4,2.3,50.0,3.8,67.9,56.3,0
2025-26,regular-season,-,29,5,242.9,122.1,33.2,51.2,33.6,37.2,23.6,45.8,18.4,72.8,1.5,52.5,6.0,63.5,57.0,0
2025-26,regular-season,-,19,15,241.5,116.6,34.0,49.4,26.6,37.2,16.6,32.4,20.2,68.4,1.6,58.1,4.1,50.4,52.8,0
2025-26,regular-season,-,18,14,243.9,116.6,29.1,46.5,32.0,38.0,19.6,34.5,16.2,59.3,2.1,47.4,3.8,54.7,52.3,0
