SEASON,SEASON_TYPE,TEAM_ABB,GP,W,L,MIN,OREB,OREB_CONTEST,OREB_CONTEST_PCT,OREB_CHANCES,OREB_CHANCE_PCT,OREB_CHANCE_DEFER,OREB_CHANCE_PCT_ADJ
2024-25,ist,-,1,3,240.0,16.0,9.8,60.9,40.8,39.3,2.3,41.6,0
2024-25,ist,-,2,2,240.7,8.5,4.8,55.9,20.0,42.5,1.3,45.3,0
2024-25,ist,-,6,0,230.1,7.7,4.5,58.7,21.0,36.5,0.8,38.0,0
2024-25,ist,-,2,2,235.2,9.8,5.0,51.3,23.3,41.9,0.5,42.9,0
2024-25,ist,-,1,3,231.2,12.8,6.3,49.0,30.0,42.5,1.0,44.0,0
2024-25,ist,-,4,1,229.6,9.0,4.0,44.4,23.4,38.5,1.4,40.9,0
2024-25,ist,-,5,1,221.1,12.8,7.0,54.5,29.2,44.0,0.5,44.8,0
2024-25,ist,-,3,2,228.3,10.8,6.8,63.0,24.0,45.0,0.6,46.2,0
2024-25,ist,-,2,2,216.5,9.5,4.5,47.4,21.0,45.2,0.5,46.3,0
2024-25,ist,-,3,1,225.0,7.8,3.8,48.4,20.8,37.3,1.0,39.2,0
2024-25,ist,-,2,2,236.0,10.8,5.5,51.2,26.0,41.3,0.5,42.2,0
2024-25,ist,-,1,3,235.5,10.0,5.0,50.0,23.0,43.5,0.8,44.9,0
2024-25,ist,-,2,2,232.3,12.5,7.8,62.0,25.5,49.0,0.5,50.0,0
2024-25,ist,-,1,3,237.6,12.5,8.0,64.0,29.0,43.1,1.0,44.6,0
2024-25,ist,-,0,4,220.5,11.0,5.5,50.0,23.5,46.8,1.3,49.4,0
2024-25,ist,-,0,4,234.5,10.3,6.5,63.4,30.3,33.9,0.3,34.2,0
2025-26,regular-season,-,16,19,227.8,10.0,5.8,58.3,24.9,40.1,1.0,41.8,0
2025-26,regular-season,-,21,12,230.6,12.3,6.5,52.7,29.0,42.4,0.6,43.3,0
2025-26,regular-season,-,10,21,225.3,10.7,5.8,54.1,25.3,42.5,0.9,44.1,0
2025-26,regular-season,-,11,22,232.5,11.9,7.3,60.9,31.8,37.5,1.1,38.9,0
2025-26,regular-season,-,16,17,230.5,10.6,5.9,55.6,24.7,43.1,0.9,44.8,0
2025-26,regular-season,-,19,16,233.6,12.4,6.7,54.3,28.6,43.2,1.2,45.1,0
2025-26,regular-season,-,12,23,233.3,10.0,5.4,53.7,24.8,40.3,0.9,41.9,0
2025-26,regular-season,-,23,10,233.1,10.3,5.6,54.7,23.4,44.0,0.8,45.6,0
2025-26,regular-season,-,24,9,229.9,13.8,7.6,55.1,30.7,45.1,1.1,46.8,0
2025-26,regular-season,-,18,16,229.6,11.5,6.1,52.7,26.5,43.4,0.9,45.0,0
2025-26,regular-season,-,21,10,230.9,16.0,9.6,59.9,33.4,47.9,1.2,49.7,0
2025-26,regular-season,-,6,28,231.9,11.5,6.3,54.6,27.6,41.6,1.1,43.3,0
2025-26,regular-season,-,12,21,227.0,9.7,5.7,58.9,23.5,41.5,0.6,42.6,0
2025-26,regular-season,-,20,11,225.2,10.1,5.5,54.5,22.2,45.6,0.6,46.9,0
2025-26,regular-season,-,15,18,233.5,11.5,6.7,58.2,28.1,40.8,1.0,42.2,0
2025-26,regular-season,-,18,14,230.3,11.2,6.6,59.1,26.3,42.4,0.9,44.0,0
2025-26,regular-season,-,14,19,222.1,8.4,4.2,50.4,20.2,41.6,0.6,42.9,0
2025-26,regular-season,-,21,13,229.2,11.2,6.1,54.6,24.7,45.4,0.6,46.6,0
2025-26,regular-season,-,8,27,233.2,12.6,7.8,61.5,27.7,45.7,0.9,47.3,0
2025-26,regular-season,-,23,10,229.3,13.5,7.5,55.7,28.1,48.3,0.9,49.9,0
2025-26,regular-season,-,29,5,232.8,9.3,4.8,52.1,24.5,37.9,1.2,39.8,0
2025-26,regular-season,-,19,15,230.4,12.0,6.4,53.6,28.5,42.0,0.9,43.4,0
2025-26,regular-season,-,18,14,236.0,12.5,7.5,59.9,27.8,45.0,0.9,46.5,0
2025-26,regular-season,-,19,14,232.2,13.2,7.5,57.2,31.5,41.9,1.4,43.8,0
2025-26,regular-season,-,14,20,229.3,14.2,8.5,59.8,31.9,44.5,1.1,46.1,0
2025-26,regular-season,-,8,26,231.4,10.3,5.5,53.7,25.5,40.3,0.8,41.6,0
2025-26,regular-season,-,24,9,232.3,11.8,6.8,57.3,26.4,44.6,0.8,46.1,0
2025-26,regular-season,-,20,15,227.6,11.4,6.4,56.0,27.3,41.6,0.8,42.9,0
2025-26,regular-season,-,12,21,230.8,12.1,6.9,57.3,27.8,43.7,0.8,44.9,0
2025-26,regular-season,-,8,24,231.0,11.4,5.6,48.6,25.3,45.2,0.5,46.0,0
2025-26,ist,-,2,2,230.8,12.8,8.0,62.7,32.5,39.2,1.3,40.8,0
2025-26,ist,-,2,2,234.6,13.5,5.5,40.7,33.3,40.6,1.0,41.9,0
2025-26,ist,-,1,3,218.4,9.0,4.5,50.0,20.8,43.4,0.5,44.4,0
2025-26,ist,-,1,3,239.3,12.0,9.3,77.1,32.0,37.5,1.0,38.7,0
2025-26,ist,-,1,3,218.2,8.0,4.5,56.3,21.0,38.1,0.0,38.1,0
2025-26,ist,-,2,2,236.8,17.0,9.0,52.9,33.5,50.7,1.8,53.5,0
2025-26,ist,-,1,3,247.5,11.0,5.5,50.0,24.5,44.9,0.8,46.3,0
2025-26,ist,-,2,2,238.0,10.5,7.3,69.0,21.8,48.3,0.8,50.0,0
2025-26,ist,-,2,2,232.1,14.8,8.0,54.2,33.0,44.7,1.3,46.5,0
2025-26,ist,-,1,3,225.2,13.5,8.0,59.3,26.8,50.5,1.8,54.0,0
2025-26,ist,-,2,2,212.2,20.0,10.8,53.8,36.5,54.8,1.0,56.3,0
2025-26,ist,-,1,3,237.2,10.3,6.3,61.0,25.8,39.8,1.0,41.4,0
2025-26,ist,-,2,2,225.4,8.0,5.0,62.5,20.8,38.6,0.3,39.0,0
2025-26,ist,-,4,0,223.5,8.3,4.3,51.5,19.5,42.3,0.5,43.4,0
2025-26,ist,-,3,1,241.5,11.5,6.5,56.5,27.8,41.4,1.3,43.4,0
2025-26,ist,-,2,2,226.6,10.8,7.5,69.8,26.3,41.0,0.8,42.2,0
2025-26,ist,-,2,1,212.9,8.0,4.3,54.2,15.7,51.1,0.3,52.2,0
2025-26,ist,-,2,2,231.2,13.0,5.8,44.2,28.5,45.6,0.3,46.0,0
2025-26,ist,-,0,4,241.7,10.8,7.0,65.1,24.5,43.9,0.8,45.3,0
2025-26,ist,-,4,1,232.5,13.6,6.4,47.1,30.0,45.3,0.4,45.9,0
2025-26,ist,-,4,0,220.6,4.8,3.0,63.2,18.8,25.3,0.8,26.4,0
2025-26,ist,-,5,0,231.3,10.8,6.6,61.1,27.4,39.4,1.0,40.9,0
2025-26,ist,-,1,3,226.2,9.8,5.3,53.8,22.0,44.3,1.3,47.0,0
2025-26,ist,-,3,1,235.5,13.3,8.5,64.2,30.3,43.8,1.5,46.1,0
2025-26,ist,-,2,2,230.5,16.3,9.8,60.0,31.0,52.4,0.8,53.7,0
2025-26,ist,-,0,4,236.5,10.5,6.5,61.9,27.5,38.2,1.0,39.6,0
2025-26,ist,-,3,1,234.2,14.5,9.3,63.8,29.3,49.6,1.3,51.8,0
2025-26,ist,-,4,1,232.3,12.0,7.2,60.0,29.8,40.3,1.2,42.0,0
2025-26,ist,-,1,3,216.8,13.3,6.5,49.1,31.3,42.4,1.0,43.8,0
2025-26,ist,-,1,3,219.5,10.0,4.5,45.0,22.0,45.5,1.0,47.6,0
