SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,W,L,MIN,TOUCHES,ELBOW_TOUCHES,ELBOW_TOUCH_FGM,ELBOW_TOUCH_FGA,ELBOW_TOUCH_FG_PCT,ELBOW_TOUCH_FTM,ELBOW_TOUCH_FTA,ELBOW_TOUCH_FT_PCT,ELBOW_TOUCH_PTS,ELBOW_TOUCH_PTS_PCT,ELBOW_TOUCH_PASSES,ELBOW_TOUCH_PASSES_PCT,ELBOW_TOUCH_AST,ELBOW_TOUCH_AST_PCT,ELBOW_TOUCH_TOV,ELBOW_TOUCH_TOV_PCT,ELBOW_TOUCH_FOULS,ELBOW_TOUCH_FOULS_PCT
2024-25,Playoffs,MIN,Minnesota Timberwolves,15,9,6,240.0,405.1,5.9,1.1,2.0,53.3,1.0,1.2,83.3,3.3,56.8,2.5,43.2,0.6,23.7,0.6,10.2,0.6,10.2
2024-25,Playoffs,NYK,New York Knicks,18,10,8,242.8,379.7,5.8,1.4,2.8,52.0,0.8,1.1,78.9,3.8,65.7,2.2,37.1,0.4,17.9,0.2,2.9,0.4,7.6
2024-25,Playoffs,OKC,Oklahoma City Thunder,23,16,7,241.1,368.3,8.7,2.6,3.9,66.7,0.5,0.7,75.0,5.9,68.3,3.7,42.2,0.8,22.6,0.5,5.5,0.3,4.0
2024-25,Playoffs,ORL,Orlando Magic,5,1,4,240.0,382.8,8.4,1.6,2.8,57.1,0.8,1.2,66.7,4.2,50.0,4.6,54.8,0.4,8.7,0.0,0.0,0.6,7.1
2024-25,PlayIn,ATL,Atlanta Hawks,2,0,2,252.5,391.5,8.5,3.0,5.5,54.5,0.0,0.0,0.0,6.0,70.6,2.5,29.4,0.0,0.0,0.0,0.0,0.0,0.0
2024-25,PlayIn,CHI,Chicago Bulls,1,0,1,240.0,428.0,9.0,2.0,2.0,100,0.0,0.0,0.0,4.0,44.4,6.0,66.7,2.0,33.3,1.0,11.1,0.0,0.0
2024-25,PlayIn,DAL,Dallas Mavericks,2,1,1,240.0,343.5,8.5,3.5,5.0,70.0,0.5,1.0,50.0,7.5,88.2,2.5,29.4,1.0,40.0,0.5,5.9,0.5,5.9
2024-25,PlayIn,GSW,Golden State Warriors,1,1,0,240.0,452.0,11.0,2.0,3.0,66.7,4.0,4.0,100,8.0,72.7,6.0,54.5,2.0,33.3,0.0,0.0,2.0,18.2
2024-25,PlayIn,MEM,Memphis Grizzlies,2,1,1,240.0,375.5,7.0,2.0,2.5,80.0,0.0,0.0,0.0,4.0,57.1,4.5,64.3,0.0,0.0,0.0,0.0,0.0,0.0
2024-25,PlayIn,MIA,Miami Heat,2,2,0,252.5,435.5,10.5,2.0,4.0,50.0,1.5,2.0,75.0,5.5,52.4,4.0,38.1,0.5,12.5,0.5,4.8,0.5,4.8
2024-25,PlayIn,ORL,Orlando Magic,1,1,0,240.0,438.0,7.0,0.0,1.0,0.0,2.0,2.0,100,2.0,28.6,5.0,71.4,2.0,40.0,0.0,0.0,0.0,0.0
2024-25,PlayIn,SAC,Sacramento Kings,1,0,1,240.0,385.0,9.0,1.0,2.0,50.0,1.0,2.0,50.0,3.0,33.3,4.0,44.4,0.0,0.0,2.0,22.2,1.0,11.1
2024-25,IST,ATL,Atlanta Hawks,6,4,2,240.0,409.7,10.0,3.8,5.0,76.7,0.2,0.7,25.0,8.2,81.7,4.0,40.0,0.5,12.5,0.2,1.7,0.3,3.3
2024-25,IST,BOS,Boston Celtics,4,3,1,240.0,397.0,5.5,1.8,2.3,77.8,0.3,0.5,50.0,4.0,72.7,2.5,45.5,0.8,30.0,0.3,4.5,0.3,4.5
2024-25,IST,BKN,Brooklyn Nets,4,1,3,240.0,438.0,7.8,1.3,2.0,62.5,0.0,0.0,0.0,2.5,32.3,5.3,67.7,1.3,23.8,0.5,6.5,0.0,0.0
2024-25,IST,CHA,Charlotte Hornets,4,0,4,240.0,387.8,8.8,2.8,4.0,68.8,1.5,2.5,60.0,7.0,80.0,3.5,40.0,0.0,0.0,0.0,0.0,1.0,11.4
2024-25,IST,CHI,Chicago Bulls,4,2,2,240.0,445.3,7.5,2.3,2.8,81.8,1.5,1.5,100,6.0,80.0,3.5,46.7,0.8,21.4,0.5,6.7,0.8,10.0
2024-25,IST,CLE,Cleveland Cavaliers,4,2,2,240.0,396.0,11.5,3.5,5.3,66.7,1.0,1.0,100,8.3,71.7,4.3,37.0,0.5,11.8,0.5,4.3,0.5,4.3
2024-25,IST,DAL,Dallas Mavericks,5,3,2,240.0,406.2,10.4,2.2,3.4,64.7,1.0,1.2,83.3,5.6,53.8,5.2,50.0,1.2,23.1,0.2,1.9,0.6,5.8
2024-25,IST,DEN,Denver Nuggets,4,2,2,240.0,420.3,23.5,4.0,7.5,53.3,0.8,1.5,50.0,9.3,39.4,13.5,57.4,3.3,24.1,1.0,4.3,0.8,3.2
2024-25,IST,DET,Detroit Pistons,4,3,1,246.2,404.5,12.5,3.0,4.5,66.7,0.8,1.5,50.0,7.0,56.0,6.3,50.0,1.5,24.0,0.3,2.0,0.8,6.0
2024-25,IST,GSW,Golden State Warriors,5,3,2,240.0,449.8,10.2,3.0,4.4,68.2,0.8,1.2,66.7,6.8,66.7,5.2,51.0,1.0,19.2,0.0,0.0,0.6,5.9
2024-25,IST,HOU,Houston Rockets,6,4,2,244.2,394.3,11.2,2.7,5.7,47.1,1.0,1.7,60.0,6.3,56.7,4.0,35.8,0.2,4.2,0.5,4.5,0.8,7.5
2024-25,IST,IND,Indiana Pacers,4,0,4,240.0,444.0,7.5,2.3,3.3,69.2,1.0,1.5,66.7,5.5,73.3,2.8,36.7,0.3,9.1,0.3,3.3,0.8,10.0
2024-25,IST,LAC,LA Clippers,4,2,2,240.0,382.0,10.3,1.3,3.3,38.5,0.5,0.5,100,3.0,29.3,5.5,53.7,0.5,9.1,1.0,9.8,0.3,2.4
2024-25,IST,LAL,Los Angeles Lakers,4,2,2,240.0,415.3,12.8,3.0,5.0,60.0,1.0,1.5,66.7,7.0,54.9,6.3,49.0,1.5,24.0,0.5,3.9,0.8,5.9
2024-25,IST,MEM,Memphis Grizzlies,4,1,3,240.0,449.0,7.3,1.3,4.0,31.3,0.3,1.0,25.0,3.0,41.4,2.5,34.5,0.5,20.0,0.0,0.0,0.5,6.9
2024-25,IST,MIA,Miami Heat,4,2,2,246.3,418.3,7.3,2.3,3.0,75.0,1.5,2.0,75.0,6.0,82.8,2.8,37.9,0.5,18.2,0.0,0.0,0.8,10.3
2024-25,IST,MIL,Milwaukee Bucks,6,6,0,240.0,405.7,8.3,2.3,3.5,66.7,0.3,0.7,50.0,5.2,62.0,3.5,42.0,1.2,33.3,0.8,10.0,0.3,4.0
2024-25,IST,MIN,Minnesota Timberwolves,4,2,2,252.5,421.8,8.3,1.5,3.0,50.0,1.0,1.0,100,4.0,48.5,3.3,39.4,0.5,15.4,1.3,15.2,0.5,6.1
2024-25,IST,NOP,New Orleans Pelicans,4,1,3,240.0,426.8,10.5,1.5,2.5,60.0,0.3,0.5,50.0,3.3,31.0,6.0,57.1,1.3,20.8,1.0,9.5,0.3,2.4
2024-25,IST,NYK,New York Knicks,5,4,1,240.0,385.6,7.6,1.2,2.2,54.5,0.0,0.0,0.0,2.4,31.6,3.8,50.0,1.2,31.6,1.0,13.2,0.0,0.0
2024-25,IST,OKC,Oklahoma City Thunder,6,5,1,240.0,396.7,8.7,2.0,4.3,46.2,0.3,0.3,100,4.3,50.0,3.7,42.3,0.8,22.7,0.2,1.9,0.2,1.9
2024-25,IST,ORL,Orlando Magic,5,3,2,240.0,389.8,9.6,2.0,3.6,55.6,1.4,1.6,87.5,5.6,58.3,3.6,37.5,1.2,33.3,1.2,12.5,0.8,8.3
2024-25,IST,PHI,Philadelphia 76ers,4,2,2,240.0,392.0,8.3,1.5,2.8,54.5,0.0,0.0,0.0,3.0,36.4,5.3,63.6,0.5,9.5,0.3,3.0,0.0,0.0
2024-25,IST,PHX,Phoenix Suns,4,3,1,240.0,400.0,7.0,1.8,3.8,46.7,0.5,0.5,100,4.3,60.7,2.8,39.3,0.0,0.0,0.0,0.0,0.0,0.0
2024-25,IST,POR,Portland Trail Blazers,4,2,2,240.0,412.0,10.5,3.0,4.8,63.2,0.5,1.0,50.0,7.0,66.7,4.3,40.5,0.5,11.8,0.5,4.8,0.5,4.8
2024-25,IST,SAC,Sacramento Kings,4,1,3,246.3,413.0,13.8,4.5,6.3,72.0,0.5,0.5,100,9.5,69.1,5.5,40.0,0.5,9.1,1.0,7.3,0.3,1.8
2024-25,IST,SAS,San Antonio Spurs,4,2,2,240.0,414.0,13.5,1.5,4.0,37.5,1.5,2.0,75.0,5.0,37.0,7.3,53.7,1.8,24.1,0.5,3.7,0.8,5.6
2024-25,IST,TOR,Toronto Raptors,4,1,3,240.0,425.8,18.3,4.0,7.5,53.3,0.5,1.0,50.0,8.5,46.6,9.3,50.7,1.5,16.2,1.0,5.5,0.5,2.7
2024-25,IST,UTA,Utah Jazz,4,0,4,240.0,424.5,11.0,2.5,3.5,71.4,2.3,2.5,90.0,7.3,65.9,4.8,43.2,1.8,36.8,1.0,9.1,1.0,9.1
2024-25,IST,WAS,Washington Wizards,4,0,4,240.0,419.0,11.8,3.5,6.5,53.8,0.5,1.0,50.0,7.5,63.8,3.5,29.8,0.3,7.1,0.8,6.4,0.3,2.1
2025-26,Regular+Season,ATL,Atlanta Hawks,39,18,21,241.3,427.1,9.9,3.0,4.8,62.8,0.8,1.1,75.0,7.1,71.1,4.0,40.1,1.1,28.4,0.2,2.3,0.6,5.7
2025-26,Regular+Season,BOS,Boston Celtics,36,23,13,240.0,397.1,5.8,1.7,2.3,74.7,0.4,0.6,68.2,4.1,69.5,2.8,47.6,0.4,14.0,0.2,3.8,0.3,4.8
2025-26,Regular+Season,BKN,Brooklyn Nets,34,11,23,240.7,419.3,11.5,2.4,3.6,64.5,1.2,1.6,75.0,6.1,53.6,5.9,51.3,1.1,19.5,0.6,5.6,0.8,6.7
2025-26,Regular+Season,CHA,Charlotte Hornets,37,13,24,242.0,411.7,8.3,1.8,3.0,60.0,0.9,1.1,85.4,4.6,55.5,4.1,49.4,0.8,18.4,0.4,4.2,0.5,6.5
2025-26,Regular+Season,CHI,Chicago Bulls,37,17,20,241.4,458.2,10.3,2.5,4.4,57.1,0.9,1.2,75.0,6.0,58.1,4.5,43.7,0.7,15.0,0.5,5.2,0.6,6.0
2025-26,Regular+Season,CLE,Cleveland Cavaliers,38,21,17,241.3,419.7,11.3,2.4,4.4,54.4,1.3,1.6,82.3,6.2,55.4,4.9,43.7,1.0,20.9,0.8,6.8,0.8,7.2
2025-26,Regular+Season,DAL,Dallas Mavericks,37,14,23,243.4,395.3,10.1,2.5,4.3,57.9,0.8,1.1,79.5,6.2,61.6,4.4,43.3,0.9,20.5,0.5,4.6,0.6,5.6
2025-26,Regular+Season,DEN,Denver Nuggets,37,25,12,242.7,408.8,16.9,4.5,6.9,65.7,2.2,2.7,83.0,11.5,68.1,7.5,44.6,2.1,28.4,0.7,4.2,1.2,6.9
2025-26,Regular+Season,DET,Detroit Pistons,36,27,9,241.4,410.3,12.6,3.5,6.1,58.0,1.1,1.6,67.9,8.4,66.3,4.7,37.4,1.0,21.2,0.7,5.5,0.8,5.9
2025-26,Regular+Season,GSW,Golden State Warriors,38,20,18,241.3,466.3,10.2,2.0,3.3,60.3,1.0,1.3,79.2,5.3,51.8,5.5,54.4,1.6,29.5,0.5,4.9,0.7,6.5
2025-26,Regular+Season,HOU,Houston Rockets,34,22,12,244.4,405.4,12.2,3.0,5.3,57.0,0.9,1.2,71.4,7.3,59.6,5.5,45.2,1.4,26.1,0.4,3.4,0.6,4.6
2025-26,Regular+Season,IND,Indiana Pacers,37,6,31,241.4,440.0,7.6,1.7,3.3,52.5,1.3,1.4,92.2,4.9,64.4,3.1,40.6,0.6,18.4,0.4,5.0,0.7,9.6
2025-26,Regular+Season,LAC,LA Clippers,36,13,23,241.4,389.3,10.6,2.8,4.3,64.5,0.8,1.0,82.9,6.8,63.8,4.9,45.9,0.9,17.7,0.6,5.2,0.5,4.5
2025-26,Regular+Season,LAL,Los Angeles Lakers,35,23,12,240.0,391.8,10.6,3.0,4.8,62.9,0.9,1.4,64.6,7.1,66.7,4.1,39.0,0.8,18.6,0.6,5.6,0.7,6.5
2025-26,Regular+Season,MEM,Memphis Grizzlies,37,16,21,241.4,434.3,7.3,1.8,3.0,60.9,0.8,1.2,68.2,4.5,62.1,3.2,44.6,0.5,15.0,0.2,3.3,0.6,7.8
2025-26,Regular+Season,MIA,Miami Heat,35,19,16,240.7,432.1,6.5,2.1,3.4,62.5,0.4,0.5,81.3,4.8,74.0,2.5,39.2,0.5,20.2,0.1,1.3,0.2,3.5
2025-26,Regular+Season,MIL,Milwaukee Bucks,36,16,20,241.4,404.8,8.4,1.9,3.4,56.2,1.0,1.2,85.7,4.8,57.3,3.8,45.0,1.0,25.7,0.4,4.6,0.5,6.3
2025-26,Regular+Season,MIN,Minnesota Timberwolves,37,24,13,242.0,429.7,7.2,2.1,3.1,65.5,0.6,1.0,58.3,4.8,67.0,3.0,41.9,0.8,25.0,0.3,4.5,0.5,6.7
2025-26,Regular+Season,NOP,New Orleans Pelicans,39,8,31,242.6,408.3,7.9,1.9,3.5,56.3,0.6,0.9,70.6,4.6,58.4,3.4,42.5,0.6,19.1,0.4,4.9,0.4,5.5
2025-26,Regular+Season,NYK,New York Knicks,37,24,13,240.0,415.0,6.8,1.6,2.5,64.8,0.5,0.6,87.0,3.9,57.0,3.5,51.4,0.7,20.2,0.3,4.8,0.3,4.8
2025-26,Regular+Season,OKC,Oklahoma City Thunder,38,31,7,243.3,380.6,9.6,2.4,3.9,62.8,0.6,0.8,80.0,5.7,59.5,4.4,46.0,1.2,26.2,0.5,5.5,0.4,4.1
2025-26,Regular+Season,ORL,Orlando Magic,38,21,17,242.0,418.5,9.1,1.8,3.6,51.5,0.8,1.0,76.3,4.5,49.9,4.4,48.7,0.8,17.9,0.3,3.5,0.4,4.6
2025-26,Regular+Season,PHI,Philadelphia 76ers,35,20,15,244.3,441.4,6.8,1.5,2.7,54.3,1.0,1.2,81.0,4.0,58.4,3.0,44.5,0.5,15.1,0.3,4.2,0.6,8.8
2025-26,Regular+Season,PHX,Phoenix Suns,37,22,15,240.7,407.1,8.4,2.4,3.9,61.4,1.1,1.4,75.0,6.1,73.2,3.1,36.5,0.6,21.2,0.4,4.2,0.7,8.1
2025-26,Regular+Season,POR,Portland Trail Blazers,38,18,20,241.3,411.7,8.2,1.9,3.1,61.3,0.7,1.0,73.7,4.8,58.8,3.9,47.6,0.9,23.5,0.4,5.4,0.5,5.8
2025-26,Regular+Season,SAC,Sacramento Kings,37,8,29,242.0,395.9,12.1,3.7,6.4,58.3,0.8,1.1,69.0,8.5,70.2,4.3,35.9,0.7,16.3,0.6,4.9,0.6,4.7
2025-26,Regular+Season,SAS,San Antonio Spurs,37,26,11,240.7,405.9,9.4,2.0,3.5,57.7,0.8,1.1,77.5,5.0,53.0,4.6,48.7,0.7,15.9,0.4,4.3,0.5,4.9
2025-26,Regular+Season,TOR,Toronto Raptors,38,23,15,241.3,421.6,11.6,2.8,4.9,57.8,1.1,1.4,78.8,6.9,60.1,4.9,42.4,1.0,21.0,0.6,5.0,0.7,5.7
2025-26,Regular+Season,UTA,Utah Jazz,36,12,24,244.2,420.3,9.6,2.8,4.6,62.2,1.3,1.9,69.1,7.3,75.7,3.3,34.5,0.8,23.5,0.4,4.3,0.9,9.3
2025-26,Regular+Season,WAS,Washington Wizards,36,10,26,241.4,401.9,10.3,2.5,4.2,59.9,1.4,1.8,79.4,6.7,65.3,4.2,40.7,0.9,21.3,0.8,7.9,0.8,7.6
2025-26,IST,ATL,Atlanta Hawks,4,2,2,240.0,431.8,8.8,2.8,3.8,73.3,2.0,2.5,80.0,7.8,88.6,3.8,42.9,0.8,20.0,0.0,0.0,1.3,14.3
2025-26,IST,BOS,Boston Celtics,4,2,2,240.0,391.3,4.5,1.0,1.5,66.7,0.3,0.5,50.0,2.5,55.6,2.5,55.6,0.3,10.0,0.0,0.0,0.3,5.6
2025-26,IST,BKN,Brooklyn Nets,4,1,3,240.0,408.8,10.0,1.0,2.3,44.4,0.8,1.0,75.0,2.8,27.5,5.8,57.5,1.3,21.7,0.8,7.5,0.5,5.0
2025-26,IST,CHA,Charlotte Hornets,4,1,3,246.3,416.5,7.3,3.0,4.3,70.6,0.0,0.0,0.0,6.3,86.2,2.8,37.9,0.0,0.0,0.3,3.4,0.0,0.0
2025-26,IST,CHI,Chicago Bulls,4,1,3,240.0,476.5,10.5,2.5,3.8,66.7,0.5,0.5,100,5.5,52.4,5.3,50.0,1.0,19.0,0.8,7.1,0.3,2.4
2025-26,IST,CLE,Cleveland Cavaliers,4,2,2,240.0,408.3,13.0,2.3,4.5,50.0,1.5,2.0,75.0,6.0,46.2,6.0,46.2,2.5,41.7,0.8,5.8,1.0,7.7
2025-26,IST,DAL,Dallas Mavericks,4,1,3,252.5,412.5,9.0,2.3,3.8,60.0,0.0,0.0,0.0,4.8,52.8,4.5,50.0,1.0,22.2,0.8,8.3,0.0,0.0
2025-26,IST,DEN,Denver Nuggets,4,2,2,240.0,408.8,13.8,4.0,7.0,57.1,2.0,2.0,100,10.0,72.7,4.8,34.5,1.0,21.1,0.5,3.6,0.8,5.5
2025-26,IST,DET,Detroit Pistons,4,2,2,240.0,398.5,11.8,3.5,5.5,63.6,0.5,0.5,100,7.8,66.0,4.8,40.4,1.0,21.1,0.8,6.4,0.3,2.1
2025-26,IST,GSW,Golden State Warriors,4,1,3,240.0,459.3,9.0,1.3,3.0,41.7,1.3,1.5,83.3,4.0,44.4,4.5,50.0,0.8,16.7,0.8,8.3,0.8,8.3
2025-26,IST,HOU,Houston Rockets,4,2,2,240.0,411.3,13.3,2.8,5.3,52.4,0.5,0.5,100,6.5,49.1,7.0,52.8,2.3,32.1,0.0,0.0,0.3,1.9
2025-26,IST,IND,Indiana Pacers,4,1,3,240.0,430.8,7.3,1.8,3.5,50.0,0.5,0.5,100,4.0,55.2,2.8,37.9,0.3,9.1,0.8,10.3,0.3,3.4
2025-26,IST,LAC,LA Clippers,4,2,2,252.5,399.3,10.8,3.8,5.0,75.0,1.0,1.5,66.7,9.5,88.4,3.8,34.9,0.3,6.7,0.3,2.3,1.0,9.3
2025-26,IST,LAL,Los Angeles Lakers,5,4,1,240.0,379.6,9.2,2.6,4.6,56.5,0.8,0.8,100,6.2,67.4,2.8,30.4,0.4,14.3,0.6,6.5,0.4,4.3
2025-26,IST,MEM,Memphis Grizzlies,4,3,1,246.3,437.0,7.0,1.3,3.3,38.5,1.0,1.5,66.7,3.5,50.0,2.8,39.3,0.5,18.2,0.0,0.0,0.8,10.7
2025-26,IST,MIA,Miami Heat,4,2,2,240.0,440.8,7.3,1.5,3.3,46.2,0.0,0.0,0.0,3.0,41.4,3.5,48.3,0.8,21.4,0.3,3.4,0.0,0.0
2025-26,IST,MIL,Milwaukee Bucks,3,2,1,248.3,405.7,8.0,1.7,2.0,83.3,0.3,0.7,50.0,4.0,50.0,5.0,62.5,1.7,33.3,0.3,4.2,0.3,4.2
2025-26,IST,MIN,Minnesota Timberwolves,4,2,2,240.0,424.8,7.0,2.3,2.8,81.8,1.0,1.5,66.7,5.5,78.6,3.0,42.9,0.3,8.3,0.5,7.1,0.8,10.7
2025-26,IST,NOP,New Orleans Pelicans,4,0,4,246.3,415.5,10.5,1.5,3.5,42.9,0.5,0.5,100,3.8,35.7,4.8,45.2,0.3,5.3,0.8,7.1,0.3,2.4
2025-26,IST,NYK,New York Knicks,6,5,1,240.0,407.5,6.8,2.0,3.3,60.0,0.0,0.0,0.0,4.0,58.5,2.8,41.5,0.8,29.4,0.3,4.9,0.0,0.0
2025-26,IST,OKC,Oklahoma City Thunder,6,5,1,240.0,381.8,10.5,2.5,4.5,55.6,0.8,1.0,83.3,6.2,58.7,4.8,46.0,1.5,31.0,0.5,4.8,0.5,4.8
2025-26,IST,ORL,Orlando Magic,6,5,1,240.0,418.5,9.2,2.2,3.3,65.0,1.0,1.0,100,5.3,58.2,4.8,52.7,1.0,20.7,0.5,5.5,0.5,5.5
2025-26,IST,PHI,Philadelphia 76ers,4,1,3,240.0,426.0,7.5,1.3,2.8,45.5,0.3,0.5,50.0,2.8,36.7,3.5,46.7,0.5,14.3,0.3,3.3,0.3,3.3
2025-26,IST,PHX,Phoenix Suns,5,3,2,240.0,412.4,10.0,2.6,4.2,61.9,0.4,0.8,50.0,5.8,58.0,4.4,44.0,0.6,13.6,0.4,4.0,0.4,4.0
2025-26,IST,POR,Portland Trail Blazers,4,2,2,240.0,419.5,9.5,2.8,3.5,78.6,0.8,1.5,50.0,6.5,68.4,4.5,47.4,1.0,22.2,0.8,7.9,0.8,7.9
2025-26,IST,SAC,Sacramento Kings,4,0,4,240.0,401.5,13.5,5.0,7.5,66.7,0.5,1.0,50.0,10.8,79.6,4.5,33.3,1.0,22.2,0.8,5.6,0.5,3.7
2025-26,IST,SAS,San Antonio Spurs,6,5,1,240.0,406.2,8.5,1.3,3.0,44.4,1.2,1.3,87.5,3.8,45.1,4.3,51.0,1.0,23.1,0.2,2.0,0.5,5.9
2025-26,IST,TOR,Toronto Raptors,5,4,1,240.0,415.0,11.0,2.4,3.8,63.2,2.2,2.4,91.7,7.2,65.5,4.8,43.6,0.6,12.5,0.6,5.5,1.2,10.9
2025-26,IST,UTA,Utah Jazz,4,1,3,240.0,422.5,9.0,2.8,4.3,64.7,2.3,3.5,64.3,7.8,86.1,2.5,27.8,1.0,40.0,0.0,0.0,1.8,19.4
2025-26,IST,WAS,Washington Wizards,4,1,3,240.0,397.0,7.5,1.8,3.0,58.3,1.0,1.0,100,4.8,63.3,4.0,53.3,1.3,31.3,0.0,0.0,0.3,3.3
