SEASON,SEASON_TYPE,TEAM_ABB,GP,W,L,MIN,DREB,DREB_CONTEST,DREB_CONTEST_PCT,DREB_CHANCES,DREB_CHANCE_PCT,DREB_CHANCE_DEFER,DREB_CHANCE_PCT_ADJ
2025-26,regular-season,-,18,14,236.0,32.2,8.2,25.5,56.5,57.0,4.8,62.3,0
2025-26,regular-season,-,19,14,232.2,30.0,7.5,25.1,52.7,57.0,5.3,63.3,0
2025-26,regular-season,-,14,20,229.3,31.2,7.9,25.3,54.0,57.8,5.2,64.1,0
2025-26,regular-season,-,8,26,231.4,30.4,8.2,27.1,52.8,57.6,5.3,64.0,0
2025-26,regular-season,-,24,9,232.3,34.5,9.3,27.1,56.8,60.7,5.3,67.0,0
2025-26,regular-season,-,20,15,227.6,31.9,8.4,26.5,53.7,59.3,5.4,65.9,0
2025-26,regular-season,-,12,21,230.8,32.6,8.8,26.9,52.5,62.2,5.0,68.8,0
2025-26,regular-season,-,8,24,231.0,32.8,8.3,25.4,56.7,57.9,5.2,63.8,0
2025-26,ist,-,2,2,230.8,35.0,10.3,29.3,59.0,59.3,4.3,63.9,0
2025-26,ist,-,2,2,234.6,30.8,6.8,22.0,54.0,56.9,4.8,62.4,0
2025-26,ist,-,1,3,218.4,27.3,7.5,27.5,48.8,55.9,3.5,60.2,0
2025-26,ist,-,1,3,239.3,32.3,6.5,20.2,55.0,58.6,6.3,66.2,0
2025-26,ist,-,1,3,218.2,34.3,7.3,21.2,57.5,59.6,5.3,65.6,0
2025-26,ist,-,2,2,236.8,32.8,8.3,25.2,55.5,59.0,5.0,64.9,0
2025-26,ist,-,1,3,247.5,34.0,7.5,22.1,54.8,62.1,5.3,68.7,0
2025-26,ist,-,2,2,238.0,31.8,9.3,29.1,55.8,57.0,5.5,63.2,0
2025-26,ist,-,2,2,232.1,34.5,9.8,28.3,60.3,57.3,5.5,63.0,0
2025-26,ist,-,1,3,225.2,27.5,8.3,30.0,52.3,52.6,6.3,59.8,0
2025-26,ist,-,2,2,212.2,26.0,9.3,35.6,45.8,56.8,2.8,60.5,0
2025-26,ist,-,1,3,237.2,36.0,8.3,22.9,53.5,67.3,5.3,74.6,0
2025-26,ist,-,2,2,225.4,29.5,8.0,27.1,53.3,55.4,5.5,61.8,0
2025-26,ist,-,4,0,223.5,31.0,9.3,29.8,52.5,59.0,2.5,62.0,0
2025-26,ist,-,3,1,241.5,35.0,7.0,20.0,55.5,63.1,7.8,73.3,0
2025-26,ist,-,2,2,226.6,33.0,10.5,31.8,58.8,56.2,7.8,64.7,0
2025-26,ist,-,2,1,212.9,34.3,11.0,32.0,52.3,65.6,5.3,73.0,0
2025-26,ist,-,2,2,231.2,33.0,7.8,23.5,59.3,55.7,6.3,62.3,0
2025-26,ist,-,0,4,241.7,31.0,9.8,31.5,52.0,59.6,6.3,67.8,0
2025-26,ist,-,4,1,232.5,31.0,8.4,27.1,55.2,56.2,4.8,61.5,0
2025-26,ist,-,4,0,220.6,33.8,10.5,31.1,55.3,61.1,6.0,68.5,0
2025-26,ist,-,5,0,231.3,34.8,8.6,24.7,54.2,64.2,4.0,69.3,0
2025-26,ist,-,1,3,226.2,31.5,9.8,31.0,56.5,55.8,4.0,60.0,0
2025-26,ist,-,3,1,235.5,33.5,10.0,29.9,54.8,61.2,5.8,68.4,0
2025-26,ist,-,2,2,230.5,30.5,7.8,25.4,53.0,57.5,5.8,64.6,0
2025-26,ist,-,0,4,236.5,31.3,9.3,29.6,52.8,59.2,4.5,64.8,0
2025-26,ist,-,3,1,234.2,30.3,6.8,22.3,51.0,59.3,4.5,65.1,0
2025-26,ist,-,4,1,232.3,33.8,7.6,22.5,56.4,59.9,5.2,66.0,0
2025-26,ist,-,1,3,216.8,30.8,7.5,24.4,49.0,62.8,4.3,68.7,0
2025-26,ist,-,1,3,219.5,27.8,7.0,25.2,49.5,56.1,4.8,62.0,0
