SEASON,SEASON_TYPE,TEAM_ABB,GP,WIN,LOSE,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT
2024-25,ist,BKN,4,1,3,48.0,18.5,10.8,12.5,40.5,24.0,15.8,14.0,43.0
2024-25,ist,MEM,4,1,3,48.0,20.0,21.3,14.8,60.5,22.8,16.5,20.5,50.0
2024-25,ist,NOP,4,1,3,48.0,14.5,13.3,12.8,42.0,19.5,14.5,22.5,57.5
2024-25,ist,SAC,4,1,3,49.3,17.0,15.3,11.0,47.0,15.8,15.5,9.8,49.5
2024-25,ist,TOR,4,1,3,48.0,17.3,14.3,14.8,51.0,22.8,15.8,16.0,43.5
2024-25,ist,CHA,4,0,4,48.0,19.5,16.3,10.5,35.5,21.5,14.3,12.5,41.5
2024-25,ist,IND,4,0,4,48.0,22.5,11.0,16.0,50.0,23.8,9.8,16.8,50.5
2024-25,ist,UTA,4,0,4,48.0,10.8,15.0,12.8,54.0,28.5,13.5,19.3,49.5
2024-25,ist,WAS,4,0,4,48.0,11.3,9.8,17.3,47.5,22.0,11.3,17.5,50.5
2025-26,pre-season,SAS,5,5,0,49.0,25.4,21.0,18.0,52.0,21.0,12.0,12.8,36.8
2025-26,pre-season,HOU,4,4,0,48.0,26.0,15.5,20.0,54.0,24.5,14.3,13.3,56.5
2025-26,pre-season,NYK,5,4,1,49.0,20.8,16.6,15.6,42.8,21.2,14.4,11.4,40.4
2025-26,pre-season,OKC,6,4,2,48.0,23.7,11.7,11.2,37.7,20.0,14.0,12.8,41.0
2025-26,pre-season,ORL,4,4,0,48.0,20.8,28.8,12.3,52.0,23.5,20.3,14.3,57.5
2025-26,pre-season,TOR,6,4,2,48.0,28.5,17.0,22.3,48.3,19.8,13.0,12.3,47.0
2025-26,pre-season,BOS,4,3,1,48.0,26.3,19.8,13.8,46.5,25.5,18.5,16.0,43.5
2025-26,pre-season,CHI,5,3,2,48.0,19.2,13.8,20.6,58.4,23.6,13.2,16.8,50.8
2025-26,pre-season,DAL,4,3,1,48.0,23.8,12.5,25.0,52.0,19.5,14.3,14.3,39.5
2025-26,pre-season,DEN,5,3,2,48.0,17.2,12.8,14.0,42.8,22.4,11.4,15.4,44.4
2025-26,pre-season,GSW,5,3,2,48.0,24.8,13.2,21.6,47.2,24.0,15.2,11.6,49.6
2025-26,pre-season,LAC,4,3,1,48.0,22.5,10.5,16.8,49.5,21.3,15.5,13.8,38.5
2025-26,pre-season,MIL,4,3,1,48.0,19.8,9.0,9.5,33.5,17.5,10.8,13.3,47.5
2025-26,pre-season,PHX,4,3,1,49.3,31.3,15.3,20.0,53.0,14.3,18.8,13.8,39.0
2025-26,pre-season,ATL,4,2,2,49.3,24.3,15.3,11.8,55.5,19.5,19.3,16.3,50.5
2025-26,pre-season,BKN,4,2,2,49.3,19.8,18.8,11.8,47.5,28.5,14.5,23.3,53.0
2025-26,pre-season,CHA,5,2,3,48.0,21.4,19.0,10.0,46.8,27.2,13.0,17.8,45.2
2025-26,pre-season,DET,4,2,2,48.0,21.5,16.0,14.5,52.5,21.3,13.8,13.8,32.5
2025-26,pre-season,IND,4,2,2,49.3,24.3,15.8,20.0,44.0,23.3,19.0,19.8,48.5
2025-26,pre-season,MIN,6,2,4,49.7,23.2,15.5,17.2,50.3,22.8,15.5,22.7,50.3
2025-26,pre-season,NOP,4,2,2,48.0,20.0,19.3,14.3,67.5,22.5,14.3,10.8,49.0
2025-26,pre-season,CLE,4,1,3,48.0,26.3,16.8,19.8,42.0,24.0,18.5,18.5,52.0
2025-26,pre-season,LAL,6,1,5,48.0,14.3,14.2,10.8,38.7,20.8,14.2,17.5,52.3
2025-26,pre-season,MEM,5,1,4,48.0,20.6,15.4,13.2,37.2,23.4,18.4,17.0,60.4
2025-26,pre-season,PHI,4,1,3,48.0,22.5,18.8,19.3,53.0,23.3,21.0,20.5,48.0
2025-26,pre-season,POR,4,1,3,48.0,20.0,20.0,16.0,51.0,26.5,14.0,17.3,44.0
2025-26,pre-season,SAC,4,1,3,48.0,21.3,13.8,11.3,51.0,16.0,15.3,15.8,48.0
2025-26,pre-season,UTA,4,1,3,49.3,22.0,14.8,17.8,45.5,19.8,20.5,15.8,48.5
2025-26,pre-season,WAS,3,1,2,48.0,17.7,15.3,14.0,48.0,21.7,9.0,14.0,46.0
2025-26,pre-season,-,3,0,3,48.0,17.3,8.0,7.0,22.7,28.0,19.3,19.3,57.3
2025-26,pre-season,-,1,0,1,48.0,8.0,10.0,6.0,34.0,22.0,25.0,9.0,64.0
2025-26,pre-season,-,1,0,1,48.0,23.0,12.0,7.0,38.0,20.0,19.0,6.0,60.0
2025-26,pre-season,MIA,6,0,6,48.8,21.7,15.7,12.3,53.7,21.8,22.0,10.5,46.0
2025-26,pre-season,-,1,0,1,48.0,14.0,21.0,5.0,48.0,14.0,19.0,19.0,64.0
2025-26,regular-season,OKC,34,29,5,48.6,24.7,13.1,14.5,53.1,15.5,13.1,11.4,39.1
2025-26,regular-season,DET,34,25,9,48.3,21.3,17.1,18.2,58.4,17.6,15.1,14.6,43.9
2025-26,regular-season,SAS,33,24,9,48.2,18.3,16.8,16.2,50.8,16.3,13.3,13.0,47.3
2025-26,regular-season,DEN,33,23,10,48.5,14.8,15.2,16.0,52.4,17.4,13.5,15.6,50.4
2025-26,regular-season,NYK,33,23,10,48.0,18.2,17.3,15.3,48.5,17.7,14.8,14.7,45.4
2025-26,regular-season,BOS,33,21,12,48.0,18.8,17.1,13.6,43.7,14.6,16.2,13.0,41.1
2025-26,regular-season,HOU,31,21,10,49.0,18.4,18.7,14.5,54.7,19.3,16.3,13.8,48.2
2025-26,regular-season,MIN,34,21,13,48.4,18.4,14.6,14.2,49.9,17.1,14.3,13.6,50.3
2025-26,regular-season,LAL,31,20,11,48.0,18.6,14.4,13.0,51.3,20.4,14.4,16.1,49.6
2025-26,regular-season,TOR,35,20,15,48.3,18.6,14.2,19.3,51.9,17.4,15.0,12.9,47.6
2025-26,regular-season,CLE,35,19,16,48.3,20.1,15.5,15.3,49.8,17.9,14.7,16.5,47.9
2025-26,regular-season,MIA,34,19,15,48.1,20.8,15.4,18.3,55.6,16.9,16.2,15.1,52.1
2025-26,regular-season,ORL,34,19,15,48.3,18.1,15.9,17.4,54.4,15.9,13.5,16.4,52.6
2025-26,regular-season,PHX,33,19,14,48.2,21.9,16.4,14.7,45.8,20.5,15.2,14.1,49.6
2025-26,regular-season,GSW,34,18,16,48.3,19.4,15.8,12.1,42.5,20.5,15.3,15.8,51.3
2025-26,regular-season,PHI,32,18,14,48.8,17.6,16.0,15.8,48.2,17.4,15.0,17.3,51.4
2025-26,regular-season,ATL,35,16,19,48.3,20.5,14.3,17.3,52.7,18.4,16.2,16.2,53.2
2025-26,regular-season,CHI,33,16,17,48.3,16.4,14.1,17.8,54.9,17.8,16.2,15.4,54.4
2025-26,regular-season,MEM,33,15,18,48.3,16.9,15.3,14.6,49.7,18.8,16.1,13.7,48.2
2025-26,regular-season,MIL,34,14,20,48.3,17.9,11.5,13.4,44.6,18.2,13.9,15.1,46.2
2025-26,regular-season,POR,34,14,20,48.3,18.4,17.7,14.0,48.7,22.0,15.4,16.9,51.8
2025-26,regular-season,DAL,35,12,23,48.7,15.8,12.8,17.7,53.3,18.6,15.7,14.8,55.8
2025-26,regular-season,LAC,33,12,21,48.3,18.5,13.7,12.4,45.6,19.8,15.1,16.3,48.6
2025-26,regular-season,UTA,33,12,21,48.8,16.5,15.9,13.7,49.3,20.3,16.4,15.9,52.0
2025-26,regular-season,CHA,33,11,22,48.5,15.9,16.1,12.7,48.4,19.3,14.9,16.3,53.5
2025-26,regular-season,BKN,31,10,21,48.0,16.6,14.3,11.8,42.3,19.4,14.4,17.3,52.7
2025-26,regular-season,NOP,35,8,27,48.6,18.3,16.3,16.0,58.1,18.2,16.5,17.1,54.6
2025-26,regular-season,SAC,34,8,26,48.4,17.6,13.9,14.3,48.7,17.5,16.6,14.6,55.4
2025-26,regular-season,WAS,32,8,24,48.3,14.4,14.4,15.2,46.8,20.7,18.2,16.3,52.6
2025-26,regular-season,IND,34,6,28,48.3,16.3,13.7,14.0,44.7,17.9,15.8,14.7,53.3
2025-26,ist,NYK,7,6,1,48.0,17.1,21.3,14.0,51.4,18.9,17.7,12.4,46.9
2025-26,ist,OKC,6,5,1,48.0,29.2,7.5,17.2,50.0,15.3,12.2,13.0,37.7
2025-26,ist,ORL,6,5,1,48.0,20.3,18.0,16.8,56.3,16.5,11.0,15.5,54.3
2025-26,ist,SAS,7,5,2,48.0,24.0,21.0,15.7,43.4,17.6,15.9,14.3,45.7
2025-26,ist,LAL,5,4,1,48.0,16.2,7.4,16.6,54.4,17.8,13.8,18.4,47.2
2025-26,ist,TOR,5,4,1,48.0,18.6,16.8,15.6,47.6,19.0,17.8,13.2,41.6
2025-26,ist,MEM,4,3,1,49.3,17.8,13.0,11.3,50.5,19.3,14.3,16.3,47.0
2025-26,ist,MIA,5,3,2,48.0,17.4,14.2,16.6,55.2,10.8,14.8,11.2,50.0
2025-26,ist,PHX,5,3,2,48.0,23.8,18.2,15.6,46.0,26.2,12.2,12.6,45.6
2025-26,ist,ATL,4,2,2,48.0,20.5,17.5,23.3,59.0,17.8,13.8,18.5,44.0
2025-26,ist,BOS,4,2,2,48.0,20.3,16.5,12.3,37.5,17.0,17.5,13.0,42.0
2025-26,ist,CLE,4,2,2,48.0,18.5,18.5,17.0,48.5,17.0,13.3,21.3,51.0
2025-26,ist,DEN,4,2,2,48.0,15.0,13.8,18.3,45.0,21.5,19.0,13.5,47.5
2025-26,ist,DET,4,2,2,48.0,19.3,18.8,17.5,53.5,19.3,15.0,14.0,40.0
2025-26,ist,HOU,4,2,2,48.0,25.3,20.0,16.0,48.5,18.3,23.0,10.8,43.5
2025-26,ist,LAC,4,2,2,50.5,19.8,11.8,18.0,50.5,18.5,16.3,15.0,51.5
2025-26,ist,MIL,4,2,2,49.3,16.5,11.0,14.3,49.5,19.3,13.5,16.5,50.5
2025-26,ist,MIN,4,2,2,48.0,21.5,17.5,9.3,48.5,23.0,13.5,17.3,48.5
2025-26,ist,POR,4,2,2,48.0,14.0,22.5,10.3,49.0,20.5,15.5,17.8,47.5
2025-26,ist,BKN,4,1,3,48.0,15.5,10.0,11.5,40.5,17.8,16.8,22.0,57.0
2025-26,ist,CHA,4,1,3,49.3,17.3,14.8,13.0,52.0,22.3,9.8,22.0,66.5
2025-26,ist,CHI,4,1,3,48.0,17.0,10.8,16.3,60.0,15.8,19.0,13.0,52.5
2025-26,ist,DAL,4,1,3,50.5,19.8,17.5,17.8,48.5,18.5,10.0,14.5,55.5
2025-26,ist,GSW,4,1,3,48.0,19.5,14.8,7.8,39.5,21.0,18.8,13.8,45.0
2025-26,ist,IND,4,1,3,48.0,16.3,13.3,11.0,45.5,14.5,13.3,14.5,52.0
2025-26,ist,PHI,4,1,3,48.0,14.5,11.5,20.8,49.0,22.3,15.8,16.5,48.5
2025-26,ist,UTA,4,1,3,48.0,14.5,10.0,11.5,40.5,28.5,14.0,15.8,50.5
2025-26,ist,WAS,4,1,3,48.0,18.3,11.5,19.8,45.0,23.8,20.3,19.0,58.0
2025-26,ist,NOP,4,0,4,49.3,21.3,15.3,17.0,52.5,21.5,11.3,17.5,55.5
2025-26,ist,SAC,4,0,4,48.0,19.8,15.3,14.8,46.5,22.3,18.3,10.8,54.5
