SEASON,SEASON_TYPE,TEAM_ABB,TEAM_ID,TEAM_NAME,PLAYER_NAME,PLAYER_ID,G,MIN,BOX_OUTS,OFF_BOXOUTS,DEF_BOXOUTS,BOX_OUT_PLAYER_TEAM_REBS,BOX_OUT_PLAYER_REBS,PCT_BOX_OUTS_OFF,PCT_BOX_OUTS_DEF,PCT_BOX_OUTS_TEAM_REB,PCT_BOX_OUTS_REB
2022-23,Regular+Season,UTA,1610612762,Utah Jazz,Micah Potter,1630695,7,7.5,0.3,0.1,0.1,0.3,0.1,50.0,50.0,100,50.0
2022-23,Regular+Season,ORL,1610612753,Orlando Magic,Michael Carter-Williams,203487,3,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-23,Regular+Season,DEN,1610612743,Denver Nuggets,Michael Porter Jr.,1629008,62,29.0,0.2,0.1,0.1,0.2,0.1,53.8,46.2,92.3,69.2
2022-23,Regular+Season,BKN,1610612751,Brooklyn Nets,Mikal Bridges,1628969,82,36.1,0.2,0.0,0.2,0.2,0.1,0.0,100,94.4,27.8
2022-23,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Mike Conley,201144,67,30.3,0.1,0.0,0.1,0.1,0.0,0.0,100,100,42.9
2022-23,Regular+Season,BOS,1610612738,Boston Celtics,Mike Muscala,203488,61,15.3,1.0,0.1,0.9,0.9,0.5,12.7,87.3,96.6,52.5
2022-23,Regular+Season,NYK,1610612752,New York Knicks,Miles McBride,1630540,58,12.8,0.2,0.0,0.2,0.2,0.0,0.0,100,100,11.1
2022-23,Regular+Season,NYK,1610612752,New York Knicks,Mitchell Robinson,1629011,59,26.9,3.1,1.3,1.8,2.9,2.0,41.3,58.7,93.9,64.8
2022-23,Regular+Season,LAL,1610612747,Los Angeles Lakers,Mo Bamba,1628964,47,16.3,0.9,0.2,0.7,0.9,0.6,22.7,77.3,97.6,66.7
2022-23,Regular+Season,WAS,1610612764,Washington Wizards,Monte Morris,1628420,61,27.6,0.3,0.0,0.3,0.3,0.0,0.0,100,95.0,10.0
2022-23,Regular+Season,PHI,1610612755,Philadelphia 76ers,Montrezl Harrell,1626149,56,12.1,0.9,0.2,0.8,0.9,0.5,17.0,83.0,96.2,49.1
2022-23,Regular+Season,ORL,1610612753,Orlando Magic,Moritz Wagner,1629021,57,19.5,1.2,0.3,0.9,1.0,0.7,27.9,72.1,96.7,61.7
2022-23,Regular+Season,LAC,1610612746,Los Angeles Clippers,Moses Brown,1629650,34,8.5,0.7,0.4,0.3,0.7,0.6,60.0,40.0,92.0,76.0
2022-23,Regular+Season,GSW,1610612744,Golden State Warriors,Moses Moody,1630541,59,13.5,0.3,0.0,0.2,0.2,0.1,13.3,86.7,100,57.1
2022-23,Regular+Season,LAC,1610612746,Los Angeles Clippers,Moussa Diabaté,1631217,19,9.9,0.5,0.4,0.2,0.5,0.3,70.0,30.0,90.0,60.0
2022-23,Regular+Season,IND,1610612754,Indiana Pacers,Myles Turner,1626167,62,29.4,1.5,0.3,1.2,1.4,0.7,20.2,79.8,98.9,50.6
2022-23,Regular+Season,NOP,1610612740,New Orleans Pelicans,Naji Marshall,1630230,77,23.3,0.4,0.0,0.4,0.4,0.1,9.4,90.6,100,25.0
2022-23,Regular+Season,POR,1610612757,Portland Trail Blazers,Nassir Little,1629642,52,18.3,0.4,0.0,0.4,0.3,0.1,9.5,90.5,94.7,42.1
2022-23,Regular+Season,POR,1610612757,Portland Trail Blazers,Nate Williams,1631466,5,25.3,0.8,0.4,0.4,0.8,0.2,50.0,50.0,100,25.0
2022-23,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Nathan Knight,1630233,31,8.8,0.5,0.2,0.3,0.3,0.2,42.9,57.1,84.6,38.5
2022-23,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Naz Reid,1629675,67,18.6,0.8,0.1,0.8,0.8,0.4,10.5,89.5,98.1,53.7
2022-23,Regular+Season,SAC,1610612758,Sacramento Kings,Neemias Queta,1629674,5,5.7,0.2,0.0,0.2,0.2,0.0,0.0,100,100,0.0
2022-23,Regular+Season,BKN,1610612751,Brooklyn Nets,Nerlens Noel,203457,16,12.0,0.3,0.1,0.3,0.3,0.1,20.0,80.0,100,25.0
2022-23,Regular+Season,BKN,1610612751,Brooklyn Nets,Nic Claxton,1629651,76,29.9,1.4,0.2,1.2,1.2,0.7,13.8,86.2,93.6,54.3
2022-23,Regular+Season,CHA,1610612766,Charlotte Hornets,Nick Richards,1630208,65,18.7,1.3,0.5,0.8,1.2,0.9,36.8,63.2,95.2,73.5
2022-23,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Nickeil Alexander-Walker,1629638,55,15.9,0.2,0.0,0.2,0.1,0.0,0.0,100,88.9,22.2
2022-23,Regular+Season,LAC,1610612746,Los Angeles Clippers,Nicolas Batum,201587,77,22.0,0.4,0.0,0.4,0.4,0.2,9.1,90.9,93.8,43.8
2022-23,Regular+Season,DEN,1610612743,Denver Nuggets,Nikola Jokić,203999,69,33.7,1.8,0.4,1.4,1.8,1.3,22.2,77.8,100,73.0
2022-23,Regular+Season,MIA,1610612748,Miami Heat,Nikola Jović,1631107,12,16.8,0.4,0.2,0.3,0.4,0.2,40.0,60.0,100,40.0
2022-23,Regular+Season,CHI,1610612741,Chicago Bulls,Nikola Vučević,202696,82,33.5,1.9,0.3,1.6,1.7,1.2,14.1,85.9,97.9,69.0
2022-23,Regular+Season,BOS,1610612738,Boston Celtics,Noah Vonleh,203943,18,8.8,0.2,0.2,0.1,0.2,0.2,75.0,25.0,100,100
2022-23,Regular+Season,LAC,1610612746,Los Angeles Clippers,Norman Powell,1626181,60,26.1,0.3,0.0,0.3,0.3,0.1,0.0,100,100,20.0
2022-23,Regular+Season,TOR,1610612761,Toronto Raptors,OG Anunoby,1628384,67,35.6,0.7,0.1,0.6,0.6,0.2,12.8,87.2,97.7,34.1
2022-23,Regular+Season,NYK,1610612752,New York Knicks,Obi Toppin,1630167,64,15.8,0.3,0.0,0.3,0.3,0.1,9.1,90.9,90.9,40.9
2022-23,Regular+Season,UTA,1610612762,Utah Jazz,Ochai Agbaji,1630534,54,22.0,0.2,0.0,0.2,0.2,0.1,0.0,100,100,27.3
2022-23,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Olivier Sarr,1630846,7,15.6,1.3,0.1,1.1,0.9,0.4,11.1,88.9,75.0,37.5
2022-23,Regular+Season,MIA,1610612748,Miami Heat,Omer Yurtseven,1630209,9,9.2,0.2,0.1,0.1,0.2,0.1,50.0,50.0,100,50.0
2022-23,Regular+Season,ATL,1610612737,Atlanta Hawks,Onyeka Okongwu,1630168,80,23.1,1.8,0.6,1.2,1.3,0.8,34.0,66.0,93.0,59.1
2022-23,Regular+Season,MIA,1610612748,Miami Heat,Orlando Robinson,1631115,30,14.1,0.9,0.2,0.7,0.8,0.4,19.2,80.8,88.5,42.3
2022-23,Regular+Season,IND,1610612754,Indiana Pacers,Oshae Brissett,1629052,61,17.3,0.5,0.1,0.4,0.4,0.2,21.4,78.6,96.0,52.0
2022-23,Regular+Season,TOR,1610612761,Toronto Raptors,Otto Porter Jr.,203490,8,18.3,0.1,0.0,0.1,0.1,0.0,0.0,100,100,0.0
2022-23,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Ousmane Dieng,1631172,38,14.9,0.3,0.0,0.3,0.3,0.2,8.3,91.7,90.9,54.5
2022-23,Regular+Season,PHI,1610612755,Philadelphia 76ers,P.J. Tucker,200782,74,25.9,1.1,0.2,0.8,1.1,0.5,22.2,77.8,96.3,48.1
2022-23,Regular+Season,CHA,1610612766,Charlotte Hornets,P.J. Washington,1629023,73,32.6,0.6,0.0,0.5,0.5,0.2,7.3,92.7,100,41.2
2022-23,Regular+Season,SAC,1610612758,Sacramento Kings,PJ Dozier,1628408,7,9.1,0.1,0.0,0.1,0.1,0.0,0.0,100,100,0.0
2022-23,Regular+Season,ORL,1610612753,Orlando Magic,Paolo Banchero,1631094,72,33.7,0.7,0.1,0.6,0.6,0.3,10.6,89.4,93.0,46.5
2022-23,Regular+Season,TOR,1610612761,Toronto Raptors,Pascal Siakam,1627783,71,37.4,1.2,0.1,1.0,1.1,0.6,13.3,86.7,98.7,56.6
2022-23,Regular+Season,MIL,1610612749,Milwaukee Bucks,Pat Connaughton,1626192,59,24.3,0.3,0.0,0.3,0.3,0.1,5.0,95.0,95.0,25.0
2022-23,Regular+Season,GSW,1610612744,Golden State Warriors,Patrick Baldwin Jr.,1631116,20,9.6,0.3,0.0,0.3,0.3,0.1,0.0,100,100,50.0
2022-23,Regular+Season,CHI,1610612741,Chicago Bulls,Patrick Beverley,201976,67,27.1,0.1,0.0,0.1,0.1,0.0,10.0,90.0,100,20.0
2022-23,Regular+Season,CHI,1610612741,Chicago Bulls,Patrick Williams,1630172,82,28.3,0.8,0.1,0.7,0.7,0.2,9.5,90.5,98.3,28.8
2022-23,Regular+Season,BKN,1610612751,Brooklyn Nets,Patty Mills,201988,35,15.0,0.1,0.0,0.1,0.1,0.0,0.0,100,100,0.0
2022-23,Regular+Season,LAC,1610612746,Los Angeles Clippers,Paul George,202331,56,34.6,0.6,0.0,0.6,0.6,0.2,3.0,97.0,100,32.3
2022-23,Regular+Season,PHI,1610612755,Philadelphia 76ers,Paul Reed,1630194,67,11.2,0.6,0.1,0.5,0.5,0.3,13.2,86.8,97.1,51.4
2022-23,Regular+Season,BOS,1610612738,Boston Celtics,Payton Pritchard,1630202,40,15.5,0.2,0.0,0.2,0.2,0.1,0.0,100,88.9,22.2
2022-23,Regular+Season,DEN,1610612743,Denver Nuggets,Peyton Watson,1631212,16,10.8,0.3,0.0,0.3,0.3,0.1,0.0,100,100,50.0
2022-23,Regular+Season,TOR,1610612761,Toronto Raptors,Precious Achiuwa,1630173,55,20.7,0.7,0.2,0.5,0.7,0.5,28.2,71.8,100,66.7
2022-23,Regular+Season,NYK,1610612752,New York Knicks,Quentin Grimes,1629656,68,30.9,0.2,0.0,0.2,0.2,0.1,7.7,92.3,100,54.5
2022-23,Regular+Season,WAS,1610612764,Washington Wizards,Quenton Jackson,1631245,5,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-23,Regular+Season,DET,1610612765,Detroit Pistons,R.J. Hampton,1630181,44,16.8,0.2,0.0,0.2,0.1,0.1,0.0,100,85.7,28.6
2022-23,Regular+Season,NYK,1610612752,New York Knicks,RJ Barrett,1629628,72,34.4,0.3,0.0,0.3,0.3,0.1,4.0,96.0,92.0,36.0
2022-23,Regular+Season,BKN,1610612751,Brooklyn Nets,RaiQuan Gray,1630564,1,35.1,1.0,1.0,0.0,1.0,1.0,100,0.0,100,100
2022-23,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Raul Neto,203526,40,11.7,0.1,0.0,0.1,0.1,0.0,0.0,100,100,50.0
2022-23,Regular+Season,DAL,1610612742,Dallas Mavericks,Reggie Bullock Jr.,203493,78,30.3,0.4,0.0,0.4,0.4,0.2,0.0,100,96.8,45.2
2022-23,Regular+Season,DEN,1610612743,Denver Nuggets,Reggie Jackson,202704,67,24.7,0.3,0.0,0.3,0.3,0.0,0.0,100,95.2,9.5
2022-23,Regular+Season,SAC,1610612758,Sacramento Kings,Richaun Holmes,1626158,36,9.3,0.5,0.1,0.4,0.5,0.2,16.7,83.3,100,38.9
2022-23,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Ricky Rubio,201937,32,17.3,0.1,0.0,0.1,0.1,0.1,0.0,100,100,100
2022-23,Regular+Season,LAC,1610612746,Los Angeles Clippers,Robert Covington,203496,45,17.0,0.4,0.0,0.4,0.4,0.3,10.0,90.0,100,63.2
2022-23,Regular+Season,BOS,1610612738,Boston Celtics,Robert Williams III,1629057,35,23.5,1.7,0.7,1.0,1.6,1.1,40.7,59.3,100,72.7
2022-23,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Robin Lopez,201577,35,8.4,0.8,0.3,0.5,0.7,0.2,33.3,66.7,92.0,32.0
2022-23,Regular+Season,DET,1610612765,Detroit Pistons,Rodney McGruder,203585,28,18.1,0.3,0.0,0.3,0.2,0.1,12.5,87.5,85.7,42.9
2022-23,Regular+Season,SAS,1610612759,San Antonio Spurs,Romeo Langford,1629641,40,20.5,0.1,0.0,0.1,0.1,0.0,0.0,100,100,0.0
2022-23,Regular+Season,TOR,1610612761,Toronto Raptors,Ron Harper Jr.,1631199,5,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-23,Regular+Season,BKN,1610612751,Brooklyn Nets,Royce O'Neale,1626220,76,31.7,0.9,0.0,0.9,0.8,0.3,0.0,100,95.3,34.4
2022-23,Regular+Season,UTA,1610612762,Utah Jazz,Rudy Gay,200752,54,14.8,0.3,0.0,0.3,0.3,0.2,11.1,88.9,100,50.0
2022-23,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Rudy Gobert,203497,70,30.7,1.9,0.5,1.4,1.8,1.2,26.5,73.5,96.9,64.6
2022-23,Regular+Season,LAL,1610612747,Los Angeles Lakers,Rui Hachimura,1629060,63,23.3,0.6,0.1,0.4,0.5,0.4,22.2,77.8,94.3,65.7
2022-23,Regular+Season,LAC,1610612746,Los Angeles Clippers,Russell Westbrook,201566,73,29.1,0.3,0.1,0.2,0.3,0.2,28.6,71.4,95.2,57.1
2022-23,Regular+Season,NYK,1610612752,New York Knicks,Ryan Arcidiacono,1627853,8,18.0,0.6,0.0,0.6,0.6,0.1,0.0,100,100,20.0
2022-23,Regular+Season,GSW,1610612744,Golden State Warriors,Ryan Rollins,1631157,7,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-23,Regular+Season,PHX,1610612756,Phoenix Suns,Saben Lee,1630240,20,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-23,Regular+Season,ATL,1610612737,Atlanta Hawks,Saddiq Bey,1630180,76,27.8,0.5,0.0,0.5,0.5,0.3,5.0,95.0,100,55.9
2022-23,Regular+Season,BOS,1610612738,Boston Celtics,Sam Hauser,1630573,73,17.3,0.4,0.0,0.4,0.4,0.1,0.0,100,96.4,14.3
2022-23,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Sam Merrill,1630241,2,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-23,Regular+Season,SAS,1610612759,San Antonio Spurs,Sandro Mamukelashvili,1630572,38,17.0,0.7,0.1,0.6,0.7,0.3,17.9,82.1,100,50.0
2022-23,Regular+Season,MEM,1610612763,Memphis Grizzlies,Santi Aldama,1630583,77,21.8,0.7,0.1,0.6,0.7,0.3,14.0,86.0,96.3,46.3
2022-23,Regular+Season,TOR,1610612761,Toronto Raptors,Scottie Barnes,1630567,77,34.8,1.0,0.2,0.8,0.9,0.5,17.3,82.7,100,51.4
2022-23,Regular+Season,LAL,1610612747,Los Angeles Lakers,Scotty Pippen Jr.,1630590,4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-23,Regular+Season,MIL,1610612749,Milwaukee Bucks,Serge Ibaka,201586,16,11.6,0.9,0.3,0.6,0.9,0.6,28.6,71.4,100,64.3
2022-23,Regular+Season,BKN,1610612751,Brooklyn Nets,Seth Curry,203552,59,20.3,0.1,0.0,0.1,0.1,0.0,14.3,85.7,85.7,28.6
2022-23,Regular+Season,POR,1610612757,Portland Trail Blazers,Shaedon Sharpe,1631101,80,22.2,0.3,0.0,0.3,0.2,0.1,0.0,100,95.0,30.0
2022-23,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Shai Gilgeous-Alexander,1628983,68,35.5,0.2,0.0,0.2,0.2,0.1,6.3,93.8,100,25.0
2022-23,Regular+Season,PHI,1610612755,Philadelphia 76ers,Shake Milton,1629003,71,21.3,0.2,0.0,0.2,0.2,0.1,6.7,93.3,100,53.3
2022-23,Regular+Season,LAL,1610612747,Los Angeles Lakers,Shaquille Harrison,1627885,5,24.0,0.4,0.0,0.4,0.4,0.4,0.0,100,100,100
2022-23,Regular+Season,UTA,1610612762,Utah Jazz,Simone Fontecchio,1631323,46,16.5,0.3,0.0,0.3,0.3,0.1,6.7,93.3,100,33.3
2022-23,Regular+Season,POR,1610612757,Portland Trail Blazers,Skylar Mays,1630219,6,31.5,0.7,0.0,0.7,0.7,0.3,0.0,100,100,50.0
2022-23,Regular+Season,BKN,1610612751,Brooklyn Nets,Spencer Dinwiddie,203915,79,34.5,0.3,0.0,0.3,0.3,0.1,0.0,100,100,37.0
2022-23,Regular+Season,UTA,1610612762,Utah Jazz,Stanley Johnson,1626169,28,16.5,0.3,0.0,0.3,0.3,0.1,11.1,88.9,87.5,50.0
2022-23,Regular+Season,DET,1610612765,Detroit Pistons,Stanley Umude,1630649,1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-23,Regular+Season,GSW,1610612744,Golden State Warriors,Stephen Curry,201939,56,34.7,0.1,0.0,0.1,0.1,0.1,14.3,85.7,100,66.7
2022-23,Regular+Season,LAL,1610612747,Los Angeles Lakers,Sterling Brown,1628425,3,7.0,0.3,0.3,0.0,0.3,0.3,100,0.0,100,100
2022-23,Regular+Season,MEM,1610612763,Memphis Grizzlies,Steven Adams,203500,42,27.0,2.4,1.3,1.1,2.1,1.6,54.0,46.0,96.8,72.0
2022-23,Regular+Season,CHA,1610612766,Charlotte Hornets,Svi Mykhailiuk,1629004,24,18.1,0.2,0.0,0.2,0.2,0.1,0.0,100,100,50.0
2022-23,Regular+Season,IND,1610612754,Indiana Pacers,T.J. McConnell,204456,74,20.4,0.1,0.0,0.1,0.1,0.1,16.7,83.3,100,66.7
2022-23,Regular+Season,PHX,1610612756,Phoenix Suns,T.J. Warren,203933,39,17.1,0.6,0.0,0.6,0.5,0.3,0.0,100,91.3,43.5
2022-23,Regular+Season,WAS,1610612764,Washington Wizards,Taj Gibson,201959,45,10.3,0.7,0.1,0.6,0.4,0.2,9.7,90.3,95.2,33.3
2022-23,Regular+Season,UTA,1610612762,Utah Jazz,Talen Horton-Tucker,1629659,61,21.3,0.3,0.0,0.3,0.3,0.1,0.0,100,100,46.7
2022-23,Regular+Season,HOU,1610612745,Houston Rockets,Tari Eason,1631106,82,21.6,0.5,0.2,0.4,0.5,0.4,29.5,70.5,95.1,75.6
2022-23,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Taurean Prince,1627752,54,22.1,0.3,0.1,0.3,0.3,0.2,21.1,78.9,88.9,61.1
2022-23,Regular+Season,LAC,1610612746,Los Angeles Clippers,Terance Mann,1629611,81,23.1,0.2,0.1,0.2,0.2,0.1,21.1,78.9,94.7,26.3
2022-23,Regular+Season,SAC,1610612758,Sacramento Kings,Terence Davis,1629056,59,13.9,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0
2022-23,Regular+Season,PHX,1610612756,Phoenix Suns,Terrence Ross,203082,61,21.5,0.2,0.0,0.2,0.2,0.0,0.0,100,92.3,15.4
2022-23,Regular+Season,CHA,1610612766,Charlotte Hornets,Terry Rozier,1626179,62,35.3,0.1,0.0,0.1,0.1,0.0,0.0,100,75.0,25.0
2022-23,Regular+Season,CHI,1610612741,Chicago Bulls,Terry Taylor,1630678,22,11.1,0.8,0.4,0.4,0.7,0.4,52.9,47.1,93.8,50.0
2022-23,Regular+Season,TOR,1610612761,Toronto Raptors,Thaddeus Young,201152,52,15.2,0.5,0.1,0.3,0.4,0.3,28.0,72.0,91.7,54.2
2022-23,Regular+Season,MIL,1610612749,Milwaukee Bucks,Thanasis Antetokounmpo,203648,22,8.0,0.1,0.1,0.1,0.1,0.1,50.0,50.0,100,50.0
2022-23,Regular+Season,CHA,1610612766,Charlotte Hornets,Theo Maledon,1630177,44,19.4,0.1,0.0,0.1,0.1,0.0,0.0,100,80.0,20.0
2022-23,Regular+Season,DAL,1610612742,Dallas Mavericks,Theo Pinson,1629033,27,10.8,0.2,0.0,0.2,0.2,0.1,0.0,100,100,50.0
2022-23,Regular+Season,DEN,1610612743,Denver Nuggets,Thomas Bryant,1628418,57,18.8,1.2,0.2,1.0,1.2,0.7,15.2,84.8,100,63.6
2022-23,Regular+Season,DAL,1610612742,Dallas Mavericks,Tim Hardaway Jr.,203501,71,30.3,0.3,0.0,0.3,0.3,0.1,0.0,100,100,23.8
2022-23,Regular+Season,PHI,1610612755,Philadelphia 76ers,Tobias Harris,202699,74,32.9,0.8,0.2,0.6,0.7,0.4,22.0,78.0,89.1,52.7
2022-23,Regular+Season,CHI,1610612741,Chicago Bulls,Tony Bradley,1628396,11,3.0,0.4,0.1,0.3,0.4,0.3,25.0,75.0,100,75.0
2022-23,Regular+Season,PHX,1610612756,Phoenix Suns,Torrey Craig,1628470,78,24.9,0.4,0.1,0.3,0.3,0.2,27.3,72.7,90.0,43.3
2022-23,Regular+Season,ATL,1610612737,Atlanta Hawks,Trae Young,1629027,72,35.0,0.1,0.0,0.1,0.1,0.0,0.0,100,100,14.3
2022-23,Regular+Season,SAS,1610612759,San Antonio Spurs,Tre Jones,1630200,68,29.2,0.1,0.0,0.1,0.1,0.1,20.0,80.0,100,40.0
2022-23,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Tre Mann,1630544,60,18.9,0.1,0.0,0.1,0.1,0.0,0.0,100,100,0.0
2022-23,Regular+Season,POR,1610612757,Portland Trail Blazers,Trendon Watford,1630570,59,19.9,0.8,0.1,0.8,0.8,0.3,6.4,93.6,93.6,31.9
2022-23,Regular+Season,ATL,1610612737,Atlanta Hawks,Trent Forrest,1630235,18,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-23,Regular+Season,PHI,1610612755,Philadelphia 76ers,Trevelin Queen,1630243,5,11.7,0.2,0.0,0.2,0.2,0.2,0.0,100,100,100
2022-23,Regular+Season,HOU,1610612745,Houston Rockets,Trevor Hudgins,1631309,2,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-23,Regular+Season,SAC,1610612758,Sacramento Kings,Trey Lyles,1626168,71,17.2,0.8,0.1,0.7,0.8,0.3,14.3,85.7,96.4,34.5
2022-23,Regular+Season,NOP,1610612740,New Orleans Pelicans,Trey Murphy III,1630530,79,31.0,0.4,0.0,0.4,0.4,0.1,3.2,96.8,100,40.0
2022-23,Regular+Season,LAL,1610612747,Los Angeles Lakers,Troy Brown Jr.,1628972,75,24.7,0.3,0.1,0.3,0.3,0.2,16.0,84.0,100,48.0
2022-23,Regular+Season,GSW,1610612744,Golden State Warriors,Ty Jerome,1629660,39,19.9,0.1,0.0,0.1,0.1,0.0,0.0,100,100,50.0
2022-23,Regular+Season,HOU,1610612745,Houston Rockets,TyTy Washington Jr.,1631102,26,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-23,Regular+Season,DAL,1610612742,Dallas Mavericks,Tyler Dorsey,1628416,1,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-23,Regular+Season,MIA,1610612748,Miami Heat,Tyler Herro,1629639,67,34.9,0.2,0.0,0.2,0.2,0.1,0.0,100,100,54.5
2022-23,Regular+Season,IND,1610612754,Indiana Pacers,Tyrese Haliburton,1630169,56,33.6,0.1,0.0,0.1,0.1,0.0,0.0,100,100,20.0
2022-23,Regular+Season,ATL,1610612737,Atlanta Hawks,Tyrese Martin,1631213,7,6.0,0.1,0.0,0.1,0.1,0.1,0.0,100,100,100
2022-23,Regular+Season,PHI,1610612755,Philadelphia 76ers,Tyrese Maxey,1630178,59,33.8,0.5,0.0,0.5,0.5,0.1,0.0,100,87.5,21.9
2022-23,Regular+Season,MEM,1610612763,Memphis Grizzlies,Tyus Jones,1626145,79,24.3,0.1,0.0,0.1,0.1,0.0,0.0,100,100,42.9
2022-23,Regular+Season,UTA,1610612762,Utah Jazz,Udoka Azubuike,1628962,31,11.2,0.6,0.2,0.4,0.6,0.3,29.4,70.6,100,64.7
2022-23,Regular+Season,MIA,1610612748,Miami Heat,Udonis Haslem,2617,7,10.3,0.3,0.1,0.1,0.3,0.1,50.0,50.0,100,50.0
2022-23,Regular+Season,HOU,1610612745,Houston Rockets,Usman Garuba,1630586,74,13.0,0.6,0.3,0.3,0.6,0.5,53.3,46.7,100,76.7
2022-23,Regular+Season,UTA,1610612762,Utah Jazz,Vernon Carey Jr.,1630176,11,2.6,0.2,0.0,0.2,0.1,0.1,0.0,100,100,100
2022-23,Regular+Season,MIA,1610612748,Miami Heat,Victor Oladipo,203506,42,26.3,0.4,0.0,0.3,0.3,0.1,6.7,93.3,84.6,23.1
2022-23,Regular+Season,MEM,1610612763,Memphis Grizzlies,Vince Williams Jr.,1631246,10,9.6,0.1,0.0,0.1,0.1,0.0,0.0,100,100,0.0
2022-23,Regular+Season,DEN,1610612743,Denver Nuggets,Vlatko Čančar,1628427,49,17.7,0.3,0.1,0.2,0.2,0.1,23.1,76.9,92.3,23.1
2022-23,Regular+Season,ATL,1610612737,Atlanta Hawks,Vít Krejčí,1630249,16,8.5,0.3,0.0,0.3,0.3,0.0,0.0,100,100,0.0
2022-23,Regular+Season,UTA,1610612762,Utah Jazz,Walker Kessler,1631117,74,23.0,1.9,0.5,1.4,1.8,1.1,28.4,71.6,97.8,59.7
2022-23,Regular+Season,ORL,1610612753,Orlando Magic,Wendell Carter Jr.,1628976,57,29.6,1.5,0.5,1.1,1.4,0.9,29.5,70.5,94.0,59.0
2022-23,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Wendell Moore Jr.,1631111,14,7.7,0.1,0.0,0.1,0.1,0.0,0.0,100,100,0.0
2022-23,Regular+Season,LAL,1610612747,Los Angeles Lakers,Wenyen Gabriel,1629117,67,15.3,1.5,0.5,1.0,1.4,0.8,31.6,68.4,99.0,55.2
2022-23,Regular+Season,MIL,1610612749,Milwaukee Bucks,Wesley Matthews,202083,48,16.6,0.7,0.1,0.5,0.7,0.3,21.2,78.8,93.9,39.4
2022-23,Regular+Season,TOR,1610612761,Toronto Raptors,Will Barton,203115,49,19.6,0.1,0.0,0.1,0.1,0.0,0.0,100,100,66.7
2022-23,Regular+Season,NOP,1610612740,New Orleans Pelicans,Willy Hernangomez,1626195,36,12.7,0.8,0.3,0.6,0.8,0.6,30.0,70.0,100,66.7
2022-23,Regular+Season,WAS,1610612764,Washington Wizards,Xavier Cooks,1641645,9,13.7,0.9,0.3,0.6,0.8,0.7,37.5,62.5,100,85.7
2022-23,Regular+Season,LAC,1610612746,Los Angeles Clippers,Xavier Moon,1629875,1,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-23,Regular+Season,CHA,1610612766,Charlotte Hornets,Xavier Sneed,1630270,3,13.5,0.7,0.0,0.7,0.3,0.0,0.0,100,50.0,0.0
2022-23,Regular+Season,MEM,1610612763,Memphis Grizzlies,Xavier Tillman,1630214,60,19.7,0.7,0.2,0.5,0.7,0.5,31.8,68.2,93.2,61.4
2022-23,Regular+Season,BKN,1610612751,Brooklyn Nets,Yuta Watanabe,1629139,54,17.0,0.4,0.0,0.4,0.3,0.0,0.0,100,83.3,5.6
2022-23,Regular+Season,SAS,1610612759,San Antonio Spurs,Zach Collins,1628380,63,22.9,1.6,0.3,1.3,1.4,0.8,17.3,82.7,96.7,53.3
2022-23,Regular+Season,CHI,1610612741,Chicago Bulls,Zach LaVine,203897,77,35.9,0.2,0.0,0.2,0.2,0.1,0.0,100,93.3,46.7
2022-23,Regular+Season,DEN,1610612743,Denver Nuggets,Zeke Nnaji,1630192,51,14.2,0.6,0.3,0.3,0.5,0.3,43.3,56.7,96.2,50.0
2022-23,Regular+Season,MEM,1610612763,Memphis Grizzlies,Ziaire Williams,1630533,36,15.5,0.2,0.0,0.2,0.2,0.1,0.0,100,100,50.0
