SEASON,SEASON_TYPE,TEAM_ABB,TEAM_ID,TEAM_NAME,PLAYER_NAME,PLAYER_ID,G,MIN,BOX_OUTS,OFF_BOXOUTS,DEF_BOXOUTS,BOX_OUT_PLAYER_TEAM_REBS,BOX_OUT_PLAYER_REBS,PCT_BOX_OUTS_OFF,PCT_BOX_OUTS_DEF,PCT_BOX_OUTS_TEAM_REB,PCT_BOX_OUTS_REB
2022-23,Regular+Season,HOU,1610612745,Houston Rockets,Boban Marjanovic,1626246,27,5.8,0.3,0.1,0.1,0.3,0.1,42.9,57.1,100,57.1
2022-23,Regular+Season,MIL,1610612749,Milwaukee Bucks,Bobby Portis,1626171,69,26.1,1.2,0.3,0.8,1.0,0.8,29.6,70.4,92.2,74.0
2022-23,Regular+Season,ATL,1610612737,Atlanta Hawks,Bogdan Bogdanović,203992,54,27.9,0.2,0.0,0.1,0.1,0.1,11.1,88.9,100,85.7
2022-23,Regular+Season,DET,1610612765,Detroit Pistons,Bojan Bogdanovic,202711,59,32.1,0.6,0.0,0.6,0.5,0.1,5.6,94.4,100,16.1
2022-23,Regular+Season,ORL,1610612753,Orlando Magic,Bol Bol,1629626,70,21.5,0.5,0.1,0.5,0.5,0.4,13.5,86.5,97.1,71.4
2022-23,Regular+Season,LAC,1610612746,Los Angeles Clippers,Bones Hyland,1630538,55,19.6,0.0,0.0,0.0,0.0,0.0,0.0,100,100,50.0
2022-23,Regular+Season,WAS,1610612764,Washington Wizards,Bradley Beal,203078,49,34.1,0.1,0.0,0.1,0.1,0.1,0.0,100,100,60.0
2022-23,Regular+Season,LAC,1610612746,Los Angeles Clippers,Brandon Boston,1630527,17,13.4,0.2,0.0,0.2,0.1,0.0,0.0,100,100,0.0
2022-23,Regular+Season,MEM,1610612763,Memphis Grizzlies,Brandon Clarke,1629634,55,19.8,1.3,0.3,1.0,1.1,0.6,21.4,78.6,92.3,50.8
2022-23,Regular+Season,NOP,1610612740,New Orleans Pelicans,Brandon Ingram,1627742,45,34.2,0.2,0.0,0.2,0.2,0.0,0.0,100,90.9,18.2
2022-23,Regular+Season,DET,1610612765,Detroit Pistons,Braxton Key,1630296,2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-23,Regular+Season,MIL,1610612749,Milwaukee Bucks,Brook Lopez,201572,78,30.4,1.8,0.4,1.4,1.7,0.9,21.8,78.2,95.7,49.3
2022-23,Regular+Season,DEN,1610612743,Denver Nuggets,Bruce Brown,1628971,80,28.5,0.2,0.0,0.2,0.2,0.1,6.7,93.3,100,33.3
2022-23,Regular+Season,ATL,1610612737,Atlanta Hawks,Bruno Fernando,1628981,38,10.6,0.9,0.2,0.7,0.7,0.3,20.6,79.4,100,46.4
2022-23,Regular+Season,CHA,1610612766,Charlotte Hornets,Bryce McGowens,1631121,37,20.4,0.2,0.0,0.2,0.2,0.1,0.0,100,88.9,33.3
2022-23,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Bryn Forbes,1627854,19,11.6,0.1,0.0,0.1,0.0,0.0,0.0,100,0.0,0.0
2022-23,Regular+Season,DET,1610612765,Detroit Pistons,Buddy Boeheim,1631205,6,11.2,0.3,0.0,0.3,0.3,0.0,0.0,100,100,0.0
2022-23,Regular+Season,IND,1610612754,Indiana Pacers,Buddy Hield,1627741,80,31.0,0.2,0.1,0.2,0.2,0.1,23.5,76.5,100,58.8
2022-23,Regular+Season,NOP,1610612740,New Orleans Pelicans,CJ McCollum,203468,75,35.3,0.2,0.0,0.2,0.2,0.1,0.0,100,94.1,35.3
2022-23,Regular+Season,DET,1610612765,Detroit Pistons,Cade Cunningham,1630595,12,33.3,0.9,0.1,0.8,0.8,0.4,9.1,90.9,90.0,50.0
2022-23,Regular+Season,ORL,1610612753,Orlando Magic,Caleb Houstan,1631216,46,16.9,0.6,0.1,0.5,0.5,0.2,25.0,75.0,96.0,36.0
2022-23,Regular+Season,MIA,1610612748,Miami Heat,Caleb Martin,1628997,71,29.3,0.6,0.0,0.6,0.5,0.2,2.4,97.6,97.2,33.3
2022-23,Regular+Season,POR,1610612757,Portland Trail Blazers,Cam Reddish,1629629,40,24.7,0.3,0.0,0.3,0.3,0.1,0.0,100,100,16.7
2022-23,Regular+Season,BKN,1610612751,Brooklyn Nets,Cam Thomas,1630560,48,19.1,0.2,0.0,0.2,0.2,0.1,0.0,100,100,44.4
2022-23,Regular+Season,BKN,1610612751,Brooklyn Nets,Cameron Johnson,1629661,42,28.6,0.4,0.1,0.3,0.3,0.1,12.5,87.5,93.3,26.7
2022-23,Regular+Season,PHX,1610612756,Phoenix Suns,Cameron Payne,1626166,45,20.7,0.2,0.0,0.2,0.2,0.0,11.1,88.9,77.8,22.2
2022-23,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Caris LeVert,1627747,74,30.2,0.3,0.0,0.3,0.3,0.1,0.0,100,95.5,31.8
2022-23,Regular+Season,CHI,1610612741,Chicago Bulls,Carlik Jones,1630637,3,16.3,0.3,0.0,0.3,0.3,0.0,0.0,100,100,0.0
2022-23,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Cedi Osman,1626224,68,21.4,0.1,0.0,0.1,0.1,0.1,0.0,100,100,75.0
2022-23,Regular+Season,POR,1610612757,Portland Trail Blazers,Chance Comanche,1628435,1,20.8,1.0,1.0,0.0,1.0,1.0,100,0.0,100,100
2022-23,Regular+Season,SAS,1610612759,San Antonio Spurs,Charles Bassey,1629646,33,15.2,0.8,0.4,0.5,0.8,0.6,46.4,53.6,100,75.0
2022-23,Regular+Season,SAC,1610612758,Sacramento Kings,Chima Moneke,1631320,1,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-23,Regular+Season,SAC,1610612758,Sacramento Kings,Chimezie Metu,1629002,61,10.9,0.4,0.1,0.3,0.4,0.2,21.7,78.3,100,54.5
2022-23,Regular+Season,TOR,1610612761,Toronto Raptors,Chris Boucher,1628449,76,20.0,0.5,0.3,0.3,0.5,0.3,52.5,47.5,97.4,66.7
2022-23,Regular+Season,IND,1610612754,Indiana Pacers,Chris Duarte,1630537,45,19.9,0.4,0.0,0.4,0.4,0.1,5.6,94.4,88.9,27.8
2022-23,Regular+Season,PHX,1610612756,Phoenix Suns,Chris Paul,101108,59,32.0,0.2,0.0,0.2,0.2,0.1,8.3,91.7,100,33.3
2022-23,Regular+Season,ATL,1610612737,Atlanta Hawks,Chris Silva,1629735,1,3.0,1.0,0.0,1.0,1.0,0.0,0.0,100,100,0.0
2022-23,Regular+Season,DEN,1610612743,Denver Nuggets,Christian Braun,1631128,64,17.7,0.1,0.0,0.1,0.1,0.0,0.0,100,100,25.0
2022-23,Regular+Season,TOR,1610612761,Toronto Raptors,Christian Koloko,1631132,57,14.0,0.8,0.2,0.6,0.7,0.4,25.6,74.4,100,51.2
2022-23,Regular+Season,DAL,1610612742,Dallas Mavericks,Christian Wood,1626174,67,25.9,1.2,0.2,1.0,1.1,0.6,16.3,83.8,96.2,50.6
2022-23,Regular+Season,ORL,1610612753,Orlando Magic,Chuma Okeke,1629643,26,19.9,0.7,0.0,0.7,0.5,0.2,0.0,100,100,42.9
2022-23,Regular+Season,ATL,1610612737,Atlanta Hawks,Clint Capela,203991,65,26.6,1.5,0.4,1.1,1.4,1.0,27.0,73.0,97.8,71.0
2022-23,Regular+Season,CHI,1610612741,Chicago Bulls,Coby White,1629632,73,23.6,0.2,0.0,0.2,0.2,0.1,0.0,100,100,61.5
2022-23,Regular+Season,CHA,1610612766,Charlotte Hornets,Cody Martin,1628998,6,22.1,0.7,0.2,0.5,0.7,0.0,25.0,75.0,100,0.0
2022-23,Regular+Season,MIA,1610612748,Miami Heat,Cody Zeller,203469,15,14.4,1.1,0.3,0.8,0.9,0.5,25.0,75.0,92.9,57.1
2022-23,Regular+Season,ORL,1610612753,Orlando Magic,Cole Anthony,1630175,60,25.9,0.1,0.0,0.1,0.1,0.0,25.0,75.0,100,50.0
2022-23,Regular+Season,LAL,1610612747,Los Angeles Lakers,Cole Swider,1631306,3,10.2,0.3,0.0,0.3,0.3,0.3,0.0,100,100,100
2022-23,Regular+Season,UTA,1610612762,Utah Jazz,Collin Sexton,1629012,47,24.3,0.1,0.0,0.0,0.1,0.0,33.3,66.7,100,33.3
2022-23,Regular+Season,WAS,1610612764,Washington Wizards,Corey Kispert,1630557,73,28.5,0.3,0.0,0.3,0.3,0.1,10.0,90.0,100,20.0
2022-23,Regular+Season,DET,1610612765,Detroit Pistons,Cory Joseph,202709,58,20.7,0.3,0.0,0.3,0.3,0.1,0.0,100,89.5,21.1
2022-23,Regular+Season,LAL,1610612747,Los Angeles Lakers,D'Angelo Russell,1626156,70,32.5,0.1,0.0,0.1,0.1,0.0,10.0,90.0,88.9,33.3
2022-23,Regular+Season,HOU,1610612745,Houston Rockets,Daishen Nix,1630227,50,17.3,0.2,0.0,0.1,0.2,0.1,12.5,87.5,100,62.5
2022-23,Regular+Season,TOR,1610612761,Toronto Raptors,Dalano Banton,1630625,27,9.7,0.1,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0
2022-23,Regular+Season,CHI,1610612741,Chicago Bulls,Dalen Terry,1631207,23,7.9,0.1,0.0,0.1,0.1,0.0,0.0,100,100,50.0
2022-23,Regular+Season,UTA,1610612762,Utah Jazz,Damian Jones,1627745,37,12.8,0.8,0.1,0.7,0.6,0.3,14.3,85.7,91.3,56.5
2022-23,Regular+Season,POR,1610612757,Portland Trail Blazers,Damian Lillard,203081,55,36.5,0.2,0.0,0.2,0.2,0.1,10.0,90.0,100,60.0
2022-23,Regular+Season,PHX,1610612756,Phoenix Suns,Damion Lee,1627814,68,21.1,0.3,0.0,0.3,0.3,0.1,0.0,100,100,23.5
2022-23,Regular+Season,WAS,1610612764,Washington Wizards,Daniel Gafford,1629655,78,20.6,1.8,0.3,1.5,1.6,0.7,19.1,80.9,96.3,40.3
2022-23,Regular+Season,IND,1610612754,Indiana Pacers,Daniel Theis,1628464,7,15.5,0.9,0.1,0.7,0.9,0.3,16.7,83.3,100,33.3
2022-23,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Danny Green,201980,10,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-23,Regular+Season,PHI,1610612755,Philadelphia 76ers,Danuel House Jr.,1627863,50,15.6,0.3,0.0,0.3,0.3,0.1,5.9,94.1,87.5,18.8
2022-23,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Dario Šarić,203967,51,15.5,1.1,0.2,0.9,1.0,0.5,21.1,78.9,98.0,54.0
2022-23,Regular+Season,PHX,1610612756,Phoenix Suns,Darius Bazley,1629647,42,14.6,0.3,0.0,0.2,0.2,0.1,9.1,90.9,90.0,50.0
2022-23,Regular+Season,HOU,1610612745,Houston Rockets,Darius Days,1630620,2,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-23,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Darius Garland,1629636,69,35.5,0.1,0.0,0.1,0.1,0.0,0.0,100,100,16.7
2022-23,Regular+Season,BKN,1610612751,Brooklyn Nets,David Duke Jr.,1630561,16,13.0,0.2,0.0,0.2,0.2,0.0,0.0,100,100,0.0
2022-23,Regular+Season,MEM,1610612763,Memphis Grizzlies,David Roddy,1631223,67,18.6,0.4,0.1,0.3,0.4,0.2,22.2,77.8,92.6,44.4
2022-23,Regular+Season,SAC,1610612758,Sacramento Kings,Davion Mitchell,1630558,77,18.2,0.2,0.0,0.2,0.1,0.0,0.0,100,100,18.2
2022-23,Regular+Season,DAL,1610612742,Dallas Mavericks,Davis Bertans,202722,41,10.9,0.4,0.0,0.4,0.4,0.1,0.0,100,100,26.7
2022-23,Regular+Season,DEN,1610612743,Denver Nuggets,Davon Reed,1628432,32,9.8,0.2,0.0,0.2,0.2,0.0,0.0,100,100,20.0
2022-23,Regular+Season,BKN,1610612751,Brooklyn Nets,Day'Ron Sharpe,1630549,43,12.6,1.4,0.7,0.7,1.4,0.9,50.0,50.0,100,64.4
2022-23,Regular+Season,SAC,1610612758,Sacramento Kings,De'Aaron Fox,1628368,73,33.4,0.1,0.0,0.1,0.1,0.0,14.3,85.7,100,28.6
2022-23,Regular+Season,ATL,1610612737,Atlanta Hawks,De'Andre Hunter,1629631,65,32.2,0.5,0.0,0.5,0.3,0.1,3.1,96.9,88.5,23.1
2022-23,Regular+Season,PHI,1610612755,Philadelphia 76ers,De'Anthony Melton,1629001,77,27.9,0.3,0.0,0.3,0.3,0.1,4.3,95.7,95.5,36.4
2022-23,Regular+Season,DEN,1610612743,Denver Nuggets,DeAndre Jordan,201599,38,15.4,0.8,0.3,0.5,0.8,0.7,37.5,62.5,100,81.3
2022-23,Regular+Season,CHI,1610612741,Chicago Bulls,DeMar DeRozan,201942,74,36.2,0.5,0.0,0.4,0.4,0.1,5.9,94.1,96.9,34.4
2022-23,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Dean Wade,1629731,43,20.6,0.7,0.0,0.7,0.6,0.1,0.0,100,85.7,21.4
2022-23,Regular+Season,PHX,1610612756,Phoenix Suns,Deandre Ayton,1629028,67,30.4,1.4,0.3,1.1,1.3,1.0,19.1,80.9,97.8,74.4
2022-23,Regular+Season,ATL,1610612737,Atlanta Hawks,Dejounte Murray,1627749,72,36.5,0.1,0.0,0.1,0.1,0.1,11.1,88.9,100,87.5
2022-23,Regular+Season,WAS,1610612764,Washington Wizards,Delon Wright,1626153,50,24.4,0.3,0.0,0.2,0.3,0.1,14.3,85.7,100,46.2
2022-23,Regular+Season,WAS,1610612764,Washington Wizards,Deni Avdija,1630166,76,26.6,0.3,0.0,0.2,0.2,0.1,15.0,85.0,94.7,47.4
2022-23,Regular+Season,LAL,1610612747,Los Angeles Lakers,Dennis Schröder,203471,66,30.1,0.1,0.0,0.1,0.1,0.0,0.0,100,100,0.0
2022-23,Regular+Season,CHA,1610612766,Charlotte Hornets,Dennis Smith Jr.,1628372,54,25.7,0.2,0.0,0.2,0.2,0.1,0.0,100,92.3,23.1
2022-23,Regular+Season,SAC,1610612758,Sacramento Kings,Deonte Burton,1629126,1,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-23,Regular+Season,NOP,1610612740,New Orleans Pelicans,Dereon Seabron,1631220,2,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-23,Regular+Season,CHI,1610612741,Chicago Bulls,Derrick Jones Jr.,1627884,62,14.4,0.6,0.1,0.5,0.5,0.2,14.3,85.7,97.0,36.4
2022-23,Regular+Season,NYK,1610612752,New York Knicks,Derrick Rose,201565,25,13.3,0.1,0.0,0.1,0.0,0.0,0.0,100,50.0,0.0
2022-23,Regular+Season,BOS,1610612738,Boston Celtics,Derrick White,1628401,81,28.6,0.2,0.0,0.2,0.2,0.1,0.0,100,100,33.3
2022-23,Regular+Season,MEM,1610612763,Memphis Grizzlies,Desmond Bane,1630217,58,31.7,0.2,0.0,0.2,0.2,0.1,10.0,90.0,90.0,60.0
2022-23,Regular+Season,PHX,1610612756,Phoenix Suns,Devin Booker,1626164,52,35.2,0.5,0.1,0.4,0.5,0.1,12.0,88.0,96.0,32.0
2022-23,Regular+Season,SAS,1610612759,San Antonio Spurs,Devin Vassell,1630170,38,31.0,0.3,0.0,0.3,0.2,0.1,0.0,100,100,55.6
2022-23,Regular+Season,WAS,1610612764,Washington Wizards,Devon Dotson,1629653,6,8.9,0.2,0.0,0.2,0.2,0.0,0.0,100,100,0.0
2022-23,Regular+Season,SAS,1610612759,San Antonio Spurs,Devonte' Graham,1628984,65,19.3,0.2,0.0,0.2,0.2,0.0,7.1,92.9,85.7,14.3
2022-23,Regular+Season,PHI,1610612755,Philadelphia 76ers,Dewayne Dedmon,203473,37,11.4,0.9,0.2,0.7,0.8,0.5,18.8,81.3,100,62.1
2022-23,Regular+Season,MEM,1610612763,Memphis Grizzlies,Dillon Brooks,1628415,73,30.3,0.5,0.0,0.5,0.4,0.1,0.0,100,100,22.6
2022-23,Regular+Season,SAC,1610612758,Sacramento Kings,Domantas Sabonis,1627734,79,34.6,2.1,0.7,1.4,2.0,1.5,31.7,68.3,98.8,71.2
2022-23,Regular+Season,SAS,1610612759,San Antonio Spurs,Dominick Barlow,1631230,28,14.6,0.7,0.1,0.6,0.6,0.2,15.8,84.2,89.5,31.6
2022-23,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Donovan Mitchell,1628378,68,35.8,0.3,0.0,0.3,0.3,0.1,0.0,100,95.7,30.4
2022-23,Regular+Season,GSW,1610612744,Golden State Warriors,Donte DiVincenzo,1628978,72,26.3,0.1,0.0,0.1,0.1,0.0,11.1,88.9,100,11.1
2022-23,Regular+Season,BKN,1610612751,Brooklyn Nets,Dorian Finney-Smith,1627827,66,30.4,0.6,0.0,0.6,0.5,0.1,5.3,94.7,96.9,28.1
2022-23,Regular+Season,SAS,1610612759,San Antonio Spurs,Doug McDermott,203926,64,20.5,0.2,0.0,0.2,0.2,0.1,8.3,91.7,83.3,33.3
2022-23,Regular+Season,GSW,1610612744,Golden State Warriors,Draymond Green,203110,73,31.5,1.6,0.1,1.5,1.5,0.8,4.3,95.7,97.4,48.2
2022-23,Regular+Season,POR,1610612757,Portland Trail Blazers,Drew Eubanks,1629234,77,20.5,1.1,0.3,0.8,1.0,0.5,25.9,74.1,92.7,46.3
2022-23,Regular+Season,BKN,1610612751,Brooklyn Nets,Dru Smith,1630696,12,12.7,0.1,0.0,0.1,0.1,0.0,0.0,100,100,0.0
2022-23,Regular+Season,NYK,1610612752,New York Knicks,Duane Washington Jr.,1630613,25,14.7,0.1,0.0,0.1,0.1,0.0,0.0,100,100,0.0
2022-23,Regular+Season,MIA,1610612748,Miami Heat,Duncan Robinson,1629130,37,18.1,0.3,0.0,0.3,0.3,0.1,0.0,100,100,15.4
2022-23,Regular+Season,DAL,1610612742,Dallas Mavericks,Dwight Powell,203939,76,19.2,1.3,0.3,1.0,1.2,0.5,22.5,77.5,93.9,38.8
2022-23,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Dylan Windler,1629685,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-23,Regular+Season,NOP,1610612740,New Orleans Pelicans,Dyson Daniels,1630700,58,18.0,0.2,0.0,0.2,0.2,0.1,0.0,100,100,41.7
2022-23,Regular+Season,BKN,1610612751,Brooklyn Nets,Edmond Sumner,1628410,42,16.1,0.1,0.0,0.1,0.1,0.0,0.0,100,100,25.0
2022-23,Regular+Season,LAC,1610612746,Los Angeles Clippers,Eric Gordon,201569,65,29.1,0.1,0.0,0.1,0.1,0.0,0.0,100,100,0.0
2022-23,Regular+Season,DET,1610612765,Detroit Pistons,Eugene Omoruyi,1630647,39,16.5,0.8,0.2,0.6,0.6,0.2,21.9,78.1,82.8,24.1
2022-23,Regular+Season,NYK,1610612752,New York Knicks,Evan Fournier,203095,24,18.1,0.3,0.0,0.3,0.3,0.1,0.0,100,100,25.0
2022-23,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Evan Mobley,1630596,79,34.4,1.3,0.2,1.1,1.2,0.7,17.9,82.1,99.0,60.4
2022-23,Regular+Season,DAL,1610612742,Dallas Mavericks,Facundo Campazzo,1630267,5,9.4,0.4,0.0,0.4,0.4,0.0,0.0,100,100,0.0
2022-23,Regular+Season,HOU,1610612745,Houston Rockets,Frank Kaminsky,1626163,29,7.6,0.6,0.0,0.5,0.5,0.2,6.3,93.8,92.9,42.9
2022-23,Regular+Season,DAL,1610612742,Dallas Mavericks,Frank Ntilikina,1628373,41,14.5,0.1,0.0,0.1,0.1,0.0,0.0,100,100,0.0
2022-23,Regular+Season,ORL,1610612753,Orlando Magic,Franz Wagner,1630532,80,32.6,0.6,0.1,0.5,0.5,0.2,18.8,81.3,89.4,29.8
2022-23,Regular+Season,TOR,1610612761,Toronto Raptors,Fred VanVleet,1627832,69,36.7,0.3,0.0,0.3,0.2,0.1,5.6,94.4,88.9,38.9
2022-23,Regular+Season,PHI,1610612755,Philadelphia 76ers,Furkan Korkmaz,1627788,24,13.0,0.1,0.0,0.1,0.1,0.0,0.0,100,100,33.3
2022-23,Regular+Season,MIA,1610612748,Miami Heat,Gabe Vincent,1629216,67,26.1,0.3,0.0,0.3,0.2,0.0,0.0,100,93.3,6.7
2022-23,Regular+Season,IND,1610612754,Indiana Pacers,Gabe York,1628221,3,18.6,0.3,0.0,0.3,0.3,0.3,0.0,100,100,100
2022-23,Regular+Season,NOP,1610612740,New Orleans Pelicans,Garrett Temple,202066,18,7.7,0.1,0.0,0.1,0.1,0.1,0.0,100,100,100
2022-23,Regular+Season,ATL,1610612737,Atlanta Hawks,Garrison Mathews,1629726,46,14.0,0.1,0.0,0.1,0.1,0.0,0.0,100,100,0.0
2022-23,Regular+Season,ORL,1610612753,Orlando Magic,Gary Harris,203914,48,24.7,0.1,0.0,0.1,0.1,0.0,0.0,100,83.3,33.3
2022-23,Regular+Season,GSW,1610612744,Golden State Warriors,Gary Payton II,1627780,22,16.7,0.4,0.1,0.3,0.4,0.1,33.3,66.7,88.9,33.3
