SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,W,L,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,PIE
2016-17,Playoffs,CHI,Chicago Bulls,1,1,0,4.0,111.1,50.0,61.1,50.0,0.33,9.1,-,-,-,33.3,62.5,80.6,114.18,188.9
2016-17,Playoffs,MEM,Memphis Grizzlies,3,1,2,14.0,114.3,150.0,-35.7,25.0,0.29,6.5,-,50.0,-,25.0,60.7,74.5,94.18,34.0
2016-17,Playoffs,OKC,Oklahoma City Thunder,4,1,3,13.0,106.7,142.4,-35.8,22.2,0.50,5.0,42.9,63.6,50.0,13.3,45.5,49.8,118.39,13.6
2016-17,Playoffs,IND,Indiana Pacers,4,0,4,17.0,62.1,97.1,-35.1,57.1,0.57,11.1,25.0,68.2,50.0,24.1,37.0,37.7,92.02,16.9
2016-17,Playoffs,MIL,Milwaukee Bucks,3,0,3,10.0,115.8,114.3,1.5,75.0,2.00,20.0,-,-,-,15.8,52.6,53.0,96.97,37.8
2016-17,Playoffs,POR,Portland Trail Blazers,1,0,1,2.0,66.7,185.7,-119.0,0.0,0.00,0.0,-,-,-,33.3,0.0,113.6,124.68,0.0
2017-18,Pre+Season,BOS,Boston Celtics,2,2,0,5.0,109.1,62.5,46.6,60.0,1.50,21.4,57.1,66.7,60.0,18.2,50.0,52.4,86.31,86.4
2017-18,Pre+Season,DAL,Dallas Mavericks,2,2,0,7.0,87.5,112.5,-25.0,50.0,0.67,10.0,44.4,71.4,56.3,18.8,34.6,42.4,114.34,29.5
2017-18,Pre+Season,DEN,Denver Nuggets,2,2,0,1.0,100.0,0.0,100.0,0.0,0.00,0.0,0.0,100,100,33.3,50.0,61.5,106.47,0.0
2017-18,Pre+Season,LAL,Los Angeles Lakers,4,2,2,14.0,93.3,89.3,4.0,60.0,0.75,16.7,11.1,76.9,50.0,26.7,45.7,52.8,96.67,59.2
2017-18,Pre+Season,MIA,Miami Heat,3,2,1,14.0,102.8,82.1,20.7,66.7,1.60,18.2,13.3,45.0,31.4,13.9,57.7,60.0,124.86,62.6
2017-18,Pre+Season,ORL,Orlando Magic,4,2,2,11.0,96.8,53.6,43.2,66.7,1.14,20.5,22.2,77.8,59.3,22.6,64.3,64.7,123.45,101.6
2017-18,Pre+Season,UTA,Utah Jazz,2,2,0,5.0,145.5,44.4,101.0,16.7,0.00,8.3,50.0,100,70.0,0.0,54.2,58.1,93.20,105.9
2017-18,Pre+Season,WAS,Washington Wizards,3,2,1,8.0,79.2,110.0,-30.8,57.1,1.00,14.3,46.2,85.7,60.0,16.7,39.5,43.9,131.78,38.6
2017-18,Pre+Season,BKN,Brooklyn Nets,1,1,0,2.0,80.0,0.0,80.0,0.0,0.00,0.0,25.0,100,50.0,0.0,30.0,36.8,88.62,233.3
2017-18,Pre+Season,CHA,Charlotte Hornets,3,1,2,15.0,73.5,78.4,-4.8,50.0,0.63,12.8,36.8,75.0,54.3,23.5,35.0,37.8,113.60,38.7
2017-18,Pre+Season,CHI,Chicago Bulls,1,1,0,5.0,84.6,100.0,-15.4,60.0,3.00,18.8,0.0,100,54.5,7.7,61.1,55.7,116.50,47.6
2017-18,Pre+Season,DET,Detroit Pistons,3,1,2,12.0,81.3,76.7,4.6,54.5,1.00,15.8,33.3,84.6,60.0,18.8,50.0,51.6,125.92,55.6
2017-18,Pre+Season,GSW,Golden State Warriors,3,1,2,4.0,66.7,133.3,-66.7,50.0,0.00,10.0,42.9,100,50.0,0.0,25.0,22.5,78.19,-53.8
2017-18,Pre+Season,IND,Indiana Pacers,2,1,1,8.0,82.4,77.8,4.6,75.0,0.75,15.0,0.0,100,53.8,23.5,50.0,59.5,102.86,50.0
2017-18,Pre+Season,MEM,Memphis Grizzlies,1,1,0,1.0,100.0,0.0,100.0,100,0.00,25.0,50.0,100,66.7,0.0,33.3,33.3,93.91,83.3
2017-18,Pre+Season,MIL,Milwaukee Bucks,2,1,1,8.0,100.0,85.7,14.3,100,2.33,24.1,25.0,50.0,40.0,14.3,50.0,59.5,120.72,75.9
2017-18,Pre+Season,MIN,Minnesota Timberwolves,1,1,0,3.0,140.0,40.0,100.0,100,3.00,37.5,0.0,57.1,50.0,20.0,87.5,87.5,78.69,200.0
2017-18,Pre+Season,OKC,Oklahoma City Thunder,1,1,0,5.0,75.0,71.4,3.6,50.0,0.00,10.0,16.7,25.0,22.2,0.0,28.6,38.1,75.00,84.6
2017-18,Pre+Season,PHX,Phoenix Suns,2,1,1,5.0,161.5,136.4,25.2,50.0,0.00,17.6,33.3,66.7,55.6,0.0,77.8,81.0,125.63,78.2
2017-18,Pre+Season,POR,Portland Trail Blazers,2,1,1,5.0,100.0,131.3,-31.3,0.0,0.00,0.0,22.2,66.7,33.3,7.7,25.0,42.0,136.43,4.4
2017-18,Pre+Season,SAS,San Antonio Spurs,2,1,1,6.0,35.7,80.0,-44.3,50.0,0.25,6.7,25.0,83.3,50.0,28.6,27.8,24.2,125.33,-20.0
2017-18,Pre+Season,CLE,Cleveland Cavaliers,1,0,1,5.0,27.3,109.1,-81.8,0.0,0.00,0.0,0.0,100,33.3,18.2,0.0,15.6,105.95,-116.7
2017-18,Pre+Season,HOU,Houston Rockets,1,0,1,1.0,0.0,66.7,-66.7,0.0,0.00,0.0,0.0,50.0,33.3,50.0,0.0,0.0,150.00,-200.0
2017-18,Pre+Season,LAC,LA Clippers,1,0,1,4.0,66.7,118.2,-51.5,50.0,0.50,10.0,0.0,0.0,0.0,22.2,28.6,38.1,112.50,-9.1
2017-18,Pre+Season,Melbourne United,Melbourne United,1,0,1,5.0,71.4,75.0,-3.6,50.0,1.00,6.3,75.0,83.3,77.8,14.3,17.9,17.9,75.00,15.4
2017-18,Pre+Season,NOP,New Orleans Pelicans,1,0,1,5.0,100.0,84.6,15.4,20.0,0.00,7.7,0.0,100,45.5,0.0,45.5,50.5,116.50,52.4
2017-18,Pre+Season,NYK,New York Knicks,3,0,3,5.0,33.3,78.6,-45.2,0.0,0.00,0.0,14.3,85.7,50.0,11.1,12.5,16.9,108.31,-90.0
2017-18,Pre+Season,PHI,Philadelphia 76ers,1,0,1,1.0,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.00,0.0
2017-18,Pre+Season,SAC,Sacramento Kings,2,0,2,5.0,42.9,130.0,-87.1,100,1.00,12.5,0.0,75.0,42.9,14.3,25.0,25.0,79.51,-3.6
2017-18,Pre+Season,TOR,Toronto Raptors,1,0,1,1.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,100,100,33.3,0.0,0.0,154.29,0.0
2017-18,Regular+Season,CLE,Cleveland Cavaliers,45,30,15,154.0,116.6,101.3,15.3,41.6,1.68,11.7,33.3,76.4,54.5,9.2,52.0,58.1,101.10,60.1
2017-18,Regular+Season,NOP,New Orleans Pelicans,50,30,20,226.0,109.5,101.1,8.4,55.3,2.08,16.4,26.9,70.8,50.4,10.5,52.7,57.1,98.83,60.5
2017-18,Regular+Season,BOS,Boston Celtics,46,29,17,180.0,109.6,108.3,1.3,58.5,1.79,17.0,24.4,65.2,46.2,12.5,55.6,59.6,102.27,52.1
2017-18,Regular+Season,MIA,Miami Heat,53,29,24,229.0,110.8,101.3,9.6,54.3,1.36,15.2,31.6,66.2,51.1,15.0,54.3,59.8,96.89,58.1
2017-18,Regular+Season,IND,Indiana Pacers,44,26,18,155.0,109.8,93.3,16.5,31.9,0.88,8.5,39.1,67.7,53.3,12.5,48.0,55.7,103.18,60.9
2017-18,Regular+Season,MIL,Milwaukee Bucks,47,26,21,179.0,103.3,101.0,2.3,49.2,1.30,13.1,25.3,68.4,48.9,12.8,50.0,57.6,103.55,56.0
2017-18,Regular+Season,PHI,Philadelphia 76ers,45,26,19,148.0,111.2,97.3,13.9,73.2,1.49,17.7,30.6,69.6,52.3,16.2,56.6,62.6,108.48,67.7
2017-18,Regular+Season,HOU,Houston Rockets,35,25,10,107.0,124.9,97.7,27.1,42.7,1.84,11.8,32.2,72.7,52.0,8.3,53.6,60.9,100.72,66.2
2017-18,Regular+Season,POR,Portland Trail Blazers,45,25,20,177.0,102.9,100.5,2.4,38.4,1.04,10.1,26.7,67.7,47.3,12.2,47.3,53.8,101.82,51.5
2017-18,Regular+Season,TOR,Toronto Raptors,44,25,19,161.0,104.1,104.3,-0.2,41.5,1.02,10.5,29.5,71.0,49.4,13.0,47.3,55.5,106.70,52.2
2017-18,Regular+Season,OKC,Oklahoma City Thunder,46,24,22,188.0,105.1,107.3,-2.2,41.3,1.40,10.9,40.0,72.6,54.6,10.7,46.4,50.5,101.02,43.6
2017-18,Regular+Season,DEN,Denver Nuggets,43,22,21,181.0,101.6,101.6,0.0,57.6,1.05,13.6,35.8,74.2,55.7,17.2,47.8,56.7,99.84,53.4
2017-18,Regular+Season,MIN,Minnesota Timberwolves,42,22,20,178.0,108.1,116.3,-8.2,47.6,1.31,12.3,36.5,68.6,52.1,12.5,47.6,54.9,94.12,46.5
2017-18,Regular+Season,SAC,Sacramento Kings,42,22,20,153.0,107.2,101.5,5.6,47.1,1.81,13.0,32.8,70.3,50.4,9.7,48.4,53.5,100.89,53.1
2017-18,Regular+Season,CHI,Chicago Bulls,41,21,20,180.0,101.3,102.6,-1.3,54.3,1.33,13.9,25.3,71.6,49.6,13.6,46.5,53.1,102.55,47.3
2017-18,Regular+Season,LAC,LA Clippers,41,21,20,130.0,110.6,117.7,-7.1,44.0,1.43,11.2,30.1,65.9,46.8,10.2,48.2,56.0,104.08,42.4
2017-18,Regular+Season,WAS,Washington Wizards,45,21,24,186.0,97.8,105.2,-7.4,60.6,1.88,14.0,29.8,70.6,48.7,10.0,42.3,49.6,105.18,46.2
2017-18,Regular+Season,LAL,Los Angeles Lakers,42,20,22,184.0,101.6,106.4,-4.8,57.0,1.66,14.3,26.2,68.9,47.7,11.5,48.4,53.0,101.26,44.5
2017-18,Regular+Season,SAS,San Antonio Spurs,37,20,17,139.0,103.9,103.1,0.8,48.0,1.15,11.8,29.7,69.2,49.1,13.2,47.4,55.7,104.50,51.9
2017-18,Regular+Season,BKN,Brooklyn Nets,50,19,31,197.0,98.8,106.9,-8.1,50.0,1.00,11.6,36.9,69.9,52.4,15.6,44.2,50.8,104.21,41.0
2017-18,Regular+Season,DET,Detroit Pistons,41,19,22,148.0,101.3,108.9,-7.5,46.6,1.17,12.1,35.4,66.7,50.6,13.8,45.1,51.2,97.65,40.9
2017-18,Regular+Season,GSW,Golden State Warriors,29,19,10,110.0,111.7,102.9,8.8,65.5,1.73,17.6,21.2,66.7,47.2,13.4,56.1,62.7,106.06,59.0
2017-18,Regular+Season,ATL,Atlanta Hawks,44,17,27,151.0,106.6,114.6,-8.0,55.9,1.72,14.1,29.0,66.5,46.9,10.8,46.9,54.1,107.57,41.8
2017-18,Regular+Season,CHA,Charlotte Hornets,41,16,25,153.0,99.1,98.2,0.9,45.5,1.39,10.7,28.3,79.9,51.3,9.9,41.8,49.3,105.83,48.7
2017-18,Regular+Season,PHX,Phoenix Suns,38,16,22,112.0,96.7,105.8,-9.0,55.7,0.95,12.0,35.2,65.4,51.0,16.7,43.6,52.1,108.02,43.5
2017-18,Regular+Season,UTA,Utah Jazz,29,16,13,108.0,107.8,99.6,8.2,53.0,1.42,13.8,28.2,66.4,47.7,12.8,49.0,56.6,106.39,55.8
2017-18,Regular+Season,ORL,Orlando Magic,41,14,27,127.0,102.7,107.8,-5.1,53.0,1.00,13.2,29.3,69.5,50.8,17.3,49.2,56.1,101.20,44.6
2017-18,Regular+Season,DAL,Dallas Mavericks,50,12,38,171.0,89.3,117.2,-27.9,43.9,0.87,10.7,23.4,65.8,42.8,15.3,43.6,48.7,102.96,26.3
2017-18,Regular+Season,MEM,Memphis Grizzlies,41,12,29,149.0,90.9,97.2,-6.3,53.8,1.27,10.8,29.9,71.9,48.9,11.1,36.9,45.8,98.90,42.0
2017-18,Regular+Season,NYK,New York Knicks,35,12,23,141.0,96.2,107.4,-11.1,54.2,1.63,13.3,30.8,65.6,48.3,10.9,43.1,48.9,100.93,42.3
2017-18,Playoffs,CLE,Cleveland Cavaliers,10,7,3,41.0,111.1,98.6,12.5,44.4,1.71,10.8,39.1,62.0,51.0,8.6,46.4,52.7,87.49,62.3
2017-18,Playoffs,BOS,Boston Celtics,8,5,3,39.0,117.4,107.4,10.0,62.1,2.57,15.5,35.1,70.0,53.2,8.1,51.6,60.1,101.86,60.8
2017-18,Playoffs,GSW,Golden State Warriors,7,4,3,22.0,113.6,110.3,3.4,50.0,1.60,14.0,25.0,55.6,42.6,11.4,54.4,61.6,90.78,58.3
2017-18,Playoffs,HOU,Houston Rockets,4,4,0,13.0,100.0,76.9,23.1,25.0,0.67,5.9,25.0,61.1,44.1,10.7,43.5,51.1,100.73,70.7
2017-18,Playoffs,NOP,New Orleans Pelicans,4,3,1,11.0,144.0,114.3,29.7,54.5,3.00,15.8,53.8,66.7,59.1,8.0,60.9,63.6,99.36,69.2
2017-18,Playoffs,MIL,Milwaukee Bucks,4,2,2,16.0,116.2,128.9,-12.7,60.0,3.00,18.0,23.5,57.1,38.7,8.1,58.6,61.9,111.11,39.4
2017-18,Playoffs,TOR,Toronto Raptors,5,2,3,21.0,94.3,113.5,-19.2,63.6,2.33,13.5,39.3,61.9,49.0,8.6,33.3,40.8,84.09,41.1
2017-18,Playoffs,UTA,Utah Jazz,4,2,2,12.0,113.6,108.7,4.9,57.1,2.00,14.3,20.0,57.9,44.8,9.1,50.0,61.3,92.58,58.8
2017-18,Playoffs,IND,Indiana Pacers,5,1,4,13.0,66.7,112.1,-45.5,83.3,1.25,14.3,36.8,76.9,53.1,16.7,29.5,32.5,105.12,1.5
2017-18,Playoffs,MIA,Miami Heat,2,1,1,5.0,90.9,108.3,-17.4,75.0,0.00,18.8,37.5,33.3,35.7,0.0,44.4,44.6,110.77,50.0
2017-18,Playoffs,OKC,Oklahoma City Thunder,3,1,2,10.0,100.0,110.0,-10.0,50.0,0.00,12.5,44.4,88.9,59.3,0.0,34.6,37.2,97.15,36.5
2017-18,Playoffs,PHI,Philadelphia 76ers,5,1,4,24.0,104.0,113.2,-9.2,57.9,1.22,15.1,44.0,66.7,55.1,18.0,45.6,52.2,101.73,35.4
2017-18,Playoffs,SAS,San Antonio Spurs,2,1,1,2.0,180.0,100.0,80.0,50.0,1.00,14.3,100,100,100,20.0,100,104.2,112.34,90.5
2017-18,Playoffs,WAS,Washington Wizards,3,1,2,6.0,109.1,100.0,9.1,60.0,0.00,20.0,20.0,75.0,53.8,0.0,50.0,51.0,89.33,52.0
2017-18,Playoffs,MIN,Minnesota Timberwolves,1,0,1,2.0,80.0,100.0,-20.0,0.0,0.00,0.0,50.0,100,66.7,20.0,20.0,34.0,138.24,15.4
2017-18,Playoffs,POR,Portland Trail Blazers,3,0,3,11.0,120.0,144.0,-24.0,25.0,0.67,8.0,33.3,46.2,40.9,15.0,55.9,62.5,98.23,30.8
2017-18,All+Star,Team LeBron,Team LeBron,1,1,0,5.0,170.0,81.8,88.2,57.1,0.00,25.0,40.0,33.3,36.4,0.0,68.2,69.0,105.73,85.0
2017-18,All+Star,Team Stephen,Team Stephen,1,0,1,5.0,81.8,170.0,-88.2,50.0,0.67,11.8,66.7,60.0,63.6,27.3,40.0,41.4,105.73,15.0
2018-19,Pre+Season,CHA,Charlotte Hornets,4,3,1,14.0,118.9,102.9,16.0,50.0,1.20,12.2,31.3,78.6,53.3,13.5,50.0,59.8,117.96,54.3
2018-19,Pre+Season,NYK,New York Knicks,4,3,1,17.0,97.6,109.8,-12.1,69.2,1.50,16.7,17.6,61.1,40.0,14.3,55.8,61.2,118.77,45.6
2018-19,Pre+Season,BKN,Brooklyn Nets,3,2,1,15.0,108.6,96.9,11.7,50.0,0.67,12.5,58.3,64.3,61.5,25.7,58.7,66.2,106.03,60.6
2018-19,Pre+Season,DEN,Denver Nuggets,3,2,1,11.0,104.0,112.0,-8.0,71.4,1.00,15.2,23.1,61.5,42.3,20.0,50.0,58.0,105.59,47.7
2018-19,Pre+Season,LAL,Los Angeles Lakers,3,2,1,11.0,133.3,108.7,24.6,33.3,1.33,12.9,33.3,46.2,40.9,12.5,72.2,70.1,104.77,63.6
2018-19,Pre+Season,MIA,Miami Heat,4,2,2,13.0,85.3,96.9,-11.6,37.5,0.50,7.3,23.5,86.7,53.1,17.6,43.2,51.5,117.59,42.3
2018-19,Pre+Season,WAS,Washington Wizards,3,2,1,19.0,115.9,91.1,24.8,61.9,1.30,21.7,17.6,72.0,50.0,22.7,66.7,65.9,113.13,61.9
2018-19,Pre+Season,ATL,Atlanta Hawks,2,1,1,9.0,111.1,135.0,-23.9,22.2,2.00,9.5,11.1,70.0,42.1,5.6,55.6,55.6,105.39,37.2
2018-19,Pre+Season,BOS,Boston Celtics,3,1,2,8.0,105.9,110.5,-4.6,50.0,2.00,17.4,28.6,87.5,60.0,11.8,53.3,55.1,112.35,57.6
2018-19,Pre+Season,CLE,Cleveland Cavaliers,1,1,0,0.0,200.0,0.0,200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,100,100,67.29,100
2018-19,Pre+Season,DAL,Dallas Mavericks,3,1,2,11.0,121.4,121.4,0.0,45.5,2.50,14.3,20.0,54.5,38.1,7.1,70.6,67.0,120.21,54.5
2018-19,Pre+Season,DET,Detroit Pistons,3,1,2,20.0,95.0,87.5,7.5,64.3,1.50,15.5,40.0,75.0,55.6,15.0,40.8,44.4,98.08,55.6
2018-19,Pre+Season,LAC,LA Clippers,1,1,0,2.0,128.6,40.0,88.6,50.0,0.00,20.0,25.0,100,57.1,0.0,57.1,57.1,123.43,113.3
2018-19,Pre+Season,MEM,Memphis Grizzlies,1,1,0,10.0,90.9,59.1,31.8,33.3,1.00,8.3,9.1,61.5,37.5,9.1,40.6,51.2,106.26,88.4
2018-19,Pre+Season,MIN,Minnesota Timberwolves,1,1,0,5.0,58.3,36.4,22.0,33.3,1.00,6.3,27.3,100,57.9,8.3,25.0,26.3,109.67,100
2018-19,Pre+Season,OKC,Oklahoma City Thunder,2,1,1,13.0,96.7,100.0,-3.3,85.7,1.20,14.0,36.4,75.0,52.6,16.7,38.0,45.9,106.98,50.0
2018-19,Pre+Season,PHI,Philadelphia 76ers,2,1,1,6.0,100.0,135.7,-35.7,16.7,0.33,5.9,33.3,80.0,54.5,21.4,54.2,54.3,112.06,21.6
2018-19,Pre+Season,PHX,Phoenix Suns,2,1,1,6.0,100.0,112.5,-12.5,20.0,0.33,5.0,42.9,100,66.7,18.8,50.0,57.3,139.64,41.4
2018-19,Pre+Season,POR,Portland Trail Blazers,2,1,1,7.0,88.2,147.1,-58.8,16.7,0.25,4.8,33.3,62.5,47.1,23.5,46.2,49.3,119.41,20.6
2018-19,Pre+Season,SAC,Sacramento Kings,3,1,2,15.0,110.8,117.1,-6.3,50.0,1.25,10.2,38.9,58.8,48.6,10.8,44.4,55.9,118.22,48.9
2018-19,Pre+Season,SAS,San Antonio Spurs,2,1,1,6.0,150.0,128.6,21.4,62.5,5.00,25.0,25.0,60.0,44.4,7.1,77.3,79.5,115.17,65.8
2018-19,Pre+Season,UTA,Utah Jazz,1,1,0,2.0,216.7,50.0,166.7,75.0,3.00,30.0,100,100,100,16.7,110.0,110.5,160.00,106.1
2018-19,Pre+Season,CHI,Chicago Bulls,2,0,2,6.0,63.6,100.0,-36.4,50.0,0.50,7.1,28.6,77.8,56.3,18.2,27.8,35.4,106.79,10.0
2018-19,Pre+Season,GSW,Golden State Warriors,2,0,2,5.0,36.4,69.2,-32.9,0.0,0.00,0.0,0.0,72.7,42.1,9.1,20.0,20.0,105.69,0.0
2018-19,Pre+Season,IND,Indiana Pacers,1,0,1,10.0,59.1,90.9,-31.8,50.0,0.29,6.9,38.5,90.9,62.5,31.8,26.5,34.6,106.26,11.6
2018-19,Pre+Season,MIL,Milwaukee Bucks,1,0,1,9.0,95.2,119.0,-23.8,50.0,0.75,11.5,27.3,53.8,41.7,19.0,50.0,54.9,116.31,26.2
2018-19,Pre+Season,NOP,New Orleans Pelicans,1,0,1,1.0,33.3,100.0,-66.7,0.0,0.00,0.0,0.0,100,50.0,0.0,0.0,20.5,145.09,-25.0
2018-19,Pre+Season,New Zealand Breakers,New Zealand Breakers,1,0,1,1.0,0.0,60.0,-60.0,0.0,0.00,0.0,0.0,100,40.0,0.0,0.0,0.0,166.96,400.0
2018-19,Pre+Season,ORL,Orlando Magic,1,0,1,5.0,50.0,45.5,4.5,0.0,0.00,0.0,14.3,100,50.0,20.0,31.3,28.2,97.55,-25.0
2018-19,Regular+Season,DEN,Denver Nuggets,46,31,15,152.0,108.2,95.0,13.2,60.7,1.45,15.7,41.8,71.0,56.6,15.5,50.4,55.6,102.39,60.6
2018-19,Regular+Season,PHI,Philadelphia 76ers,45,30,15,165.0,109.8,108.7,1.1,57.0,1.30,13.8,30.8,68.6,50.6,14.0,51.9,59.4,105.19,57.6
2018-19,Regular+Season,LAC,LA Clippers,43,27,16,155.0,116.7,99.1,17.6,50.0,1.43,13.5,29.3,65.9,49.5,12.3,54.6,62.9,104.33,63.8
2018-19,Regular+Season,POR,Portland Trail Blazers,42,25,17,142.0,115.1,108.2,6.9,48.7,2.00,13.1,40.3,68.4,54.2,9.1,48.0,54.5,105.69,55.8
2018-19,Regular+Season,BKN,Brooklyn Nets,44,24,20,183.0,111.0,109.6,1.4,49.0,1.43,13.3,35.0,59.6,48.0,12.6,52.0,56.4,102.72,48.9
2018-19,Regular+Season,HOU,Houston Rockets,41,24,17,147.0,110.7,113.6,-2.9,41.3,1.12,9.5,34.0,67.8,50.3,11.0,46.4,56.1,98.53,49.2
2018-19,Regular+Season,SAC,Sacramento Kings,49,24,25,162.0,108.0,107.3,0.8,54.5,2.13,14.1,29.7,66.3,47.0,8.9,46.4,53.1,107.05,48.6
2018-19,Regular+Season,SAS,San Antonio Spurs,40,24,16,160.0,113.0,111.7,1.2,49.2,2.10,14.7,25.3,68.0,47.4,9.1,52.9,58.9,98.33,53.6
2018-19,Regular+Season,BOS,Boston Celtics,42,23,19,148.0,125.7,114.8,10.9,49.6,2.03,15.4,27.5,62.7,46.5,10.0,57.3,64.0,104.24,54.8
2018-19,Regular+Season,IND,Indiana Pacers,41,23,18,121.0,113.3,100.0,13.3,52.9,1.50,15.7,28.3,70.2,52.2,14.1,56.3,61.0,101.86,57.2
2018-19,Regular+Season,TOR,Toronto Raptors,38,23,15,173.0,109.5,102.0,7.5,50.0,1.81,13.8,33.3,66.1,49.0,10.4,49.2,55.0,96.95,54.2
2018-19,Regular+Season,MIL,Milwaukee Bucks,36,22,14,138.0,112.2,110.5,1.6,53.8,1.47,15.1,35.4,71.2,52.8,14.1,53.6,57.6,104.23,53.0
2018-19,Regular+Season,OKC,Oklahoma City Thunder,46,22,24,174.0,108.2,106.6,1.6,50.4,1.42,11.8,37.9,68.1,52.0,11.4,44.2,52.6,104.64,50.7
2018-19,Regular+Season,ORL,Orlando Magic,47,22,25,165.0,96.1,99.4,-3.3,59.2,1.37,14.5,31.6,80.4,54.6,14.4,45.6,51.2,102.77,50.1
2018-19,Regular+Season,LAL,Los Angeles Lakers,43,21,22,144.0,113.3,110.1,3.2,53.4,1.59,14.1,39.3,71.9,55.1,12.3,50.6,57.0,105.81,53.1
2018-19,Regular+Season,MIA,Miami Heat,45,21,24,158.0,94.4,99.7,-5.3,56.4,1.27,13.2,37.4,72.5,53.6,14.5,43.1,47.9,102.39,46.8
2018-19,Regular+Season,ATL,Atlanta Hawks,41,20,21,165.0,106.1,101.4,4.7,52.7,1.48,14.5,25.1,66.0,46.6,12.8,51.6,56.5,104.37,55.1
2018-19,Regular+Season,DAL,Dallas Mavericks,46,20,26,171.0,102.5,109.2,-6.7,41.0,1.47,10.5,28.4,72.5,48.6,9.3,45.3,51.0,103.27,41.2
2018-19,Regular+Season,DET,Detroit Pistons,42,20,22,173.0,113.2,114.4,-1.2,43.8,1.21,12.0,37.9,74.4,56.1,13.2,51.2,58.0,98.39,48.2
2018-19,Regular+Season,GSW,Golden State Warriors,35,20,15,138.0,108.0,102.3,5.7,54.5,1.62,14.2,23.2,68.9,47.5,11.4,51.9,58.7,104.80,54.1
2018-19,Regular+Season,MEM,Memphis Grizzlies,47,19,28,193.0,100.8,110.4,-9.7,48.8,1.43,12.3,25.7,64.8,44.8,11.1,47.7,54.0,101.04,41.3
2018-19,Regular+Season,MIN,Minnesota Timberwolves,45,19,26,172.0,98.0,113.5,-15.5,50.8,1.30,12.5,38.5,61.0,49.2,13.4,44.2,48.6,97.31,41.9
2018-19,Regular+Season,CHA,Charlotte Hornets,39,18,21,159.0,109.6,112.4,-2.8,48.7,2.11,12.9,30.2,72.7,50.5,8.1,46.8,52.7,100.66,46.4
2018-19,Regular+Season,NOP,New Orleans Pelicans,45,17,28,144.0,99.7,108.4,-8.7,49.1,1.80,12.7,27.1,68.4,46.6,9.3,45.2,50.9,109.78,39.8
2018-19,Regular+Season,CHI,Chicago Bulls,39,15,24,163.0,97.9,104.8,-6.9,43.4,0.92,11.5,29.5,68.8,49.4,15.9,49.2,53.9,101.30,43.5
2018-19,Regular+Season,UTA,Utah Jazz,33,15,18,109.0,111.8,108.7,3.1,43.5,1.06,11.2,40.0,63.4,52.2,14.2,47.7,56.0,106.97,53.2
2018-19,Regular+Season,WAS,Washington Wizards,39,15,24,181.0,107.8,111.8,-4.0,62.1,1.61,16.0,37.9,55.6,46.7,14.1,48.0,53.9,103.62,47.9
2018-19,Regular+Season,CLE,Cleveland Cavaliers,34,13,21,101.0,100.0,109.2,-9.2,37.8,1.27,10.3,29.5,65.9,48.0,10.4,45.5,49.4,104.52,37.9
2018-19,Regular+Season,PHX,Phoenix Suns,33,12,21,148.0,109.6,118.4,-8.8,50.0,1.33,14.6,32.4,62.9,48.6,14.7,52.3,57.7,103.33,44.3
2018-19,Regular+Season,NYK,New York Knicks,34,11,23,130.0,103.2,108.1,-4.8,50.0,1.26,11.7,32.2,63.5,48.7,12.2,46.2,54.3,106.27,45.9
2018-19,Playoffs,GSW,Golden State Warriors,13,8,5,58.0,109.4,101.8,7.6,72.5,1.61,16.6,44.6,70.0,56.8,15.4,47.1,53.9,95.80,58.3
2018-19,Playoffs,TOR,Toronto Raptors,12,7,5,58.0,112.8,105.6,7.2,37.5,0.94,9.6,39.7,59.6,48.7,13.7,48.9,56.2,93.00,54.6
2018-19,Playoffs,POR,Portland Trail Blazers,9,5,4,53.0,108.3,104.8,3.6,32.6,2.80,9.9,32.8,54.0,41.9,4.6,44.9,49.5,96.56,46.2
2018-19,Playoffs,HOU,Houston Rockets,8,4,4,35.0,98.5,117.1,-18.6,44.4,0.67,8.8,41.7,68.3,55.8,17.6,42.2,52.2,95.91,43.9
2018-19,Playoffs,BOS,Boston Celtics,4,3,1,8.0,156.3,83.3,72.9,60.0,0.00,25.0,28.6,100,61.5,0.0,71.9,72.2,86.17,82.9
2018-19,Playoffs,DEN,Denver Nuggets,7,3,4,44.0,103.5,108.0,-4.5,56.7,1.06,14.5,42.5,60.8,52.7,18.8,47.9,54.6,93.12,50.0
2018-19,Playoffs,LAC,LA Clippers,2,2,0,9.0,147.1,89.5,57.6,37.5,1.00,14.3,25.0,50.0,42.9,17.6,81.8,83.6,99.88,85.7
2018-19,Playoffs,MIL,Milwaukee Bucks,5,2,3,29.0,103.9,114.3,-10.4,61.1,1.22,14.9,41.4,60.0,51.6,17.6,45.6,50.5,88.54,40.0
