SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,W,L,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,PIE
2018-19,Playoffs,PHI,Philadelphia 76ers,4,2,2,18.0,119.4,89.2,30.3,75.0,1.29,17.6,46.7,64.7,56.3,19.4,53.8,64.2,98.98,70.3
2018-19,Playoffs,OKC,Oklahoma City Thunder,3,1,2,5.0,100.0,183.3,-83.3,80.0,2.00,22.2,25.0,50.0,37.5,15.4,66.7,68.9,120.08,28.6
2018-19,Playoffs,ORL,Orlando Magic,2,1,1,6.0,136.4,115.4,21.0,50.0,3.00,17.6,50.0,40.0,45.5,9.1,62.5,62.5,94.07,51.0
2018-19,Playoffs,SAS,San Antonio Spurs,3,1,2,10.0,94.7,95.0,-0.3,60.0,1.50,12.5,22.2,61.5,45.5,10.5,39.3,51.4,90.00,52.0
2018-19,Playoffs,BKN,Brooklyn Nets,1,0,1,5.0,63.6,145.5,-81.8,100,0.60,18.8,40.0,20.0,30.0,45.5,43.8,43.8,104.21,9.8
2018-19,Playoffs,IND,Indiana Pacers,3,0,3,8.0,81.8,156.3,-74.4,66.7,1.00,15.4,0.0,71.4,38.5,18.2,50.0,50.0,83.83,14.3
2018-19,Playoffs,UTA,Utah Jazz,2,0,2,9.0,90.0,104.8,-14.8,14.3,0.50,4.3,16.7,66.7,41.7,10.0,42.1,45.3,104.16,24.5
2018-19,All+Star,-,-,1,1,0,1.0,250.0,0.0,250.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,125.0,125.0,77.14,150.0
2018-19,All+Star,-,-,1,0,1,1.0,0.0,250.0,-250.0,0.0,0.00,0.0,100,0.0,100,100,0.0,0.0,77.14,-50.0
2019-20,Pre+Season,DEN,Denver Nuggets,5,4,1,9.0,100.0,84.2,15.8,66.7,2.00,13.8,33.3,72.7,55.0,9.1,46.7,56.7,108.67,74.1
2019-20,Pre+Season,IND,Indiana Pacers,5,3,2,12.0,96.8,100.0,-3.2,45.5,0.50,12.8,30.0,68.4,55.2,32.3,62.5,66.3,126.98,55.7
2019-20,Pre+Season,LAL,Los Angeles Lakers,5,3,2,10.0,103.7,87.0,16.7,70.0,3.50,19.4,23.1,80.0,47.8,7.4,52.2,56.5,120.79,70.6
2019-20,Pre+Season,MIL,Milwaukee Bucks,3,3,0,8.0,120.0,50.0,70.0,77.8,1.75,25.0,16.7,58.3,44.4,20.0,70.0,73.5,110.04,125.7
2019-20,Pre+Season,NOP,New Orleans Pelicans,3,3,0,12.0,83.3,86.2,-2.9,50.0,0.80,11.1,14.3,58.8,38.7,16.7,47.5,49.4,115.12,40.0
2019-20,Pre+Season,BKN,Brooklyn Nets,3,2,1,13.0,109.4,80.6,28.7,63.6,1.40,16.7,27.3,70.6,53.6,15.6,67.5,66.9,114.10,72.7
2019-20,Pre+Season,DAL,Dallas Mavericks,4,2,2,16.0,122.9,123.7,-0.8,56.3,3.00,18.0,35.3,71.4,51.6,8.6,61.7,60.2,108.71,41.8
2019-20,Pre+Season,DET,Detroit Pistons,2,2,0,3.0,150.0,33.3,116.7,75.0,3.00,20.0,100,100,100,10.0,75.0,78.8,146.78,225.0
2019-20,Pre+Season,HOU,Houston Rockets,3,2,1,11.0,90.3,89.3,1.0,77.8,0.88,15.2,47.1,57.1,51.6,25.8,42.0,47.6,127.05,53.2
2019-20,Pre+Season,LAC,LA Clippers,3,2,1,10.0,112.0,90.9,21.1,50.0,2.00,12.5,25.0,62.5,46.4,8.0,55.9,57.2,113.75,81.4
2019-20,Pre+Season,TOR,Toronto Raptors,3,2,1,10.0,107.1,79.3,27.8,55.6,0.83,13.2,41.7,52.9,48.3,21.4,47.5,56.4,133.57,76.8
2019-20,Pre+Season,UTA,Utah Jazz,4,2,2,15.0,105.7,97.1,8.6,57.1,1.14,17.4,23.1,70.6,50.0,20.0,59.6,62.7,114.79,63.2
2019-20,Pre+Season,ATL,Atlanta Hawks,1,1,0,5.0,75.0,58.3,16.7,100,0.33,6.7,33.3,85.7,61.5,25.0,25.0,47.3,111.84,112.5
2019-20,Pre+Season,BOS,Boston Celtics,1,1,0,2.0,60.0,150.0,-90.0,0.0,0.00,0.0,50.0,100,66.7,40.0,0.0,41.2,114.69,140.0
2019-20,Pre+Season,MEM,Memphis Grizzlies,3,1,2,3.0,75.0,112.5,-37.5,0.0,0.00,0.0,83.3,75.0,80.0,37.5,14.3,34.2,114.12,-12.5
2019-20,Pre+Season,MIA,Miami Heat,2,1,1,9.0,120.8,100.0,20.8,50.0,1.67,14.7,45.5,71.4,55.6,12.5,52.4,59.1,114.37,61.6
2019-20,Pre+Season,MIN,Minnesota Timberwolves,2,1,1,1.0,66.7,60.0,6.7,100,1.00,16.7,66.7,100,75.0,33.3,25.0,25.0,154.42,0.0
2019-20,Pre+Season,NYK,New York Knicks,3,1,2,9.0,65.2,58.3,6.9,50.0,0.50,7.1,23.1,76.9,50.0,17.4,25.0,37.6,130.51,166.7
2019-20,Pre+Season,OKC,Oklahoma City Thunder,2,1,1,5.0,136.4,73.3,63.0,80.0,0.00,23.5,28.6,77.8,56.3,0.0,63.6,58.8,124.55,71.8
2019-20,Pre+Season,ORL,Orlando Magic,3,1,2,5.0,76.9,100.0,-23.1,100,1.00,13.3,0.0,66.7,33.3,15.4,33.3,52.5,123.00,29.2
2019-20,Pre+Season,PHI,Philadelphia 76ers,3,1,2,16.0,100.0,141.9,-41.9,41.7,1.67,11.4,31.6,60.0,44.1,8.8,41.7,48.2,100.07,37.6
2019-20,Pre+Season,PHX,Phoenix Suns,2,1,1,2.0,75.0,100.0,-25.0,0.0,0.00,0.0,33.3,0.0,33.3,12.5,40.0,51.0,146.51,0.0
2019-20,Pre+Season,POR,Portland Trail Blazers,5,1,4,3.0,100.0,83.3,16.7,0.0,0.00,0.0,25.0,100,40.0,12.5,50.0,59.2,151.34,25.0
2019-20,Pre+Season,SAC,Sacramento Kings,3,1,2,17.0,113.5,117.5,-4.0,50.0,1.20,12.8,26.7,50.0,38.7,13.5,55.8,61.9,111.73,43.1
2019-20,Pre+Season,SAS,San Antonio Spurs,2,1,1,6.0,84.6,114.3,-29.7,33.3,0.25,6.7,25.0,71.4,54.5,30.8,42.9,59.8,115.03,32.4
2019-20,Pre+Season,CHA,Charlotte Hornets,2,0,2,2.0,100.0,75.0,25.0,100,0.67,25.0,0.0,50.0,25.0,50.0,75.0,75.0,148.89,72.7
2019-20,Pre+Season,CHI,Chicago Bulls,2,0,2,5.0,72.7,136.4,-63.6,50.0,0.50,6.7,44.4,100,61.5,18.2,25.0,34.0,97.18,-3.4
2019-20,Pre+Season,CLE,Cleveland Cavaliers,1,0,1,3.0,42.9,171.4,-128.6,0.0,0.00,0.0,0.0,0.0,0.0,0.0,16.7,21.8,122.93,-45.5
2019-20,Pre+Season,GSW,Golden State Warriors,1,0,1,0.0,0.0,300.0,-300.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.00,0.0
2019-20,Pre+Season,WAS,Washington Wizards,5,0,5,17.0,51.4,119.5,-68.1,28.6,0.33,4.3,35.7,85.7,52.4,17.1,21.9,25.7,110.38,-27.9
2019-20,Regular+Season,OKC,Oklahoma City Thunder,45,30,15,191.0,121.9,97.5,24.4,37.9,1.18,11.3,31.6,69.9,52.6,12.1,55.6,63.6,101.31,67.3
2019-20,Regular+Season,DEN,Denver Nuggets,45,29,16,176.0,115.4,105.4,10.0,58.0,2.16,15.7,35.8,70.1,52.8,10.0,51.5,58.3,98.43,59.4
2019-20,Regular+Season,UTA,Utah Jazz,41,28,13,145.0,111.6,101.9,9.7,51.8,1.93,13.6,26.7,72.5,50.0,9.1,49.6,57.0,107.40,57.4
2019-20,Regular+Season,PHI,Philadelphia 76ers,44,26,18,135.0,107.7,104.9,2.8,57.4,1.23,13.7,29.7,74.4,51.7,14.7,48.9,58.6,104.88,53.8
2019-20,Regular+Season,TOR,Toronto Raptors,37,25,12,131.0,120.3,100.4,20.0,54.9,1.60,14.8,29.3,68.8,50.2,12.1,56.8,64.1,103.50,64.6
2019-20,Regular+Season,BOS,Boston Celtics,42,23,19,144.0,112.7,108.3,4.4,60.3,1.67,15.6,35.6,69.9,52.9,13.0,51.1,57.6,106.30,54.5
2019-20,Regular+Season,IND,Indiana Pacers,36,22,14,152.0,106.7,97.0,9.7,48.6,1.15,13.1,32.2,63.0,48.8,15.1,51.4,57.1,96.78,58.9
2019-20,Regular+Season,POR,Portland Trail Blazers,37,22,15,134.0,119.7,112.9,6.8,44.0,2.83,13.6,25.0,60.8,43.7,6.2,55.3,60.4,103.57,54.9
2019-20,Regular+Season,BKN,Brooklyn Nets,40,20,20,175.0,112.0,108.9,3.2,47.4,1.35,12.6,39.6,67.5,53.6,12.8,48.4,55.0,100.83,52.8
2019-20,Regular+Season,LAL,Los Angeles Lakers,30,20,10,114.0,108.1,101.7,6.4,53.6,2.14,13.6,29.9,72.7,49.2,8.5,48.5,53.8,101.39,55.7
2019-20,Regular+Season,HOU,Houston Rockets,32,19,13,112.0,116.6,96.7,19.9,51.2,1.52,13.1,33.3,64.6,50.2,11.5,50.2,59.2,106.81,65.1
2019-20,Regular+Season,LAC,LA Clippers,32,19,13,127.0,120.5,112.3,8.3,52.0,1.43,14.6,35.2,60.5,49.1,13.8,56.6,61.8,101.58,53.3
2019-20,Regular+Season,SAC,Sacramento Kings,39,19,20,142.0,108.2,110.7,-2.5,45.9,1.82,12.8,30.7,65.7,46.5,9.2,48.9,54.4,103.25,43.5
2019-20,Regular+Season,MIA,Miami Heat,36,18,18,153.0,102.2,116.2,-14.0,61.9,2.07,14.0,30.1,67.9,48.1,9.1,44.2,51.4,99.18,43.1
2019-20,Regular+Season,SAS,San Antonio Spurs,45,18,27,175.0,107.2,111.3,-4.1,48.9,2.00,13.9,25.6,66.7,45.5,9.1,49.4,53.9,103.53,45.0
2019-20,Regular+Season,CHA,Charlotte Hornets,34,17,17,148.0,120.8,110.1,10.7,53.6,1.50,15.4,28.9,65.6,49.3,13.4,59.1,64.6,96.37,55.5
2019-20,Regular+Season,DAL,Dallas Mavericks,41,17,24,163.0,99.2,109.6,-10.4,52.3,1.39,12.2,31.1,70.5,50.4,11.6,44.9,51.0,101.17,46.7
2019-20,Regular+Season,MIL,Milwaukee Bucks,24,17,7,74.0,109.3,94.5,14.8,50.0,1.38,13.3,38.1,75.0,55.2,13.2,47.1,54.0,112.01,64.8
2019-20,Regular+Season,PHX,Phoenix Suns,37,16,21,130.0,109.2,113.6,-4.3,56.1,1.57,14.0,26.1,73.4,49.8,11.6,48.9,58.9,111.75,50.2
2019-20,Regular+Season,NYK,New York Knicks,34,14,20,137.0,104.6,105.2,-0.6,49.0,1.52,12.7,39.6,73.2,55.5,11.7,46.5,51.9,100.55,49.1
2019-20,Regular+Season,ORL,Orlando Magic,34,14,20,122.0,94.8,103.0,-8.2,64.0,1.38,15.4,26.7,75.8,50.9,14.9,46.1,51.1,106.24,42.8
2019-20,Regular+Season,WAS,Washington Wizards,35,14,21,103.0,100.9,117.7,-16.8,56.9,1.76,12.6,31.1,67.0,47.8,9.6,41.5,50.4,104.57,38.0
2019-20,Regular+Season,ATL,Atlanta Hawks,34,13,21,129.0,96.7,100.0,-3.3,43.4,1.03,10.1,33.5,65.6,49.4,13.0,41.4,48.4,104.04,40.7
2019-20,Regular+Season,CHI,Chicago Bulls,38,13,25,119.0,107.1,123.0,-15.9,56.6,1.39,13.7,31.7,56.9,44.3,13.0,48.2,56.0,100.74,37.6
2019-20,Regular+Season,CLE,Cleveland Cavaliers,29,13,16,132.0,108.4,111.8,-3.4,54.3,1.24,13.7,43.2,67.1,55.6,15.6,47.6,53.3,95.12,48.1
2019-20,Regular+Season,MEM,Memphis Grizzlies,30,13,17,97.0,100.9,117.3,-16.4,50.6,1.18,13.4,35.4,71.3,52.9,15.2,47.3,52.8,110.73,41.0
2019-20,Regular+Season,NOP,New Orleans Pelicans,41,13,28,143.0,93.9,117.1,-23.3,51.1,1.84,12.1,26.2,70.5,47.0,8.5,42.3,47.0,102.71,32.0
2019-20,Regular+Season,MIN,Minnesota Timberwolves,33,11,22,112.0,108.5,111.6,-3.0,45.2,1.43,11.0,36.7,71.8,54.0,10.3,43.6,52.1,101.38,45.7
2019-20,Regular+Season,DET,Detroit Pistons,30,10,20,121.0,90.8,114.6,-23.8,51.3,1.29,12.7,25.9,64.6,44.6,13.0,42.1,46.5,97.61,30.5
2019-20,Regular+Season,GSW,Golden State Warriors,27,8,19,100.0,104.7,122.5,-17.8,56.3,1.54,14.1,27.5,70.9,48.6,12.1,48.6,55.3,105.81,36.2
2019-20,Playoffs,MIA,Miami Heat,14,11,3,50.0,135.4,96.5,38.9,61.5,2.00,17.8,40.5,58.2,51.1,12.5,61.3,69.2,87.53,83.1
2019-20,Playoffs,BOS,Boston Celtics,13,6,7,52.0,100.0,109.7,-9.7,53.1,1.06,12.6,35.3,69.8,52.9,16.0,43.1,52.2,94.00,44.6
2019-20,Playoffs,DEN,Denver Nuggets,11,6,5,39.0,122.8,106.1,16.7,43.8,2.00,13.7,24.3,69.4,46.6,8.9,59.7,64.0,100.27,56.0
2019-20,Playoffs,LAL,Los Angeles Lakers,10,6,4,26.0,96.3,100.0,-3.7,62.5,1.43,12.8,40.5,95.2,60.3,13.0,37.0,43.9,96.41,39.0
2019-20,Playoffs,TOR,Toronto Raptors,6,4,2,29.0,91.7,92.6,-0.9,50.0,1.00,10.5,33.3,75.0,52.5,13.3,37.8,47.9,94.22,44.9
2019-20,Playoffs,OKC,Oklahoma City Thunder,4,3,1,22.0,98.0,70.6,27.4,42.9,0.67,9.2,39.3,78.6,58.9,18.4,42.5,50.5,108.62,75.5
2019-20,Playoffs,LAC,LA Clippers,5,2,3,20.0,132.5,115.0,17.5,40.0,6.00,12.2,16.7,73.7,45.9,2.5,56.3,65.7,96.79,58.0
2019-20,Playoffs,DAL,Dallas Mavericks,2,1,1,13.0,108.0,134.6,-26.6,40.0,1.00,12.1,30.8,83.3,56.0,16.0,54.3,55.5,95.94,34.9
2019-20,Playoffs,HOU,Houston Rockets,5,1,4,22.0,70.6,102.0,-31.4,57.1,0.67,12.3,21.4,60.7,41.1,23.5,40.0,42.2,107.80,22.5
2019-20,Playoffs,MIL,Milwaukee Bucks,5,1,4,18.0,103.4,127.0,-23.6,11.1,1.00,2.9,27.8,47.1,37.1,3.4,40.0,48.8,86.20,31.3
2019-20,Playoffs,POR,Portland Trail Blazers,2,1,1,5.0,116.7,72.7,43.9,80.0,1.33,25.0,0.0,100,63.6,25.0,77.8,77.8,101.94,71.4
2019-20,Playoffs,UTA,Utah Jazz,4,1,3,20.0,109.5,151.2,-41.7,23.1,0.33,6.3,28.6,61.1,46.9,21.4,56.0,67.2,97.22,39.4
2019-20,Playoffs,BKN,Brooklyn Nets,1,0,1,2.0,40.0,85.7,-45.7,100,1.00,16.7,0.0,100,25.0,20.0,25.0,25.0,121.86,-100.0
2019-20,Playoffs,IND,Indiana Pacers,1,0,1,4.0,85.7,100.0,-14.3,50.0,1.00,12.5,0.0,25.0,14.3,14.3,50.0,55.1,80.87,15.4
2019-20,Playoffs,PHI,Philadelphia 76ers,3,0,3,7.0,58.3,135.3,-77.0,0.0,0.00,0.0,22.2,66.7,40.0,16.7,12.5,32.9,104.64,-38.7
2019-20,All+Star,Team LeBron,Team LeBron,1,1,0,0.0,1700.0,1600.0,100.0,60.0,0.75,75.0,9.1,85.7,52.0,400.0,36.7,43.8,0.00,75.0
2019-20,All+Star,Team Giannis,Team Giannis,1,0,1,0.0,1600.0,1700.0,-100.0,50.0,0.17,50.0,14.3,90.9,48.0,600.0,17.9,39.7,0.00,25.0
2019-20,PlayIn,POR,Portland Trail Blazers,1,1,0,5.0,200.0,62.5,137.5,33.3,0.00,12.5,42.9,33.3,38.5,0.0,80.0,78.8,95.00,107.5
2019-20,PlayIn,MEM,Memphis Grizzlies,1,0,1,5.0,62.5,200.0,-137.5,100,0.67,14.3,66.7,57.1,61.5,37.5,28.6,31.7,95.00,-7.5
2019-20,IST,TOR,Toronto Raptors,1,1,0,8.0,144.4,100.0,44.4,85.7,3.00,22.2,42.9,87.5,66.7,11.1,60.7,70.7,96.70,76.1
2019-20,IST,NOP,New Orleans Pelicans,1,0,1,8.0,100.0,144.4,-44.4,66.7,2.00,19.0,12.5,57.1,33.3,12.5,53.6,53.8,96.70,23.9
2020-21,Pre+Season,LAL,Los Angeles Lakers,3,3,0,14.0,148.3,85.7,62.6,50.0,7.00,18.9,10.0,52.9,37.0,3.4,66.7,73.4,98.75,82.4
2020-21,Pre+Season,ATL,Atlanta Hawks,3,2,1,10.0,103.4,92.9,10.6,55.6,0.83,13.5,27.3,61.1,48.3,20.7,59.4,69.1,134.01,70.1
2020-21,Pre+Season,CLE,Cleveland Cavaliers,3,2,1,13.0,127.6,117.9,9.7,85.7,2.40,27.3,30.0,71.4,54.2,17.2,65.2,68.6,102.00,56.9
2020-21,Pre+Season,ORL,Orlando Magic,4,2,2,12.0,120.0,103.1,16.9,45.5,1.67,12.8,28.6,76.5,54.8,10.0,56.5,61.7,127.82,56.1
2020-21,Pre+Season,BKN,Brooklyn Nets,1,1,0,5.0,81.8,25.0,56.8,50.0,0.50,7.1,33.3,54.5,47.1,18.2,35.7,42.8,110.03,-72.7
2020-21,Pre+Season,CHA,Charlotte Hornets,3,1,2,7.0,115.8,121.1,-5.3,50.0,4.00,15.4,33.3,87.5,55.0,5.3,50.0,53.0,122.75,46.9
2020-21,Pre+Season,CHI,Chicago Bulls,1,1,0,4.0,100.0,41.7,58.3,50.0,2.00,13.3,28.6,71.4,50.0,9.1,40.9,44.6,126.90,100
2020-21,Pre+Season,DET,Detroit Pistons,2,1,1,5.0,35.7,21.4,14.3,0.0,0.00,0.0,0.0,100,50.0,14.3,11.1,22.3,128.86,11.1
2020-21,Pre+Season,GSW,Golden State Warriors,2,1,1,10.0,91.3,78.3,13.0,71.4,1.67,15.6,30.8,81.8,54.2,13.0,39.5,45.7,108.77,69.2
2020-21,Pre+Season,HOU,Houston Rockets,1,1,0,0.0,300.0,0.0,300.0,100,0.00,50.0,0.0,0.0,0.0,0.0,150.0,150.0,120.00,100
2020-21,Pre+Season,MEM,Memphis Grizzlies,2,1,1,6.0,88.9,129.4,-40.5,20.0,0.20,4.3,40.0,50.0,43.8,27.8,46.2,48.4,129.63,14.6
2020-21,Pre+Season,MIN,Minnesota Timberwolves,2,1,1,10.0,117.4,68.2,49.2,60.0,6.00,18.2,33.3,84.6,60.0,4.3,50.0,54.8,112.93,81.8
2020-21,Pre+Season,NYK,New York Knicks,2,1,1,5.0,140.0,41.7,98.3,100,4.00,26.7,25.0,71.4,54.5,10.0,64.3,72.6,97.60,121.4
2020-21,Pre+Season,OKC,Oklahoma City Thunder,2,1,1,7.0,41.2,68.8,-27.6,50.0,0.17,4.5,36.4,83.3,60.9,35.3,19.2,25.2,121.22,4.5
2020-21,Pre+Season,PHI,Philadelphia 76ers,1,1,0,2.0,87.5,16.7,70.8,0.0,0.00,0.0,0.0,80.0,57.1,12.5,66.7,62.1,186.15,-44.4
2020-21,Pre+Season,SAC,Sacramento Kings,1,1,0,5.0,83.3,100.0,-16.7,75.0,1.00,20.0,0.0,83.3,45.5,25.0,50.0,53.0,109.67,38.3
2020-21,Pre+Season,TOR,Toronto Raptors,1,1,0,1.0,66.7,100.0,-33.3,0.0,0.00,0.0,0.0,50.0,25.0,0.0,0.0,36.2,122.45,0.0
2020-21,Pre+Season,WAS,Washington Wizards,2,1,1,9.0,25.0,52.4,-27.4,50.0,0.17,3.4,29.4,84.6,53.3,25.0,10.5,14.5,116.34,104.5
2020-21,Pre+Season,DAL,Dallas Mavericks,1,0,1,8.0,55.6,110.0,-54.4,100,2.00,9.5,15.4,70.0,39.1,5.6,13.3,28.3,112.59,7.5
2020-21,Pre+Season,DEN,Denver Nuggets,1,0,1,5.0,72.7,83.3,-10.6,0.0,0.00,0.0,33.3,57.1,46.2,27.3,28.6,41.5,107.88,-40.0
2020-21,Pre+Season,IND,Indiana Pacers,3,0,3,11.0,76.9,144.8,-67.9,75.0,3.00,17.1,23.5,83.3,39.1,7.7,39.1,39.7,122.73,10.1
2020-21,Pre+Season,LAC,LA Clippers,1,0,1,4.0,85.7,187.5,-101.8,0.0,0.00,0.0,50.0,100,75.0,57.1,62.5,67.6,84.67,0.0
2020-21,Pre+Season,PHX,Phoenix Suns,2,0,2,10.0,85.7,133.3,-47.6,50.0,1.50,9.7,46.7,87.5,60.9,9.5,33.3,38.8,104.98,25.0
2020-21,Pre+Season,SAS,San Antonio Spurs,2,0,2,2.0,0.0,83.3,-83.3,0.0,0.00,0.0,0.0,50.0,22.2,0.0,0.0,0.0,110.77,-50.0
2020-21,Regular+Season,BKN,Brooklyn Nets,40,27,13,144.0,115.5,106.0,9.5,49.1,1.47,13.3,25.4,70.6,48.8,11.6,53.9,62.6,107.85,57.3
2020-21,Regular+Season,PHI,Philadelphia 76ers,34,25,9,136.0,108.5,97.5,11.0,51.1,0.92,12.3,38.5,65.6,53.4,17.7,50.5,59.1,101.78,63.8
2020-21,Regular+Season,PHX,Phoenix Suns,37,25,12,160.0,111.8,110.7,1.0,46.3,1.97,12.5,32.4,69.5,49.1,8.5,48.5,54.9,98.61,50.3
2020-21,Regular+Season,POR,Portland Trail Blazers,37,24,13,137.0,126.7,99.3,27.4,48.9,2.83,15.2,33.8,73.8,52.7,7.3,55.7,61.1,105.77,63.6
2020-21,Regular+Season,SAC,Sacramento Kings,42,22,20,148.0,109.0,114.1,-5.1,40.5,1.23,11.5,28.3,65.4,46.5,12.0,51.3,56.9,108.59,43.6
2020-21,Regular+Season,LAL,Los Angeles Lakers,35,21,14,140.0,112.1,100.4,11.7,53.4,1.88,15.4,33.8,74.8,52.4,11.4,51.9,55.6,95.56,57.3
2020-21,Regular+Season,IND,Indiana Pacers,40,20,20,168.0,99.4,102.2,-2.8,56.3,1.34,15.4,20.1,72.0,46.9,14.8,51.1,55.7,103.30,48.4
2020-21,Regular+Season,NYK,New York Knicks,36,20,16,162.0,108.0,95.5,12.5,49.1,1.54,13.0,25.1,75.3,50.4,10.9,49.6,56.0,99.65,58.3
2020-21,Regular+Season,MEM,Memphis Grizzlies,38,19,19,141.0,105.5,111.7,-6.2,54.3,1.50,13.8,31.1,69.4,49.2,12.4,47.6,54.0,104.55,47.7
2020-21,Regular+Season,WAS,Washington Wizards,39,19,20,169.0,113.2,108.7,4.5,45.8,1.59,13.0,29.1,76.6,53.6,10.6,51.1,58.4,110.54,51.6
2020-21,Regular+Season,ATL,Atlanta Hawks,36,18,18,129.0,114.2,116.7,-2.5,55.6,2.04,15.9,22.9,76.5,49.8,10.1,55.5,61.2,102.14,46.6
2020-21,Regular+Season,CHA,Charlotte Hornets,31,18,13,105.0,122.3,100.5,21.9,58.0,1.96,16.5,35.5,72.6,54.0,11.6,56.7,61.8,101.25,60.9
2020-21,Regular+Season,DAL,Dallas Mavericks,33,18,15,101.0,114.4,120.7,-6.3,50.6,2.11,14.2,27.5,67.0,47.6,8.8,53.1,59.4,102.49,47.9
2020-21,Regular+Season,DEN,Denver Nuggets,31,18,13,145.0,116.1,108.3,7.8,51.6,1.80,15.7,26.9,68.3,48.5,11.5,56.6,62.2,100.11,56.6
2020-21,Regular+Season,MIA,Miami Heat,34,18,16,121.0,95.3,102.4,-7.1,61.3,1.39,13.6,30.5,67.4,49.6,12.9,42.3,50.8,99.79,50.7
2020-21,Regular+Season,MIN,Minnesota Timberwolves,39,18,21,142.0,106.3,116.5,-10.2,65.7,1.60,16.5,27.6,69.7,48.4,14.0,49.4,56.4,106.20,41.3
2020-21,Regular+Season,BOS,Boston Celtics,43,17,26,151.0,101.5,111.3,-9.8,44.3,1.27,11.2,26.7,70.0,48.7,11.1,47.1,53.7,109.13,42.8
2020-21,Regular+Season,NOP,New Orleans Pelicans,39,17,22,158.0,106.6,102.6,4.1,53.4,1.37,13.0,34.6,74.0,53.9,12.7,47.5,55.2,107.33,54.0
2020-21,Regular+Season,UTA,Utah Jazz,30,17,13,90.0,117.8,107.4,10.4,51.3,1.86,14.2,33.3,66.3,49.2,10.4,53.2,59.2,103.49,57.9
2020-21,Regular+Season,GSW,Golden State Warriors,32,16,16,112.0,114.1,119.8,-5.7,55.8,1.77,15.8,35.4,67.2,50.6,12.4,51.8,56.5,104.36,46.2
2020-21,Regular+Season,LAC,LA Clippers,34,16,18,86.0,112.3,117.8,-5.5,50.0,1.55,12.7,32.6,62.9,49.2,10.7,51.0,59.4,107.69,45.6
2020-21,Regular+Season,OKC,Oklahoma City Thunder,30,16,14,105.0,101.7,103.1,-1.4,42.3,0.83,10.4,27.9,72.8,50.7,15.7,47.7,55.4,104.21,49.6
2020-21,Regular+Season,SAS,San Antonio Spurs,38,16,22,168.0,107.3,111.7,-4.4,42.4,1.47,12.2,25.0,69.0,47.5,10.5,48.2,55.9,98.98,48.3
2020-21,Regular+Season,CHI,Chicago Bulls,35,14,21,125.0,107.3,114.7,-7.4,49.5,1.20,13.1,31.5,76.1,54.2,14.3,51.1,58.1,110.38,48.2
2020-21,Regular+Season,MIL,Milwaukee Bucks,28,13,15,98.0,107.0,105.4,1.6,47.4,1.13,13.1,23.0,72.6,49.8,14.9,53.0,58.5,106.52,52.0
2020-21,Regular+Season,ORL,Orlando Magic,30,13,17,97.0,105.7,104.0,1.7,58.9,1.48,15.5,28.6,69.4,51.1,13.9,50.6,56.8,106.68,51.1
2020-21,Regular+Season,CLE,Cleveland Cavaliers,26,11,15,106.0,98.7,110.2,-11.6,50.0,0.92,12.2,24.8,70.5,47.6,16.9,49.7,56.0,101.49,42.5
2020-21,Regular+Season,TOR,Toronto Raptors,39,11,28,116.0,100.0,116.9,-16.9,61.3,1.69,14.6,25.2,71.4,44.6,11.4,46.8,52.6,107.37,33.5
2020-21,Regular+Season,DET,Detroit Pistons,32,7,25,122.0,106.6,124.3,-17.7,51.7,1.29,12.7,37.9,67.2,52.0,13.6,47.1,53.1,102.53,37.1
2020-21,Regular+Season,HOU,Houston Rockets,24,7,17,80.0,101.8,113.8,-12.0,41.3,0.83,8.8,28.7,65.6,47.4,13.5,41.6,52.6,108.12,38.0
2020-21,Playoffs,MIL,Milwaukee Bucks,9,7,2,44.0,119.1,89.3,29.8,40.5,3.00,12.1,37.5,72.5,54.2,5.6,48.2,52.0,94.26,71.0
2020-21,Playoffs,ATL,Atlanta Hawks,9,6,3,31.0,127.1,111.3,15.9,44.0,1.22,12.5,25.9,76.3,55.4,12.9,56.9,68.4,107.51,59.0
2020-21,Playoffs,PHX,Phoenix Suns,8,4,4,22.0,80.4,119.1,-38.7,54.5,0.75,10.9,14.3,62.1,42.0,17.4,38.3,50.5,102.48,23.6
2020-21,Playoffs,UTA,Utah Jazz,7,4,3,10.0,150.0,95.5,54.5,50.0,0.00,17.2,25.0,58.3,45.0,0.0,67.6,75.5,102.81,81.4
2020-21,Playoffs,DAL,Dallas Mavericks,4,3,1,12.0,120.0,65.0,55.0,87.5,2.33,19.4,30.8,90.0,56.5,12.0,50.0,60.1,89.99,93.9
2020-21,Playoffs,DEN,Denver Nuggets,4,3,1,15.0,143.8,103.4,40.3,69.2,4.50,19.6,40.0,70.6,56.3,6.3,68.0,70.8,95.88,85.0
2020-21,Playoffs,LAC,LA Clippers,11,3,8,28.0,79.6,116.9,-37.3,40.0,0.86,8.8,25.8,74.1,48.3,13.0,40.2,43.2,96.62,20.0
