SEASON,SEASON_TYPE,TEAM_ABB,TEAM_ID,TEAM_NAME,PLAYER_NAME,PLAYER_ID,GP,W,L,MIN,PASSES_MADE,PASSES_RECEIVED,AST,SECONDARY_AST,POTENTIAL_AST,AST_POINTS_CREATED,AST_ADJ,AST_TO_PASS_PCT,AST_TO_PASS_PCT_ADJ
2018-19,Playoffs,BOS,1610612738,Boston Celtics,Aron Baynes,203382,9,5,4,12.8,12.2,8.2,0.3,0.3,1.0,0.8,0.7,2.7,5.5
2018-19,Playoffs,HOU,1610612745,Houston Rockets,Austin Rivers,203085,10,6,4,21.5,17.4,16.8,1.0,0.0,2.1,2.8,1.0,5.7,5.7
2018-19,Playoffs,PHI,1610612755,Philadelphia 76ers,Ben Simmons,1627732,12,7,5,35.1,62.6,61.3,6.0,0.8,12.3,15.9,7.3,9.6,11.7
2018-19,Playoffs,DET,1610612765,Detroit Pistons,Blake Griffin,201933,2,0,2,29.0,43.5,48.0,6.0,0.5,8.5,14.5,6.5,13.8,14.9
2018-19,Playoffs,PHI,1610612755,Philadelphia 76ers,Boban Marjanovic,1626246,11,7,4,9.5,9.9,8.5,1.0,0.1,1.3,2.2,1.1,10.1,11.0
2018-19,Playoffs,IND,1610612754,Indiana Pacers,Bojan Bogdanovic,202711,4,0,4,36.9,30.0,35.8,2.8,0.3,5.8,6.8,3.0,9.2,10.0
2018-19,Playoffs,BOS,1610612738,Boston Celtics,Brad Wanamaker,202954,4,2,2,4.3,5.5,8.3,0.8,0.0,1.3,2.0,1.0,13.6,18.2
2018-19,Playoffs,MIL,1610612749,Milwaukee Bucks,Brook Lopez,201572,15,10,5,29.2,23.8,22.4,1.4,0.2,1.8,3.3,1.6,5.9,6.7
2018-19,Playoffs,DET,1610612765,Detroit Pistons,Bruce Brown,1628971,4,0,4,14.2,10.5,9.8,0.5,0.3,1.3,1.3,0.8,4.8,7.1
2018-19,Playoffs,SAS,1610612759,San Antonio Spurs,Bryn Forbes,1627854,7,3,4,30.3,20.1,20.3,1.0,0.3,1.6,2.0,1.3,5.0,6.4
2018-19,Playoffs,POR,1610612757,Portland Trail Blazers,CJ McCollum,203468,16,8,8,39.7,30.0,46.6,3.7,0.3,6.3,9.3,4.3,12.3,14.2
2018-19,Playoffs,BKN,1610612751,Brooklyn Nets,Caris LeVert,1627747,5,1,4,28.9,27.2,37.6,3.0,0.4,6.2,7.6,3.8,11.0,14.0
2018-19,Playoffs,TOR,1610612761,Toronto Raptors,Chris Boucher,1628449,2,1,1,2.0,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-19,Playoffs,HOU,1610612745,Houston Rockets,Chris Paul,101108,11,6,5,36.1,47.7,54.1,5.5,0.3,12.2,14.1,6.1,11.4,12.8
2018-19,Playoffs,HOU,1610612745,Houston Rockets,Clint Capela,203991,11,6,5,30.1,38.0,22.0,1.5,0.4,2.0,3.9,1.8,3.8,4.8
2018-19,Playoffs,IND,1610612754,Indiana Pacers,Cory Joseph,202709,4,0,4,21.2,32.3,35.5,1.0,0.3,4.3,2.3,1.3,3.1,3.9
2018-19,Playoffs,BKN,1610612751,Brooklyn Nets,D'Angelo Russell,1626156,5,1,4,29.6,41.2,58.2,3.6,0.2,9.0,9.8,4.4,8.7,10.7
2018-19,Playoffs,ORL,1610612753,Orlando Magic,D.J. Augustin,201571,5,1,4,28.2,51.6,61.8,3.8,0.2,10.2,9.0,4.0,7.4,7.8
2018-19,Playoffs,MIL,1610612749,Milwaukee Bucks,D.J. Wilson,1628391,8,6,2,5.3,6.8,5.6,0.5,0.0,0.4,1.1,0.5,7.4,7.4
2018-19,Playoffs,GSW,1610612744,Golden State Warriors,Damian Jones,1627745,4,3,1,2.0,1.5,1.8,0.0,0.0,0.3,0.0,0.0,0.0,0.0
2018-19,Playoffs,POR,1610612757,Portland Trail Blazers,Damian Lillard,203081,16,8,8,40.6,55.3,72.5,6.6,0.8,12.2,16.4,7.7,12.0,13.9
2018-19,Playoffs,BOS,1610612738,Boston Celtics,Daniel Theis,1628464,7,5,2,6.0,4.6,4.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0
2018-19,Playoffs,LAC,1610612746,Los Angeles Clippers,Danilo Gallinari,201568,6,2,4,33.6,47.0,46.3,2.7,0.3,4.7,7.2,3.2,5.7,6.7
2018-19,Playoffs,TOR,1610612761,Toronto Raptors,Danny Green,201980,24,16,8,28.5,25.0,20.3,1.1,0.3,2.3,2.6,1.4,4.3,5.7
2018-19,Playoffs,SAS,1610612759,San Antonio Spurs,Dante Cunningham,201967,5,2,3,2.6,4.0,1.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0
2018-19,Playoffs,HOU,1610612745,Houston Rockets,Danuel House Jr.,1627863,7,4,3,20.1,16.7,12.6,0.1,0.0,0.7,0.3,0.1,0.9,0.9
2018-19,Playoffs,IND,1610612754,Indiana Pacers,Darren Collison,201954,4,0,4,29.2,48.3,60.8,4.0,0.8,10.3,9.3,5.0,8.3,10.4
2018-19,Playoffs,SAS,1610612759,San Antonio Spurs,Davis Bertans,202722,5,2,3,15.8,13.2,9.2,1.0,0.0,1.8,2.0,1.0,7.6,7.6
2018-19,Playoffs,SAS,1610612759,San Antonio Spurs,DeMar DeRozan,201942,7,3,4,35.8,32.3,46.6,4.6,0.1,8.4,11.3,5.0,14.2,15.5
2018-19,Playoffs,GSW,1610612744,Golden State Warriors,DeMarcus Cousins,202326,8,3,5,16.6,24.4,25.1,2.4,0.3,4.6,5.8,2.8,9.7,11.3
2018-19,Playoffs,BKN,1610612751,Brooklyn Nets,DeMarre Carroll,201960,5,1,4,23.9,22.6,18.6,0.4,0.4,2.6,1.4,1.0,1.8,4.4
2018-19,Playoffs,OKC,1610612760,Oklahoma City Thunder,Dennis Schröder,203471,5,1,4,30.1,26.0,34.8,3.4,0.4,7.6,8.4,3.8,13.1,14.6
2018-19,Playoffs,OKC,1610612760,Oklahoma City Thunder,Deonte Burton,1629126,3,1,2,1.5,1.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-19,Playoffs,UTA,1610612762,Utah Jazz,Derrick Favors,202324,5,1,4,20.6,23.0,17.6,0.8,0.2,1.4,2.0,1.0,3.5,4.3
2018-19,Playoffs,SAS,1610612759,San Antonio Spurs,Derrick White,1628401,7,3,4,27.2,41.9,47.6,3.0,0.6,6.3,7.1,3.6,7.2,8.5
2018-19,Playoffs,IND,1610612754,Indiana Pacers,Domantas Sabonis,1627734,4,0,4,24.0,47.0,35.5,4.0,0.5,7.3,9.3,4.3,8.5,9.0
2018-19,Playoffs,SAS,1610612759,San Antonio Spurs,Donatas Motiejunas,202700,5,2,3,3.7,4.8,4.4,0.4,0.0,0.6,1.2,0.4,8.3,8.3
2018-19,Playoffs,UTA,1610612762,Utah Jazz,Donovan Mitchell,1628378,5,1,4,38.6,36.4,58.0,3.2,0.6,10.0,7.8,3.8,8.8,10.4
2018-19,Playoffs,IND,1610612754,Indiana Pacers,Doug McDermott,203926,3,0,3,9.7,7.0,6.7,1.3,0.3,1.0,3.7,1.7,19.0,23.8
2018-19,Playoffs,GSW,1610612744,Golden State Warriors,Draymond Green,203110,22,14,8,38.7,74.5,56.9,8.5,1.0,15.7,20.7,10.0,11.4,13.4
2018-19,Playoffs,BKN,1610612751,Brooklyn Nets,Dzanan Musa,1629058,2,0,2,7.3,2.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2018-19,Playoffs,BKN,1610612751,Brooklyn Nets,Ed Davis,202334,3,1,2,13.6,18.0,10.7,0.7,0.0,1.7,2.7,1.0,3.7,5.6
2018-19,Playoffs,IND,1610612754,Indiana Pacers,Edmond Sumner,1628410,1,0,1,1.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-19,Playoffs,UTA,1610612762,Utah Jazz,Ekpe Udoh,202327,2,0,2,3.1,2.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-19,Playoffs,POR,1610612757,Portland Trail Blazers,Enes Freedom,202683,16,8,8,28.8,22.8,18.9,1.2,0.1,2.1,3.0,1.3,5.2,5.8
2018-19,Playoffs,MIL,1610612749,Milwaukee Bucks,Eric Bledsoe,202339,15,10,5,28.2,36.7,47.3,4.3,0.1,9.3,11.3,4.8,11.6,13.1
2018-19,Playoffs,HOU,1610612745,Houston Rockets,Eric Gordon,201569,11,6,5,37.2,20.9,28.7,1.3,0.2,2.5,3.7,1.6,6.1,7.8
2018-19,Playoffs,TOR,1610612761,Toronto Raptors,Eric Moreland,203961,8,6,2,3.5,5.1,3.4,0.4,0.0,0.9,0.9,0.4,7.3,7.3
2018-19,Playoffs,MIL,1610612749,Milwaukee Bucks,Ersan Ilyasova,101141,15,10,5,18.2,19.3,14.4,1.4,0.3,1.7,3.5,1.7,7.3,9.0
2018-19,Playoffs,ORL,1610612753,Orlando Magic,Evan Fournier,203095,5,1,4,35.0,29.8,36.8,2.0,0.6,6.0,5.2,2.6,6.7,8.7
2018-19,Playoffs,POR,1610612757,Portland Trail Blazers,Evan Turner,202323,16,8,8,15.3,27.2,20.4,2.2,0.4,4.4,5.5,2.6,8.0,9.7
2018-19,Playoffs,TOR,1610612761,Toronto Raptors,Fred VanVleet,1627832,24,16,8,24.7,33.5,37.0,2.6,0.5,5.8,5.9,3.0,7.7,9.1
2018-19,Playoffs,PHI,1610612755,Philadelphia 76ers,Furkan Korkmaz,1627788,4,3,1,8.9,6.8,10.8,1.3,0.0,1.3,3.3,1.3,18.5,18.5
2018-19,Playoffs,LAC,1610612746,Los Angeles Clippers,Garrett Temple,202066,6,2,4,10.5,6.8,6.3,0.3,0.0,0.3,0.8,0.3,4.9,4.9
2018-19,Playoffs,HOU,1610612745,Houston Rockets,Gary Clark,1629109,2,1,1,1.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-19,Playoffs,DEN,1610612743,Denver Nuggets,Gary Harris,203914,14,7,7,37.0,26.1,33.1,2.3,0.5,4.4,5.4,2.9,8.7,10.9
2018-19,Playoffs,MIL,1610612749,Milwaukee Bucks,George Hill,201588,15,10,5,26.3,30.5,32.3,2.8,0.2,3.9,6.9,3.0,9.2,9.8
2018-19,Playoffs,UTA,1610612762,Utah Jazz,Georges Niang,1627777,5,1,4,11.0,12.0,9.2,1.0,0.0,1.0,2.6,1.0,8.3,8.3
2018-19,Playoffs,HOU,1610612745,Houston Rockets,Gerald Green,101123,11,6,5,8.8,5.1,5.4,0.1,0.0,0.1,0.3,0.1,1.8,1.8
2018-19,Playoffs,MIL,1610612749,Milwaukee Bucks,Giannis Antetokounmpo,203507,15,10,5,34.3,53.2,51.5,4.9,0.9,11.2,13.2,5.9,9.1,11.2
2018-19,Playoffs,DET,1610612765,Detroit Pistons,Glenn Robinson III,203922,3,0,3,11.9,16.3,12.0,0.7,0.0,1.7,1.7,0.7,4.1,4.1
2018-19,Playoffs,BOS,1610612738,Boston Celtics,Gordon Hayward,202330,9,5,4,29.6,31.8,29.6,2.4,1.0,5.2,6.0,3.4,7.7,10.8
2018-19,Playoffs,UTA,1610612762,Utah Jazz,Grayson Allen,1628960,2,0,2,7.0,6.5,10.5,0.0,0.5,0.5,0.0,0.5,0.0,7.7
2018-19,Playoffs,PHI,1610612755,Philadelphia 76ers,Greg Monroe,202328,10,6,4,9.0,13.1,10.6,0.4,0.3,1.0,0.8,0.7,3.1,5.3
2018-19,Playoffs,BOS,1610612738,Boston Celtics,Guerschon Yabusele,1627824,4,2,2,3.5,3.8,3.3,0.3,0.0,0.3,0.8,0.3,6.7,6.7
2018-19,Playoffs,HOU,1610612745,Houston Rockets,Iman Shumpert,202697,8,4,4,13.7,9.6,8.0,0.3,0.3,0.6,0.6,0.5,2.6,5.2
2018-19,Playoffs,HOU,1610612745,Houston Rockets,Isaiah Hartenstein,1628392,2,1,1,1.1,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-19,Playoffs,DET,1610612765,Detroit Pistons,Ish Smith,202397,4,0,4,20.2,36.3,40.0,3.5,0.3,9.8,9.8,4.3,9.7,11.7
2018-19,Playoffs,LAC,1610612746,Los Angeles Clippers,Ivica Zubac,1627826,4,1,3,9.7,16.8,11.3,0.3,0.0,1.5,1.0,0.5,1.5,3.0
2018-19,Playoffs,PHI,1610612755,Philadelphia 76ers,JJ Redick,200755,12,7,5,31.3,18.3,28.9,1.6,0.2,3.5,3.9,1.8,8.7,10.0
2018-19,Playoffs,LAC,1610612746,Los Angeles Clippers,JaMychal Green,203210,6,2,4,23.5,35.0,25.8,0.8,0.3,2.2,2.2,1.2,2.4,3.3
2018-19,Playoffs,GSW,1610612744,Golden State Warriors,Jacob Evans,1628980,7,5,2,2.5,2.4,2.7,0.1,0.1,0.0,0.3,0.3,5.9,11.8
2018-19,Playoffs,UTA,1610612762,Utah Jazz,Jae Crowder,203109,5,1,4,26.0,30.4,23.6,0.8,0.6,2.2,2.6,1.8,2.6,5.9
2018-19,Playoffs,POR,1610612757,Portland Trail Blazers,Jake Layman,1627774,6,3,3,3.4,2.8,2.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0
2018-19,Playoffs,SAS,1610612759,San Antonio Spurs,Jakob Poeltl,1627751,7,3,4,25.3,29.7,15.9,1.7,0.1,2.6,4.4,2.1,5.8,7.2
2018-19,Playoffs,DEN,1610612743,Denver Nuggets,Jamal Murray,1627750,14,7,7,36.3,62.5,76.6,4.7,1.5,8.6,12.3,6.9,7.5,11.1
2018-19,Playoffs,PHI,1610612755,Philadelphia 76ers,James Ennis III,203516,11,7,4,21.1,15.1,16.0,1.1,0.4,2.1,2.8,1.5,7.2,10.2
2018-19,Playoffs,HOU,1610612745,Houston Rockets,James Harden,201935,11,6,5,38.6,47.7,68.5,6.6,0.7,12.0,17.1,7.7,13.9,16.2
2018-19,Playoffs,BKN,1610612751,Brooklyn Nets,Jared Dudley,201162,4,1,3,20.6,32.0,20.5,2.8,0.0,4.8,5.3,2.5,8.6,7.8
2018-19,Playoffs,ORL,1610612753,Orlando Magic,Jarell Martin,1626185,3,0,3,6.1,5.0,5.3,0.3,0.0,0.7,0.7,0.3,6.7,6.7
2018-19,Playoffs,DEN,1610612743,Denver Nuggets,Jarred Vanderbilt,1629020,3,1,2,1.6,1.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-19,Playoffs,BKN,1610612751,Brooklyn Nets,Jarrett Allen,1628386,5,1,4,22.0,27.6,22.4,2.2,0.0,2.6,5.4,2.2,8.0,8.0
2018-19,Playoffs,BOS,1610612738,Boston Celtics,Jaylen Brown,1627759,9,5,4,30.4,18.9,22.1,1.1,0.6,2.2,3.1,1.7,5.9,8.8
2018-19,Playoffs,BOS,1610612738,Boston Celtics,Jayson Tatum,1628369,9,5,4,32.8,29.8,28.4,1.9,0.4,3.2,4.7,2.3,6.3,7.8
2018-19,Playoffs,OKC,1610612760,Oklahoma City Thunder,Jerami Grant,203924,5,1,4,35.2,39.8,15.6,0.8,0.4,1.4,2.4,1.2,2.0,3.0
2018-19,Playoffs,TOR,1610612761,Toronto Raptors,Jeremy Lin,202391,8,7,1,3.4,5.4,7.0,0.5,0.0,1.8,1.3,0.5,9.3,9.3
2018-19,Playoffs,ORL,1610612753,Orlando Magic,Jerian Grant,1626170,3,0,3,4.7,6.0,8.7,1.0,0.0,2.3,2.0,1.0,16.7,16.7
2018-19,Playoffs,LAC,1610612746,Los Angeles Clippers,Jerome Robinson,1629010,5,1,4,9.2,8.0,9.4,1.4,0.2,2.8,3.2,1.6,17.5,20.0
2018-19,Playoffs,PHI,1610612755,Philadelphia 76ers,Jimmy Butler III,202710,12,7,5,35.1,38.4,44.3,5.2,0.2,8.4,13.1,5.4,13.4,14.1
2018-19,Playoffs,TOR,1610612761,Toronto Raptors,Jodie Meeks,201975,14,9,5,4.8,3.4,4.5,0.1,0.1,0.4,0.2,0.1,2.1,4.3
2018-19,Playoffs,BKN,1610612751,Brooklyn Nets,Joe Harris,203925,5,1,4,29.9,21.8,22.0,0.6,0.4,0.8,1.6,1.2,2.8,5.5
2018-19,Playoffs,UTA,1610612762,Utah Jazz,Joe Ingles,204060,5,1,4,30.1,34.6,33.6,5.0,0.2,9.0,12.0,5.4,14.5,15.6
2018-19,Playoffs,PHI,1610612755,Philadelphia 76ers,Joel Embiid,203954,11,6,5,30.4,45.5,45.1,3.4,0.1,7.1,7.9,3.4,7.4,7.4
2018-19,Playoffs,DET,1610612765,Detroit Pistons,Jon Leuer,202720,1,0,1,4.9,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-19,Playoffs,PHI,1610612755,Philadelphia 76ers,Jonah Bolden,1628413,10,7,3,7.9,10.9,8.2,0.3,0.0,0.8,0.7,0.3,2.8,2.8
2018-19,Playoffs,GSW,1610612744,Golden State Warriors,Jonas Jerebko,201973,16,11,5,7.6,11.7,8.5,0.8,0.1,1.1,1.8,0.8,6.4,7.0
2018-19,Playoffs,ORL,1610612753,Orlando Magic,Jonathan Isaac,1628371,5,1,4,27.3,34.4,19.4,0.4,0.0,1.8,1.0,0.4,1.2,1.2
2018-19,Playoffs,PHI,1610612755,Philadelphia 76ers,Jonathon Simmons,203613,7,5,2,7.4,5.3,7.9,0.3,0.0,1.0,0.9,0.3,5.4,5.4
2018-19,Playoffs,GSW,1610612744,Golden State Warriors,Jordan Bell,1628395,15,11,4,7.0,9.7,7.8,0.7,0.2,1.3,2.0,1.0,7.5,10.3
2018-19,Playoffs,DET,1610612765,Detroit Pistons,Jose Calderon,101181,3,0,3,3.2,6.7,6.7,1.7,0.0,2.3,4.0,1.7,25.0,25.0
2018-19,Playoffs,DEN,1610612743,Denver Nuggets,Juancho Hernangomez,1627823,5,3,2,2.9,2.2,2.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
2018-19,Playoffs,TOR,1610612761,Toronto Raptors,Kawhi Leonard,202695,24,16,8,39.1,36.6,48.5,3.9,1.0,8.4,10.5,5.2,10.7,14.1
2018-19,Playoffs,HOU,1610612745,Houston Rockets,Kenneth Faried,202702,6,4,2,9.4,13.3,7.8,0.3,0.2,1.0,1.2,0.7,2.5,5.0
2018-19,Playoffs,GSW,1610612744,Golden State Warriors,Kevin Durant,201142,12,8,4,36.8,38.4,52.5,4.5,0.7,8.4,11.4,5.5,11.7,14.3
2018-19,Playoffs,GSW,1610612744,Golden State Warriors,Kevon Looney,1626172,21,14,7,20.5,19.9,16.1,1.0,0.6,2.0,2.3,1.6,4.8,8.1
2018-19,Playoffs,ORL,1610612753,Orlando Magic,Khem Birch,203920,5,1,4,18.3,16.6,12.4,0.8,0.0,1.0,1.8,0.8,4.8,4.8
2018-19,Playoffs,MIL,1610612749,Milwaukee Bucks,Khris Middleton,203114,15,10,5,34.4,37.5,44.6,4.4,0.7,6.8,10.3,5.4,11.7,14.4
2018-19,Playoffs,DET,1610612765,Detroit Pistons,Khyri Thomas,1629017,3,0,3,5.0,3.7,6.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
2018-19,Playoffs,GSW,1610612744,Golden State Warriors,Klay Thompson,202691,21,14,7,39.0,27.0,39.5,2.1,0.5,4.0,5.1,2.7,7.8,10.1
2018-19,Playoffs,UTA,1610612762,Utah Jazz,Kyle Korver,2594,4,1,3,7.4,3.8,4.5,0.0,0.0,0.8,0.3,0.3,0.0,6.7
2018-19,Playoffs,TOR,1610612761,Toronto Raptors,Kyle Lowry,200768,24,16,8,37.5,67.0,69.3,6.6,0.8,12.3,15.8,7.5,9.9,11.3
2018-19,Playoffs,IND,1610612754,Indiana Pacers,Kyle O'Quinn,203124,1,0,1,1.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-19,Playoffs,BOS,1610612738,Boston Celtics,Kyrie Irving,202681,9,5,4,36.7,53.0,66.1,7.0,0.4,10.6,17.7,7.4,13.2,14.0
2018-19,Playoffs,SAS,1610612759,San Antonio Spurs,LaMarcus Aldridge,200746,7,3,4,34.9,35.1,38.1,2.7,0.3,3.7,6.4,3.0,7.7,8.5
2018-19,Playoffs,LAC,1610612746,Los Angeles Clippers,Landry Shamet,1629013,6,2,4,29.0,21.0,22.8,1.7,0.0,2.8,4.3,1.7,7.9,7.9
2018-19,Playoffs,DET,1610612765,Detroit Pistons,Langston Galloway,204038,4,0,4,27.5,26.8,21.0,1.0,0.0,1.3,2.5,1.0,3.7,3.7
2018-19,Playoffs,SAS,1610612759,San Antonio Spurs,Lonnie Walker IV,1629022,6,3,3,3.5,2.8,4.2,0.5,0.0,0.8,1.3,0.5,17.6,17.6
2018-19,Playoffs,LAC,1610612746,Los Angeles Clippers,Lou Williams,101150,6,2,4,29.4,47.8,64.8,7.7,0.2,11.2,17.8,8.0,16.0,16.7
2018-19,Playoffs,DET,1610612765,Detroit Pistons,Luke Kennard,1628379,4,0,4,33.2,30.3,27.5,1.8,0.8,4.8,4.5,2.8,5.8,9.1
2018-19,Playoffs,MIL,1610612749,Milwaukee Bucks,Malcolm Brogdon,1627763,7,3,4,28.3,35.3,34.6,3.4,0.4,6.0,8.6,4.7,9.7,13.4
2018-19,Playoffs,TOR,1610612761,Toronto Raptors,Malcolm Miller,1626259,10,7,3,2.8,2.9,2.3,0.1,0.0,0.0,0.2,0.1,3.4,3.4
2018-19,Playoffs,DEN,1610612743,Denver Nuggets,Malik Beasley,1627736,14,7,7,20.1,13.4,15.4,1.0,0.1,1.6,2.8,1.2,7.4,9.0
2018-19,Playoffs,TOR,1610612761,Toronto Raptors,Marc Gasol,201188,24,16,8,30.6,44.8,36.6,3.0,0.3,4.8,8.1,3.7,6.8,8.2
2018-19,Playoffs,SAS,1610612759,San Antonio Spurs,Marco Belinelli,201158,7,3,4,18.8,13.4,14.1,1.1,0.1,2.4,2.6,1.4,8.5,10.6
2018-19,Playoffs,BOS,1610612738,Boston Celtics,Marcus Morris Sr.,202694,9,5,4,28.3,28.4,21.7,1.2,0.3,3.4,3.3,1.7,4.3,5.9
2018-19,Playoffs,BOS,1610612738,Boston Celtics,Marcus Smart,203935,2,0,2,16.2,17.0,22.0,2.0,0.0,4.5,4.5,2.0,11.8,11.8
2018-19,Playoffs,OKC,1610612760,Oklahoma City Thunder,Markieff Morris,202693,5,1,4,11.8,11.0,7.8,1.0,0.0,1.2,2.2,1.0,9.1,9.1
2018-19,Playoffs,DEN,1610612743,Denver Nuggets,Mason Plumlee,203486,14,7,7,15.6,15.5,10.1,1.5,0.1,2.6,3.8,1.6,9.7,10.6
2018-19,Playoffs,POR,1610612757,Portland Trail Blazers,Maurice Harkless,203090,16,8,8,24.2,21.7,14.8,1.4,0.0,1.9,3.4,1.6,6.6,7.2
2018-19,Playoffs,ORL,1610612753,Orlando Magic,Melvin Frazier Jr.,1628982,3,0,3,4.9,3.0,3.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0
2018-19,Playoffs,POR,1610612757,Portland Trail Blazers,Meyers Leonard,203086,11,5,6,15.5,21.4,19.2,1.1,0.3,3.1,2.9,1.5,5.1,6.8
2018-19,Playoffs,ORL,1610612753,Orlando Magic,Michael Carter-Williams,203487,5,1,4,18.5,32.8,35.8,2.4,0.0,8.0,6.4,2.6,7.3,7.9
2018-19,Playoffs,PHI,1610612755,Philadelphia 76ers,Mike Scott,203118,10,6,4,19.3,20.8,13.1,0.5,0.2,0.6,1.2,0.7,2.4,3.4
2018-19,Playoffs,DEN,1610612743,Denver Nuggets,Monte Morris,1628420,14,7,7,16.0,26.4,28.8,2.6,0.1,3.5,6.4,2.9,9.8,11.1
2018-19,Playoffs,LAC,1610612746,Los Angeles Clippers,Montrezl Harrell,1626149,6,2,4,26.3,33.3,31.2,2.2,0.0,3.0,5.2,2.2,6.5,6.5
2018-19,Playoffs,IND,1610612754,Indiana Pacers,Myles Turner,1626167,4,0,4,31.5,30.5,22.8,1.5,0.3,2.5,4.0,1.8,4.9,5.7
2018-19,Playoffs,HOU,1610612745,Houston Rockets,Nene,2403,7,3,4,7.5,10.9,6.0,0.4,0.0,1.1,1.1,0.6,3.9,5.3
2018-19,Playoffs,OKC,1610612760,Oklahoma City Thunder,Nerlens Noel,203457,5,1,4,12.1,11.6,6.6,0.0,0.0,0.6,0.2,0.2,0.0,1.7
2018-19,Playoffs,DEN,1610612743,Denver Nuggets,Nikola Jokić,203999,14,7,7,39.7,98.2,81.7,8.4,0.5,14.0,20.9,9.6,8.6,9.8
2018-19,Playoffs,MIL,1610612749,Milwaukee Bucks,Nikola Mirotic,202703,14,10,4,21.3,20.7,17.6,0.7,0.0,1.9,1.9,0.7,3.4,3.4
2018-19,Playoffs,ORL,1610612753,Orlando Magic,Nikola Vučević,202696,5,1,4,29.5,40.6,37.6,3.0,0.2,6.4,7.8,3.4,7.4,8.4
2018-19,Playoffs,TOR,1610612761,Toronto Raptors,Norman Powell,1626181,23,15,8,15.9,14.6,15.4,1.1,0.3,2.1,2.8,1.4,7.8,9.6
2018-19,Playoffs,HOU,1610612745,Houston Rockets,P.J. Tucker,200782,11,6,5,38.7,27.6,18.9,1.7,0.4,2.7,4.2,2.2,6.3,7.9
2018-19,Playoffs,TOR,1610612761,Toronto Raptors,Pascal Siakam,1627783,24,16,8,37.1,44.0,42.5,2.8,0.3,5.5,7.2,3.2,6.3,7.2
2018-19,Playoffs,MIL,1610612749,Milwaukee Bucks,Pat Connaughton,1626192,15,10,5,21.6,22.9,16.2,1.4,0.2,2.9,3.5,1.7,6.1,7.6
2018-19,Playoffs,LAC,1610612746,Los Angeles Clippers,Patrick Beverley,201976,6,2,4,32.4,54.0,43.5,4.7,0.8,8.7,11.8,5.7,8.6,10.5
2018-19,Playoffs,TOR,1610612761,Toronto Raptors,Patrick McCaw,1627775,11,8,3,4.4,4.7,3.3,0.4,0.1,0.6,1.0,0.5,7.7,9.6
2018-19,Playoffs,SAS,1610612759,San Antonio Spurs,Patty Mills,201988,7,3,4,21.8,28.9,32.3,3.6,0.1,5.3,8.0,3.9,12.4,13.4
2018-19,Playoffs,OKC,1610612760,Oklahoma City Thunder,Paul George,202331,5,1,4,40.8,31.0,46.2,3.6,0.8,7.4,10.0,4.8,11.6,15.5
2018-19,Playoffs,DEN,1610612743,Denver Nuggets,Paul Millsap,200794,14,7,7,33.5,27.0,25.4,0.8,0.2,2.5,2.1,1.1,2.9,4.0
2018-19,Playoffs,SAS,1610612759,San Antonio Spurs,Quincy Pondexter,202347,5,2,3,2.4,2.2,2.8,0.4,0.2,0.6,1.0,0.6,18.2,27.3
2018-19,Playoffs,GSW,1610612744,Golden State Warriors,Quinn Cook,1626188,17,11,6,11.4,15.9,17.4,0.7,0.2,1.7,1.9,1.0,4.4,6.3
2018-19,Playoffs,UTA,1610612762,Utah Jazz,Raul Neto,203526,3,0,3,6.5,11.0,10.3,0.3,0.0,2.3,0.7,0.3,3.0,3.0
2018-19,Playoffs,OKC,1610612760,Oklahoma City Thunder,Raymond Felton,101109,5,1,4,11.4,8.6,9.0,0.6,0.0,1.0,1.0,0.4,7.0,4.7
2018-19,Playoffs,DET,1610612765,Detroit Pistons,Reggie Jackson,202704,4,0,4,26.9,50.0,58.0,7.0,1.0,13.0,18.0,8.5,14.0,17.0
2018-19,Playoffs,UTA,1610612762,Utah Jazz,Ricky Rubio,201937,5,1,4,33.5,52.0,60.6,8.6,0.4,13.4,20.6,9.2,16.5,17.7
2018-19,Playoffs,BOS,1610612738,Boston Celtics,Robert Williams III,1629057,3,2,1,4.2,4.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-19,Playoffs,BKN,1610612751,Brooklyn Nets,Rodions Kurucs,1629066,4,1,3,17.1,19.3,9.8,0.8,0.0,2.3,1.5,0.8,3.9,3.9
