SEASON,SEASON_TYPE,TEAM_ABB,TEAM_ID,TEAM_NAME,PLAYER_NAME,PLAYER_ID,GP,W,L,MIN,PASSES_MADE,PASSES_RECEIVED,AST,SECONDARY_AST,POTENTIAL_AST,AST_POINTS_CREATED,AST_ADJ,AST_TO_PASS_PCT,AST_TO_PASS_PCT_ADJ
2020-21,PlayIn,SAS,1610612759,San Antonio Spurs,Rudy Gay,200752,1,0,1,27.1,29.0,32.0,1.0,0.0,3.0,3.0,1.0,3.4,3.4
2020-21,PlayIn,WAS,1610612764,Washington Wizards,Rui Hachimura,1629060,2,1,1,21.0,18.0,15.5,1.0,0.0,1.5,3.0,1.0,5.6,5.6
2020-21,PlayIn,WAS,1610612764,Washington Wizards,Russell Westbrook,201566,2,1,1,35.0,58.5,66.0,10.0,0.5,18.0,25.0,12.0,17.1,20.5
2020-21,PlayIn,BOS,1610612738,Boston Celtics,Semi Ojeleye,1628400,1,1,0,8.4,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-21,PlayIn,GSW,1610612744,Golden State Warriors,Stephen Curry,201939,2,0,2,44.0,55.5,80.5,4.0,1.5,10.5,9.5,6.0,7.2,10.8
2020-21,PlayIn,IND,1610612754,Indiana Pacers,T.J. McConnell,204456,2,1,1,23.6,54.0,50.0,4.0,0.5,9.0,10.5,5.0,7.4,9.3
2020-21,PlayIn,LAL,1610612747,Los Angeles Lakers,Talen Horton-Tucker,1629659,1,1,0,5.8,8.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-21,PlayIn,CHA,1610612766,Charlotte Hornets,Terry Rozier,1626179,1,0,1,34.8,44.0,52.0,6.0,0.0,10.0,15.0,6.0,13.6,13.6
2020-21,PlayIn,BOS,1610612738,Boston Celtics,Tremont Waters,1629682,1,1,0,1.9,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-21,PlayIn,BOS,1610612738,Boston Celtics,Tristan Thompson,202684,1,1,0,29.6,35.0,30.0,2.0,0.0,2.0,5.0,2.0,5.7,5.7
2020-21,PlayIn,MEM,1610612763,Memphis Grizzlies,Tyus Jones,1626145,2,2,0,7.3,10.5,12.0,0.5,0.0,1.5,1.5,0.5,4.8,4.8
2020-21,PlayIn,CHA,1610612766,Charlotte Hornets,Vernon Carey Jr.,1630176,1,0,1,5.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-21,PlayIn,LAL,1610612747,Los Angeles Lakers,Wesley Matthews,202083,1,1,0,14.5,10.0,11.0,1.0,0.0,0.0,2.0,1.0,10.0,10.0
2020-21,PlayIn,MEM,1610612763,Memphis Grizzlies,Xavier Tillman,1630214,2,2,0,16.7,20.0,15.0,0.5,0.0,2.5,1.5,0.5,2.5,2.5
2021-22,Regular+Season,DEN,1610612743,Denver Nuggets,Aaron Gordon,203932,75,46,29,31.7,26.9,30.4,2.5,0.5,4.4,6.1,3.2,9.3,11.8
2021-22,Regular+Season,PHI,1610612755,Philadelphia 76ers,Aaron Henry,1630565,6,6,0,2.8,1.2,1.8,0.0,0.0,0.2,0.3,0.2,0.0,14.3
2021-22,Regular+Season,PHX,1610612756,Phoenix Suns,Aaron Holiday,1628988,63,34,29,16.2,23.5,25.8,2.4,0.4,4.8,6.3,3.0,10.3,13.0
2021-22,Regular+Season,BOS,1610612738,Boston Celtics,Aaron Nesmith,1630174,52,32,20,11.0,10.9,8.3,0.4,0.1,0.9,0.9,0.5,3.9,4.6
2021-22,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Aaron Wiggins,1630598,50,13,37,24.2,16.1,17.7,1.4,0.1,2.6,3.4,1.5,8.4,9.6
2021-22,Regular+Season,PHX,1610612756,Phoenix Suns,Abdel Nader,1627846,14,11,3,10.4,5.9,6.0,0.5,0.0,0.9,1.4,0.5,8.4,8.4
2021-22,Regular+Season,SAC,1610612758,Sacramento Kings,Ade Murkey,1630278,1,0,1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Regular+Season,ORL,1610612753,Orlando Magic,Admiral Schofield,1629678,38,10,28,12.3,14.7,9.7,0.7,0.0,1.3,1.8,0.8,4.5,5.2
2021-22,Regular+Season,IND,1610612754,Indiana Pacers,Ahmad Caver,1629958,1,0,1,0.9,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,100
2021-22,Regular+Season,BOS,1610612738,Boston Celtics,Al Horford,201143,68,46,22,29.0,39.2,31.0,3.4,0.4,5.6,8.6,4.1,8.7,10.4
2021-22,Regular+Season,NYK,1610612752,New York Knicks,Alec Burks,202692,80,36,44,28.5,42.2,39.7,2.9,0.3,5.4,7.5,3.4,6.9,8.1
2021-22,Regular+Season,ORL,1610612753,Orlando Magic,Aleem Ford,1630758,5,2,3,14.7,13.4,9.4,0.4,0.0,0.8,0.8,0.4,3.0,3.0
2021-22,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Aleksej Pokusevski,1630197,61,19,42,20.2,28.1,24.3,2.1,0.2,4.0,5.8,2.6,7.6,9.3
2021-22,Regular+Season,CHI,1610612741,Chicago Bulls,Alex Caruso,1627936,41,24,17,28.0,40.7,34.2,4.0,0.3,6.8,10.5,4.9,9.9,12.0
2021-22,Regular+Season,SAC,1610612758,Sacramento Kings,Alex Len,203458,39,17,22,15.9,17.8,14.5,1.2,0.2,1.9,3.0,1.3,6.5,7.3
2021-22,Regular+Season,CHI,1610612741,Chicago Bulls,Alfonzo McKinnie,1628035,17,8,9,12.1,9.0,7.3,0.3,0.0,0.5,0.6,0.3,3.3,3.3
2021-22,Regular+Season,NOP,1610612740,New Orleans Pelicans,Alize Johnson,1628993,23,14,9,7.3,8.3,4.7,0.4,0.2,0.7,1.0,0.7,4.7,7.9
2021-22,Regular+Season,HOU,1610612745,Houston Rockets,Alperen Sengun,1630578,72,18,54,20.7,26.1,25.6,2.6,0.2,4.9,6.8,3.1,9.9,11.7
2021-22,Regular+Season,LAC,1610612746,Los Angeles Clippers,Amir Coffey,1629599,68,33,35,22.7,20.2,20.4,1.8,0.3,3.2,4.8,2.2,9.0,10.9
2021-22,Regular+Season,BKN,1610612751,Brooklyn Nets,Andre Drummond,203083,73,42,31,19.7,20.5,16.8,1.8,0.2,2.9,4.6,2.1,8.8,10.2
2021-22,Regular+Season,GSW,1610612744,Golden State Warriors,Andre Iguodala,2738,30,20,10,19.4,30.9,25.5,3.6,0.2,6.4,9.2,4.1,11.6,13.4
2021-22,Regular+Season,GSW,1610612744,Golden State Warriors,Andrew Wiggins,203952,72,47,25,31.9,28.5,34.4,2.2,0.5,4.7,6.0,3.0,7.8,10.4
2021-22,Regular+Season,POR,1610612757,Portland Trail Blazers,Anfernee Simons,1629014,57,25,32,29.5,42.2,52.8,3.9,0.6,8.4,10.3,5.0,9.2,11.9
2021-22,Regular+Season,LAL,1610612747,Los Angeles Lakers,Anthony Davis,203076,40,17,23,35.1,44.6,44.9,3.1,0.4,6.0,8.2,3.7,6.8,8.3
2021-22,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Anthony Edwards,1630162,72,39,33,34.3,38.3,47.8,3.8,0.7,7.9,9.9,4.6,10.0,11.9
2021-22,Regular+Season,WAS,1610612764,Washington Wizards,Anthony Gill,1630264,44,15,29,10.5,8.3,8.0,0.6,0.1,1.0,1.5,0.7,7.4,7.9
2021-22,Regular+Season,HOU,1610612745,Houston Rockets,Anthony Lamb,1630237,2,0,2,3.8,7.0,5.5,1.0,0.0,1.0,1.5,1.0,14.3,14.3
2021-22,Regular+Season,TOR,1610612761,Toronto Raptors,Armoni Brooks,1629717,54,20,34,15.6,16.8,16.3,1.1,0.2,2.3,3.0,1.5,6.9,8.8
2021-22,Regular+Season,CHA,1610612766,Charlotte Hornets,Arnoldas Kulboka,1629083,2,2,0,2.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Regular+Season,LAL,1610612747,Los Angeles Lakers,Austin Reaves,1630559,61,28,33,23.2,24.3,20.2,1.8,0.3,3.6,4.7,2.3,7.4,9.4
2021-22,Regular+Season,DEN,1610612743,Denver Nuggets,Austin Rivers,203085,67,41,26,22.1,18.5,19.2,1.3,0.2,2.7,3.4,1.5,7.3,8.3
2021-22,Regular+Season,LAL,1610612747,Los Angeles Lakers,Avery Bradley,202340,62,27,35,22.7,15.9,15.3,0.8,0.1,1.8,1.9,0.9,4.8,5.9
2021-22,Regular+Season,CHI,1610612741,Chicago Bulls,Ayo Dosunmu,1630245,77,42,35,27.4,31.8,31.1,3.3,0.4,6.0,8.3,4.1,10.4,12.9
2021-22,Regular+Season,ORL,1610612753,Orlando Magic,BJ Johnson,1629168,4,2,2,16.1,11.5,10.8,0.0,0.0,1.5,0.0,0.0,0.0,0.0
2021-22,Regular+Season,MIA,1610612748,Miami Heat,Bam Adebayo,1628389,56,36,20,32.6,44.9,43.4,3.4,0.4,7.1,8.9,3.9,7.6,8.8
2021-22,Regular+Season,POR,1610612757,Portland Trail Blazers,Ben McLemore,203463,64,20,44,20.1,16.8,20.6,0.9,0.3,1.6,2.4,1.2,5.5,7.3
2021-22,Regular+Season,PHX,1610612756,Phoenix Suns,Bismack Biyombo,202687,35,29,6,14.1,15.2,10.1,0.7,0.1,1.0,1.7,0.8,4.3,5.1
2021-22,Regular+Season,BKN,1610612751,Brooklyn Nets,Blake Griffin,201933,56,29,27,17.1,22.9,18.5,1.9,0.2,3.1,4.6,2.1,8.2,9.1
2021-22,Regular+Season,DAL,1610612742,Dallas Mavericks,Boban Marjanovic,1626246,23,15,8,5.6,4.7,5.6,0.1,0.1,0.3,0.3,0.2,2.8,4.6
2021-22,Regular+Season,MIL,1610612749,Milwaukee Bucks,Bobby Portis,1626171,72,46,26,28.2,29.6,20.6,1.2,0.2,2.1,3.2,1.5,4.0,5.0
2021-22,Regular+Season,ATL,1610612737,Atlanta Hawks,Bogdan Bogdanović,203992,63,33,30,29.3,27.4,30.4,3.1,0.4,5.0,7.5,3.7,11.2,13.5
2021-22,Regular+Season,UTA,1610612762,Utah Jazz,Bojan Bogdanovic,202711,69,45,24,30.9,22.8,29.1,1.7,0.3,3.0,4.6,2.2,7.6,9.6
2021-22,Regular+Season,ORL,1610612753,Orlando Magic,Bol Bol,1629626,14,5,9,5.8,5.2,5.0,0.4,0.0,0.9,0.9,0.4,6.8,6.8
2021-22,Regular+Season,DEN,1610612743,Denver Nuggets,Bones Hyland,1630538,69,41,28,19.0,31.9,33.3,2.8,0.4,5.0,7.1,3.3,8.7,10.5
2021-22,Regular+Season,WAS,1610612764,Washington Wizards,Brad Wanamaker,202954,23,10,13,13.9,25.0,24.9,2.4,0.3,4.7,6.3,3.0,9.6,11.8
2021-22,Regular+Season,WAS,1610612764,Washington Wizards,Bradley Beal,203078,40,17,23,36.0,47.5,62.1,6.6,0.9,12.0,16.8,8.1,13.9,16.9
2021-22,Regular+Season,LAC,1610612746,Los Angeles Clippers,Brandon Boston,1630527,50,26,24,14.8,13.5,14.1,1.0,0.2,1.8,2.5,1.3,7.4,9.8
2021-22,Regular+Season,MEM,1610612763,Memphis Grizzlies,Brandon Clarke,1629634,63,43,20,19.4,17.2,16.0,1.3,0.2,2.2,3.2,1.5,7.7,8.9
2021-22,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Brandon Goodwin,1629164,36,19,17,13.9,27.8,31.0,2.5,0.4,5.3,6.9,3.3,9.1,11.9
2021-22,Regular+Season,NOP,1610612740,New Orleans Pelicans,Brandon Ingram,1627742,54,28,26,34.0,39.1,52.2,5.6,1.1,10.7,14.6,7.1,14.2,18.0
2021-22,Regular+Season,DAL,1610612742,Dallas Mavericks,Brandon Knight,202688,5,2,3,12.9,21.0,25.4,1.6,0.4,4.0,4.2,2.0,7.6,9.5
2021-22,Regular+Season,POR,1610612757,Portland Trail Blazers,Brandon Williams,1630314,24,2,22,26.7,42.1,49.3,3.9,0.4,8.6,9.9,4.6,9.3,10.9
2021-22,Regular+Season,DET,1610612765,Detroit Pistons,Braxton Key,1630296,11,5,6,17.9,23.5,17.2,1.0,0.6,2.5,2.5,1.7,4.2,7.3
2021-22,Regular+Season,BOS,1610612738,Boston Celtics,Brodric Thomas,1630271,12,8,4,5.0,5.4,5.9,0.9,0.1,1.3,2.0,0.9,16.9,16.9
2021-22,Regular+Season,MIL,1610612749,Milwaukee Bucks,Brook Lopez,201572,13,10,3,23.0,12.2,16.9,0.5,0.1,1.0,1.1,0.5,3.8,4.4
2021-22,Regular+Season,BKN,1610612751,Brooklyn Nets,Bruce Brown,1628971,72,37,35,24.6,27.9,21.9,2.1,0.3,3.5,5.2,2.4,7.4,8.5
2021-22,Regular+Season,HOU,1610612745,Houston Rockets,Bruno Fernando,1628981,30,15,15,5.1,6.5,4.5,0.2,0.0,0.4,0.5,0.3,3.6,4.1
2021-22,Regular+Season,DEN,1610612743,Denver Nuggets,Bryn Forbes,1627854,75,36,39,17.1,13.5,19.3,1.0,0.1,2.3,2.6,1.3,7.4,9.4
2021-22,Regular+Season,IND,1610612754,Indiana Pacers,Buddy Hield,1627741,80,25,55,30.9,36.8,39.2,2.8,0.5,5.2,7.2,3.7,7.6,10.0
2021-22,Regular+Season,POR,1610612757,Portland Trail Blazers,CJ Elleby,1629604,58,17,41,20.2,17.0,14.3,1.5,0.1,2.8,3.7,1.8,8.8,10.3
2021-22,Regular+Season,NOP,1610612740,New Orleans Pelicans,CJ McCollum,203468,62,28,34,34.6,42.3,57.5,5.1,0.7,10.0,13.3,6.5,12.0,15.2
2021-22,Regular+Season,BOS,1610612738,Boston Celtics,CJ Miles,101139,1,1,0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-22,Regular+Season,DET,1610612765,Detroit Pistons,Cade Cunningham,1630595,63,20,43,32.6,53.3,61.6,5.6,0.9,10.5,14.6,7.2,10.4,13.4
2021-22,Regular+Season,MIA,1610612748,Miami Heat,Caleb Martin,1628997,60,37,23,22.9,17.3,16.8,1.1,0.1,2.2,2.9,1.3,6.2,7.2
2021-22,Regular+Season,NYK,1610612752,New York Knicks,Cam Reddish,1629629,49,20,29,20.7,12.0,17.5,1.0,0.2,1.8,2.5,1.3,8.1,10.5
2021-22,Regular+Season,BKN,1610612751,Brooklyn Nets,Cam Thomas,1630560,67,32,35,17.6,15.2,16.8,1.2,0.1,2.1,2.8,1.4,7.7,8.9
2021-22,Regular+Season,PHX,1610612756,Phoenix Suns,Cameron Johnson,1629661,65,49,16,26.1,22.0,21.3,1.5,0.2,3.2,3.6,1.7,6.9,7.9
2021-22,Regular+Season,POR,1610612757,Portland Trail Blazers,Cameron McGriff,1630787,3,0,3,15.3,12.7,7.7,1.0,0.0,2.0,3.3,1.3,7.9,10.5
2021-22,Regular+Season,ATL,1610612737,Atlanta Hawks,Cameron Oliver,1628419,2,1,1,21.7,22.5,13.5,1.5,0.0,1.5,3.5,1.5,6.7,6.7
2021-22,Regular+Season,PHX,1610612756,Phoenix Suns,Cameron Payne,1626166,57,45,12,22.1,37.9,41.8,4.9,0.6,8.9,12.6,5.9,12.9,15.6
2021-22,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Caris LeVert,1627747,58,23,35,30.7,43.1,52.5,4.3,0.7,9.2,11.4,5.5,9.9,12.8
2021-22,Regular+Season,DEN,1610612743,Denver Nuggets,Carlik Jones,1630637,5,3,2,4.7,5.8,7.0,1.0,0.0,1.4,2.6,1.2,17.2,20.7
2021-22,Regular+Season,LAL,1610612747,Los Angeles Lakers,Carmelo Anthony,2546,69,27,42,26.0,21.1,23.2,1.0,0.2,1.6,2.5,1.2,4.7,5.9
2021-22,Regular+Season,DET,1610612765,Detroit Pistons,Carsen Edwards,1629035,4,1,3,19.8,29.0,33.8,3.5,0.3,4.3,8.8,3.8,12.1,12.9
2021-22,Regular+Season,DET,1610612765,Detroit Pistons,Cassius Stanley,1630199,9,3,6,17.2,12.2,12.8,0.4,0.1,1.2,1.6,0.8,3.6,6.4
2021-22,Regular+Season,WAS,1610612764,Washington Wizards,Cassius Winston,1630216,7,1,6,5.6,10.9,11.4,1.0,0.3,2.6,2.7,1.6,9.2,14.5
2021-22,Regular+Season,ATL,1610612737,Atlanta Hawks,Cat Barber,1627760,3,0,3,4.3,7.0,8.0,1.0,0.3,1.7,2.7,1.3,14.3,19.0
2021-22,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Cedi Osman,1626224,66,37,29,22.1,24.2,28.4,2.0,0.4,3.7,5.4,2.6,8.5,10.8
2021-22,Regular+Season,PHX,1610612756,Phoenix Suns,Chandler Hutchison,1628990,6,4,2,3.7,2.8,2.3,0.3,0.0,0.7,0.5,0.2,11.8,5.9
2021-22,Regular+Season,PHI,1610612755,Philadelphia 76ers,Charles Bassey,1629646,23,11,12,7.3,8.1,5.4,0.3,0.1,0.7,0.8,0.4,3.8,4.8
2021-22,Regular+Season,PHI,1610612755,Philadelphia 76ers,Charlie Brown Jr.,1629718,22,16,6,8.1,5.0,3.5,0.3,0.0,0.5,0.7,0.3,5.5,5.5
2021-22,Regular+Season,ATL,1610612737,Atlanta Hawks,Chaundee Brown Jr.,1630602,5,1,4,20.7,15.6,12.6,0.8,0.2,1.4,1.8,1.0,5.1,6.4
2021-22,Regular+Season,DET,1610612765,Detroit Pistons,Cheick Diallo,1627767,3,0,3,10.2,14.3,8.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0
2021-22,Regular+Season,SAC,1610612758,Sacramento Kings,Chimezie Metu,1629002,59,22,37,21.6,23.5,18.1,1.0,0.1,1.8,2.7,1.3,4.3,5.5
2021-22,Regular+Season,TOR,1610612761,Toronto Raptors,Chris Boucher,1628449,80,48,32,21.1,16.9,13.8,0.3,0.1,0.8,0.8,0.4,1.8,2.4
2021-22,Regular+Season,GSW,1610612744,Golden State Warriors,Chris Chiozza,1629185,33,21,12,11.2,21.6,21.5,1.9,0.1,3.8,4.9,2.2,8.8,9.9
2021-22,Regular+Season,IND,1610612754,Indiana Pacers,Chris Duarte,1630537,55,21,34,28.0,33.8,35.0,2.1,0.3,3.9,5.5,2.7,6.1,8.0
2021-22,Regular+Season,PHX,1610612756,Phoenix Suns,Chris Paul,101108,64,52,12,32.9,56.9,61.9,10.8,1.0,19.6,27.2,13.1,19.0,23.0
2021-22,Regular+Season,MIA,1610612748,Miami Heat,Chris Silva,1629735,10,7,3,9.1,11.8,5.2,0.7,0.0,1.2,1.8,0.7,5.9,5.9
2021-22,Regular+Season,HOU,1610612745,Houston Rockets,Christian Wood,1626174,68,19,49,30.8,38.4,32.6,2.3,0.4,4.5,6.2,3.0,5.9,7.8
2021-22,Regular+Season,ORL,1610612753,Orlando Magic,Chuma Okeke,1629643,70,21,49,25.0,27.0,20.4,1.7,0.2,3.4,4.3,2.0,6.3,7.4
2021-22,Regular+Season,ATL,1610612737,Atlanta Hawks,Clint Capela,203991,74,40,34,27.6,28.7,16.5,1.2,0.2,2.1,3.2,1.5,4.3,5.3
2021-22,Regular+Season,CHI,1610612741,Chicago Bulls,Coby White,1629632,61,32,29,27.5,31.4,35.7,2.9,0.6,4.7,6.9,3.7,9.2,11.9
2021-22,Regular+Season,CHA,1610612766,Charlotte Hornets,Cody Martin,1628998,70,41,29,26.4,26.8,21.6,2.5,0.3,4.2,6.6,3.0,9.5,11.2
2021-22,Regular+Season,POR,1610612757,Portland Trail Blazers,Cody Zeller,203469,27,13,14,13.1,14.1,8.8,0.8,0.1,1.9,2.2,0.9,5.8,6.5
2021-22,Regular+Season,ORL,1610612753,Orlando Magic,Cole Anthony,1630175,65,18,47,31.7,55.0,63.9,5.7,0.7,11.1,14.6,6.7,10.3,12.2
2021-22,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Collin Sexton,1629012,11,7,4,28.8,28.1,41.2,2.1,0.5,5.9,5.4,2.8,7.4,10.0
2021-22,Regular+Season,WAS,1610612764,Washington Wizards,Corey Kispert,1630557,77,31,46,23.4,18.6,17.0,1.1,0.1,1.8,2.8,1.4,5.9,7.3
2021-22,Regular+Season,DET,1610612765,Detroit Pistons,Cory Joseph,202709,65,19,46,24.6,42.1,43.5,3.6,0.5,8.0,9.6,4.5,8.7,10.6
2021-22,Regular+Season,WAS,1610612764,Washington Wizards,Craig Sword,1628591,3,1,2,6.3,4.7,5.3,0.3,0.0,1.3,1.0,0.3,7.1,7.1
2021-22,Regular+Season,MIN,1610612750,Minnesota Timberwolves,D'Angelo Russell,1626156,65,39,26,31.9,55.0,63.3,7.1,0.7,12.6,17.9,8.4,12.9,15.2
2021-22,Regular+Season,LAL,1610612747,Los Angeles Lakers,D.J. Augustin,201571,55,15,40,16.1,24.6,27.0,1.9,0.1,4.1,5.2,2.3,7.9,9.4
2021-22,Regular+Season,TOR,1610612761,Toronto Raptors,D.J. Wilson,1628391,4,2,2,13.5,18.8,11.3,1.3,0.0,2.0,2.8,1.3,6.7,6.7
2021-22,Regular+Season,MEM,1610612763,Memphis Grizzlies,DaQuan Jeffries,1629610,2,2,0,2.2,3.5,2.0,0.5,0.0,1.0,1.0,0.5,14.3,14.3
2021-22,Regular+Season,HOU,1610612745,Houston Rockets,Daishen Nix,1630227,24,3,21,10.9,16.7,16.1,1.7,0.1,3.1,4.1,1.8,10.0,11.0
2021-22,Regular+Season,MEM,1610612763,Memphis Grizzlies,Dakota Mathias,1629751,5,4,1,2.6,2.4,2.4,0.2,0.0,0.6,0.4,0.2,8.3,8.3
2021-22,Regular+Season,TOR,1610612761,Toronto Raptors,Dalano Banton,1630625,64,37,27,10.9,19.4,18.1,1.5,0.1,3.3,4.1,1.9,8.0,9.7
2021-22,Regular+Season,SAC,1610612758,Sacramento Kings,Damian Jones,1627745,55,18,37,18.4,19.5,16.4,1.3,0.1,2.1,3.1,1.4,6.4,7.2
2021-22,Regular+Season,POR,1610612757,Portland Trail Blazers,Damian Lillard,203081,29,12,17,36.4,53.8,71.6,7.3,1.3,13.3,19.1,9.6,13.6,17.9
2021-22,Regular+Season,GSW,1610612744,Golden State Warriors,Damion Lee,1627814,62,41,21,19.8,20.8,19.7,1.0,0.2,2.2,2.5,1.2,4.6,5.7
2021-22,Regular+Season,NYK,1610612752,New York Knicks,Damyean Dotson,1628422,2,1,1,10.3,8.5,8.5,0.5,0.0,0.5,1.0,0.5,5.9,5.9
2021-22,Regular+Season,WAS,1610612764,Washington Wizards,Daniel Gafford,1629655,72,30,42,20.1,23.4,15.9,0.9,0.1,1.7,2.5,1.1,4.0,4.8
2021-22,Regular+Season,TOR,1610612761,Toronto Raptors,Daniel Oturu,1630187,3,1,2,9.1,6.3,5.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0
2021-22,Regular+Season,BOS,1610612738,Boston Celtics,Daniel Theis,1628464,47,20,27,20.8,20.7,17.5,0.9,0.1,2.1,2.4,1.1,4.2,5.2
2021-22,Regular+Season,ATL,1610612737,Atlanta Hawks,Danilo Gallinari,201568,66,35,31,25.3,27.4,23.4,1.5,0.2,2.9,3.8,1.8,5.6,6.7
2021-22,Regular+Season,PHI,1610612755,Philadelphia 76ers,Danny Green,201980,62,37,25,21.8,21.4,15.4,1.0,0.2,1.7,2.7,1.3,4.8,6.2
2021-22,Regular+Season,UTA,1610612762,Utah Jazz,Danuel House Jr.,1627863,42,18,24,17.3,15.6,12.5,1.0,0.1,1.9,2.7,1.2,6.7,7.9
2021-22,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Darius Bazley,1629647,69,19,50,27.9,31.3,25.3,1.4,0.2,3.1,3.8,1.8,4.5,5.6
2021-22,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Darius Garland,1629636,68,37,31,35.7,59.9,77.6,8.6,1.1,15.6,22.0,10.9,14.3,18.3
2021-22,Regular+Season,LAL,1610612747,Los Angeles Lakers,Darren Collison,201954,3,1,2,12.4,12.3,12.3,0.7,0.0,2.7,1.7,0.7,5.4,5.4
2021-22,Regular+Season,BKN,1610612751,Brooklyn Nets,David Duke Jr.,1630561,22,10,12,15.5,13.0,11.6,0.8,0.2,1.6,1.7,1.0,5.9,7.7
2021-22,Regular+Season,TOR,1610612761,Toronto Raptors,David Johnson,1630525,2,2,0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Regular+Season,HOU,1610612745,Houston Rockets,David Nwaba,1628021,46,6,40,13.2,11.5,8.2,0.8,0.1,1.4,2.0,0.9,6.6,8.1
2021-22,Regular+Season,SAC,1610612758,Sacramento Kings,Davion Mitchell,1630558,74,27,47,27.7,34.9,42.7,4.2,0.5,7.8,10.8,5.0,12.0,14.4
2021-22,Regular+Season,DAL,1610612742,Dallas Mavericks,Davis Bertans,202722,56,32,24,14.4,11.2,11.1,0.6,0.2,0.9,1.5,0.9,4.9,7.7
2021-22,Regular+Season,DEN,1610612743,Denver Nuggets,Davon Reed,1628432,48,29,19,13.9,18.1,14.5,1.1,0.1,2.1,2.9,1.3,6.1,6.9
2021-22,Regular+Season,BKN,1610612751,Brooklyn Nets,Day'Ron Sharpe,1630549,32,12,20,12.2,12.9,9.6,0.5,0.2,1.3,1.2,0.7,4.1,5.6
2021-22,Regular+Season,SAC,1610612758,Sacramento Kings,De'Aaron Fox,1628368,58,21,37,35.4,55.7,69.0,5.5,0.7,10.9,14.1,6.8,9.9,12.1
2021-22,Regular+Season,ATL,1610612737,Atlanta Hawks,De'Andre Hunter,1629631,53,28,25,29.8,18.1,22.5,1.3,0.1,2.2,3.4,1.5,7.1,8.1
2021-22,Regular+Season,MEM,1610612763,Memphis Grizzlies,De'Anthony Melton,1629001,72,48,24,22.7,30.2,28.2,2.6,0.5,4.8,6.2,3.2,8.7,10.6
2021-22,Regular+Season,PHI,1610612755,Philadelphia 76ers,DeAndre Jordan,201599,48,26,22,13.0,12.3,6.7,0.4,0.1,0.7,1.1,0.6,3.6,4.6
2021-22,Regular+Season,MIL,1610612749,Milwaukee Bucks,DeAndre' Bembry,1627761,56,31,25,18.3,15.5,11.7,1.2,0.1,1.9,2.9,1.3,7.6,8.7
2021-22,Regular+Season,IND,1610612754,Indiana Pacers,DeJon Jarreau,1630610,1,0,1,0.9,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-22,Regular+Season,CHI,1610612741,Chicago Bulls,DeMar DeRozan,201942,76,43,33,36.1,33.4,53.4,4.9,1.0,9.8,13.0,6.1,14.7,18.3
2021-22,Regular+Season,DEN,1610612743,Denver Nuggets,DeMarcus Cousins,202326,48,33,15,14.9,21.5,19.3,1.5,0.3,3.1,4.2,2.0,6.9,9.2
2021-22,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Dean Wade,1629731,51,27,24,19.2,19.9,14.2,1.0,0.2,2.1,2.7,1.3,5.1,6.5
2021-22,Regular+Season,PHX,1610612756,Phoenix Suns,Deandre Ayton,1629028,58,46,12,29.5,27.9,22.2,1.4,0.2,2.1,3.9,1.8,5.2,6.4
2021-22,Regular+Season,DET,1610612765,Detroit Pistons,Deividas Sirvydis,1629686,3,1,2,8.9,7.3,5.3,0.3,0.0,0.7,0.7,0.3,4.5,4.5
2021-22,Regular+Season,SAS,1610612759,San Antonio Spurs,Dejounte Murray,1627749,68,30,38,34.8,61.8,71.9,9.2,0.6,17.2,23.3,10.8,14.9,17.4
2021-22,Regular+Season,ATL,1610612737,Atlanta Hawks,Delon Wright,1626153,77,42,35,18.9,27.8,25.3,2.4,0.3,4.8,6.5,3.0,8.8,10.6
2021-22,Regular+Season,WAS,1610612764,Washington Wizards,Deni Avdija,1630166,82,35,47,24.2,28.2,21.8,2.0,0.3,3.8,5.2,2.6,7.2,9.2
