SEASON,SEASON_TYPE,TEAM_ABB,GP,W,L,MIN,PASSES_MADE,PASSES_RECEIVED,AST,SECONDARY_AST,POTENTIAL_AST,AST_POINTS_CREATED,AST_ADJ,AST_TO_PASS_PERC,AST_TO_PASS_PERC_ADJ
2020-21,regular-season,-,51,21,242.8,284.2,284.3,26.9,3.7,50.1,69.3,32.9,9.5,11.6,0
2020-21,regular-season,-,42,30,240.3,244.6,244.6,21.3,2.7,39.3,55.9,25.3,8.7,10.3,0
2020-21,regular-season,-,31,41,240.3,279.5,279.5,25.5,2.7,45.4,64.3,30.3,9.1,10.8,0
2020-21,regular-season,-,33,39,242.8,262.4,262.4,24.4,2.4,43.3,61.0,28.6,9.3,10.9,0
2020-21,regular-season,-,27,45,240.3,291.4,291.4,24.1,3.0,47.3,64.3,29.4,8.3,10.1,0
2020-21,regular-season,-,52,20,241.0,289.4,289.4,23.7,3.5,44.9,64.4,29.6,8.2,10.2,0
2020-21,regular-season,-,34,38,241.7,267.5,267.5,25.5,3.1,46.6,65.4,31.3,9.5,11.7,0
2020-21,playoffs,-,10,8,240.0,244.4,244.4,20.2,2.5,38.9,51.5,24.5,8.3,10.0,0
2020-21,playoffs,-,1,4,240.0,248.4,248.4,21.0,2.2,37.6,56.0,25.6,8.5,10.3,0
2020-21,playoffs,-,7,5,242.1,272.9,272.9,22.6,2.8,39.9,58.2,27.1,8.3,9.9,0
2020-21,playoffs,-,3,4,240.0,246.9,246.9,20.7,3.1,36.6,53.9,25.6,8.4,10.4,0
2020-21,playoffs,-,4,6,245.0,280.6,280.6,24.9,2.6,45.7,65.2,29.0,8.9,10.3,0
2020-21,playoffs,-,10,9,240.0,259.7,259.7,20.8,3.6,36.1,56.4,26.1,8.0,10.0,0
2020-21,playoffs,-,2,4,240.0,286.5,286.5,19.3,3.3,42.8,51.0,25.3,6.7,8.8,0
2020-21,playoffs,-,1,4,240.0,237.8,237.8,22.0,2.4,39.8,55.4,25.8,9.3,10.8,0
2020-21,playoffs,-,0,4,246.2,291.3,291.3,21.5,1.8,48.0,56.8,25.3,7.4,8.7,0
2020-21,playoffs,-,16,7,242.2,236.8,236.8,22.8,2.2,41.3,57.9,26.8,9.6,11.3,0
2020-21,playoffs,-,1,4,240.0,260.2,260.2,18.6,2.4,36.6,48.6,23.0,7.1,8.8,0
2020-21,playoffs,-,7,5,240.0,302.8,302.8,24.9,2.4,40.7,64.4,30.3,8.2,10.0,0
2020-21,playoffs,-,14,8,240.0,249.8,249.8,23.2,3.0,43.1,60.0,28.3,9.3,11.3,0
2020-21,playoffs,-,2,4,248.3,244.8,244.8,22.8,2.7,40.7,60.2,27.8,9.3,11.4,0
2020-21,playoffs,-,6,5,240.0,244.2,244.2,19.6,3.0,38.2,54.7,25.1,8.0,10.3,0
2020-21,playoffs,-,1,4,240.0,245.6,245.6,22.4,1.6,40.2,56.4,27.2,9.1,11.1,0
2020-21,play-in,-,1,0,240.0,292.0,292.0,20.0,1.0,42.0,56.0,25.0,6.8,8.6,0
2020-21,play-in,-,0,1,240.0,271.0,271.0,26.0,2.0,50.0,68.0,31.0,9.6,11.4,0
2020-21,play-in,-,0,2,252.5,310.5,310.5,24.5,5.5,49.0,64.0,31.5,7.9,10.1,0
2020-21,play-in,-,1,1,240.0,323.0,323.0,32.5,4.5,53.0,85.5,40.0,10.1,12.4,0
2020-21,play-in,-,1,0,240.0,312.0,312.0,27.0,4.0,53.0,68.0,34.0,8.7,10.9,0
2020-21,play-in,-,2,0,252.5,261.5,261.5,20.0,2.5,41.0,54.5,26.0,7.6,9.9,0
2020-21,play-in,-,0,1,240.0,258.0,258.0,20.0,0.0,35.0,53.0,22.0,7.8,8.5,0
2020-21,play-in,-,1,1,240.0,237.0,237.0,25.5,2.0,45.5,62.0,30.0,10.8,12.7,0
2021-22,regular-season,-,43,39,240.3,257.1,257.1,24.6,3.0,43.6,62.2,29.7,9.6,11.5,0
2021-22,regular-season,-,51,30,242.8,289.0,289.1,24.9,4.0,45.9,64.0,30.6,8.6,10.6,0
2021-22,regular-season,-,44,38,240.9,266.5,266.5,25.3,3.1,44.4,62.4,30.0,9.5,11.3,0
2021-22,regular-season,-,43,38,242.5,301.5,301.6,28.1,3.7,50.8,73.0,34.5,9.3,11.4,0
2021-22,regular-season,-,46,36,240.6,269.5,269.6,23.9,3.6,44.3,60.6,29.4,8.9,10.9,0
2021-22,regular-season,-,44,38,240.6,297.0,297.0,25.2,3.5,48.8,65.7,31.9,8.5,10.8,0
2021-22,regular-season,-,52,30,240.9,283.4,283.4,23.4,3.8,45.2,61.0,29.3,8.3,10.3,0
2021-22,regular-season,-,48,34,241.5,310.7,310.7,27.8,3.9,50.2,70.9,33.9,8.9,10.9,0
2021-22,regular-season,-,23,58,241.2,304.4,304.4,23.5,3.4,47.4,61.7,29.2,7.7,9.6,0
2021-22,regular-season,-,53,28,240.6,310.3,310.2,27.2,4.6,51.7,70.5,34.4,8.8,11.1,0
2021-22,regular-season,-,20,62,240.9,278.6,278.5,23.6,2.7,45.7,62.4,28.9,8.5,10.4,0
2021-22,regular-season,-,25,57,242.4,308.3,308.3,25.4,2.9,47.4,66.0,30.9,8.2,10.0,0
2021-22,regular-season,-,42,39,241.2,276.8,276.8,24.1,3.7,43.9,62.8,30.0,8.7,10.9,0
2021-22,regular-season,-,33,49,243.7,280.9,280.9,24.0,3.0,46.5,62.1,29.4,8.5,10.5,0
2021-22,regular-season,-,55,26,241.2,274.2,274.2,25.9,3.2,46.9,65.2,31.2,9.5,11.4,0
2021-22,regular-season,-,53,29,242.1,295.7,295.7,25.5,3.5,49.2,66.7,31.2,8.6,10.6,0
2021-22,regular-season,-,51,31,240.9,256.0,256.0,23.9,3.1,45.7,63.1,29.2,9.3,11.4,0
2021-22,regular-season,-,46,36,241.2,280.9,280.9,25.7,3.4,48.5,66.7,31.0,9.1,11.0,0
2021-22,regular-season,-,35,46,240.9,300.3,300.3,25.0,3.2,48.0,64.6,30.9,8.3,10.3,0
2021-22,regular-season,-,36,45,241.2,279.0,279.0,21.9,2.5,41.2,57.6,26.4,7.8,9.5,0
2021-22,regular-season,-,24,58,241.5,298.6,298.6,22.2,2.5,45.1,57.5,26.5,7.4,8.9,0
2021-22,regular-season,-,22,60,241.2,284.0,284.0,23.7,2.2,47.4,61.9,27.9,8.4,9.8,0
2021-22,regular-season,-,51,31,241.5,299.5,299.5,23.7,3.5,42.2,62.3,29.7,7.9,9.9,0
2021-22,regular-season,-,63,18,240.6,258.8,258.7,27.4,3.5,50.2,69.0,33.2,10.6,12.8,0
2021-22,regular-season,-,27,55,240.6,276.9,276.9,22.9,3.0,46.0,60.0,28.2,8.3,10.2,0
2021-22,regular-season,-,29,52,241.5,280.8,280.8,23.6,2.8,43.5,60.3,28.5,8.4,10.1,0
2021-22,regular-season,-,34,48,241.5,288.8,288.7,27.9,3.0,51.5,70.7,33.4,9.7,11.6,0
2021-22,regular-season,-,48,34,242.1,281.1,281.1,22.1,3.0,44.3,57.3,27.1,7.8,9.6,0
2021-22,regular-season,-,49,33,240.6,266.0,266.0,22.4,3.3,42.2,59.9,28.3,8.4,10.6,0
2021-22,regular-season,-,35,47,241.8,289.3,289.3,25.0,2.8,45.5,64.3,30.5,8.7,10.5,0
2021-22,playoffs,-,1,4,240.0,262.0,262.0,18.6,1.8,40.8,50.2,22.6,7.1,8.6,0
2021-22,playoffs,-,14,10,240.0,286.2,286.2,24.5,3.1,45.1,65.4,30.0,8.6,10.5,0
2021-22,playoffs,-,0,4,240.0,265.3,265.3,22.3,4.3,36.8,57.3,29.8,8.4,11.2,0
2021-22,playoffs,-,1,4,240.0,297.6,297.6,23.0,2.6,50.8,58.0,26.8,7.7,9.0,0
2021-22,playoffs,-,9,9,240.0,256.1,256.1,19.2,3.9,37.6,53.3,24.5,7.5,9.6,0
2021-22,playoffs,-,1,4,240.0,314.6,314.6,25.0,5.0,47.2,66.0,32.8,7.9,10.4,0
2021-22,playoffs,-,16,6,240.0,276.8,276.7,27.0,4.3,48.4,69.6,33.7,9.8,12.2,0
2021-22,playoffs,-,6,6,240.0,277.3,277.3,25.2,2.7,46.3,65.7,30.6,9.1,11.0,0
2021-22,playoffs,-,11,7,240.0,274.5,274.5,21.9,2.7,43.9,57.2,26.7,8.0,9.7,0
2021-22,playoffs,-,7,5,240.0,239.1,239.1,20.8,2.0,39.3,54.4,24.8,8.7,10.4,0
2021-22,playoffs,-,2,4,240.0,284.0,284.0,22.8,3.3,43.5,62.5,28.8,8.0,10.2,0
2021-22,playoffs,-,2,4,240.0,274.5,274.5,21.3,3.2,40.0,55.3,27.0,7.8,9.8,0
2021-22,playoffs,-,6,6,242.1,274.9,274.8,21.8,3.3,37.9,56.9,27.0,7.9,9.8,0
2021-22,playoffs,-,7,6,240.0,244.5,244.5,25.7,2.5,43.7,63.0,30.4,10.5,12.4,0
2021-22,playoffs,-,2,4,244.2,253.3,253.0,20.7,2.0,38.7,53.5,24.0,8.2,9.5,0
2021-22,playoffs,-,2,4,240.0,228.8,228.8,17.2,1.8,32.7,42.8,21.0,7.5,9.2,0
2021-22,play-in,-,2,0,240.0,247.5,247.5,23.0,2.5,38.5,57.0,26.5,9.3,10.7,0
2021-22,play-in,-,1,0,240.0,306.0,306.0,33.0,7.0,59.0,77.0,42.0,10.8,13.7,0
2021-22,play-in,-,0,1,240.0,258.0,258.0,22.0,4.0,48.0,60.0,29.0,8.5,11.2,0
2021-22,play-in,-,0,2,240.0,268.5,268.5,24.5,3.0,45.5,65.0,31.0,9.1,11.5,0
2021-22,play-in,-,0,2,240.0,249.5,249.5,19.5,3.0,36.5,55.0,25.0,7.8,10.0,0
2021-22,play-in,-,1,0,240.0,271.0,271.0,19.0,3.0,36.0,49.0,24.0,7.0,8.9,0
2021-22,play-in,-,2,0,240.0,250.0,250.0,22.5,2.0,34.0,53.0,26.0,9.0,10.4,0
2021-22,play-in,-,0,1,240.0,268.0,268.0,19.0,1.0,46.0,55.0,23.0,7.1,8.6,0
2022-23,regular-season,-,41,41,242.1,251.0,251.0,25.0,2.1,43.9,62.8,29.4,10.0,11.7,0
2022-23,regular-season,-,57,25,243.7,277.4,277.4,26.7,4.5,47.3,70.3,32.7,9.6,11.8,0
2022-23,regular-season,-,45,37,240.6,279.0,279.0,25.5,4.1,43.1,65.0,31.4,9.2,11.2,0
2022-23,regular-season,-,27,55,241.8,285.6,285.6,25.1,2.8,45.8,64.5,30.9,8.8,10.8,0
2022-23,regular-season,-,39,42,242.8,288.2,287.5,24.5,3.9,43.0,62.2,30.3,8.5,10.5,0
2022-23,regular-season,-,51,31,242.4,269.2,269.2,24.9,3.4,43.6,63.0,30.8,9.3,11.4,0
2022-23,regular-season,-,38,44,243.1,272.5,272.5,22.9,3.7,43.3,61.8,28.8,8.4,10.6,0
2022-23,regular-season,-,53,29,240.9,293.3,293.3,28.9,3.8,48.7,72.5,35.3,9.8,12.0,0
2022-23,regular-season,-,17,64,241.5,263.9,263.9,23.0,2.0,41.8,60.0,27.3,8.7,10.4,0
2022-23,regular-season,-,43,38,241.9,321.6,321.6,29.8,5.0,55.8,78.9,37.6,9.3,11.7,0
2022-23,regular-season,-,22,60,240.9,284.6,284.6,22.4,2.7,41.2,57.3,27.5,7.9,9.7,0
2022-23,regular-season,-,35,47,240.9,305.2,305.2,27.0,3.1,48.8,71.6,33.3,8.8,10.9,0
2022-23,regular-season,-,44,38,241.8,277.5,277.5,23.9,3.7,41.3,62.9,30.0,8.6,10.8,0
2022-23,regular-season,-,43,39,242.4,257.2,257.2,25.3,3.0,46.9,64.5,30.8,9.8,12.0,0
2022-23,regular-season,-,51,31,241.2,273.5,273.5,26.0,3.0,46.3,66.2,31.2,9.5,11.4,0
2022-23,regular-season,-,44,38,241.5,292.2,292.2,23.8,3.0,46.9,62.7,29.4,8.2,10.1,0
2022-23,regular-season,-,58,24,241.8,270.6,270.6,25.8,3.3,47.5,67.4,31.0,9.5,11.5,0
2022-23,regular-season,-,41,40,241.9,300.1,300.1,26.0,3.4,42.7,66.1,31.8,8.7,10.6,0
2022-23,regular-season,-,42,40,242.1,297.2,297.2,25.9,3.3,46.2,67.0,31.9,8.7,10.7,0
2022-23,regular-season,-,47,35,243.4,273.5,273.5,22.9,2.7,41.2,59.4,27.3,8.4,10.0,0
2022-23,regular-season,-,40,42,242.1,278.7,278.7,24.4,3.1,45.4,63.3,29.5,8.8,10.6,0
2022-23,regular-season,-,34,48,241.2,268.6,268.6,23.2,2.3,42.4,60.4,27.9,8.7,10.4,0
2022-23,regular-season,-,54,28,242.4,285.2,285.2,25.2,3.4,42.2,66.3,31.2,8.8,10.9,0
2022-23,regular-season,-,45,37,241.2,277.0,277.0,27.3,3.6,49.1,69.7,33.2,9.8,12.0,0
2022-23,regular-season,-,33,48,240.6,276.9,276.9,24.0,3.3,43.1,62.5,29.4,8.7,10.6,0
2022-23,regular-season,-,48,34,241.8,299.3,299.3,27.3,2.8,49.7,71.7,32.7,9.1,10.9,0
2022-23,regular-season,-,21,58,242.2,288.9,288.9,27.1,3.1,50.2,69.6,32.7,9.4,11.3,0
2022-23,regular-season,-,41,41,241.5,292.0,292.0,23.9,2.9,44.5,61.0,29.0,8.2,9.9,0
2022-23,regular-season,-,37,45,241.5,271.1,271.1,26.0,2.7,47.8,68.3,31.0,9.6,11.4,0
2022-23,regular-season,-,35,47,240.9,286.3,286.3,25.4,3.2,45.3,65.7,31.1,8.9,10.9,0
2022-23,playoffs,-,2,4,240.0,229.5,229.5,24.5,2.7,40.7,61.2,28.2,10.7,12.3,0
2022-23,playoffs,-,11,9,241.3,254.7,254.7,24.2,3.7,42.4,63.2,29.7,9.5,11.6,0
2022-23,playoffs,-,0,4,240.0,264.5,264.5,22.3,3.3,43.8,56.8,26.8,8.4,10.1,0
2022-23,playoffs,-,1,4,240.0,239.6,239.6,22.0,3.0,38.8,55.2,26.8,9.2,11.2,0
2022-23,playoffs,-,16,4,241.3,282.0,282.0,25.8,3.8,45.3,66.1,32.5,9.1,11.5,0
2022-23,playoffs,-,6,7,240.0,299.8,299.8,28.2,5.2,53.4,70.8,35.2,9.4,11.7,0
2022-23,playoffs,-,1,4,240.0,242.0,242.0,21.6,2.8,40.0,56.6,26.8,8.9,11.1,0
2022-23,playoffs,-,8,8,241.6,259.5,259.5,24.9,3.1,44.6,64.7,31.3,9.6,12.0,0
2022-23,playoffs,-,2,4,244.2,268.8,268.8,23.3,4.2,45.3,59.3,28.8,8.7,10.7,0
2022-23,playoffs,-,13,10,241.1,277.8,277.8,23.6,2.4,41.3,60.3,27.4,8.5,9.9,0
2022-23,playoffs,-,1,4,245.0,274.2,274.2,26.8,3.2,47.8,70.0,31.8,9.8,11.6,0
2022-23,playoffs,-,1,4,245.0,289.6,289.6,22.6,4.4,39.6,60.8,30.4,7.8,10.5,0
2022-23,playoffs,-,6,5,240.0,240.0,240.0,18.7,2.5,37.1,48.5,23.2,7.8,9.7,0
2022-23,playoffs,-,7,4,242.3,254.7,254.7,19.1,2.5,33.6,49.8,22.7,7.5,8.9,0
2022-23,playoffs,-,6,5,240.0,241.0,241.0,24.5,2.7,41.5,60.5,29.6,10.2,12.3,0
2022-23,playoffs,-,3,4,240.0,250.6,250.6,22.0,2.3,45.9,57.1,26.7,8.8,10.7,0
2022-23,play-in,-,1,0,240.0,265.0,265.0,26.0,5.0,51.0,65.0,34.0,9.8,12.8,0
2022-23,play-in,-,1,1,240.0,249.5,249.5,22.0,3.0,34.0,51.0,25.0,8.8,10.0,0
2022-23,play-in,-,1,0,265.0,307.0,307.0,27.0,8.0,48.0,69.0,37.0,8.8,12.1,0
2022-23,play-in,-,1,1,240.0,260.5,260.5,21.5,1.5,45.0,60.0,25.5,8.3,9.8,0
2022-23,play-in,-,1,1,252.5,313.0,313.0,29.5,3.5,47.0,84.0,38.5,9.4,12.3,0
2022-23,play-in,-,0,1,240.0,299.0,299.0,27.0,1.0,48.0,69.0,31.0,9.0,10.4,0
2022-23,play-in,-,1,1,240.0,258.5,258.5,22.0,2.5,41.5,55.0,24.5,8.5,9.5,0
2022-23,play-in,-,0,1,240.0,270.0,270.0,23.0,5.0,44.0,55.0,29.0,8.5,10.7,0
2023-24,regular-season,-,36,46,242.1,270.7,270.7,26.6,2.9,46.5,68.5,31.9,9.8,11.8,0
2023-24,regular-season,-,63,18,241.9,268.3,268.3,26.9,4.3,46.4,70.8,33.1,10.0,12.3,0
2023-24,regular-season,-,32,47,241.6,283.9,283.8,25.7,2.9,44.2,65.7,30.2,9.0,10.6,0
2023-24,regular-season,-,20,61,240.6,274.6,274.6,24.8,3.1,43.0,63.8,29.9,9.0,10.9,0
2023-24,regular-season,-,39,42,243.7,286.7,286.7,25.0,4.3,44.4,62.3,30.6,8.7,10.7,0
2023-24,regular-season,-,48,34,241.5,297.8,297.8,28.0,3.9,48.7,72.2,34.5,9.4,11.6,0
2023-24,regular-season,-,49,32,240.3,259.4,259.4,25.6,3.7,43.8,65.6,31.3,9.9,12.1,0
2023-24,regular-season,-,55,25,240.3,286.7,286.7,29.3,3.8,47.7,72.8,35.3,10.2,12.3,0
2023-24,regular-season,-,14,67,240.9,266.1,266.1,25.4,2.8,43.1,64.6,30.5,9.6,11.5,0
2023-24,regular-season,-,46,35,241.9,298.7,298.7,29.3,4.5,52.1,74.4,35.9,9.8,12.0,0
2023-24,regular-season,-,41,41,242.1,260.7,260.7,24.8,3.0,43.9,64.0,30.3,9.5,11.6,0
2023-24,regular-season,-,47,35,240.3,308.3,308.3,30.8,4.3,49.6,78.1,37.8,10.0,12.3,0
2023-24,regular-season,-,50,31,240.3,254.4,254.4,25.5,2.7,40.2,64.0,30.1,10.0,11.8,0
2023-24,regular-season,-,46,35,242.2,267.5,267.5,28.5,3.8,45.3,70.4,34.1,10.7,12.8,0
2023-24,regular-season,-,27,55,241.2,286.3,286.3,24.7,2.8,46.2,63.9,29.1,8.6,10.2,0
2023-24,regular-season,-,46,36,240.9,281.4,281.4,25.8,3.1,46.5,65.9,30.5,9.2,10.9,0
2023-24,regular-season,-,49,33,241.5,264.7,264.7,26.5,3.7,45.7,68.7,32.1,10.0,12.1,0
2023-24,regular-season,-,56,26,241.5,290.7,290.7,26.6,3.6,41.8,68.8,32.6,9.2,11.2,0
2023-24,regular-season,-,49,32,240.3,298.7,298.7,27.0,3.4,45.2,69.5,32.7,9.0,11.0,0
2023-24,regular-season,-,50,32,240.6,283.4,283.4,24.4,3.7,41.1,63.1,29.7,8.6,10.5,0
2023-24,regular-season,-,57,25,241.5,270.5,270.5,27.1,3.1,45.1,70.0,32.1,10.0,11.9,0
2023-24,regular-season,-,47,35,241.2,279.2,279.2,24.7,2.6,44.1,63.6,29.6,8.8,10.6,0
2023-24,regular-season,-,46,35,241.2,288.3,288.3,24.8,3.4,42.4,64.4,30.5,8.6,10.6,0
2023-24,regular-season,-,49,32,241.2,281.3,281.3,27.1,4.8,44.3,68.2,33.7,9.6,12.0,0
2023-24,regular-season,-,20,61,242.2,274.0,274.0,23.0,2.4,43.1,59.6,27.4,8.4,10.0,0
2023-24,regular-season,-,46,36,242.1,305.6,305.6,28.3,3.4,49.2,72.8,33.7,9.3,11.0,0
2023-24,regular-season,-,21,60,241.9,294.0,294.0,29.8,3.9,53.9,76.3,36.2,10.1,12.3,0
2023-24,regular-season,-,25,56,241.2,296.9,296.9,28.5,3.9,49.8,71.8,34.8,9.6,11.7,0
2023-24,regular-season,-,31,50,241.5,283.3,283.3,27.3,2.7,48.8,70.6,32.1,9.6,11.3,0
2023-24,regular-season,-,15,67,240.6,276.8,276.8,27.9,3.4,47.0,70.6,33.4,10.1,12.1,0
2023-24,playoffs,-,16,3,241.3,267.7,267.7,23.8,3.8,40.5,61.6,29.1,8.9,10.9,0
2023-24,playoffs,-,5,7,240.0,245.4,245.4,21.3,1.8,36.9,52.3,24.9,8.7,10.2,0
2023-24,playoffs,-,13,9,240.0,243.3,243.3,21.1,3.2,37.5,54.0,26.4,8.7,10.9,0
2023-24,playoffs,-,7,5,240.0,287.3,287.3,24.9,3.5,45.8,62.2,29.8,8.7,10.4,0
2023-24,playoffs,-,8,9,242.9,315.8,315.9,29.9,4.6,46.9,73.6,36.4,9.5,11.5,0
2023-24,playoffs,-,2,4,240.0,248.8,248.8,20.2,2.8,36.8,52.3,25.2,8.1,10.1,0
2023-24,playoffs,-,1,4,240.0,258.0,258.0,24.4,4.2,39.0,60.0,30.8,9.5,11.9,0
2023-24,playoffs,-,1,4,240.0,265.8,265.8,21.2,3.4,38.2,54.8,25.6,8.0,9.6,0
2023-24,playoffs,-,2,4,244.2,270.8,270.8,22.2,3.2,36.2,56.2,27.5,8.2,10.2,0
2023-24,playoffs,-,9,7,240.0,274.2,274.2,23.9,3.4,38.9,62.1,30.1,8.7,11.0,0
2023-24,playoffs,-,0,4,240.0,289.3,289.3,19.5,3.0,42.3,52.5,25.5,6.7,8.8,0
2023-24,playoffs,-,7,6,241.9,266.4,266.4,22.5,2.7,38.8,58.1,27.0,8.5,10.1,0
2023-24,playoffs,-,6,4,240.0,267.7,267.7,23.1,2.7,41.6,59.6,27.4,8.6,10.2,0
2023-24,playoffs,-,3,4,240.0,272.6,272.6,19.3,2.6,40.7,52.0,24.1,7.1,8.9,0
2023-24,playoffs,-,2,4,244.2,258.7,258.7,23.0,3.0,41.5,62.8,28.5,8.9,11.0,0
2023-24,playoffs,-,0,4,240.0,263.3,263.3,19.8,1.3,37.3,50.3,23.0,7.5,8.7,0
2023-24,play-in,-,0,1,240.0,253.0,253.0,30.0,1.0,46.0,71.0,33.0,11.9,13.0,0
2023-24,play-in,-,1,1,240.0,290.0,290.0,27.0,7.0,47.0,67.0,35.0,9.3,12.1,0
2023-24,play-in,-,0,1,240.0,280.0,280.0,19.0,2.0,39.0,54.0,26.0,6.8,9.3,0
2023-24,play-in,-,1,0,240.0,291.0,291.0,24.0,4.0,46.0,68.0,33.0,8.2,11.3,0
2023-24,play-in,-,1,1,240.0,274.5,274.5,24.5,4.0,44.0,64.5,31.0,8.9,11.3,0
2023-24,play-in,-,1,1,240.0,291.0,291.0,29.5,4.5,44.0,69.0,36.0,10.1,12.4,0
2023-24,play-in,-,1,0,240.0,364.0,364.0,23.0,3.0,42.0,65.0,29.0,6.3,8.0,0
2023-24,play-in,-,1,1,240.0,274.5,274.5,24.5,4.0,45.0,66.0,30.5,8.9,11.1,0
2023-24,ist,-,1,3,240.0,271.5,271.5,25.3,2.8,44.3,65.5,30.3,9.3,11.1,0
2023-24,ist,-,3,2,240.0,268.4,268.4,27.6,5.2,48.0,71.6,34.6,10.3,12.9,0
2023-24,ist,-,3,1,240.0,279.8,279.8,26.5,4.5,46.0,68.5,33.0,9.5,11.8,0
2023-24,ist,-,1,3,240.0,276.0,276.0,22.8,4.5,46.3,57.5,29.8,8.2,10.8,0
2023-24,ist,-,0,4,240.0,263.5,263.5,21.3,4.0,38.3,53.0,26.8,8.1,10.2,0
2023-24,ist,-,3,1,246.3,268.8,268.8,27.0,3.8,42.8,64.5,32.5,10.0,12.1,0
2023-24,ist,-,2,2,240.0,256.3,256.3,26.8,4.3,44.3,70.3,32.5,10.4,12.7,0
2023-24,ist,-,2,2,240.0,293.3,293.3,28.3,4.0,48.8,69.0,34.5,9.6,11.8,0
2023-24,ist,-,0,4,240.0,276.5,276.5,26.5,2.5,42.8,67.0,32.5,9.6,11.8,0
2023-24,ist,-,2,2,240.0,325.3,325.3,31.0,5.3,55.0,82.8,38.8,9.5,11.9,0
2023-24,ist,-,2,2,240.0,271.3,271.3,25.5,5.5,43.0,62.3,33.0,9.4,12.2,0
2023-24,ist,-,6,0,240.0,272.5,272.5,29.5,2.8,49.0,75.0,35.3,10.8,13.0,0
2023-24,ist,-,1,3,240.0,236.0,236.0,22.8,1.0,35.8,57.3,25.5,9.6,10.8,0
2023-24,ist,-,5,0,240.0,259.0,259.0,28.6,3.0,46.4,73.8,34.4,11.0,13.3,0
2023-24,ist,-,0,4,246.2,293.0,293.0,25.5,3.3,52.8,65.5,30.5,8.7,10.4,0
2023-24,ist,-,2,2,240.0,296.5,296.5,28.3,3.5,50.5,70.8,34.0,9.5,11.5,0
2023-24,ist,-,5,1,240.0,259.8,259.8,26.8,2.7,44.7,69.5,31.5,10.3,12.1,0
2023-24,ist,-,3,1,240.0,288.0,288.0,22.5,3.3,38.3,60.0,27.5,7.8,9.5,0
2023-24,ist,-,4,1,240.0,296.2,296.2,26.6,3.6,42.6,68.6,32.6,9.0,11.0,0
2023-24,ist,-,3,2,240.0,273.8,273.8,22.6,3.6,37.2,58.6,27.2,8.3,9.9,0
2023-24,ist,-,1,3,240.0,292.3,292.3,26.0,4.8,45.3,68.0,33.0,8.9,11.3,0
2023-24,ist,-,3,1,240.0,289.0,289.0,25.3,3.3,45.8,66.5,31.5,8.7,10.9,0
2023-24,ist,-,2,2,246.3,285.0,285.0,24.0,3.0,40.5,63.8,30.5,8.4,10.7,0
2023-24,ist,-,3,2,240.0,280.0,279.8,26.0,3.4,41.8,67.4,32.2,9.3,11.5,0
2023-24,ist,-,1,3,246.3,256.3,256.3,19.8,1.8,43.8,53.0,23.8,7.7,9.3,0
2023-24,ist,-,4,1,240.0,315.6,315.6,27.6,3.2,50.0,72.2,33.8,8.7,10.7,0
2023-24,ist,-,0,4,240.0,305.8,305.8,28.5,3.8,61.0,71.3,34.8,9.3,11.4,0
2023-24,ist,-,1,3,240.0,302.8,302.8,29.3,4.8,50.8,76.3,37.3,9.7,12.3,0
2023-24,ist,-,2,2,240.0,246.8,246.8,26.5,2.5,47.8,70.0,31.8,10.7,12.9,0
2023-24,ist,-,0,4,240.0,292.0,292.0,28.8,4.8,43.3,72.0,34.8,9.8,11.9,0
2024-25,regular-season,-,40,42,241.2,281.8,281.8,29.6,3.4,52.9,75.5,35.9,10.5,12.7,0
2024-25,regular-season,-,61,21,241.8,274.7,274.7,26.1,4.4,48.3,69.5,32.3,9.5,11.8,0
2024-25,regular-season,-,26,56,241.2,305.6,305.6,25.2,2.8,48.1,65.9,29.6,8.2,9.7,0
2024-25,regular-season,-,19,63,240.9,284.0,284.0,24.3,3.3,45.3,63.6,29.9,8.6,10.5,0
2024-25,regular-season,-,39,43,240.9,309.3,309.3,29.1,4.4,51.4,75.2,35.2,9.4,11.4,0
2024-25,regular-season,-,64,18,240.9,267.5,267.5,28.1,4.3,48.9,73.6,34.8,10.5,13.0,0
2024-25,regular-season,-,39,43,240.6,267.2,267.2,25.2,3.0,41.3,64.6,30.4,9.4,11.4,0
2024-25,regular-season,-,50,32,242.1,284.9,284.9,31.0,3.3,51.3,77.7,37.5,10.9,13.1,0
2024-25,regular-season,-,44,38,241.5,268.8,268.8,26.4,2.8,45.3,68.3,31.6,9.8,11.8,0
2024-25,regular-season,-,48,34,240.6,332.2,332.2,29.1,4.8,55.5,77.0,36.6,8.8,11.0,0
2024-25,regular-season,-,52,30,241.2,262.3,262.3,23.3,2.5,43.6,60.4,27.9,8.9,10.6,0
2024-25,regular-season,-,50,32,242.1,330.5,330.5,29.2,4.5,48.6,74.7,36.3,8.8,11.0,0
2024-25,regular-season,-,50,32,241.5,268.4,268.4,25.2,3.4,40.0,63.4,30.6,9.4,11.4,0
2024-25,regular-season,-,50,32,240.6,290.2,290.2,26.0,4.2,46.2,66.8,32.4,9.0,11.2,0
2024-25,regular-season,-,48,34,240.3,276.8,276.8,28.4,3.5,48.8,72.2,33.4,10.3,12.1,0
2024-25,regular-season,-,37,45,243.1,290.3,290.3,26.4,2.9,47.0,69.2,31.4,9.1,10.8,0
2024-25,regular-season,-,48,34,240.9,276.8,276.8,25.5,3.3,45.1,67.3,30.9,9.2,11.2,0
